gene,chr,start,end,splice_type,novel,aorta_ENCFF745HHL_in_cov,aorta_ENCFF745HHL_total_cov
ENSG00000141698.16,chr17,41836078,41836270,TSS,True,294,327
ENSG00000087111.20,chr17,28571188,28571462,IR,False,113,131
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,85,200
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,175,200
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,360,419
ENSG00000002834.17,chr17,38890368,38890504,TSS,True,338,419
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,538,789
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,54,265
ENSG00000186594.14,chr17,1712904,1713702,IR,False,14,121
ENSG00000186594.14,chr17,1714014,1716129,ES,False,44,145
ENSG00000186594.14,chr17,1711510,1714014,PAS,True,47,150
ENSG00000186594.14,chr17,1711508,1712904,PAS,True,172,193
ENSG00000186594.14,chr17,1716129,1716282,TSS,True,46,193
ENSG00000179094.15,chr17,8140467,8141340,PAS,True,46,204
ENSG00000179094.15,chr17,8143265,8143703,TSS,False,49,184
ENSG00000133030.20,chr17,17174075,17176425,ES,False,131,570
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,354,630
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,517,628
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,104,499
ENSG00000087191.12,chr17,63827460,63827923,TSS,True,436,499
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,112,736
ENSG00000109113.19,chr17,28715901,28717212,ME,False,54,102
ENSG00000109113.19,chr17,28716058,28717212,3AS,False,32,101
ENSG00000109113.19,chr17,28717291,28718121,3AS,False,35,224
ENSG00000109113.19,chr17,28717425,28718121,3AS,False,167,188
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,254,758
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,530,758
ENSG00000161526.14,chr17,75704814,75706007,ES,False,102,115
ENSG00000161526.14,chr17,75704814,75706007,IR,False,102,124
ENSG00000072778.19,chr17,7222865,7223132,IR,False,1459,1834
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,507,1865
ENSG00000072778.19,chr17,7219870,7220197,TSS,False,1674,1865
ENSG00000170004.16,chr17,7905619,7905706,TSS,True,83,104
ENSG00000170004.16,chr17,7909179,7909338,TSS,True,85,102
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,84,227
ENSG00000161547.16,chr17,76735158,76736153,ES,False,323,364
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,80,213
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,119,149
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,65,199
ENSG00000109046.14,chr17,27307743,27308778,PAS,False,143,165
ENSG00000109046.14,chr17,27306781,27308732,PAS,True,144,161
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,41,341
ENSG00000087157.18,chr17,78392665,78398251,ES,False,28,221
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,32,170
ENSG00000087157.18,chr17,78404089,78419545,ES,False,46,215
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,153,221
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,101,420
ENSG00000168259.14,chr17,42000570,42017339,ES,False,98,111
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,40,127
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,114,127
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,16,127
ENSG00000198909.7,chr17,63680092,63681899,TSS,True,89,128
ENSG00000198909.7,chr17,63689839,63690412,TSS,False,113,128
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,19,131
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,123,1130
ENSG00000141030.12,chr17,17276164,17281131,3AS,False,143,161
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,16,129
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,231,269
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,242,269
ENSG00000108840.15,chr17,44092380,44092481,TSS,True,240,269
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,1940,3843
ENSG00000225663.7,chr17,81822907,81823208,IR,False,26,185
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,29,185
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,160,186
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,41,186
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,160,186
ENSG00000175061.17,chr17,16439414,16440184,ES,False,195,254
ENSG00000175061.17,chr17,16440253,16441367,ES,False,35,252
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,60,282
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,231,282
ENSG00000184060.10,chr17,30953350,30954480,3AS,True,13,123
ENSG00000184060.10,chr17,30921742,30922108,TSS,True,15,139
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,397,442
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,362,442
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,62,404
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,27,147
ENSG00000161921.14,chr17,4739260,4739927,TSS,True,37,220
ENSG00000161921.14,chr17,4735091,4735424,TSS,True,195,220
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,88,181
ENSG00000177731.15,chr17,18244781,18245272,PAS,True,67,290
ENSG00000177731.15,chr17,18248798,18248883,PAS,True,172,214
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,149,291
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,294,491
ENSG00000261371.5,chr17,64369749,64370026,TSS,True,426,487
ENSG00000261371.5,chr17,64363148,64363400,TSS,True,397,487
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,168,318
ENSG00000108823.15,chr17,50168572,50170639,ES,False,59,298
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,37,327
ENSG00000169696.15,chr17,82017088,82017308,5AS,False,18,177
ENSG00000034152.18,chr17,21284650,21284969,TSS,True,31,184
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,115,996
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,56,109
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,93,109
ENSG00000109079.9,chr17,28341226,28341326,TSS,True,97,109
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,129,625
ENSG00000187838.16,chr17,7394159,7394476,3AS,False,26,122
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,38,161
ENSG00000187838.16,chr17,7394103,7394563,TSS,True,139,161
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,425,622
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,451,648
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,220,648
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,191,231
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,129,228
ENSG00000011028.13,chr17,62688802,62689760,TSS,True,175,230
ENSG00000011028.13,chr17,62689755,62690062,TSS,True,181,230
ENSG00000121067.17,chr17,49622876,49646115,ES,False,104,163
ENSG00000121067.17,chr17,49622876,49677932,ME,False,125,228
ENSG00000121067.17,chr17,49622876,49668026,ES,False,128,172
ENSG00000121067.17,chr17,49622876,49677932,ME,False,125,228
ENSG00000121067.17,chr17,49622876,49677932,ME,False,32,228
ENSG00000121067.17,chr17,49622876,49677932,ES,False,539,859
ENSG00000121067.17,chr17,49636809,49677932,ES,False,103,159
ENSG00000121067.17,chr17,49668078,49677932,ES,False,126,173
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,231,1094
ENSG00000121067.17,chr17,49646115,49646663,TSS,True,929,1094
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,76,110
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,32,142
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,39,142
ENSG00000166685.11,chr17,73206707,73208505,PAS,True,122,136
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,322,390
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,117,539
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,72,171
ENSG00000006282.20,chr17,50547285,50548282,ES,False,34,205
ENSG00000006282.20,chr17,50550115,50550207,IR,False,209,234
ENSG00000006282.20,chr17,50551679,50551968,IR,False,222,252
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,44,252
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,62,202
ENSG00000108588.13,chr17,63751760,63752107,PAS,True,171,202
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,174,202
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,144,178
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,89,178
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,50,272
ENSG00000133026.12,chr17,8576669,8577235,3AS,False,15,119
ENSG00000133026.12,chr17,8623277,8630653,ES,True,3728,4221
ENSG00000133026.12,chr17,8474204,8475948,PAS,True,4777,5404
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,718,4759
ENSG00000133026.12,chr17,8480109,8480228,TSS,True,663,812
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,1335,5589
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,201,245
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,90,245
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,472,565
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,103,575
ENSG00000163597.14,chr17,76557857,76561287,ES,False,94,127
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,15,142
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,80,170
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,122,170
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,141,170
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,128,287
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,54,269
ENSG00000054611.13,chr22,46762618,46762848,TSS,True,15,105
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,131,156
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,96,118
ENSG00000253352.9,chr22,30969223,30973601,TSS,True,86,118
ENSG00000253352.9,chr22,30972466,30973587,TSS,True,96,118
ENSG00000253352.9,chr22,30975169,30979395,PAS,True,31,110
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,66,154
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,109,152
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,89,144
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,92,144
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,176,260
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,136,260
ENSG00000100296.13,chr22,29529239,29531830,ES,False,38,118
ENSG00000100296.13,chr22,29549158,29553670,ES,False,98,129
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,21,151
ENSG00000025708.13,chr22,50528610,50529135,IR,False,179,227
ENSG00000025708.13,chr22,50529338,50529495,IR,False,182,233
ENSG00000025708.13,chr22,50529719,50529903,3AS,False,109,139
ENSG00000025708.13,chr22,50529719,50529903,IR,False,109,158
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,57,253
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,205,253
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,111,253
ENSG00000100266.18,chr22,42869765,42871469,PAS,True,22,210
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,77,221
ENSG00000100266.18,chr22,42995148,42995237,TSS,True,188,221
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,138,189
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,53,144
ENSG00000100029.17,chr22,30588020,30588172,TSS,False,115,144
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,50,137
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,72,106
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,75,114
ENSG00000183597.15,chr22,20052584,20061529,ES,False,18,103
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,60,132
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,97,132
ENSG00000099998.17,chr22,24220116,24224995,ES,False,290,340
ENSG00000099998.17,chr22,24225411,24225545,3AS,False,289,328
ENSG00000099998.17,chr22,24233018,24233873,ES,False,50,305
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,53,360
ENSG00000184164.14,chr22,49921761,49922611,ES,False,166,185
ENSG00000128284.19,chr22,36160668,36160954,TSS,True,13,114
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,144,1365
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,160,217
ENSG00000186716.20,chr22,23315432,23318036,PAS,True,33,171
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,89,100
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,19,100
ENSG00000242259.8,chr22,19447377,19447549,TSS,True,86,100
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,224,283
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,227,283
ENSG00000213923.11,chr22,38291938,38293254,IR,True,55,112
ENSG00000213923.11,chr22,38293319,38294108,IR,True,51,124
ENSG00000213923.11,chr22,38294248,38294341,IR,True,105,123
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,108,163
ENSG00000213923.11,chr22,38290690,38293319,PAS,True,136,157
ENSG00000213923.11,chr22,38290690,38294248,PAS,True,124,156
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,72,173
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,94,144
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,85,144
ENSG00000242247.10,chr22,42808890,42817141,ES,False,22,172
ENSG00000242247.10,chr22,42796519,42797605,PAS,True,26,202
ENSG00000099889.13,chr22,19979742,19981030,TSS,True,169,188
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,78,189
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,33,148
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,128,147
ENSG00000100345.21,chr22,36321821,36322428,IR,True,103,117
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,204,1441
ENSG00000100345.21,chr22,36300849,36301057,PAS,False,142,184
ENSG00000100345.21,chr22,36288726,36289431,TSS,True,1254,1413
ENSG00000100345.21,chr22,36284092,36284195,TSS,True,1155,1406
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,101,636
ENSG00000100242.15,chr22,38738872,38738990,TSS,True,699,822
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,88,145
ENSG00000170638.9,chr22,50197995,50198074,IR,False,131,168
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,87,175
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,124,175
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,81,109
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,64,103
ENSG00000198355.4,chr22,49960754,49961811,TSS,True,64,103
ENSG00000198355.4,chr22,49960771,49962865,TSS,True,89,103
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,56,218
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,176,213
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,27,268
ENSG00000177096.8,chr22,42074231,42074341,TSS,False,17,159
ENSG00000099899.14,chr22,20115079,20115265,IR,False,89,101
ENSG00000099899.14,chr22,20116972,20117096,IR,False,27,107
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,33,113
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,85,113
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,101,414
ENSG00000100225.17,chr22,32475398,32479132,3AS,False,18,110
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,133,565
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,450,565
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,98,135
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,111,135
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,103,135
ENSG00000100201.20,chr22,38492481,38493771,PAS,True,108,135
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,62,186
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,47,427
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,31,185
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,161,185
ENSG00000183963.18,chr22,31099896,31104315,ES,False,1423,2354
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,1105,2397
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,1948,2397
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,27,155
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,166,198
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,21,161
ENSG00000100060.17,chr22,37485922,37486524,TSS,True,23,214
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,144,349
ENSG00000100320.22,chr22,35746561,35759887,ES,False,30,181
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,131,178
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,107,176
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,144,252
ENSG00000100320.22,chr22,35894812,35895082,TSS,True,205,252
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,31,218
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,33,178
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,108,276
ENSG00000100106.20,chr22,37757147,37758138,TSS,True,231,275
ENSG00000100219.16,chr22,28800297,28800587,TSS,True,26,197
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,98,111
ENSG00000099917.17,chr22,20578907,20582747,TSS,True,88,104
ENSG00000099917.17,chr22,20584807,20585015,TSS,False,80,100
ENSG00000099917.17,chr22,20585070,20585267,TSS,True,81,100
ENSG00000099917.17,chr22,20586567,20587632,PAS,True,12,108
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,21,209
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,51,111
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,72,111
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,54,118
ENSG00000100297.15,chr22,35400133,35400605,TSS,True,106,118
ENSG00000100297.15,chr22,35406550,35406725,TSS,True,103,117
ENSG00000182858.13,chr22,49904066,49904178,IR,True,91,109
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,31,120
ENSG00000182858.13,chr22,49903177,49904254,PAS,True,104,120
ENSG00000100100.12,chr22,31292274,31292529,TSS,True,18,102
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,80,117
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,375,453
ENSG00000077942.18,chr22,45542153,45542283,TSS,True,402,450
ENSG00000077942.18,chr22,45543399,45543526,TSS,True,401,450
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,329,436
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,117,449
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,348,658
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,182,768
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,76,128
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,94,128
ENSG00000180957.17,chr22,27851668,27853663,PAS,True,35,176
ENSG00000180957.17,chr22,27909207,27911109,PAS,True,149,171
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,21,183
ENSG00000100359.20,chr22,40400813,40402138,ES,False,98,267
ENSG00000100359.20,chr22,40409018,40409249,IR,False,230,296
ENSG00000100359.20,chr22,40409525,40409681,IR,False,267,298
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,49,311
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,44,311
ENSG00000128245.14,chr22,31944515,31944820,TSS,True,55,225
ENSG00000128245.14,chr22,31944512,31945235,TSS,False,201,225
ENSG00000241978.9,chr9,110138539,110168398,ES,False,146,302
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,181,348
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,259,351
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,306,351
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,183,204
ENSG00000197694.15,chr9,128624325,128624487,TSS,False,154,172
ENSG00000197694.15,chr9,128624676,128625978,TSS,True,147,172
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,37,204
ENSG00000172889.15,chr9,136664785,136668556,ES,False,37,266
ENSG00000172889.15,chr9,136668673,136669913,ES,True,33,289
ENSG00000172889.15,chr9,136669721,136669913,IR,True,258,297
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,87,343
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,87,154
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,112,150
ENSG00000159884.11,chr9,35658727,35660400,5AS,True,86,103
ENSG00000159884.11,chr9,35660647,35660745,IR,False,93,115
ENSG00000159884.11,chr9,35660858,35660939,IR,False,38,121
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,13,128
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,67,122
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,84,122
ENSG00000159884.11,chr9,35660556,35661187,PAS,True,105,122
ENSG00000172785.18,chr9,175784,178815,ES,False,105,122
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,21,160
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,42,194
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,36,236
ENSG00000160408.14,chr9,127896332,127899502,ES,False,101,164
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,106,270
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,20,118
ENSG00000106809.10,chr9,92403233,92403526,TSS,True,81,120
ENSG00000106809.10,chr9,92404495,92404657,TSS,True,78,121
ENSG00000188938.16,chr9,93447697,93450478,ES,False,67,111
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,75,103
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,46,121
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,100,121
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,29,112
ENSG00000148399.12,chr9,137564606,137565084,ES,False,12,112
ENSG00000148399.12,chr9,137576167,137578624,ES,False,25,112
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,62,196
ENSG00000136856.17,chr9,127404991,127407111,ES,False,18,108
ENSG00000136856.17,chr9,127397115,127397286,TSS,True,27,126
ENSG00000136856.17,chr9,127407111,127408417,PAS,True,18,126
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,57,404
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,302,351
ENSG00000137076.20,chr9,35706767,35706901,TSS,True,314,351
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,304,351
ENSG00000148180.19,chr9,121268219,121301962,3AS,True,67,142
ENSG00000148180.19,chr9,121281562,121301962,ME,False,266,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,211,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,211,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,207,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,207,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,206,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,202,297
ENSG00000148180.19,chr9,121281562,121301962,ME,False,202,297
ENSG00000148180.19,chr9,121281562,121300064,3AS,True,24,219
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,2752,6227
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,5018,6221
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,39,152
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,113,152
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,40,152
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,71,101
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,31,292
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,156,674
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,49,102
ENSG00000137070.17,chr9,34653873,34653999,TSS,True,80,102
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,55,232
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,186,236
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,153,443
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,302,443
ENSG00000147862.16,chr9,14306988,14307523,TSS,True,80,102
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,66,102
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,203,275
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,145,256
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,52,303
ENSG00000169925.16,chr9,134050373,134050590,TSS,False,99,113
ENSG00000169925.16,chr9,134051561,134051602,TSS,True,76,113
ENSG00000169925.16,chr9,134053264,134055816,TSS,True,101,114
ENSG00000106772.17,chr9,76905927,76906166,TSS,True,79,121
ENSG00000213694.4,chr9,88991417,88991695,TSS,True,107,125
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,92,468
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,106,144
ENSG00000198121.13,chr9,111038651,111038825,TSS,True,102,144
ENSG00000198121.13,chr9,111038869,111039609,TSS,True,128,144
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,77,717
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,669,764
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,201,764
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,31,178
ENSG00000165006.13,chr9,34241641,34242108,TSS,True,156,178
ENSG00000136878.12,chr9,129835396,129835499,TSS,False,75,100
ENSG00000148120.16,chr9,95003833,95004286,TSS,False,110,153
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,96,177
ENSG00000148120.16,chr9,95082574,95087157,PAS,True,133,150
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,168,367
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,43,194
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,219,388
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,343,388
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,237,388
ENSG00000136930.12,chr9,124353464,124353709,PAS,False,14,120
ENSG00000198917.12,chr9,128823863,128824071,3AS,True,17,124
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,15,144
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,107,656
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,644,2040
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,190,1653
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,84,149
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,119,149
ENSG00000080608.9,chr9,2826112,2828778,PAS,True,101,147
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,20,149
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,181,324
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,268,324
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,267,324
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,26,152
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,229,1026
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,30,100
ENSG00000148339.12,chr9,128068178,128068580,TSS,True,78,119
ENSG00000148339.12,chr9,128098445,128098725,TSS,True,102,119
ENSG00000160325.14,chr9,133463555,133467920,ES,False,27,133
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,41,155
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,133,155
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,11,106
ENSG00000135046.13,chr9,73151924,73154460,IR,True,95,128
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,107,368
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,302,368
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,298,370
