gene,chr,start,end,splice_type,novel,WTC11_ENCFF041RNG_in_cov,WTC11_ENCFF041RNG_total_cov
ENSG00000136371.10,chr15,79889354,79896871,5AS,True,101,144
ENSG00000136371.10,chr15,79896871,79897038,TSS,False,50,153
ENSG00000136371.10,chr15,79896790,79897077,TSS,True,111,153
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,102,276
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,141,272
ENSG00000137804.12,chr15,41332241,41333050,TSS,True,38,313
ENSG00000086666.18,chr15,80059809,80120327,ES,False,719,867
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,100,972
ENSG00000128739.22,chr15,24962209,24974310,5AS,True,114,173
ENSG00000128739.22,chr15,24967152,24967931,5AS,False,172,199
ENSG00000104112.8,chr15,51719407,51721026,PAS,True,11,108
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,118,364
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,507,2675
ENSG00000185787.14,chr15,78885747,78886227,TSS,True,2252,2675
ENSG00000140391.14,chr15,77070891,77071172,TSS,True,88,171
ENSG00000140391.14,chr15,77054177,77054274,TSS,True,107,171
ENSG00000138629.15,chr15,74458896,74461036,5AS,True,135,155
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,122,283
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,31,148
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,197,342
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,216,342
ENSG00000051180.16,chr15,40694798,40695425,TSS,True,13,114
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,68,340
ENSG00000182768.8,chr15,90265876,90266287,IR,False,102,331
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,112,339
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,238,340
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,1222,10535
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,9379,10534
ENSG00000140365.15,chr15,75336008,75336092,TSS,False,47,191
ENSG00000140365.15,chr15,75338060,75338133,TSS,False,170,191
ENSG00000179010.14,chr4,6640708,6640827,IR,False,221,338
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,130,351
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,234,351
ENSG00000168214.20,chr4,26321048,26386352,ES,False,275,428
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,508,578
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,147,578
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,241,289
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,85,289
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,46,255
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,100,340
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,301,340
ENSG00000152795.17,chr4,82424883,82425562,IR,False,142,166
ENSG00000152795.17,chr4,82425667,82426036,IR,False,146,168
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,175,1563
ENSG00000138777.19,chr4,105449403,105473893,ES,False,11,102
ENSG00000109519.12,chr4,7067970,7068113,TSS,True,44,338
ENSG00000154277.12,chr4,41256875,41257020,TSS,True,40,137
ENSG00000109736.14,chr4,2930953,2931060,IR,False,135,152
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,19,154
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,138,154
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,20,157
ENSG00000249532.5,chr4,112646968,112648653,ES,True,722,2302
ENSG00000169744.12,chr4,16502873,16508540,5AS,False,30,102
ENSG00000169744.12,chr4,16508683,16511980,3AS,False,33,116
ENSG00000169744.12,chr4,16501533,16502873,PAS,True,24,130
ENSG00000169744.12,chr4,16898353,16898952,TSS,True,21,139
ENSG00000163683.11,chr4,39638738,39639090,TSS,True,11,102
ENSG00000123737.12,chr4,121814047,121816368,ES,False,94,112
ENSG00000052802.12,chr4,165327668,165327764,TSS,True,20,113
ENSG00000052802.12,chr4,165341750,165343164,PAS,True,13,111
ENSG00000138801.8,chr4,107613664,107614387,PAS,False,30,214
ENSG00000138801.8,chr4,107670487,107670863,PAS,True,170,194
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,31,216
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,191,1356
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,1194,1356
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,23,119
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,253,1984
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,239,1385
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,17,106
PB_novel_213369,chr4,186241993,186242329,PAS,True,89,206
PB_novel_213369,chr4,186241993,186242332,PAS,True,152,206
PB_novel_213369,chr4,186247070,186247322,TSS,True,106,206
PB_novel_213369,chr4,186247284,186247323,TSS,True,145,206
ENSG00000109255.11,chr4,55636080,55636423,TSS,True,42,101
ENSG00000109255.11,chr4,55636543,55637118,TSS,False,67,101
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,1650,6783
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,5617,6783
ENSG00000170502.12,chr4,87422567,87423012,TSS,True,39,117
ENSG00000170502.12,chr4,87422511,87422617,TSS,False,105,117
ENSG00000170502.12,chr4,87451587,87451735,TSS,True,104,117
ENSG00000198498.9,chr4,163494454,163494804,TSS,True,72,544
ENSG00000198498.9,chr4,163515362,163515461,TSS,True,479,534
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,202,328
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,260,327
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,292,328
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,273,328
ENSG00000164162.13,chr4,145098119,145098773,TSS,True,35,100
ENSG00000164162.13,chr4,145098130,145098216,TSS,False,70,100
ENSG00000109133.12,chr4,41935121,41935529,TSS,True,42,108
ENSG00000109133.12,chr4,41935119,41935262,TSS,True,86,108
ENSG00000109133.12,chr4,41935121,41935310,TSS,True,97,108
ENSG00000174780.16,chr4,56467572,56467744,TSS,True,27,158
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,43,153
ENSG00000174780.16,chr4,56495356,56495395,PAS,False,128,153
ENSG00000109534.16,chr4,109815508,109815804,TSS,True,63,116
ENSG00000109534.16,chr4,109816151,109816378,TSS,True,97,116
ENSG00000109534.16,chr4,109824417,109824741,PAS,True,16,116
ENSG00000121207.11,chr4,154744000,154744866,TSS,True,19,103
ENSG00000269893.6,chr4,118278792,118278943,IR,False,93,187
ENSG00000269893.6,chr4,118278792,118279106,3AS,False,21,122
ENSG00000269893.6,chr4,118278792,118279106,IR,False,21,118
ENSG00000269893.6,chr4,118278792,118279388,ES,False,21,143
ENSG00000269893.6,chr4,118278792,118279388,5AS,False,21,115
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,102,245
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,151,245
ENSG00000174720.15,chr4,112647549,112647689,3AS,False,110,125
ENSG00000174720.15,chr4,112636990,112637239,TSS,True,100,189
ENSG00000174720.15,chr4,112637441,112637603,TSS,True,163,189
ENSG00000174720.15,chr4,112657246,112657846,PAS,True,36,189
ENSG00000145335.15,chr4,89836961,89837212,TSS,True,20,102
ENSG00000151725.11,chr4,184734015,184734136,TSS,True,24,236
ENSG00000164039.14,chr4,103096274,103099782,ES,False,123,152
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,129,147
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,30,159
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,141,159
ENSG00000138668.18,chr4,82355401,82356795,ES,False,115,245
ENSG00000138668.18,chr4,82359639,82373445,ES,False,70,191
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,167,355
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,288,355
ENSG00000118564.14,chr4,15668040,15681352,5AS,True,47,113
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,118,165
ENSG00000118564.14,chr4,15681352,15681579,TSS,True,117,166
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,99,166
ENSG00000118579.12,chr4,17614624,17614813,TSS,True,46,174
ENSG00000163319.10,chr4,83456958,83459739,ES,False,60,303
ENSG00000002549.12,chr4,17577191,17577567,TSS,True,24,200
ENSG00000078140.13,chr4,39698116,39698390,TSS,True,20,184
ENSG00000141127.14,chr17,18865952,18872582,ES,False,13,121
ENSG00000141127.14,chr17,18856302,18856429,TSS,True,145,164
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,72,164
ENSG00000141127.14,chr17,18872583,18872649,TSS,True,134,164
ENSG00000109084.13,chr17,28319365,28325507,3AS,True,23,177
ENSG00000161970.14,chr17,8379936,8382140,5AS,True,113,140
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,138,400
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,710,6189
ENSG00000132591.11,chr17,28854967,28855317,TSS,True,48,226
ENSG00000132591.11,chr17,28859215,28859283,TSS,True,182,225
ENSG00000196704.11,chr17,68248086,68248639,IR,False,56,137
ENSG00000196704.11,chr17,68248086,68248643,IR,True,21,115
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,140,222
ENSG00000196704.11,chr17,68247999,68248058,TSS,True,185,222
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,144,222
ENSG00000170043.11,chr17,7931730,7931947,TSS,True,44,235
ENSG00000170043.11,chr17,7931939,7932064,TSS,False,197,235
ENSG00000167699.13,chr17,782165,782343,TSS,False,26,180
ENSG00000167699.13,chr17,770420,770481,TSS,True,160,179
ENSG00000141504.11,chr17,7626793,7627142,ES,False,28,153
ENSG00000141504.11,chr17,7627414,7627569,5AS,False,66,143
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,92,160
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,94,160
ENSG00000273611.4,chr17,36486785,36492812,ES,False,20,125
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,227,1030
ENSG00000121064.12,chr17,56978096,56978235,TSS,True,24,114
ENSG00000121064.12,chr17,57000937,57000992,TSS,True,89,109
ENSG00000213246.6,chr17,58351508,58352066,5AS,False,250,291
ENSG00000213246.6,chr17,58352064,58352221,TSS,True,291,330
ENSG00000213246.6,chr17,58352066,58352222,TSS,False,80,330
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,108,677
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,129,697
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,589,697
ENSG00000183010.16,chr17,81933376,81934652,ES,False,32,293
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,109,177
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,213,322
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,220,322
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,249,322
ENSG00000108671.10,chr17,32444460,32444614,TSS,True,65,479
ENSG00000214941.7,chr17,15977913,15978043,IR,False,127,154
ENSG00000214941.7,chr17,15981144,15987265,ES,False,131,158
ENSG00000214941.7,chr17,15993778,15999518,5AS,False,91,127
ENSG00000214941.7,chr17,15976559,15978163,PAS,True,141,168
ENSG00000214941.7,chr17,15976559,15977913,PAS,True,43,168
ENSG00000214941.7,chr17,15999518,15999717,TSS,True,70,170
ENSG00000214941.7,chr17,15999505,15999717,TSS,True,148,170
ENSG00000214941.7,chr17,15999659,15999847,TSS,True,149,170
ENSG00000214941.7,chr17,15999502,15999717,TSS,True,147,170
ENSG00000129195.15,chr17,6444410,6444488,TSS,True,23,142
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,159,184
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,100,184
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,104,184
ENSG00000258315.5,chr17,7016685,7017256,ES,False,28,142
ENSG00000258315.5,chr17,7017014,7017260,3AS,False,361,477
ENSG00000258315.5,chr17,7017256,7017522,PAS,True,372,518
ENSG00000258315.5,chr17,7017260,7017524,PAS,True,148,518
ENSG00000166260.11,chr17,54962915,54963305,IR,False,232,264
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,52,282
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,249,282
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,120,242
ENSG00000266402.3,chr17,64146000,64146229,IR,True,120,163
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,166,285
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,165,285
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,43,285
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,21,117
ENSG00000214087.8,chr17,81682149,81683535,ES,False,24,139
ENSG00000214087.8,chr17,81683692,81683799,TSS,False,33,167
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,37,148
ENSG00000171928.13,chr17,18789349,18789435,TSS,False,132,148
ENSG00000109107.13,chr17,28575544,28576800,ES,False,132,158
ENSG00000141741.11,chr17,39730406,39730538,TSS,True,24,238
ENSG00000141378.14,chr17,59707370,59707457,TSS,True,28,205
ENSG00000169689.14,chr17,82019381,82019640,5AS,False,217,245
ENSG00000169689.14,chr17,82019381,82019857,ES,False,235,479
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,14,124
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,93,288
ENSG00000108946.14,chr17,68518544,68522926,TSS,True,223,287
ENSG00000108946.14,chr17,68530276,68533431,PAS,True,116,283
ENSG00000108946.14,chr17,68551083,68551321,PAS,False,178,288
ENSG00000131470.14,chr17,42577561,42577652,IR,False,93,107
ENSG00000131470.14,chr17,42577460,42577720,TSS,True,108,122
ENSG00000131470.14,chr17,42577652,42577730,TSS,True,29,122
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,13,110
ENSG00000010244.18,chr17,32369598,32373763,PAS,True,15,104
ENSG00000109065.11,chr17,74772054,74772217,IR,False,114,138
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,137,155
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,117,154
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,17,168
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,28,169
ENSG00000184009.11,chr17,81510329,81510478,IR,False,277,2060
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,1788,2065
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,282,1985
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,223,2065
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,62,144
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,16,153
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,44,111
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,69,633
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,598,673
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,101,673
ENSG00000108518.7,chr17,4948262,4949933,TSS,True,104,195
ENSG00000108518.7,chr17,4946627,4946771,TSS,True,141,195
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,58,385
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,177,200
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,44,200
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,174,735
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,634,735
ENSG00000108666.9,chr17,32341999,32342204,TSS,True,18,138
ENSG00000132581.9,chr17,28649276,28655286,ES,False,142,162
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,35,171
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,140,171
ENSG00000108465.14,chr17,47974448,47975158,IR,False,68,109
ENSG00000108465.14,chr17,47975653,47975868,IR,False,62,111
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,29,132
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,104,647
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,23,111
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,39,135
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,57,321
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,108,321
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,201,266
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,90,748
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,48,223
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,39,272
ENSG00000109113.19,chr17,28716058,28717212,ES,False,32,220
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,245,279
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,138,279
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,191,279
ENSG00000161526.14,chr17,75668625,75693439,ES,False,14,100
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,46,306
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,223,304
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,93,304
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,25,108
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,111,225
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,88,192
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,142,575
ENSG00000171861.10,chr17,782338,782692,TSS,True,53,139
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,74,172
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,136,172
ENSG00000225663.7,chr17,81822907,81823208,IR,False,77,227
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,87,232
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,153,235
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,26,235
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,39,103
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,64,167
ENSG00000175061.17,chr17,16439414,16440184,ES,False,380,545
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,178,617
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,503,617
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,11,100
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,46,100
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,79,100
ENSG00000141295.13,chr17,47841184,47841275,TSS,True,87,100
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,199,1742
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,14,123
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,308,2484
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,1697,6511
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,4915,6511
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,192,1663
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,80,584
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,46,149
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,61,105
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,69,113
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,52,113
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,92,809
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,214,515
ENSG00000141552.17,chr17,81891833,81894466,ES,False,178,393
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,178,659
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,210,300
ENSG00000141552.17,chr17,81891841,81894466,ES,False,126,333
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,126,274
ENSG00000141552.17,chr17,81891863,81894466,ES,False,49,122
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,540,936
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,599,936
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,814,936
ENSG00000178307.9,chr17,21198840,21214090,ES,False,130,171
ENSG00000136450.12,chr17,58003718,58004922,3AS,True,21,184
ENSG00000136450.12,chr17,58004001,58004922,IR,False,163,458
ENSG00000136450.12,chr17,58005041,58005800,3AS,True,63,381
ENSG00000136450.12,chr17,58005041,58005800,IR,True,63,106
ENSG00000136450.12,chr17,58005041,58005919,5AS,True,13,115
ENSG00000136450.12,chr17,58005600,58005800,IR,False,352,395
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,320,482
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,199,479
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,84,518
ENSG00000083457.11,chr17,3720402,3723687,ES,False,141,160
ENSG00000182628.12,chr17,59112345,59131280,ES,False,75,249
ENSG00000182628.12,chr17,59131367,59155130,5AS,False,219,246
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,274,309
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,58,309
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,16,141
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,290,677
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,601,675
ENSG00000108961.13,chr17,8289588,8289812,IR,False,81,131
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,55,145
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,102,142
ENSG00000108523.15,chr17,4940726,4940872,IR,False,19,150
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,137,182
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,138,182
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,105,182
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,224,250
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,41,265
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,155,177
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,36,177
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,34,197
ENSG00000163597.14,chr17,76557857,76561287,ES,False,260,370
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,44,414
ENSG00000129197.14,chr17,5422829,5426235,ES,False,26,182
ENSG00000129197.14,chr17,5422829,5432541,ES,False,78,295
ENSG00000129197.14,chr17,5426299,5432541,ES,False,28,196
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,59,415
ENSG00000239900.12,chr22,40364365,40366435,ES,False,74,671
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,26,179
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,181,1543
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,249,659
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,419,659
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,66,147
ENSG00000183765.21,chr22,28725367,28734402,ES,False,218,244
ENSG00000183765.21,chr22,28725367,28741768,ES,False,25,248
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,36,286
ENSG00000100211.10,chr22,38656750,38668016,ES,False,107,140
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,56,203
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,154,203
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,242,811
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,656,808
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,75,557
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,52,330
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,288,329
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,35,249
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,56,134
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,86,134
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,25,210
ENSG00000100316.15,chr22,39317021,39317460,IR,True,72,100
ENSG00000100316.15,chr22,39318566,39319594,IR,True,171,254
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,2423,21552
ENSG00000241484.9,chr22,44786606,44808306,ES,False,15,131
ENSG00000241484.9,chr22,44752555,44752627,TSS,True,40,140
ENSG00000241484.9,chr22,44785405,44786606,TSS,True,101,140
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,153,248
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,167,391
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,300,386
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,46,122
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,62,116
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,61,116
ENSG00000172785.18,chr9,175784,178815,ES,False,412,484
ENSG00000172785.18,chr9,119276,121573,PAS,True,84,495
ENSG00000172785.18,chr9,172901,173366,PAS,True,411,486
ENSG00000137154.12,chr9,19378511,19378707,5AS,True,159,177
ENSG00000137154.12,chr9,19378511,19378707,IR,True,159,179
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,631,732
ENSG00000107223.12,chr9,136862496,136862905,IR,False,102,139
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,145,777
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,670,771
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,167,189
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,147,189
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,97,189
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,70,150
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,78,147
ENSG00000135069.13,chr9,78317804,78328980,ES,False,63,367
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,133,339
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,209,345
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,139,345
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,400,450
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,69,470
ENSG00000137038.7,chr9,7799448,7799776,TSS,True,420,470
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,196,227
ENSG00000106853.19,chr9,111563231,111570090,ES,False,284,318
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,44,350
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,22,104
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1652,6739
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,5235,6739
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,26,246
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,73,114
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,76,114
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,95,114
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,33,268
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,100,678
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,35,217
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,32,163
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,138,163
ENSG00000122692.8,chr9,33076582,33076704,TSS,False,14,109
ENSG00000107371.12,chr9,37780880,37783913,ES,False,35,223
ENSG00000176386.8,chr9,113273438,113275381,5AS,True,218,243
ENSG00000176386.8,chr9,113275381,113275581,TSS,True,36,266
ENSG00000176386.8,chr9,113275377,113275572,TSS,True,239,266
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,47,438
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,130,504
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,270,511
ENSG00000165119.20,chr9,83973399,83974516,ES,False,69,462
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,289,530
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,260,530
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,631,794
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,566,794
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,126,157
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,17,102
ENSG00000198467.14,chr9,35684550,35685268,ME,False,49,123
ENSG00000107020.9,chr9,5361888,5436568,ES,True,38,181
ENSG00000107020.9,chr9,5437788,5437980,TSS,True,20,187
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,59,491
ENSG00000147996.16,chr9,65692608,65698514,ES,False,83,163
