gene,chr,start,end,splice_type,novel,WTC11_ENCFF985LGZ_in_cov,WTC11_ENCFF985LGZ_total_cov
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,18,105
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,58,562
ENSG00000072134.15,chr17,19237331,19237531,TSS,True,25,103
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,61,196
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,168,196
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,38,170
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,27,255
ENSG00000108654.14,chr17,64500326,64500548,IR,True,702,781
ENSG00000108654.14,chr17,64500773,64501056,IR,False,18,108
ENSG00000108654.14,chr17,64500773,64502009,IR,False,660,748
ENSG00000108654.14,chr17,64501143,64501260,IR,False,12,103
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,128,837
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,21,101
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,157,225
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,69,117
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,30,146
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,32,145
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,127,145
ENSG00000108830.9,chr17,43028431,43029917,PAS,False,14,134
ENSG00000225663.7,chr17,81822907,81823208,IR,False,49,161
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,54,163
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,123,174
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,31,174
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,41,106
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,22,128
ENSG00000175061.17,chr17,16439414,16440184,ES,False,346,472
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,118,546
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,105,123
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,98,123
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,92,123
ENSG00000141551.14,chr17,82244831,82248874,ES,False,61,128
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,31,150
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,52,109
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,98,109
ENSG00000141295.13,chr17,47838002,47838269,IR,False,79,102
ENSG00000141295.13,chr17,47838450,47838530,IR,True,98,109
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,24,111
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,93,110
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,50,111
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,87,111
ENSG00000141295.13,chr17,47841184,47841275,TSS,True,93,111
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,216,278
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,75,103
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,40,103
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,37,287
ENSG00000040633.12,chr17,7236566,7237384,3AS,False,16,154
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,25,159
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,46,197
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,148,278
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,91,358
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,153,315
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,188,224
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,63,224
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,66,116
ENSG00000141510.17,chr17,7677324,7677519,TSS,True,96,114
ENSG00000141510.17,chr17,7677397,7677520,TSS,True,102,114
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,18,143
ENSG00000169696.15,chr17,81985607,82009036,ES,False,15,136
ENSG00000169696.15,chr17,82016869,82016940,IR,False,117,145
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,53,155
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,39,338
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,175,783
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,158,415
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,239,945
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,776,945
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,216,258
ENSG00000184640.17,chr17,77451477,77451528,TSS,True,199,258
ENSG00000184640.17,chr17,77466399,77466560,TSS,False,226,258
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,68,474
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,36,231
ENSG00000133028.11,chr17,10697234,10697982,TSS,True,17,105
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,179,439
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,89,159
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,98,168
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,79,168
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,54,142
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,22,185
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,37,185
ENSG00000108395.13,chr17,58999459,59012327,ES,False,20,106
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,98,116
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,20,113
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,16,116
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,70,191
ENSG00000141552.17,chr17,81891833,81894466,ES,False,74,142
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,74,268
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,89,121
ENSG00000141552.17,chr17,81891841,81894466,ES,False,44,133
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,44,105
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,223,367
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,234,367
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,306,367
ENSG00000173065.13,chr17,28759764,28766585,3AS,False,52,170
ENSG00000173065.13,chr17,28766707,28812208,ES,True,124,144
ENSG00000173065.13,chr17,28755973,28759764,PAS,True,119,170
ENSG00000173065.13,chr17,28755970,28759876,PAS,True,52,170
ENSG00000173065.13,chr17,28812208,28812467,TSS,False,54,198
ENSG00000173065.13,chr17,28842681,28842855,TSS,True,175,198
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,526,684
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,74,728
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,36,144
ENSG00000185298.12,chr17,81666900,81667728,5AS,False,92,103
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,23,115
ENSG00000176974.19,chr17,18330671,18340042,ES,True,17,111
ENSG00000136450.12,chr17,58004001,58004922,IR,False,85,385
ENSG00000136450.12,chr17,58005041,58005800,3AS,True,38,344
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,309,394
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,110,391
ENSG00000108588.13,chr17,63773411,63774104,TSS,True,27,197
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,178,233
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,33,137
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,123,137
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,96,684
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,187,256
ENSG00000125447.17,chr17,75240412,75240811,IR,False,87,100
ENSG00000125447.17,chr17,75236591,75238389,PAS,False,19,109
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,17,114
ENSG00000108523.15,chr17,4940726,4940872,IR,False,27,112
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,105,158
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,109,158
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,121,158
ENSG00000175826.11,chr17,7243951,7244188,IR,False,22,164
ENSG00000175826.11,chr17,7243590,7244245,PAS,True,26,168
ENSG00000175826.11,chr17,7243590,7243951,PAS,True,143,168
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,20,175
ENSG00000183048.11,chr17,81711966,81712519,TSS,True,19,113
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,61,258
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,17,102
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,366,424
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,79,430
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,76,441
ENSG00000163597.14,chr17,76557857,76561287,ES,False,254,376
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,84,461
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,13,112
ENSG00000128487.16,chr17,20155961,20156236,TSS,True,34,121
ENSG00000128487.16,chr17,20236859,20239429,PAS,True,87,106
ENSG00000128487.16,chr17,20313975,20314766,PAS,True,21,115
ENSG00000178691.10,chr17,31936888,31937520,TSS,True,18,107
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,219,288
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,104,288
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,257,288
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,26,198
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,40,210
ENSG00000100084.14,chr22,19431439,19432072,TSS,True,46,115
ENSG00000070010.18,chr22,19475100,19475495,5AS,False,20,146
ENSG00000100325.14,chr22,29832342,29838177,ES,False,64,115
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,22,160
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,110,268
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,31,109
ENSG00000100266.18,chr22,42893613,43015020,ES,True,18,149
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,28,177
ENSG00000159873.9,chr22,28772699,28773034,TSS,True,17,151
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,65,558
ENSG00000184164.14,chr22,49921761,49922611,ES,False,87,108
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,38,116
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,583,648
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,69,657
ENSG00000219438.8,chr22,48489322,48489704,TSS,True,19,136
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,197,1592
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,30,111
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,11,107
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,20,107
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,93,107
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,67,105
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,47,114
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,68,420
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,129,452
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,27,197
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,238,296
ENSG00000069998.12,chr22,17148560,17159125,ES,True,87,343
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,77,445
ENSG00000183765.21,chr22,28725367,28734402,ES,False,191,217
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,34,249
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,61,198
ENSG00000128185.9,chr22,20315476,20319638,ES,False,17,124
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,44,267
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,29,121
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,91,120
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,35,149
ENSG00000100263.13,chr22,29267425,29268638,TSS,True,93,106
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,26,106
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,96,129
ENSG00000170638.9,chr22,50197995,50198074,IR,False,129,146
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,65,163
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,134,163
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,36,110
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,36,147
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,23,184
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,16,111
ENSG00000100288.19,chr22,50580271,50580357,IR,False,96,113
ENSG00000100288.19,chr22,50580660,50581419,IR,True,82,102
ENSG00000100288.19,chr22,50581862,50582248,IR,False,57,103
ENSG00000100288.19,chr22,50582357,50582557,IR,False,46,110
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,97,117
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,70,117
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,94,117
ENSG00000100288.19,chr22,50580564,50582839,TSS,True,100,117
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,65,298
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,252,298
ENSG00000130638.16,chr22,45671797,45672179,TSS,True,32,299
ENSG00000133422.12,chr22,30926871,30928027,5AS,False,19,105
ENSG00000133422.12,chr22,30967821,30969810,TSS,False,21,106
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,11,100
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,21,108
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,32,184
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,81,200
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,128,200
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,55,115
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,89,115
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,114,326
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,37,106
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,79,106
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,36,142
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,86,767
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,399,826
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,411,838
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,439,838
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,22,119
ENSG00000100106.20,chr22,37772764,37773782,IR,True,111,126
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,27,137
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,25,137
ENSG00000100106.20,chr22,37772600,37776526,PAS,True,122,137
ENSG00000100105.17,chr22,31325803,31327309,PAS,True,26,124
ENSG00000100105.17,chr22,31340676,31341683,PAS,False,97,116
ENSG00000100105.17,chr22,31344331,31346362,TSS,True,15,131
ENSG00000099917.17,chr22,20568631,20582610,ES,False,92,113
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,27,131
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,99,615
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,67,450
ENSG00000100395.14,chr22,41205284,41205386,TSS,True,17,106
ENSG00000093000.18,chr22,45168246,45171599,ES,False,156,187
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,42,228
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,70,479
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,113,472
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,371,478
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,700,1169
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,140,1295
ENSG00000100227.17,chr22,42599793,42602769,ES,False,45,209
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,34,242
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,38,238
ENSG00000100359.20,chr22,40400813,40402138,ES,False,31,164
ENSG00000100359.20,chr22,40407568,40407788,IR,False,160,183
ENSG00000100359.20,chr22,40409018,40409249,IR,False,131,186
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,40,201
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,25,198
ENSG00000136943.10,chr9,97039070,97039143,TSS,True,24,219
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,64,159
ENSG00000196730.12,chr9,87706131,87708651,PAS,True,30,139
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,115,128
ENSG00000136875.12,chr9,113275338,113275770,TSS,True,14,104
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,64,179
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,122,179
ENSG00000172785.18,chr9,175784,178815,ES,False,150,178
ENSG00000172785.18,chr9,119276,121573,PAS,True,28,188
ENSG00000172785.18,chr9,172901,173366,PAS,True,154,180
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,61,221
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,27,208
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,260,375
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,399,514
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,242,514
ENSG00000160408.14,chr9,127896332,127899502,ES,False,55,109
ENSG00000160408.14,chr9,127885203,127886788,PAS,True,15,112
ENSG00000188938.16,chr9,93447697,93450478,ES,False,66,115
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,81,102
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,49,131
ENSG00000107372.12,chr9,72360787,72364695,ES,False,97,161
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,52,231
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,39,227
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,199,227
ENSG00000095203.14,chr9,109320140,109321102,TSS,False,12,102
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,137,158
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,34,171
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,147,168
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,18,171
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,44,107
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,23,138
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,37,254
ENSG00000148308.17,chr9,133054809,133056011,ES,False,121,159
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,37,179
ENSG00000106789.12,chr9,98124905,98126642,5AS,True,17,115
ENSG00000106789.12,chr9,98192558,98192782,TSS,False,34,141
ENSG00000106723.16,chr9,88388538,88426381,ES,False,164,183
ENSG00000106723.16,chr9,88448989,88468371,ES,False,21,199
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,76,268
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,13,129
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,37,101
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,79,101
ENSG00000135069.13,chr9,78317804,78328980,ES,False,36,317
ENSG00000165209.18,chr9,123184298,123268435,ES,True,184,208
ENSG00000165209.18,chr9,123268435,123268643,TSS,True,32,241
ENSG00000119333.11,chr9,128635767,128636280,IR,True,148,170
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,102,121
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,28,130
ENSG00000137038.7,chr9,7799448,7799776,TSS,True,111,130
ENSG00000181090.20,chr9,137728529,137743391,3AS,False,65,126
ENSG00000181090.20,chr9,137744090,137754170,ES,False,35,134
ENSG00000181090.20,chr9,137762820,137776617,ES,False,15,147
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,80,199
ENSG00000148337.20,chr9,128178904,128179072,IR,False,40,135
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,17,131
ENSG00000148337.20,chr9,128185776,128190328,ES,False,37,114
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,34,152
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,72,491
ENSG00000119487.16,chr9,125484583,125543058,ES,False,129,278
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,35,326
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,319,675
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,458,675
ENSG00000070214.15,chr9,105244465,105244904,TSS,False,27,110
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,17,144
ENSG00000159069.13,chr9,136938789,136941171,PAS,False,27,259
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,234,263
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,45,263
ENSG00000090054.14,chr9,92115313,92115457,TSS,True,21,206
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,23,138
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,83,385
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,30,225
ENSG00000165689.16,chr9,136407938,136410327,ES,False,32,103
ENSG00000165689.16,chr9,136410327,136410623,TSS,True,38,142
ENSG00000165689.16,chr9,136410089,136410614,TSS,True,125,142
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,25,209
PB_novel_214547,chr9,93350154,93352752,IR,True,24,190
PB_novel_214547,chr9,93347933,93350154,TSS,True,174,223
PB_novel_214547,chr9,93352752,93353308,PAS,True,199,223
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,44,223
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,13,111
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,26,207
ENSG00000119139.19,chr9,69120891,69121365,TSS,True,134,156
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,95,156
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,33,214
ENSG00000178445.9,chr9,6645244,6645722,TSS,False,67,449
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,204,1169
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,46,414
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,1632,2075
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,686,2075
ENSG00000165724.5,chr9,137590212,137591276,TSS,False,16,141
ENSG00000070610.14,chr9,35741064,35744296,ES,True,60,145
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,23,177
ENSG00000187742.14,chr9,89319797,89325547,3AS,False,31,117
ENSG00000187742.14,chr9,89332986,89334635,3AS,False,44,109
ENSG00000187742.14,chr9,89332986,89334638,3AS,True,17,128
ENSG00000187742.14,chr9,89318469,89318612,TSS,True,47,165
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,35,331
ENSG00000196781.14,chr9,81611956,81613376,3AS,True,42,175
ENSG00000196781.14,chr9,81620557,81652213,ES,True,15,137
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,181,232
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,94,286
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,184,272
ENSG00000196781.14,chr9,81688216,81689628,TSS,True,39,291
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,1113,2229
ENSG00000165119.20,chr9,83970804,83971259,IR,True,64,121
ENSG00000165119.20,chr9,83973399,83974516,ES,False,241,2122
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,1114,2231
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1117,2231
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1275,2289
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1456,2289
ENSG00000135018.13,chr9,83707499,83708214,TSS,True,18,105
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,32,197
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,28,107
ENSG00000221829.9,chr9,35079730,35080055,TSS,False,91,107
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,103,128
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,33,126
ENSG00000095261.13,chr9,120842736,120843372,TSS,True,19,159
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,126,141
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,83,141
ENSG00000164985.14,chr9,15471176,15472631,3AS,False,21,117
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,460,675
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,138,777
ENSG00000164985.14,chr9,15470635,15471231,PAS,True,660,754
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,101,777
ENSG00000156052.10,chr9,78031099,78032382,TSS,False,43,124
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,61,307
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,14,129
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,15,129
ENSG00000148341.17,chr9,129010693,129012235,IR,False,139,168
ENSG00000156017.12,chr9,75028011,75028517,TSS,True,26,109
ENSG00000137055.14,chr9,26913947,26919309,ES,False,38,114
ENSG00000137055.14,chr9,26946896,26947465,TSS,True,21,124
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,18,116
ENSG00000176101.11,chr9,137188778,137189065,IR,False,116,174
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,64,184
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,132,184
ENSG00000148334.14,chr9,128122479,128122933,IR,False,222,252
ENSG00000148334.14,chr9,128124550,128125243,ES,False,227,256
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,13,114
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,24,103
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,39,120
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,94,120
ENSG00000165688.11,chr9,136416391,136416950,IR,False,261,294
ENSG00000136908.17,chr9,127936655,127937433,IR,False,159,198
ENSG00000136908.17,chr9,127936655,127937817,ES,True,17,142
ENSG00000136908.17,chr9,127937523,127937817,IR,True,147,165
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,53,218
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,184,218
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,19,143
ENSG00000119396.10,chr9,121201638,121201919,TSS,False,18,161
PB_novel_214572,chr9,97215113,97217104,IR,True,20,163
PB_novel_214572,chr9,97215113,97217233,IR,True,17,160
PB_novel_214572,chr9,97215113,97219583,ES,True,79,139
PB_novel_214572,chr9,97215113,97219583,5AS,True,79,222
PB_novel_214572,chr9,97217363,97219583,5AS,True,179,227
PB_novel_214572,chr9,97214704,97215113,TSS,True,167,308
PB_novel_214572,chr9,97214860,97217363,TSS,True,165,308
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,17,103
ENSG00000120159.12,chr9,26887513,26892412,5AS,False,101,126
ENSG00000120159.12,chr9,26892412,26892818,TSS,True,40,142
ENSG00000120159.12,chr9,26892258,26892818,TSS,True,116,142
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,51,415
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,218,2095
ENSG00000165138.17,chr9,98732553,98736526,5AS,False,61,108
ENSG00000165138.17,chr9,98756603,98768080,3AS,False,100,133
ENSG00000165138.17,chr9,98784876,98796132,ES,True,126,214
ENSG00000165138.17,chr9,98731320,98732553,PAS,False,143,252
ENSG00000165138.17,chr9,98731333,98736623,PAS,True,214,240
ENSG00000165138.17,chr9,98783564,98784157,PAS,True,141,230
ENSG00000165138.17,chr9,98796132,98796555,TSS,False,31,252
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,95,320
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,25,108
ENSG00000081377.16,chr9,96619218,96619863,TSS,True,39,115
ENSG00000165802.22,chr9,137454443,137456410,ES,False,40,199
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,26,237
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,30,101
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,35,194
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,32,317
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,87,178
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,91,587
