gene,chr,start,end,splice_type,novel,neural_crest_cell_ENCFF901XCR_in_cov,neural_crest_cell_ENCFF901XCR_total_cov
ENSG00000140575.12,chr15,90476662,90476700,PAS,True,66,173
ENSG00000140575.12,chr15,90474484,90474694,PAS,True,143,172
ENSG00000273749.4,chr15,22867051,22870192,PAS,True,29,226
ENSG00000273749.4,chr15,22980286,22980440,TSS,True,51,228
ENSG00000197299.11,chr15,90717268,90717440,TSS,True,17,117
ENSG00000197299.11,chr15,90815101,90816163,PAS,True,96,117
ENSG00000197299.11,chr15,90760593,90760908,PAS,False,53,105
ENSG00000140395.8,chr15,78283229,78283521,PAS,True,22,138
ENSG00000067369.13,chr15,43493036,43493189,TSS,True,51,100
ENSG00000166477.12,chr15,51938024,51938260,PAS,True,127,194
ENSG00000166477.12,chr15,51951842,51951979,PAS,True,143,194
ENSG00000166477.12,chr15,51954521,51954575,PAS,True,147,194
ENSG00000166200.14,chr15,49137437,49139527,3AS,False,125,234
ENSG00000131876.16,chr15,101285801,101286213,IR,False,158,182
ENSG00000131876.16,chr15,101286293,101286907,IR,False,157,181
ENSG00000128928.8,chr15,40418129,40421308,PAS,True,18,105
ENSG00000167196.13,chr15,75904103,75913202,ES,False,27,243
ENSG00000103591.12,chr15,67236820,67254558,5AS,False,244,275
ENSG00000103591.12,chr15,67254558,67254693,TSS,False,34,278
ENSG00000069956.11,chr15,52019198,52019376,TSS,True,33,182
ENSG00000137804.12,chr15,41349241,41351032,3AS,False,28,127
ENSG00000137804.12,chr15,41358258,41365404,3AS,False,54,121
ENSG00000137804.12,chr15,41380092,41381051,PAS,True,25,143
ENSG00000137822.12,chr15,43371042,43371432,TSS,True,29,114
ENSG00000137822.12,chr15,43405201,43409769,PAS,True,32,111
ENSG00000086666.18,chr15,80059809,80120327,ES,False,122,152
ENSG00000086666.18,chr15,80059654,80059809,TSS,True,78,230
ENSG00000086666.18,chr15,80072548,80072647,TSS,True,169,230
ENSG00000140612.13,chr15,84691644,84716024,ES,False,257,287
ENSG00000128739.22,chr15,24954852,24955062,TSS,True,54,350
ENSG00000140525.17,chr15,89244033,89247628,5AS,False,133,283
ENSG00000140525.17,chr15,89244044,89247628,5AS,False,37,146
ENSG00000140525.17,chr15,89244067,89247628,ES,False,96,109
ENSG00000140525.17,chr15,89247726,89258703,5AS,False,42,303
ENSG00000140525.17,chr15,89243946,89244033,TSS,True,204,350
ENSG00000140525.17,chr15,89243953,89244067,TSS,True,240,350
ENSG00000140525.17,chr15,89243953,89244044,TSS,True,309,350
ENSG00000140525.17,chr15,89316396,89318093,PAS,True,71,348
ENSG00000137770.13,chr15,44427195,44427772,TSS,True,35,192
ENSG00000177082.12,chr15,84653699,84654233,5AS,False,139,196
ENSG00000177082.12,chr15,84654226,84654343,TSS,False,159,216
ENSG00000177082.12,chr15,84654233,84654293,TSS,False,77,216
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,127,881
ENSG00000213614.9,chr15,72345550,72346234,IR,True,124,144
ENSG00000213614.9,chr15,72353178,72355558,ES,False,15,132
ENSG00000213614.9,chr15,72343432,72344140,PAS,True,30,152
ENSG00000137831.14,chr15,70676591,70678098,ES,False,22,143
ENSG00000166938.12,chr15,66293391,66293735,TSS,True,30,187
ENSG00000166938.12,chr15,66333003,66333899,PAS,True,47,187
ENSG00000166938.12,chr15,66329220,66331397,PAS,True,166,186
ENSG00000157823.16,chr15,89871546,89888520,ES,False,100,114
ENSG00000134152.10,chr15,34146850,34147199,IR,False,118,136
ENSG00000134152.10,chr15,34137870,34142371,PAS,True,59,170
ENSG00000134152.10,chr15,34146126,34148750,PAS,True,142,169
ENSG00000179010.14,chr4,6640708,6640827,IR,False,382,1095
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,720,1102
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,390,1102
ENSG00000168214.20,chr4,26321048,26386352,ES,False,74,107
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,151,169
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,62,169
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,87,147
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,104,147
ENSG00000109180.14,chr4,48860724,48861845,PAS,True,15,147
ENSG00000251022.6,chr4,82894847,82897988,ES,True,15,101
ENSG00000251022.6,chr4,82894847,82900076,ES,False,22,144
ENSG00000251022.6,chr4,82895774,82900076,ES,False,20,106
ENSG00000152795.17,chr4,82424883,82425562,IR,False,46,269
ENSG00000152795.17,chr4,82424883,82426036,IR,False,894,1116
ENSG00000152795.17,chr4,82425667,82426036,IR,False,52,275
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,256,1202
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,985,1200
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,17,116
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,19,175
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,50,129
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,61,140
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,84,140
ENSG00000123737.12,chr4,121816771,121817024,PAS,True,59,119
ENSG00000123737.12,chr4,121816368,121816908,PAS,True,96,119
ENSG00000123737.12,chr4,121813865,121817021,PAS,False,98,117
ENSG00000052802.12,chr4,165327764,165337788,ES,False,76,544
ENSG00000138778.11,chr4,103171708,103174903,PAS,True,53,169
ENSG00000078177.13,chr4,40057030,40102074,ES,True,14,109
ENSG00000078177.13,chr4,40056528,40057030,TSS,True,17,129
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,120,298
ENSG00000138758.11,chr4,77030782,77038607,PAS,True,102,190
ENSG00000138758.11,chr4,77034496,77040154,PAS,True,128,190
ENSG00000138758.11,chr4,77028628,77028761,PAS,True,153,189
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,28,273
ENSG00000109805.9,chr4,17843301,17848063,PAS,True,376,531
ENSG00000109805.9,chr4,17840070,17841879,PAS,True,446,531
ENSG00000109805.9,chr4,17834298,17834392,PAS,True,333,531
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,60,296
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,243,296
ENSG00000132406.11,chr4,4246343,4248105,5AS,True,92,103
ENSG00000132406.11,chr4,4235541,4236256,PAS,True,32,109
ENSG00000132406.11,chr4,4235541,4237077,PAS,True,84,107
ENSG00000132406.11,chr4,4248105,4248232,TSS,False,17,109
ENSG00000132406.11,chr4,4247600,4248223,TSS,True,98,109
ENSG00000138750.14,chr4,76118194,76130655,ES,False,29,266
ENSG00000164134.12,chr4,139370210,139370325,PAS,True,52,238
ENSG00000164134.12,chr4,139361723,139361934,PAS,True,209,238
ENSG00000109654.14,chr4,153257346,153257607,TSS,True,102,159
ENSG00000109654.14,chr4,153204415,153204560,TSS,True,99,159
ENSG00000109654.14,chr4,153334813,153339317,PAS,True,31,154
ENSG00000109654.14,chr4,153295312,153296334,PAS,False,126,142
ENSG00000145216.15,chr4,53377923,53379224,ES,False,102,145
ENSG00000145216.15,chr4,53391139,53399729,ES,False,115,141
ENSG00000145216.15,chr4,53399839,53425871,ES,False,62,145
ENSG00000145216.15,chr4,53428183,53442652,ES,False,91,144
ENSG00000132466.18,chr4,73135262,73139530,3AS,False,28,117
ENSG00000132466.18,chr4,73135265,73141740,ES,False,44,131
ENSG00000132466.18,chr4,73097357,73098520,PAS,False,149,175
ENSG00000132466.18,chr4,73102143,73102547,PAS,False,33,175
ENSG00000132466.18,chr4,73142639,73142704,TSS,True,82,184
ENSG00000132466.18,chr4,73222973,73223122,TSS,True,154,184
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,291,637
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,572,637
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,519,637
ENSG00000109339.21,chr4,86017370,86029196,3AS,False,54,120
ENSG00000109339.21,chr4,86067955,86101051,ME,False,134,150
ENSG00000109339.21,chr4,86159467,86194335,5AS,False,94,161
ENSG00000109339.21,chr4,86013614,86017375,PAS,True,110,176
ENSG00000109339.21,chr4,86012291,86017370,PAS,True,121,176
ENSG00000109339.21,chr4,86029237,86029274,PAS,True,136,176
ENSG00000109339.21,chr4,86593909,86594126,TSS,True,158,178
ENSG00000109339.21,chr4,86359657,86360080,TSS,True,45,178
ENSG00000109270.12,chr4,99892034,99894334,ES,False,32,116
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,41,191
ENSG00000014824.13,chr4,42078211,42078909,PAS,True,170,191
ENSG00000164163.10,chr4,145098419,145104388,3AS,False,18,173
ENSG00000164163.10,chr4,145127525,145129522,PAS,True,69,178
ENSG00000164163.10,chr4,145119931,145122513,PAS,True,135,178
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,351,424
ENSG00000174780.16,chr4,56491430,56491674,PAS,True,123,422
ENSG00000163697.16,chr4,41214404,41214679,TSS,True,85,101
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,107,324
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,277,327
ENSG00000121210.15,chr4,153583672,153584837,3AS,False,30,134
ENSG00000121210.15,chr4,153603801,153604371,PAS,True,44,140
ENSG00000047315.15,chr4,57005245,57005375,PAS,True,184,237
ENSG00000047315.15,chr4,57030898,57031162,PAS,True,76,253
ENSG00000163322.13,chr4,83469151,83476642,ES,True,18,145
ENSG00000163322.13,chr4,83460929,83462902,PAS,True,27,165
ENSG00000013810.18,chr4,1721451,1721643,TSS,True,25,103
ENSG00000013810.18,chr4,1727476,1728787,TSS,False,89,102
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,132,378
ENSG00000145293.15,chr4,82448021,82454721,ES,False,55,381
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,139,388
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,254,388
ENSG00000151725.11,chr4,184694064,184695401,PAS,True,20,157
ENSG00000142731.10,chr4,127886626,127887395,5AS,False,15,128
ENSG00000142731.10,chr4,127880858,127881164,TSS,True,15,141
ENSG00000142731.10,chr4,127898438,127899224,PAS,True,31,141
ENSG00000142731.10,chr4,127889865,127890627,PAS,True,123,137
ENSG00000164039.14,chr4,103085462,103086479,IR,False,150,213
ENSG00000164144.15,chr4,152780091,152829624,5AS,False,50,156
ENSG00000164144.15,chr4,152863714,152872451,ES,False,146,168
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,80,186
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,131,186
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,22,112
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,38,112
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,99,112
ENSG00000118564.14,chr4,15644657,15655203,3AS,False,22,187
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,28,244
ENSG00000118564.14,chr4,15655203,15655409,TSS,True,35,224
ENSG00000090989.17,chr4,55853797,55858313,5AS,False,13,123
ENSG00000090989.17,chr4,55883928,55890222,ES,False,33,119
ENSG00000090989.17,chr4,55853644,55853797,TSS,True,116,129
ENSG00000090989.17,chr4,55853619,55853953,TSS,True,19,129
ENSG00000090989.17,chr4,55904342,55905096,PAS,True,84,128
ENSG00000090989.17,chr4,55899684,55899821,PAS,True,74,128
ENSG00000090989.17,chr4,55902343,55902519,PAS,True,108,128
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,102,160
ENSG00000138698.14,chr4,98352601,98391951,ES,False,26,146
ENSG00000138698.14,chr4,98420144,98421257,3AS,False,18,151
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,67,144
ENSG00000153132.12,chr4,140390698,140390728,PAS,True,115,144
ENSG00000153132.12,chr4,140392598,140392711,PAS,True,123,144
ENSG00000153147.5,chr4,143513443,143514101,TSS,False,55,492
ENSG00000153147.5,chr4,143543852,143543972,PAS,True,428,484
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,416,491
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,435,491
ENSG00000153147.5,chr4,143549996,143553414,PAS,True,441,491
ENSG00000153147.5,chr4,143547384,143547465,PAS,True,424,488
ENSG00000138823.13,chr4,99622676,99623999,PAS,True,13,107
ENSG00000141127.14,chr17,18858261,18865801,ES,False,46,203
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,36,239
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,57,277
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,86,159
ENSG00000141027.20,chr17,16149517,16151945,ES,False,173,334
ENSG00000141027.20,chr17,16194639,16215361,ES,False,284,342
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,262,347
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,274,347
ENSG00000141027.20,chr17,16136201,16137412,PAS,True,305,347
ENSG00000141027.20,chr17,16149449,16149517,PAS,True,296,347
ENSG00000141027.20,chr17,16146386,16146548,PAS,True,264,347
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,28,125
ENSG00000076382.16,chr17,28577562,28577770,PAS,True,43,340
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,58,340
ENSG00000130935.9,chr17,67743742,67744208,PAS,True,62,454
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,18,140
ENSG00000008838.19,chr17,40033456,40035116,ES,False,107,127
ENSG00000008838.19,chr17,40053635,40054360,3AS,False,50,119
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,25,144
ENSG00000094804.10,chr17,40287837,40288090,TSS,True,33,240
ENSG00000131473.16,chr17,41893174,41897748,ES,False,320,621
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,341,541
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,203,747
ENSG00000278053.4,chr17,37609738,37614353,PAS,True,114,228
ENSG00000278053.4,chr17,37619767,37619839,PAS,False,124,226
ENSG00000166260.11,chr17,54962915,54963305,IR,False,119,146
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,35,154
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,128,154
ENSG00000072210.18,chr17,19671956,19675557,ES,False,145,163
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,20,145
ENSG00000171928.13,chr17,18789349,18789435,TSS,False,127,145
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,83,175
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,150,175
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,145,175
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,47,441
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,122,629
ENSG00000006042.11,chr17,32928237,32931474,ES,False,71,330
ENSG00000010244.18,chr17,32365487,32367771,ES,False,105,349
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,50,449
ENSG00000184009.11,chr17,81510329,81510478,IR,False,811,2998
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,2197,3016
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,832,3003
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,55,546
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,26,134
ENSG00000087995.15,chr17,62424012,62424218,IR,False,82,149
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,86,153
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,71,153
ENSG00000108465.14,chr17,47974448,47975158,IR,False,280,344
ENSG00000108465.14,chr17,47975653,47975868,IR,False,264,344
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,40,360
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,52,453
ENSG00000136504.11,chr17,49805445,49811475,ES,False,41,119
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,52,172
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,124,167
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,37,316
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,328,467
ENSG00000109046.14,chr17,27307919,27309099,IR,True,25,179
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,109,636
ENSG00000168259.14,chr17,41987910,41988731,IR,True,178,200
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,83,207
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,157,207
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,37,207
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,125,204
ENSG00000175061.17,chr17,16439414,16439527,IR,False,118,139
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,45,164
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,19,183
ENSG00000175061.17,chr17,16439414,16440184,ES,False,589,765
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,127,811
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,703,811
ENSG00000108406.9,chr17,59565588,59565783,TSS,True,14,112
ENSG00000108406.9,chr17,59607032,59608352,PAS,True,12,111
ENSG00000108592.16,chr17,63819102,63819994,PAS,False,20,178
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,157,179
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,31,179
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,33,104
ENSG00000108384.14,chr17,58692685,58694930,5AS,False,15,105
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,40,116
ENSG00000108384.14,chr17,58692569,58692685,TSS,True,100,116
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,17,116
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,141,381
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,295,381
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,30,194
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,172,203
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,44,203
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,403,484
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,413,483
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,401,483
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,383,481
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,70,490
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,80,331
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,268,331
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,25,147
ENSG00000173812.10,chr17,41688907,41689941,TSS,False,130,147
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,134,181
ENSG00000121067.17,chr17,49622876,49677932,ES,False,227,301
ENSG00000167840.13,chr17,5105549,5106533,PAS,True,24,101
ENSG00000167840.13,chr17,5105615,5106506,PAS,True,83,101
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,23,175
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,31,166
ENSG00000176974.19,chr17,18330671,18340042,ES,True,15,140
ENSG00000176974.19,chr17,18333288,18340042,ES,False,29,124
ENSG00000176974.19,chr17,18356000,18363371,ES,False,116,131
ENSG00000136450.12,chr17,58004001,58004922,IR,False,40,318
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,281,321
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,46,314
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,48,240
ENSG00000182628.12,chr17,59112345,59131280,ES,False,61,150
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,159,178
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,24,178
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,33,142
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,82,112
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,116,142
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,25,113
ENSG00000133026.12,chr17,8623277,8630653,ES,True,1029,1178
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,311,1328
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,1121,1328
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,198,1384
ENSG00000012048.21,chr17,43094860,43099774,ES,False,13,119
ENSG00000012048.21,chr17,43099877,43104121,3AS,False,24,120
ENSG00000012048.21,chr17,43124115,43125276,5AS,False,53,112
ENSG00000012048.21,chr17,43044287,43045802,PAS,True,115,130
ENSG00000012048.21,chr17,43092213,43094860,PAS,True,14,123
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,85,130
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,73,130
ENSG00000012048.21,chr17,43125181,43125369,TSS,True,114,130
ENSG00000167842.15,chr17,5486684,5488822,ES,False,115,171
ENSG00000163597.14,chr17,76557857,76561287,ES,False,589,976
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,12,100
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,11,104
ENSG00000100296.13,chr22,29549158,29553670,ES,False,101,126
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,18,144
ENSG00000239900.12,chr22,40364365,40366435,ES,False,68,622
ENSG00000100014.19,chr22,24270983,24302194,ES,False,94,137
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,21,158
ENSG00000100014.19,chr22,24330255,24331467,PAS,False,126,151
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,112,148
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,93,151
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,130,151
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,19,123
ENSG00000183765.21,chr22,28734402,28736227,TSS,True,108,123
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,93,353
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,275,350
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,39,156
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,124,156
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,134,169
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,118,169
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,115,169
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,128,293
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,101,256
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,106,261
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,160,261
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,39,122
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,84,122
ENSG00000093009.9,chr22,19481045,19483861,ES,False,26,162
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,35,116
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,143,276
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,138,330
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,262,329
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,35,330
ENSG00000100227.17,chr22,42599793,42602769,ES,False,32,209
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,43,241
ENSG00000136811.16,chr9,128459657,128460549,3AS,False,33,239
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,37,202
ENSG00000136811.16,chr9,128461067,128471307,ES,False,40,201
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,62,267
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,221,267
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,223,287
ENSG00000137040.9,chr9,6014356,6015471,IR,False,30,125
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,96,128
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,98,128
ENSG00000172785.18,chr9,175784,178815,ES,False,103,137
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,255,342
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,95,426
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,339,426
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,158,426
ENSG00000148308.17,chr9,133054809,133056011,ES,False,80,101
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,16,105
ENSG00000148180.19,chr9,121281562,121301962,ES,False,141,163
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,21,192
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,53,215
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,168,215
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,89,289
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,202,292
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,90,292
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,122,164
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,46,164
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,25,177
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,37,227
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,22,166
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,54,293
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,458,1510
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1062,1510
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,65,100
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,69,100
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,75,100
ENSG00000136891.13,chr9,100301774,100302304,PAS,True,22,175
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,42,175
ENSG00000136891.13,chr9,100349183,100352938,TSS,True,147,175
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,19,107
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,90,125
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,36,118
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,98,127
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,70,127
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,108,127
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,37,204
ENSG00000122692.8,chr9,33053724,33056239,PAS,True,172,203
ENSG00000119392.14,chr9,128504904,128508875,ES,True,105,123
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,20,143
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,94,236
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,614,1691
ENSG00000165119.20,chr9,83973399,83974516,ES,False,284,1614
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,631,1707
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1092,1707
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,926,1718
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1019,1718
ENSG00000147874.10,chr9,19053143,19056404,PAS,False,129,174
ENSG00000147874.10,chr9,19063045,19063193,PAS,True,88,171
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,35,167
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,145,167
ENSG00000165304.7,chr9,36573007,36581643,ES,True,157,188
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,157,226
ENSG00000165304.7,chr9,36581739,36589535,ES,False,84,245
ENSG00000165304.7,chr9,36589652,36597221,ES,False,28,260
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,85,287
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,209,287
ENSG00000165304.7,chr9,36677159,36677942,PAS,True,46,287
ENSG00000165304.7,chr9,36665349,36665581,PAS,True,244,285
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,34,332
ENSG00000137074.18,chr9,32987731,32988082,IR,False,22,100
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,46,103
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,19,140
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,33,128
ENSG00000165219.21,chr9,125261959,125298889,ES,False,63,115
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,19,111
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,13,128
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,69,123
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,67,124
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,22,109
