gene,chr,start,end,splice_type,novel,ovary_ENCFF583MSU_in_cov,ovary_ENCFF583MSU_total_cov
ENSG00000108588.13,chr17,63751760,63752107,PAS,True,255,325
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,247,324
ENSG00000125450.10,chr17,75218306,75225341,ES,False,14,133
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,49,318
ENSG00000133026.12,chr17,8569812,8577235,ES,False,204,243
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,56,250
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,210,249
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,59,277
ENSG00000109016.17,chr17,21126927,21126991,TSS,False,33,105
ENSG00000109016.17,chr17,21190947,21194139,PAS,True,20,105
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,62,115
ENSG00000181045.14,chr17,80252624,80253507,PAS,True,33,115
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,68,236
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,779,937
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,151,946
ENSG00000163597.14,chr17,76557857,76561287,ES,False,238,352
ENSG00000128487.16,chr17,20008837,20009424,TSS,True,192,244
ENSG00000128487.16,chr17,20155961,20156236,TSS,True,108,243
ENSG00000128487.16,chr17,20204330,20205912,TSS,True,104,128
ENSG00000128487.16,chr17,20204332,20208076,PAS,True,93,203
ENSG00000128487.16,chr17,20313975,20314766,PAS,True,143,240
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,202,570
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,486,570
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,458,570
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,455,950
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,46,156
ENSG00000183762.12,chr22,29137458,29137674,TSS,True,56,137
ENSG00000253352.9,chr22,30973587,30975169,5AS,False,53,139
ENSG00000253352.9,chr22,30973601,30975169,IR,False,86,127
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,149,202
ENSG00000253352.9,chr22,30969223,30973601,TSS,True,141,202
ENSG00000253352.9,chr22,30972466,30973587,TSS,True,179,202
ENSG00000253352.9,chr22,30975169,30979395,PAS,True,45,184
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,81,182
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,130,178
ENSG00000241878.11,chr22,31621472,31621648,IR,False,131,156
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,76,163
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,109,163
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,44,128
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,238,350
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,197,350
ENSG00000100296.13,chr22,29529239,29531830,ES,False,120,205
ENSG00000100296.13,chr22,29549158,29553670,ES,False,159,193
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,50,285
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,27,248
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,19,101
ENSG00000099910.16,chr22,20489212,20495759,3AS,False,15,123
ENSG00000099910.16,chr22,20495759,20495866,TSS,True,58,195
ENSG00000099910.16,chr22,20464857,20465343,TSS,True,166,195
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,52,150
ENSG00000100029.17,chr22,30588020,30588172,TSS,False,116,150
ENSG00000100014.19,chr22,24270983,24302194,ES,False,100,145
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,35,182
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,83,164
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,122,166
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,148,166
ENSG00000100324.13,chr22,39399669,39399835,TSS,True,80,128
ENSG00000100324.13,chr22,39428033,39428183,TSS,True,88,126
ENSG00000100324.13,chr22,39430014,39431882,PAS,False,12,104
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,53,126
ENSG00000100083.18,chr22,37632600,37633566,PAS,True,40,126
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,274,2214
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,71,692
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,28,135
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,136,154
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,40,155
ENSG00000242259.8,chr22,19447377,19447549,TSS,True,135,155
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,278,373
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,297,373
ENSG00000213923.11,chr22,38291938,38293254,IR,True,90,176
ENSG00000213923.11,chr22,38293319,38294108,IR,True,60,187
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,130,220
ENSG00000213923.11,chr22,38290690,38293319,PAS,True,189,212
ENSG00000213923.11,chr22,38290690,38294248,PAS,True,150,212
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,88,231
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,81,121
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,76,121
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,57,206
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,168,206
ENSG00000100342.20,chr22,36254999,36257318,ES,False,52,135
ENSG00000100342.20,chr22,36266834,36267525,PAS,True,120,145
ENSG00000100342.20,chr22,36266847,36267524,PAS,True,113,145
ENSG00000100342.20,chr22,36266840,36267530,PAS,True,78,145
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,128,368
ENSG00000100345.21,chr22,36300849,36301057,PAS,False,88,127
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,319,400
ENSG00000100345.21,chr22,36284092,36284195,TSS,True,197,273
ENSG00000075234.16,chr22,46268591,46272334,ES,False,121,140
ENSG00000075234.16,chr22,46289899,46292790,ES,True,108,131
ENSG00000075234.16,chr22,46265158,46268072,TSS,True,26,162
ENSG00000075234.16,chr22,46292790,46295098,PAS,True,25,160
ENSG00000075234.16,chr22,46283972,46286014,PAS,False,133,152
ENSG00000100242.15,chr22,38738872,38738990,TSS,True,472,536
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,98,110
ENSG00000100263.13,chr22,29259849,29260237,PAS,True,46,162
ENSG00000100263.13,chr22,29263487,29265668,PAS,True,110,154
ENSG00000100263.13,chr22,29267425,29268638,TSS,True,143,162
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,32,162
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,137,197
ENSG00000170638.9,chr22,50197995,50198074,IR,False,120,219
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,87,224
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,168,224
ENSG00000070413.19,chr22,19036280,19039121,PAS,True,36,127
ENSG00000070413.19,chr22,19036285,19041294,PAS,True,96,109
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,115,189
ENSG00000070413.19,chr22,19041057,19041276,TSS,True,149,167
ENSG00000070413.19,chr22,19056985,19060697,TSS,True,153,171
ENSG00000100288.19,chr22,50580271,50580357,IR,False,108,127
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,117,492
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,406,487
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,81,513
ENSG00000099899.14,chr22,20115079,20115265,IR,False,111,139
ENSG00000099899.14,chr22,20115447,20115671,IR,False,119,136
ENSG00000099899.14,chr22,20116972,20117096,IR,False,32,140
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,47,155
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,122,155
ENSG00000100416.13,chr22,46337944,46346421,ES,False,41,124
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,49,104
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,16,120
ENSG00000100416.13,chr22,46355588,46355989,IR,False,67,105
ENSG00000100416.13,chr22,46356072,46356841,IR,False,81,110
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,37,136
ENSG00000100416.13,chr22,46355443,46358030,PAS,True,107,131
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,116,677
ENSG00000100225.17,chr22,32475398,32479132,3AS,False,31,181
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,214,914
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,725,914
ENSG00000184436.11,chr22,21000787,21001255,IR,False,102,216
ENSG00000184436.11,chr22,21000646,21001779,TSS,True,115,216
ENSG00000184436.11,chr22,21002085,21002122,TSS,True,176,216
ENSG00000184436.11,chr22,21001255,21001779,TSS,True,156,216
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,312,440
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,334,440
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,299,439
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,85,520
ENSG00000133519.12,chr22,23390597,23391724,PAS,True,35,115
ENSG00000133519.12,chr22,23399759,23400486,TSS,True,50,115
ENSG00000133519.12,chr22,23402360,23402606,TSS,True,91,115
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,63,348
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,310,348
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,33,107
ENSG00000183963.18,chr22,31099896,31104315,ES,False,52,190
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,98,200
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,162,200
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,176,200
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,27,198
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,37,117
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,345,867
ENSG00000099901.16,chr22,20126368,20126951,IR,False,58,102
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,72,130
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,102,130
ENSG00000099901.16,chr22,20126302,20127354,PAS,True,88,130
ENSG00000100320.22,chr22,35746561,35759887,ES,False,25,175
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,115,173
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,123,175
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,73,223
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,71,460
ENSG00000100106.20,chr22,37772764,37773782,IR,True,121,137
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,103,187
ENSG00000100106.20,chr22,37757147,37758138,TSS,True,154,186
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,52,174
ENSG00000100219.16,chr22,28800297,28800587,TSS,True,19,118
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,325,364
ENSG00000182841.12,chr22,42555218,42556674,PAS,False,109,208
ENSG00000182841.12,chr22,42571835,42574818,PAS,True,111,201
ENSG00000182841.12,chr22,42581928,42582039,TSS,True,25,213
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,74,337
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,162,240
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,84,240
ENSG00000182858.13,chr22,49904066,49904178,IR,True,102,142
ENSG00000182858.13,chr22,49904384,49907720,3AS,False,23,178
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,77,180
ENSG00000182858.13,chr22,49903177,49904254,PAS,True,147,180
ENSG00000182858.13,chr22,49857619,49859653,PAS,True,159,180
ENSG00000100316.15,chr22,39317021,39317460,IR,True,86,140
ENSG00000100316.15,chr22,39318566,39319594,IR,True,265,509
ENSG00000239282.7,chr22,30286098,30286262,IR,True,124,140
ENSG00000239282.7,chr22,30286098,30286824,ES,False,44,168
ENSG00000239282.7,chr22,30286948,30287154,3AS,False,165,189
ENSG00000239282.7,chr22,30287560,30289384,ES,False,29,171
ENSG00000239282.7,chr22,30289384,30289624,TSS,True,24,196
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,340,393
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,164,254
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,149,174
ENSG00000077942.18,chr22,45541222,45541372,TSS,True,153,173
ENSG00000077942.18,chr22,45530269,45531324,TSS,True,156,174
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,105,168
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,66,174
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,436,828
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,289,1085
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,160,1083
ENSG00000182944.17,chr22,29288605,29289694,PAS,True,913,1050
ENSG00000100056.11,chr22,19144505,19144690,TSS,False,14,123
ENSG00000100227.17,chr22,42599793,42602769,ES,False,31,243
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,194,366
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,293,365
ENSG00000100359.20,chr22,40400813,40402138,ES,False,78,270
ENSG00000100359.20,chr22,40407328,40407412,IR,False,256,292
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,270,303
ENSG00000100359.20,chr22,40409018,40409249,IR,False,221,286
ENSG00000100359.20,chr22,40409525,40409681,IR,False,260,291
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,43,304
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,43,303
ENSG00000100359.20,chr22,40409464,40413136,PAS,True,272,303
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,79,119
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,50,119
ENSG00000172889.15,chr9,136664785,136668556,ES,False,35,154
ENSG00000172889.15,chr9,136668673,136669913,ES,True,17,157
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,28,174
ENSG00000119431.9,chr9,113375526,113376728,3AS,False,24,110
ENSG00000172785.18,chr9,175784,178815,ES,False,172,205
ENSG00000167081.16,chr9,125748623,125929654,ES,False,26,169
ENSG00000167081.16,chr9,125960849,125963011,ES,False,115,183
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,66,191
ENSG00000167081.16,chr9,125747966,125748623,TSS,True,157,191
ENSG00000137154.12,chr9,19378511,19378707,IR,True,76,127
ENSG00000160408.14,chr9,127896332,127899502,ES,False,161,272
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,120,392
ENSG00000148399.12,chr9,137564606,137565084,ES,False,42,229
ENSG00000148399.12,chr9,137564958,137565084,IR,False,192,215
ENSG00000148399.12,chr9,137574843,137576079,5AS,True,123,143
ENSG00000148399.12,chr9,137574843,137576079,3AS,True,123,138
ENSG00000148399.12,chr9,137574843,137576079,IR,False,123,187
ENSG00000148399.12,chr9,137576167,137577469,ES,False,105,145
ENSG00000148399.12,chr9,137576167,137578624,ME,False,104,118
ENSG00000148399.12,chr9,137576167,137578624,ES,False,73,229
ENSG00000107223.12,chr9,136862345,136862905,IR,True,114,144
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,39,153
ENSG00000107223.12,chr9,136862118,136862999,PAS,True,123,150
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,23,102
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,90,103
ENSG00000148308.17,chr9,133054809,133056011,ES,False,149,172
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,31,199
ENSG00000173068.17,chr9,16414936,16419649,PAS,True,38,125
ENSG00000173068.17,chr9,16435554,16437442,TSS,False,52,110
ENSG00000173068.17,chr9,16870645,16871292,TSS,True,102,142
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,387,1333
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,75,166
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,108,166
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,40,116
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,76,117
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,41,117
ENSG00000198887.8,chr9,70300045,70303210,PAS,True,144,164
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,118,164
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,139,164
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,67,139
ENSG00000181090.20,chr9,137834772,137836127,PAS,True,91,135
ENSG00000148337.20,chr9,128178904,128179072,IR,False,14,100
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,95,128
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,108,128
ENSG00000148337.20,chr9,128178708,128179406,TSS,True,103,128
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,66,137
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,74,137
ENSG00000136840.18,chr9,127914841,127916825,ES,False,14,105
ENSG00000136840.18,chr9,127916825,127917049,TSS,True,12,118
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,145,563
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,61,306
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,262,310
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,484,1523
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1056,1523
ENSG00000147862.16,chr9,14088326,14120439,ES,False,83,101
ENSG00000147862.16,chr9,14306988,14307523,TSS,True,101,116
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,31,116
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,26,100
ENSG00000169925.16,chr9,134034826,134036031,3AS,True,25,154
ENSG00000169925.16,chr9,134030304,134033705,PAS,True,44,200
ENSG00000169925.16,chr9,134040167,134040269,PAS,True,169,191
ENSG00000169925.16,chr9,134050373,134050590,TSS,False,197,234
ENSG00000169925.16,chr9,134051561,134051602,TSS,True,158,234
ENSG00000169925.16,chr9,134053264,134055816,TSS,True,211,244
ENSG00000148335.14,chr9,129632801,129634053,5AS,False,30,126
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,18,131
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,24,196
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,324,370
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,138,370
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,26,239
ENSG00000137103.19,chr9,35841525,35841794,TSS,True,133,233
ENSG00000137103.19,chr9,35842389,35842717,TSS,True,157,233
ENSG00000137103.19,chr9,35853504,35856237,PAS,True,61,224
ENSG00000137103.19,chr9,35846816,35847236,PAS,True,192,221
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,147,365
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,38,213
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,225,373
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,335,373
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,198,373
ENSG00000136930.12,chr9,124353464,124353709,PAS,False,16,158
ENSG00000198917.12,chr9,128822833,128824071,ES,False,14,109
ENSG00000198917.12,chr9,128826152,128826383,IR,False,101,115
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,18,125
ENSG00000106733.20,chr9,75069102,75069894,ES,False,51,145
ENSG00000106733.20,chr9,75077580,75083086,ES,False,114,146
ENSG00000106733.20,chr9,75083150,75088007,5AS,True,125,139
ENSG00000106733.20,chr9,75060573,75061567,PAS,True,20,172
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,36,172
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,76,691
ENSG00000106991.13,chr9,127815013,127815806,PAS,False,248,1595
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,436,1603
ENSG00000213930.11,chr9,34647567,34647656,IR,False,43,100
ENSG00000213930.11,chr9,34647705,34647831,IR,False,46,101
ENSG00000213930.11,chr9,34648456,34648761,IR,False,52,138
ENSG00000213930.11,chr9,34648894,34648997,IR,False,45,136
ENSG00000213930.11,chr9,34649081,34649409,IR,False,50,133
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,34,138
ENSG00000213930.11,chr9,34650368,34650963,PAS,True,69,140
ENSG00000213930.11,chr9,34648333,34650583,PAS,True,96,139
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,42,317
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,19,116
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,30,130
ENSG00000122729.18,chr9,32449997,32457040,PAS,True,47,125
ENSG00000122729.18,chr9,32408513,32409830,PAS,True,86,110
ENSG00000122729.18,chr9,32420855,32421749,PAS,True,99,112
ENSG00000160325.14,chr9,133463555,133467920,ES,False,46,197
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,63,240
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,208,240
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,138,841
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,645,843
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,215,841
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,43,116
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,103,147
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,101,147
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,17,107
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,95,107
ENSG00000148356.13,chr9,127451669,127451928,IR,False,122,164
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,52,174
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,132,174
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,129,174
ENSG00000148356.13,chr9,127479838,127479979,PAS,True,84,169
ENSG00000148356.13,chr9,127481182,127481218,PAS,True,143,171
ENSG00000187742.14,chr9,89318469,89318612,TSS,True,14,139
ENSG00000187742.14,chr9,89338457,89340543,PAS,False,29,129
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,67,494
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,302,711
ENSG00000165119.20,chr9,83973399,83974516,ES,False,69,677
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,143,179
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,307,716
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,413,716
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,383,728
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,582,728
ENSG00000165119.20,chr9,83978372,83980623,TSS,False,613,726
ENSG00000176978.13,chr9,137112230,137112744,IR,True,415,491
ENSG00000176978.13,chr9,137114576,137114646,IR,False,436,491
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,71,508
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,452,508
ENSG00000095261.13,chr9,120816037,120818163,PAS,True,25,138
ENSG00000119321.8,chr9,113169273,113169942,PAS,True,67,104
ENSG00000119321.8,chr9,113171578,113171706,PAS,True,93,104
ENSG00000119321.8,chr9,113176438,113178801,PAS,True,77,104
ENSG00000119321.8,chr9,113221190,113221418,TSS,True,21,105
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,187,273
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,150,272
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,30,252
ENSG00000198467.14,chr9,35684550,35684731,IR,False,42,112
ENSG00000198467.14,chr9,35684550,35685063,IR,False,547,617
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,33,171
ENSG00000070061.14,chr9,108885767,108885872,TSS,True,14,133
ENSG00000157303.10,chr9,93058830,93075783,ES,True,117,131
ENSG00000157303.10,chr9,93077993,93084536,ES,False,16,143
ENSG00000119471.14,chr9,112470431,112472408,PAS,True,17,161
ENSG00000095321.16,chr9,129108077,129110482,ES,False,75,141
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,34,177
ENSG00000197958.12,chr9,127447673,127447726,PAS,False,70,538
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,76,538
ENSG00000204054.13,chr9,129489299,129493418,3AS,False,85,108
ENSG00000204054.13,chr9,129489299,129503322,ES,False,24,142
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,32,166
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,71,211
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,175,211
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,178,1278
ENSG00000080503.23,chr9,2047153,2047484,TSS,True,114,134
ENSG00000080503.23,chr9,2158397,2158594,TSS,True,105,121
ENSG00000080503.23,chr9,2158448,2159909,TSS,True,104,121
ENSG00000080503.23,chr9,2157473,2157890,TSS,True,107,122
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,45,142
ENSG00000080503.23,chr9,2161685,2161895,PAS,True,112,131
ENSG00000235106.9,chr9,134026090,134026207,IR,False,141,163
ENSG00000235106.9,chr9,134025333,134025536,TSS,True,69,232
ENSG00000235106.9,chr9,134025844,134028097,PAS,True,147,169
ENSG00000235106.9,chr9,134026207,134028099,PAS,True,30,169
ENSG00000165072.9,chr9,70043733,70044231,TSS,False,28,120
ENSG00000165072.9,chr9,70225967,70226987,PAS,False,34,117
ENSG00000165072.9,chr9,70170478,70171832,PAS,True,99,114
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,22,179
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,38,118
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,88,111
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,22,130
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,68,130
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,112,130
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,99,424
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,350,403
ENSG00000119326.14,chr9,109013301,109013590,TSS,True,50,424
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,17,111
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,68,107
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,73,107
ENSG00000165219.21,chr9,125307690,125309277,PAS,True,74,104
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,53,106
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,72,106
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,158,203
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,152,203
ENSG00000119383.19,chr9,129141972,129142082,TSS,False,167,203
ENSG00000119383.19,chr9,129147386,129148946,PAS,True,31,188
ENSG00000119383.19,chr9,129142444,129144755,PAS,True,161,182
ENSG00000185432.11,chr12,50930291,50931614,IR,False,38,101
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,21,131
ENSG00000185432.11,chr12,50929913,50932500,PAS,True,50,111
ENSG00000185432.11,chr12,50931614,50932522,PAS,False,90,131
ENSG00000073060.15,chr12,124778586,124786356,ES,False,118,364
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,54,383
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,39,258
ENSG00000023734.10,chr12,15882819,15889927,ES,False,190,769
ENSG00000123384.13,chr12,57209561,57209868,TSS,True,182,210
ENSG00000123384.13,chr12,57209885,57210169,TSS,True,184,210
ENSG00000123384.13,chr12,57212414,57213391,PAS,True,63,258
ENSG00000067182.7,chr12,6330711,6333068,ES,False,49,332
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,46,362
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,73,102
ENSG00000111237.18,chr12,110491524,110492122,PAS,True,27,138
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,106,138
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,51,138
ENSG00000061273.17,chr12,47782710,47783886,PAS,True,36,277
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,128,279
ENSG00000186298.11,chr12,110719808,110721165,PAS,True,19,185
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,132,172
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,62,172
ENSG00000092841.18,chr12,56160320,56160625,IR,False,431,1008
