gene,chr,start,end,splice_type,novel,IMR-90_ENCFF545PJV_in_cov,IMR-90_ENCFF545PJV_total_cov
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,25,106
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,69,291
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,44,115
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,127,593
ENSG00000132507.17,chr17,7307927,7308113,TSS,False,523,593
ENSG00000133026.12,chr17,8474204,8475948,PAS,True,95,126
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,19,105
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,50,132
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,156,189
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,96,189
ENSG00000169727.12,chr17,82051964,82053273,5AS,False,143,170
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,174,208
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,26,214
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,73,224
ENSG00000169727.12,chr17,82050969,82052459,TSS,True,196,224
ENSG00000163597.14,chr17,76557857,76561287,ES,False,88,236
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,40,277
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,75,104
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,65,104
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,82,104
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,84,203
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,51,167
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,137,167
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,31,112
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,299,882
ENSG00000100325.14,chr22,29806904,29813429,ES,True,42,143
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,40,155
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,83,109
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,56,109
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,94,136
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,81,136
ENSG00000188130.13,chr22,50255881,50256084,IR,False,95,107
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,19,113
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,54,124
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,97,124
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,29,233
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,32,109
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,33,214
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,138,161
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,161,184
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,46,184
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,54,457
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,186,547
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,262,313
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,263,313
ENSG00000196576.14,chr22,50280743,50280937,TSS,True,277,313
ENSG00000213923.11,chr22,38291938,38293254,IR,True,82,102
ENSG00000213923.11,chr22,38293319,38294108,IR,True,89,111
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,74,156
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,208,234
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,160,236
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,30,103
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,763,952
ENSG00000100345.21,chr22,36306413,36306608,TSS,True,823,948
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,17,129
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,118,211
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,58,125
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,22,108
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,32,106
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,86,106
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,95,272
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,221,272
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,168,194
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,29,148
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,48,113
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,47,114
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,82,114
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,255,319
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,287,319
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,67,160
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,105,160
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,161,360
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,58,102
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,80,102
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,148,177
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,152,181
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,56,441
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,323,1639
ENSG00000100097.11,chr22,37678593,37678654,TSS,True,1471,1639
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,68,159
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,78,169
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,101,169
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,34,138
ENSG00000100320.22,chr22,35746561,35759887,ES,False,52,117
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,65,117
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,81,121
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,81,157
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,124,157
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,69,251
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,215,251
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,48,383
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,69,451
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,45,422
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,88,111
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,38,199
ENSG00000100100.12,chr22,31292274,31292529,TSS,True,16,127
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,63,157
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,123,572
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,261,538
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,307,567
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,135,258
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,75,310
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,51,122
ENSG00000100359.20,chr22,40400813,40402138,ES,False,29,110
ENSG00000100359.20,chr22,40409018,40409249,IR,False,90,120
ENSG00000100359.20,chr22,40409525,40409681,IR,False,99,113
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,23,127
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,26,125
ENSG00000100359.20,chr22,40409464,40413136,PAS,True,111,125
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,39,113
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,96,111
ENSG00000160360.12,chr9,136327409,136327763,TSS,False,71,165
ENSG00000241978.9,chr9,110138539,110168398,ES,False,115,340
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,187,386
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,249,386
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,71,100
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,15,100
ENSG00000169692.12,chr9,136687175,136687466,TSS,True,19,111
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,287,458
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,384,556
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,266,556
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,17,145
ENSG00000160408.14,chr9,127896332,127899502,ES,False,94,132
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,28,160
ENSG00000107372.12,chr9,72360787,72364695,ES,False,169,276
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,57,353
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,31,196
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,69,196
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,160,196
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,56,294
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,200,241
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,149,241
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,246,297
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,48,112
ENSG00000148180.19,chr9,121281562,121301962,ME,False,87,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,62,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,62,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,61,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,61,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,60,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,57,100
ENSG00000148180.19,chr9,121281562,121301962,ME,False,57,100
ENSG00000148180.19,chr9,121281562,121301962,ES,False,553,662
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,261,914
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,75,229
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,69,175
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,154,175
ENSG00000107281.9,chr9,137041061,137042806,TSS,True,141,171
ENSG00000122741.15,chr9,37800763,37801405,TSS,True,13,110
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,86,110
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,53,110
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,135,699
ENSG00000119487.16,chr9,125484583,125543058,ES,False,51,129
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,19,161
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,18,168
ENSG00000182752.9,chr9,116334895,116335074,TSS,True,153,212
ENSG00000182752.9,chr9,116153508,116154587,TSS,False,200,229
ENSG00000182752.9,chr9,116187151,116188216,TSS,True,197,229
ENSG00000182752.9,chr9,116396508,116398496,PAS,True,30,199
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,138,363
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,274,363
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,106,765
ENSG00000198121.13,chr9,110973558,111038166,ES,True,351,462
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,288,792
ENSG00000198121.13,chr9,111037840,111038452,TSS,True,708,792
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,25,226
ENSG00000159069.13,chr9,136942466,136942546,IR,False,207,233
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,207,269
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,112,269
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,33,107
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,92,125
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,111,125
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,67,125
ENSG00000122707.11,chr9,36036896,36037098,TSS,True,21,160
ENSG00000122707.11,chr9,36085174,36087665,PAS,True,130,146
ENSG00000122707.11,chr9,36122823,36124457,PAS,False,55,153
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,294,436
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,90,214
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,324,2824
ENSG00000120156.20,chr9,27109113,27109642,TSS,True,27,103
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,98,321
ENSG00000095303.15,chr9,122386621,122390197,5AS,False,45,183
ENSG00000095303.15,chr9,122371006,122371091,TSS,True,120,229
ENSG00000122729.18,chr9,32384735,32405484,ES,False,384,435
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,77,512
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,54,104
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,72,104
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,156,1136
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,56,269
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,236,269
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,32,178
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,65,101
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,87,165
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,90,168
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,81,168
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,135,206
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,159,206
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,40,107
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,85,107
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,283,512
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,16,102
ENSG00000095380.10,chr9,98060781,98060997,TSS,True,87,102
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,87,275
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,221,275
ENSG00000041982.15,chr9,115042341,115073602,ES,False,152,206
ENSG00000041982.15,chr9,115117981,115118653,TSS,True,144,299
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,33,168
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,62,194
ENSG00000167123.18,chr9,128436848,128437392,PAS,True,23,193
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,43,167
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,144,167
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,21,109
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,22,120
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,16,122
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,92,432
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,354,429
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,30,177
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,85,153
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,137,153
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,19,183
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,20,111
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,21,125
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,15,116
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,13,125
ENSG00000130635.15,chr9,134825904,134834970,ME,False,194,380
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,83,591
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,25,102
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,39,363
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,18,104
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,24,131
ENSG00000123384.13,chr12,57212414,57213391,PAS,True,17,115
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,92,315
ENSG00000092841.18,chr12,56160320,56161386,ES,False,397,1360
ENSG00000092841.18,chr12,56160320,56161386,IR,True,397,463
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,916,2189
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,62,112
ENSG00000060138.12,chr12,10704148,10713210,ES,False,137,541
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,68,376
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,113,271
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,210,271
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,46,337
ENSG00000182199.10,chr12,57231000,57231712,ES,False,26,244
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,189,319
ENSG00000182199.10,chr12,57230053,57230244,TSS,True,235,319
ENSG00000135677.10,chr12,64720021,64720055,TSS,True,117,133
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,51,134
ENSG00000076513.16,chr12,109999391,109999784,TSS,True,209,306
ENSG00000076513.16,chr12,110037358,110039437,PAS,True,14,112
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,17,102
ENSG00000120820.12,chr12,103987364,103989577,PAS,True,20,106
ENSG00000120820.12,chr12,104049894,104050651,TSS,True,18,111
ENSG00000161638.10,chr12,54397364,54397490,TSS,True,49,138
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,65,139
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,107,135
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,24,144
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,13,107
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,42,216
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,264,1378
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,383,428
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,80,444
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,1852,7693
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,6501,7693
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,293,748
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,583,748
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,45,115
ENSG00000174099.11,chr12,65278865,65326825,ES,False,77,121
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,14,138
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1509,1688
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1393,3082
ENSG00000182196.13,chr12,122981809,122982030,IR,False,19,134
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,92,152
ENSG00000182196.13,chr12,122980051,122981266,TSS,False,125,152
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,132,152
ENSG00000182196.13,chr12,122980160,122981299,TSS,True,136,152
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,17,146
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,125,435
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,42,134
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,106,134
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,64,141
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,70,424
ENSG00000134294.13,chr12,46367340,46370775,ES,False,39,370
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,138,442
ENSG00000134294.13,chr12,46371177,46372832,TSS,True,380,441
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,130,147
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,376,571
ENSG00000198431.15,chr12,104287109,104311289,ES,False,57,430
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,57,302
ENSG00000198431.15,chr12,104287346,104311289,ES,False,50,234
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,526,959
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,724,959
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,820,959
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,48,164
ENSG00000089053.12,chr12,121346031,121346895,IR,False,135,153
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,41,198
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,162,211
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,370,517
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,58,537
ENSG00000135506.15,chr12,57719182,57720405,ES,False,319,539
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,25,138
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,623,2147
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,118,192
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,54,250
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,117,358
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,103,142
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,57,165
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,127,165
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,27,175
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,24,117
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,22,117
ENSG00000166130.14,chr12,98613404,98614340,PAS,False,107,144
ENSG00000166130.14,chr12,98624248,98626766,PAS,False,39,135
ENSG00000151135.9,chr12,106956065,106967110,ES,False,70,184
ENSG00000151135.9,chr12,106957149,106967110,ES,False,108,122
ENSG00000151135.9,chr12,106955810,106956065,TSS,True,24,208
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,11,100
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,25,113
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,30,169
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,84,104
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,32,144
ENSG00000179295.17,chr12,112505824,112509915,PAS,False,18,127
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,32,147
ENSG00000110811.19,chr12,6828011,6828938,TSS,False,59,168
ENSG00000073614.12,chr12,388926,389635,TSS,True,45,100
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,233,745
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,58,100
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,55,100
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,21,117
ENSG00000058272.18,chr12,79934694,79935197,TSS,True,13,119
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,16,154
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,35,305
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,69,111
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,94,111
ENSG00000136003.15,chr12,108562736,108564278,IR,False,92,107
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,26,120
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,105,120
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,283,315
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,42,346
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,89,175
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,238,605
ENSG00000013588.8,chr12,12891377,12891664,TSS,True,50,117
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,104,126
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,59,157
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,96,116
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,56,160
ENSG00000187109.13,chr12,76048392,76048437,TSS,True,110,127
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,154,1355
ENSG00000151572.17,chr12,100942374,100942535,TSS,True,90,104
ENSG00000151572.17,chr12,100794610,100795027,TSS,True,27,104
ENSG00000151572.17,chr12,101127860,101128651,PAS,True,18,102
ENSG00000123349.13,chr12,53295639,53297849,ES,False,24,236
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,22,111
ENSG00000139289.13,chr12,76030509,76031595,TSS,True,87,607
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,338,608
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,510,608
ENSG00000159403.16,chr12,7089292,7089435,TSS,True,538,608
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,303,1195
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,1059,1186
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,761,865
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,341,1190
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,747,1037
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,97,517
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,107,181
ENSG00000159335.15,chr12,6769693,6769999,TSS,True,140,171
ENSG00000166226.12,chr12,69585422,69585524,TSS,True,23,195
ENSG00000133687.15,chr12,29633336,29751665,ES,False,42,291
ENSG00000133687.15,chr12,29500815,29506986,PAS,True,49,326
ENSG00000133687.15,chr12,29783449,29783988,TSS,True,57,356
ENSG00000136048.13,chr12,101901433,101920108,ES,True,35,163
ENSG00000136048.13,chr12,101877257,101877920,TSS,True,55,224
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,86,203
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,69,134
ENSG00000139641.12,chr12,56142288,56142732,TSS,True,115,132
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,631,4418
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,83,134
ENSG00000197111.15,chr12,53462567,53465931,ES,False,62,145
ENSG00000197111.15,chr12,53467293,53468776,ES,False,23,142
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,21,140
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,132,201
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,149,201
ENSG00000197111.15,chr12,53462479,53462567,TSS,False,177,201
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,43,269
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,23,128
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,87,105
ENSG00000111652.9,chr12,6724818,6728222,ES,False,17,148
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,74,162
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,139,162
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,144,162
ENSG00000050405.13,chr12,50175782,50178069,PAS,True,14,105
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,107,119
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,47,117
ENSG00000050405.13,chr12,50200776,50204102,TSS,True,94,106
ENSG00000075415.12,chr12,98593740,98593974,IR,False,300,360
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,86,407
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,341,407
ENSG00000167779.8,chr12,53097465,53098051,TSS,True,11,103
ENSG00000135486.17,chr12,54282874,54283811,ES,False,596,679
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,63,107
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,79,107
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,84,107
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,67,342
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,54,441
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,63,193
ENSG00000111321.10,chr12,6385638,6386162,TSS,True,159,189
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,95,619
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,75,694
ENSG00000111186.12,chr12,1530145,1530950,TSS,False,31,157
ENSG00000173933.20,chr11,66640123,66646026,ES,False,15,104
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,29,123
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,89,113
ENSG00000214063.10,chr11,842831,842915,TSS,True,233,396
ENSG00000214063.10,chr11,842892,843045,TSS,True,346,396
ENSG00000204381.11,chr11,111540685,111540928,TSS,True,29,154
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,39,123
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,51,124
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,15,120
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,31,135
ENSG00000133318.13,chr11,63681446,63681778,TSS,True,26,177
ENSG00000149115.13,chr11,57312533,57313610,TSS,True,142,212
ENSG00000149115.13,chr11,57308394,57310321,TSS,True,164,212
ENSG00000149115.13,chr11,57324839,57325158,TSS,True,171,212
ENSG00000074201.8,chr11,77637589,77637823,TSS,True,21,102
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,62,172
ENSG00000168056.15,chr11,65539881,65540244,ES,False,72,185
