gene,chr,start,end,splice_type,novel,mesenteric_fat_pad_ENCFF971JDY_in_cov,mesenteric_fat_pad_ENCFF971JDY_total_cov
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,65,143
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,97,143
ENSG00000169692.12,chr9,136674807,136676960,ES,False,530,5057
ENSG00000172785.18,chr9,175784,178815,ES,False,128,151
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,96,314
ENSG00000136826.14,chr9,107487027,107487140,TSS,True,280,314
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,20,167
ENSG00000160408.14,chr9,127896332,127899502,ES,False,54,115
ENSG00000160408.14,chr9,127885203,127886788,PAS,True,20,191
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,81,196
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,17,105
ENSG00000188938.16,chr9,93447697,93450478,ES,False,54,115
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,39,122
ENSG00000188938.16,chr9,93452146,93453605,TSS,True,106,122
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,30,137
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,30,138
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,89,108
ENSG00000137076.20,chr9,35706767,35706901,TSS,True,97,108
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,91,108
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,121,138
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,15,101
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1871,2400
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1389,2400
ENSG00000148180.19,chr9,121299789,121302167,TSS,True,2135,2400
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,35,177
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,154,177
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,56,201
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,146,202
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,56,202
ENSG00000147883.10,chr9,22008797,22009305,TSS,False,18,111
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,75,106
ENSG00000181090.20,chr9,137834772,137836127,PAS,True,35,101
ENSG00000106853.19,chr9,111563231,111570090,ES,False,89,105
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,46,118
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,76,118
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,21,199
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,172,877
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,21,164
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,34,157
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,129,161
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,183,502
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,340,502
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,54,274
ENSG00000135070.14,chr9,86282377,86282574,TSS,True,17,147
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,57,557
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,520,582
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,143,582
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,654,1154
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,88,484
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,608,1273
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,878,1273
ENSG00000136930.12,chr9,124353464,124353709,PAS,False,22,193
ENSG00000198917.12,chr9,128823863,128824071,3AS,True,16,121
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,15,110
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,160,1097
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,236,825
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,53,108
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,92,108
ENSG00000080608.9,chr9,2826112,2828778,PAS,True,71,105
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,13,108
ENSG00000148339.12,chr9,128068178,128068580,TSS,True,174,199
ENSG00000148339.12,chr9,128098445,128098725,TSS,True,89,199
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,126,574
ENSG00000122729.18,chr9,32449997,32457040,PAS,True,106,558
ENSG00000122729.18,chr9,32408513,32409830,PAS,True,400,466
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,14,129
ENSG00000135046.13,chr9,73151924,73154197,IR,True,41,157
ENSG00000135046.13,chr9,73151924,73154460,IR,True,232,348
ENSG00000135046.13,chr9,73151924,73158521,ME,True,232,274
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,131,436
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,348,436
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,373,438
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,78,438
ENSG00000099139.13,chr9,76107351,76157044,ES,True,20,118
ENSG00000099139.13,chr9,75890599,75891373,TSS,True,28,158
ENSG00000099139.13,chr9,76193236,76195889,PAS,True,52,148
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,55,112
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,92,111
ENSG00000148187.17,chr9,122285287,122291748,5AS,True,101,118
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,37,163
ENSG00000148187.17,chr9,122265461,122267215,PAS,True,131,160
ENSG00000122694.15,chr9,36136709,36136791,TSS,False,19,139
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,64,142
ENSG00000196781.14,chr9,81688216,81689628,TSS,True,87,142
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,178,488
ENSG00000165119.20,chr9,83973399,83974516,ES,False,51,457
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,126,145
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,179,490
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,312,490
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,275,498
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,372,498
ENSG00000165119.20,chr9,83978372,83980623,TSS,False,425,498
ENSG00000176978.13,chr9,137112230,137112744,IR,True,566,733
ENSG00000176978.13,chr9,137114576,137114646,IR,False,551,718
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,204,756
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,586,756
ENSG00000165030.3,chr9,91424408,91424567,TSS,True,72,116
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,68,212
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,178,212
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,35,160
ENSG00000165124.17,chr9,110365247,110366560,PAS,True,83,159
ENSG00000165124.17,chr9,110579012,110580012,TSS,True,99,160
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,25,166
ENSG00000167123.18,chr9,128436848,128437392,PAS,True,20,166
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,13,105
ENSG00000120158.11,chr9,4792873,4793227,TSS,True,14,129
ENSG00000120158.11,chr9,4860124,4864827,PAS,True,18,128
ENSG00000120158.11,chr9,4826857,4828189,PAS,True,105,118
ENSG00000095321.16,chr9,129108077,129110482,ES,False,58,123
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,43,167
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,24,217
ENSG00000204054.13,chr9,129489299,129493477,3AS,False,14,110
ENSG00000204054.13,chr9,129489299,129503322,ES,False,24,135
ENSG00000204054.13,chr9,129493595,129503322,ES,False,99,111
ENSG00000204054.13,chr9,129488667,129489299,TSS,True,24,158
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,25,133
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,58,167
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,141,167
ENSG00000197070.13,chr9,137615000,137615073,IR,False,78,103
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,28,106
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,82,106
ENSG00000160539.5,chr9,131307922,131309261,PAS,False,12,108
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,30,121
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,106,119
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,103,131
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,68,131
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,103,131
ENSG00000136783.9,chr9,104747667,104747852,TSS,False,16,123
ENSG00000136783.9,chr9,104759082,104759171,TSS,True,108,122
ENSG00000165269.12,chr9,33385231,33385648,3AS,False,199,615
ENSG00000165269.12,chr9,33385231,33385648,IR,False,199,487
ENSG00000165269.12,chr9,33385290,33385648,IR,False,413,701
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,495,908
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,645,907
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,709,908
ENSG00000185432.11,chr12,50930291,50931614,IR,False,38,108
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,26,151
ENSG00000185432.11,chr12,50929913,50932500,PAS,True,58,129
ENSG00000185432.11,chr12,50931614,50932522,PAS,False,108,151
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,82,419
ENSG00000135437.9,chr12,55720354,55720517,TSS,True,13,102
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,19,132
ENSG00000023734.10,chr12,15882819,15889927,ES,False,125,768
ENSG00000123384.13,chr12,57209561,57209868,TSS,True,330,413
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,64,336
ENSG00000135124.14,chr12,121210298,121221912,ES,False,18,174
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,108,150
ENSG00000111237.18,chr12,110491524,110492122,PAS,True,26,194
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,150,195
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,63,195
ENSG00000061273.17,chr12,47782710,47783886,PAS,True,20,163
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,107,182
ENSG00000181852.17,chr12,56210568,56213957,ES,False,140,169
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,152,197
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,82,197
ENSG00000092841.18,chr12,56158711,56158901,IR,False,14,132
ENSG00000092841.18,chr12,56158711,56159974,5AS,False,31,107
ENSG00000092841.18,chr12,56160320,56160625,IR,False,462,831
ENSG00000092841.18,chr12,56160320,56161386,ES,False,514,971
ENSG00000092841.18,chr12,56160320,56161386,IR,True,514,867
ENSG00000092841.18,chr12,56160670,56161386,IR,True,474,833
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,232,1454
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,365,1354
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,1009,1354
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,20,139
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,334,622
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,432,622
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,81,311
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,57,100
ENSG00000151491.13,chr12,15682972,15764073,ES,True,81,127
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,115,355
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,218,309
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,221,357
ENSG00000151491.13,chr12,15764073,15764160,TSS,True,219,353
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,22,129
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,16,121
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,108,121
ENSG00000130779.20,chr12,122341697,122352725,ES,False,261,323
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,301,339
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,96,332
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,53,345
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,155,175
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,35,180
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,33,134
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,105,133
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,141,904
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,96,731
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,589,3708
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,3297,3708
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,294,1127
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,860,1126
ENSG00000174099.11,chr12,65278865,65326825,ES,False,250,397
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,2488,2824
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,378,3210
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,62,109
ENSG00000182196.13,chr12,122982538,122982619,IR,False,144,161
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,23,161
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,17,161
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,420,470
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,92,529
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,103,337
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,41,384
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,65,148
ENSG00000167553.15,chr12,49269118,49269687,TSS,True,131,148
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,815,1182
ENSG00000135506.15,chr12,57719182,57720405,ES,False,769,1230
ENSG00000139318.7,chr12,89351639,89352501,TSS,True,42,366
ENSG00000017427.16,chr12,102400864,102402566,PAS,True,164,264
ENSG00000017427.16,chr12,102417490,102418003,PAS,True,193,256
ENSG00000017427.16,chr12,102417642,102419690,PAS,True,227,253
ENSG00000017427.16,chr12,102480318,102480645,TSS,True,128,302
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,111,430
ENSG00000062485.18,chr12,56275995,56276685,TSS,True,374,420
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,41,180
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,21,135
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,38,121
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,106,121
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,189,235
ENSG00000134531.9,chr12,13214533,13216773,PAS,True,81,131
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,66,167
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,74,175
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,109,175
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,57,176
ENSG00000008394.12,chr12,16354038,16354230,IR,True,94,109
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,280,1738
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,556,795
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,272,851
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,613,851
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,14,123
ENSG00000184047.17,chr12,122218397,122225964,ME,False,20,100
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,105,138
ENSG00000139613.11,chr12,56169782,56169911,PAS,True,101,123
ENSG00000139613.11,chr12,56180029,56181597,PAS,True,84,117
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,22,138
ENSG00000135424.16,chr12,55697050,55697215,3AS,False,26,123
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,309,436
ENSG00000135424.16,chr12,55695521,55695639,TSS,True,392,436
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,37,244
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,62,565
ENSG00000175899.14,chr12,9067418,9067839,PAS,True,127,813
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,694,813
ENSG00000175899.14,chr12,9090355,9091366,TSS,True,541,704
ENSG00000175899.14,chr12,9077700,9077858,TSS,True,620,699
ENSG00000175899.14,chr12,9080093,9080179,TSS,True,618,702
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,387,1806
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,39,140
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,120,140
ENSG00000150977.10,chr12,123423157,123436081,ES,True,18,141
ENSG00000082805.19,chr12,991322,1027747,5AS,False,69,101
ENSG00000082805.19,chr12,991222,991322,TSS,True,60,129
ENSG00000082805.19,chr12,991206,991487,TSS,True,97,129
ENSG00000082805.19,chr12,1181924,1182159,PAS,True,74,113
ENSG00000082805.19,chr12,1110191,1110350,PAS,True,66,112
ENSG00000082805.19,chr12,1141619,1142213,PAS,False,100,112
ENSG00000136003.15,chr12,108562736,108564278,IR,False,122,139
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,18,141
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,124,141
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,316,360
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,50,390
ENSG00000111605.17,chr12,69257905,69258589,ES,False,152,171
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,140,178
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,23,182
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,444,1383
ENSG00000123416.15,chr12,49129499,49131393,TSS,True,1193,1381
ENSG00000050426.15,chr12,51048371,51049033,5AS,False,18,161
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,37,127
ENSG00000050426.15,chr12,51049185,51056349,ES,False,29,169
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,31,182
ENSG00000050426.15,chr12,51048273,51048371,TSS,True,163,182
ENSG00000076555.15,chr12,109265386,109265525,TSS,True,279,347
ENSG00000076555.15,chr12,109131172,109131426,TSS,False,563,694
ENSG00000076555.15,chr12,109266235,109268226,PAS,True,348,544
ENSG00000076555.15,chr12,109246178,109247535,PAS,False,261,369
ENSG00000076555.15,chr12,109166860,109168650,PAS,True,111,169
ENSG00000076555.15,chr12,109167895,109169141,PAS,True,104,172
ENSG00000120833.13,chr12,93569967,93570198,TSS,False,124,139
ENSG00000120833.13,chr12,93570339,93571216,TSS,False,78,139
ENSG00000120833.13,chr12,93572521,93573036,TSS,True,122,139
ENSG00000120833.13,chr12,93571679,93571914,TSS,False,118,139
ENSG00000120833.13,chr12,93574721,93576203,PAS,True,14,123
ENSG00000187109.13,chr12,76060279,76074202,ES,False,21,143
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,129,159
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,92,159
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,120,157
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,19,163
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,33,325
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,249,648
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,434,648
ENSG00000139289.13,chr12,76030509,76031595,TSS,True,28,138
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,596,2831
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,226,1118
ENSG00000166598.14,chr12,103933953,103934287,TSS,True,979,1115
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,661,1118
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,531,1066
ENSG00000110931.18,chr12,121245240,121249786,ES,False,31,143
ENSG00000110931.18,chr12,121296637,121296776,TSS,True,56,174
ENSG00000110931.18,chr12,121274055,121274588,TSS,True,150,174
ENSG00000135678.11,chr12,68871956,68932677,ES,False,109,745
ENSG00000135678.11,chr12,68871956,68932677,5AS,True,109,123
ENSG00000135678.11,chr12,68933141,68933214,TSS,True,125,804
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,497,1172
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,839,1172
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,67,325
ENSG00000139631.18,chr12,53160844,53161272,ES,False,13,122
ENSG00000139631.18,chr12,53161389,53170071,ES,True,90,117
ENSG00000139631.18,chr12,53181225,53181502,TSS,True,67,142
ENSG00000139631.18,chr12,53172345,53172423,TSS,False,121,141
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,27,224
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,51,106
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,61,106
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,122,138
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,129,146
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,24,146
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,325,460
ENSG00000139641.12,chr12,56142288,56142732,TSS,True,363,450
ENSG00000110799.13,chr12,5948873,5949203,PAS,False,100,642
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,355,555
ENSG00000110799.13,chr12,5991818,5992019,TSS,True,495,555
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,494,555
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,108,183
ENSG00000197111.15,chr12,53462567,53465931,ES,False,73,172
ENSG00000197111.15,chr12,53467293,53468776,ES,False,67,160
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,32,127
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,53,208
ENSG00000111341.9,chr12,14885730,14885860,TSS,True,18,140
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,620,724
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,53,340
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,245,287
ENSG00000111652.9,chr12,6724818,6728222,ES,False,58,369
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,128,377
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,324,377
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,335,377
ENSG00000111725.10,chr12,119667868,119668403,TSS,True,11,100
ENSG00000060237.16,chr12,752536,754324,TSS,True,101,239
ENSG00000060237.16,chr12,859244,859389,PAS,False,97,146
ENSG00000060237.16,chr12,861012,861140,PAS,False,76,150
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,194,252
ENSG00000050405.13,chr12,50175782,50178069,PAS,True,68,329
ENSG00000050405.13,chr12,50203194,50204700,PAS,True,238,295
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,68,335
ENSG00000075415.12,chr12,98593740,98593978,IR,False,57,180
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,149,1449
ENSG00000175727.13,chr12,122137590,122138193,3AS,False,117,135
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,158,297
ENSG00000139624.12,chr12,50130694,50134545,ES,False,127,142
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,60,101
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,87,101
ENSG00000111581.9,chr12,68713729,68715495,PAS,True,58,100
ENSG00000111679.16,chr12,6951283,6951520,TSS,True,18,104
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,50,128
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,94,128
ENSG00000110906.12,chr12,109477259,109477352,TSS,True,57,107
ENSG00000177575.12,chr12,7479913,7481160,3AS,False,125,159
ENSG00000177575.12,chr12,7469416,7471397,PAS,True,34,215
ENSG00000177575.12,chr12,7503644,7503843,TSS,True,152,217
ENSG00000177575.12,chr12,7487772,7488057,TSS,True,159,195
ENSG00000177575.12,chr12,7487358,7487630,TSS,True,169,189
ENSG00000177575.12,chr12,7486498,7486784,TSS,True,163,187
ENSG00000136044.11,chr12,105173294,105174448,PAS,True,30,155
ENSG00000136044.11,chr12,105235958,105236249,TSS,True,21,157
ENSG00000111364.15,chr12,123619431,123619710,PAS,True,17,133
ENSG00000111364.15,chr12,123619447,123619710,PAS,False,119,133
ENSG00000111684.10,chr12,7018273,7018924,TSS,True,33,231
ENSG00000111144.9,chr12,96003064,96006313,ES,False,22,161
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,198,651
ENSG00000111321.10,chr12,6385638,6386162,TSS,True,526,628
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,737,2383
ENSG00000181929.12,chr12,49005543,49013061,ES,False,23,131
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,18,144
ENSG00000123342.15,chr12,55837682,55837842,IR,False,267,322
ENSG00000123342.15,chr12,55838007,55838605,5AS,False,181,205
ENSG00000123342.15,chr12,55838007,55838605,IR,False,181,252
ENSG00000123342.15,chr12,55838734,55839495,IR,True,239,266
ENSG00000123342.15,chr12,55840882,55842352,ES,False,51,213
ENSG00000123342.15,chr12,55835432,55837374,PAS,True,138,472
ENSG00000123342.15,chr12,55841598,55842438,PAS,True,226,343
ENSG00000123342.15,chr12,55842743,55843000,TSS,True,315,647
ENSG00000151498.11,chr11,134256648,134258514,ES,False,19,145
ENSG00000176485.11,chr11,63614068,63614384,IR,True,102,610
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,129,660
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,557,660
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,176,204
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,35,213
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,185,213
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,22,213
ENSG00000214063.10,chr11,843045,847200,5AS,True,81,127
ENSG00000214063.10,chr11,842831,842915,TSS,True,410,864
ENSG00000214063.10,chr11,843185,844186,TSS,True,668,864
ENSG00000110077.14,chr11,60171607,60173129,PAS,True,117,238
ENSG00000110077.14,chr11,60171606,60172253,PAS,True,134,239
ENSG00000110077.14,chr11,60182977,60183657,TSS,True,45,239
ENSG00000167323.11,chr11,3855164,3856409,TSS,True,43,112
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,169,245
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,181,245
ENSG00000256269.8,chr11,119085066,119088634,ES,False,18,145
ENSG00000256269.8,chr11,119084859,119085066,TSS,True,19,164
ENSG00000132254.12,chr11,6480068,6481230,ES,False,23,192
ENSG00000132254.12,chr11,6480423,6481230,3AS,False,91,171
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,92,477
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,94,379
ENSG00000168056.15,chr11,65540485,65540701,TSS,True,85,105
ENSG00000168056.15,chr11,65547689,65547811,TSS,True,93,105
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,94,105
ENSG00000172890.12,chr11,71453180,71453381,TSS,True,18,110
ENSG00000172890.12,chr11,71501301,71501548,PAS,True,23,107
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,260,296
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,121,296
ENSG00000174804.3,chr11,86922098,86954800,ES,True,86,114
ENSG00000174804.3,chr11,86918869,86922098,PAS,True,169,283
ENSG00000174804.3,chr11,86945673,86952470,PAS,False,147,181
ENSG00000174804.3,chr11,86954800,86955403,TSS,False,134,283
ENSG00000162191.13,chr11,62677634,62677780,IR,False,466,522
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,62,558
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,155,215
ENSG00000149131.15,chr11,57599877,57600377,TSS,True,169,215
ENSG00000149131.15,chr11,57602033,57602169,TSS,False,171,215
ENSG00000149131.15,chr11,57611718,57611936,TSS,True,187,212
ENSG00000085733.15,chr11,70420510,70422939,ES,False,45,159
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,105,250
ENSG00000085733.15,chr11,70435025,70436584,PAS,True,26,187
ENSG00000110328.5,chr11,11270865,11271290,PAS,False,18,125
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,18,130
ENSG00000177600.8,chr11,809902,810039,TSS,True,31,210
