gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF973OML_in_cov,type_B_pancreatic_cell_ENCFF973OML_total_cov
ENSG00000174780.16,chr4,56491430,56491674,PAS,True,91,345
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,71,241
ENSG00000047315.15,chr4,56978830,56979004,TSS,True,33,221
ENSG00000047315.15,chr4,57005245,57005375,PAS,True,166,204
ENSG00000047315.15,chr4,57030898,57031162,PAS,True,66,221
ENSG00000168769.13,chr4,105146979,105233896,ES,False,30,141
ENSG00000168769.13,chr4,105146518,105146979,TSS,True,21,163
ENSG00000163322.13,chr4,83469151,83476642,ES,True,31,201
ENSG00000163322.13,chr4,83482244,83484985,ES,False,188,213
ENSG00000163322.13,chr4,83460929,83462902,PAS,True,25,220
ENSG00000109572.13,chr4,169620514,169621063,TSS,True,43,100
ENSG00000013810.18,chr4,1721451,1721643,TSS,True,25,153
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,92,396
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,99,404
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,311,404
ENSG00000145431.10,chr4,156850416,156970785,ES,False,103,115
ENSG00000145431.10,chr4,156970785,156972046,TSS,True,28,144
ENSG00000198589.11,chr4,150264441,150265812,PAS,True,25,111
ENSG00000151725.11,chr4,184697803,184702088,ES,False,22,121
ENSG00000109814.11,chr4,39527282,39527619,TSS,True,58,504
ENSG00000109586.11,chr4,173168323,173168961,TSS,True,22,135
ENSG00000164039.14,chr4,103085462,103085698,IR,False,66,171
ENSG00000164039.14,chr4,103085462,103086479,5AS,False,154,217
ENSG00000164039.14,chr4,103085462,103086479,IR,False,154,259
ENSG00000134853.11,chr4,54229084,54229415,TSS,True,57,187
ENSG00000134853.11,chr4,54295124,54298246,PAS,False,139,159
ENSG00000134853.11,chr4,54281580,54282091,PAS,True,120,151
ENSG00000134853.11,chr4,54289008,54289108,PAS,True,92,154
ENSG00000164144.15,chr4,152780091,152829624,5AS,False,34,125
ENSG00000164144.15,chr4,152863714,152872451,ES,False,53,129
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,41,132
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,95,132
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,170,193
ENSG00000178988.10,chr4,6708643,6709230,IR,True,170,191
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,22,215
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,46,215
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,192,215
ENSG00000090989.17,chr4,55853797,55858313,5AS,False,25,150
ENSG00000090989.17,chr4,55883928,55890222,ES,False,49,137
ENSG00000090989.17,chr4,55853644,55853797,TSS,True,132,157
ENSG00000090989.17,chr4,55853619,55853953,TSS,True,32,157
ENSG00000090989.17,chr4,55904342,55905096,PAS,True,101,157
ENSG00000090989.17,chr4,55899684,55899821,PAS,True,83,156
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,32,141
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,118,179
ENSG00000138674.16,chr4,82860658,82863392,PAS,True,138,162
ENSG00000138674.16,chr4,82864385,82864598,PAS,True,136,162
ENSG00000138674.16,chr4,82824646,82824674,PAS,False,160,179
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,36,181
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,114,154
ENSG00000138698.14,chr4,98352601,98391951,ES,False,21,147
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,100,131
ENSG00000132463.13,chr4,70839227,70839890,TSS,False,104,131
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,106,131
ENSG00000153147.5,chr4,143543852,143543972,PAS,True,476,597
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,521,608
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,537,607
ENSG00000153147.5,chr4,143549996,143553414,PAS,True,538,608
ENSG00000168824.14,chr4,4386535,4387173,TSS,True,49,150
ENSG00000168824.14,chr4,4386371,4386643,TSS,True,109,150
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,13,127
ENSG00000141127.14,chr17,18858261,18865801,ES,False,45,169
ENSG00000141127.14,chr17,18856302,18856429,TSS,True,185,215
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,45,215
ENSG00000275700.4,chr17,36948935,36949216,TSS,True,13,105
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,137,278
ENSG00000141027.20,chr17,16149517,16151945,ES,False,201,420
ENSG00000141027.20,chr17,16194639,16198600,5AS,True,84,103
ENSG00000141027.20,chr17,16194639,16215361,ES,False,317,422
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,298,434
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,293,434
ENSG00000141027.20,chr17,16149449,16149517,PAS,True,380,430
ENSG00000141027.20,chr17,16146386,16146548,PAS,True,376,430
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,61,484
ENSG00000244045.12,chr17,28357642,28357881,TSS,True,16,155
ENSG00000108443.13,chr17,59930174,59931621,ES,False,109,124
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,60,257
ENSG00000188554.13,chr17,43209900,43211688,PAS,True,29,250
ENSG00000141699.10,chr17,42609085,42609558,TSS,True,21,157
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,51,321
ENSG00000004142.11,chr17,28357287,28357580,TSS,True,22,103
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,47,112
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,68,108
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,15,117
ENSG00000130935.9,chr17,67743742,67744208,PAS,True,48,363
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,34,235
ENSG00000008838.19,chr17,40033456,40035116,ES,False,186,217
ENSG00000008838.19,chr17,40053635,40054360,3AS,False,87,206
ENSG00000008838.19,chr17,40053657,40054360,3AS,False,105,119
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,37,246
ENSG00000094804.10,chr17,40287837,40288090,TSS,True,16,159
ENSG00000131473.16,chr17,41893174,41897748,ES,False,102,218
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,124,177
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,126,306
ENSG00000278053.4,chr17,37609738,37614353,PAS,True,149,262
ENSG00000278053.4,chr17,37619767,37619839,PAS,False,122,262
ENSG00000178927.17,chr17,82446696,82449169,ES,False,20,105
ENSG00000166260.11,chr17,54962915,54963305,IR,False,191,228
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,43,233
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,198,233
ENSG00000161533.11,chr17,75957566,75978533,ME,False,38,121
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,56,221
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,31,289
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,37,138
ENSG00000141198.15,chr17,54937108,54938515,PAS,True,112,137
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,85,184
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,160,184
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,155,184
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,13,112
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,36,341
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,166,608
ENSG00000006042.11,chr17,32928237,32931474,ES,False,114,618
ENSG00000006042.11,chr17,32928237,32931474,3AS,False,114,137
ENSG00000010244.18,chr17,32360967,32362913,ES,False,59,414
ENSG00000010244.18,chr17,32365487,32367771,ES,False,61,425
ENSG00000109065.11,chr17,74772054,74772217,IR,False,93,112
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,74,118
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,16,129
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,42,329
ENSG00000184009.11,chr17,81510329,81510478,IR,False,1576,5603
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,4038,5627
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,1607,5612
ENSG00000221926.12,chr17,15651090,15651858,TSS,True,43,229
ENSG00000221926.12,chr17,15684195,15684342,TSS,True,205,235
ENSG00000171401.14,chr17,41501362,41502373,3AS,False,84,130
ENSG00000171401.14,chr17,41501362,41502373,IR,True,84,104
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,95,669
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,96,122
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,58,122
ENSG00000168591.15,chr17,44187192,44187431,TSS,True,104,122
ENSG00000168591.15,chr17,44190500,44191930,PAS,True,19,121
ENSG00000011143.16,chr17,58206547,58207084,IR,True,93,115
ENSG00000011143.16,chr17,58205435,58206170,PAS,True,23,145
ENSG00000133193.12,chr17,73209768,73227164,ES,False,135,160
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,21,135
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,45,137
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,35,139
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,30,136
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,32,148
ENSG00000181885.18,chr17,7263158,7263234,TSS,True,122,148
ENSG00000258890.6,chr17,64514358,64519320,ES,False,30,110
ENSG00000258890.6,chr17,64537602,64537951,PAS,True,59,126
ENSG00000258890.6,chr17,64530925,64531598,PAS,True,108,123
ENSG00000258890.6,chr17,64532838,64533008,PAS,True,113,126
ENSG00000087995.15,chr17,62424012,62424218,IR,False,88,139
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,89,140
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,52,140
ENSG00000108465.14,chr17,47974448,47975158,IR,False,309,431
ENSG00000108465.14,chr17,47975653,47975868,IR,False,304,433
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,74,456
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,53,416
ENSG00000136504.11,chr17,49805445,49811475,ES,False,28,135
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,55,244
ENSG00000109113.19,chr17,28716058,28716902,3AS,False,166,185
ENSG00000109113.19,chr17,28716058,28717212,ES,False,21,178
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,127,257
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,164,257
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,14,122
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,14,127
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,11,104
ENSG00000109046.14,chr17,27306882,27309099,ES,True,461,603
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,461,717
ENSG00000109046.14,chr17,27307907,27309099,5AS,True,15,140
ENSG00000109046.14,chr17,27307919,27309099,3AS,True,94,107
ENSG00000109046.14,chr17,27307919,27309099,5AS,True,94,124
ENSG00000109046.14,chr17,27307919,27309099,IR,True,94,347
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,164,1035
ENSG00000168259.14,chr17,41987910,41988731,IR,True,175,218
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,92,224
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,196,224
ENSG00000168259.14,chr17,41986549,41988896,PAS,True,182,222
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,39,224
ENSG00000108654.14,chr17,64500773,64501056,IR,False,28,248
ENSG00000108654.14,chr17,64500882,64502009,IR,False,28,244
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,86,159
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,57,243
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,36,280
ENSG00000175061.17,chr17,16439414,16440184,ES,False,820,1091
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,138,1138
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,1019,1138
ENSG00000108406.9,chr17,59607032,59608352,PAS,True,16,140
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,200,234
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,57,234
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,52,204
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,69,158
ENSG00000177731.15,chr17,18244781,18245272,PAS,True,31,202
ENSG00000177731.15,chr17,18248798,18248883,PAS,True,153,177
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,60,202
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,140,381
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,303,380
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,49,234
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,190,239
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,60,239
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,434,555
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,454,553
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,463,553
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,461,553
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,101,567
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,70,445
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,393,445
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,23,116
ENSG00000179409.10,chr17,752132,752275,TSS,True,47,187
ENSG00000089685.14,chr17,78214789,78216663,ES,False,632,711
ENSG00000167183.2,chr17,47953263,47957656,3AS,True,90,106
ENSG00000167183.2,chr17,47951966,47953263,PAS,False,17,108
ENSG00000167183.2,chr17,47951969,47953266,PAS,True,91,108
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,139,187
ENSG00000108424.9,chr17,47668196,47668410,TSS,False,162,185
ENSG00000126581.12,chr17,42818877,42819547,IR,False,183,211
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,133,207
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,144,218
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,85,218
ENSG00000121067.17,chr17,49622876,49677932,ES,False,275,390
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,129,149
ENSG00000166685.11,chr17,73203631,73204171,PAS,True,147,164
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,40,166
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,32,271
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,62,264
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,221,261
ENSG00000176974.19,chr17,18333288,18340042,ES,False,42,158
ENSG00000176974.19,chr17,18356000,18363371,ES,False,139,162
ENSG00000136450.12,chr17,58004001,58004922,IR,False,44,299
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,262,305
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,64,304
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,55,325
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,95,112
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,19,112
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,14,136
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,101,126
ENSG00000174231.16,chr17,1661905,1662149,TSS,False,111,126
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,27,134
ENSG00000133026.12,chr17,8569812,8577235,ES,False,1446,1845
ENSG00000133026.12,chr17,8576669,8577235,3AS,False,44,399
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,344,1878
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,1669,1878
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,279,2002
ENSG00000133026.12,chr17,8499269,8499477,TSS,True,117,131
ENSG00000012048.21,chr17,43044287,43045802,PAS,True,84,103
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,61,106
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,70,106
ENSG00000167842.15,chr17,5486684,5488822,ES,False,155,201
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,117,138
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,29,146
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,18,150
ENSG00000163597.14,chr17,76557857,76561287,ES,False,586,990
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,83,127
ENSG00000133424.20,chr22,33337645,33337689,TSS,True,115,128
ENSG00000133424.20,chr22,33437972,33438310,TSS,True,112,128
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,16,146
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,43,101
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,86,100
ENSG00000100335.14,chr22,39504534,39511287,ES,False,97,108
ENSG00000100335.14,chr22,39512026,39512317,3AS,False,51,110
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,22,130
ENSG00000100296.13,chr22,29549158,29553670,ES,False,151,185
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,49,235
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,209,235
ENSG00000100014.19,chr22,24270983,24302194,ES,False,111,140
ENSG00000100014.19,chr22,24321323,24321404,IR,True,15,147
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,20,162
ENSG00000100014.19,chr22,24330255,24331467,PAS,False,130,149
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,107,149
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,96,149
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,123,149
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,125,400
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,284,394
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,27,257
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,93,356
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,270,356
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,111,164
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,123,164
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,128,164
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,215,376
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,11,107
ENSG00000100099.20,chr22,26451474,26453404,PAS,True,17,106
ENSG00000100099.20,chr22,26483764,26483865,TSS,True,68,108
ENSG00000100099.20,chr22,26483673,26483828,TSS,True,79,108
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,15,136
ENSG00000100320.22,chr22,35746561,35759887,ES,False,23,122
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,72,121
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,83,121
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,60,164
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,39,355
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,66,252
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,186,251
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,33,108
ENSG00000099968.17,chr22,17683321,17702242,ES,False,13,100
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,22,124
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,11,105
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,55,246
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,66,243
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,179,244
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,132,239
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,127,306
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,254,306
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,41,306
ENSG00000182944.17,chr22,29288605,29289694,PAS,True,263,293
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,59,406
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,35,254
ENSG00000100359.20,chr22,40400813,40402138,ES,False,33,119
ENSG00000100359.20,chr22,40409018,40409249,IR,False,105,117
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,15,134
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,14,132
ENSG00000136811.16,chr9,128459657,128460549,3AS,False,40,315
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,59,266
ENSG00000136811.16,chr9,128461067,128471307,ES,False,46,252
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,46,347
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,306,342
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,109,141
ENSG00000197694.15,chr9,128615629,128615840,TSS,True,92,103
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,41,139
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,289,353
ENSG00000137040.9,chr9,6014356,6015471,IR,False,21,105
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,85,106
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,85,106
ENSG00000172785.18,chr9,135030,152033,ES,False,13,115
ENSG00000172785.18,chr9,175784,178815,ES,False,95,124
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,12,119
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,150,188
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,86,267
ENSG00000196305.17,chr9,92255606,92256800,PAS,True,200,235
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,228,267
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,111,267
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,26,109
ENSG00000136937.12,chr9,97671085,97674770,PAS,True,15,107
ENSG00000148308.17,chr9,133054809,133056011,ES,False,133,165
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,99,117
ENSG00000148180.19,chr9,121281562,121301962,ES,False,273,306
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,72,261
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,195,261
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,91,241
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,152,243
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,92,243
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,114,131
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,116,135
ENSG00000198887.8,chr9,70282421,70283479,PAS,True,115,129
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,104,131
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,113,233
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,126,233
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,72,622
ENSG00000136824.18,chr9,104094252,104094477,TSS,True,89,109
ENSG00000136824.18,chr9,104094248,104094486,TSS,True,93,109
ENSG00000136824.18,chr9,104094546,104094838,TSS,False,82,109
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,26,175
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,101,352
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,301,357
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,317,356
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,468,1812
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1365,1812
ENSG00000198876.12,chr9,34126353,34126735,TSS,False,21,108
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,15,113
ENSG00000148120.16,chr9,94726626,94726751,TSS,True,88,120
ENSG00000148120.16,chr9,95003833,95004286,TSS,False,57,103
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,52,120
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,148,399
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,119,237
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,278,430
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,308,430
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,312,430
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,29,209
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,37,111
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,88,111
ENSG00000148053.15,chr9,84668487,84668785,TSS,False,380,444
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,290,444
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,343,444
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,376,444
ENSG00000198000.11,chr9,92319356,92321667,ES,False,134,150
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,72,125
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,14,139
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,96,157
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,66,155
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,105,157
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,85,157
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,31,251
ENSG00000122692.8,chr9,33053724,33056239,PAS,True,222,251
ENSG00000119392.14,chr9,128504904,128508875,ES,True,142,168
ENSG00000135046.13,chr9,73151924,73154197,IR,True,32,135
ENSG00000135046.13,chr9,73151924,73154460,IR,True,239,342
ENSG00000135046.13,chr9,73151924,73158521,ME,True,238,272
ENSG00000078725.12,chr9,119369055,119369497,TSS,True,32,105
ENSG00000078725.12,chr9,119360457,119360657,TSS,True,90,105
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,60,240
ENSG00000148187.17,chr9,122264938,122270863,ES,False,90,102
ENSG00000148187.17,chr9,122285287,122291748,5AS,True,78,100
ENSG00000148187.17,chr9,122264606,122264938,TSS,True,13,128
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,14,127
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,778,1938
ENSG00000165119.20,chr9,83973399,83974516,ES,False,321,1886
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,791,1950
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1171,1950
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,951,1957
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1191,1957
ENSG00000221829.9,chr9,35077399,35078140,IR,True,137,153
ENSG00000221829.9,chr9,35079535,35079730,IR,False,30,148
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,36,155
ENSG00000221829.9,chr9,35079730,35080055,TSS,False,125,155
ENSG00000198467.14,chr9,35684550,35685268,ME,False,31,105
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,28,118
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,101,117
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,35,237
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,211,236
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,11,103
ENSG00000119523.9,chr9,99218836,99221546,ES,True,149,179
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,31,138
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,43,152
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,118,152
ENSG00000182150.15,chr9,95875524,95876084,TSS,False,20,136
ENSG00000182150.15,chr9,95971932,95978059,PAS,True,27,133
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,30,150
ENSG00000165304.7,chr9,36573007,36581643,ES,True,139,188
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,139,189
ENSG00000165304.7,chr9,36581739,36589535,ES,False,62,220
ENSG00000165304.7,chr9,36589652,36597221,ES,False,25,226
ENSG00000165304.7,chr9,36651877,36665349,ES,False,31,255
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,55,255
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,203,255
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,82,314
ENSG00000137074.18,chr9,32987731,32988082,IR,False,45,166
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,70,166
ENSG00000137074.18,chr9,32989895,33001566,ES,True,109,135
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,30,209
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,58,193
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,107,127
