gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF211JEP_in_cov,endodermal_cell_ENCFF211JEP_total_cov
ENSG00000141552.17,chr17,81891841,81894466,ES,False,136,359
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,136,234
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,512,868
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,509,868
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,138,195
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,35,219
ENSG00000178307.9,chr17,21198840,21214090,ES,False,124,149
ENSG00000136450.12,chr17,58004001,58004922,IR,False,80,611
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,540,619
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,115,617
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,144,663
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,569,663
ENSG00000083457.11,chr17,3720402,3723687,ES,False,155,173
ENSG00000182628.12,chr17,59112345,59131280,ES,False,61,163
ENSG00000182628.12,chr17,59131367,59155130,5AS,False,148,165
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,60,227
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,20,135
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,125,311
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,256,309
ENSG00000108961.13,chr17,8289588,8289812,IR,False,97,139
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,47,152
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,113,149
ENSG00000108523.15,chr17,4940726,4940922,IR,False,18,171
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,165,226
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,185,226
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,126,226
ENSG00000109016.17,chr17,21126927,21126991,TSS,False,22,111
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,225,273
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,70,295
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,247,295
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,102,115
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,22,115
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,48,154
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,123,152
ENSG00000163597.14,chr17,76557857,76561287,ES,False,159,244
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,40,284
ENSG00000129197.14,chr17,5422829,5426235,ES,False,28,142
ENSG00000129197.14,chr17,5422829,5432541,ES,False,45,220
ENSG00000129197.14,chr17,5426082,5432541,ES,False,20,135
ENSG00000129197.14,chr17,5426299,5432541,ES,False,33,152
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,40,263
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,225,258
ENSG00000100281.13,chr22,35257557,35263077,ES,False,68,119
ENSG00000100281.13,chr22,35263874,35264647,ES,False,70,119
ENSG00000100281.13,chr22,35257476,35257557,TSS,True,15,134
ENSG00000100281.13,chr22,35264026,35264096,TSS,True,120,134
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,50,310
ENSG00000239900.12,chr22,40364365,40366435,ES,False,59,453
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,15,114
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,133,1270
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,12,102
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,23,102
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,85,102
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,400,916
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,519,915
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,84,165
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,78,408
ENSG00000183765.21,chr22,28725367,28734402,ES,False,95,109
ENSG00000183765.21,chr22,28725367,28741768,ES,False,11,109
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,16,126
ENSG00000100211.10,chr22,38656750,38668016,ES,False,168,201
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,95,306
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,215,306
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,30,284
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,204,589
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,455,587
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,139,655
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,559,655
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,113,163
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,81,163
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,103,117
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,61,287
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,237,285
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,42,319
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,44,289
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,61,284
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,18,115
ENSG00000128311.13,chr22,37019399,37019448,TSS,False,11,108
ENSG00000100320.22,chr22,35746561,35759887,ES,False,13,111
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,75,111
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,86,121
ENSG00000100320.22,chr22,35761201,35762171,TSS,True,61,119
ENSG00000100316.15,chr22,39318566,39319594,IR,True,108,144
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,2155,15639
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,108,199
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,217,375
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,321,374
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,248,363
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,36,108
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,47,105
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,63,105
ENSG00000172785.18,chr9,175784,178815,ES,False,416,547
ENSG00000172785.18,chr9,119276,121573,PAS,True,89,557
ENSG00000172785.18,chr9,172901,173366,PAS,True,474,552
ENSG00000107223.12,chr9,136862496,136862905,IR,False,89,122
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,139,1109
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,143,172
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,128,172
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,105,172
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,81,140
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,61,136
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,126,346
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,221,348
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,127,348
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,43,361
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,251,289
ENSG00000106853.19,chr9,111563231,111570090,ES,False,1215,1446
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,524,1545
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,1109,1545
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,27,109
ENSG00000099810.19,chr9,21854665,21854870,TSS,False,91,107
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,11,100
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1140,7675
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,6630,7675
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,35,225
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,165,291
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,77,120
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,194,361
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,282,361
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,319,361
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,64,106
ENSG00000198917.12,chr9,128824770,128824848,TSS,False,52,104
ENSG00000106733.20,chr9,75077580,75083086,ES,False,95,125
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,63,188
ENSG00000106733.20,chr9,75069894,75069971,TSS,True,131,182
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,55,435
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,173,890
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,29,163
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,21,165
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,26,161
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,141,160
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,74,124
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,53,119
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,81,247
ENSG00000107371.12,chr9,37780880,37783913,ES,False,39,127
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,135,259
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,27,268
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,80,252
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,71,689
ENSG00000164978.17,chr9,34329500,34329599,TSS,False,22,135
ENSG00000164978.17,chr9,34338707,34338847,TSS,True,121,135
ENSG00000122694.15,chr9,36136709,36136791,TSS,False,24,108
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,190,657
ENSG00000165119.20,chr9,83973399,83974516,ES,False,101,550
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,253,282
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,200,667
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,477,667
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,988,1229
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,976,1229
ENSG00000244187.7,chr9,136791424,136791625,IR,False,120,146
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,777,903
ENSG00000244187.7,chr9,136791424,136791946,5AS,False,98,123
ENSG00000244187.7,chr9,136791424,136792250,ME,True,98,109
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,24,132
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,35,216
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,185,213
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,30,216
ENSG00000107020.9,chr9,5361888,5436568,ES,True,18,148
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,69,401
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,349,396
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,19,110
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,40,336
ENSG00000095209.11,chr9,105694346,105694772,TSS,False,23,193
ENSG00000147996.16,chr9,65692608,65698514,ES,False,43,111
ENSG00000147996.16,chr9,65698561,65702969,ES,False,22,113
ENSG00000147996.16,chr9,65731867,65733509,ES,True,29,117
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,66,184
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,116,177
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,62,201
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,93,236
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,171,236
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,34,227
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,19,161
ENSG00000165304.7,chr9,36573007,36581643,ES,True,100,112
ENSG00000165304.7,chr9,36573007,36589535,ES,False,15,119
ENSG00000165304.7,chr9,36581739,36589535,ES,False,39,107
ENSG00000165304.7,chr9,36589652,36597221,ES,False,30,106
ENSG00000165304.7,chr9,36651877,36665349,ES,False,15,136
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,55,182
ENSG00000137074.18,chr9,32987731,32988082,IR,False,95,207
ENSG00000137074.18,chr9,32987731,32989758,ES,False,21,117
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,21,144
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,113,210
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,182,263
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,152,274
ENSG00000167113.10,chr9,128333473,128334072,PAS,True,18,127
ENSG00000164967.9,chr9,34612063,34612106,TSS,False,13,100
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,39,197
ENSG00000160446.18,chr9,128721480,128721650,3AS,False,39,235
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,51,247
ENSG00000160446.18,chr9,128720865,128721480,PAS,False,208,247
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,54,314
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,67,381
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,421,469
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,57,498
ENSG00000186298.11,chr12,110719808,110721165,PAS,True,14,133
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,30,145
ENSG00000167272.10,chr12,120579597,120581114,ES,False,19,138
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,135,366
ENSG00000092841.18,chr12,56160320,56160625,IR,False,149,180
ENSG00000092841.18,chr12,56160670,56161386,IR,True,169,200
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1220,5036
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,4327,5035
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,87,126
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,101,126
ENSG00000161800.12,chr12,49999140,49999273,TSS,True,113,126
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,121,735
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,168,941
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,24,163
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,142,163
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,15,112
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,18,149
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,43,143
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,103,143
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,512,572
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,397,663
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,421,651
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,27,231
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,30,233
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,207,233
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,107,131
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,107,189
ENSG00000182196.13,chr12,122981266,122981594,IR,False,107,133
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,75,261
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,529,2654
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,2349,2651
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,235,1399
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1228,1399
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,250,1987
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,17,144
ENSG00000256995.6,chr12,22699665,22700094,TSS,True,35,154
ENSG00000256995.6,chr12,23173388,23179354,PAS,True,71,133
ENSG00000257345.2,chr12,93006229,93019410,ES,True,190,226
ENSG00000257345.2,chr12,93005911,93006013,TSS,True,201,228
ENSG00000257345.2,chr12,93005987,93006229,TSS,True,29,228
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,497,3940
ENSG00000139372.14,chr12,103965802,103966060,TSS,True,11,103
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,70,106
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,19,135
ENSG00000135506.15,chr12,57719182,57720405,ES,False,83,138
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,35,145
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,57,388
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,103,237
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,166,237
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,99,115
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,45,146
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,131,146
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,128,146
ENSG00000184047.17,chr12,122218397,122225964,ME,False,45,213
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,19,160
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,31,140
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,131,162
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,53,162
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,37,138
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,17,111
ENSG00000183283.15,chr12,51270717,51271369,PAS,False,114,138
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,127,558
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,437,545
ENSG00000139719.10,chr12,122266306,122266495,TSS,True,34,102
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,45,169
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,141,169
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,91,857
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,112,278
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,47,179
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,145,179
ENSG00000134283.17,chr12,42326229,42335882,ES,False,261,298
ENSG00000134283.17,chr12,42335974,42355160,ES,False,136,300
ENSG00000134283.17,chr12,42375074,42387455,ES,False,232,297
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,72,205
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,111,133
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,24,164
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,76,318
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,254,318
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,75,364
ENSG00000111596.12,chr12,70319364,70335437,ES,False,20,123
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,24,143
ENSG00000120833.13,chr12,93570339,93571216,TSS,False,122,147
ENSG00000120833.13,chr12,93572521,93573036,TSS,True,107,147
ENSG00000120833.13,chr12,93571679,93571914,TSS,False,102,147
ENSG00000187109.13,chr12,76047718,76048392,IR,False,266,332
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,163,428
ENSG00000187109.13,chr12,76047718,76048420,IR,False,163,230
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,232,662
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,536,654
ENSG00000229117.8,chr12,56116659,56116774,IR,False,236,363
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,304,350
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,148,384
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,257,384
ENSG00000123349.13,chr12,53295639,53297849,ES,False,120,1161
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,305,476
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,179,477
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,304,2389
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,856,2378
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1370,2130
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,47,241
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,209,238
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,4694,5339
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,1186,5339
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,84,448
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,46,246
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,77,273
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,227,273
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,34,169
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,152,169
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,621,720
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,636,735
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,108,735
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,36,274
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,91,329
ENSG00000175183.9,chr12,76878962,76879019,TSS,True,293,329
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,292,457
ENSG00000197111.15,chr12,53462567,53465931,ES,False,180,426
ENSG00000197111.15,chr12,53467293,53468776,ES,False,55,377
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,79,404
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,277,567
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,474,567
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,49,200
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,127,245
ENSG00000111011.17,chr12,122519029,122521384,3AS,False,172,199
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,63,279
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,13,100
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,46,121
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,107,121
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,108,121
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,52,211
ENSG00000198056.13,chr12,56730356,56731734,PAS,True,19,114
ENSG00000075415.12,chr12,98593740,98593978,IR,False,36,122
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,131,1294
ENSG00000111581.9,chr12,68686883,68687073,TSS,True,51,128
ENSG00000111581.9,chr12,68731735,68732739,TSS,True,97,116
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,94,106
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,26,124
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1005,3586
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,3060,3586
ENSG00000139637.13,chr12,53299694,53299953,TSS,True,20,141
ENSG00000139637.13,chr12,53299686,53300262,TSS,True,126,141
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,5382,11145
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,9822,11137
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,8128,11137
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,249,577
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,445,559
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,162,256
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,38,151
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,118,148
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,37,163
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,178,1180
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,15,119
ENSG00000111275.12,chr12,111803946,111803973,TSS,True,164,232
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,92,232
ENSG00000139146.13,chr12,31298224,31326023,ES,True,96,135
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,27,163
ENSG00000111144.9,chr12,96003064,96006313,ES,False,170,486
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,33,192
ENSG00000139168.7,chr12,42312765,42313198,PAS,True,57,210
ENSG00000139168.7,chr12,42313896,42313986,PAS,True,151,202
ENSG00000173933.20,chr11,66640123,66646026,ES,False,187,387
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,140,512
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,75,465
ENSG00000110200.8,chr11,72111281,72111411,3AS,False,51,135
ENSG00000110200.8,chr11,72111286,72111441,5AS,False,20,104
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,19,170
ENSG00000214063.10,chr11,842831,842915,TSS,True,69,101
ENSG00000214063.10,chr11,842881,843050,TSS,False,85,101
ENSG00000214063.10,chr11,842892,843045,TSS,True,76,101
ENSG00000214063.10,chr11,844401,844587,TSS,False,87,101
ENSG00000137700.18,chr11,119029221,119030877,TSS,True,159,202
ENSG00000137700.18,chr11,119030848,119030908,TSS,False,65,202
ENSG00000118137.9,chr11,116837604,116837730,TSS,False,48,354
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,40,129
ENSG00000152558.14,chr11,102401915,102402063,TSS,True,95,124
ENSG00000167996.15,chr11,61967311,61967632,TSS,True,58,155
ENSG00000167996.15,chr11,61964986,61965082,TSS,True,133,155
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,107,488
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,17,101
ENSG00000149179.13,chr11,46936851,47052387,ES,False,22,187
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,60,197
ENSG00000159063.12,chr11,78139493,78139696,TSS,True,27,204
ENSG00000110315.6,chr11,10541121,10541232,TSS,True,55,117
ENSG00000162236.11,chr11,62831953,62832091,TSS,True,28,138
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,268,2467
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,203,231
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,49,133
ENSG00000150779.11,chr11,112085462,112086639,ES,False,231,267
ENSG00000173992.8,chr11,66599253,66599458,IR,False,225,279
ENSG00000255717.6,chr11,62853833,62854017,IR,False,151,172
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,51,219
ENSG00000148985.19,chr11,3797839,3797982,TSS,True,102,123
ENSG00000148985.19,chr11,3808530,3808651,TSS,True,45,123
ENSG00000137500.9,chr11,83274740,83280140,ES,False,60,314
ENSG00000137500.9,chr11,83280260,83285552,5AS,False,97,109
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,182,297
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,238,338
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,150,338
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,343,653
ENSG00000162174.12,chr11,62337574,62337966,3AS,False,99,136
ENSG00000162174.12,chr11,62337437,62337574,TSS,True,26,163
ENSG00000162174.12,chr11,62392078,62393415,PAS,True,30,153
ENSG00000162174.12,chr11,62356986,62357204,PAS,True,126,146
ENSG00000168000.14,chr11,62705617,62706258,5AS,False,18,132
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,101,218
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,191,218
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,705,787
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,103,808
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,17,124
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,177,205
ENSG00000167985.6,chr11,61430182,61445940,ES,False,34,257
ENSG00000167325.14,chr11,4094691,4095031,TSS,True,22,101
ENSG00000085063.15,chr11,33722463,33736381,ES,False,207,244
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,56,300
ENSG00000085063.15,chr11,33722378,33722467,TSS,True,264,300
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,341,2717
ENSG00000168496.3,chr11,61792650,61793028,TSS,False,32,184
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,92,243
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,173,202
ENSG00000167792.12,chr11,67612371,67612541,PAS,True,44,243
ENSG00000109881.16,chr11,27337119,27339035,PAS,True,105,180
ENSG00000109881.16,chr11,27341392,27341550,PAS,True,151,179
ENSG00000109881.16,chr11,27348471,27350439,PAS,True,107,176
ENSG00000084234.17,chr11,130122513,130126699,ES,False,123,276
ENSG00000084234.17,chr11,130135715,130140397,ES,False,226,275
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,147,417
ENSG00000084234.17,chr11,130122302,130122513,TSS,True,323,372
ENSG00000084234.17,chr11,130143346,130144811,PAS,True,61,363
