gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF469ATL_in_cov,chondrocyte_ENCFF469ATL_total_cov
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,20,113
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,25,119
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,99,119
ENSG00000183010.16,chr17,81933376,81934652,ES,False,63,534
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,214,306
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,442,656
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,406,656
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,566,656
ENSG00000108671.10,chr17,32480631,32480752,IR,False,140,156
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,20,160
ENSG00000131473.16,chr17,41893174,41897748,ES,False,80,220
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,130,197
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,55,253
ENSG00000004975.11,chr17,7229943,7230057,5AS,False,45,149
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,39,363
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,21,114
ENSG00000005884.17,chr17,50055758,50056645,TSS,True,66,121
ENSG00000161542.16,chr17,76353533,76354031,TSS,True,15,100
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,36,156
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,27,114
ENSG00000070540.12,chr17,68450897,68457341,ES,False,40,233
ENSG00000128422.16,chr17,41624077,41624579,TSS,True,44,424
ENSG00000166579.15,chr17,8460160,8466929,ES,False,50,115
ENSG00000166579.15,chr17,8435852,8436045,TSS,True,17,123
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,43,313
ENSG00000108784.9,chr17,42536655,42538338,ES,False,35,202
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,107,1001
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,116,687
ENSG00000141696.12,chr17,41811284,41811453,IR,True,252,282
ENSG00000141696.12,chr17,41811453,41812635,TSS,True,56,304
ENSG00000109065.11,chr17,74773039,74773575,IR,False,90,106
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,58,105
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,21,108
ENSG00000109065.11,chr17,74770540,74771834,PAS,True,96,108
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,14,111
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,409,3785
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,107,138
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,73,152
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,82,152
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,17,152
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,23,124
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,217,504
ENSG00000108298.11,chr17,39200339,39203109,TSS,True,302,504
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,23,105
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,68,271
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,21,160
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,27,171
ENSG00000062716.12,chr17,59837930,59838397,TSS,True,153,171
ENSG00000176658.16,chr17,32876777,32877296,TSS,True,33,130
ENSG00000187688.14,chr17,16426877,16427451,3AS,True,39,103
ENSG00000005243.9,chr17,48032233,48033862,ES,True,11,100
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,27,182
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,45,168
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,29,123
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,24,194
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,62,114
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,88,112
ENSG00000082641.15,chr17,48049277,48051628,TSS,True,95,111
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,160,680
PB_novel_304648,chr17,50185777,50185857,PAS,True,274,323
ENSG00000182534.13,chr17,76680879,76685071,ES,False,191,240
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,121,362
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,246,366
ENSG00000108465.14,chr17,47971152,47971361,IR,False,92,111
ENSG00000108465.14,chr17,47974448,47975158,IR,False,44,114
ENSG00000108465.14,chr17,47975653,47975868,IR,False,54,115
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,28,120
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,101,120
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,56,113
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,62,113
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,69,228
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,23,133
ENSG00000087191.12,chr17,63827460,63827923,TSS,True,116,133
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,34,156
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,30,204
ENSG00000109113.19,chr17,28715901,28716902,ES,False,19,176
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,47,218
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,187,218
ENSG00000072778.19,chr17,7222081,7222176,IR,False,346,513
ENSG00000072778.19,chr17,7222302,7222666,IR,True,372,514
ENSG00000072778.19,chr17,7222865,7223132,IR,False,290,517
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,88,531
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,15,101
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,29,113
ENSG00000109046.14,chr17,27306882,27307743,IR,True,121,139
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,44,132
ENSG00000109046.14,chr17,27307919,27309099,IR,True,22,145
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,32,210
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,78,155
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,96,914
ENSG00000198909.7,chr17,63632802,63646033,ES,False,61,100
ENSG00000198909.7,chr17,63685578,63688526,5AS,False,40,102
ENSG00000198909.7,chr17,63691862,63693548,ES,True,13,108
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,14,117
ENSG00000108654.14,chr17,64500326,64500548,IR,True,1050,1243
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,19,122
ENSG00000108654.14,chr17,64500773,64502009,IR,False,933,1229
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,210,1280
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,1101,1278
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,46,103
ENSG00000108840.15,chr17,44117704,44123503,5AS,True,90,102
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,72,162
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,126,162
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,220,2003
ENSG00000108639.7,chr17,78171054,78171738,ES,False,26,125
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,17,152
ENSG00000175061.17,chr17,16439414,16440184,ES,False,113,187
ENSG00000175061.17,chr17,16440253,16441367,ES,False,21,190
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,29,201
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,179,201
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,408,580
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,331,580
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,22,157
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,44,155
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,136,315
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,37,354
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,46,131
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,60,156
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,25,110
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,90,115
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,30,115
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,53,201
ENSG00000131469.14,chr17,42998437,43000102,TSS,True,179,201
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,170,201
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,76,592
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,97,151
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,14,129
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,84,761
ENSG00000171298.12,chr17,80101625,80104554,ES,False,95,132
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,35,167
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,287,487
ENSG00000121067.17,chr17,49622876,49677932,ES,False,103,135
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,13,101
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,94,110
ENSG00000108433.16,chr17,46932199,46938598,ES,False,12,115
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,16,138
ENSG00000132481.6,chr17,75876813,75877873,5AS,True,128,146
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,24,153
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,136,153
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,47,342
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,36,113
ENSG00000006282.20,chr17,50547285,50548282,ES,False,30,143
ENSG00000006282.20,chr17,50551679,50551968,IR,False,120,143
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,57,508
ENSG00000108561.8,chr17,5438841,5439193,TSS,False,13,115
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,81,246
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,116,153
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,49,153
ENSG00000169727.12,chr17,82051964,82053273,5AS,False,125,139
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,127,155
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,22,161
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,29,163
ENSG00000163597.14,chr17,76557857,76561287,ES,False,81,165
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,120,159
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,46,159
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,78,240
ENSG00000100241.20,chr22,50456673,50459254,ES,False,53,183
ENSG00000100241.20,chr22,50467690,50467785,3AS,False,121,158
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,42,200
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,83,216
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,164,216
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,52,320
ENSG00000100325.14,chr22,29825257,29832244,ES,False,24,154
ENSG00000100325.14,chr22,29832342,29838177,ES,False,79,152
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,21,193
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,55,277
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,44,184
ENSG00000188130.13,chr22,50255881,50256084,IR,False,89,100
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,30,106
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,86,106
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,46,108
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,73,108
ENSG00000025708.13,chr22,50527717,50529903,ES,True,12,101
ENSG00000025708.13,chr22,50529338,50529495,IR,False,115,132
ENSG00000025708.13,chr22,50529719,50529903,IR,False,75,106
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,16,154
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,128,154
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,50,154
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,87,101
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,87,102
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,15,102
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,45,372
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,29,130
ENSG00000184702.19,chr22,19714057,19714631,TSS,True,302,343
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,171,343
ENSG00000184702.19,chr22,19722427,19724782,PAS,True,56,313
ENSG00000184702.19,chr22,19723853,19724785,PAS,False,289,343
ENSG00000196576.14,chr22,50290597,50294725,5AS,False,36,115
ENSG00000196576.14,chr22,50290597,50307552,ES,True,35,140
ENSG00000196576.14,chr22,50294778,50307552,ES,True,72,102
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,178,319
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,17,140
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,33,142
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,977,2185
ENSG00000128165.8,chr22,50481546,50481957,TSS,True,41,108
ENSG00000100242.15,chr22,38752665,38755762,ES,False,132,195
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,54,250
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,31,149
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,25,173
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,26,244
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,22,206
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,60,116
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,78,116
ENSG00000244486.8,chr22,20429340,20429535,3AS,False,122,152
ENSG00000244486.8,chr22,20437581,20438352,TSS,True,41,178
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,106,266
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,91,373
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,23,198
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,39,258
ENSG00000099917.17,chr22,20568631,20582610,ES,False,76,130
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,34,159
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,123,142
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,30,175
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,389,598
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,209,600
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,63,119
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,21,139
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,32,160
ENSG00000100359.20,chr22,40400813,40402138,ES,False,67,141
ENSG00000100359.20,chr22,40409018,40409249,IR,False,108,140
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,25,156
ENSG00000100359.20,chr22,40410131,40412320,PAS,True,143,159
ENSG00000100239.15,chr22,50372150,50393892,ES,False,103,119
ENSG00000100239.15,chr22,50436452,50437505,ES,False,72,126
ENSG00000100239.15,chr22,50438762,50439700,3AS,False,111,126
ENSG00000197694.15,chr9,128591625,128594174,ES,False,91,104
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,77,152
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,21,114
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,227,425
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,280,478
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,247,478
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,13,107
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,15,111
ENSG00000097007.17,chr9,130834777,130835525,TSS,False,48,119
ENSG00000107372.12,chr9,72360787,72364695,ES,False,49,112
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,18,138
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,40,183
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,158,183
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,19,132
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,135,185
ENSG00000148180.19,chr9,121281562,121301962,ME,False,208,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,207,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,205,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,205,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,205,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,205,243
ENSG00000148180.19,chr9,121281562,121301962,ME,False,205,243
ENSG00000148180.19,chr9,121281562,121301962,ES,False,643,894
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,183,1146
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,26,130
ENSG00000153714.5,chr9,12775019,12776027,TSS,True,19,130
ENSG00000153714.5,chr9,12821385,12823059,PAS,False,18,130
ENSG00000148337.20,chr9,128185776,128190328,ES,False,35,180
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,44,211
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,57,356
ENSG00000119487.16,chr9,125484583,125543058,ES,False,57,197
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,72,152
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,126,152
ENSG00000011454.16,chr9,122940989,122941093,TSS,True,103,127
ENSG00000011454.16,chr9,122941000,122941088,TSS,False,113,127
ENSG00000011454.16,chr9,123073898,123074428,TSS,True,81,124
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,34,115
ENSG00000106976.20,chr9,128239779,128242231,ES,False,65,144
ENSG00000106976.20,chr9,128250330,128250724,5AS,True,26,158
ENSG00000106976.20,chr9,128250940,128254005,ES,False,104,116
ENSG00000106976.20,chr9,128250940,128254008,3AS,True,43,159
ENSG00000106976.20,chr9,128203344,128203631,TSS,True,27,169
ENSG00000106976.20,chr9,128254005,128255256,PAS,True,46,162
ENSG00000106976.20,chr9,128254008,128255256,PAS,False,119,162
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,355,411
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,72,411
ENSG00000147852.15,chr9,2650516,2651873,ES,False,24,170
ENSG00000148120.16,chr9,94921184,94921345,TSS,True,95,116
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,72,116
ENSG00000148120.16,chr9,95082574,95087157,PAS,True,101,114
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,82,115
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,103,115
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,70,115
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,36,146
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,38,163
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,42,348
ENSG00000107164.15,chr9,130632278,130635998,ES,True,39,140
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,176,420
ENSG00000165119.20,chr9,83973399,83974516,ES,False,46,412
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,133,164
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,177,421
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,245,421
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,209,446
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,314,446
ENSG00000176978.13,chr9,137112230,137112744,IR,True,118,152
ENSG00000176978.13,chr9,137114576,137114646,IR,False,104,146
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,52,157
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,115,157
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,25,131
ENSG00000160445.10,chr9,128753959,128771580,ES,False,15,100
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,25,110
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,112,137
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,37,137
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,58,105
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,70,105
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,62,110
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,16,122
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,36,153
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,133,153
ENSG00000198467.14,chr9,35684550,35684731,IR,False,86,134
ENSG00000198467.14,chr9,35684807,35685268,3AS,False,63,108
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,75,687
ENSG00000148341.17,chr9,129010693,129012235,IR,False,119,143
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,33,167
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,14,107
ENSG00000106803.9,chr9,99227958,99228000,TSS,True,95,107
ENSG00000095321.16,chr9,129108077,129110482,ES,False,80,113
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,17,130
ENSG00000165688.11,chr9,136416391,136416950,IR,False,119,134
ENSG00000095383.19,chr9,98255172,98256104,TSS,True,18,121
ENSG00000147872.9,chr9,19127418,19127535,TSS,True,40,291
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,42,233
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,204,233
ENSG00000130635.15,chr9,134825904,134834970,ME,False,946,2658
ENSG00000167110.17,chr9,128275892,128276056,TSS,True,91,120
ENSG00000197355.10,chr9,137077422,137077821,TSS,True,27,103
ENSG00000106799.12,chr9,99129100,99132508,3AS,False,112,126
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,18,142
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,13,109
ENSG00000067182.7,chr12,6330711,6333068,ES,False,23,115
ENSG00000092841.18,chr12,56160320,56161386,ES,False,400,1537
ENSG00000092841.18,chr12,56160320,56161386,IR,True,400,474
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,450,1643
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,1291,1643
ENSG00000060138.12,chr12,10704148,10713210,ES,False,179,647
ENSG00000182199.10,chr12,57231000,57231712,ES,False,32,200
ENSG00000182199.10,chr12,57232292,57232452,3AS,False,186,213
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,426,512
ENSG00000182199.10,chr12,57230053,57230244,TSS,True,447,512
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,239,512
ENSG00000177425.10,chr12,79587790,79592693,PAS,True,11,108
ENSG00000177425.10,chr12,79689728,79690580,TSS,True,64,111
ENSG00000177425.10,chr12,79690871,79691356,TSS,False,56,111
ENSG00000130779.20,chr12,122380558,122422520,ES,False,94,105
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,20,125
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,31,274
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,61,129
ENSG00000072609.17,chr12,132861634,132870723,ES,False,12,117
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,43,135
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,106,135
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,53,210
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,482,699
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,328,700
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,71,372
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,315,372
ENSG00000008405.11,chr12,106991363,106992001,PAS,False,12,103
ENSG00000174099.11,chr12,65278865,65326825,ES,False,187,285
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,36,328
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,240,791
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,637,790
ENSG00000182196.13,chr12,122981809,122982030,IR,False,15,127
ENSG00000182196.13,chr12,122982538,122982619,IR,False,111,127
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,54,128
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,108,128
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,17,128
ENSG00000182196.13,chr12,122982468,122983476,PAS,True,115,128
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,193,216
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,41,241
ENSG00000089159.16,chr12,120215273,120221622,ES,False,102,127
ENSG00000089159.16,chr12,120215273,120221622,3AS,False,102,122
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,29,172
ENSG00000134294.13,chr12,46367340,46370775,ES,False,32,214
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,74,258
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,82,101
ENSG00000198431.15,chr12,104287109,104311289,ES,False,18,101
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,39,140
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,122,140
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,107,346
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,670,885
ENSG00000135506.15,chr12,57719182,57720405,ES,False,530,901
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,194,306
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,63,370
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,60,128
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,62,130
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,70,130
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,214,310
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,111,335
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,238,335
ENSG00000166130.14,chr12,98613404,98614340,PAS,False,108,145
ENSG00000166130.14,chr12,98624248,98626766,PAS,False,37,145
ENSG00000151135.9,chr12,106956065,106967110,ES,False,58,206
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,107,133
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,23,152
ENSG00000111450.13,chr12,130791916,130798524,3AS,True,18,113
ENSG00000111450.13,chr12,130789501,130791977,PAS,True,22,117
ENSG00000111450.13,chr12,130789599,130791916,PAS,True,99,117
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,26,107
ENSG00000110811.19,chr12,6828011,6828938,TSS,False,31,166
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,258,2414
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,18,159
ENSG00000176915.14,chr12,132755133,132761617,ES,True,320,366
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,89,113
ENSG00000135480.15,chr12,52232613,52233620,TSS,True,41,341
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,31,126
ENSG00000166226.12,chr12,69585422,69585524,TSS,True,22,218
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,15,103
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,50,244
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,55,125
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,19,114
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,22,117
ENSG00000175183.9,chr12,76878962,76879019,TSS,True,98,117
ENSG00000139641.12,chr12,56133873,56134109,3AS,False,356,413
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,48,440
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,47,108
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,49,237
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,19,121
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,85,102
ENSG00000111652.9,chr12,6724818,6728222,ES,False,19,125
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,41,126
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,107,126
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,109,126
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,180,201
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,183,208
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,34,208
ENSG00000075415.12,chr12,98593740,98593974,IR,False,222,272
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,73,308
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,258,308
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,81,114
ENSG00000175727.13,chr12,122135354,122135666,TSS,False,93,114
