gene,chr,start,end,splice_type,novel,neural_crest_cell_ENCFF319JFG_in_cov,neural_crest_cell_ENCFF319JFG_total_cov
ENSG00000090989.17,chr4,55904342,55905096,PAS,True,89,116
ENSG00000090989.17,chr4,55899684,55899821,PAS,True,60,115
ENSG00000090989.17,chr4,55902343,55902519,PAS,True,99,116
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,78,130
ENSG00000138698.14,chr4,98352601,98391951,ES,False,17,126
ENSG00000138698.14,chr4,98420144,98421257,3AS,False,16,127
ENSG00000153147.5,chr4,143513443,143514101,TSS,False,44,365
ENSG00000153147.5,chr4,143543852,143543972,PAS,True,301,356
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,322,364
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,313,362
ENSG00000153147.5,chr4,143547384,143547465,PAS,True,320,362
ENSG00000141127.14,chr17,18858261,18865801,ES,False,40,154
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,27,181
ENSG00000109084.13,chr17,28319365,28325507,3AS,True,19,172
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,46,219
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,59,120
ENSG00000141027.20,chr17,16149517,16151945,ES,False,117,213
ENSG00000141027.20,chr17,16194639,16215361,ES,False,182,217
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,169,228
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,167,228
ENSG00000141027.20,chr17,16136201,16137412,PAS,True,188,226
ENSG00000141027.20,chr17,16149449,16149517,PAS,True,202,225
ENSG00000141027.20,chr17,16146386,16146548,PAS,True,188,225
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,40,257
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,30,110
ENSG00000076382.16,chr17,28577562,28577770,PAS,True,38,271
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,48,271
ENSG00000130935.9,chr17,67743742,67744208,PAS,True,50,397
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,20,174
ENSG00000131473.16,chr17,41893174,41897748,ES,False,209,359
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,185,296
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,147,444
ENSG00000278053.4,chr17,37609738,37614353,PAS,True,90,183
ENSG00000278053.4,chr17,37619767,37619839,PAS,False,105,183
ENSG00000166260.11,chr17,54962915,54963305,IR,False,89,103
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,20,109
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,95,109
ENSG00000141562.17,chr17,82483779,82484812,IR,False,95,106
ENSG00000072210.18,chr17,19671956,19675557,ES,False,100,115
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,20,121
ENSG00000171928.13,chr17,18789349,18789435,TSS,False,103,121
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,67,132
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,107,132
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,107,132
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,14,132
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,101,472
ENSG00000006042.11,chr17,32928237,32931474,ES,False,44,206
ENSG00000010244.18,chr17,32365487,32367771,ES,False,86,287
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,36,312
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,46,390
ENSG00000184009.11,chr17,81510329,81510478,IR,False,612,2186
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,1575,2193
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,620,2179
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,54,401
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,19,104
ENSG00000087995.15,chr17,62424012,62424218,IR,False,62,102
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,65,105
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,43,105
ENSG00000108465.14,chr17,47974448,47975158,IR,False,196,240
ENSG00000108465.14,chr17,47975653,47975868,IR,False,186,236
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,26,233
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,43,107
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,78,105
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,26,239
ENSG00000109046.14,chr17,27306882,27309099,ES,True,335,389
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,335,478
ENSG00000109046.14,chr17,27307919,27309099,IR,True,33,181
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,103,652
ENSG00000073969.18,chr17,46590543,46590787,TSS,True,15,104
ENSG00000168259.14,chr17,41987910,41988731,IR,True,112,129
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,56,132
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,103,132
ENSG00000168259.14,chr17,41986549,41988896,PAS,True,116,131
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,18,132
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,90,133
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,38,108
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,14,122
ENSG00000175061.17,chr17,16439414,16440184,ES,False,416,536
ENSG00000175061.17,chr17,16439703,16440184,IR,False,121,140
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,86,569
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,496,569
ENSG00000108592.16,chr17,63819102,63819994,PAS,False,18,120
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,16,120
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,115,305
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,236,304
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,31,180
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,161,192
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,46,192
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,360,419
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,363,418
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,329,418
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,330,418
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,69,427
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,47,346
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,166,192
ENSG00000121067.17,chr17,49622876,49677932,ES,False,197,247
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,17,125
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,15,119
ENSG00000136450.12,chr17,58004001,58004922,IR,False,28,268
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,242,270
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,36,269
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,32,154
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,131,153
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,105,117
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,16,117
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,28,124
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,102,124
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,27,101
ENSG00000125450.10,chr17,75207871,75208620,TSS,True,89,101
ENSG00000133026.12,chr17,8623277,8630653,ES,True,863,985
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,264,1091
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,908,1090
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,142,1134
ENSG00000012048.21,chr17,43094860,43099774,ES,False,16,116
ENSG00000012048.21,chr17,43099877,43104121,3AS,False,35,116
ENSG00000012048.21,chr17,43124115,43125276,5AS,False,49,108
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,80,127
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,74,127
ENSG00000167842.15,chr17,5486684,5488822,ES,False,104,139
ENSG00000163597.14,chr17,76557857,76561287,ES,False,536,865
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,15,108
ENSG00000239900.12,chr22,40364365,40366435,ES,False,51,477
ENSG00000100014.19,chr22,24270983,24302194,ES,False,87,117
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,14,133
ENSG00000100014.19,chr22,24330255,24331467,PAS,False,107,130
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,110,129
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,80,130
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,105,130
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,53,477
ENSG00000242247.10,chr22,42808890,42817141,ES,False,14,106
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,11,105
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,60,204
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,148,204
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,42,117
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,82,117
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,81,102
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,71,102
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,69,102
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,103,204
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,41,116
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,53,128
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,87,128
ENSG00000100297.15,chr22,35424153,35425430,PAS,False,19,106
ENSG00000100297.15,chr22,35423213,35427283,PAS,True,88,104
ENSG00000093009.9,chr22,19481045,19483861,ES,False,19,128
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,40,118
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,104,188
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,101,231
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,185,231
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,29,230
ENSG00000100227.17,chr22,42599793,42602769,ES,False,23,118
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,38,148
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,26,233
ENSG00000136811.16,chr9,128459657,128460549,3AS,False,29,174
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,48,149
ENSG00000136811.16,chr9,128461067,128471307,ES,False,28,129
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,55,199
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,152,197
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,182,231
ENSG00000137040.9,chr9,6014356,6015471,IR,False,13,101
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,88,102
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,89,102
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,207,297
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,101,380
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,291,380
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,154,380
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,55,186
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,135,186
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,37,164
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,129,167
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,40,167
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,25,127
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,28,163
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,23,146
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,20,198
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,40,193
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,175,197
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,333,1060
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,739,1060
ENSG00000136891.13,chr9,100301774,100302304,PAS,True,17,155
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,31,155
ENSG00000136891.13,chr9,100349183,100352938,TSS,True,133,154
ENSG00000198000.11,chr9,92319356,92321667,ES,False,96,107
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,15,100
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,87,112
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,30,110
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,79,112
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,60,112
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,95,112
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,23,156
ENSG00000122692.8,chr9,33053724,33056239,PAS,True,136,155
ENSG00000119392.14,chr9,128504904,128508875,ES,True,96,107
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,15,122
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,67,155
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,457,1310
ENSG00000165119.20,chr9,83973399,83974516,ES,False,198,1265
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,472,1324
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,866,1324
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,720,1335
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,801,1335
ENSG00000095261.13,chr9,120816037,120818163,PAS,True,18,146
ENSG00000147874.10,chr9,19053143,19056404,PAS,False,82,107
ENSG00000147874.10,chr9,19060153,19060223,PAS,True,93,107
ENSG00000147874.10,chr9,19063045,19063193,PAS,True,59,107
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,30,126
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,105,126
ENSG00000165304.7,chr9,36573007,36581643,ES,True,122,142
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,122,174
ENSG00000165304.7,chr9,36581739,36589535,ES,False,56,191
ENSG00000165304.7,chr9,36589652,36597221,ES,False,28,197
ENSG00000165304.7,chr9,36651877,36665349,ES,False,30,208
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,59,212
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,158,212
ENSG00000165304.7,chr9,36677159,36677942,PAS,True,29,212
ENSG00000165304.7,chr9,36665349,36665581,PAS,True,187,211
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,20,125
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,33,115
ENSG00000165219.21,chr9,125261959,125298889,ES,False,61,103
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,14,119
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,59,113
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,70,113
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,19,101
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,15,115
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,49,117
ENSG00000010292.12,chr12,6531326,6531968,PAS,True,31,115
ENSG00000010292.12,chr12,6530920,6531955,PAS,True,89,115
ENSG00000092841.18,chr12,56160320,56161386,ES,False,238,267
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,124,203
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,27,115
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,83,102
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,52,118
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,64,113
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,20,118
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,106,152
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,141,184
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,67,184
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,145,1155
ENSG00000110871.14,chr12,120522363,120528939,ES,False,115,137
ENSG00000087470.17,chr12,32737161,32738263,ES,False,46,101
ENSG00000087470.17,chr12,32737161,32740063,ES,False,24,154
ENSG00000087470.17,chr12,32743353,32745552,PAS,True,23,173
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,200,247
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,104,268
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,80,281
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,233,281
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,251,281
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,37,272
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,237,272
ENSG00000184613.10,chr12,44875814,44876359,TSS,True,112,292
ENSG00000184613.10,chr12,44876293,44876375,TSS,True,251,292
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,142,1021
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,335,1249
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,947,1247
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,147,225
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,136,224
ENSG00000111642.15,chr12,6581333,6581388,PAS,True,195,220
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,109,226
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,264,1269
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,1134,1263
ENSG00000111300.9,chr12,112048443,112053557,ES,False,165,187
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,146,604
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,26,111
ENSG00000167553.15,chr12,49269118,49269687,TSS,True,90,111
ENSG00000090612.20,chr12,133192003,133202143,ES,False,31,117
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,16,125
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,36,217
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,155,238
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,88,251
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,169,251
ENSG00000184047.17,chr12,122218397,122225964,ME,False,18,156
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,79,124
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,68,152
ENSG00000139697.13,chr12,123321534,123321732,PAS,True,136,152
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,107,152
ENSG00000139697.13,chr12,123364700,123365023,TSS,True,20,161
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,41,102
ENSG00000176871.8,chr12,118035213,118035412,TSS,True,91,102
ENSG00000073614.12,chr12,309872,309964,PAS,True,19,121
ENSG00000073614.12,chr12,388926,389635,TSS,True,23,125
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,323,2915
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,39,102
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,82,102
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,41,394
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,23,116
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,14,105
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,108,139
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,89,139
ENSG00000111371.15,chr12,46267224,46268525,TSS,False,125,139
ENSG00000139350.11,chr12,96907856,96917620,ES,False,20,104
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,39,170
ENSG00000139350.11,chr12,96907311,96907856,TSS,True,151,170
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,42,170
ENSG00000139350.11,chr12,96943559,96944643,PAS,True,145,168
ENSG00000051825.14,chr12,123203084,123210055,ES,False,40,114
ENSG00000051825.14,chr12,123223127,123230260,ES,False,21,116
ENSG00000051825.14,chr12,123152319,123156908,PAS,True,110,125
ENSG00000051825.14,chr12,123163214,123164090,PAS,True,106,125
ENSG00000051825.14,chr12,123193839,123194601,PAS,False,72,124
ENSG00000064102.14,chr12,26914128,26916001,ES,False,14,134
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,79,141
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,88,141
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,13,101
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,25,232
ENSG00000187109.13,chr12,76047718,76048392,IR,False,66,220
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,36,103
ENSG00000187109.13,chr12,76047718,76048420,IR,False,36,190
ENSG00000187109.13,chr12,76060279,76074202,ES,False,36,319
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,209,361
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,258,361
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,315,357
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,43,377
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,55,129
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,89,129
ENSG00000111602.11,chr12,56432521,56433025,3AS,False,27,142
ENSG00000111602.11,chr12,56416355,56417786,PAS,True,62,164
ENSG00000111602.11,chr12,56428235,56428405,PAS,True,122,150
ENSG00000111602.11,chr12,56449309,56449457,TSS,True,26,164
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,126,604
ENSG00000166598.14,chr12,103941422,103941547,TSS,True,395,458
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,330,603
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,366,499
ENSG00000166598.14,chr12,103942526,103942764,PAS,True,530,597
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,16,142
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,29,178
ENSG00000136051.14,chr12,105164640,105169134,PAS,True,103,124
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,41,122
ENSG00000075415.12,chr12,98593740,98593978,IR,False,136,253
ENSG00000028203.17,chr12,95252071,95257149,ES,False,88,132
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,89,143
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,27,166
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,159,354
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,265,355
ENSG00000111581.9,chr12,68713729,68715495,PAS,True,313,350
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,264,389
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,29,134
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,115,134
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,51,167
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,74,135
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,100,135
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,108,135
ENSG00000139620.12,chr12,48655060,48660467,5AS,False,30,159
ENSG00000139620.12,chr12,48660619,48667692,ES,False,135,158
ENSG00000060982.14,chr12,24948926,24949484,TSS,True,104,218
ENSG00000171681.12,chr12,14365492,14365827,TSS,True,66,129
ENSG00000171681.12,chr12,14384627,14385400,TSS,True,113,129
ENSG00000171681.12,chr12,14417967,14418576,TSS,True,113,129
ENSG00000171681.12,chr12,14423908,14425153,PAS,True,71,111
ENSG00000171681.12,chr12,14460494,14461133,PAS,True,86,119
ENSG00000171681.12,chr12,14475889,14476435,PAS,True,99,119
ENSG00000166986.14,chr12,57516434,57516660,PAS,True,39,384
ENSG00000139146.13,chr12,31298224,31326023,ES,True,227,285
ENSG00000111144.9,chr12,96003064,96006313,ES,False,74,267
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,187,216
ENSG00000173933.20,chr11,66640123,66646026,ES,False,29,189
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,55,242
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,214,242
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,42,230
ENSG00000256269.8,chr11,119092163,119092403,IR,False,93,104
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,28,161
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,35,329
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,30,104
ENSG00000005801.17,chr11,3360565,3370974,ES,False,100,145
ENSG00000005801.17,chr11,3371703,3379037,ES,False,94,151
ENSG00000178105.10,chr11,108841314,108843406,PAS,False,123,157
ENSG00000178105.10,chr11,108722996,108728059,PAS,True,104,156
ENSG00000178105.10,chr11,108838445,108838526,PAS,True,96,156
ENSG00000110619.17,chr11,3001248,3001969,5AS,False,127,187
ENSG00000110619.17,chr11,3040984,3042164,3AS,False,249,291
ENSG00000110619.17,chr11,3000919,3001248,PAS,True,117,305
ENSG00000110619.17,chr11,3005361,3005433,PAS,True,203,304
ENSG00000052841.14,chr11,43358871,43359113,TSS,True,21,102
ENSG00000052841.14,chr11,43493772,43494931,PAS,True,35,101
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,88,115
ENSG00000168000.14,chr11,62707108,62709676,TSS,True,45,115
ENSG00000129084.17,chr11,14513887,14514402,IR,False,339,384
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,311,380
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,83,394
ENSG00000173914.11,chr11,66664997,66665578,PAS,True,78,137
ENSG00000173914.11,chr11,66664997,66669291,PAS,False,113,131
ENSG00000173914.11,chr11,66675208,66677091,PAS,True,83,128
ENSG00000173914.11,chr11,66677763,66677913,TSS,True,17,137
ENSG00000086827.8,chr11,113748420,113758553,ES,True,14,136
ENSG00000110768.11,chr11,18365782,18367881,PAS,True,20,107
ENSG00000085063.15,chr11,33722463,33736381,ES,False,114,158
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,32,190
ENSG00000205339.9,chr11,9445096,9448136,PAS,False,90,134
ENSG00000205339.9,chr11,9429030,9429187,PAS,True,119,134
ENSG00000205339.9,chr11,9425145,9425896,PAS,True,117,134
ENSG00000205339.9,chr11,9442080,9442197,PAS,True,102,134
ENSG00000146670.9,chr11,65083932,65084180,TSS,True,24,141
ENSG00000166788.9,chr11,18083728,18086865,3AS,False,32,129
ENSG00000084234.17,chr11,130122513,130126699,ES,False,87,128
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,45,161
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,50,101
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,26,241
ENSG00000166181.12,chr11,43335994,43342432,3AS,False,163,311
ENSG00000166181.12,chr11,43342427,43344530,PAS,True,237,384
ENSG00000166181.12,chr11,43342432,43344530,PAS,True,221,384
ENSG00000087053.18,chr11,95865676,95888155,ES,False,97,143
ENSG00000087053.18,chr11,95888261,95923874,ES,False,69,141
ENSG00000087053.18,chr11,95923874,95924172,TSS,True,18,160
ENSG00000166266.13,chr11,108104189,108107781,PAS,True,135,173
ENSG00000166266.13,chr11,108098405,108098530,PAS,True,104,172
ENSG00000166266.13,chr11,108054646,108054793,PAS,False,148,172
ENSG00000137513.9,chr11,78574347,78574864,TSS,True,28,122
ENSG00000137513.9,chr11,78574828,78574874,TSS,False,99,122
ENSG00000135372.8,chr11,34105572,34105792,TSS,True,18,108
ENSG00000198730.8,chr11,10773126,10773882,PAS,True,130,185
ENSG00000198730.8,chr11,10774011,10774169,PAS,True,134,186
ENSG00000198730.8,chr11,10772519,10772656,PAS,True,157,184
ENSG00000165490.12,chr11,82928938,82931731,ES,False,42,114
ENSG00000213593.9,chr11,57737668,57738353,ES,False,23,168
ENSG00000135387.20,chr11,34051660,34051871,TSS,True,192,246
ENSG00000135387.20,chr11,34052073,34052636,TSS,True,99,246
ENSG00000135387.20,chr11,34099302,34102610,PAS,True,59,246
ENSG00000135387.20,chr11,34097697,34102086,PAS,True,208,243
ENSG00000084207.16,chr11,67583513,67583844,TSS,True,18,158
ENSG00000172893.15,chr11,71448289,71448424,TSS,True,25,112
ENSG00000129083.12,chr11,14498985,14499706,5AS,False,237,324
ENSG00000129083.12,chr11,14498985,14499741,5AS,False,78,406
ENSG00000129083.12,chr11,14457501,14457883,PAS,True,233,426
ENSG00000129083.12,chr11,14469335,14469563,PAS,True,256,413
ENSG00000129083.12,chr11,14499706,14499866,TSS,True,189,426
