gene,chr,start,end,splice_type,novel,left_colon_ENCFF886FZQ_in_cov,left_colon_ENCFF886FZQ_total_cov
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,271,316
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,41,326
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,63,342
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,27,101
ENSG00000072310.16,chr17,17817255,17817628,TSS,True,105,141
ENSG00000128309.16,chr22,37019872,37024191,ES,False,182,208
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,822,953
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,742,953
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,472,953
ENSG00000182541.17,chr22,31212166,31212424,TSS,True,86,120
ENSG00000182541.17,chr22,31262595,31262791,TSS,True,86,118
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,78,116
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,215,511
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,70,162
ENSG00000100325.14,chr22,29814656,29815056,TSS,True,136,160
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,115,136
ENSG00000175329.12,chr22,35066462,35066751,IR,False,38,126
ENSG00000175329.12,chr22,35066135,35067316,TSS,True,54,144
ENSG00000175329.12,chr22,35066137,35066462,TSS,False,106,144
ENSG00000025708.13,chr22,50529719,50529903,3AS,False,94,110
ENSG00000025708.13,chr22,50529719,50529903,IR,False,94,124
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,145,173
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,65,173
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,32,274
ENSG00000100266.18,chr22,42876333,42879047,ES,False,44,295
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,85,351
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,22,190
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,22,178
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,47,441
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,129,181
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,58,226
ENSG00000196576.14,chr22,50279629,50279782,TSS,True,152,197
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,175,198
ENSG00000196576.14,chr22,50280743,50280937,TSS,True,174,197
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,87,124
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,77,124
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,13,119
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,26,143
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,111,138
ENSG00000100304.12,chr22,43171627,43171728,TSS,False,121,137
ENSG00000100345.21,chr22,36284092,36284195,TSS,True,301,361
ENSG00000100345.21,chr22,36289084,36289583,TSS,True,325,363
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,35,166
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,149,166
ENSG00000183773.15,chr22,20964914,20965207,TSS,True,74,121
ENSG00000183773.15,chr22,20966357,20966546,TSS,True,108,121
ENSG00000075234.16,chr22,46265158,46268072,TSS,True,45,165
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,187,236
ENSG00000100242.15,chr22,38738172,38738234,TSS,True,198,234
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,17,105
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,170,209
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,165,211
ENSG00000070413.19,chr22,19041057,19041276,TSS,True,183,209
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,180,1100
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,32,101
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,77,101
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,36,126
ENSG00000189306.10,chr22,42514105,42514272,TSS,True,107,122
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,156,377
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,332,377
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,299,377
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,424,490
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,64,174
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,46,228
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,200,228
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,29,118
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,99,118
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,81,119
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,107,119
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,141,347
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,231,347
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,22,209
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,48,257
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,93,145
ENSG00000100299.17,chr22,50627165,50627334,TSS,True,93,145
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,91,112
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,84,109
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,57,130
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,69,142
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,85,142
ENSG00000128311.13,chr22,37018137,37019298,TSS,True,211,465
ENSG00000128311.13,chr22,37019399,37019448,TSS,False,296,465
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,134,627
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,113,695
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,136,153
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,41,172
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,80,584
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,23,108
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,25,191
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,65,191
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,130,191
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,186,378
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,119,424
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,71,115
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,101,115
ENSG00000100359.20,chr22,40400813,40402138,ES,False,54,234
ENSG00000100359.20,chr22,40409018,40409249,IR,False,228,267
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,74,292
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,31,288
ENSG00000165092.12,chr9,72952934,72953072,TSS,True,14,138
ENSG00000119431.9,chr9,113375526,113376728,3AS,False,36,145
ENSG00000119431.9,chr9,113376728,113376986,TSS,True,49,194
ENSG00000119431.9,chr9,113375452,113376336,TSS,True,164,194
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,196,284
ENSG00000165282.13,chr9,35091239,35092631,TSS,True,85,144
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,81,146
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,42,155
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,345,818
ENSG00000136826.14,chr9,107489167,107489769,TSS,True,640,818
ENSG00000160408.14,chr9,127885203,127886788,PAS,True,62,602
ENSG00000160408.14,chr9,127905206,127905380,TSS,True,145,640
ENSG00000136807.13,chr9,127788385,127788543,IR,True,90,105
ENSG00000188938.16,chr9,93447697,93450478,ES,False,83,177
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,99,126
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,93,194
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,170,194
ENSG00000188938.16,chr9,93452739,93453601,TSS,False,158,194
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,25,124
ENSG00000095203.14,chr9,109320140,109321102,TSS,False,105,366
ENSG00000095203.14,chr9,109279816,109279922,TSS,True,304,366
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,23,161
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,268,314
ENSG00000107223.12,chr9,136862345,136862905,IR,True,268,305
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,113,381
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,308,352
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,87,381
ENSG00000106789.12,chr9,98192558,98192782,TSS,False,73,260
ENSG00000119514.6,chr9,98807612,98808069,TSS,True,64,410
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1469,1976
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1267,1975
ENSG00000148180.19,chr9,121299789,121302167,TSS,True,1610,1975
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,52,110
ENSG00000107281.9,chr9,137040813,137041274,TSS,True,97,110
ENSG00000048828.16,chr9,93550586,93550691,TSS,True,83,105
ENSG00000048828.16,chr9,93553767,93556591,TSS,True,87,104
ENSG00000048828.16,chr9,93557855,93558010,TSS,True,77,104
ENSG00000048828.16,chr9,93558777,93561250,TSS,True,90,104
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,44,154
ENSG00000147883.10,chr9,22008797,22009305,TSS,False,40,181
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,129,487
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,59,170
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,124,170
ENSG00000070214.15,chr9,105389032,105391403,PAS,True,114,365
ENSG00000070214.15,chr9,105438280,105438512,PAS,False,282,372
ENSG00000159069.13,chr9,136938789,136941171,PAS,False,114,934
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,842,958
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,303,958
ENSG00000167114.12,chr9,128340335,128340838,TSS,True,75,216
ENSG00000167114.12,chr9,128342679,128343293,TSS,True,188,216
ENSG00000167114.12,chr9,128345158,128345549,TSS,True,183,215
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,571,901
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,163,745
ENSG00000119411.10,chr9,113362394,113369615,ES,True,23,211
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,21,102
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,22,107
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,80,236
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,194,234
ENSG00000160325.14,chr9,133463555,133467920,ES,False,19,107
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,84,184
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,33,132
ENSG00000165105.9,chr9,83062436,83063299,TSS,True,14,103
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,84,734
ENSG00000070610.14,chr9,35738152,35738231,IR,False,151,173
ENSG00000070610.14,chr9,35738374,35738525,IR,False,129,155
ENSG00000070610.14,chr9,35738632,35738817,5AS,True,18,149
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,25,187
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,85,189
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,147,183
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,22,210
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,144,200
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,179,250
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,65,227
ENSG00000196781.14,chr9,81688216,81689628,TSS,True,30,247
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,92,197
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,93,198
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,106,198
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,167,287
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,258,287
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,21,104
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,94,861
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,32,112
ENSG00000054148.17,chr9,136850137,136850754,ES,False,130,167
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,83,187
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,140,187
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,167,187
ENSG00000188833.9,chr9,137435338,137436012,ES,False,96,218
ENSG00000188833.9,chr9,137441285,137441881,TSS,True,83,241
ENSG00000188833.9,chr9,137436868,137437373,TSS,True,213,241
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,19,146
ENSG00000148334.14,chr9,128122479,128122933,IR,False,347,387
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,46,421
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,81,138
ENSG00000095321.16,chr9,129095997,129096119,TSS,True,120,134
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,27,253
ENSG00000122705.16,chr9,36190894,36191273,TSS,True,28,192
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,29,145
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,83,132
ENSG00000137106.17,chr9,37422725,37425994,TSS,True,111,132
ENSG00000197070.13,chr9,137613006,137613459,IR,False,144,167
ENSG00000197070.13,chr9,137615000,137615073,IR,False,162,231
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,77,236
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,72,236
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,155,203
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,27,123
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,28,216
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,36,115
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,296,1476
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,82,478
ENSG00000136942.14,chr9,124861418,124861566,TSS,True,414,478
ENSG00000167130.17,chr9,129081100,129081207,TSS,True,24,117
ENSG00000165025.14,chr9,90865097,90874203,ES,False,65,101
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,72,122
ENSG00000165025.14,chr9,90801787,90802039,TSS,True,86,122
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,13,113
ENSG00000160446.18,chr9,128723993,128724138,TSS,True,38,131
ENSG00000010438.16,chr9,33750645,33750727,TSS,True,30,172
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,37,101
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,29,176
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,55,132
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,68,146
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,82,146
ENSG00000092841.18,chr12,56160320,56160625,IR,False,75,134
ENSG00000092841.18,chr12,56160670,56161386,IR,True,76,135
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,286,1635
ENSG00000060138.12,chr12,10704148,10713210,ES,False,226,320
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,542,1081
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,794,1081
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,14,123
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,101,113
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,52,124
ENSG00000151491.13,chr12,15712848,15713194,TSS,True,107,124
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,37,100
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,67,100
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,111,259
ENSG00000134291.11,chr12,47966172,47966682,IR,True,111,127
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,51,284
ENSG00000170545.16,chr12,51270255,51270432,TSS,True,94,123
ENSG00000170545.16,chr12,51269244,51270189,TSS,True,70,123
ENSG00000170545.16,chr12,51270058,51270239,TSS,True,96,123
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,78,190
ENSG00000057294.14,chr12,32877845,32878485,TSS,True,122,182
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,102,246
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,41,278
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,260,1505
ENSG00000008323.15,chr12,6310671,6310848,TSS,True,128,184
ENSG00000008323.15,chr12,6327429,6327946,TSS,True,145,166
ENSG00000008323.15,chr12,6310514,6312364,TSS,True,162,184
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,105,144
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,60,104
ENSG00000182196.13,chr12,122981266,122981594,IR,False,60,115
ENSG00000182196.13,chr12,122981809,122982030,IR,False,23,187
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,84,189
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,151,189
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,131,909
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,61,151
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,122,151
ENSG00000135390.18,chr12,53669147,53669218,TSS,False,134,151
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,36,129
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,40,299
ENSG00000166866.12,chr12,57049886,57051197,TSS,True,125,296
ENSG00000139044.11,chr12,552746,553983,TSS,True,122,143
ENSG00000139044.11,chr12,556427,556866,TSS,True,119,136
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,71,179
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,20,194
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,22,163
ENSG00000139433.9,chr12,109880271,109880543,TSS,True,40,257
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,103,128
ENSG00000167553.15,chr12,49269118,49269687,TSS,True,112,128
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,256,368
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,51,399
ENSG00000135506.15,chr12,57719182,57720405,ES,False,246,406
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,82,425
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,18,113
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,25,125
ENSG00000111670.15,chr12,101745487,101747241,PAS,False,163,182
ENSG00000111670.15,chr12,101764017,101765304,PAS,True,43,179
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,15,100
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,109,125
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,23,125
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,68,226
ENSG00000062485.18,chr12,56275995,56276685,TSS,True,202,226
ENSG00000127334.10,chr12,67648717,67649182,TSS,True,36,124
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,43,155
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,96,163
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,180,353
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,28,229
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,98,153
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,57,159
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,105,159
ENSG00000070019.4,chr12,14696373,14696607,TSS,True,103,122
ENSG00000070019.4,chr12,14696231,14696599,TSS,True,41,122
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,91,546
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,69,107
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,71,106
ENSG00000176871.8,chr12,118043132,118043321,TSS,True,90,106
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,140,1027
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,46,142
ENSG00000065361.15,chr12,56079188,56080382,TSS,True,91,112
ENSG00000139540.11,chr12,56230873,56231203,5AS,False,129,147
ENSG00000139540.11,chr12,56237340,56237587,IR,True,240,281
ENSG00000139540.11,chr12,56230100,56230873,TSS,True,167,293
ENSG00000139540.11,chr12,56230038,56230122,TSS,True,255,293
ENSG00000139540.11,chr12,56230055,56231561,TSS,True,235,293
ENSG00000139540.11,chr12,56237149,56237850,PAS,True,250,284
ENSG00000139540.11,chr12,56237587,56237851,PAS,False,43,288
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,606,1567
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,199,264
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,178,264
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,15,106
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,168,199
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,96,258
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,171,363
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,162,366
ENSG00000013588.8,chr12,12891377,12891664,TSS,True,55,154
ENSG00000123349.13,chr12,53295941,53296243,IR,False,117,131
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,14,112
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,53,102
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,58,102
ENSG00000178401.15,chr12,49347804,49348105,TSS,False,23,100
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,45,111
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,96,111
ENSG00000159403.16,chr12,7089586,7092457,TSS,True,98,111
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,47,462
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,78,460
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,388,439
ENSG00000135678.11,chr12,68871956,68932677,ES,False,46,429
ENSG00000135678.11,chr12,68933141,68933214,TSS,True,59,470
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,76,101
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,58,101
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,100,552
ENSG00000111666.10,chr12,101726293,101729070,PAS,True,305,359
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,59,359
ENSG00000070961.15,chr12,89588048,89591295,PAS,True,84,105
ENSG00000070961.15,chr12,89626505,89626615,PAS,True,89,100
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,68,109
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,53,109
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,116,134
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,149,167
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,51,167
ENSG00000184992.10,chr12,124993638,124994003,TSS,False,27,139
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,405,1764
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,54,456
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,50,117
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,97,117
ENSG00000089022.13,chr12,111867669,111871084,ES,True,14,115
ENSG00000089022.13,chr12,111889000,111890039,5AS,False,80,125
ENSG00000089022.13,chr12,111841974,111842769,TSS,True,18,130
ENSG00000111725.10,chr12,119668403,119672300,ES,True,163,194
ENSG00000111725.10,chr12,119667868,119668403,TSS,True,32,228
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,181,223
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,75,280
ENSG00000075415.12,chr12,98593740,98593974,IR,False,293,376
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,125,425
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,341,425
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,177,246
ENSG00000175727.13,chr12,122141690,122147347,PAS,True,14,103
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,16,159
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,103,117
ENSG00000187778.13,chr12,49563000,49563140,TSS,False,99,116
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,53,116
ENSG00000187778.13,chr12,49564736,49568112,TSS,True,104,116
ENSG00000133703.11,chr12,25209911,25225613,ES,False,39,107
ENSG00000133703.11,chr12,25250750,25250942,TSS,True,19,122
ENSG00000136044.11,chr12,105176082,105177225,ES,True,104,541
ENSG00000139567.12,chr12,51906943,51907695,TSS,True,120,146
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,28,155
ENSG00000157837.15,chr12,120903844,120904375,TSS,False,45,122
ENSG00000157837.15,chr12,120768952,120769421,TSS,True,104,119
ENSG00000111684.10,chr12,7018273,7018924,TSS,True,39,177
ENSG00000111144.9,chr12,96003064,96006313,ES,False,13,100
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,110,159
ENSG00000111321.10,chr12,6385024,6385379,TSS,True,137,159
ENSG00000111321.10,chr12,6385638,6386162,TSS,True,122,158
ENSG00000111321.10,chr12,6385968,6386444,TSS,True,137,157
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,41,136
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,17,153
ENSG00000117983.17,chr11,1255039,1255266,TSS,True,147,165
ENSG00000117983.17,chr11,1255346,1255558,TSS,True,131,165
ENSG00000117983.17,chr11,1256695,1256771,TSS,True,147,165
ENSG00000117983.17,chr11,1257138,1257710,TSS,False,135,165
ENSG00000117983.17,chr11,1261388,1262173,PAS,True,23,166
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,45,302
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,147,302
ENSG00000133318.13,chr11,63681446,63681778,TSS,True,19,157
ENSG00000137700.18,chr11,119029221,119030877,TSS,True,79,105
ENSG00000137700.18,chr11,119030848,119030908,TSS,False,75,105
ENSG00000132254.12,chr11,6481230,6481549,TSS,True,21,107
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,41,164
ENSG00000172890.12,chr11,71453180,71453381,TSS,True,57,222
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,321,571
ENSG00000152558.14,chr11,102452523,102453013,TSS,True,17,152
ENSG00000149761.8,chr11,64226297,64226634,5AS,False,15,111
ENSG00000149761.8,chr11,64226427,64226634,IR,False,98,157
ENSG00000149761.8,chr11,64226258,64226427,TSS,True,83,181
ENSG00000149761.8,chr11,64226273,64227132,TSS,True,122,181
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,18,158
ENSG00000085733.15,chr11,70398392,70398614,TSS,True,73,114
ENSG00000085733.15,chr11,70428157,70429199,TSS,True,100,112
ENSG00000214530.9,chr11,72780974,72781283,TSS,True,522,620
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,207,620
ENSG00000177600.8,chr11,809902,810039,TSS,True,208,468
ENSG00000177600.8,chr11,810003,810357,TSS,True,311,468
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,31,211
ENSG00000198788.8,chr11,1103779,1104009,TSS,True,806,915
ENSG00000198788.8,chr11,1108012,1108044,TSS,True,775,911
ENSG00000198788.8,chr11,1108463,1108646,TSS,True,770,896
ENSG00000198788.8,chr11,1109286,1109409,TSS,True,716,889
ENSG00000150687.11,chr11,86800450,86800651,TSS,True,37,267
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,19,101
ENSG00000149182.14,chr11,47172333,47173425,ES,False,69,127
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,32,157
ENSG00000124942.13,chr11,62433540,62433891,PAS,True,232,281
ENSG00000124942.13,chr11,62529948,62534074,PAS,True,50,229
ENSG00000124942.13,chr11,62546659,62546870,TSS,True,60,282
ENSG00000110429.13,chr11,33739848,33742084,PAS,True,17,116
ENSG00000110429.13,chr11,33742802,33746059,PAS,False,102,116
ENSG00000177106.15,chr11,706288,709329,ES,False,92,108
ENSG00000177106.15,chr11,705952,706288,TSS,True,160,269
ENSG00000177106.15,chr11,721734,722805,TSS,True,233,269
ENSG00000185187.12,chr11,410027,417324,5AS,False,89,133
ENSG00000185187.12,chr11,417324,417454,TSS,True,120,210
ENSG00000185187.12,chr11,417293,417455,TSS,True,163,210
ENSG00000110697.12,chr11,67493552,67493687,3AS,True,14,127
