gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF362CPC_in_cov,endodermal_cell_ENCFF362CPC_total_cov
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,151,210
ENSG00000184640.17,chr17,77451477,77451528,TSS,True,171,210
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,58,536
ENSG00000167291.15,chr17,80035794,80035907,TSS,False,63,114
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,120,395
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,90,165
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,101,176
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,86,176
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,73,148
ENSG00000171298.12,chr17,80101604,80101890,TSS,True,124,148
ENSG00000171298.12,chr17,80101553,80105132,TSS,True,131,147
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,46,224
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,198,224
ENSG00000011295.15,chr17,16000245,16001914,5AS,False,111,124
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,24,135
ENSG00000120063.9,chr17,65056310,65056818,TSS,False,29,120
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,118,184
ENSG00000108395.13,chr17,58999459,59012327,ES,False,13,125
ENSG00000108395.13,chr17,59001714,59012327,3AS,False,99,112
ENSG00000108395.13,chr17,59091340,59106440,ES,False,17,117
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,100,127
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,28,126
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,51,137
ENSG00000141552.17,chr17,81891833,81894466,ES,False,54,105
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,54,182
ENSG00000141552.17,chr17,81891841,81894466,ES,False,33,102
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,146,251
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,149,251
ENSG00000173065.13,chr17,28759764,28766585,3AS,False,23,115
ENSG00000173065.13,chr17,28755973,28759764,PAS,True,94,117
ENSG00000173065.13,chr17,28755970,28759876,PAS,True,23,117
ENSG00000173065.13,chr17,28812208,28812467,TSS,False,53,126
ENSG00000173065.13,chr17,28842681,28842855,TSS,True,86,126
ENSG00000013306.15,chr17,44321231,44321433,IR,False,479,544
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,389,525
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,60,553
ENSG00000174238.14,chr17,1558559,1562655,5AS,False,22,106
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,52,136
ENSG00000174238.14,chr17,1562655,1562802,TSS,True,114,136
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,13,104
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,43,331
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,47,364
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,18,100
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,118,232
ENSG00000133026.12,chr17,8569812,8577235,ES,False,142,207
ENSG00000133026.12,chr17,8623277,8630653,ES,True,163,184
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,214,401
ENSG00000125447.17,chr17,75240412,75240811,IR,False,86,108
ENSG00000125447.17,chr17,75241696,75242335,IR,False,89,105
ENSG00000125447.17,chr17,75243570,75246508,ES,False,15,101
ENSG00000125447.17,chr17,75236591,75238389,PAS,False,14,119
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,28,124
ENSG00000108523.15,chr17,4940726,4940872,IR,False,19,106
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,97,140
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,92,140
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,104,140
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,47,104
ENSG00000181045.14,chr17,80221115,80221547,IR,False,93,108
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,27,132
ENSG00000065559.14,chr17,12020788,12021001,TSS,True,12,113
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,195,266
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,91,266
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,388,441
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,75,450
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,118,461
ENSG00000163597.14,chr17,76557857,76561287,ES,False,118,195
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,33,229
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,169,210
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,54,210
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,371,460
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,38,109
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,31,165
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,34,194
ENSG00000070010.18,chr22,19450744,19454748,IR,False,90,106
ENSG00000070010.18,chr22,19448587,19450744,PAS,True,22,114
ENSG00000070010.18,chr22,19450315,19454830,PAS,True,92,108
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,79,124
ENSG00000100325.14,chr22,29825257,29832244,ES,False,17,157
ENSG00000100325.14,chr22,29825780,29832244,ES,False,120,134
ENSG00000100325.14,chr22,29832342,29838177,ES,False,60,148
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,13,128
ENSG00000100258.17,chr22,50504451,50504558,IR,False,138,158
ENSG00000100258.17,chr22,50507035,50507581,3AS,True,110,126
ENSG00000100258.17,chr22,50507035,50507581,IR,True,110,124
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,40,166
ENSG00000100258.17,chr22,50506781,50507745,TSS,True,138,166
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,99,309
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,71,111
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,64,111
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,28,174
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,27,128
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,105,126
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,38,130
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,106,130
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,33,263
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,19,136
ENSG00000239900.12,chr22,40346492,40346711,TSS,True,12,108
ENSG00000100034.13,chr22,21952791,21952896,TSS,True,26,106
ENSG00000184164.14,chr22,49921761,49922611,ES,False,126,152
ENSG00000183506.17,chr22,21517324,21517546,TSS,True,50,103
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,37,111
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,34,112
ENSG00000219438.8,chr22,48489322,48489704,TSS,True,21,113
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,50,184
ENSG00000100360.14,chr22,36775794,36776030,IR,False,11,105
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,18,112
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,18,112
ENSG00000213923.11,chr22,38293319,38294108,IR,True,309,344
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,42,385
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,64,412
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,49,114
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,72,114
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,20,154
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,225,380
ENSG00000069998.12,chr22,17143131,17145023,3AS,True,137,161
ENSG00000069998.12,chr22,17148560,17159125,ES,True,20,133
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,45,185
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,157,185
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,42,218
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,24,191
ENSG00000128242.12,chr22,30557401,30574465,ES,False,58,100
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,13,100
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,18,105
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,108,143
ENSG00000100263.13,chr22,29264218,29265478,IR,True,69,141
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,20,155
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,79,112
ENSG00000170638.9,chr22,50197995,50198074,IR,False,109,134
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,62,141
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,109,141
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,50,141
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,25,166
ENSG00000100288.19,chr22,50580271,50580357,IR,False,105,136
ENSG00000100288.19,chr22,50581553,50581748,IR,True,105,129
ENSG00000100288.19,chr22,50581862,50582248,IR,False,75,132
ENSG00000100288.19,chr22,50582357,50582557,IR,False,63,131
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,124,139
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,75,139
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,107,139
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,52,183
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,138,183
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,28,191
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,77,286
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,224,286
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,15,103
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,74,164
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,98,164
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,17,101
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,90,101
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,73,208
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,34,131
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,241,549
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,257,565
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,323,565
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,61,122
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,103,121
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,40,227
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,39,256
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,41,253
ENSG00000099917.17,chr22,20568631,20582610,ES,False,87,121
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,27,135
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,58,317
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,45,292
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,537,4970
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,33,213
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,102,562
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,468,569
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,446,764
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,91,886
ENSG00000100227.17,chr22,42599793,42602769,ES,False,79,239
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,33,264
ENSG00000272779.1,chr22,22304114,22307105,ES,True,13,101
ENSG00000272779.1,chr22,22307245,22307532,IR,True,23,100
ENSG00000272779.1,chr22,22307105,22310541,PAS,True,50,114
ENSG00000272779.1,chr22,22318898,22321321,PAS,True,74,116
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,20,160
ENSG00000100359.20,chr22,40400813,40402138,ES,False,21,193
ENSG00000100359.20,chr22,40407328,40407412,IR,False,177,202
ENSG00000100359.20,chr22,40409018,40409249,IR,False,143,196
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,29,217
ENSG00000100239.15,chr22,50372150,50393892,ES,False,158,179
ENSG00000100239.15,chr22,50436452,50437505,ES,False,48,195
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,32,216
ENSG00000196116.7,chr9,97411947,97412238,TSS,False,24,218
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,40,112
ENSG00000197694.15,chr9,128609284,128611713,ES,False,40,123
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,144,198
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,57,108
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,57,108
ENSG00000130723.19,chr9,131492260,131495739,ES,False,48,106
ENSG00000130723.19,chr9,131393953,131394263,TSS,True,122,165
ENSG00000148019.13,chr9,78265543,78266441,ES,False,58,106
ENSG00000148019.13,chr9,78236036,78236603,TSS,True,29,111
ENSG00000148019.13,chr9,78270840,78278431,PAS,True,67,107
ENSG00000148019.13,chr9,78266441,78267076,PAS,True,41,107
ENSG00000172785.18,chr9,175784,178815,ES,False,156,201
ENSG00000172785.18,chr9,119276,121573,PAS,True,25,217
ENSG00000172785.18,chr9,172901,173366,PAS,True,181,202
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,32,201
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,74,300
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,42,291
ENSG00000099219.13,chr9,5832689,5833164,TSS,True,19,108
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,243,322
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,312,391
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,142,391
ENSG00000160408.14,chr9,127896332,127899502,ES,False,70,128
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,15,143
ENSG00000097007.17,chr9,130834777,130835525,TSS,False,67,138
ENSG00000097007.17,chr9,130712812,130714455,TSS,True,122,138
ENSG00000136807.13,chr9,127788385,127788543,IR,True,171,194
ENSG00000188938.16,chr9,93447697,93450478,ES,False,55,101
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,36,106
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,26,127
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,33,228
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,27,173
ENSG00000095319.14,chr9,128947751,128949188,ES,True,106,126
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,42,168
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,13,122
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,20,186
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,82,114
ENSG00000148308.17,chr9,133054809,133056011,ES,False,107,127
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,26,147
ENSG00000119514.6,chr9,98835279,98836971,5AS,True,20,178
ENSG00000119514.6,chr9,98835366,98836971,IR,True,158,177
ENSG00000119514.6,chr9,98807612,98808069,TSS,True,43,229
ENSG00000106723.16,chr9,88388538,88426381,ES,False,168,204
ENSG00000106723.16,chr9,88448989,88468371,ES,False,38,218
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,55,269
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,107,269
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,204,269
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,28,103
ENSG00000165209.18,chr9,123268435,123268643,TSS,True,14,104
ENSG00000181090.20,chr9,137728529,137743391,3AS,False,74,134
ENSG00000181090.20,chr9,137744090,137754170,ES,False,39,147
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,64,186
ENSG00000148337.20,chr9,128178904,128179072,IR,False,47,200
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,28,194
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,29,209
ENSG00000106853.19,chr9,111563231,111570090,ES,False,561,725
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,200,766
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,647,766
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,80,565
ENSG00000119487.16,chr9,125484583,125543058,ES,False,57,161
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,37,103
ENSG00000086065.13,chr9,33264881,33265147,TSS,True,21,167
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,153,433
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,332,433
ENSG00000198876.12,chr9,34126353,34126735,TSS,False,11,104
ENSG00000164976.8,chr9,34376792,34376896,TSS,False,52,114
ENSG00000070214.15,chr9,105244465,105244904,TSS,False,32,165
ENSG00000213694.4,chr9,88991417,88991695,TSS,True,29,127
ENSG00000159069.13,chr9,136941684,136942045,IR,True,177,210
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,213,239
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,46,239
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,21,138
ENSG00000165006.13,chr9,34179331,34179602,TSS,True,123,138
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,49,122
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,85,135
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,99,135
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,101,135
ENSG00000198917.12,chr9,128822833,128824071,ES,False,15,131
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,19,140
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,44,351
ENSG00000165716.10,chr9,136712389,136712728,TSS,False,18,165
ENSG00000106804.7,chr9,120952331,120952868,PAS,False,28,106
ENSG00000106804.7,chr9,121050181,121050316,TSS,False,37,108
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,28,170
ENSG00000169071.14,chr9,91726743,91730943,5AS,True,60,206
ENSG00000169071.14,chr9,91949866,91950313,TSS,True,104,259
ENSG00000169071.14,chr9,91948606,91949078,TSS,True,233,259
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,18,121
ENSG00000283526.1,chr9,131545640,131554556,5AS,True,17,121
ENSG00000283526.1,chr9,131545670,131554556,ES,True,80,101
ENSG00000283526.1,chr9,131545506,131545670,TSS,True,35,136
ENSG00000283526.1,chr9,131545544,131545640,TSS,False,116,136
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,24,177
ENSG00000148110.15,chr9,94438528,94444963,ES,True,48,277
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,74,214
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,156,214
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,19,117
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,15,100
ENSG00000187210.13,chr9,76459305,76500915,ES,False,146,239
ENSG00000187210.13,chr9,76459155,76459305,TSS,True,44,291
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,232,1970
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,1294,1481
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,312,1478
ENSG00000070610.14,chr9,35738374,35738525,IR,False,164,183
ENSG00000070610.14,chr9,35741064,35744296,ES,True,45,153
ENSG00000070610.14,chr9,35741890,35744296,3AS,True,94,107
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,21,193
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,25,196
ENSG00000187742.14,chr9,89319797,89325547,3AS,False,22,108
ENSG00000187742.14,chr9,89332986,89334635,3AS,False,29,105
ENSG00000187742.14,chr9,89332986,89334638,3AS,True,14,120
ENSG00000187742.14,chr9,89318469,89318612,TSS,True,20,134
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,38,296
ENSG00000196781.14,chr9,81611956,81613376,3AS,True,30,184
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,225,276
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,131,325
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,197,313
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,712,2029
ENSG00000165119.20,chr9,83970804,83971259,IR,True,64,109
ENSG00000165119.20,chr9,83973399,83974516,ES,False,238,1944
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,714,2030
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1318,2030
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1126,2067
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1238,2067
ENSG00000147853.16,chr9,4740936,4741337,TSS,True,15,144
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,114,133
ENSG00000244187.7,chr9,136791318,136791424,TSS,True,21,166
ENSG00000107130.9,chr9,130172330,130172727,TSS,False,26,134
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,46,112
ENSG00000221829.9,chr9,35079730,35080055,TSS,False,88,112
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,120,158
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,47,154
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,26,124
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,53,109
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,76,133
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,70,133
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,270,422
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,55,476
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,54,478
ENSG00000156052.10,chr9,78031099,78032382,TSS,False,19,122
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,32,240
ENSG00000198467.14,chr9,35684807,35685268,ES,True,114,137
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,62,176
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,128,166
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,29,176
ENSG00000148341.17,chr9,129010693,129012235,IR,False,195,224
ENSG00000137055.14,chr9,26913947,26919309,ES,False,28,100
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,20,104
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,85,104
ENSG00000137055.14,chr9,26946896,26947465,TSS,True,11,105
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,14,129
ENSG00000148297.15,chr9,133341694,133344124,IR,False,19,103
ENSG00000148297.15,chr9,133340899,133344333,PAS,True,20,104
ENSG00000148297.15,chr9,133340904,133341694,PAS,True,96,115
ENSG00000148297.15,chr9,133347921,133348131,TSS,True,37,115
ENSG00000148297.15,chr9,133347941,133348109,TSS,False,98,115
ENSG00000176101.11,chr9,137188778,137189065,IR,False,64,113
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,55,121
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,74,121
ENSG00000148334.14,chr9,128122479,128122933,IR,False,212,253
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,32,124
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,42,135
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,103,135
ENSG00000165688.11,chr9,136416391,136416950,IR,False,228,258
ENSG00000197070.13,chr9,137615000,137615073,IR,False,74,110
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,18,111
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,37,111
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,77,110
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,16,103
ENSG00000196422.10,chr9,135479800,135480022,TSS,False,59,104
ENSG00000086062.12,chr9,33166757,33167358,TSS,False,29,143
PB_novel_233175,chr9,88037467,88040111,PAS,True,27,198
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,24,104
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,92,104
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,39,305
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,78,114
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,61,114
ENSG00000165138.17,chr9,98756603,98768080,3AS,False,78,106
ENSG00000165138.17,chr9,98784876,98796132,ES,True,56,122
ENSG00000165138.17,chr9,98731320,98732553,PAS,False,113,162
ENSG00000165138.17,chr9,98731333,98736623,PAS,True,84,147
ENSG00000165138.17,chr9,98783564,98784157,PAS,True,104,130
ENSG00000165138.17,chr9,98796132,98796555,TSS,False,40,162
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,30,239
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,48,211
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,187,211
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,40,229
ENSG00000165802.22,chr9,137454443,137455238,IR,True,150,171
ENSG00000165802.22,chr9,137454443,137456410,ES,False,37,182
ENSG00000165802.22,chr9,137455307,137456410,IR,True,144,180
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,30,247
ENSG00000137073.21,chr9,34048824,34048952,TSS,True,44,136
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,16,122
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,42,191
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,125,150
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,136,162
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,32,162
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,36,119
ENSG00000061273.17,chr12,47819766,47820204,TSS,True,58,112
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,29,222
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,37,184
ENSG00000185344.13,chr12,123712338,123712682,TSS,True,13,128
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,123,173
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,46,272
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,101,855
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,16,109
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,23,104
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,40,299
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,13,114
ENSG00000249790.2,chr12,8788251,8788760,TSS,False,72,112
ENSG00000249790.2,chr12,8788252,8788786,TSS,True,58,112
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,26,111
ENSG00000111752.10,chr12,8913938,8914827,TSS,True,22,125
ENSG00000126746.17,chr12,6689367,6689679,TSS,True,81,100
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,65,100
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,22,129
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,28,110
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,92,115
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,219,248
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,38,258
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,56,136
ENSG00000072609.17,chr12,132861634,132872284,ES,False,29,129
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,49,143
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,107,143
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,26,176
ENSG00000139182.14,chr12,7129032,7130712,TSS,True,36,126
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,178,395
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,100,189
ENSG00000089009.15,chr12,112409410,112409596,TSS,True,115,189
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,148,198
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,174,198
ENSG00000122965.10,chr12,113816735,113818186,PAS,True,99,120
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,100,120
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,52,119
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,20,123
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,25,207
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1572,1758
ENSG00000111707.11,chr12,118376397,118376833,TSS,False,23,219
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,148,184
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,89,103
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,89,142
