gene,chr,start,end,splice_type,novel,cardiac_septum_ENCFF626QRV_in_cov,cardiac_septum_ENCFF626QRV_total_cov
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,154,285
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,105,119
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,41,152
ENSG00000178307.9,chr17,21198840,21214090,ES,False,66,106
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,19,126
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,49,116
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,104,116
ENSG00000109099.14,chr17,15260649,15260840,TSS,True,143,159
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,71,159
ENSG00000109099.14,chr17,15239470,15239511,TSS,True,140,158
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,135,159
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,55,107
ENSG00000006282.20,chr17,50547285,50548282,ES,False,32,140
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,39,180
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,118,350
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,298,348
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,98,137
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,65,137
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,184,220
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,33,226
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,38,232
ENSG00000163597.14,chr17,76557857,76561287,ES,False,91,127
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,33,160
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,47,114
ENSG00000006695.10,chr17,14069495,14069648,TSS,True,22,103
ENSG00000128309.16,chr22,37024810,37029215,ES,False,127,150
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,54,165
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,139,165
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,78,157
ENSG00000100241.20,chr22,50444317,50447240,PAS,True,16,104
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,72,115
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,458,938
ENSG00000133424.20,chr22,33268970,33274624,PAS,True,17,112
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,80,112
ENSG00000133424.20,chr22,33919994,33921045,TSS,True,89,125
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,36,209
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,179,209
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,92,172
ENSG00000183762.12,chr22,29072940,29073227,TSS,True,98,125
ENSG00000183762.12,chr22,29137458,29137674,TSS,True,110,123
ENSG00000100307.12,chr22,39152375,39152671,TSS,True,94,129
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,120,198
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,31,148
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,14,133
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,17,102
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,22,102
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,88,102
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,24,150
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,137,192
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,69,164
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,145,188
ENSG00000183597.15,chr22,20052584,20055942,ES,False,36,167
ENSG00000183597.15,chr22,20052584,20061529,ES,False,20,173
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,163,233
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,137,233
ENSG00000184164.14,chr22,49921761,49922611,ES,False,123,146
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,17,161
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,85,821
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,148,559
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,68,131
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,265,1052
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,34,146
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,136,162
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,21,163
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,61,129
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,102,120
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,196,226
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,158,229
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,62,130
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,21,106
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,93,106
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,2637,3884
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,2690,3884
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,36,222
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,238,274
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,22,174
ENSG00000100242.15,chr22,38752665,38755762,ES,False,124,165
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,215,380
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,70,156
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,44,116
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,66,394
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,46,269
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,85,360
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,288,359
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,312,367
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,163,367
ENSG00000100288.19,chr22,50580271,50580357,IR,False,87,108
ENSG00000100288.19,chr22,50581553,50581748,IR,True,91,109
ENSG00000100288.19,chr22,50581862,50582248,IR,False,68,115
ENSG00000100288.19,chr22,50582357,50582557,IR,False,44,112
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,96,122
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,78,122
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,91,122
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,31,113
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,96,113
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,97,226
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,135,224
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,16,112
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,83,288
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,254,287
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,254,287
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,381,439
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,12,104
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,33,116
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,96,116
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,102,184
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,59,100
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,96,194
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,104,194
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,119,154
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,132,154
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,97,397
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,322,397
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,43,220
ENSG00000183785.14,chr22,18126525,18127034,TSS,False,197,220
ENSG00000183963.18,chr22,31095609,31097268,ES,False,179,207
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,216,255
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,115,255
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,76,100
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,83,103
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,40,330
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,162,358
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,44,189
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,64,394
ENSG00000100106.20,chr22,37772764,37773782,IR,True,361,412
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,104,500
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,106,470
ENSG00000100106.20,chr22,37772600,37776526,PAS,True,421,470
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,82,105
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,15,115
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,240,271
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,160,236
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,57,271
ENSG00000099904.15,chr22,20142998,20143756,TSS,True,73,102
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,37,289
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,160,288
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,59,332
ENSG00000100379.17,chr22,37051717,37051949,TSS,True,64,133
ENSG00000100359.20,chr22,40400813,40402138,ES,False,23,101
ENSG00000100359.20,chr22,40409018,40409249,IR,False,84,104
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,35,127
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,27,114
ENSG00000100359.20,chr22,40410131,40412320,PAS,True,112,127
ENSG00000241978.9,chr9,110138539,110168398,ES,False,41,181
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,168,285
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,253,292
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,112,127
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,15,124
ENSG00000172889.15,chr9,136672088,136672263,IR,True,128,155
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,110,158
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,114,155
ENSG00000172889.15,chr9,136672263,136672679,PAS,True,31,158
ENSG00000159884.11,chr9,35660858,35660939,IR,False,33,105
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,15,114
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,56,105
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,72,105
ENSG00000159884.11,chr9,35660770,35661496,PAS,True,94,105
ENSG00000169692.12,chr9,136687175,136687466,TSS,True,23,195
ENSG00000167081.16,chr9,125960849,125963011,ES,False,17,100
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,22,112
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,61,124
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,101,121
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,50,109
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,63,108
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,44,152
ENSG00000160408.14,chr9,127896332,127899502,ES,False,81,124
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,31,155
ENSG00000130222.10,chr9,89605011,89605174,TSS,True,43,124
ENSG00000130222.10,chr9,89605968,89606555,PAS,True,32,124
ENSG00000188938.16,chr9,93447697,93450478,ES,False,52,113
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,54,122
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,108,122
ENSG00000188938.16,chr9,93452739,93453601,TSS,False,106,122
ENSG00000107372.12,chr9,72360787,72364695,ES,False,82,131
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,42,178
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,31,266
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,32,314
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,106,314
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,256,313
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,118,275
ENSG00000137076.20,chr9,35707816,35707892,PAS,True,118,159
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,184,209
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,121,166
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,195,282
ENSG00000148180.19,chr9,121281562,121301962,ES,False,419,473
ENSG00000148180.19,chr9,121286185,121301962,ES,False,144,170
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,2360,2822
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1305,2819
ENSG00000107281.9,chr9,137043073,137045877,IR,True,147,166
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,81,230
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,188,230
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,123,145
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,71,112
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,89,112
ENSG00000119333.11,chr9,128636135,128636209,TSS,True,92,112
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,21,161
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,77,117
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,63,117
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,37,215
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,30,213
ENSG00000172159.15,chr9,83244621,83248516,PAS,True,51,111
ENSG00000172159.15,chr9,83242989,83243215,PAS,False,75,122
ENSG00000172159.15,chr9,83538084,83538775,TSS,True,109,127
ENSG00000172159.15,chr9,83267011,83267268,TSS,False,38,125
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,36,149
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,50,179
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,145,179
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,193,223
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,191,225
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,121,212
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,55,245
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,24,114
ENSG00000135070.14,chr9,86282377,86282574,TSS,True,11,101
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,141,908
ENSG00000159069.13,chr9,136941684,136942099,IR,True,141,186
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,875,995
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,229,995
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,20,121
ENSG00000148120.16,chr9,95080780,95086681,ES,False,176,284
ENSG00000148120.16,chr9,95003833,95004286,TSS,False,345,397
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,138,397
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,118,406
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,28,125
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,110,138
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,57,138
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,401,600
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,236,575
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,59,156
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,103,153
ENSG00000165716.10,chr9,136712389,136712728,TSS,False,18,119
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,159,1493
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,97,127
ENSG00000213930.11,chr9,34646584,34647258,TSS,True,111,127
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,56,545
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,16,100
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,22,166
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,30,101
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,89,101
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,84,101
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,21,193
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,20,169
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,222,1025
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,46,385
ENSG00000070610.14,chr9,35738374,35738525,IR,False,117,132
ENSG00000070610.14,chr9,35738632,35738751,IR,False,115,131
ENSG00000070610.14,chr9,35740362,35740525,IR,True,100,124
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,27,157
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,48,162
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,30,214
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,57,149
ENSG00000165119.20,chr9,83973399,83974516,ES,False,17,135
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,61,153
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,96,153
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,110,200
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,169,200
ENSG00000176978.13,chr9,137112230,137112744,IR,True,355,406
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,88,447
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,101,132
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,112,132
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,106,131
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,91,153
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,133,153
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,92,136
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,101,136
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,118,448
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,379,442
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,14,110
ENSG00000198467.14,chr9,35682163,35682523,IR,True,81,102
ENSG00000198467.14,chr9,35682163,35684245,ES,True,40,100
ENSG00000198467.14,chr9,35684550,35685268,ME,False,186,338
ENSG00000198467.14,chr9,35684550,35685063,ES,True,188,222
ENSG00000198467.14,chr9,35684807,35685268,ES,True,153,186
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,337,460
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,106,399
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,133,460
ENSG00000198467.14,chr9,35682523,35683157,TSS,True,123,144
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,22,171
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,20,102
ENSG00000107104.18,chr9,504037,504754,TSS,True,124,149
ENSG00000107104.18,chr9,710797,713464,TSS,True,118,137
ENSG00000107104.18,chr9,693679,693786,TSS,True,86,139
ENSG00000107104.18,chr9,745172,746105,PAS,True,35,146
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,178,605
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,526,605
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,538,605
ENSG00000176101.11,chr9,137188778,137189065,IR,False,72,152
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,94,167
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,90,167
PB_novel_96119,chr9,68975663,68975846,TSS,True,15,102
ENSG00000170681.6,chr9,100577517,100578551,TSS,False,27,264
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,61,156
ENSG00000095321.16,chr9,129099865,129099924,TSS,True,134,150
ENSG00000148411.7,chr9,136049635,136050587,TSS,False,139,157
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,14,114
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,92,201
ENSG00000137094.14,chr9,34989694,34989831,TSS,True,70,114
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,37,260
ENSG00000119396.10,chr9,121201638,121201919,TSS,False,13,100
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,17,104
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,94,107
ENSG00000147872.9,chr9,19127418,19127535,TSS,True,15,106
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,65,171
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,58,233
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,187,224
ENSG00000107165.12,chr9,12695837,12702270,ES,False,19,115
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,223,250
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,170,249
ENSG00000119383.19,chr9,129141972,129142082,TSS,False,223,249
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,48,108
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,82,108
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,67,140
ENSG00000165269.12,chr9,33401236,33401415,TSS,True,117,140
ENSG00000106771.12,chr9,109080943,109087172,ES,False,55,138
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,17,129
ENSG00000106771.12,chr9,109091155,109106507,ES,True,57,112
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,48,192
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,102,149
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,115,162
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,55,162
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,67,222
ENSG00000092841.18,chr12,56160320,56160625,IR,False,283,362
ENSG00000092841.18,chr12,56160320,56161386,ES,False,211,493
ENSG00000092841.18,chr12,56160320,56161386,IR,True,211,288
ENSG00000092841.18,chr12,56160670,56161386,IR,True,287,364
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,409,857
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,80,579
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,491,568
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,87,142
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,21,155
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1739,3250
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,35,183
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,77,170
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,149,170
ENSG00000151067.21,chr12,2690899,2692939,PAS,True,44,110
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,17,100
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,92,121
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,42,121
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,28,167
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,59,180
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,57,301
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,168,654
ENSG00000057294.14,chr12,32790307,32792492,PAS,True,98,786
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,246,808
ENSG00000057294.14,chr12,32821355,32821902,TSS,True,633,736
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,59,221
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,134,396
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,309,396
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,61,127
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,80,123
ENSG00000111642.15,chr12,6582136,6582277,TSS,True,108,121
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,115,137
ENSG00000174099.11,chr12,65278865,65326825,ES,False,63,414
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,70,489
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,617,696
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,96,793
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,83,193
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,84,170
ENSG00000182196.13,chr12,122981266,122981594,IR,False,84,126
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,85,107
ENSG00000182196.13,chr12,122981299,122981594,IR,False,85,105
ENSG00000182196.13,chr12,122981809,122982030,IR,False,34,231
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,161,244
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,145,244
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,45,102
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,277,1442
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,88,344
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,289,344
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,37,111
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,185,212
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,254,451
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,249,440
ENSG00000011105.13,chr12,3077360,3077453,TSS,True,140,166
ENSG00000011105.13,chr12,3200329,3201256,TSS,True,131,157
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,70,100
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,59,102
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,19,100
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,22,113
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,31,225
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,49,288
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,168,242
ENSG00000135506.15,chr12,57719182,57720405,ES,False,164,270
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,54,281
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,23,103
ENSG00000196498.13,chr12,124324404,124325583,PAS,True,37,143
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,154,173
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,147,173
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,154,728
ENSG00000127334.10,chr12,67648717,67649182,TSS,True,19,115
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,31,158
ENSG00000174233.11,chr12,48770970,48771709,IR,False,108,122
ENSG00000174233.11,chr12,48766190,48768716,PAS,True,34,155
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,163,224
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,316,506
ENSG00000123064.12,chr12,113175035,113175157,TSS,True,88,101
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,50,101
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,237,492
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,416,492
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,20,141
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,35,141
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,14,111
ENSG00000135424.16,chr12,55698917,55700898,ME,False,44,157
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,881,1102
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,983,1104
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,56,262
ENSG00000170421.12,chr12,52899774,52901102,TSS,True,221,262
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,59,145
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,60,124
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,38,337
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,105,124
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,64,199
ENSG00000179295.17,chr12,112505824,112509915,PAS,False,21,146
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,60,210
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,180,210
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,33,295
ENSG00000175899.14,chr12,9067418,9067839,PAS,True,125,828
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,304,828
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,297,965
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,68,145
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,64,145
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,419,469
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,109,545
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,78,178
ENSG00000110917.7,chr12,120696315,120704280,PAS,True,12,108
