gene,chr,start,end,splice_type,novel,H1_ENCFF250BDM_in_cov,H1_ENCFF250BDM_total_cov
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,59,197
ENSG00000108465.14,chr17,47971152,47971361,IR,False,90,111
ENSG00000108465.14,chr17,47973650,47973930,IR,False,93,104
ENSG00000108465.14,chr17,47974448,47975158,IR,False,56,108
ENSG00000108465.14,chr17,47975653,47975868,IR,False,53,108
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,34,124
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,101,124
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,71,368
ENSG00000108848.15,chr17,50737026,50740305,ES,False,147,167
ENSG00000108848.15,chr17,50750641,50750746,IR,False,43,117
ENSG00000108848.15,chr17,50750694,50752199,IR,False,61,135
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,36,202
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,117,198
ENSG00000108848.15,chr17,50750500,50756219,PAS,True,108,182
ENSG00000108848.15,chr17,50750746,50752709,PAS,True,158,183
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,32,260
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,131,504
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,74,116
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,61,116
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,30,236
ENSG00000109113.19,chr17,28716058,28717212,ES,False,20,198
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,73,249
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,211,249
ENSG00000072778.19,chr17,7222081,7222176,IR,False,112,169
ENSG00000072778.19,chr17,7222302,7222666,IR,True,126,170
ENSG00000072778.19,chr17,7222865,7223132,IR,False,89,176
ENSG00000072778.19,chr17,7224393,7224483,3AS,False,23,179
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,27,182
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,21,160
ENSG00000108349.16,chr17,40169662,40170451,3AS,True,24,158
ENSG00000108349.16,chr17,40140296,40140779,TSS,True,30,172
ENSG00000108349.16,chr17,40170451,40172181,PAS,True,142,167
ENSG00000108349.16,chr17,40170446,40172179,PAS,True,32,167
ENSG00000181222.15,chr17,7484320,7484857,TSS,True,80,219
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,23,131
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,14,118
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,16,112
ENSG00000087157.18,chr17,78392665,78398251,ES,False,21,108
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,25,118
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,84,102
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,24,129
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,25,129
ENSG00000087157.18,chr17,78419545,78424660,PAS,True,110,126
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,61,165
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,139,165
ENSG00000168259.14,chr17,42017051,42017170,TSS,True,148,165
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,33,236
ENSG00000108654.14,chr17,64500326,64500548,IR,True,670,757
ENSG00000108654.14,chr17,64500773,64502009,IR,False,594,731
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,91,764
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,674,756
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,89,785
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,25,142
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,127,241
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,75,139
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,30,164
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,32,151
ENSG00000108639.7,chr17,78171054,78171738,ES,False,37,262
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,66,100
ENSG00000175061.17,chr17,16439414,16440184,ES,False,181,258
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,75,301
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,264,301
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,17,118
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,81,104
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,67,104
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,84,104
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,32,107
ENSG00000166582.9,chr17,16348685,16349139,IR,False,14,134
ENSG00000166582.9,chr17,16348685,16349930,ES,True,195,226
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,195,309
ENSG00000166582.9,chr17,16342516,16342941,PAS,True,57,352
ENSG00000166582.9,chr17,16348024,16349333,PAS,True,298,350
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,87,186
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,121,186
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,20,118
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,21,183
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,158,328
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,49,371
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,108,273
ENSG00000136490.8,chr17,63698938,63699027,IR,False,132,147
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,129,153
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,39,153
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,31,109
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,114,641
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,91,412
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,192,710
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,561,710
ENSG00000184640.17,chr17,77281366,77281554,TSS,True,208,237
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,207,237
ENSG00000184640.17,chr17,77451477,77451528,TSS,True,156,237
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,71,451
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,17,121
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,171,508
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,71,117
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,75,121
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,50,121
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,37,134
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,110,134
ENSG00000011295.15,chr17,16000032,16000117,IR,False,98,111
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,23,121
ENSG00000011295.15,chr17,15999470,16000245,TSS,True,108,121
ENSG00000108395.13,chr17,58999459,59012327,ES,False,12,112
ENSG00000108395.13,chr17,59091340,59106440,ES,False,13,104
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,104,119
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,18,115
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,14,119
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,66,134
ENSG00000141552.17,chr17,81891833,81894466,ES,False,59,127
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,59,190
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,152,279
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,187,279
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,245,279
ENSG00000173065.13,chr17,28759764,28766585,3AS,False,18,116
ENSG00000173065.13,chr17,28755973,28759764,PAS,True,100,118
ENSG00000173065.13,chr17,28755970,28759876,PAS,True,18,118
ENSG00000173065.13,chr17,28812208,28812467,TSS,False,60,142
ENSG00000173065.13,chr17,28842681,28842855,TSS,True,117,142
ENSG00000013306.15,chr17,44321231,44321433,IR,False,414,475
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,343,459
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,63,487
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,21,115
ENSG00000136450.12,chr17,58004001,58004922,IR,False,41,409
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,66,417
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,145,280
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,17,108
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,50,338
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,171,1462
ENSG00000133026.12,chr17,8623277,8630653,ES,True,176,199
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,176,377
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,17,106
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,81,124
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,86,124
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,89,124
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,35,102
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,13,111
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,210,273
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,85,273
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,325,375
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,67,380
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,65,387
ENSG00000163597.14,chr17,76557857,76558944,ES,False,103,117
ENSG00000163597.14,chr17,76557857,76561287,ES,False,210,329
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,56,386
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,178,224
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,72,224
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,278,314
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,33,101
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,23,153
ENSG00000100412.15,chr22,41528478,41528991,PAS,False,15,149
ENSG00000100084.14,chr22,19398087,19405785,ES,True,85,105
ENSG00000100084.14,chr22,19431439,19432072,TSS,True,26,125
ENSG00000070010.18,chr22,19448587,19450744,PAS,True,16,136
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,69,108
ENSG00000253352.9,chr22,30969223,30969386,TSS,True,97,108
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,25,110
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,76,277
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,28,115
ENSG00000100266.18,chr22,42893613,43015020,ES,True,13,118
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,20,138
ENSG00000239900.12,chr22,40364365,40366435,ES,False,23,184
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,138,1086
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,44,112
ENSG00000213923.11,chr22,38293319,38294108,IR,True,247,279
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,60,321
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,122,344
ENSG00000213923.11,chr22,38336124,38336250,TSS,True,285,344
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,18,135
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,205,378
ENSG00000069998.12,chr22,17143131,17145023,3AS,True,168,199
ENSG00000069998.12,chr22,17148560,17159125,ES,True,30,168
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,40,217
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,191,217
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,17,114
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,34,189
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,24,222
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,16,118
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,103,117
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,23,136
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,100,140
ENSG00000100263.13,chr22,29264218,29265478,IR,True,76,130
ENSG00000100263.13,chr22,29267425,29268638,TSS,True,134,149
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,30,149
ENSG00000170638.9,chr22,50197995,50198074,IR,False,88,101
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,45,111
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,93,111
ENSG00000170638.9,chr22,50198344,50199601,PAS,True,15,106
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,51,161
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,29,189
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,17,106
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,54,226
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,179,226
ENSG00000133422.12,chr22,30967821,30969810,TSS,False,17,102
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,20,101
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,21,104
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,85,104
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,112,208
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,106,207
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,109,322
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,39,155
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,284,605
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,310,631
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,347,631
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,74,117
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,92,117
ENSG00000100105.17,chr22,31325803,31327309,PAS,True,21,113
ENSG00000100105.17,chr22,31340676,31341683,PAS,False,92,112
ENSG00000100105.17,chr22,31344331,31346362,TSS,True,13,120
ENSG00000099917.17,chr22,20568631,20582610,ES,False,72,105
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,17,114
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,70,382
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,341,382
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,47,468
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,633,4995
ENSG00000100316.15,chr22,39318399,39319623,TSS,True,4478,4995
ENSG00000093000.18,chr22,45168246,45171599,ES,False,223,254
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,46,299
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,89,341
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,266,346
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,534,977
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,111,1069
ENSG00000100227.17,chr22,42599793,42602769,ES,False,39,210
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,27,226
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,13,108
PB_novel_214531,chr9,87411042,87413471,TSS,True,72,111
PB_novel_214531,chr9,87410891,87411294,TSS,True,71,111
PB_novel_214531,chr9,87419727,87421018,PAS,True,62,111
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,45,157
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,87,129
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,30,108
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,82,108
ENSG00000130723.19,chr9,131393953,131394263,TSS,True,104,123
ENSG00000130723.19,chr9,131474477,131476535,TSS,False,107,121
ENSG00000172785.18,chr9,135030,152033,ES,False,12,116
ENSG00000172785.18,chr9,119276,121573,PAS,True,18,140
ENSG00000172785.18,chr9,172901,173366,PAS,True,118,135
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,33,150
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,19,146
ENSG00000196642.18,chr9,136833719,136834341,PAS,False,112,127
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,288,502
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,393,608
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,299,608
ENSG00000160408.14,chr9,127896332,127899502,ES,False,40,104
ENSG00000160408.14,chr9,127885203,127886788,PAS,True,11,108
ENSG00000097007.17,chr9,130834777,130835525,TSS,False,58,130
ENSG00000107372.12,chr9,72360787,72364695,ES,False,125,198
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,33,246
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,31,283
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,121,148
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,40,161
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,131,158
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,37,201
ENSG00000148308.17,chr9,133054809,133056011,ES,False,86,106
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,20,122
ENSG00000106723.16,chr9,88388538,88426381,ES,False,149,168
ENSG00000106723.16,chr9,88448989,88468371,ES,False,27,188
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,44,220
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,23,104
ENSG00000165209.18,chr9,123184298,123268435,ES,True,108,124
ENSG00000165209.18,chr9,123268435,123268643,TSS,True,19,143
ENSG00000119333.11,chr9,128635175,128635657,3AS,True,14,139
ENSG00000119333.11,chr9,128635767,128636280,IR,True,122,146
ENSG00000181090.20,chr9,137619049,137716625,ES,False,20,163
ENSG00000181090.20,chr9,137728529,137743391,3AS,False,84,179
ENSG00000181090.20,chr9,137744090,137754170,ES,False,34,185
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,58,226
ENSG00000148337.20,chr9,128178904,128179072,IR,False,46,139
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,14,134
ENSG00000148337.20,chr9,128185776,128190328,ES,False,45,118
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,21,156
ENSG00000119487.16,chr9,125484583,125543058,ES,False,107,224
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,197,450
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,323,450
ENSG00000070214.15,chr9,105244465,105244904,TSS,False,18,166
ENSG00000159069.13,chr9,136941684,136942045,IR,True,163,188
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,187,214
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,39,214
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,12,117
ENSG00000198917.12,chr9,128822833,128824071,ES,False,13,116
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,14,131
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,42,201
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,17,121
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,18,164
ENSG00000165689.16,chr9,136410327,136410623,TSS,True,35,104
ENSG00000165689.16,chr9,136410089,136410614,TSS,True,89,104
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,18,161
ENSG00000107164.15,chr9,130632278,130635998,ES,True,27,186
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,25,196
ENSG00000148110.15,chr9,94454070,94458321,ES,True,14,138
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,19,179
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,15,124
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,117,973
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,1163,1556
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,529,1556
ENSG00000165724.5,chr9,137587107,137587716,IR,False,117,139
ENSG00000165724.5,chr9,137590212,137591276,TSS,False,25,143
ENSG00000070610.14,chr9,35738374,35738525,IR,False,120,134
ENSG00000070610.14,chr9,35741064,35744296,ES,True,24,123
ENSG00000187742.14,chr9,89318469,89318612,TSS,True,25,112
ENSG00000196781.14,chr9,81611956,81613376,3AS,True,45,176
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,158,188
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,54,234
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,181,224
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,827,1946
ENSG00000165119.20,chr9,83973399,83974516,ES,False,242,1873
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,831,1951
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1124,1951
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1028,1984
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1302,1984
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,142,162
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,70,162
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,319,501
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,115,571
ENSG00000164985.14,chr9,15470635,15471231,PAS,True,482,557
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,68,571
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,58,357
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,12,104
ENSG00000148341.17,chr9,129010693,129012235,IR,False,91,107
ENSG00000148297.15,chr9,133341694,133344124,IR,False,16,104
ENSG00000148297.15,chr9,133340899,133344333,PAS,True,19,107
ENSG00000148297.15,chr9,133340904,133341694,PAS,True,102,118
ENSG00000148297.15,chr9,133347921,133348131,TSS,True,23,118
ENSG00000176101.11,chr9,137188778,137189065,IR,False,83,148
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,72,161
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,99,161
ENSG00000148334.14,chr9,128122479,128122933,IR,False,179,212
ENSG00000136908.17,chr9,127936655,127937433,IR,False,87,134
ENSG00000136908.17,chr9,127937523,127937817,IR,True,91,116
ENSG00000136908.17,chr9,127936552,127937830,TSS,True,117,142
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,46,142
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,122,142
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,13,115
PB_novel_214572,chr9,97215113,97219583,ES,True,107,189
PB_novel_214572,chr9,97215113,97219583,5AS,True,107,375
PB_novel_214572,chr9,97217363,97219583,5AS,True,311,398
PB_novel_214572,chr9,97214704,97215113,TSS,True,316,510
PB_novel_214572,chr9,97214860,97217363,TSS,True,239,507
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,37,366
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,181,1632
ENSG00000165138.17,chr9,98784876,98796132,ES,True,78,142
ENSG00000165138.17,chr9,98731320,98732553,PAS,False,110,168
ENSG00000165138.17,chr9,98731333,98736623,PAS,True,111,158
ENSG00000165138.17,chr9,98783564,98784157,PAS,True,109,155
ENSG00000165138.17,chr9,98796132,98796555,TSS,False,22,168
ENSG00000130558.19,chr9,135075265,135075802,TSS,True,76,102
ENSG00000130558.19,chr9,135087604,135088139,TSS,True,32,101
ENSG00000130558.19,chr9,135119503,135121181,PAS,True,13,100
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,16,156
ENSG00000119383.19,chr9,129123138,129128984,ES,False,121,137
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,65,208
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,185,208
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,13,128
ENSG00000165802.22,chr9,137454443,137456410,ES,False,15,144
ENSG00000165802.22,chr9,137455307,137456410,IR,True,129,146
ENSG00000137073.21,chr9,34048824,34048952,TSS,True,48,117
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,25,103
ENSG00000073060.15,chr12,124778586,124786356,ES,False,82,101
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,30,136
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,17,153
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,25,226
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,52,160
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,95,149
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,19,165
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,56,442
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,23,119
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,91,716
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,41,316
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,44,280
ENSG00000249790.2,chr12,8788760,8794304,5AS,False,81,240
ENSG00000249790.2,chr12,8788251,8788760,TSS,False,200,289
ENSG00000249790.2,chr12,8788252,8788786,TSS,True,130,289
ENSG00000111752.10,chr12,8921065,8922632,ES,True,118,805
ENSG00000111752.10,chr12,8921065,8930434,ME,True,128,154
ENSG00000111752.10,chr12,8921750,8922656,3AS,False,83,781
ENSG00000111752.10,chr12,8913938,8914827,TSS,True,191,1079
ENSG00000177425.10,chr12,79689728,79690580,TSS,True,118,275
ENSG00000177425.10,chr12,79690871,79691356,TSS,False,228,275
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,24,166
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,30,146
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,131,153
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,16,106
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,28,259
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,22,151
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,47,105
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,71,105
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,14,106
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,185,416
ENSG00000013573.16,chr12,31103731,31103806,IR,False,85,101
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,34,102
ENSG00000013573.16,chr12,31074169,31074327,TSS,True,91,102
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,16,101
ENSG00000013573.16,chr12,31103576,31104808,PAS,True,85,101
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,126,259
ENSG00000089009.15,chr12,112409410,112409596,TSS,True,159,259
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,152,201
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,173,201
ENSG00000122965.10,chr12,113816735,113818186,PAS,True,105,141
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,112,141
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,73,139
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,15,141
ENSG00000088986.10,chr12,120496216,120496415,3AS,False,176,198
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,23,221
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1841,2066
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,98,125
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,51,102
ENSG00000182196.13,chr12,122982538,122982619,IR,False,121,137
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,42,140
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,115,140
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,19,140
ENSG00000111540.15,chr12,55974139,55986868,5AS,True,87,104
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,40,129
ENSG00000111540.15,chr12,55974120,55974339,TSS,True,114,129
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,56,277
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,225,277
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,595,696
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,154,774
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,674,774
ENSG00000089159.16,chr12,120215273,120221622,ES,False,157,188
ENSG00000089159.16,chr12,120215273,120221622,3AS,False,157,190
ENSG00000089159.16,chr12,120224377,120265616,ES,False,183,218
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,27,245
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,131,394
PB_novel_215144,chr12,59320075,59320978,PAS,True,115,142
PB_novel_215144,chr12,59328356,59328609,TSS,True,126,142
PB_novel_215144,chr12,59326402,59328608,TSS,True,114,142
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,33,110
