gene,chr,start,end,splice_type,novel,HL-60_ENCFF810FRP_in_cov,HL-60_ENCFF810FRP_total_cov
ENSG00000273899.4,chr22,37686325,37686475,TSS,True,28,105
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,56,102
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,52,105
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,42,122
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,58,529
ENSG00000100023.18,chr22,21695496,21696884,3AS,False,61,130
ENSG00000100023.18,chr22,21696884,21698261,PAS,True,102,163
ENSG00000100023.18,chr22,21696746,21698261,PAS,True,99,163
ENSG00000100023.18,chr22,21695393,21698306,PAS,True,137,160
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,43,193
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,156,193
ENSG00000182841.12,chr22,42555218,42556674,PAS,False,105,311
ENSG00000182841.12,chr22,42571835,42574818,PAS,True,225,311
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,149,414
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,271,414
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,13,113
ENSG00000093009.9,chr22,19481045,19483861,ES,False,114,788
ENSG00000100316.15,chr22,39318566,39319594,IR,True,193,339
ENSG00000093000.18,chr22,45184452,45188013,PAS,True,59,482
ENSG00000100038.19,chr22,21957595,21958491,IR,False,200,262
ENSG00000100038.19,chr22,21970406,21971876,ES,False,210,247
ENSG00000100038.19,chr22,21957018,21957595,PAS,True,65,266
ENSG00000100038.19,chr22,21954356,21958693,PAS,True,203,265
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,303,348
ENSG00000099968.17,chr22,17655832,17683213,ES,True,271,312
ENSG00000099968.17,chr22,17689142,17702242,ES,False,56,268
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,534,917
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,176,958
ENSG00000100227.17,chr22,42599793,42602769,ES,False,337,908
ENSG00000272779.1,chr22,22304114,22306832,3AS,True,14,138
ENSG00000272779.1,chr22,22307105,22310541,PAS,True,24,146
ENSG00000272779.1,chr22,22318898,22321321,PAS,True,133,151
ENSG00000100359.20,chr22,40400813,40402138,ES,False,47,130
ENSG00000100359.20,chr22,40407328,40407412,IR,False,115,141
ENSG00000100359.20,chr22,40407568,40407788,IR,False,106,130
ENSG00000100359.20,chr22,40407843,40408070,IR,False,110,130
ENSG00000100359.20,chr22,40409018,40409249,IR,False,111,131
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,15,147
ENSG00000100239.15,chr22,50436452,50437505,ES,False,185,231
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,25,237
ENSG00000148331.11,chr9,129638659,129639201,IR,True,111,142
ENSG00000148331.11,chr9,129641886,129642162,TSS,True,20,148
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,130,260
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,91,272
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,193,272
ENSG00000241978.9,chr9,110138539,110168398,ES,False,80,101
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,336,422
ENSG00000095370.19,chr9,127778590,127778768,TSS,True,61,123
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,108,123
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,98,120
ENSG00000137040.9,chr9,6014356,6015471,IR,False,22,124
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,102,128
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,106,128
ENSG00000172785.18,chr9,175784,178815,ES,False,155,347
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,1544,2113
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,303,2293
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,1723,2293
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,716,2293
ENSG00000136807.13,chr9,127788385,127788543,IR,True,101,117
ENSG00000107372.12,chr9,72360787,72364695,ES,False,108,200
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,24,235
ENSG00000148399.12,chr9,137574843,137575708,3AS,False,38,122
ENSG00000148399.12,chr9,137574843,137575708,IR,True,38,100
ENSG00000148399.12,chr9,137574843,137576079,3AS,True,64,104
ENSG00000148399.12,chr9,137574843,137576079,IR,False,64,184
ENSG00000148399.12,chr9,137574846,137575708,IR,True,83,145
ENSG00000148399.12,chr9,137575894,137576079,IR,True,18,165
ENSG00000148399.12,chr9,137576402,137578624,ES,False,47,236
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,44,110
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,87,110
ENSG00000107223.12,chr9,136862118,136862999,PAS,True,93,110
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,34,101
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,14,121
ENSG00000136937.12,chr9,97671085,97674770,PAS,True,16,121
ENSG00000106789.12,chr9,98192558,98192782,TSS,False,69,188
ENSG00000106789.12,chr9,98185432,98185726,TSS,True,147,188
ENSG00000160404.17,chr9,127732691,127733384,3AS,True,137,167
ENSG00000160404.17,chr9,127733560,127735119,ES,False,33,188
ENSG00000135040.15,chr9,85941033,85941874,TSS,False,73,104
ENSG00000135040.15,chr9,85941050,85941273,TSS,True,60,104
ENSG00000135040.15,chr9,85941145,85941405,TSS,True,78,104
ENSG00000135040.15,chr9,86016538,86016676,PAS,True,63,104
ENSG00000135040.15,chr9,86021900,86028516,PAS,False,53,104
ENSG00000148180.19,chr9,121268219,121301962,3AS,True,146,171
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,50,177
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,128,177
ENSG00000107099.15,chr9,272910,273100,TSS,True,53,118
ENSG00000107099.15,chr9,464158,465266,PAS,True,89,130
ENSG00000107099.15,chr9,404917,405112,PAS,True,89,101
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,22,111
ENSG00000135069.13,chr9,78317804,78328980,ES,False,289,2539
ENSG00000169155.9,chr9,126805132,126832486,ES,False,96,162
ENSG00000198887.8,chr9,70300045,70303210,PAS,True,104,121
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,103,121
ENSG00000198887.8,chr9,70347065,70347161,PAS,True,108,121
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,95,121
ENSG00000198887.8,chr9,70318793,70320415,PAS,True,104,121
ENSG00000127084.18,chr9,93032873,93034543,3AS,False,30,142
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,47,124
ENSG00000181090.20,chr9,137834772,137836127,PAS,True,60,122
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,16,143
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,22,131
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,162,386
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,264,388
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,541,2145
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1612,2145
ENSG00000130714.15,chr9,131503073,131506402,ES,False,14,111
ENSG00000130714.15,chr9,131504340,131508910,ES,True,13,100
ENSG00000130714.15,chr9,131506453,131508910,ES,True,28,109
ENSG00000130714.15,chr9,131509996,131510259,5AS,False,90,123
ENSG00000130714.15,chr9,131509996,131510259,IR,False,90,114
ENSG00000130714.15,chr9,131511467,131512040,5AS,False,132,162
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,18,170
ENSG00000148362.10,chr9,136992700,136992924,IR,False,23,185
ENSG00000148362.10,chr9,136992974,136993052,IR,False,58,222
ENSG00000148362.10,chr9,136992402,136993243,TSS,True,201,229
ENSG00000148362.10,chr9,136992294,136992562,TSS,True,41,229
ENSG00000169925.16,chr9,134030304,134033705,PAS,True,107,172
ENSG00000169925.16,chr9,134040167,134040269,PAS,True,71,169
ENSG00000169925.16,chr9,134067944,134068122,TSS,False,33,183
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,21,129
ENSG00000136878.12,chr9,129880289,129880466,3AS,True,241,277
ENSG00000136878.12,chr9,129835396,129835499,TSS,False,48,305
ENSG00000136878.12,chr9,129880378,129881842,PAS,True,271,302
ENSG00000136878.12,chr9,129880466,129881842,PAS,False,61,302
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,53,111
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,62,115
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,68,115
ENSG00000198917.12,chr9,128826152,128826383,IR,False,195,246
ENSG00000127191.17,chr9,136886418,136886541,TSS,False,68,379
ENSG00000127191.17,chr9,136896008,136898928,TSS,True,319,379
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,47,323
ENSG00000119314.15,chr9,112218603,112223983,PAS,True,20,128
ENSG00000119314.15,chr9,112333469,112333694,TSS,True,22,133
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,55,255
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,168,210
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,53,263
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,148,293
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,175,290
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,252,294
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,123,294
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,240,294
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,24,118
ENSG00000147905.17,chr9,37120623,37126311,5AS,False,166,328
ENSG00000147905.17,chr9,37120627,37126311,5AS,True,88,162
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,173,353
ENSG00000147905.17,chr9,37120450,37120627,TSS,True,261,353
ENSG00000147905.17,chr9,37120577,37120776,TSS,True,304,353
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,182,350
ENSG00000147905.17,chr9,37349356,37349573,PAS,True,306,350
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,224,350
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,25,102
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,22,219
ENSG00000187210.13,chr9,76459305,76500915,ES,False,44,124
ENSG00000187796.14,chr9,136364559,136365140,IR,False,143,211
ENSG00000187796.14,chr9,136364559,136366799,ES,True,76,227
ENSG00000187796.14,chr9,136364559,136366799,3AS,True,76,136
ENSG00000187796.14,chr9,136367257,136367753,5AS,True,35,324
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,82,168
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,122,168
ENSG00000148356.13,chr9,127451669,127451928,IR,False,162,193
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,42,212
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,182,212
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,30,212
ENSG00000107262.21,chr9,33264223,33264747,TSS,True,38,125
ENSG00000107262.21,chr9,33263236,33264109,TSS,True,100,125
ENSG00000148187.17,chr9,122264938,122270863,ES,False,222,267
ENSG00000148187.17,chr9,122285287,122291748,ES,False,195,231
ENSG00000148187.17,chr9,122285287,122291748,5AS,True,195,253
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,1498,2984
ENSG00000165119.20,chr9,83970804,83971259,IR,True,92,133
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,1510,2996
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1496,2996
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1924,2998
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1274,2998
ENSG00000135018.13,chr9,83659962,83661939,PAS,True,15,141
ENSG00000119397.16,chr9,121075067,121088295,ES,False,89,320
ENSG00000119397.16,chr9,121113501,121113719,PAS,False,93,329
ENSG00000119397.16,chr9,121107801,121109223,PAS,True,295,328
ENSG00000176978.13,chr9,137112230,137112744,IR,True,2064,2386
ENSG00000176978.13,chr9,137113119,137113356,ES,True,101,115
ENSG00000176978.13,chr9,137113119,137113356,5AS,True,101,175
ENSG00000176978.13,chr9,137113119,137113864,ME,True,103,120
ENSG00000136874.10,chr9,99951059,99953024,PAS,False,131,147
ENSG00000136874.10,chr9,99968433,99974536,PAS,True,22,147
ENSG00000221829.9,chr9,35074494,35074926,IR,True,105,138
ENSG00000221829.9,chr9,35075082,35075278,IR,False,103,148
ENSG00000221829.9,chr9,35075729,35075961,3AS,True,25,120
ENSG00000221829.9,chr9,35075754,35075961,IR,True,93,110
ENSG00000221829.9,chr9,35076028,35076431,IR,True,104,117
ENSG00000221829.9,chr9,35076028,35076449,5AS,True,20,124
ENSG00000221829.9,chr9,35077399,35078604,ES,False,22,140
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,22,159
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,153,227
ENSG00000136813.14,chr9,111410044,111410213,PAS,True,161,197
ENSG00000136813.14,chr9,111389418,111389723,PAS,True,188,209
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,189,227
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,104,227
ENSG00000119321.8,chr9,113165011,113166155,PAS,True,89,112
ENSG00000119321.8,chr9,113169273,113169942,PAS,True,51,111
ENSG00000119321.8,chr9,113176438,113178801,PAS,True,96,110
ENSG00000119321.8,chr9,113221190,113221418,TSS,True,15,113
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,30,225
ENSG00000095380.10,chr9,98045561,98045839,TSS,True,195,225
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,50,429
ENSG00000147874.10,chr9,19053143,19056404,PAS,False,62,100
ENSG00000147996.16,chr9,65692608,65698514,ES,False,21,178
ENSG00000147996.16,chr9,65693473,65698514,ES,False,139,157
ENSG00000147996.16,chr9,65698561,65702969,ES,False,33,175
ENSG00000147996.16,chr9,65703014,65708901,ES,False,99,142
ENSG00000147996.16,chr9,65731867,65732992,3AS,False,114,129
ENSG00000147996.16,chr9,65731867,65732992,IR,False,114,142
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,50,198
ENSG00000119523.9,chr9,99218836,99221546,ES,True,122,145
ENSG00000197958.12,chr9,127450804,127451280,5AS,False,1034,1191
ENSG00000197958.12,chr9,127447673,127447726,PAS,False,140,1229
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,195,1229
ENSG00000197958.12,chr9,127451049,127451405,TSS,True,1074,1229
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,85,363
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,94,373
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,287,373
ENSG00000135049.15,chr9,85633037,85633136,IR,True,23,178
ENSG00000135049.15,chr9,85655200,85657434,3AS,False,60,184
ENSG00000135049.15,chr9,85677582,85681267,ES,False,27,184
ENSG00000135049.15,chr9,85542737,85547286,PAS,True,67,204
ENSG00000135049.15,chr9,85575099,85575475,PAS,True,172,203
ENSG00000197070.13,chr9,137605835,137613459,ES,True,30,234
ENSG00000197070.13,chr9,137615000,137615073,IR,False,218,265
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,53,271
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,226,269
ENSG00000136908.17,chr9,127936655,127937433,IR,False,40,105
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,15,115
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,30,195
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,168,196
ENSG00000120159.12,chr9,26887513,26892412,5AS,False,83,112
ENSG00000120159.12,chr9,26892412,26892818,TSS,True,34,121
ENSG00000120159.12,chr9,26892258,26892818,TSS,True,92,121
ENSG00000125485.17,chr9,132593057,132595112,PAS,True,22,100
ENSG00000165304.7,chr9,36573007,36581643,ES,True,131,182
ENSG00000165304.7,chr9,36581739,36589535,ES,False,68,187
ENSG00000165304.7,chr9,36589652,36597221,ES,False,60,183
ENSG00000165304.7,chr9,36651877,36665349,ES,False,21,206
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,24,101
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,79,101
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,77,345
ENSG00000165025.14,chr9,90895527,90898559,PAS,False,46,338
ENSG00000137074.18,chr9,32987731,32988082,IR,False,131,212
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,94,219
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,69,105
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,57,280
ENSG00000137074.18,chr9,33001515,33001612,TSS,True,203,233
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,151,233
ENSG00000137074.18,chr9,33024803,33025150,TSS,True,236,280
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,225,280
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,166,227
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,41,184
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,27,234
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,92,232
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,191,232
ENSG00000086102.18,chr9,33369905,33371159,PAS,False,202,234
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,18,110
ENSG00000165219.21,chr9,125261959,125298889,ME,False,114,170
ENSG00000165219.21,chr9,125261959,125298889,ME,False,114,170
ENSG00000165219.21,chr9,125261959,125298889,ME,False,114,170
ENSG00000165219.21,chr9,125261959,125298889,ME,False,114,170
ENSG00000165219.21,chr9,125261959,125298889,ME,False,114,170
ENSG00000165219.21,chr9,125261959,125298889,ME,False,101,170
ENSG00000165219.21,chr9,125261959,125295457,ES,False,101,131
ENSG00000165219.21,chr9,125261959,125298889,ME,False,101,170
ENSG00000165219.21,chr9,125261959,125298889,ES,False,379,583
ENSG00000165219.21,chr9,125332629,125337017,ES,False,433,587
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,340,611
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,323,611
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,18,162
ENSG00000188312.13,chr9,92326105,92332169,IR,True,87,111
ENSG00000188312.13,chr9,92332351,92337540,IR,True,89,113
ENSG00000188312.13,chr9,92337629,92345698,IR,True,85,109
ENSG00000188312.13,chr9,92345787,92379762,IR,True,85,109
ENSG00000188312.13,chr9,92379866,92611312,IR,True,78,100
ENSG00000188312.13,chr9,92611393,92612522,IR,True,24,109
ENSG00000188312.13,chr9,92612614,92613018,IR,True,24,109
ENSG00000188312.13,chr9,92325455,92326105,TSS,True,28,115
ENSG00000188312.13,chr9,92325653,92379867,TSS,True,92,114
ENSG00000188312.13,chr9,92611312,92615151,PAS,True,33,113
ENSG00000188312.13,chr9,92613018,92617070,PAS,True,89,113
ENSG00000073060.15,chr12,124778586,124786356,ES,False,67,208
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,30,232
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,91,507
ENSG00000111731.12,chr12,22448547,22449891,PAS,True,12,104
ENSG00000111731.12,chr12,22544060,22544511,TSS,True,24,104
ENSG00000111731.12,chr12,22544319,22544781,TSS,True,87,104
ENSG00000111237.18,chr12,110491524,110492122,PAS,True,43,162
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,82,162
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,112,162
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,100,717
ENSG00000010292.12,chr12,6531326,6531968,PAS,True,112,717
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,307,364
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,78,364
ENSG00000092841.18,chr12,56160320,56161386,IR,True,95,108
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,14,111
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,98,111
ENSG00000184575.11,chr12,64425182,64425337,IR,False,459,514
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,224,282
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,160,298
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,148,292
ENSG00000161800.12,chr12,50016715,50025327,3AS,False,33,180
ENSG00000161800.12,chr12,50016715,50025397,IR,False,21,187
ENSG00000161800.12,chr12,50016719,50025372,5AS,True,17,166
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,363,529
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,463,647
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,228,647
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,738,2036
ENSG00000139644.12,chr12,49750604,49750705,TSS,False,1483,2036
ENSG00000139579.12,chr12,56224322,56224441,TSS,False,31,200
ENSG00000110871.14,chr12,120522363,120528939,ES,False,291,357
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,32,264
ENSG00000111530.12,chr12,67312605,67316286,PAS,True,63,261
ENSG00000111530.12,chr12,67292621,67293753,PAS,True,193,238
ENSG00000123338.12,chr12,54542574,54544995,PAS,True,65,430
ENSG00000087470.17,chr12,32737161,32738263,ES,False,207,249
ENSG00000087470.17,chr12,32737161,32740063,ME,False,207,257
ENSG00000081760.16,chr12,125134852,125142091,ES,False,54,103
ENSG00000135451.12,chr12,49330573,49330660,IR,False,12,109
ENSG00000126746.17,chr12,6670838,6673215,ES,False,137,153
ENSG00000126746.17,chr12,6673440,6678126,ES,False,129,152
ENSG00000126746.17,chr12,6678460,6678945,ES,False,57,133
ENSG00000126746.17,chr12,6689367,6689679,TSS,True,106,159
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,140,159
ENSG00000126746.17,chr12,6689097,6689380,TSS,True,98,159
ENSG00000134291.11,chr12,47965345,47965837,IR,False,387,479
ENSG00000134291.11,chr12,47965997,47966088,IR,False,402,481
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,195,400
ENSG00000134291.11,chr12,47966172,47966682,IR,True,195,276
ENSG00000134291.11,chr12,47966229,47966682,IR,True,203,284
ENSG00000134291.11,chr12,47966732,47967207,IR,True,428,476
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,78,493
ENSG00000091039.16,chr12,76450979,76487509,3AS,False,66,166
ENSG00000091039.16,chr12,76450988,76487509,ES,False,59,100
ENSG00000091039.16,chr12,76351770,76356021,PAS,True,136,193
ENSG00000091039.16,chr12,76356632,76356728,PAS,True,109,193
ENSG00000120802.13,chr12,98537572,98546358,ES,False,68,161
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,181,485
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,434,490
ENSG00000120802.13,chr12,98549415,98550351,PAS,True,418,492
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,89,522
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,438,522
ENSG00000204842.15,chr12,111451798,111452840,PAS,True,63,102
ENSG00000204842.15,chr12,111598783,111599573,TSS,True,16,104
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,163,194
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,70,193
ENSG00000111711.9,chr12,21506976,21508382,ES,False,159,212
ENSG00000111711.9,chr12,21506976,21508382,3AS,True,159,179
ENSG00000111711.9,chr12,21506976,21508382,IR,True,159,187
ENSG00000111711.9,chr12,21515668,21518388,PAS,True,28,273
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,37,168
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,134,168
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,15,135
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,279,601
ENSG00000072609.17,chr12,132861634,132869618,ES,True,429,477
ENSG00000072609.17,chr12,132861634,132870723,ES,False,56,532
ENSG00000072609.17,chr12,132869798,132870723,3AS,False,372,443
ENSG00000072609.17,chr12,132872394,132877554,ES,True,523,589
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,98,614
ENSG00000139323.13,chr12,89425379,89466769,ES,False,80,249
ENSG00000139323.13,chr12,89472275,89525119,ES,True,31,244
ENSG00000139323.13,chr12,89492115,89525119,ES,False,135,226
ENSG00000139323.13,chr12,89419667,89421257,PAS,True,35,280
ENSG00000139323.13,chr12,89525880,89526259,TSS,True,39,281
ENSG00000139323.13,chr12,89525119,89525988,TSS,True,249,281
ENSG00000120647.9,chr12,441773,442653,PAS,True,13,101
ENSG00000010610.9,chr12,6789662,6814141,ES,False,50,474
ENSG00000013573.16,chr12,31073969,31078462,IR,False,24,121
ENSG00000013573.16,chr12,31074091,31078462,3AS,False,27,124
ENSG00000013573.16,chr12,31084061,31084582,IR,True,139,155
ENSG00000013573.16,chr12,31089151,31089402,IR,False,114,148
ENSG00000013573.16,chr12,31089151,31089885,ES,False,12,107
ENSG00000013573.16,chr12,31089490,31089885,IR,False,96,133
ENSG00000013573.16,chr12,31089490,31089890,3AS,False,13,110
ENSG00000013573.16,chr12,31103020,31103321,3AS,False,19,165
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,79,210
ENSG00000013573.16,chr12,31073835,31073969,TSS,True,182,210
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,54,210
ENSG00000257883.1,chr12,116697854,116698501,PAS,False,185,210
ENSG00000257883.1,chr12,116712234,116714793,PAS,True,162,210
ENSG00000257883.1,chr12,116702792,116703263,PAS,True,169,210
ENSG00000089009.15,chr12,112408656,112409049,5AS,True,87,105
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,803,3257
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,2595,3257
ENSG00000133641.17,chr12,88035738,88042824,ES,False,80,161
ENSG00000111642.15,chr12,6602154,6602375,3AS,False,71,116
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,221,249
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,73,241
ENSG00000111642.15,chr12,6600533,6600669,PAS,True,109,126
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,183,228
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,138,249
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,229,360
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,195,359
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,37,367
ENSG00000110987.8,chr12,122054926,122059091,5AS,False,94,106
ENSG00000008405.11,chr12,106991363,106992001,PAS,False,34,264
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,56,140
ENSG00000174099.11,chr12,65278936,65279517,TSS,True,95,140
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,2066,2390
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1123,3518
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,2710,3515
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,99,190
ENSG00000182196.13,chr12,122981266,122981594,IR,False,99,130
ENSG00000182196.13,chr12,122981299,122981594,IR,False,89,113
ENSG00000182196.13,chr12,122981809,122982030,IR,False,33,238
ENSG00000182196.13,chr12,122982538,122982619,IR,False,188,236
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,50,239
ENSG00000182196.13,chr12,122982468,122983476,PAS,True,193,239
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,32,183
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,159,183
ENSG00000155957.17,chr12,66153448,66169854,ES,False,102,124
ENSG00000155957.17,chr12,66153448,66169854,5AS,True,102,114
ENSG00000155957.17,chr12,66136936,66138166,PAS,True,16,153
ENSG00000155957.17,chr12,66169854,66170027,TSS,True,23,153
ENSG00000111300.9,chr12,112039242,112039339,PAS,True,84,533
ENSG00000139197.10,chr12,7201841,7202611,ES,False,182,271
ENSG00000139197.10,chr12,7189614,7189750,TSS,False,62,283
ENSG00000139197.10,chr12,7189673,7190524,TSS,True,238,283
ENSG00000064763.10,chr12,29333631,29335616,PAS,True,40,198
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,1223,1429
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,247,1518
