gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF305AFY_in_cov,heart_right_ventricle_ENCFF305AFY_total_cov
ENSG00000141367.11,chr17,59660386,59660588,TSS,True,120,148
ENSG00000161647.18,chr17,43800408,43801877,PAS,True,44,103
ENSG00000161647.18,chr17,43807299,43809078,PAS,False,91,103
ENSG00000161647.18,chr17,43829653,43831848,TSS,True,102,114
ENSG00000161647.18,chr17,43833100,43833208,TSS,True,86,114
ENSG00000161647.18,chr17,43831558,43832663,TSS,False,101,114
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,397,582
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,378,581
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,476,2279
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,114,192
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,33,130
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,136,190
ENSG00000136478.7,chr17,64212573,64214243,TSS,False,54,246
ENSG00000109065.11,chr17,74772054,74772217,IR,False,82,134
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,114,128
ENSG00000109065.11,chr17,74772277,74772895,IR,True,114,131
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,90,137
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,16,150
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,23,152
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,42,201
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,180,631
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,1679,2106
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,1906,2308
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,624,2308
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,29,168
ENSG00000132376.19,chr17,1516455,1516895,TSS,True,23,114
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,47,288
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,55,449
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,122,137
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,105,137
ENSG00000168591.15,chr17,44189231,44189588,TSS,True,84,137
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,161,646
ENSG00000126858.17,chr17,32208309,32224615,ES,False,44,133
ENSG00000126858.17,chr17,32142404,32142729,TSS,True,79,145
ENSG00000126858.17,chr17,32183179,32183272,TSS,True,92,145
ENSG00000141026.5,chr17,17477000,17477265,TSS,True,71,151
ENSG00000159842.15,chr17,1003517,1006169,PAS,True,15,106
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,245,1281
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,241,894
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,128,653
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,514,1411
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,13,128
ENSG00000173918.14,chr17,79024068,79024494,TSS,True,184,209
ENSG00000173918.14,chr17,79022756,79023088,TSS,True,171,209
ENSG00000087111.20,chr17,28571188,28571462,IR,False,110,128
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,78,189
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,167,189
ENSG00000087111.20,chr17,28560048,28560605,TSS,True,169,189
ENSG00000132361.16,chr17,2696535,2696718,3AS,False,65,141
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,353,440
ENSG00000132361.16,chr17,2697895,2698568,TSS,True,312,441
ENSG00000132361.16,chr17,2692779,2692973,TSS,True,352,440
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,132,158
ENSG00000002834.17,chr17,38890368,38890504,TSS,True,93,158
ENSG00000002834.17,chr17,38914353,38914475,TSS,False,141,158
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,25,248
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,308,451
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,15,100
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,88,143
ENSG00000161714.11,chr17,45115343,45115481,TSS,False,109,142
ENSG00000186594.14,chr17,1711510,1714014,PAS,True,20,104
ENSG00000186594.14,chr17,1716129,1716282,TSS,True,86,173
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,245,285
ENSG00000108788.11,chr17,42567655,42568836,ES,False,74,279
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,60,305
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,264,305
ENSG00000179094.15,chr17,8140467,8141340,PAS,True,25,134
ENSG00000179094.15,chr17,8143265,8143703,TSS,False,13,120
ENSG00000133030.20,chr17,17174075,17176425,ES,False,55,463
ENSG00000133030.20,chr17,17139861,17142765,TSS,True,426,483
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,260,483
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,407,483
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,49,358
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,84,103
ENSG00000141736.13,chr17,39724093,39724911,TSS,True,88,103
ENSG00000141736.13,chr17,39715743,39715939,TSS,True,89,103
ENSG00000072778.19,chr17,7220197,7220603,3AS,False,135,165
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,1869,6498
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,23,163
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,107,235
ENSG00000161547.16,chr17,76735158,76736153,IR,False,135,153
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,23,161
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,17,142
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,25,169
ENSG00000072134.15,chr17,19237331,19237531,TSS,True,98,129
ENSG00000072134.15,chr17,19282951,19283714,TSS,True,105,129
ENSG00000072134.15,chr17,19328746,19328887,TSS,True,107,127
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,46,265
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,150,606
ENSG00000108654.14,chr17,64504676,64506290,TSS,True,540,606
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,15,118
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,132,171
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,131,171
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,1155,1441
ENSG00000225663.7,chr17,81822907,81823208,IR,False,14,109
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,14,109
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,96,110
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,15,110
ENSG00000175061.17,chr17,16439414,16440184,ES,False,80,105
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,35,137
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,122,137
ENSG00000175061.17,chr17,16441367,16442028,PAS,True,15,124
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,373,456
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,366,456
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,379,456
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,70,168
ENSG00000006125.17,chr17,35650558,35650789,TSS,False,138,167
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,92,809
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,59,382
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,341,645
ENSG00000177731.15,chr17,18251264,18251477,TSS,True,759,850
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,363,850
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,245,434
ENSG00000261371.5,chr17,64369749,64370026,TSS,True,332,434
ENSG00000261371.5,chr17,64363148,64363400,TSS,True,348,434
ENSG00000132471.11,chr17,75849603,75849740,TSS,True,321,363
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,238,363
ENSG00000108823.15,chr17,50168572,50170639,ES,False,36,329
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,56,356
ENSG00000034152.18,chr17,21284650,21284969,TSS,True,21,191
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,267,367
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,142,509
ENSG00000108953.16,chr17,1345499,1354210,ES,False,726,985
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,207,299
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,243,299
ENSG00000109079.9,chr17,28341226,28341326,TSS,True,224,299
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,332,512
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,363,543
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,211,543
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,322,405
ENSG00000171298.12,chr17,80101553,80105132,TSS,True,362,403
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,218,402
ENSG00000121067.17,chr17,49622876,49677932,ES,False,80,165
ENSG00000166685.11,chr17,73207256,73208313,ES,False,35,216
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,36,240
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,100,127
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,87,127
ENSG00000141568.20,chr17,82585056,82586200,TSS,False,108,126
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,143,187
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,21,197
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,295,653
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,513,653
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,23,170
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,117,200
ENSG00000006282.20,chr17,50547285,50548282,ES,False,42,238
ENSG00000006282.20,chr17,50551679,50551968,IR,False,283,315
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,75,318
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,73,603
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,120,152
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,170,230
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,109,230
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,46,345
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,101,128
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,58,128
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,367,434
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,57,443
ENSG00000163597.14,chr17,76557857,76561287,ES,False,720,937
ENSG00000006695.10,chr17,14069495,14069648,TSS,True,100,196
ENSG00000006695.10,chr17,14192058,14192221,TSS,True,169,196
ENSG00000128309.16,chr22,37024810,37029215,ES,False,122,137
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,114,143
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,73,143
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,104,143
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,95,211
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,399,1095
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,279,621
ENSG00000133424.20,chr22,33761370,33761561,TSS,True,497,637
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,95,511
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,420,511
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,238,279
ENSG00000100234.11,chr22,32858072,32858138,TSS,True,243,279
ENSG00000253352.9,chr22,30973587,30975169,5AS,False,60,109
ENSG00000253352.9,chr22,30973587,30975169,IR,False,60,108
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,154,173
ENSG00000253352.9,chr22,30969223,30973601,TSS,True,135,173
ENSG00000253352.9,chr22,30972466,30973587,TSS,True,125,173
ENSG00000253352.9,chr22,30975169,30979395,PAS,True,53,162
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,38,131
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,106,131
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,81,140
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,95,145
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,95,145
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,97,132
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,28,102
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,85,102
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,30,109
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,76,131
ENSG00000100266.18,chr22,42959798,42959892,TSS,False,95,131
ENSG00000239900.12,chr22,40364365,40366435,ES,False,44,266
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,308,357
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,267,386
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,285,443
ENSG00000183597.15,chr22,20052584,20055942,ES,False,111,387
ENSG00000183597.15,chr22,20052584,20061529,ES,False,57,400
ENSG00000183597.15,chr22,20056013,20063337,ES,False,42,384
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,264,534
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,415,534
ENSG00000099998.17,chr22,24220116,24224995,ES,False,97,115
ENSG00000099998.17,chr22,24225411,24225545,3AS,False,102,117
ENSG00000099998.17,chr22,24233018,24233873,ES,False,18,104
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,13,125
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,93,636
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,134,1263
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,33,269
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,247,373
ENSG00000138867.16,chr22,24548916,24549002,TSS,False,310,373
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,68,642
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,82,372
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,101,116
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,78,116
ENSG00000196576.14,chr22,50281853,50282082,TSS,False,103,116
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,48,158
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,133,155
ENSG00000198125.12,chr22,35617265,35622477,ES,True,98,109
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,853,1255
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,801,1255
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,58,380
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,356,397
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,370,414
ENSG00000100345.21,chr22,36284092,36284195,TSS,True,315,361
ENSG00000069998.12,chr22,17148560,17159125,ES,True,57,356
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,41,399
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,78,129
ENSG00000099942.12,chr22,20934140,20934244,TSS,True,114,129
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,23,102
ENSG00000100242.15,chr22,38738172,38738234,TSS,True,249,352
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,63,122
ENSG00000070413.19,chr22,19041057,19041276,TSS,True,106,119
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,79,385
ENSG00000100170.9,chr22,32081881,32081971,TSS,True,335,385
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,84,229
ENSG00000198355.4,chr22,49960754,49961811,TSS,True,154,229
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,191,1029
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,853,1026
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,829,1031
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,481,1031
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,52,154
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,123,154
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,19,185
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,132,263
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,147,262
ENSG00000100416.13,chr22,46337944,46346421,ES,False,34,163
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,27,129
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,34,163
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,20,180
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,29,124
ENSG00000100225.17,chr22,32475124,32483896,ES,False,26,150
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,55,205
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,157,205
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,113,170
ENSG00000186951.16,chr22,46198338,46198591,TSS,True,92,125
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,68,458
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,21,129
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,52,398
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,350,398
ENSG00000183963.18,chr22,31095609,31097268,ES,False,264,316
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,322,367
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,141,367
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,37,306
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,79,119
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,107,120
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,135,165
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,90,162
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,424,677
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,190,229
ENSG00000100320.22,chr22,35894812,35895082,TSS,True,121,148
ENSG00000093010.13,chr22,19961289,19962526,3AS,False,100,116
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,21,124
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,43,211
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,96,293
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,36,271
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,343,406
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,47,414
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,129,159
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,122,146
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,43,164
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,141,158
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,23,165
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,128,149
ENSG00000099968.17,chr22,17689142,17702242,ES,False,29,234
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,85,373
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,21,147
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,91,146
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,56,147
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,282,516
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,211,553
ENSG00000182944.17,chr22,29272375,29272431,TSS,True,449,553
ENSG00000100227.17,chr22,42599793,42602769,ES,False,15,127
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,59,157
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,127,157
ENSG00000100359.20,chr22,40400813,40402138,ES,False,29,171
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,49,202
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,23,202
ENSG00000100239.15,chr22,50372150,50393892,ES,False,119,135
ENSG00000100239.15,chr22,50436452,50437505,ES,False,83,217
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,89,223
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,177,223
ENSG00000241978.9,chr9,110138539,110168398,ES,False,172,545
ENSG00000241978.9,chr9,110156497,110168398,ES,False,311,371
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,416,681
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,595,685
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,493,685
ENSG00000197694.15,chr9,128627942,128630320,ES,False,30,124
ENSG00000197694.15,chr9,128624325,128624487,TSS,False,114,133
ENSG00000197694.15,chr9,128624676,128625978,TSS,True,98,133
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,97,109
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,58,109
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,88,105
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,60,104
ENSG00000130723.19,chr9,131492260,131495739,ES,False,82,153
ENSG00000130723.19,chr9,131483635,131484027,TSS,True,141,219
ENSG00000165282.13,chr9,35091291,35092542,IR,False,88,115
ENSG00000165282.13,chr9,35091239,35092631,TSS,True,118,133
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,32,133
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,232,297
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,272,337
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,104,337
ENSG00000107372.12,chr9,72360787,72364695,ES,False,149,232
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,73,313
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,97,126
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,99,125
ENSG00000137076.20,chr9,35707730,35707895,TSS,True,108,125
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,2268,2719
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,2045,2718
ENSG00000148180.19,chr9,121299789,121302167,TSS,True,2169,2718
ENSG00000148180.19,chr9,121286086,121286185,TSS,False,2336,2718
ENSG00000107263.18,chr9,131625921,131626422,TSS,False,98,111
ENSG00000169155.9,chr9,126805132,126832486,ES,False,13,103
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,29,132
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,111,465
ENSG00000172159.15,chr9,83244621,83248516,PAS,True,17,126
ENSG00000172159.15,chr9,83538084,83538775,TSS,True,18,132
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,16,132
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,51,124
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,103,132
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,104,130
ENSG00000147862.16,chr9,14306988,14307523,TSS,True,98,110
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,65,110
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,25,101
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,143,176
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,169,188
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,99,166
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,22,187
ENSG00000169925.16,chr9,134050373,134050590,TSS,False,90,109
ENSG00000169925.16,chr9,134051561,134051602,TSS,True,82,109
ENSG00000169925.16,chr9,134053264,134055816,TSS,True,94,109
ENSG00000213694.4,chr9,88991417,88991695,TSS,True,158,196
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,175,1220
ENSG00000135070.14,chr9,86282377,86282574,TSS,True,22,218
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,154,1041
ENSG00000159069.13,chr9,136941684,136942099,IR,True,154,187
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,933,1119
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,343,1119
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,78,309
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,246,324
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,117,324
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,136,153
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,238,703
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,262,770
ENSG00000106991.13,chr9,127843093,127843244,TSS,True,675,770
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,216,1365
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,55,497
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,65,338
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,71,530
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,53,238
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,208,238
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,36,237
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,94,818
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,187,1750
ENSG00000148356.13,chr9,127451669,127451928,IR,False,121,149
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,52,173
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,143,173
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,57,173
ENSG00000148356.13,chr9,127479838,127479979,PAS,True,120,165
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,15,103
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,51,103
ENSG00000070610.14,chr9,35741671,35744208,TSS,True,90,101
ENSG00000148187.17,chr9,122264606,122264938,TSS,True,14,137
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,14,132
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,230,596
ENSG00000165119.20,chr9,83973399,83974516,ES,False,76,570
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,88,106
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,232,597
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,367,597
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,320,601
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,513,601
ENSG00000165119.20,chr9,83978372,83980623,TSS,False,449,601
ENSG00000070159.13,chr9,109420600,109426949,ES,False,81,116
ENSG00000070159.13,chr9,109420423,109420665,TSS,True,218,273
ENSG00000070159.13,chr9,109383422,109383551,TSS,True,241,271
ENSG00000070159.13,chr9,109428620,109429062,TSS,True,172,273
ENSG00000176978.13,chr9,137112230,137112744,IR,True,341,394
ENSG00000176978.13,chr9,137114576,137114646,IR,False,327,372
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,70,400
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,355,400
ENSG00000165030.3,chr9,91423639,91423877,TSS,False,63,108
ENSG00000165030.3,chr9,91424408,91424567,TSS,True,73,108
ENSG00000165238.16,chr9,93290047,93292310,3AS,False,30,111
ENSG00000165238.16,chr9,93298013,93299069,5AS,True,23,164
ENSG00000165238.16,chr9,93317631,93317872,IR,False,57,115
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,226,280
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,186,280
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,242,279
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,216,257
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,168,281
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,224,281
ENSG00000165238.16,chr9,93318027,93319208,PAS,False,246,281
ENSG00000164975.15,chr9,15422841,15423193,TSS,True,11,104
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,57,104
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,22,101
ENSG00000160445.10,chr9,128755407,128755661,TSS,True,101,116
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,68,116
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,93,116
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,23,134
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,119,134
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,120,134
ENSG00000136813.14,chr9,111421920,111421986,TSS,True,114,133
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,622,1333
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,939,1333
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,56,226
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,105,731
ENSG00000198467.14,chr9,35684550,35685268,ME,False,41,207
