gene,chr,start,end,splice_type,novel,GM12878_ENCFF219UJG_in_cov,GM12878_ENCFF219UJG_total_cov
ENSG00000178691.10,chr17,31993241,31993308,PAS,True,147,179
ENSG00000178691.10,chr17,31998657,32001044,PAS,True,42,180
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,89,130
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,89,130
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,111,130
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,218,409
ENSG00000099956.19,chr22,23786957,23787262,TSS,True,54,465
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,24,229
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,99,296
ENSG00000100351.16,chr22,39901074,39901330,TSS,False,54,111
ENSG00000184979.9,chr22,18149845,18150222,TSS,False,27,163
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,23,144
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,100,424
ENSG00000100376.11,chr22,45309774,45310183,TSS,True,52,118
ENSG00000100376.11,chr22,45340385,45342388,PAS,True,41,110
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,34,138
ENSG00000100325.14,chr22,29825257,29832244,ES,False,28,180
ENSG00000100325.14,chr22,29832342,29838177,ES,False,90,172
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,60,245
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,66,110
ENSG00000241878.11,chr22,31638365,31638518,TSS,True,98,110
ENSG00000100365.14,chr22,36860960,36861203,TSS,False,80,200
ENSG00000100365.14,chr22,36875666,36875783,TSS,True,178,200
ENSG00000100216.5,chr22,38681945,38682095,TSS,False,47,140
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,116,207
ENSG00000198911.11,chr22,41905439,41907308,PAS,True,20,141
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,89,121
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,35,100
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,85,100
ENSG00000025708.13,chr22,50528610,50529135,IR,False,372,420
ENSG00000025708.13,chr22,50529338,50529495,IR,False,387,436
ENSG00000025708.13,chr22,50529719,50529903,3AS,False,215,293
ENSG00000025708.13,chr22,50529719,50529903,IR,False,215,315
ENSG00000025708.13,chr22,50529731,50529903,IR,False,63,163
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,89,555
ENSG00000025708.13,chr22,50526000,50526088,TSS,True,451,508
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,495,555
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,325,555
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,119,467
ENSG00000100266.18,chr22,42876333,42879047,ES,False,21,160
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,96,224
ENSG00000239900.12,chr22,40364365,40366435,ES,False,15,143
ENSG00000239900.12,chr22,40346492,40346711,TSS,True,37,176
ENSG00000239900.12,chr22,40364926,40365056,TSS,True,151,174
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,35,169
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,84,207
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,292,330
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,148,442
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,76,172
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,71,110
ENSG00000138867.16,chr22,24555614,24555941,TSS,True,96,110
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,102,331
ENSG00000196576.14,chr22,50279629,50279782,TSS,True,92,106
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,83,106
ENSG00000196576.14,chr22,50280743,50280937,TSS,True,95,106
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,63,124
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,95,115
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,84,158
ENSG00000242247.10,chr22,42808890,42817141,ES,False,13,108
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,17,124
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,26,135
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,62,223
ENSG00000263366.2,chr22,22115245,22117484,IR,True,12,116
ENSG00000263366.2,chr22,22114623,22115245,PAS,False,104,116
ENSG00000263366.2,chr22,22117484,22118319,TSS,False,104,116
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,38,143
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,672,899
ENSG00000100345.21,chr22,36306413,36306608,TSS,True,750,885
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,22,132
ENSG00000183172.8,chr22,42079694,42079954,TSS,True,19,135
ENSG00000240972.1,chr22,23894374,23894582,TSS,True,119,995
ENSG00000240972.1,chr22,23895039,23895223,PAS,True,102,995
ENSG00000100242.15,chr22,38752665,38755762,ES,False,117,187
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,144,332
ENSG00000239713.8,chr22,39077004,39077378,TSS,True,28,211
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,44,103
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,105,197
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,66,114
ENSG00000170638.9,chr22,50197995,50198074,IR,False,139,176
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,134,203
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,160,203
ENSG00000170638.9,chr22,50190338,50190648,TSS,False,172,203
ENSG00000170638.9,chr22,50198344,50199601,PAS,True,30,185
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,79,497
ENSG00000211640.4,chr22,22195668,22195844,TSS,False,82,110
ENSG00000211679.2,chr22,22904990,22905025,TSS,True,172,208
ENSG00000211679.2,chr22,22195764,22196274,TSS,True,130,208
ENSG00000100162.14,chr22,41937312,41939196,PAS,True,16,136
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,54,141
ENSG00000100162.14,chr22,41946416,41946767,TSS,True,119,141
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,65,241
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,51,246
ENSG00000099977.14,chr22,23971364,23971623,PAS,True,15,103
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,638,734
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,19,127
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,39,103
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,81,103
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,50,185
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,77,265
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,215,265
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,67,108
ENSG00000186998.15,chr22,29205746,29206139,TSS,True,42,234
ENSG00000186998.15,chr22,29258816,29259598,PAS,False,115,222
ENSG00000186998.15,chr22,29216322,29216621,PAS,True,120,210
ENSG00000128271.21,chr22,24423896,24423957,TSS,True,145,176
ENSG00000128271.21,chr22,24427596,24427746,TSS,True,149,176
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,136,280
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,172,278
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,450,519
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,112,319
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,240,319
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,48,226
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,90,267
ENSG00000100077.14,chr22,25604453,25661575,ES,False,14,127
ENSG00000100077.14,chr22,25564633,25565153,TSS,True,19,160
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,67,239
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,213,239
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,79,615
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,202,770
ENSG00000100097.11,chr22,37678593,37678654,TSS,True,669,770
ENSG00000100060.17,chr22,37485922,37486524,TSS,True,57,273
ENSG00000187051.8,chr22,39532686,39532775,TSS,True,20,104
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,240,617
ENSG00000099901.16,chr22,20126368,20126954,IR,False,240,271
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,272,649
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,409,649
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,64,296
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,35,106
ENSG00000128228.4,chr22,21642203,21642523,TSS,True,34,211
ENSG00000100219.16,chr22,28800297,28800587,TSS,True,38,286
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,122,146
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,48,178
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,440,1376
ENSG00000211677.2,chr22,22195661,22196274,TSS,True,1519,5802
ENSG00000093009.9,chr22,19479755,19480019,TSS,True,23,160
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,53,272
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,282,663
ENSG00000025770.18,chr22,50522415,50522500,3AS,False,147,179
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,82,254
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,340,698
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,285,963
ENSG00000100227.17,chr22,42599793,42602769,ES,False,14,111
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,48,149
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,33,188
ENSG00000100359.20,chr22,40400813,40402138,ES,False,36,146
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,148,173
ENSG00000100359.20,chr22,40409018,40409249,IR,False,111,161
ENSG00000100359.20,chr22,40409525,40409681,IR,False,137,165
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,53,186
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,39,176
ENSG00000100359.20,chr22,40409464,40413136,PAS,True,149,176
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,34,108
ENSG00000160293.16,chr9,133992074,133993499,TSS,True,38,127
ENSG00000241978.9,chr9,110138539,110168398,ES,False,51,130
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,141,213
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,154,213
ENSG00000241978.9,chr9,110148446,110148703,TSS,False,164,213
ENSG00000172785.18,chr9,175784,178815,ES,False,113,138
ENSG00000172785.18,chr9,119276,121573,PAS,True,39,143
ENSG00000172785.18,chr9,172901,173366,PAS,True,115,139
ENSG00000167081.16,chr9,125748623,125929654,ES,False,16,106
ENSG00000167081.16,chr9,125960849,125963011,ES,False,47,121
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,33,164
ENSG00000167081.16,chr9,125965830,125967377,PAS,True,38,159
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,51,102
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,187,293
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,38,336
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,230,338
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,135,338
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,378,2459
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,47,109
ENSG00000136807.13,chr9,127788385,127788543,IR,True,97,112
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,22,111
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,73,410
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,176,410
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,325,410
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,77,264
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,163,194
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,103,194
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,203,269
ENSG00000165209.18,chr9,123184298,123268435,ES,True,98,129
ENSG00000165209.18,chr9,123124704,123125673,PAS,True,34,142
ENSG00000165209.18,chr9,123268435,123268643,TSS,True,17,146
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,24,162
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,41,106
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,195,255
ENSG00000181090.20,chr9,137788986,137790970,TSS,True,165,195
ENSG00000181090.20,chr9,137738521,137738779,TSS,False,181,240
ENSG00000181090.20,chr9,137834772,137836127,PAS,True,91,236
ENSG00000181090.20,chr9,137784105,137784412,PAS,False,151,168
ENSG00000148337.20,chr9,128178904,128179072,IR,False,19,108
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,11,108
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,98,122
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,54,122
ENSG00000182154.7,chr9,137551541,137551978,TSS,False,15,145
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,47,225
ENSG00000119487.16,chr9,125484583,125543058,ES,False,77,272
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,39,332
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,91,356
ENSG00000160326.13,chr9,133473250,133473979,ES,False,29,158
ENSG00000160326.13,chr9,133473600,133473979,IR,False,125,140
ENSG00000160326.13,chr9,133471078,133472176,PAS,False,43,204
ENSG00000160326.13,chr9,133478967,133479561,TSS,True,109,204
ENSG00000160326.13,chr9,133476236,133476678,TSS,True,179,204
ENSG00000056558.10,chr9,120925935,120926281,TSS,True,71,418
ENSG00000136824.18,chr9,104094081,104094448,TSS,True,103,120
ENSG00000136824.18,chr9,104094252,104094477,TSS,True,91,120
ENSG00000136824.18,chr9,104094546,104094838,TSS,False,81,120
ENSG00000136824.18,chr9,104124911,104125078,PAS,True,69,118
ENSG00000136824.18,chr9,104101959,104102187,PAS,False,71,117
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,296,707
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,550,707
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,83,114
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,97,114
ENSG00000138835.22,chr9,113517412,113517624,TSS,True,84,126
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,24,112
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,41,348
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,351,420
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,139,420
ENSG00000136930.12,chr9,124415363,124415471,TSS,True,31,215
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,14,100
ENSG00000198917.12,chr9,128822833,128824071,ES,False,16,121
ENSG00000198917.12,chr9,128819650,128822833,PAS,True,18,134
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,31,154
ENSG00000127191.17,chr9,136886418,136886541,TSS,False,51,107
ENSG00000127191.17,chr9,136896008,136898928,TSS,True,88,107
ENSG00000127191.17,chr9,136881926,136882033,TSS,False,96,107
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,950,1224
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,358,2167
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,36,101
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,21,112
ENSG00000148300.11,chr9,133404156,133407072,PAS,True,17,111
ENSG00000148300.11,chr9,133417619,133418054,TSS,True,30,115
ENSG00000165689.16,chr9,136410327,136410623,TSS,True,37,111
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,12,115
ENSG00000148110.15,chr9,94454070,94458321,ES,True,41,390
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,120,438
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,21,138
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,25,110
ENSG00000119392.14,chr9,128504904,128508875,ES,True,96,122
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,28,151
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,83,289
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,252,289
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,31,275
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,108,134
ENSG00000147905.17,chr9,37187399,37187571,TSS,True,113,131
ENSG00000147905.17,chr9,37284115,37284328,TSS,False,82,131
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,27,128
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,102,116
ENSG00000178445.9,chr9,6645244,6645722,TSS,False,32,206
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,198,395
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,246,1776
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,161,858
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,182,813
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,688,811
ENSG00000165724.5,chr9,137590212,137591276,TSS,False,44,111
ENSG00000107262.21,chr9,33264223,33264747,TSS,True,13,121
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,140,391
ENSG00000171159.4,chr9,128160234,128160486,TSS,True,13,111
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,176,420
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,182,426
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,251,426
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,352,574
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,445,574
ENSG00000119397.16,chr9,121074451,121075067,TSS,True,26,101
ENSG00000176978.13,chr9,137112230,137112744,IR,True,110,168
ENSG00000176978.13,chr9,137114576,137114646,IR,False,114,152
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,91,206
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,169,206
ENSG00000148296.6,chr9,133330151,133332348,PAS,True,14,103
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,32,124
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,158,290
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,187,372
ENSG00000164985.14,chr9,15473157,15474237,PAS,True,203,348
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,80,372
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,46,130
ENSG00000095380.10,chr9,98060781,98060997,TSS,True,102,130
ENSG00000095380.10,chr9,98080905,98081082,TSS,True,115,128
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,51,114
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,100,114
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,130,603
ENSG00000123975.4,chr9,89311194,89311351,TSS,False,120,266
ENSG00000123975.4,chr9,89315170,89315297,TSS,True,146,266
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,57,343
ENSG00000188352.12,chr9,20995555,20996147,PAS,True,46,378
ENSG00000148341.17,chr9,129008150,129008683,IR,False,13,119
ENSG00000148341.17,chr9,129010693,129012235,IR,False,82,109
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,16,121
ENSG00000148341.17,chr9,129007794,129008150,PAS,True,116,129
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,16,129
ENSG00000106689.10,chr9,124021304,124032419,ES,False,89,106
ENSG00000106689.10,chr9,124011636,124012468,TSS,True,60,123
ENSG00000106689.10,chr9,124021138,124021304,TSS,True,105,123
ENSG00000122140.10,chr9,135500619,135500753,TSS,True,39,147
ENSG00000054148.17,chr9,136850137,136850754,ES,False,135,151
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,53,176
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,142,176
ENSG00000187764.11,chr9,89377233,89379629,PAS,True,13,129
ENSG00000187764.11,chr9,89497918,89498170,TSS,True,136,162
ENSG00000187764.11,chr9,89388871,89389047,TSS,True,108,151
ENSG00000176101.11,chr9,137188778,137189065,IR,False,106,141
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,60,166
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,133,166
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,54,346
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,72,330
ENSG00000106803.9,chr9,99227958,99228000,TSS,True,286,328
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,77,136
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,64,129
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,303,1028
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,773,998
ENSG00000122705.16,chr9,36190894,36191273,TSS,True,25,236
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,27,152
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,332,460
ENSG00000137106.17,chr9,37430580,37432138,TSS,False,383,449
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,36,298
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,42,322
ENSG00000187239.16,chr9,129900101,129900425,3AS,True,207,253
ENSG00000187239.16,chr9,129895260,129895996,PAS,True,74,356
ENSG00000187239.16,chr9,130042951,130043238,TSS,True,338,624
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,36,112
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,93,112
ENSG00000119396.10,chr9,121201638,121201919,TSS,False,21,128
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,26,167
ENSG00000147872.9,chr9,19127418,19127535,TSS,True,27,171
ENSG00000080503.23,chr9,2086897,2088499,5AS,False,26,167
ENSG00000080503.23,chr9,2161903,2181570,ES,False,126,172
ENSG00000080503.23,chr9,2015260,2015404,TSS,True,199,242
ENSG00000080503.23,chr9,2047153,2047484,TSS,True,104,209
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,82,241
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,29,244
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,46,114
ENSG00000165304.7,chr9,36674831,36674937,TSS,True,78,111
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,369,2159
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,50,144
ENSG00000165025.14,chr9,90895527,90898559,PAS,False,16,132
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,71,133
ENSG00000073060.15,chr12,124778586,124786356,ES,False,25,193
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,93,238
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,30,136
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,37,156
ENSG00000111142.13,chr12,95483214,95484490,PAS,True,130,152
ENSG00000111252.10,chr12,111405847,111406277,TSS,False,102,123
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,52,319
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,37,156
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,64,184
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,129,184
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,149,226
ENSG00000010292.12,chr12,6526213,6528856,TSS,True,189,222
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,817,1562
ENSG00000060138.12,chr12,10704148,10713210,ES,False,174,554
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,65,214
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,26,104
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,32,114
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,142,330
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,290,330
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,143,656
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,111,378
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,340,378
ENSG00000076513.16,chr12,109999391,109999784,TSS,True,85,130
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,48,123
ENSG00000151491.13,chr12,15733184,15733297,TSS,True,109,123
ENSG00000135446.16,chr12,57752174,57752392,TSS,True,21,183
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,19,153
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,20,125
ENSG00000087470.17,chr12,32737161,32740063,ES,False,16,101
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,20,128
ENSG00000111348.8,chr12,14961536,14961601,TSS,True,141,648
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,90,101
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,61,107
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,25,115
ENSG00000120802.13,chr12,98537572,98546358,ES,False,17,142
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,53,465
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,169,416
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,337,438
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,29,114
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,38,331
ENSG00000139343.10,chr12,95858929,95859076,TSS,True,42,283
ENSG00000139343.10,chr12,95861237,95861293,TSS,True,244,283
ENSG00000139725.7,chr12,121777753,121779662,PAS,True,36,210
ENSG00000139725.7,chr12,121779157,121781006,PAS,True,180,207
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,99,257
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,227,257
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,81,369
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,30,138
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,109,137
ENSG00000211455.7,chr12,27297854,27302136,ES,False,242,276
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,44,315
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,55,101
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,78,101
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,125,612
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,41,130
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,17,118
ENSG00000089127.12,chr12,112906934,112907219,TSS,True,31,117
ENSG00000089127.12,chr12,112919388,112919904,PAS,True,24,117
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,678,1494
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1249,1492
ENSG00000139083.10,chr12,11649463,11650160,TSS,True,64,188
ENSG00000139083.10,chr12,11869568,11869969,TSS,True,138,154
ENSG00000139083.10,chr12,11890940,11895402,PAS,True,35,169
ENSG00000161791.13,chr12,49657190,49661965,ES,False,112,160
ENSG00000161791.13,chr12,49707054,49707625,TSS,True,29,187
ENSG00000139370.11,chr12,128809473,128814774,ES,False,50,348
ENSG00000139370.11,chr12,128793190,128794356,PAS,True,62,398
ENSG00000139370.11,chr12,128823397,128824013,TSS,True,59,405
ENSG00000111732.10,chr12,8612759,8612858,TSS,True,81,161
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,135,208
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,91,200
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,205,232
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,188,227
ENSG00000122965.10,chr12,113816735,113818186,PAS,True,127,158
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,117,158
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,96,149
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,60,181
ENSG00000122986.13,chr12,110689079,110689131,TSS,False,89,143
ENSG00000122986.13,chr12,110669183,110669211,TSS,True,122,141
ENSG00000276045.3,chr12,121626528,121627050,TSS,True,45,100
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,107,217
ENSG00000088986.10,chr12,120496112,120496553,TSS,True,188,217
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,99,115
ENSG00000089157.15,chr12,120197462,120198853,IR,True,99,120
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,2902,5217
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,133,178
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,116,167
