gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF903XBV_in_cov,mammary_epithelial_cell_ENCFF903XBV_total_cov
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,24,106
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,100,162
ENSG00000213923.11,chr22,38294534,38298785,ES,False,130,191
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,156,351
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,250,322
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,130,369
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,45,202
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,85,207
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,502,908
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,19,183
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,35,116
ENSG00000099942.12,chr22,20934140,20934244,TSS,True,100,116
ENSG00000100418.7,chr22,41620751,41621102,TSS,False,21,136
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,28,172
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,144,172
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,26,207
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,132,184
ENSG00000241990.5,chr22,46053786,46053920,TSS,False,30,196
ENSG00000241990.5,chr22,46056844,46056945,TSS,True,172,196
ENSG00000239713.8,chr22,39077004,39077378,TSS,True,138,257
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,20,182
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,161,181
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,22,200
ENSG00000100139.13,chr22,37905932,37906568,TSS,False,148,189
ENSG00000100139.13,chr22,37925659,37926043,TSS,False,101,187
ENSG00000170638.9,chr22,50197995,50198074,IR,False,99,116
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,87,143
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,106,143
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,42,117
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,43,157
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,48,181
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,12,107
ENSG00000100003.17,chr22,30396974,30397170,TSS,True,146,224
ENSG00000100003.17,chr22,30422276,30425560,PAS,True,25,101
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,172,639
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,526,637
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,175,1372
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,34,289
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,17,104
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,56,258
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,211,258
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,153,240
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,158,240
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,37,113
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,32,241
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,729,1085
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,48,291
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,254,291
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,20,140
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,73,155
ENSG00000183963.18,chr22,31095609,31097268,ES,False,29,220
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,109,267
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,240,267
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,62,105
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,80,105
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,75,184
ENSG00000198792.12,chr22,38247769,38248225,TSS,True,160,184
ENSG00000161179.13,chr22,21629407,21629542,IR,False,95,140
ENSG00000161179.13,chr22,21629407,21629601,5AS,False,67,162
ENSG00000161179.13,chr22,21629407,21629601,IR,False,67,112
ENSG00000161179.13,chr22,21629761,21629850,IR,False,175,207
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,43,220
ENSG00000100196.10,chr22,38482495,38484995,PAS,True,23,146
ENSG00000100196.10,chr22,38481211,38483441,PAS,True,122,145
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,391,978
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,397,985
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,594,985
ENSG00000015475.18,chr22,17739488,17774380,ES,False,15,119
ENSG00000100320.22,chr22,35746561,35759887,ES,False,56,153
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,86,154
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,108,157
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,154,210
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,108,209
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,375,698
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,406,698
ENSG00000185608.8,chr22,19431104,19432607,TSS,False,19,184
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,140,639
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,152,688
ENSG00000100106.20,chr22,37759416,37760352,PAS,True,560,665
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,64,111
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,50,113
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,86,169
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,136,646
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,26,229
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,520,4814
ENSG00000093000.18,chr22,45168246,45171599,ES,False,97,111
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,22,133
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,67,398
ENSG00000100387.8,chr22,40967798,40967884,TSS,True,354,397
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,42,126
ENSG00000025770.18,chr22,50522436,50522569,TSS,False,90,125
ENSG00000099968.17,chr22,17689142,17702242,ES,False,23,102
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,26,150
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,34,132
ENSG00000099968.17,chr22,17702242,17703760,PAS,True,92,126
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,46,330
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,100,319
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,233,326
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,246,492
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,204,550
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,76,174
ENSG00000272779.1,chr22,22304114,22306832,3AS,True,15,137
ENSG00000272779.1,chr22,22307105,22310541,PAS,True,17,139
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,48,127
ENSG00000133477.16,chr22,39994780,39995531,TSS,True,27,122
ENSG00000169692.12,chr9,136674807,136676960,ES,False,25,244
ENSG00000172785.18,chr9,135030,152033,ES,False,33,240
ENSG00000172785.18,chr9,175784,178815,ES,False,255,323
ENSG00000172785.18,chr9,119276,121573,PAS,True,77,329
ENSG00000172785.18,chr9,172901,173366,PAS,True,251,325
ENSG00000233901.5,chr9,129332473,129338791,ES,True,17,105
ENSG00000233901.5,chr9,129338917,129341735,3AS,True,69,104
ENSG00000233901.5,chr9,129338917,129341831,3AS,True,14,120
ENSG00000233901.5,chr9,129332299,129332473,TSS,False,30,137
ENSG00000233901.5,chr9,129332391,129332500,TSS,True,122,137
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,49,133
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,63,109
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,198,358
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,263,425
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,224,425
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,690,5007
ENSG00000137154.12,chr9,19379486,19379620,TSS,True,4446,5007
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,54,102
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,77,102
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,20,107
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,171,506
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,442,503
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,623,698
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,97,720
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,643,718
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,173,240
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,125,737
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,52,123
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,104,142
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,41,142
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,189,505
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,320,505
ENSG00000153714.5,chr9,12775019,12776027,TSS,True,34,218
ENSG00000153714.5,chr9,12821385,12823059,PAS,False,29,205
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,15,140
ENSG00000122741.15,chr9,37819401,37854779,ES,False,32,116
ENSG00000122741.15,chr9,37854982,37860047,ES,False,17,118
ENSG00000122741.15,chr9,37800763,37801405,TSS,True,14,136
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,111,309
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,200,312
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,113,312
ENSG00000119333.11,chr9,128635175,128635657,3AS,True,55,342
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,283,539
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,28,102
ENSG00000106853.19,chr9,111563231,111570090,ES,False,134,166
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,103,173
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,75,173
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,103,410
ENSG00000119487.16,chr9,125484583,125543058,ES,False,92,186
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,27,235
ENSG00000119487.16,chr9,125521467,125521765,PAS,False,196,221
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,29,236
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,28,191
ENSG00000160326.13,chr9,133473250,133473979,ES,False,18,104
ENSG00000160326.13,chr9,133475108,133475399,3AS,True,12,106
ENSG00000160326.13,chr9,133478967,133479561,TSS,True,17,114
ENSG00000147889.17,chr9,21994138,21994439,TSS,True,18,136
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,445,655
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,511,655
ENSG00000148362.10,chr9,136992402,136993243,TSS,True,85,110
ENSG00000148362.10,chr9,136992294,136992562,TSS,True,44,110
ENSG00000148362.10,chr9,136992324,136992974,TSS,True,97,110
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,37,187
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,39,203
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,308,365
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,106,365
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,151,312
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,65,156
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,674,826
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,735,826
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,190,279
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,24,162
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,141,212
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,1460,2131
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,42,103
ENSG00000106991.13,chr9,127843093,127843244,TSS,True,79,103
ENSG00000187024.14,chr9,127713508,127714282,PAS,True,19,187
ENSG00000167112.9,chr9,128322299,128323104,TSS,True,13,126
ENSG00000136810.12,chr9,110256411,110256609,TSS,True,257,1796
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,49,311
ENSG00000165689.16,chr9,136410327,136410623,TSS,True,21,108
ENSG00000165689.16,chr9,136410089,136410614,TSS,True,93,108
ENSG00000107164.15,chr9,130595588,130609956,3AS,True,11,106
ENSG00000107164.15,chr9,130632278,130635998,ES,True,25,117
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,25,134
ENSG00000148110.15,chr9,94454070,94458321,ES,True,25,222
ENSG00000137133.10,chr9,35812959,35813145,PAS,False,15,122
ENSG00000137133.10,chr9,35814898,35815042,TSS,True,37,155
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,88,110
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,45,110
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,88,146
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,56,144
ENSG00000135046.13,chr9,73151924,73154460,IR,True,91,141
ENSG00000135046.13,chr9,73151924,73158521,ME,True,90,125
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,132,261
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,178,261
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,169,416
ENSG00000176386.8,chr9,113273438,113275381,5AS,True,119,133
ENSG00000176386.8,chr9,113275381,113275581,TSS,True,22,146
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,286,351
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,140,349
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,138,541
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,460,921
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,321,360
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,464,926
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,466,926
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,615,1077
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,756,1077
ENSG00000135018.13,chr9,83707499,83708214,TSS,True,35,199
ENSG00000147853.16,chr9,4740936,4741337,TSS,True,11,105
ENSG00000244187.7,chr9,136791318,136791424,TSS,True,14,119
ENSG00000176978.13,chr9,137112230,137112744,IR,True,146,177
ENSG00000176978.13,chr9,137114576,137114646,IR,False,141,177
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,49,190
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,154,190
ENSG00000107130.9,chr9,130172330,130172727,TSS,False,25,210
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,47,149
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,27,106
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,13,106
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,15,129
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,20,148
ENSG00000066697.14,chr9,100427077,100427393,TSS,True,45,183
ENSG00000066697.14,chr9,100441902,100442356,TSS,True,158,183
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,50,159
ENSG00000107020.9,chr9,5361888,5436568,ES,True,13,110
ENSG00000107020.9,chr9,5436694,5437788,5AS,True,99,111
ENSG00000107020.9,chr9,5437788,5437980,TSS,True,66,165
ENSG00000107020.9,chr9,5361757,5361890,TSS,True,123,163
ENSG00000122140.10,chr9,135500619,135500753,TSS,True,29,145
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,74,679
ENSG00000176101.11,chr9,137188778,137189065,IR,False,165,274
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,265,433
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,324,433
ENSG00000165271.16,chr9,33473788,33473951,TSS,True,99,125
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,146,439
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,78,361
ENSG00000148334.14,chr9,128122933,128123134,TSS,True,313,360
ENSG00000147996.16,chr9,65692608,65698514,ES,False,104,139
ENSG00000147996.16,chr9,65698561,65702969,ES,False,34,139
ENSG00000147996.16,chr9,65703014,65720040,ES,False,29,137
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,66,207
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,141,201
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,137,975
ENSG00000148291.9,chr9,133357068,133357710,5AS,False,121,149
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,46,200
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,735,890
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,26,239
ENSG00000095383.19,chr9,98244129,98255172,ES,False,29,190
ENSG00000095383.19,chr9,98255172,98256104,TSS,True,320,514
ENSG00000197070.13,chr9,137612573,137612895,IR,False,116,143
ENSG00000197070.13,chr9,137615000,137615073,IR,False,315,466
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,199,477
ENSG00000197070.13,chr9,137612388,137612573,TSS,False,358,477
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,158,477
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,331,466
ENSG00000136908.17,chr9,127936655,127937433,IR,False,309,356
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,58,376
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,331,376
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,25,160
ENSG00000235106.9,chr9,134025333,134025536,TSS,True,60,102
ENSG00000165304.7,chr9,36651877,36665349,ES,False,18,106
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,22,106
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,86,106
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,17,135
ENSG00000165233.17,chr9,93107816,93110567,5AS,False,154,270
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,66,117
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,63,117
ENSG00000137074.18,chr9,32987731,32988082,IR,False,59,221
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,76,231
ENSG00000137074.18,chr9,32989895,33001566,ES,True,110,153
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,110,140
ENSG00000137074.18,chr9,33001515,33001612,TSS,True,236,264
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,109,264
ENSG00000137074.18,chr9,33024803,33025150,TSS,True,230,264
ENSG00000136867.10,chr9,113150948,113151080,TSS,True,75,544
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,36,206
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,23,199
ENSG00000111237.18,chr12,110496203,110502036,ES,True,109,131
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,379,514
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,473,612
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,194,612
ENSG00000167272.10,chr12,120579597,120579773,IR,False,86,103
ENSG00000167272.10,chr12,120579923,120581114,IR,True,86,101
ENSG00000092841.18,chr12,56160320,56161386,ES,False,1551,4224
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1003,4505
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,3789,4502
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1226,2097
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,164,503
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,41,159
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,189,1351
ENSG00000111145.7,chr12,96194247,96194705,TSS,True,26,200
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,223,1155
ENSG00000182199.10,chr12,57232292,57232452,3AS,False,389,452
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,1024,1354
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,482,1354
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,20,169
ENSG00000087470.17,chr12,32737161,32740063,ES,False,25,103
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,14,115
ENSG00000177425.10,chr12,79587790,79592693,PAS,True,26,174
ENSG00000177425.10,chr12,79689728,79690580,TSS,True,87,184
ENSG00000177425.10,chr12,79690871,79691356,TSS,False,135,184
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,53,146
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,108,146
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,104,249
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,46,261
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,14,101
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,286,2000
ENSG00000139233.6,chr12,66130704,66130750,TSS,False,97,243
ENSG00000130787.13,chr12,122835288,122835643,TSS,True,23,106
ENSG00000139343.10,chr12,95858929,95859076,TSS,True,138,400
ENSG00000139343.10,chr12,95861237,95861293,TSS,True,326,400
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,25,229
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,81,185
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,652,2554
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,2175,2554
ENSG00000139370.11,chr12,128809473,128814774,ES,False,15,143
ENSG00000276045.3,chr12,121626528,121627050,TSS,True,38,144
ENSG00000205420.10,chr12,52492648,52493261,TSS,True,7528,17290
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,35,101
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,112,140
ENSG00000089157.15,chr12,120197462,120198853,IR,True,112,131
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1713,1962
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,4384,6348
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,2600,6348
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,315,406
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,212,249
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,212,357
ENSG00000182196.13,chr12,122981266,122981594,IR,False,212,277
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,139,189
ENSG00000182196.13,chr12,122981809,122982030,IR,False,76,479
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,172,487
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,405,487
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,46,144
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,131,1280
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,181,433
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,356,433
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,22,207
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,196,1724
ENSG00000089159.16,chr12,120215273,120221622,ES,False,337,377
ENSG00000089159.16,chr12,120215273,120221622,3AS,False,337,460
ENSG00000089159.16,chr12,120215417,120221622,ES,True,90,122
ENSG00000089159.16,chr12,120224377,120265616,ES,False,362,460
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,458,922
ENSG00000134294.13,chr12,46367340,46370775,ES,False,35,191
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,120,295
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,17,167
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,87,113
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,115,213
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,184,213
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,161,213
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,115,337
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,97,242
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,281,397
ENSG00000135506.15,chr12,57719182,57720405,ES,False,269,412
ENSG00000139318.7,chr12,89351639,89352501,TSS,True,115,390
ENSG00000064115.10,chr12,26975658,26980565,ME,True,11,104
ENSG00000064115.10,chr12,26976357,26980565,ES,False,93,628
ENSG00000151131.10,chr12,104986305,104986467,TSS,True,42,173
ENSG00000126749.15,chr12,6970829,6971091,TSS,True,30,193
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,67,122
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,60,122
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,40,115
ENSG00000118600.11,chr12,63779804,63780129,TSS,True,317,363
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,33,104
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,88,104
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,56,231
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,40,131
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,216,362
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,106,466
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,48,116
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,50,118
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,69,118
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,24,120
ENSG00000152556.16,chr12,48135038,48137720,ES,False,24,106
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,41,127
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,343,511
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,208,577
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,409,577
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,161,1069
ENSG00000175197.12,chr12,57517424,57517705,3AS,False,22,208
ENSG00000184047.17,chr12,122218397,122225964,ME,False,20,143
ENSG00000186081.11,chr12,52519741,52520425,TSS,True,2108,8591
ENSG00000166130.14,chr12,98614340,98644522,ES,False,25,101
ENSG00000166130.14,chr12,98613404,98614340,PAS,False,81,183
ENSG00000166130.14,chr12,98624248,98626766,PAS,False,108,181
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,24,193
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,187,211
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,42,211
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,58,446
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,86,104
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,29,130
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,36,304
ENSG00000087494.15,chr12,27958084,27958568,PAS,True,432,839
ENSG00000087494.15,chr12,27962321,27963770,PAS,True,495,826
ENSG00000087494.15,chr12,27961438,27961997,PAS,False,754,839
ENSG00000087494.15,chr12,27969680,27969976,TSS,True,113,839
ENSG00000123415.15,chr12,54181647,54182503,IR,False,92,130
ENSG00000123415.15,chr12,54179806,54182623,PAS,True,107,144
ENSG00000123415.15,chr12,54179802,54181647,PAS,True,52,148
ENSG00000123415.15,chr12,54187818,54188957,TSS,True,125,148
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,84,148
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,49,251
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,208,250
ENSG00000183955.12,chr12,123383953,123384208,TSS,True,68,109
ENSG00000183955.12,chr12,123388882,123389182,TSS,False,81,109
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,30,149
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,128,149
ENSG00000111196.9,chr12,10607936,10609830,ES,False,115,130
ENSG00000111196.9,chr12,10613438,10613603,TSS,True,91,218
ENSG00000150991.14,chr12,124912050,124912278,IR,True,822,1712
ENSG00000150991.14,chr12,124911645,124913774,PAS,True,813,1560
ENSG00000150991.14,chr12,124911647,124912050,PAS,True,933,1755
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,214,1755
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,27,113
ENSG00000111678.10,chr12,6944566,6944652,TSS,True,93,113
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,42,116
ENSG00000058272.18,chr12,79934694,79935197,TSS,True,41,117
