gene,chr,start,end,splice_type,novel,Right_ventricle_myocardium_superior_ENCFF840OVC_in_cov,Right_ventricle_myocardium_superior_ENCFF840OVC_total_cov
ENSG00000100359.20,chr22,40409018,40409249,IR,False,205,238
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,28,253
ENSG00000100239.15,chr22,50436452,50437505,ES,False,98,193
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,54,209
ENSG00000160360.12,chr9,136327409,136327763,TSS,False,120,187
ENSG00000160360.12,chr9,136352936,136353155,TSS,False,156,187
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,54,128
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,55,128
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,111,128
ENSG00000130723.19,chr9,131492260,131495739,ES,False,113,198
ENSG00000130723.19,chr9,131483635,131484027,TSS,True,97,242
ENSG00000167081.16,chr9,125960849,125963011,ES,False,42,215
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,54,141
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,109,135
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,29,186
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,102,118
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,35,118
ENSG00000160408.14,chr9,127896332,127899502,ES,False,105,192
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,34,226
ENSG00000107317.12,chr9,136979401,136979945,IR,True,117,152
ENSG00000107372.12,chr9,72360787,72364695,ES,False,216,325
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,28,194
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,43,194
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,173,194
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,198,280
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,189,280
ENSG00000137076.20,chr9,35707730,35707895,TSS,True,245,280
ENSG00000148180.19,chr9,121286185,121301962,ES,False,207,237
ENSG00000148180.19,chr9,121300005,121301923,3AS,True,188,212
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1717,8290
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,26,123
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,52,199
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,155,199
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,73,133
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,111,133
ENSG00000119333.11,chr9,128635657,128636189,TSS,True,117,133
ENSG00000119333.11,chr9,128636135,128636209,TSS,True,114,133
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,20,150
ENSG00000148337.20,chr9,128167164,128169075,5AS,False,19,168
ENSG00000148337.20,chr9,128169519,128170019,ES,False,141,163
ENSG00000148337.20,chr9,128178904,128179072,IR,False,44,166
ENSG00000148337.20,chr9,128185776,128190328,ES,False,15,117
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,135,169
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,64,169
ENSG00000148337.20,chr9,128190687,128190864,TSS,True,152,169
ENSG00000119487.16,chr9,125484583,125543058,ES,False,53,342
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,24,111
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,59,220
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,167,220
ENSG00000138835.22,chr9,113463090,113463881,TSS,True,217,246
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,176,227
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,210,243
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,137,216
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,30,240
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,235,1411
ENSG00000159069.13,chr9,136941684,136942099,IR,True,235,268
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,1317,1473
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,230,1473
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,27,186
ENSG00000148120.16,chr9,95080780,95086681,ES,False,83,157
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,29,175
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,18,177
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,39,162
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,21,122
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,129,168
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,147,168
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,68,168
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,59,112
ENSG00000185963.13,chr9,92715252,92715336,TSS,True,99,112
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,223,911
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,122,772
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,31,113
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,87,112
ENSG00000130707.17,chr9,130458589,130464110,ES,True,138,160
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,28,112
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,92,112
ENSG00000119139.19,chr9,69248224,69251034,ES,False,112,136
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,113,152
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,125,152
ENSG00000119139.19,chr9,69220897,69221496,TSS,True,126,152
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,35,192
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,171,192
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,68,196
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,163,196
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,39,372
ENSG00000148356.13,chr9,127451669,127451928,IR,False,236,343
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,151,387
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,282,387
ENSG00000070610.14,chr9,35740362,35740525,IR,True,171,191
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,125,255
ENSG00000165119.20,chr9,83973399,83974516,ES,False,47,248
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,125,255
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,130,255
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,104,259
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,189,259
ENSG00000135018.13,chr9,83665145,83669184,ES,False,63,116
ENSG00000070159.13,chr9,109420423,109420665,TSS,True,104,136
ENSG00000070159.13,chr9,109428620,109429062,TSS,True,96,136
ENSG00000070159.13,chr9,109421233,109421486,TSS,True,109,136
ENSG00000176978.13,chr9,137112230,137112744,IR,True,382,440
ENSG00000176978.13,chr9,137114576,137114646,IR,False,375,423
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,80,456
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,408,456
ENSG00000165238.16,chr9,93290047,93292310,3AS,False,47,155
ENSG00000165238.16,chr9,93298013,93299069,5AS,True,21,188
ENSG00000165238.16,chr9,93298067,93306776,ES,True,19,184
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,222,270
ENSG00000165238.16,chr9,93268016,93268065,TSS,True,217,271
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,204,270
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,221,258
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,97,273
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,50,250
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,97,214
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,177,276
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,155,276
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,55,130
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,144,854
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,91,139
ENSG00000198467.14,chr9,35682163,35682523,IR,True,93,147
ENSG00000198467.14,chr9,35682163,35684245,ES,True,33,121
ENSG00000198467.14,chr9,35684550,35685268,ME,False,226,542
ENSG00000198467.14,chr9,35684550,35685063,ES,True,226,294
ENSG00000198467.14,chr9,35684807,35685268,ES,True,316,384
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,554,683
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,129,657
ENSG00000148341.17,chr9,129010693,129012235,IR,False,173,198
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,22,120
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,98,120
ENSG00000107104.18,chr9,730194,731157,5AS,True,36,265
ENSG00000107104.18,chr9,731266,734747,ES,True,80,260
ENSG00000107104.18,chr9,504037,504754,TSS,True,267,304
ENSG00000107104.18,chr9,710797,713464,TSS,True,260,294
ENSG00000107104.18,chr9,593985,594080,TSS,True,227,298
ENSG00000107104.18,chr9,693679,693786,TSS,True,226,294
ENSG00000107104.18,chr9,745172,746105,PAS,True,45,304
ENSG00000054148.17,chr9,136850137,136850754,ES,False,231,289
ENSG00000054148.17,chr9,136850137,136850754,5AS,True,231,260
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,171,343
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,254,343
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,283,343
ENSG00000176101.11,chr9,137188778,137189065,IR,False,37,138
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,110,148
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,50,148
ENSG00000095321.16,chr9,129108077,129110482,ES,False,323,370
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,78,451
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,42,165
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,42,244
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,207,246
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,205,268
ENSG00000119383.19,chr9,129139361,129139649,TSS,False,233,268
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,145,268
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,53,100
ENSG00000160271.15,chr9,133120971,133121299,TSS,True,65,100
ENSG00000165269.12,chr9,33385231,33385648,IR,False,23,107
ENSG00000165269.12,chr9,33385290,33385648,IR,False,52,136
ENSG00000165269.12,chr9,33385866,33386076,IR,True,115,156
ENSG00000165269.12,chr9,33386541,33395077,ES,False,21,139
ENSG00000165269.12,chr9,33387092,33395077,ES,True,99,113
ENSG00000165269.12,chr9,33401287,33402372,ES,False,95,109
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,123,161
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,110,162
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,116,161
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,139,162
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,79,188
ENSG00000165269.12,chr9,33395077,33396093,TSS,True,166,187
ENSG00000106771.12,chr9,109073438,109087172,ME,True,20,114
ENSG00000106771.12,chr9,109073438,109085996,ES,True,20,129
ENSG00000106771.12,chr9,109073438,109087172,ME,True,20,114
ENSG00000106771.12,chr9,109073438,109087172,ES,True,25,248
ENSG00000106771.12,chr9,109080943,109087172,ES,False,94,203
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,29,218
ENSG00000106771.12,chr9,109091155,109106507,ES,True,119,189
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,47,281
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,23,138
ENSG00000111252.10,chr12,111405847,111406277,TSS,False,72,110
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,74,103
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,77,106
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,30,106
ENSG00000092841.18,chr12,56158711,56159586,3AS,False,154,180
ENSG00000092841.18,chr12,56158711,56159586,IR,False,154,212
ENSG00000092841.18,chr12,56159730,56159974,IR,False,232,266
ENSG00000092841.18,chr12,56160320,56160625,IR,False,115,223
ENSG00000092841.18,chr12,56160320,56161386,ES,False,46,161
ENSG00000092841.18,chr12,56160320,56161386,IR,True,46,151
ENSG00000092841.18,chr12,56160670,56161386,IR,True,118,223
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,120,356
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,106,270
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,165,269
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1010,2054
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,73,206
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,163,206
ENSG00000135677.10,chr12,64720021,64720055,TSS,True,137,153
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,69,153
ENSG00000120837.7,chr12,104135532,104137375,5AS,True,87,122
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,126,149
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,62,149
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,115,149
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,138,206
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,96,206
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,42,225
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,200,225
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,37,217
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,34,219
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,325,1037
ENSG00000057294.14,chr12,32821355,32821902,TSS,True,830,1004
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,95,736
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,195,879
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,731,879
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,94,371
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,285,371
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,806,899
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,103,1002
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,82,182
ENSG00000182196.13,chr12,122980812,122981128,5AS,False,81,100
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,82,102
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,82,146
ENSG00000182196.13,chr12,122981266,122981594,IR,False,82,125
ENSG00000182196.13,chr12,122981809,122982030,IR,False,30,214
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,143,225
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,144,225
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,70,278
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,57,335
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,288,335
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,121,256
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,165,256
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,59,106
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,72,101
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,89,175
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,139,175
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,28,219
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,219,326
ENSG00000135506.15,chr12,57719182,57720405,ES,False,168,339
ENSG00000196498.13,chr12,124326370,124327546,5AS,False,114,128
ENSG00000196498.13,chr12,124326370,124330844,ES,False,16,139
ENSG00000196498.13,chr12,124332464,124333129,3AS,False,22,126
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,141,163
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,107,163
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,225,1776
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,17,149
ENSG00000177981.10,chr12,48149998,48151200,ES,False,129,190
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,43,185
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,1985,2961
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,54,115
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,54,115
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,61,115
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,44,115
ENSG00000152556.16,chr12,48122677,48122766,IR,False,163,573
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,802,1335
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,922,1335
ENSG00000152556.16,chr12,48122606,48122677,TSS,True,1172,1335
ENSG00000139613.11,chr12,56172704,56173695,ES,False,71,151
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,26,186
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,595,670
ENSG00000135424.16,chr12,55707476,55707911,TSS,True,596,670
ENSG00000135424.16,chr12,55694442,55694740,TSS,True,591,670
ENSG00000110841.13,chr12,27578239,27646061,ES,False,12,115
ENSG00000110841.13,chr12,27654814,27656615,ES,False,15,116
ENSG00000110841.13,chr12,27656730,27660883,ES,False,34,118
ENSG00000110841.13,chr12,27664437,27667165,5AS,False,64,119
ENSG00000110841.13,chr12,27676599,27679488,ES,False,46,119
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,75,184
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,107,122
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,22,143
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,40,215
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,189,211
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,216,873
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,267,2205
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,37,106
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,36,106
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,89,116
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,1045,1176
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,114,167
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,45,418
ENSG00000188026.12,chr12,123472682,123484179,ES,False,77,553
ENSG00000187109.13,chr12,76060279,76074202,ES,False,45,146
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,103,157
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,94,158
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,122,156
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,79,347
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,312,347
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,155,197
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,163,197
ENSG00000123358.19,chr12,52043710,52043911,TSS,True,92,197
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,395,466
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,22,218
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,98,214
ENSG00000086598.10,chr12,123586939,123590341,ES,True,100,496
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,849,1062
ENSG00000174437.16,chr12,110327570,110328017,TSS,False,923,1062
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,905,1061
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,130,157
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,128,156
ENSG00000110799.13,chr12,5976110,5976217,TSS,True,131,156
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,136,218
ENSG00000197111.15,chr12,53462567,53465931,ES,False,66,178
ENSG00000197111.15,chr12,53462567,53467220,ES,False,36,221
ENSG00000197111.15,chr12,53467293,53468776,ES,False,60,194
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,19,153
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,38,228
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,204,228
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,57,116
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,300,379
ENSG00000186815.12,chr12,113221418,113221626,TSS,True,138,157
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,28,253
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,170,225
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,102,273
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,244,273
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,218,273
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,184,1782
ENSG00000177169.9,chr12,131914554,131915231,TSS,True,102,117
ENSG00000177169.9,chr12,131915539,131916159,TSS,False,95,117
ENSG00000177169.9,chr12,131916675,131917062,TSS,True,104,117
ENSG00000135486.17,chr12,54282874,54283811,ES,False,530,773
ENSG00000112787.13,chr12,132490119,132490861,TSS,False,125,175
ENSG00000112787.13,chr12,132582970,132585188,PAS,False,90,154
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,25,244
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,70,195
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,174,195
ENSG00000139438.5,chr12,109713823,109714897,TSS,True,54,143
ENSG00000198324.13,chr12,111368911,111369159,TSS,True,36,103
ENSG00000052126.14,chr12,19129475,19129888,TSS,True,19,118
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,42,357
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,86,331
ENSG00000176485.11,chr11,63614068,63614384,IR,True,58,181
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,63,187
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,128,187
ENSG00000175582.19,chr11,73716362,73720845,ME,False,59,109
ENSG00000175582.19,chr11,73760565,73761232,TSS,True,21,129
ENSG00000166444.18,chr11,8717740,8718049,TSS,True,131,175
ENSG00000166444.18,chr11,8729949,8731191,TSS,True,155,176
ENSG00000166444.18,chr11,8810516,8810940,TSS,True,117,176
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,51,132
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,13,120
ENSG00000133318.13,chr11,63681778,63749990,ES,False,121,141
ENSG00000137726.16,chr11,117876591,117876974,TSS,True,28,122
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,148,1166
ENSG00000168056.15,chr11,65539881,65540244,ES,False,89,150
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,106,159
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,130,159
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,75,414
ENSG00000186635.14,chr11,72703079,72705804,ES,False,92,125
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,87,172
ENSG00000149091.15,chr11,46347364,46347820,TSS,True,66,106
ENSG00000149091.15,chr11,46372072,46372170,TSS,True,89,105
ENSG00000149091.15,chr11,46379830,46380557,PAS,True,32,104
ENSG00000149091.15,chr11,46377072,46378117,PAS,True,71,100
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,143,395
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,279,1073
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,836,1073
ENSG00000149761.8,chr11,64226247,64226297,TSS,False,91,106
ENSG00000149761.8,chr11,64226258,64226427,TSS,True,43,106
ENSG00000149761.8,chr11,64226273,64227132,TSS,True,82,106
ENSG00000149131.15,chr11,57597765,57598321,TSS,True,212,236
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,32,236
ENSG00000214530.9,chr11,72755753,72758529,ES,False,29,215
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,31,241
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,42,295
ENSG00000134571.10,chr11,47331881,47332078,IR,True,24,152
ENSG00000134571.10,chr11,47347479,47347856,3AS,True,79,110
ENSG00000134571.10,chr11,47347479,47347856,IR,True,79,146
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,3024,6627
ENSG00000149557.13,chr11,125445742,125446111,PAS,True,44,124
ENSG00000149557.13,chr11,125487732,125489822,PAS,True,79,118
ENSG00000150779.11,chr11,112085462,112086639,ES,False,61,102
ENSG00000157613.10,chr11,46277631,46278213,TSS,False,82,104
ENSG00000157613.10,chr11,46316091,46316385,TSS,True,34,102
ENSG00000068976.13,chr11,64759655,64760007,TSS,True,152,313
ENSG00000068976.13,chr11,64757778,64757914,TSS,True,256,313
ENSG00000148985.19,chr11,3797839,3797982,TSS,True,89,104
ENSG00000148985.19,chr11,3808530,3808651,TSS,True,62,104
ENSG00000148985.19,chr11,3823920,3824135,TSS,True,63,104
ENSG00000110697.12,chr11,67496177,67497207,TSS,True,114,136
ENSG00000110697.12,chr11,67499913,67500145,TSS,True,107,136
ENSG00000177963.14,chr11,207496,208938,TSS,True,22,190
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,18,151
ENSG00000160703.15,chr11,119168894,119171355,5AS,False,26,155
ENSG00000160703.15,chr11,119168921,119171355,5AS,False,18,129
ENSG00000160703.15,chr11,119169042,119171355,5AS,False,67,111
ENSG00000160703.15,chr11,119168721,119169042,TSS,True,119,187
ENSG00000160703.15,chr11,119168721,119169302,TSS,True,144,187
ENSG00000160703.15,chr11,119168724,119168894,TSS,False,160,187
ENSG00000197580.11,chr11,112175474,112175689,TSS,True,57,205
ENSG00000197580.11,chr11,112176321,112176458,TSS,True,159,205
ENSG00000197580.11,chr11,112217760,112218750,PAS,True,43,201
ENSG00000197580.11,chr11,112223932,112225901,PAS,False,172,205
ENSG00000166483.10,chr11,9573214,9574509,TSS,False,38,138
ENSG00000166483.10,chr11,9573689,9576093,TSS,True,105,138
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,86,100
ENSG00000085063.15,chr11,33722463,33736381,ES,False,160,226
ENSG00000085063.15,chr11,33736381,33736477,TSS,True,131,357
ENSG00000168066.20,chr11,64765518,64766899,3AS,False,163,203
ENSG00000168066.20,chr11,64767246,64767570,3AS,False,26,190
ENSG00000168066.20,chr11,64767251,64767570,5AS,False,164,183
ENSG00000168066.20,chr11,64764599,64766155,PAS,True,169,209
ENSG00000168066.20,chr11,64764603,64765518,PAS,True,50,219
ENSG00000168066.20,chr11,64778361,64778780,TSS,False,27,219
ENSG00000213445.9,chr11,65638079,65638182,TSS,False,50,129
ENSG00000213445.9,chr11,65638128,65641600,TSS,True,89,127
ENSG00000172638.12,chr11,65866712,65866844,IR,False,48,239
ENSG00000172638.12,chr11,65866299,65867079,PAS,True,70,262
ENSG00000172638.12,chr11,65866305,65866712,PAS,True,197,262
ENSG00000172638.12,chr11,65872682,65873622,TSS,True,71,262
ENSG00000172638.12,chr11,65871156,65872019,TSS,False,227,262
ENSG00000172638.12,chr11,65872243,65873595,TSS,True,235,262
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,335,1844
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,1645,1843
ENSG00000048028.11,chr11,113806584,113808297,ES,False,69,153
ENSG00000048028.11,chr11,113830943,113831919,3AS,True,141,157
ENSG00000048028.11,chr11,113841768,113875444,ES,False,16,158
ENSG00000048028.11,chr11,113852633,113875444,ES,True,15,142
ENSG00000048028.11,chr11,113875444,113875587,TSS,True,21,182
ENSG00000084234.17,chr11,130122513,130126699,ES,False,84,425
ENSG00000084234.17,chr11,130069835,130070082,TSS,True,67,475
ENSG00000110665.11,chr11,2297916,2299427,3AS,True,20,112
ENSG00000110665.11,chr11,2295630,2297921,PAS,True,21,113
ENSG00000110665.11,chr11,2295627,2297916,PAS,True,93,113
ENSG00000110665.11,chr11,2301755,2302077,TSS,False,83,123
ENSG00000110665.11,chr11,2302881,2302975,TSS,False,73,123
ENSG00000166340.16,chr11,6619383,6619436,TSS,True,54,170
ENSG00000166340.16,chr11,6619195,6619398,TSS,True,142,170
ENSG00000149485.18,chr11,61816554,61817199,TSS,True,15,122
ENSG00000165912.15,chr11,47186348,47187001,TSS,True,199,447
ENSG00000165912.15,chr11,47183003,47186435,TSS,True,325,447
