gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF925PCV_in_cov,endodermal_cell_ENCFF925PCV_total_cov
ENSG00000141295.13,chr17,47840843,47841207,5AS,False,106,128
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,30,224
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,118,224
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,185,224
ENSG00000141295.13,chr17,47838530,47838661,TSS,True,180,224
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,76,101
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,43,235
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,184,1131
ENSG00000167105.7,chr17,50274419,50274570,TSS,True,49,214
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,43,119
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,208,1678
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1519,1727
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,257,1727
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,428,3371
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,2989,3371
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,244,1872
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,192,728
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,94,157
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,111,411
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,78,112
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,53,112
ENSG00000108641.15,chr17,19343173,19343461,PAS,False,40,119
ENSG00000108641.15,chr17,19346950,19347173,PAS,False,101,117
ENSG00000108641.15,chr17,19362506,19362729,TSS,True,18,118
ENSG00000175906.4,chr17,43398991,43399093,TSS,False,324,1041
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,131,1205
ENSG00000167840.13,chr17,5109868,5111799,ES,False,64,109
ENSG00000167840.13,chr17,5105549,5106533,PAS,True,23,138
ENSG00000167840.13,chr17,5111799,5111924,TSS,True,15,141
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,168,432
ENSG00000141552.17,chr17,81891833,81894466,ES,False,136,304
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,136,547
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,198,255
ENSG00000141552.17,chr17,81891841,81894466,ES,False,120,327
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,120,204
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,464,770
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,443,770
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,98,129
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,39,157
ENSG00000178307.9,chr17,21198840,21214090,ES,False,107,127
ENSG00000136450.12,chr17,58004001,58004922,IR,False,83,393
ENSG00000136450.12,chr17,58005041,58005800,3AS,True,45,363
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,316,398
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,94,395
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,138,443
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,360,443
ENSG00000182628.12,chr17,59112345,59131280,ES,False,48,131
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,31,172
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,34,111
ENSG00000125450.10,chr17,75207871,75208620,TSS,True,91,109
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,144,289
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,235,287
ENSG00000108961.13,chr17,8289588,8289812,IR,False,89,126
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,38,138
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,109,137
ENSG00000108523.15,chr17,4940726,4940872,IR,False,24,218
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,225,278
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,237,278
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,135,277
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,234,266
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,49,283
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,251,283
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,47,130
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,106,130
ENSG00000163597.14,chr17,76557857,76561287,ES,False,203,300
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,94,394
ENSG00000129197.14,chr17,5422829,5426235,ES,False,14,139
ENSG00000129197.14,chr17,5422829,5432541,ES,False,40,222
ENSG00000129197.14,chr17,5426082,5432541,ES,False,20,153
ENSG00000129197.14,chr17,5426299,5432541,ES,False,38,154
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,33,262
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,225,255
ENSG00000070010.18,chr22,19471808,19479082,ES,False,25,245
ENSG00000100246.12,chr22,38794067,38794175,TSS,True,18,146
ENSG00000100281.13,chr22,35257557,35263077,ES,False,61,104
ENSG00000100281.13,chr22,35263874,35264647,ES,False,49,104
ENSG00000100281.13,chr22,35257476,35257557,TSS,True,15,120
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,66,284
ENSG00000239900.12,chr22,40364365,40366435,ES,False,60,411
ENSG00000239900.12,chr22,40346492,40346711,TSS,True,48,443
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,18,101
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,138,1070
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,31,114
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,99,114
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,414,838
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,430,837
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,82,160
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,114,402
ENSG00000100220.11,chr22,32399602,32399741,TSS,True,347,398
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,21,105
ENSG00000183765.21,chr22,28734402,28736227,TSS,True,93,105
ENSG00000100211.10,chr22,38656750,38668016,ES,False,203,244
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,161,417
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,259,416
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,44,342
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,302,340
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,26,175
ENSG00000100162.14,chr22,41946416,41946767,TSS,True,154,175
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,200,531
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,402,531
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,189,786
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,634,786
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,112,134
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,53,134
ENSG00000185339.8,chr22,30606817,30607395,TSS,True,15,144
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,57,307
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,253,304
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,54,400
ENSG00000100348.9,chr22,36480787,36481563,3AS,False,32,263
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,77,353
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,69,326
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,12,103
ENSG00000100320.22,chr22,35746561,35759887,ES,False,18,112
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,75,112
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,96,121
ENSG00000100320.22,chr22,35761201,35762171,TSS,True,34,116
ENSG00000100316.15,chr22,39318566,39319594,IR,True,115,143
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,2743,19761
ENSG00000077942.18,chr22,45527848,45528009,TSS,True,109,122
ENSG00000077942.18,chr22,45541222,45541372,TSS,True,100,120
ENSG00000077942.18,chr22,45532419,45533164,TSS,True,67,122
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,100,175
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,213,338
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,270,336
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,233,331
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,65,139
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,85,139
ENSG00000172785.18,chr9,175784,178815,ES,False,509,670
ENSG00000172785.18,chr9,119276,121573,PAS,True,83,690
ENSG00000172785.18,chr9,172901,173366,PAS,True,599,675
ENSG00000107223.12,chr9,136862496,136862905,IR,False,87,119
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,132,986
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,157,181
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,130,180
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,99,180
ENSG00000175854.11,chr9,128276402,128276706,3AS,False,101,115
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,63,104
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,42,101
ENSG00000135069.13,chr9,78317804,78328980,ES,False,22,130
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,122,376
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,257,379
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,123,379
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,36,280
ENSG00000106853.19,chr9,111563231,111570090,ES,False,2294,2710
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,688,2869
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,2334,2869
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,45,127
ENSG00000099810.19,chr9,21854665,21854870,TSS,False,86,120
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,17,116
ENSG00000147869.4,chr9,14718916,14720167,5AS,True,150,202
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1205,8318
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,7236,8318
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,35,192
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,170,336
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,84,163
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,247,419
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,331,419
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,340,419
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,75,109
ENSG00000198917.12,chr9,128824770,128824848,TSS,False,41,109
ENSG00000106733.20,chr9,75077580,75083086,ES,False,87,135
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,103,249
ENSG00000106733.20,chr9,75069894,75069971,TSS,True,151,232
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,65,555
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,277,1030
ENSG00000167112.9,chr9,128322299,128323104,TSS,True,16,154
ENSG00000096872.16,chr9,26956348,26956516,TSS,True,16,103
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,38,157
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,25,158
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,31,157
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,135,155
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,62,132
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,69,127
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,70,176
ENSG00000107371.12,chr9,37780880,37783913,ES,False,38,154
ENSG00000187210.13,chr9,76459155,76459305,TSS,True,47,123
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,215,253
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,23,203
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,74,226
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,76,731
ENSG00000164978.17,chr9,34329500,34329599,TSS,False,24,153
ENSG00000164978.17,chr9,34338707,34338847,TSS,True,135,153
ENSG00000122694.15,chr9,36136709,36136791,TSS,False,30,162
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,275,764
ENSG00000165119.20,chr9,83973399,83974516,ES,False,96,581
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,286,775
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,500,775
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1276,1518
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1231,1518
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,735,902
ENSG00000164975.15,chr9,15422841,15423193,TSS,True,14,110
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,75,110
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,40,102
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,73,313
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,248,308
ENSG00000107020.9,chr9,5361888,5436568,ES,True,20,160
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,75,345
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,286,344
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,41,298
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,267,298
ENSG00000095209.11,chr9,105694346,105694772,TSS,False,37,206
ENSG00000095209.11,chr9,105722531,105722621,TSS,True,176,205
ENSG00000147996.16,chr9,65692608,65698514,ES,False,45,129
ENSG00000147996.16,chr9,65698561,65702969,ES,False,17,128
ENSG00000147996.16,chr9,65703014,65720040,ES,False,15,127
ENSG00000147996.16,chr9,65731867,65733509,ES,True,25,127
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,55,183
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,131,177
ENSG00000122705.16,chr9,36190894,36191273,TSS,True,45,182
ENSG00000122705.16,chr9,36204138,36204179,TSS,True,156,182
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,82,237
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,131,288
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,206,288
ENSG00000137106.17,chr9,37428519,37428572,TSS,False,250,281
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,34,278
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,21,159
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,27,134
ENSG00000136827.11,chr9,129822580,129822847,TSS,True,117,134
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,45,122
ENSG00000165304.7,chr9,36665376,36665581,TSS,True,102,121
ENSG00000137074.18,chr9,32987731,32988082,IR,False,99,224
ENSG00000137074.18,chr9,32987731,32989758,ES,False,32,131
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,32,171
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,111,225
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,223,309
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,182,320
ENSG00000167113.10,chr9,128322484,128322928,TSS,True,16,145
ENSG00000167113.10,chr9,128333473,128334072,PAS,True,16,139
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,28,110
ENSG00000119326.14,chr9,109013301,109013590,TSS,True,13,110
ENSG00000160446.18,chr9,128721480,128721650,3AS,False,62,281
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,77,296
ENSG00000160446.18,chr9,128720865,128721480,PAS,False,234,296
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,69,329
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,85,415
ENSG00000023734.10,chr12,15882001,15882819,TSS,True,122,1135
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,313,371
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,335,393
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,67,393
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,262,570
ENSG00000092841.18,chr12,56160320,56160625,IR,False,220,267
ENSG00000092841.18,chr12,56160670,56161386,IR,True,250,295
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1593,6017
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,5082,6016
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,133,649
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,579,649
PB_novel_98430,chr12,80878018,80885819,ES,True,101,113
PB_novel_98430,chr12,80785823,80786426,TSS,True,49,125
PB_novel_98430,chr12,80785773,80786214,TSS,True,105,125
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,191,1115
ENSG00000110871.14,chr12,120522363,120528939,ES,False,133,152
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,28,182
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,155,181
ENSG00000111786.8,chr12,120463949,120464437,TSS,True,75,134
ENSG00000111786.8,chr12,120465626,120465740,TSS,True,79,134
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,23,145
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,39,134
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,103,134
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,37,128
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,93,128
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,669,744
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,582,847
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,498,842
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,21,176
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,29,178
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,152,178
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,80,100
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,80,145
ENSG00000182196.13,chr12,122981266,122981594,IR,False,80,108
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,81,222
ENSG00000111671.9,chr12,6872997,6873245,IR,True,28,101
ENSG00000111671.9,chr12,6872237,6873307,TSS,True,32,104
ENSG00000111671.9,chr12,6873245,6873337,TSS,False,76,104
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,886,3072
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,2531,3067
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,233,1421
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1265,1421
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,357,2609
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,13,118
ENSG00000256995.6,chr12,22700094,22887963,ES,True,35,116
ENSG00000256995.6,chr12,22699665,22700094,TSS,True,79,229
ENSG00000256995.6,chr12,23173388,23179354,PAS,True,70,170
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,36,104
ENSG00000139546.10,chr12,53501575,53501708,TSS,True,72,104
ENSG00000257345.2,chr12,93006229,93019410,ES,True,270,303
ENSG00000257345.2,chr12,93005987,93006229,TSS,True,34,314
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,499,3627
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,26,136
ENSG00000135506.15,chr12,57719182,57720405,ES,False,68,137
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,72,155
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,55,367
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,122,197
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,111,197
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,97,118
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,67,170
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,149,170
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,147,170
ENSG00000184047.17,chr12,122218397,122225964,ME,False,64,277
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,28,157
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,157,185
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,56,185
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,828,7736
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,41,155
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,20,127
ENSG00000183283.15,chr12,51270717,51271369,PAS,False,136,155
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,94,508
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,405,487
ENSG00000139719.10,chr12,122229562,122232427,PAS,True,19,100
ENSG00000139719.10,chr12,122266306,122266495,TSS,True,29,102
ENSG00000139131.12,chr12,32755095,32755971,TSS,True,25,214
ENSG00000139131.12,chr12,32750718,32750797,TSS,True,190,212
ENSG00000170473.16,chr12,55901412,55902355,PAS,True,16,155
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,44,159
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,140,159
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,94,739
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,98,280
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,59,153
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,118,148
ENSG00000134283.17,chr12,42326229,42335882,ES,False,245,279
ENSG00000134283.17,chr12,42335974,42355160,ES,False,114,279
ENSG00000134283.17,chr12,42375074,42387455,ES,False,226,284
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,107,231
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,44,280
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,247,280
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,71,378
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,340,378
ENSG00000111596.12,chr12,70319364,70335437,ES,False,20,115
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,22,132
ENSG00000120833.13,chr12,93572521,93573036,TSS,True,97,123
ENSG00000120833.13,chr12,93571679,93571914,TSS,False,78,123
ENSG00000187109.13,chr12,76047718,76048392,IR,False,373,449
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,199,572
ENSG00000187109.13,chr12,76047718,76048420,IR,False,199,275
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,310,883
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,708,873
ENSG00000229117.8,chr12,56116659,56116774,IR,False,263,454
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,368,441
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,230,495
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,307,495
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,412,612
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,214,612
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,464,3415
ENSG00000166598.14,chr12,103947362,103947430,TSS,True,1753,1949
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,1467,3398
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1712,3024
ENSG00000111615.13,chr12,75511512,75511657,TSS,True,16,107
ENSG00000084463.7,chr12,14803351,14803504,TSS,True,19,119
ENSG00000215009.5,chr12,7299556,7299795,TSS,True,57,152
ENSG00000215009.5,chr12,7328286,7328735,PAS,False,58,152
ENSG00000215009.5,chr12,7318025,7321031,PAS,True,72,101
ENSG00000215009.5,chr12,7313119,7313365,PAS,True,79,101
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,56,212
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,175,211
ENSG00000075089.9,chr12,100200784,100200919,TSS,True,21,156
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,5301,6283
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,1583,6283
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,111,541
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,53,214
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,74,232
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,179,232
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,48,171
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,136,171
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,755,872
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,779,896
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,135,896
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,72,220
ENSG00000175183.9,chr12,76866148,76866262,TSS,True,196,220
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,433,698
ENSG00000197111.15,chr12,53462567,53465931,ES,False,300,650
ENSG00000197111.15,chr12,53467293,53468776,ES,False,69,576
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,137,647
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,411,859
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,714,859
ENSG00000184209.14,chr12,123458115,123458216,TSS,True,15,110
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,32,159
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,150,298
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,37,326
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,78,331
ENSG00000111011.17,chr12,122517226,122517432,TSS,True,290,324
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,28,275
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,55,123
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,102,123
ENSG00000111652.9,chr12,6724046,6724818,TSS,True,110,123
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,57,194
ENSG00000075415.12,chr12,98593740,98593978,IR,False,45,115
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,129,1281
ENSG00000111581.9,chr12,68686883,68687073,TSS,True,55,103
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,20,101
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1225,3937
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,3313,3937
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,8203,14411
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,12130,14406
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,9919,14406
ENSG00000059804.15,chr12,7919226,7921631,PAS,True,38,349
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,261,448
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,259,417
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,136,209
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,54,155
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,111,153
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,50,169
ENSG00000094916.15,chr12,54259508,54259611,TSS,False,140,158
ENSG00000089248.6,chr12,112013609,112022149,ES,False,111,1089
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,177,1261
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,21,121
ENSG00000174456.13,chr12,110027597,110028589,PAS,False,92,143
ENSG00000174456.13,chr12,110041176,110042459,PAS,False,52,142
ENSG00000111275.12,chr12,111803946,111803973,TSS,True,63,143
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,96,143
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,66,106
ENSG00000166986.14,chr12,57512070,57512964,TSS,True,93,105
ENSG00000166986.14,chr12,57512156,57512353,TSS,True,77,105
ENSG00000139146.13,chr12,31298224,31326023,ES,True,99,124
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,32,156
ENSG00000111144.9,chr12,96003064,96006313,ES,False,175,503
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,53,192
ENSG00000181929.12,chr12,49003557,49003981,TSS,False,160,187
ENSG00000139168.7,chr12,42312765,42313198,PAS,True,49,203
ENSG00000139168.7,chr12,42313896,42313986,PAS,True,161,202
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,53,105
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,59,105
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,312,350
ENSG00000173933.20,chr11,66640123,66646026,ES,False,142,336
