gene,chr,start,end,splice_type,novel,H1_ENCFF730QOA_in_cov,H1_ENCFF730QOA_total_cov
PB_novel_213202,chr4,87924394,87931374,ES,True,60,138
PB_novel_213202,chr4,87931374,87934278,PAS,True,352,754
PB_novel_213202,chr4,87926696,87929135,PAS,True,450,739
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,87,818
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,34,166
PB_novel_213369,chr4,186242329,186247070,3AS,True,88,213
PB_novel_213369,chr4,186242329,186247284,5AS,True,21,110
PB_novel_213369,chr4,186242329,186247284,IR,True,21,146
PB_novel_213369,chr4,186242332,186247284,5AS,True,15,140
PB_novel_213369,chr4,186241993,186242329,PAS,True,246,365
PB_novel_213369,chr4,186241993,186242332,PAS,True,205,365
PB_novel_213369,chr4,186247070,186247322,TSS,True,148,365
PB_novel_213369,chr4,186247284,186247323,TSS,True,306,365
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,1039,4555
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,3986,4555
ENSG00000163743.13,chr4,75514196,75514426,TSS,True,18,117
ENSG00000145247.11,chr4,48885565,48894005,ES,False,33,260
ENSG00000198498.9,chr4,163494454,163494804,TSS,True,72,338
ENSG00000198498.9,chr4,163515362,163515461,TSS,True,267,325
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,102,163
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,138,160
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,139,163
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,137,163
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,67,166
ENSG00000174780.16,chr4,56483138,56484017,PAS,True,133,159
ENSG00000174780.16,chr4,56495356,56495395,PAS,False,143,166
ENSG00000151729.10,chr4,185143253,185143483,TSS,True,28,151
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,74,124
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,113,133
ENSG00000109534.16,chr4,109815508,109815804,TSS,True,113,168
ENSG00000109534.16,chr4,109816151,109816378,TSS,True,149,168
ENSG00000109534.16,chr4,109824417,109824741,PAS,True,62,168
ENSG00000269893.6,chr4,118278792,118278943,IR,False,59,162
ENSG00000269893.6,chr4,118278792,118279388,ES,False,34,103
ENSG00000269893.6,chr4,118278792,118279388,5AS,False,34,137
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,113,218
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,117,218
ENSG00000164039.14,chr4,103096274,103099782,ES,False,114,137
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,120,146
ENSG00000178988.10,chr4,6708643,6709230,IR,True,120,135
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,42,162
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,136,162
ENSG00000138668.18,chr4,82355401,82356795,ES,False,133,246
ENSG00000138668.18,chr4,82359639,82373445,ES,False,44,178
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,316,494
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,324,491
ENSG00000138668.18,chr4,82356536,82356600,TSS,True,440,492
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,62,101
ENSG00000118564.14,chr4,15681352,15681579,TSS,True,86,104
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,62,104
ENSG00000248329.5,chr4,164876983,164877407,TSS,True,19,110
ENSG00000118579.12,chr4,17614624,17614813,TSS,True,69,181
ENSG00000163319.10,chr4,83456958,83459739,ES,False,24,173
ENSG00000002549.12,chr4,17577191,17577567,TSS,True,18,115
ENSG00000168824.14,chr4,4386535,4387173,TSS,True,97,112
ENSG00000168824.14,chr4,4386371,4386643,TSS,True,49,112
ENSG00000078140.13,chr4,39698116,39698390,TSS,True,40,204
ENSG00000109084.13,chr17,28319365,28325507,3AS,True,16,143
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,124,333
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,501,3940
ENSG00000132591.11,chr17,28854967,28855317,TSS,True,47,191
ENSG00000132591.11,chr17,28859215,28859283,TSS,True,151,190
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,68,114
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,73,114
ENSG00000170043.11,chr17,7931730,7931947,TSS,True,19,148
ENSG00000170043.11,chr17,7931939,7932064,TSS,False,131,148
ENSG00000167699.13,chr17,782165,782343,TSS,False,23,102
ENSG00000167699.13,chr17,770420,770481,TSS,True,85,100
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,57,102
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,56,102
ENSG00000273611.4,chr17,36486785,36492812,ES,False,11,108
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,162,751
ENSG00000121064.12,chr17,56978096,56978235,TSS,True,29,152
ENSG00000121064.12,chr17,57000937,57000992,TSS,True,124,148
ENSG00000213246.6,chr17,58351508,58352066,5AS,False,217,259
ENSG00000213246.6,chr17,58352064,58352221,TSS,True,263,305
ENSG00000213246.6,chr17,58352066,58352222,TSS,False,89,305
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,88,587
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,103,602
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,513,602
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,48,105
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,170,218
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,153,218
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,160,218
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,22,165
ENSG00000108671.10,chr17,32444460,32444614,TSS,True,108,391
ENSG00000108671.10,chr17,32480499,32480631,TSS,True,327,389
ENSG00000129195.15,chr17,6444410,6444488,TSS,True,36,219
ENSG00000094804.10,chr17,40287837,40288090,TSS,True,31,141
ENSG00000094804.10,chr17,40301503,40301608,TSS,True,121,135
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,89,102
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,47,104
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,71,104
ENSG00000258315.5,chr17,7017014,7017260,3AS,False,144,199
ENSG00000258315.5,chr17,7017256,7017522,PAS,True,151,224
ENSG00000258315.5,chr17,7017260,7017524,PAS,True,77,224
ENSG00000108578.14,chr17,30291806,30292201,TSS,True,66,107
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,17,160
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,98,282
ENSG00000266402.3,chr17,64146000,64146229,IR,True,184,266
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,181,366
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,268,366
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,84,366
ENSG00000214087.8,chr17,81682149,81683535,ES,False,16,104
ENSG00000214087.8,chr17,81683692,81683799,TSS,False,28,138
ENSG00000169689.14,chr17,82019219,82019307,5AS,False,40,339
ENSG00000169689.14,chr17,82019381,82019857,ES,False,180,351
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,129,1038
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,69,134
ENSG00000108946.14,chr17,68518544,68522926,TSS,True,81,127
ENSG00000108946.14,chr17,68530276,68533431,PAS,True,44,129
ENSG00000108946.14,chr17,68551083,68551321,PAS,False,99,134
ENSG00000010244.18,chr17,32365487,32367771,ES,False,83,126
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,31,162
ENSG00000010244.18,chr17,32368775,32369454,TSS,True,126,149
ENSG00000170315.13,chr17,16381462,16381901,5AS,False,80,103
ENSG00000108826.15,chr17,50373130,50373196,TSS,True,22,219
ENSG00000108468.14,chr17,48070051,48071579,PAS,True,46,134
ENSG00000108468.14,chr17,48076005,48076178,PAS,True,93,134
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,114,223
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,34,137
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,49,439
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,405,456
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,64,456
ENSG00000108518.7,chr17,4948262,4949933,TSS,True,152,214
ENSG00000108518.7,chr17,4946627,4946771,TSS,True,143,214
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,66,452
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,102,120
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,38,120
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,99,394
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,331,394
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,25,103
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,80,103
ENSG00000087995.15,chr17,62424012,62424218,IR,False,94,111
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,97,114
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,19,114
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,95,625
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,66,136
ENSG00000108848.15,chr17,50737026,50740305,ES,False,161,183
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,28,212
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,130,208
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,115,187
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,66,588
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,31,151
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,28,243
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,217,253
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,148,253
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,160,253
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,40,165
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,86,153
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,75,153
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,42,147
ENSG00000266967.6,chr17,42954875,42954900,TSS,True,124,144
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,60,110
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,82,117
ENSG00000168259.14,chr17,42017051,42017170,TSS,True,101,117
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,116,584
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,72,161
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,124,161
ENSG00000225663.7,chr17,81822907,81823208,IR,False,40,124
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,43,126
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,88,131
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,20,131
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,33,124
ENSG00000175061.17,chr17,16439414,16440184,ES,False,373,496
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,108,559
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,498,559
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,19,174
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,92,122
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,78,122
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,155,950
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,27,186
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,220,1850
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1722,1942
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,316,1942
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,849,4090
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,3291,4090
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,167,1180
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,111,507
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,117,160
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,31,287
ENSG00000089685.14,chr17,78214248,78214427,TSS,True,13,110
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,134,382
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,106,516
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,455,516
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,123,318
ENSG00000141552.17,chr17,81891833,81894466,ES,False,113,235
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,113,432
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,135,193
ENSG00000141552.17,chr17,81891841,81894466,ES,False,88,223
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,88,184
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,354,591
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,365,591
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,506,591
ENSG00000178307.9,chr17,21198840,21214090,ES,False,86,106
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,14,120
ENSG00000136450.12,chr17,58004001,58004922,IR,False,64,546
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,494,558
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,91,557
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,113,600
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,534,600
ENSG00000182628.12,chr17,59112345,59131280,ES,False,36,144
ENSG00000182628.12,chr17,59112345,59155130,ES,False,18,155
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,45,202
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,12,102
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,306,481
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,344,480
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,58,110
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,61,107
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,183,215
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,177,215
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,95,215
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,31,226
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,23,105
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,88,104
ENSG00000163597.14,chr17,76557857,76561287,ES,False,247,326
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,90,417
ENSG00000129197.14,chr17,5422829,5432541,ES,False,20,120
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,26,148
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,124,146
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,41,273
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,52,277
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,62,585
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,114,1098
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,210,471
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,268,470
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,105,179
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,58,253
ENSG00000100220.11,chr22,32399602,32399741,TSS,True,219,247
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,15,101
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,40,107
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,69,107
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,17,131
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,116,129
ENSG00000100162.14,chr22,41939196,41945224,ES,False,14,124
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,14,130
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,225,625
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,484,620
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,79,404
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,346,404
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,15,145
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,45,270
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,229,270
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,64,590
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,23,158
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,38,188
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,20,118
ENSG00000242114.5,chr22,30425601,30425946,TSS,True,13,129
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,47,106
ENSG00000100297.15,chr22,35416702,35416814,TSS,True,93,105
ENSG00000100297.15,chr22,35407079,35410910,TSS,True,89,105
ENSG00000100316.15,chr22,39318566,39319594,IR,True,71,100
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,1940,12783
ENSG00000100316.15,chr22,39318399,39319623,TSS,True,11403,12783
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,101,169
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,204,338
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,299,336
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,217,329
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,30,108
ENSG00000172785.18,chr9,175784,178815,ES,False,236,274
ENSG00000172785.18,chr9,119276,121573,PAS,True,57,289
ENSG00000172785.18,chr9,172901,173366,PAS,True,227,279
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,22,110
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,100,112
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,57,112
ENSG00000196305.17,chr9,92265479,92265555,TSS,True,91,110
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,511,687
ENSG00000107223.12,chr9,136862496,136862905,IR,False,175,209
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,232,746
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,550,724
ENSG00000135069.13,chr9,78317804,78328980,ES,False,69,558
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,55,180
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,127,183
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,57,183
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,40,251
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,988,5132
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,4264,5132
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,43,212
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,41,192
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,155,849
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,32,156
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,17,158
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,29,129
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,110,128
ENSG00000176386.8,chr9,113273410,113275381,3AS,True,28,156
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,29,259
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,107,517
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,247,698
ENSG00000165119.20,chr9,83973399,83974516,ES,False,87,593
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,261,711
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,464,711
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1052,1297
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1034,1297
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,27,110
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,23,114
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,55,375
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,327,369
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,43,111
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,78,111
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,19,108
PB_novel_214572,chr9,97215113,97219583,ES,True,131,225
PB_novel_214572,chr9,97215113,97219583,5AS,True,131,146
PB_novel_214572,chr9,97217363,97219583,5AS,True,64,129
PB_novel_214572,chr9,97214704,97215113,TSS,True,58,284
ENSG00000137074.18,chr9,32987731,32988082,IR,False,24,106
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,22,107
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,50,108
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,71,101
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,15,149
ENSG00000137074.18,chr9,33001515,33001612,TSS,True,120,145
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,71,145
ENSG00000160446.18,chr9,128721480,128721650,3AS,False,18,106
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,21,109
ENSG00000160446.18,chr9,128720865,128721480,PAS,False,91,109
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,56,256
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,35,291
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,58,160
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,706,2450
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,2076,2446
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,72,461
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,494,1756
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,24,100
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,83,100
ENSG00000111786.8,chr12,120463949,120464437,TSS,True,43,100
ENSG00000111786.8,chr12,120465626,120465740,TSS,True,79,101
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,53,320
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,45,154
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,130,153
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,30,142
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,112,139
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,384,630
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,419,619
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,305,2837
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,19,136
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,118,136
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,173,193
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,7199,8172
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,589,2729
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,2394,2728
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,216,1284
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1154,1284
ENSG00000196531.10,chr12,56724523,56724961,5AS,True,175,195
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,1406,1581
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,382,1836
ENSG00000178449.8,chr12,50112301,50120035,5AS,True,106,124
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,28,134
ENSG00000178449.8,chr12,50112191,50112497,TSS,True,116,134
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,494,3310
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,43,294
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,62,200
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,171,200
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,90,119
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,66,156
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,126,156
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,138,156
ENSG00000184047.17,chr12,122218397,122225964,ME,False,11,101
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,53,392
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,30,155
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,147,177
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,52,177
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,48,359
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,313,349
ENSG00000139131.12,chr12,32755095,32755971,TSS,True,15,111
ENSG00000139131.12,chr12,32750718,32750797,TSS,True,99,111
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,57,545
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,40,132
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,109,131
ENSG00000111231.8,chr12,110468155,110468359,TSS,True,23,162
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,142,177
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,112,177
ENSG00000111371.15,chr12,46197918,46197980,TSS,False,144,170
ENSG00000134283.17,chr12,42326229,42335882,ES,False,136,157
ENSG00000134283.17,chr12,42335974,42355160,ES,False,64,159
ENSG00000134283.17,chr12,42375074,42387455,ES,False,108,145
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,18,165
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,75,132
ENSG00000111605.17,chr12,69239539,69239706,TSS,True,15,100
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,50,204
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,164,204
ENSG00000111639.7,chr12,6492972,6493716,5AS,False,44,110
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,121,379
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,316,379
ENSG00000111639.7,chr12,6493716,6493800,TSS,False,335,379
ENSG00000136014.11,chr12,95515925,95518353,PAS,True,14,101
ENSG00000136014.11,chr12,95548770,95548871,TSS,False,103,128
ENSG00000136014.11,chr12,95551271,95551474,TSS,False,66,128
ENSG00000187109.13,chr12,76047718,76048392,IR,False,305,399
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,149,453
ENSG00000187109.13,chr12,76047718,76048420,IR,False,149,243
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,635,728
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,277,731
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,597,725
ENSG00000229117.8,chr12,56116659,56116774,IR,False,220,350
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,273,340
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,160,381
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,254,381
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,288,459
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,178,459
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,170,1273
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,358,1269
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,821,1121
ENSG00000084463.7,chr12,14785547,14787498,PAS,False,16,118
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,18,151
ENSG00000185664.14,chr12,55957059,55957185,IR,False,22,126
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,1240,1450
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,433,1452
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,75,319
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,12,115
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,24,125
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,42,188
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,167,188
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,297,340
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,309,351
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,49,351
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,36,310
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,142,415
ENSG00000175183.9,chr12,76866148,76866262,TSS,True,366,415
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,244,373
ENSG00000197111.15,chr12,53462567,53465931,ES,False,172,322
ENSG00000197111.15,chr12,53464852,53467220,ES,False,21,173
ENSG00000197111.15,chr12,53467293,53468776,ES,False,123,310
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,55,244
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,266,476
