gene,chr,start,end,splice_type,novel,chondrocyte_ENCFF439BVT_in_cov,chondrocyte_ENCFF439BVT_total_cov
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,14,107
ENSG00000034053.14,chr15,28921718,28995752,5AS,False,16,118
ENSG00000137801.10,chr15,39581076,39581228,TSS,True,532,708
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,522,702
ENSG00000129009.12,chr15,74173814,74174019,TSS,False,68,114
ENSG00000129009.12,chr15,74174554,74174653,TSS,False,71,114
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,108,577
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,23,102
ENSG00000166073.10,chr15,39802254,39919854,ES,True,12,118
ENSG00000206190.11,chr15,25678710,25679974,PAS,False,85,332
ENSG00000206190.11,chr15,25666795,25667300,PAS,True,353,410
ENSG00000206190.11,chr15,25862647,25863535,TSS,True,135,410
ENSG00000114062.19,chr15,25405502,25438488,ES,False,48,114
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,73,194
ENSG00000114062.19,chr15,25340084,25340139,TSS,True,123,190
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,72,339
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,299,339
ENSG00000185551.14,chr15,96325556,96326352,TSS,False,112,146
ENSG00000185551.14,chr15,96330699,96332547,TSS,False,111,146
ENSG00000185551.14,chr15,96334073,96334603,TSS,True,94,146
ENSG00000179010.14,chr4,6640708,6640827,IR,False,76,203
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,130,206
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,79,206
ENSG00000164032.11,chr4,99950167,99950303,TSS,True,32,292
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,62,110
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,91,110
ENSG00000109790.16,chr4,39045096,39075964,ES,False,141,164
ENSG00000152795.17,chr4,82424883,82426036,ES,False,133,166
ENSG00000152795.17,chr4,82424883,82426036,IR,False,133,192
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,79,246
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,161,219
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,56,248
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,101,846
ENSG00000154277.12,chr4,41256875,41257020,TSS,True,113,656
ENSG00000109736.14,chr4,2930953,2931060,IR,False,194,221
ENSG00000109736.14,chr4,2931465,2931824,ES,False,21,206
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,27,221
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,190,222
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,49,222
ENSG00000109501.13,chr4,6270014,6277454,3AS,False,35,169
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,27,199
ENSG00000159674.11,chr4,1172543,1172866,TSS,True,69,421
ENSG00000013288.8,chr4,6575155,6575348,TSS,True,80,100
ENSG00000129187.14,chr4,182915575,182917310,5AS,False,26,120
ENSG00000129187.14,chr4,182917287,182917475,TSS,True,39,133
ENSG00000129187.14,chr4,182917310,182917565,TSS,True,107,133
ENSG00000180801.13,chr4,113902212,113902308,IR,True,50,116
ENSG00000180801.13,chr4,113900275,113901858,PAS,True,17,138
ENSG00000180801.13,chr4,113978436,113980315,TSS,True,16,138
ENSG00000163069.12,chr4,52038226,52038315,TSS,True,41,357
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,36,268
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,22,181
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,162,181
ENSG00000197712.11,chr4,38935790,38943455,ES,True,18,121
ENSG00000197712.11,chr4,38867562,38867834,TSS,True,47,151
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,70,418
ENSG00000163956.11,chr4,3514751,3514825,TSS,True,350,418
ENSG00000087274.16,chr4,2905015,2907742,5AS,False,524,594
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,68,639
ENSG00000065882.15,chr4,37977291,37977529,TSS,False,42,109
ENSG00000065882.15,chr4,38020198,38021718,TSS,True,81,108
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,97,718
ENSG00000138758.11,chr4,77030782,77038607,PAS,True,510,652
ENSG00000138758.11,chr4,77034496,77040154,PAS,True,230,652
ENSG00000109606.12,chr4,24527463,24528041,PAS,True,12,116
ENSG00000109606.12,chr4,24538006,24540299,PAS,True,103,115
ENSG00000129116.18,chr4,168630913,168631900,TSS,True,793,1069
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,427,1066
ENSG00000150961.14,chr4,118815155,118815450,3AS,True,370,488
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,140,667
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,550,667
ENSG00000155011.8,chr4,107035369,107036474,TSS,True,102,367
ENSG00000155011.8,chr4,106925798,106925952,TSS,True,277,367
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,63,231
ENSG00000196526.10,chr4,7939655,7939888,TSS,False,63,122
ENSG00000087008.15,chr4,8370994,8374977,ES,False,21,118
ENSG00000087008.15,chr4,8415999,8428350,ES,False,15,106
ENSG00000087008.15,chr4,8428350,8428501,TSS,True,24,131
ENSG00000178950.16,chr4,866501,866955,3AS,False,47,129
ENSG00000178950.16,chr4,904779,932042,ES,False,18,114
ENSG00000178950.16,chr4,932042,932415,TSS,True,18,136
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,160,313
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,241,313
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,266,313
ENSG00000174227.15,chr4,499489,500395,5AS,False,94,117
ENSG00000174227.15,chr4,499167,499489,TSS,True,36,131
ENSG00000174227.15,chr4,499209,499725,TSS,True,110,131
ENSG00000174227.15,chr4,539152,541371,PAS,True,26,130
ENSG00000174227.15,chr4,527038,529544,PAS,True,110,125
ENSG00000168785.7,chr4,98478746,98482004,3AS,False,32,244
ENSG00000168785.7,chr4,98482175,98507677,ES,True,44,239
ENSG00000163697.16,chr4,40945070,41013582,3AS,False,49,108
ENSG00000163697.16,chr4,41214404,41214679,TSS,True,14,115
ENSG00000151729.10,chr4,185143253,185143483,TSS,True,59,570
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,36,134
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,117,134
ENSG00000145425.9,chr4,151099569,151099714,TSS,True,351,1245
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,97,120
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,93,120
ENSG00000168936.10,chr4,1715906,1717428,PAS,True,26,125
ENSG00000168936.10,chr4,1715952,1718626,PAS,False,94,118
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,32,130
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,30,107
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,33,111
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,81,111
ENSG00000145431.10,chr4,156850416,156970785,ES,False,99,114
ENSG00000145431.10,chr4,156970785,156972046,TSS,True,18,132
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,121,370
ENSG00000164323.13,chr4,185191212,185203897,5AS,False,112,155
ENSG00000164323.13,chr4,185203897,185204145,TSS,True,53,165
ENSG00000164323.13,chr4,185203784,185204147,TSS,True,122,165
ENSG00000138668.18,chr4,82355401,82356795,ES,False,106,195
ENSG00000138668.18,chr4,82359639,82373445,ES,False,42,191
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,49,240
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,198,240
ENSG00000138674.16,chr4,82829058,82842184,5AS,False,21,112
ENSG00000138674.16,chr4,82829058,82844385,ES,False,355,473
ENSG00000138674.16,chr4,82857764,82862533,ES,False,88,392
ENSG00000138674.16,chr4,82857764,82863317,ES,False,70,466
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,94,455
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,101,165
ENSG00000138698.14,chr4,98352601,98391951,ES,False,47,160
ENSG00000138698.14,chr4,98420144,98421257,3AS,False,18,169
ENSG00000071205.11,chr4,148047051,148064415,ES,False,19,103
ENSG00000071205.11,chr4,147731839,147732455,TSS,False,13,114
ENSG00000151617.16,chr4,147480767,147481376,TSS,True,14,117
ENSG00000151617.16,chr4,147542477,147544954,PAS,True,15,110
ENSG00000151617.16,chr4,147485611,147486899,PAS,True,92,104
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,50,232
ENSG00000132463.13,chr4,70832306,70832452,TSS,True,206,232
ENSG00000072832.14,chr4,5888227,5888605,TSS,True,21,169
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,24,175
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,175,275
ENSG00000159692.15,chr4,1238337,1248915,ES,False,48,219
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,175,275
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,100,275
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,55,283
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,52,417
ENSG00000169733.11,chr17,82049842,82049917,IR,False,72,102
ENSG00000169733.11,chr17,82050555,82050661,IR,False,86,100
ENSG00000169733.11,chr17,82051499,82051877,TSS,True,25,115
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,45,118
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,86,118
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,17,114
ENSG00000169718.17,chr17,82058416,82058780,IR,False,97,113
ENSG00000277791.4,chr17,38752737,38752829,TSS,True,14,112
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,72,495
ENSG00000108821.13,chr17,50185646,50185777,IR,True,87,122
ENSG00000108821.13,chr17,50186922,50187010,IR,True,116,385
ENSG00000108821.13,chr17,50186922,50187017,IR,True,53,322
ENSG00000108821.13,chr17,50190376,50190542,IR,True,71,129
ENSG00000108821.13,chr17,50190588,50190811,3AS,True,59,342
ENSG00000108821.13,chr17,50194626,50194716,5AS,True,112,151
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,15040,88880
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,63,310
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,36,207
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,44,215
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,179,215
ENSG00000183010.16,chr17,81933376,81934652,ES,False,62,579
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,220,322
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,594,814
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,548,814
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,715,814
ENSG00000131473.16,chr17,41893174,41897748,ES,False,123,321
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,174,289
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,71,360
ENSG00000275832.4,chr17,38453616,38454140,TSS,False,76,101
ENSG00000275832.4,chr17,38466164,38467331,TSS,True,88,101
ENSG00000004975.11,chr17,7229943,7230057,5AS,False,39,142
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,59,452
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,17,118
ENSG00000005884.17,chr17,50055758,50056645,TSS,True,64,134
ENSG00000161542.16,chr17,76353533,76354031,TSS,True,25,137
ENSG00000161542.16,chr17,76345524,76345603,TSS,True,123,137
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,35,175
ENSG00000141562.17,chr17,82483779,82484812,IR,False,117,136
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,16,139
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,41,128
ENSG00000070540.12,chr17,68450897,68457341,ES,False,51,267
ENSG00000128422.16,chr17,41624077,41624579,TSS,True,59,559
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,16,129
ENSG00000166579.15,chr17,8460160,8466929,ES,False,59,130
ENSG00000166579.15,chr17,8435852,8436045,TSS,True,26,151
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,59,107
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,63,107
ENSG00000108784.9,chr17,42536655,42538338,ES,False,44,246
ENSG00000108784.9,chr17,42536215,42536655,TSS,True,28,274
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,13,103
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,136,1215
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,148,807
ENSG00000006042.11,chr17,32928237,32931474,ES,False,17,124
ENSG00000136478.7,chr17,64263167,64263291,TSS,True,17,103
ENSG00000141696.12,chr17,41811453,41812635,TSS,True,61,377
ENSG00000109065.11,chr17,74773039,74773575,IR,False,89,107
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,63,101
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,11,108
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,11,109
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,28,141
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,514,4271
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,84,122
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,72,130
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,63,130
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,506,1031
ENSG00000108298.11,chr17,39200339,39203109,TSS,True,560,1031
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,20,113
ENSG00000068137.14,chr17,42669621,42669942,5AS,False,37,113
ENSG00000068137.14,chr17,42670705,42671002,5AS,False,48,120
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,98,304
ENSG00000186395.7,chr17,40818786,40818995,TSS,False,15,116
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,28,161
ENSG00000176658.16,chr17,32876777,32877296,TSS,True,26,139
ENSG00000261040.7,chr17,60083766,60085112,5AS,False,22,137
ENSG00000261040.7,chr17,60085203,60088196,ES,False,113,136
ENSG00000187688.14,chr17,16426877,16427451,3AS,True,34,120
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,34,225
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,55,211
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,37,156
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,56,123
ENSG00000087111.20,chr17,28560048,28560605,TSS,True,103,123
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,85,110
ENSG00000169738.7,chr17,82036190,82036261,TSS,True,37,110
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,31,148
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,148,174
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,147,707
PB_novel_304648,chr17,50185777,50185857,PAS,True,329,369
ENSG00000182534.13,chr17,76680879,76685071,ES,False,218,267
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,148,417
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,278,424
ENSG00000108465.14,chr17,47971152,47971361,IR,False,87,106
ENSG00000108465.14,chr17,47973650,47973930,5AS,False,94,106
ENSG00000108465.14,chr17,47974448,47975158,IR,False,63,109
ENSG00000108465.14,chr17,47975653,47975868,IR,False,71,115
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,35,122
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,99,122
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,148,263
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,125,263
ENSG00000133030.20,chr17,17138075,17142626,5AS,False,193,222
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,97,272
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,35,169
ENSG00000087191.12,chr17,63827460,63827923,TSS,True,141,169
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,40,148
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,11,101
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,49,276
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,62,291
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,252,291
ENSG00000072778.19,chr17,7222081,7222176,IR,False,372,568
ENSG00000072778.19,chr17,7222302,7222666,IR,True,403,569
ENSG00000072778.19,chr17,7222865,7223132,IR,False,323,577
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,114,596
ENSG00000072778.19,chr17,7219870,7220197,TSS,False,527,596
ENSG00000108349.16,chr17,40169662,40170451,3AS,True,29,111
ENSG00000108349.16,chr17,40140296,40140779,TSS,True,24,115
ENSG00000108349.16,chr17,40170451,40172181,PAS,True,83,112
ENSG00000108349.16,chr17,40170446,40172179,PAS,True,29,112
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,82,102
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,34,112
ENSG00000109046.14,chr17,27306882,27307743,IR,True,119,135
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,50,145
ENSG00000109046.14,chr17,27307919,27309099,IR,True,17,152
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,32,218
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,189,216
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,101,194
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,24,228
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,187,1173
ENSG00000198909.7,chr17,63632802,63646033,ES,False,68,100
ENSG00000198909.7,chr17,63685578,63688526,5AS,False,36,104
ENSG00000198909.7,chr17,63691862,63693548,ES,True,17,107
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,14,117
ENSG00000108654.14,chr17,64500326,64500548,IR,True,988,1212
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,21,127
ENSG00000108654.14,chr17,64500773,64502009,IR,False,864,1193
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,238,1248
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,1032,1247
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,57,113
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,69,175
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,138,175
ENSG00000108639.7,chr17,78171054,78171738,ES,False,32,176
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,17,167
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,17,169
ENSG00000175061.17,chr17,16439414,16440184,ES,False,160,248
ENSG00000175061.17,chr17,16440253,16441367,ES,False,30,255
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,52,269
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,233,269
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,419,591
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,318,591
ENSG00000006125.17,chr17,35657791,35671753,ES,False,60,115
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,34,118
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,100,118
ENSG00000131475.6,chr17,42773448,42773528,TSS,True,12,102
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,26,186
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,20,114
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,44,196
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,151,362
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,90,445
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,59,154
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,211,369
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,11,104
ENSG00000005882.11,chr17,50109956,50111390,PAS,True,15,101
ENSG00000034152.18,chr17,21284969,21298412,ES,False,97,108
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,59,282
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,235,294
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,71,294
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,124,447
ENSG00000131469.14,chr17,42998437,43000102,TSS,True,401,447
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,377,447
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,113,863
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,306,414
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,38,194
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,114,866
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,69,129
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,56,123
ENSG00000171298.12,chr17,80101625,80104554,ES,False,100,129
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,43,172
ENSG00000171298.12,chr17,80101604,80101890,TSS,True,150,172
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,411,633
ENSG00000121067.17,chr17,49622876,49677932,ES,False,106,145
ENSG00000108395.13,chr17,59001714,59012327,3AS,False,88,101
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,22,129
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,22,116
ENSG00000108433.16,chr17,46932199,46938598,ES,False,18,143
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,18,167
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,20,165
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,35,130
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,102,166
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,83,166
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,43,349
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,33,114
ENSG00000006282.20,chr17,50547285,50548282,ES,False,18,131
ENSG00000006282.20,chr17,50550115,50550207,IR,False,116,132
ENSG00000006282.20,chr17,50551190,50551510,IR,False,122,137
ENSG00000006282.20,chr17,50551679,50551968,IR,False,115,138
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,88,729
ENSG00000108561.8,chr17,5438841,5439193,TSS,False,38,211
ENSG00000133026.12,chr17,8623277,8630653,ES,True,193,218
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,107,325
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,109,149
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,52,149
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,117,148
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,24,149
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,30,156
ENSG00000163597.14,chr17,76557857,76561287,ES,False,94,174
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,80,120
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,190,247
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,79,247
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,96,299
ENSG00000100241.20,chr22,50456673,50459254,ES,False,37,177
ENSG00000100241.20,chr22,50467690,50467785,3AS,False,115,149
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,51,199
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,79,243
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,209,243
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,59,342
ENSG00000099949.19,chr22,20996801,20996885,IR,False,86,101
ENSG00000099949.19,chr22,20981980,20982571,TSS,True,29,111
ENSG00000100325.14,chr22,29825257,29832244,ES,False,25,154
ENSG00000100325.14,chr22,29832342,29838177,ES,False,70,149
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,56,277
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,53,234
ENSG00000188130.13,chr22,50255881,50256084,IR,False,88,105
ENSG00000188130.13,chr22,50256646,50258242,ES,False,15,102
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,26,111
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,95,110
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,38,115
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,92,115
ENSG00000025708.13,chr22,50529719,50529903,3AS,False,88,109
ENSG00000025708.13,chr22,50529719,50529903,IR,False,88,112
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,149,169
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,52,169
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,158,179
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,161,182
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,23,182
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,56,384
ENSG00000185340.15,chr22,29307153,29308086,3AS,False,113,129
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,36,166
ENSG00000184702.19,chr22,19714057,19714631,TSS,True,321,368
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,164,368
ENSG00000184702.19,chr22,19722427,19724782,PAS,True,57,338
ENSG00000184702.19,chr22,19723853,19724785,PAS,False,311,368
ENSG00000196576.14,chr22,50290597,50294725,5AS,False,62,155
ENSG00000196576.14,chr22,50290597,50307552,ES,True,40,184
ENSG00000196576.14,chr22,50294778,50307552,ES,True,109,141
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,157,342
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,19,138
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,28,142
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,925,2089
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,26,120
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,97,120
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,12,113
ENSG00000100242.15,chr22,38752665,38755762,ES,False,160,232
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,63,295
ENSG00000073169.13,chr22,50206462,50208535,5AS,True,12,105
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,36,130
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,30,153
ENSG00000198355.4,chr22,49961032,49961124,IR,False,98,115
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,27,126
ENSG00000198355.4,chr22,49960492,49961234,TSS,True,112,126
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,46,143
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,121,143
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,87,473
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,20,101
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,90,101
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,20,182
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,40,227
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,192,227
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,68,147
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,112,147
ENSG00000244486.8,chr22,20429340,20429535,3AS,False,149,189
ENSG00000244486.8,chr22,20437581,20438352,TSS,True,39,211
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,248,440
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,94,398
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,49,104
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,60,104
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,33,277
ENSG00000099917.17,chr22,20568631,20582610,ES,False,87,129
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,46,164
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,133,150
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,29,197
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,62,235
ENSG00000100387.8,chr22,40967798,40967884,TSS,True,180,235
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,454,669
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,220,671
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,88,150
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,29,171
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,22,173
ENSG00000100359.20,chr22,40400813,40402138,ES,False,61,169
