gene,chr,start,end,splice_type,novel,H1_ENCFF207FUA_in_cov,H1_ENCFF207FUA_total_cov
ENSG00000137804.12,chr15,41332241,41333050,TSS,True,48,213
ENSG00000137804.12,chr15,41380092,41381051,PAS,True,19,179
ENSG00000086666.18,chr15,80059809,80120327,ES,False,346,391
ENSG00000156970.12,chr15,40160984,40161255,TSS,True,44,127
ENSG00000156970.12,chr15,40209715,40209775,TSS,True,86,102
ENSG00000156970.12,chr15,40220563,40221138,PAS,True,25,122
ENSG00000128739.22,chr15,24962209,24967931,ES,False,3116,3522
ENSG00000104112.8,chr15,51719407,51721026,PAS,True,40,117
ENSG00000104112.8,chr15,51692158,51692336,PAS,False,88,113
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,197,368
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,810,2320
ENSG00000185787.14,chr15,78885747,78886227,TSS,True,1572,2314
ENSG00000140391.14,chr15,77056063,77056256,TSS,True,104,117
ENSG00000140391.14,chr15,77054177,77054274,TSS,True,42,117
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,81,192
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,22,101
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,130,232
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,143,232
ENSG00000134153.9,chr15,34101603,34101912,TSS,True,48,189
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,142,500
ENSG00000169612.3,chr15,82986203,82986369,TSS,False,22,143
ENSG00000140365.15,chr15,75336008,75336092,TSS,False,71,286
ENSG00000140365.15,chr15,75338060,75338133,TSS,False,252,286
ENSG00000179010.14,chr4,6640708,6640827,IR,False,277,465
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,221,498
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,310,498
ENSG00000168214.20,chr4,26321048,26386352,ES,False,175,235
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,295,375
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,138,375
ENSG00000168214.20,chr4,26430691,26435001,PAS,True,36,345
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,56,257
ENSG00000109390.11,chr4,139302415,139302511,TSS,True,227,259
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,75,209
ENSG00000109180.14,chr4,48831092,48831496,TSS,True,178,209
ENSG00000171566.11,chr4,154550299,154550474,TSS,True,24,173
ENSG00000128059.8,chr4,56435349,56436038,TSS,True,93,153
ENSG00000128059.8,chr4,56402108,56403249,TSS,True,130,145
ENSG00000152795.17,chr4,82424883,82425562,IR,False,62,106
ENSG00000152795.17,chr4,82425667,82426036,IR,False,63,107
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,123,868
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,310,879
ENSG00000152795.17,chr4,82426036,82426130,TSS,True,739,872
ENSG00000109519.12,chr4,7067970,7068113,TSS,True,97,245
ENSG00000154277.12,chr4,41256875,41257020,TSS,True,79,131
ENSG00000249532.5,chr4,112646968,112648653,ES,True,112,289
ENSG00000249532.5,chr4,112646720,112646968,PAS,True,65,393
ENSG00000249532.5,chr4,112648653,112648700,TSS,True,103,393
PB_novel_213360,chr4,179168498,179169971,IR,True,14,112
PB_novel_213360,chr4,179169971,179170221,TSS,True,98,124
ENSG00000123737.12,chr4,121814047,121816368,ES,False,71,103
ENSG00000123737.12,chr4,121801316,121801490,TSS,True,26,114
ENSG00000123737.12,chr4,121813959,121814047,TSS,True,88,108
ENSG00000138801.8,chr4,107631630,107631847,TSS,False,134,149
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,33,164
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,349,1286
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,983,1286
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,87,175
ENSG00000164111.14,chr4,121696862,121697063,TSS,True,84,411
ENSG00000164111.14,chr4,121678414,121678920,TSS,True,350,406
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,238,1596
PB_novel_213202,chr4,87922400,87924129,3AS,True,146,175
PB_novel_213202,chr4,87922400,87924258,3AS,True,48,223
PB_novel_213202,chr4,87922400,87924311,3AS,True,57,280
PB_novel_213202,chr4,87922400,87926696,ES,True,114,304
PB_novel_213202,chr4,87922400,87931374,ES,True,199,332
PB_novel_213202,chr4,87924394,87926723,3AS,True,36,231
PB_novel_213202,chr4,87924394,87931374,ES,True,53,101
PB_novel_213202,chr4,87931374,87934278,PAS,True,306,644
PB_novel_213202,chr4,87926696,87929135,PAS,True,387,632
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,150,965
ENSG00000109606.12,chr4,24527463,24528041,PAS,True,17,151
ENSG00000109606.12,chr4,24584322,24584621,TSS,True,45,180
PB_novel_213369,chr4,186242329,186247070,3AS,True,102,213
PB_novel_213369,chr4,186242329,186247284,5AS,True,37,139
PB_novel_213369,chr4,186242329,186247284,IR,True,37,150
PB_novel_213369,chr4,186242332,186247284,5AS,True,25,138
PB_novel_213369,chr4,186241993,186242329,PAS,True,213,376
PB_novel_213369,chr4,186241993,186242332,PAS,True,218,376
PB_novel_213369,chr4,186247070,186247322,TSS,True,157,376
PB_novel_213369,chr4,186247284,186247323,TSS,True,283,376
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,1730,7394
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,6512,7394
ENSG00000163743.13,chr4,75514196,75514426,TSS,True,29,170
ENSG00000145247.11,chr4,48885565,48894005,ES,False,80,465
ENSG00000170502.12,chr4,87422567,87423012,TSS,True,57,105
ENSG00000170502.12,chr4,87451587,87451735,TSS,True,71,104
ENSG00000153130.17,chr4,140379192,140380961,ES,False,14,104
ENSG00000198498.9,chr4,163494454,163494804,TSS,True,99,401
ENSG00000198498.9,chr4,163515362,163515461,TSS,True,297,383
ENSG00000169288.17,chr4,77862674,77862879,TSS,False,18,142
ENSG00000151247.12,chr4,98929094,98929136,TSS,True,33,267
ENSG00000145354.11,chr4,102868973,102869187,TSS,True,34,256
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,134,153
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,134,153
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,117,153
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,118,153
ENSG00000164163.10,chr4,145098277,145098419,TSS,True,35,116
ENSG00000164163.10,chr4,145105633,145105690,TSS,True,98,116
ENSG00000164163.10,chr4,145127525,145129522,PAS,True,15,114
ENSG00000164163.10,chr4,145119931,145122513,PAS,True,96,107
ENSG00000174780.16,chr4,56467572,56467744,TSS,True,61,263
ENSG00000174780.16,chr4,56489452,56489483,TSS,True,187,217
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,92,253
ENSG00000174780.16,chr4,56483138,56484017,PAS,True,174,204
ENSG00000174780.16,chr4,56495356,56495395,PAS,False,214,250
ENSG00000035928.15,chr4,39287454,39288844,PAS,True,89,100
ENSG00000035928.15,chr4,39366238,39366384,TSS,True,23,117
ENSG00000145220.13,chr4,4267700,4268023,PAS,True,24,155
ENSG00000145220.13,chr4,4274603,4274769,PAS,True,109,129
ENSG00000145220.13,chr4,4290035,4290196,TSS,False,34,156
ENSG00000145220.13,chr4,4274366,4274503,TSS,True,108,134
ENSG00000198301.11,chr4,75948037,75950797,PAS,True,102,115
ENSG00000198301.11,chr4,75971355,75971458,PAS,False,24,113
ENSG00000198301.11,chr4,75990751,75990970,TSS,True,13,118
ENSG00000138757.14,chr4,75641677,75645702,PAS,True,35,100
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,128,187
ENSG00000138757.14,chr4,75724275,75725315,TSS,True,161,193
ENSG00000109534.16,chr4,109815508,109815804,TSS,True,244,305
ENSG00000109534.16,chr4,109816151,109816378,TSS,True,269,305
ENSG00000109534.16,chr4,109824417,109824741,PAS,True,138,305
ENSG00000056050.6,chr4,169757829,169757964,TSS,True,20,128
ENSG00000269893.6,chr4,118278792,118278943,IR,False,70,196
ENSG00000269893.6,chr4,118278792,118279106,IR,False,19,146
ENSG00000269893.6,chr4,118278792,118279388,ES,False,59,152
ENSG00000269893.6,chr4,118278792,118279388,5AS,False,59,180
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,139,293
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,173,292
ENSG00000174720.15,chr4,112636990,112637239,TSS,True,90,120
ENSG00000174720.15,chr4,112645692,112646451,TSS,True,101,114
ENSG00000174720.15,chr4,112657246,112657846,PAS,True,32,120
ENSG00000151725.11,chr4,184734015,184734136,TSS,True,30,277
ENSG00000164039.14,chr4,103096274,103099782,ES,False,122,140
ENSG00000164144.15,chr4,152779872,152780226,TSS,True,105,144
ENSG00000164144.15,chr4,152779850,152780091,TSS,True,126,144
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,119,133
ENSG00000178988.10,chr4,6708643,6709230,IR,True,119,138
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,19,153
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,34,153
ENSG00000138668.18,chr4,82355401,82356795,ES,False,172,284
ENSG00000138668.18,chr4,82359639,82373445,ES,False,46,205
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,549,756
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,417,747
ENSG00000138668.18,chr4,82356536,82356600,TSS,True,643,747
ENSG00000118579.12,chr4,17614624,17614813,TSS,True,109,228
ENSG00000163319.10,chr4,83456958,83459739,ES,False,51,319
ENSG00000002549.12,chr4,17577191,17577567,TSS,True,33,152
ENSG00000002549.12,chr4,17595407,17595534,TSS,True,131,146
ENSG00000168824.14,chr4,4386371,4386643,TSS,True,90,158
ENSG00000078140.13,chr4,39698116,39698390,TSS,True,81,348
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,30,205
ENSG00000161960.14,chr17,7572772,7572864,TSS,True,287,2516
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,203,549
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,853,6667
ENSG00000132591.11,chr17,28854967,28855317,TSS,True,92,211
ENSG00000132591.11,chr17,28859215,28859283,TSS,True,124,206
ENSG00000275700.4,chr17,36948935,36949216,TSS,True,28,105
ENSG00000275700.4,chr17,36952957,36953296,TSS,True,84,104
ENSG00000170043.11,chr17,7931730,7931947,TSS,True,30,200
ENSG00000170043.11,chr17,7931939,7932064,TSS,False,174,200
ENSG00000167699.13,chr17,782165,782343,TSS,False,55,176
ENSG00000167699.13,chr17,770420,770481,TSS,True,121,166
ENSG00000141504.11,chr17,7626793,7627142,ES,False,95,150
ENSG00000141504.11,chr17,7627414,7627569,5AS,False,63,140
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,87,156
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,93,156
ENSG00000243678.11,chr17,51166563,51166826,5AS,True,97,112
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,319,1163
ENSG00000121064.12,chr17,56978096,56978235,TSS,True,52,126
ENSG00000121064.12,chr17,57000937,57000992,TSS,True,83,123
ENSG00000213246.6,chr17,58351508,58352066,5AS,False,298,369
ENSG00000213246.6,chr17,58352064,58352221,TSS,True,406,470
ENSG00000213246.6,chr17,58352066,58352222,TSS,False,172,470
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,122,771
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,136,784
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,659,784
ENSG00000183010.16,chr17,81933376,81934652,ES,False,27,170
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,48,103
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,181,229
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,172,229
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,169,229
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,22,166
ENSG00000108671.10,chr17,32444460,32444614,TSS,True,248,625
ENSG00000108671.10,chr17,32480499,32480631,TSS,True,473,617
ENSG00000214941.7,chr17,15977913,15978043,IR,False,83,106
ENSG00000214941.7,chr17,15976559,15978163,PAS,True,86,109
ENSG00000214941.7,chr17,15976559,15977913,PAS,True,31,110
ENSG00000214941.7,chr17,15999518,15999717,TSS,True,46,114
ENSG00000214941.7,chr17,15999505,15999717,TSS,True,93,114
ENSG00000129195.15,chr17,6444410,6444488,TSS,True,77,256
ENSG00000094804.10,chr17,40287837,40288090,TSS,True,44,178
ENSG00000094804.10,chr17,40301503,40301608,TSS,True,147,171
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,108,130
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,147,166
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,71,168
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,116,168
ENSG00000258315.5,chr17,7017014,7017260,3AS,False,164,231
ENSG00000258315.5,chr17,7014627,7014878,TSS,True,27,268
ENSG00000258315.5,chr17,7017256,7017522,PAS,True,175,268
ENSG00000258315.5,chr17,7017260,7017524,PAS,True,96,268
ENSG00000108578.14,chr17,30291806,30292201,TSS,True,113,137
ENSG00000278259.4,chr17,36534760,36535455,TSS,True,80,107
ENSG00000166260.11,chr17,54962915,54963305,IR,False,138,155
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,26,164
ENSG00000166260.11,chr17,54959634,54963431,PAS,True,147,164
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,174,472
ENSG00000266402.3,chr17,64146000,64146229,IR,True,293,420
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,307,600
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,426,600
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,127,600
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,83,106
ENSG00000136485.14,chr17,63579556,63579943,TSS,True,90,105
ENSG00000136485.14,chr17,63583523,63583711,TSS,True,56,103
ENSG00000136485.14,chr17,63594202,63594279,PAS,True,35,106
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,29,150
ENSG00000141562.17,chr17,82483943,82484950,TSS,True,128,146
ENSG00000214087.8,chr17,81682149,81683535,ES,False,20,140
ENSG00000214087.8,chr17,81683692,81683799,TSS,False,64,213
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,54,104
ENSG00000171928.13,chr17,18804136,18804266,TSS,True,91,104
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,11,103
ENSG00000141741.11,chr17,39730406,39730538,TSS,True,24,132
ENSG00000141741.11,chr17,39730193,39730531,TSS,True,111,132
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,26,206
ENSG00000141378.14,chr17,59707370,59707457,TSS,True,33,193
ENSG00000169689.14,chr17,82019219,82019307,5AS,False,73,525
ENSG00000169689.14,chr17,82019219,82019307,IR,False,73,107
ENSG00000169689.14,chr17,82019381,82019640,5AS,False,238,265
ENSG00000169689.14,chr17,82019381,82019857,ES,False,283,547
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,27,107
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,321,1997
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,84,103
ENSG00000108946.14,chr17,68518544,68522926,TSS,True,39,103
ENSG00000108946.14,chr17,68551083,68551321,PAS,False,88,103
ENSG00000010244.18,chr17,32365487,32367771,ES,False,77,110
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,56,170
ENSG00000010244.18,chr17,32368775,32369454,TSS,True,119,163
ENSG00000170315.13,chr17,16381462,16381901,5AS,False,154,201
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,372,2640
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,228,2154
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,19,108
ENSG00000108826.15,chr17,50373130,50373196,TSS,True,61,410
ENSG00000108298.11,chr17,39200349,39201221,IR,False,11,103
ENSG00000108468.14,chr17,48070051,48071579,PAS,True,66,104
ENSG00000108468.14,chr17,48076005,48076178,PAS,True,41,103
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,221,287
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,66,102
ENSG00000007168.12,chr17,2673415,2674288,TSS,True,86,100
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,33,107
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,92,789
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,735,829
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,121,829
ENSG00000108518.7,chr17,4948262,4949933,TSS,True,300,356
ENSG00000108518.7,chr17,4946627,4946771,TSS,True,196,356
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,77,408
ENSG00000108651.9,chr17,31901535,31901757,TSS,True,21,194
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,162,684
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,590,684
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,37,139
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,105,139
ENSG00000091640.7,chr17,4967719,4968723,TSS,True,43,300
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,142,1107
ENSG00000213977.7,chr17,3668487,3668618,TSS,True,11,104
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,66,153
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,119,158
ENSG00000108848.15,chr17,50737026,50740305,ES,False,150,168
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,35,203
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,133,203
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,97,173
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,98,838
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,44,138
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,92,118
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,57,118
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,35,109
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,47,245
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,156,236
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,83,232
ENSG00000266967.6,chr17,42964237,42964442,5AS,False,18,118
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,75,175
ENSG00000266967.6,chr17,42964442,42964485,TSS,True,157,175
ENSG00000266967.6,chr17,42954875,42954900,TSS,True,138,169
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,57,121
ENSG00000109046.14,chr17,27301571,27303635,TSS,True,91,102
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,27,101
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,110,140
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,220,1688
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,194,566
ENSG00000171861.10,chr17,782338,782692,TSS,True,50,109
ENSG00000141030.12,chr17,17281131,17281313,TSS,True,17,118
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,121,185
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,152,185
ENSG00000225663.7,chr17,81822907,81823208,IR,False,54,145
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,57,148
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,100,155
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,22,155
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,32,118
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,29,147
ENSG00000175061.17,chr17,16439414,16440184,ES,False,486,632
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,149,717
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,643,717
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,40,185
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,103,140
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,107,140
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,336,1582
ENSG00000142507.9,chr17,4797775,4797811,TSS,True,1391,1581
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,56,216
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,390,3062
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,2854,3244
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,574,3244
ENSG00000131747.14,chr17,40388518,40389647,PAS,True,92,105
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,84,104
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,43,120
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,1327,5959
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,4724,5959
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,246,1316
ENSG00000173812.10,chr17,41690125,41690189,TSS,True,1166,1312
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,236,535
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,245,321
ENSG00000183684.7,chr17,81888240,81888329,TSS,True,283,320
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,36,314
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,241,639
ENSG00000170296.9,chr17,7241679,7241767,IR,False,31,154
ENSG00000170296.9,chr17,7241679,7241777,IR,True,15,138
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,198,604
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,480,603
ENSG00000167840.13,chr17,5105549,5106533,PAS,True,20,107
ENSG00000167840.13,chr17,5105615,5106506,PAS,True,93,107
ENSG00000167840.13,chr17,5111799,5111924,TSS,True,13,116
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,147,389
ENSG00000141552.17,chr17,81891833,81894466,ES,False,175,321
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,175,616
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,160,242
ENSG00000141552.17,chr17,81891841,81894466,ES,False,140,300
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,140,281
ENSG00000141552.17,chr17,81891863,81894466,ES,False,55,130
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,475,797
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,495,797
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,667,797
ENSG00000178307.9,chr17,21198840,21214090,ES,False,108,136
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,19,155
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,195,827
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,716,827
ENSG00000083457.11,chr17,3720402,3723687,ES,False,119,135
ENSG00000182628.12,chr17,59112345,59131280,ES,False,61,204
ENSG00000182628.12,chr17,59112345,59155130,ES,False,32,234
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,78,313
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,466,551
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,387,547
ENSG00000108561.8,chr17,5433668,5433756,TSS,True,103,123
ENSG00000108561.8,chr17,5433292,5433370,TSS,True,105,123
ENSG00000108961.13,chr17,8289588,8289812,IR,False,69,111
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,47,129
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,91,125
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,145,171
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,135,171
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,75,169
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,61,139
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,92,138
ENSG00000163597.14,chr17,76557857,76561287,ES,False,216,315
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,126,441
ENSG00000129197.14,chr17,5422829,5426235,ES,False,27,129
ENSG00000129197.14,chr17,5422829,5432541,ES,False,30,181
ENSG00000129197.14,chr17,5426082,5432541,ES,False,15,118
ENSG00000129197.14,chr17,5426299,5432541,ES,False,33,136
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,28,216
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,181,208
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,65,364
ENSG00000070010.18,chr22,19465201,19465274,TSS,True,319,363
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,68,297
ENSG00000239900.12,chr22,40346492,40346711,TSS,True,96,677
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,42,189
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,768,871
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,786,888
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,115,888
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,148,1024
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,50,492
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,450,887
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,449,884
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,167,248
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,75,289
ENSG00000100220.11,chr22,32399602,32399741,TSS,True,250,288
ENSG00000183765.21,chr22,28687740,28687986,PAS,True,12,113
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,26,115
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,61,154
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,92,151
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,391,952
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,738,950
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,26,167
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,126,514
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,433,514
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,26,138
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,117,344
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,242,341
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,108,554
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,22,185
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,40,105
ENSG00000187051.8,chr22,39532686,39532775,TSS,True,23,127
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,19,127
ENSG00000242114.5,chr22,30425601,30425946,TSS,True,18,143
ENSG00000100320.22,chr22,35746561,35759887,ES,False,19,140
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,79,137
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,128,164
ENSG00000100320.22,chr22,35761201,35762171,TSS,True,61,157
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,90,150
ENSG00000100297.15,chr22,35416702,35416814,TSS,True,118,148
ENSG00000100297.15,chr22,35407079,35410910,TSS,True,129,150
ENSG00000100297.15,chr22,35424153,35425430,PAS,False,18,149
ENSG00000100316.15,chr22,39318566,39319594,IR,True,80,104
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,2179,11900
ENSG00000100316.15,chr22,39318399,39319623,TSS,True,10489,11900
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,108,173
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,365,481
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,420,478
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,243,468
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,65,141
ENSG00000130713.15,chr9,130693732,130693913,TSS,True,20,101
ENSG00000172785.18,chr9,135030,152033,ES,False,26,252
ENSG00000172785.18,chr9,175784,178815,ES,False,300,353
ENSG00000172785.18,chr9,119276,121573,PAS,True,109,365
ENSG00000172785.18,chr9,172901,173366,PAS,True,258,358
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,822,1067
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,307,1132
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,847,1092
ENSG00000135069.13,chr9,78317804,78328980,ES,False,53,501
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,73,244
