gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF600UQU_in_cov,endothelial_cell_of_umbilical_vein_ENCFF600UQU_total_cov
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,48,141
ENSG00000108654.14,chr17,64500326,64500548,IR,True,3059,3555
ENSG00000108654.14,chr17,64500773,64501056,IR,False,100,835
ENSG00000108654.14,chr17,64500773,64502009,IR,False,2694,3426
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,517,3600
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,3166,3589
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,356,1208
ENSG00000108639.7,chr17,78171054,78171738,ES,False,58,371
ENSG00000225663.7,chr17,81822907,81823208,IR,False,69,405
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,76,406
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,347,417
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,46,417
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,22,108
ENSG00000175061.17,chr17,16439414,16440184,ES,False,436,540
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,123,618
ENSG00000167874.6,chr17,7855284,7855770,3AS,False,58,130
ENSG00000167874.6,chr17,7855444,7856097,PAS,True,60,130
ENSG00000167874.6,chr17,7855770,7856097,PAS,False,72,130
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,228,254
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,201,254
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,176,254
ENSG00000141551.14,chr17,82244831,82248874,ES,False,13,111
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,41,136
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,44,102
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,79,102
ENSG00000141295.13,chr17,47838002,47838269,IR,False,73,103
ENSG00000141295.13,chr17,47839643,47840190,IR,True,91,104
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,32,112
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,84,109
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,37,112
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,88,112
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,117,156
ENSG00000166582.9,chr17,16342516,16342941,PAS,True,23,169
ENSG00000166582.9,chr17,16348024,16349333,PAS,True,150,168
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,96,124
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,50,124
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,33,271
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,19,147
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,48,147
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,109,147
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,42,167
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,112,279
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,115,291
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,355,645
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,83,160
ENSG00000261371.5,chr17,64323845,64348259,ME,True,90,139
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,2867,4144
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,76,253
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,64,144
ENSG00000091947.9,chr17,44014815,44014990,TSS,True,14,111
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,816,2020
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,49,159
ENSG00000169696.15,chr17,82017088,82017308,5AS,False,20,116
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,24,129
ENSG00000169696.15,chr17,81996356,81996846,TSS,True,101,118
ENSG00000169696.15,chr17,82017308,82017609,PAS,True,13,129
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,168,1519
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1451,1619
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,271,1619
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,68,182
ENSG00000131747.14,chr17,40400208,40400426,TSS,True,160,179
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,529,1815
ENSG00000131469.14,chr17,42998437,43000102,TSS,True,1576,1814
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,1572,1815
ENSG00000178999.12,chr17,8207840,8210529,ES,False,77,254
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,77,355
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,260,343
ENSG00000187838.16,chr17,7393509,7394103,ES,False,11,102
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,147,244
ENSG00000126581.12,chr17,42810928,42813947,ES,False,29,242
ENSG00000126581.12,chr17,42810928,42814523,ES,False,29,277
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,155,276
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,171,292
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,137,292
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,27,102
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,89,742
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,42,113
ENSG00000121067.17,chr17,49622876,49677932,ES,False,173,238
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,72,140
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,57,102
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,15,115
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,20,108
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,96,107
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,105,276
ENSG00000141552.17,chr17,81891833,81894466,ES,False,138,239
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,138,486
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,131,170
ENSG00000141552.17,chr17,81891841,81894466,ES,False,135,268
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,135,215
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,387,633
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,364,633
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,557,633
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,204,263
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,32,299
ENSG00000178307.9,chr17,21198840,21214090,ES,False,111,157
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,24,192
ENSG00000132481.6,chr17,75876813,75877873,5AS,True,121,140
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,44,165
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,147,165
ENSG00000109099.14,chr17,15260649,15260840,TSS,True,124,176
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,55,176
ENSG00000136450.12,chr17,58004001,58004922,IR,False,40,338
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,300,339
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,49,337
ENSG00000183018.8,chr17,4498857,4499417,TSS,False,74,153
ENSG00000183018.8,chr17,4533718,4533853,TSS,True,114,151
ENSG00000108588.13,chr17,63773411,63774104,TSS,True,12,105
ENSG00000182628.12,chr17,59112345,59131280,ES,False,79,172
ENSG00000182628.12,chr17,59112345,59155130,ES,False,21,188
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,86,125
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,20,122
ENSG00000108561.8,chr17,5438841,5439193,TSS,False,237,1402
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,51,140
ENSG00000108961.13,chr17,8289588,8289812,IR,False,68,114
ENSG00000108961.13,chr17,8288630,8288865,TSS,True,18,136
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,57,136
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,90,125
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,45,115
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,219,267
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,84,267
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,240,277
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,77,317
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,280,317
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,246,300
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,46,305
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,53,320
ENSG00000163597.14,chr17,76557857,76561287,ES,False,112,238
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,31,269
ENSG00000129197.14,chr17,5422829,5432541,ES,False,37,146
ENSG00000129197.14,chr17,5426299,5432541,ES,False,28,101
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,156,304
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,151,177
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,66,177
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,299,415
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,158,415
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,200,480
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,32,100
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,37,115
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,24,203
ENSG00000188677.14,chr22,44024065,44024451,TSS,True,35,123
ENSG00000188677.14,chr22,44025945,44026376,TSS,False,105,121
ENSG00000070010.18,chr22,19471808,19479082,ES,False,50,426
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,68,221
ENSG00000100422.13,chr22,46684408,46687206,PAS,True,24,139
ENSG00000100422.13,chr22,46734609,46735508,PAS,False,107,128
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,43,168
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,19,126
ENSG00000100325.14,chr22,29825257,29832244,ES,False,16,143
ENSG00000100325.14,chr22,29832342,29838177,ES,False,83,141
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,80,235
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,140,206
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,168,205
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,20,133
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,84,280
ENSG00000100058.12,chr22,25448054,25448284,TSS,False,35,118
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,77,198
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,66,119
ENSG00000188130.13,chr22,50255881,50256084,IR,False,156,175
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,24,188
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,167,188
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,84,201
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,146,201
ENSG00000099998.17,chr22,24220116,24224995,ES,False,89,119
ENSG00000099998.17,chr22,24225652,24226630,ES,True,13,117
ENSG00000099998.17,chr22,24231530,24244552,ES,True,13,102
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,31,131
ENSG00000100034.13,chr22,21919417,21923471,PAS,True,59,234
ENSG00000100034.13,chr22,21952791,21952896,TSS,True,88,301
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,42,108
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,917,1070
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,926,1079
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,156,1079
ENSG00000185340.15,chr22,29307153,29308086,3AS,False,104,123
ENSG00000185340.15,chr22,29310998,29311461,IR,True,127,142
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,125,251
ENSG00000185340.15,chr22,29311461,29312787,PAS,False,27,154
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,78,147
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,91,135
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,53,142
ENSG00000213923.11,chr22,38294534,38298785,ES,False,200,230
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,81,310
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,107,336
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,99,142
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,90,142
ENSG00000198951.11,chr22,42067112,42067277,TSS,True,108,142
ENSG00000242247.10,chr22,42808890,42817141,ES,False,15,114
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,26,138
ENSG00000099889.13,chr22,20016588,20016859,TSS,True,114,129
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,47,126
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,25,108
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,557,1026
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,17,160
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,23,106
ENSG00000099942.12,chr22,20953205,20953746,PAS,False,95,106
ENSG00000100418.7,chr22,41620751,41621102,TSS,False,26,105
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,39,199
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,168,199
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,25,194
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,100,164
ENSG00000241990.5,chr22,46053786,46053920,TSS,False,17,119
ENSG00000241990.5,chr22,46056844,46056945,TSS,True,107,119
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,69,160
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,15,108
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,26,200
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,175,199
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,63,119
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,101,119
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,308,1352
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,19,133
ENSG00000100288.19,chr22,50580271,50580357,IR,False,102,140
ENSG00000100288.19,chr22,50581553,50581748,IR,True,113,133
ENSG00000100288.19,chr22,50581862,50582248,IR,False,65,136
ENSG00000100288.19,chr22,50582357,50582557,IR,False,64,139
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,83,147
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,100,147
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,15,136
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,130,397
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,312,394
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,153,1292
ENSG00000184470.20,chr22,19875807,19877039,IR,False,599,694
ENSG00000184470.20,chr22,19875807,19877108,5AS,False,77,672
ENSG00000184470.20,chr22,19875807,19877108,IR,False,77,175
ENSG00000184470.20,chr22,19880717,19880855,IR,False,74,183
ENSG00000184470.20,chr22,19880717,19881035,ES,False,270,301
ENSG00000184470.20,chr22,19880717,19881035,5AS,True,270,313
ENSG00000184470.20,chr22,19880717,19881035,IR,False,270,378
ENSG00000184470.20,chr22,19880717,19881080,5AS,False,244,583
ENSG00000184470.20,chr22,19880717,19881080,IR,False,244,352
ENSG00000184470.20,chr22,19880945,19881035,IR,False,31,182
ENSG00000184470.20,chr22,19875517,19875807,PAS,True,207,885
ENSG00000184470.20,chr22,19880621,19881231,TSS,True,741,851
ENSG00000184470.20,chr22,19881080,19881250,TSS,True,607,851
ENSG00000184470.20,chr22,19881035,19881401,TSS,True,550,851
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,26,176
ENSG00000100416.13,chr22,46337944,46346421,ES,False,19,101
ENSG00000100416.13,chr22,46356072,46356841,IR,False,91,102
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,13,115
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,19,121
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,39,226
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,47,280
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,244,280
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,166,335
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,239,335
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,55,154
ENSG00000100311.16,chr22,39243900,39244982,TSS,False,133,333
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,35,245
ENSG00000128271.21,chr22,24423896,24423957,TSS,True,81,125
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,24,195
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,355,512
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,56,325
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,281,325
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,19,130
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,114,224
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,59,137
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,104,230
ENSG00000100060.17,chr22,37469062,37470029,PAS,True,111,755
ENSG00000100060.17,chr22,37469062,37469312,PAS,False,711,799
ENSG00000100060.17,chr22,37485922,37486524,TSS,True,121,799
ENSG00000161179.13,chr22,21629761,21629850,IR,False,74,102
ENSG00000161179.13,chr22,21629307,21630065,TSS,True,94,112
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,35,112
ENSG00000187051.8,chr22,39532686,39532775,TSS,True,33,199
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,18,153
ENSG00000242114.5,chr22,30425601,30425946,TSS,True,23,180
ENSG00000100196.10,chr22,38482495,38484995,PAS,True,74,216
ENSG00000100196.10,chr22,38481211,38483441,PAS,True,141,213
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,446,1153
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,460,1167
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,721,1167
ENSG00000015475.18,chr22,17739488,17774380,ES,False,25,219
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,127,158
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,97,156
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,90,668
ENSG00000185608.8,chr22,19431104,19432607,TSS,False,16,153
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,84,507
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,61,567
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,108,544
ENSG00000100106.20,chr22,37759416,37760352,PAS,True,470,531
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,78,116
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,45,121
ENSG00000099917.17,chr22,20568631,20582610,ES,False,64,100
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,72,167
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,108,132
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,14,138
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,106,413
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,41,390
ENSG00000093000.18,chr22,45164296,45168167,ES,False,86,103
ENSG00000093000.18,chr22,45168246,45171599,ES,False,92,103
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,41,144
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,160,1100
ENSG00000100387.8,chr22,40967798,40967884,TSS,True,965,1099
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,51,126
ENSG00000025770.18,chr22,50522436,50522569,TSS,False,83,125
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,219,439
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,175,514
ENSG00000100227.17,chr22,42599793,42602769,ES,False,18,110
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,66,177
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,34,315
ENSG00000100359.20,chr22,40400813,40402138,ES,False,47,133
ENSG00000100359.20,chr22,40409018,40409249,IR,False,117,133
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,60,191
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,22,145
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,102,135
ENSG00000136936.10,chr9,97674908,97675587,PAS,True,13,110
ENSG00000136936.10,chr9,97697120,97697386,TSS,True,13,115
ENSG00000172889.15,chr9,136663108,136664694,3AS,True,139,1280
ENSG00000172889.15,chr9,136664785,136668556,ES,False,920,1286
ENSG00000172889.15,chr9,136668673,136669913,ES,True,661,1369
ENSG00000172889.15,chr9,136668673,136669913,3AS,True,661,789
ENSG00000172889.15,chr9,136669721,136669913,IR,True,728,871
ENSG00000172889.15,chr9,136670009,136670949,ES,True,226,1548
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,769,2064
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,1820,2060
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,362,580
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,496,580
ENSG00000172785.18,chr9,135030,152033,ES,False,26,199
ENSG00000172785.18,chr9,175784,178815,ES,False,232,305
ENSG00000172785.18,chr9,119276,121573,PAS,True,104,309
ENSG00000172785.18,chr9,172901,173366,PAS,True,206,306
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,63,210
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,78,132
ENSG00000196642.18,chr9,136832962,136835845,TSS,True,107,121
ENSG00000196642.18,chr9,136833665,136837662,TSS,True,96,121
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,12,118
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,142,210
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,201,269
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,115,269
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,743,5467
ENSG00000137154.12,chr9,19379486,19379620,TSS,True,4851,5467
ENSG00000136807.13,chr9,127788385,127788543,IR,True,227,255
ENSG00000188938.16,chr9,93447697,93450478,ES,False,62,120
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,59,127
ENSG00000188938.16,chr9,93452146,93453605,TSS,True,108,127
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,105,127
ENSG00000107372.12,chr9,72360787,72364695,ES,False,97,180
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,30,222
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,89,416
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,359,404
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,671,756
ENSG00000107223.12,chr9,136862496,136862905,IR,False,84,105
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,120,792
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,697,781
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,199,266
ENSG00000119403.14,chr9,120855651,120858286,PAS,True,127,145
ENSG00000119403.14,chr9,120877090,120877665,TSS,True,32,161
ENSG00000137076.20,chr9,35717145,35717917,TSS,True,165,185
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,163,202
ENSG00000148180.19,chr9,121281562,121301962,ES,False,236,290
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,418,734
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,435,734
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,100,123
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,24,120
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,193,631
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,442,631
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,43,228
ENSG00000135069.13,chr9,78297089,78297270,TSS,False,12,119
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,77,246
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,171,248
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,78,248
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,216,251
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,229,445
ENSG00000148337.20,chr9,128170035,128179372,IR,False,18,138
ENSG00000148337.20,chr9,128178904,128179072,IR,False,25,123
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,47,160
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,86,235
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,168,235
ENSG00000147854.16,chr9,6413131,6413643,TSS,True,311,355
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,136,512
ENSG00000119487.16,chr9,125484583,125543058,ES,False,61,198
ENSG00000119487.16,chr9,125669907,125706970,ES,False,27,201
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,41,259
ENSG00000119487.16,chr9,125506309,125506332,TSS,False,214,240
ENSG00000160326.13,chr9,133473250,133473979,ES,False,28,145
ENSG00000160326.13,chr9,133478967,133479561,TSS,True,26,168
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,581,905
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,700,905
ENSG00000147862.16,chr9,14086772,14088326,PAS,True,15,111
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,131,187
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,67,116
ENSG00000148362.10,chr9,136992562,136992639,IR,False,65,100
ENSG00000148362.10,chr9,136992974,136993052,IR,False,87,122
ENSG00000148362.10,chr9,136992402,136993243,TSS,True,107,128
ENSG00000148362.10,chr9,136992294,136992562,TSS,True,60,128
ENSG00000148362.10,chr9,136992324,136992974,TSS,True,90,128
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,649,724
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,151,651
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,77,687
ENSG00000138835.22,chr9,113541319,113549766,PAS,True,54,106
ENSG00000148335.14,chr9,129626295,129634053,ES,False,25,191
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,48,216
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,30,227
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,423,509
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,144,509
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,89,273
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,76,176
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,723,812
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,712,812
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,108,247
ENSG00000160447.6,chr9,128702484,128702939,TSS,False,38,100
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,31,183
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,71,128
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,49,127
ENSG00000106733.20,chr9,75068995,75069538,TSS,True,109,122
ENSG00000106733.20,chr9,75066756,75066841,TSS,True,91,122
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,1668,2433
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,694,2676
ENSG00000187024.14,chr9,127713508,127714282,PAS,True,18,107
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,25,188
ENSG00000107164.15,chr9,130632278,130635998,ES,True,40,116
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,18,128
ENSG00000137133.10,chr9,35814898,35815042,TSS,True,44,143
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,71,136
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,107,136
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,116,144
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,31,143
ENSG00000135046.13,chr9,73151924,73154460,IR,True,96,129
ENSG00000135046.13,chr9,73151924,73158521,ME,True,95,132
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,91,222
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,164,222
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,43,148
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,137,365
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,82,312
