gene,chr,start,end,splice_type,novel,mucosa_of_descending_colon_ENCFF171AQO_in_cov,mucosa_of_descending_colon_ENCFF171AQO_total_cov
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,95,111
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,99,111
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,55,111
ENSG00000100288.19,chr22,50581419,50582859,TSS,True,95,111
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,43,107
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,71,104
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,15,125
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,94,282
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,234,282
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,286,361
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,27,139
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,53,199
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,152,199
ENSG00000100124.14,chr22,37843910,37844447,TSS,True,28,101
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,188,427
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,52,147
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,105,147
ENSG00000183963.18,chr22,31097060,31097268,IR,False,1939,2155
ENSG00000183963.18,chr22,31099896,31104315,ES,False,610,2182
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,563,2221
ENSG00000100299.17,chr22,50627052,50627165,IR,False,96,120
ENSG00000100299.17,chr22,50627792,50627945,IR,False,16,104
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,41,132
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,115,132
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,65,102
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,45,265
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,108,186
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,160,185
ENSG00000183741.11,chr22,38872121,38872331,TSS,True,117,146
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,42,117
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,49,124
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,82,124
ENSG00000128311.13,chr22,37018137,37019298,TSS,True,82,204
ENSG00000128311.13,chr22,37019399,37019448,TSS,False,149,204
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,51,145
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,119,145
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,44,433
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,93,113
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,13,121
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,30,252
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,215,440
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,245,443
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,101,178
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,44,215
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,44,145
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,129,145
ENSG00000180957.17,chr22,27853663,27858386,ES,False,16,145
ENSG00000100359.20,chr22,40400813,40402138,ES,False,39,214
ENSG00000100359.20,chr22,40409018,40409249,IR,False,164,219
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,34,243
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,30,236
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,36,107
ENSG00000159884.11,chr9,35660858,35660939,IR,False,66,120
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,25,140
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,82,120
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,54,120
ENSG00000165092.12,chr9,72952934,72953072,TSS,True,26,147
ENSG00000119431.9,chr9,113376728,113376986,TSS,True,27,107
ENSG00000119431.9,chr9,113375452,113376336,TSS,True,92,107
ENSG00000167081.16,chr9,125748623,125929654,ES,False,24,126
ENSG00000167081.16,chr9,125960849,125963011,ES,False,44,127
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,20,135
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,68,182
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,94,184
ENSG00000136826.14,chr9,107489167,107489769,TSS,True,116,186
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,25,237
ENSG00000160408.14,chr9,127896332,127899502,ES,False,84,130
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,132,262
ENSG00000160408.14,chr9,127905206,127905380,TSS,True,168,263
ENSG00000136807.13,chr9,127785503,127786240,TSS,True,13,114
ENSG00000188938.16,chr9,93447697,93450478,ES,False,74,134
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,100,116
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,37,142
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,126,142
ENSG00000107372.12,chr9,72360787,72364695,ES,False,62,119
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,16,141
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,64,413
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,145,413
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,349,412
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,355,413
ENSG00000136856.17,chr9,127397115,127397286,TSS,True,36,125
ENSG00000136856.17,chr9,127407111,127408417,PAS,True,22,125
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,131,434
ENSG00000137076.20,chr9,35707816,35707892,PAS,True,150,215
ENSG00000137076.20,chr9,35707536,35708484,PAS,True,116,135
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,304,382
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,192,315
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,350,439
ENSG00000119514.6,chr9,98807612,98808069,TSS,True,18,149
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,5095,5992
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1483,5990
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,41,158
ENSG00000107281.9,chr9,137043073,137045877,IR,True,120,140
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,89,211
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,154,211
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,22,109
ENSG00000148337.20,chr9,128178904,128179072,IR,False,42,161
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,134,173
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,72,174
ENSG00000131669.9,chr9,93126409,93126639,TSS,True,103,118
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,29,118
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,30,220
ENSG00000119487.16,chr9,125484583,125543058,ES,False,40,118
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,22,140
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,109,548
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,458,548
ENSG00000070214.15,chr9,105389032,105391403,PAS,True,21,162
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,67,665
ENSG00000159069.13,chr9,136941684,136942099,IR,True,67,123
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,690,784
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,193,784
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,69,102
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,55,102
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,251,559
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,35,109
ENSG00000106991.13,chr9,127819899,127820283,TSS,True,91,106
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,41,111
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,73,110
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,57,512
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,53,394
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,46,102
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,12,107
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,44,134
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,105,131
ENSG00000095303.15,chr9,122386621,122390197,5AS,False,27,197
ENSG00000095303.15,chr9,122371006,122371091,TSS,True,79,227
ENSG00000160325.14,chr9,133460187,133463482,3AS,True,109,122
ENSG00000160325.14,chr9,133463555,133467920,ES,False,22,159
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,71,193
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,156,193
ENSG00000148343.18,chr9,129068332,129069075,5AS,False,88,105
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,64,133
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,110,133
ENSG00000070610.14,chr9,35737447,35737747,IR,False,122,143
ENSG00000070610.14,chr9,35738152,35738231,IR,False,122,141
ENSG00000070610.14,chr9,35738374,35738525,IR,False,108,129
ENSG00000070610.14,chr9,35738632,35738751,IR,False,100,122
ENSG00000070610.14,chr9,35738632,35738817,5AS,True,13,115
ENSG00000070610.14,chr9,35741890,35744296,IR,True,99,111
ENSG00000070610.14,chr9,35733968,35737939,PAS,True,135,156
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,37,159
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,27,160
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,20,177
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,93,127
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,77,151
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,79,141
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,98,185
ENSG00000165119.20,chr9,83973399,83974516,ES,False,19,172
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,101,188
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,90,188
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,125,227
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,180,227
ENSG00000224958.5,chr9,68357722,68357863,TSS,True,42,311
ENSG00000176978.13,chr9,137112230,137112744,IR,True,162,223
ENSG00000176978.13,chr9,137114576,137114646,IR,False,171,208
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,67,239
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,202,239
ENSG00000107130.9,chr9,130172330,130172727,TSS,False,70,208
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,31,132
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,28,123
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,131,159
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,63,159
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,39,135
ENSG00000095380.10,chr9,98060781,98060997,TSS,True,100,135
ENSG00000041982.15,chr9,115019578,115021267,PAS,True,37,232
ENSG00000041982.15,chr9,115117981,115118653,TSS,True,57,234
ENSG00000198467.14,chr9,35684550,35684731,IR,False,21,100
ENSG00000148341.17,chr9,129010209,129010669,IR,False,298,344
ENSG00000148341.17,chr9,129010693,129012235,IR,False,222,325
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,39,361
ENSG00000130717.12,chr9,131525977,131528943,ES,False,90,140
ENSG00000154330.12,chr9,68356303,68357388,TSS,True,61,124
ENSG00000054148.17,chr9,136850137,136850754,ES,False,117,137
ENSG00000054148.17,chr9,136850137,136850754,5AS,True,117,139
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,54,173
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,150,173
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,152,173
ENSG00000176101.11,chr9,137188778,137189065,IR,False,57,133
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,92,150
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,76,150
ENSG00000188833.9,chr9,137435105,137435203,IR,True,110,128
ENSG00000188833.9,chr9,137435338,137436012,ES,False,47,113
ENSG00000188833.9,chr9,137434360,137435105,PAS,True,20,130
ENSG00000188833.9,chr9,137441285,137441881,TSS,True,32,137
ENSG00000148334.14,chr9,128122479,128122933,IR,False,171,198
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,28,219
ENSG00000095321.16,chr9,129092807,129095612,PAS,True,19,127
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,43,134
ENSG00000148411.7,chr9,136049635,136050587,TSS,False,96,112
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,52,118
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,103,118
ENSG00000137106.17,chr9,37430580,37432138,TSS,False,105,117
ENSG00000197070.13,chr9,137613006,137613459,IR,False,91,109
ENSG00000197070.13,chr9,137615000,137615073,IR,False,107,160
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,59,163
ENSG00000197070.13,chr9,137614341,137614475,TSS,True,143,163
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,55,163
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,108,140
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,93,372
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,297,372
ENSG00000130635.15,chr9,134730338,134731663,TSS,False,96,108
ENSG00000165072.9,chr9,70043733,70044231,TSS,False,19,128
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,64,107
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,72,107
ENSG00000165802.22,chr9,137453180,137454390,ES,False,24,104
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,25,127
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,24,105
ENSG00000123384.13,chr12,57128482,57129031,TSS,True,94,113
ENSG00000123384.13,chr12,57212414,57213391,PAS,True,56,106
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,44,161
ENSG00000067182.7,chr12,6329777,6329876,TSS,True,135,154
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,47,100
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,58,115
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,59,115
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,14,104
ENSG00000092841.18,chr12,56159622,56159974,IR,False,60,136
ENSG00000092841.18,chr12,56160320,56160625,IR,False,470,826
ENSG00000092841.18,chr12,56160320,56161386,ES,False,2664,3134
ENSG00000092841.18,chr12,56160320,56161386,IR,True,2664,3012
ENSG00000092841.18,chr12,56160670,56161386,IR,True,482,830
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,2008,4919
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,360,3508
ENSG00000060138.12,chr12,10704148,10713210,ES,False,329,754
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,18,130
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,96,315
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,273,315
ENSG00000120837.7,chr12,104128517,104135447,ES,False,134,167
ENSG00000120837.7,chr12,104135532,104137375,5AS,True,98,149
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,72,170
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,119,170
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,46,109
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,14,118
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,31,129
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,114,129
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,148,169
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,21,176
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,88,807
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,445,497
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,60,512
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,122,485
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,405,485
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,28,136
ENSG00000174099.11,chr12,65278865,65326825,ES,False,38,278
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,161,1510
ENSG00000008323.15,chr12,6317696,6317898,3AS,False,22,112
ENSG00000008323.15,chr12,6310671,6310848,TSS,True,44,122
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,137,263
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,86,103
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,86,177
ENSG00000182196.13,chr12,122981266,122981594,IR,False,86,184
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,91,157
ENSG00000182196.13,chr12,122981299,122981594,IR,False,91,123
ENSG00000182196.13,chr12,122981809,122982030,IR,False,56,308
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,206,343
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,225,343
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,50,113
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,71,327
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,279,327
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,63,591
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,101,163
ENSG00000089053.12,chr12,121307662,121308691,PAS,True,11,107
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,40,352
ENSG00000111424.10,chr12,47857128,47857217,TSS,True,94,110
ENSG00000111424.10,chr12,47904954,47905039,TSS,False,77,111
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,215,324
ENSG00000135506.15,chr12,57719182,57720405,ES,False,151,344
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,45,359
ENSG00000196498.13,chr12,124567307,124567647,TSS,True,104,121
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,33,242
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,17,135
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,153,263
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,47,106
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,50,109
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,61,109
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,49,111
ENSG00000123064.12,chr12,113174639,113174773,TSS,True,97,110
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,12,107
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,90,122
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,36,138
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,105,138
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,20,169
ENSG00000139613.11,chr12,56163765,56164647,ES,False,108,139
ENSG00000139613.11,chr12,56163765,56164647,5AS,False,108,129
ENSG00000139613.11,chr12,56172701,56173695,3AS,True,18,159
ENSG00000139613.11,chr12,56172704,56173695,ES,False,106,141
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,31,195
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,32,195
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,103,121
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,104,121
ENSG00000135424.16,chr12,55694442,55694740,TSS,True,107,121
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,475,4606
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,32,256
ENSG00000122971.8,chr12,120737135,120737355,IR,False,293,339
ENSG00000175899.14,chr12,9067418,9067839,PAS,True,22,164
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,38,165
ENSG00000111674.8,chr12,6914659,6915820,3AS,False,98,117
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,23,140
ENSG00000139540.11,chr12,56237340,56237587,IR,True,119,150
ENSG00000139540.11,chr12,56230100,56230873,TSS,True,86,154
ENSG00000139540.11,chr12,56230038,56230122,TSS,True,118,154
ENSG00000139540.11,chr12,56230055,56231561,TSS,True,130,154
ENSG00000139540.11,chr12,56237149,56237850,PAS,True,124,150
ENSG00000139540.11,chr12,56237587,56237851,PAS,False,32,154
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,327,2320
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,87,175
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,83,175
ENSG00000058272.18,chr12,79805768,79807225,ES,False,56,187
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,15,137
ENSG00000003056.7,chr12,8940360,8941940,PAS,True,16,145
ENSG00000153179.12,chr12,64610203,64610743,TSS,True,16,108
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,41,399
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,56,120
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,117,446
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,79,107
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,79,109
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,76,105
ENSG00000187109.13,chr12,76056099,76056161,PAS,True,90,103
ENSG00000229117.8,chr12,56116659,56116774,IR,False,52,111
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,88,111
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,64,116
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,58,116
ENSG00000123349.13,chr12,53295639,53297849,ES,False,39,315
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,25,154
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,16,141
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,108,322
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,283,322
ENSG00000111319.12,chr12,6374367,6375475,TSS,True,85,104
ENSG00000111319.12,chr12,6363442,6363760,TSS,True,78,103
ENSG00000111319.12,chr12,6375504,6376239,TSS,True,70,104
ENSG00000123358.19,chr12,52051568,52054326,ES,False,123,137
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,94,231
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,171,231
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,47,434
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,178,205
ENSG00000111666.10,chr12,101726293,101729070,PAS,True,216,247
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,49,254
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,201,466
ENSG00000159335.15,chr12,6769693,6769999,TSS,True,408,463
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,27,122
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,36,117
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,124,140
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,38,163
ENSG00000166888.11,chr12,57095403,57096761,PAS,True,34,144
ENSG00000166888.11,chr12,57111128,57112263,TSS,True,95,171
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,116,200
ENSG00000197111.15,chr12,53462567,53465931,ES,False,73,186
ENSG00000197111.15,chr12,53462567,53467220,ES,False,22,216
ENSG00000197111.15,chr12,53467293,53468776,ES,False,104,192
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,16,104
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,109,237
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,176,237
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,288,366
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,68,438
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,90,117
ENSG00000111652.9,chr12,6724818,6728222,ES,False,18,140
ENSG00000111652.9,chr12,6730820,6730999,IR,True,121,143
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,54,146
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,118,146
ENSG00000111652.9,chr12,6730999,6732459,PAS,True,23,144
ENSG00000111652.9,chr12,6730668,6732463,PAS,True,124,144
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,104,119
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,25,125
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,72,554
ENSG00000175727.13,chr12,122137590,122138193,3AS,False,129,144
ENSG00000175727.13,chr12,122141083,122141690,ES,True,126,145
ENSG00000175727.13,chr12,122133439,122133987,TSS,True,229,352
ENSG00000175727.13,chr12,122141690,122147347,PAS,True,44,187
ENSG00000135486.17,chr12,54282874,54283811,ES,False,681,820
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,31,104
ENSG00000089248.6,chr12,112013609,112022149,ES,False,23,166
ENSG00000136044.11,chr12,105176082,105177225,ES,True,28,240
ENSG00000136044.11,chr12,105235958,105236249,TSS,True,33,266
ENSG00000139567.12,chr12,51906943,51907695,TSS,True,52,103
ENSG00000166986.14,chr12,57515991,57516244,IR,False,106,123
ENSG00000111684.10,chr12,7018273,7018924,TSS,True,15,109
ENSG00000012822.15,chr12,53712121,53713099,IR,False,141,175
ENSG00000012822.15,chr12,53713900,53714132,IR,False,143,174
ENSG00000012822.15,chr12,53711100,53712121,PAS,True,42,186
ENSG00000012822.15,chr12,53708553,53713206,PAS,True,149,182
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,37,203
ENSG00000111321.10,chr12,6384085,6384454,TSS,True,50,198
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,73,349
ENSG00000182326.14,chr12,7060675,7060877,TSS,True,42,391
ENSG00000166444.18,chr11,8717740,8718049,TSS,True,113,149
ENSG00000166444.18,chr11,8810516,8810940,TSS,True,117,160
ENSG00000110047.17,chr11,64878060,64878679,TSS,True,59,105
ENSG00000214063.10,chr11,865614,865693,IR,False,87,100
ENSG00000214063.10,chr11,842831,842915,TSS,True,41,102
ENSG00000214063.10,chr11,843185,844186,TSS,True,76,102
ENSG00000160613.12,chr11,117205060,117206356,PAS,True,81,253
ENSG00000160613.12,chr11,117232026,117232625,TSS,True,101,254
ENSG00000137504.13,chr11,85659711,85662457,PAS,True,47,101
ENSG00000137504.13,chr11,85657993,85660597,PAS,False,87,101
ENSG00000137504.13,chr11,85663814,85665149,TSS,False,57,101
ENSG00000137504.13,chr11,85663523,85665129,TSS,True,78,101
ENSG00000133318.13,chr11,63681446,63681778,TSS,True,17,138
ENSG00000137726.16,chr11,117876591,117876974,TSS,True,203,571
ENSG00000149115.13,chr11,57312533,57313610,TSS,True,76,106
ENSG00000149115.13,chr11,57308394,57310321,TSS,True,88,106
ENSG00000149115.13,chr11,57324839,57325158,TSS,True,77,112
ENSG00000173113.6,chr11,64317448,64317558,TSS,True,13,120
ENSG00000173113.6,chr11,64317263,64317510,TSS,False,107,120
ENSG00000109846.7,chr11,111913104,111913183,TSS,True,184,219
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,53,219
ENSG00000197702.12,chr11,12377495,12377783,TSS,True,32,127
ENSG00000197702.12,chr11,12527848,12530791,PAS,True,11,104
ENSG00000168056.15,chr11,65539881,65540244,ES,False,45,146
ENSG00000168056.15,chr11,65546441,65546793,TSS,True,149,166
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,143,167
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,144,166
ENSG00000168056.15,chr11,65547438,65547568,TSS,False,145,166
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,64,274
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,85,136
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,168,577
ENSG00000149761.8,chr11,64226247,64226297,TSS,False,93,104
ENSG00000149761.8,chr11,64226258,64226427,TSS,True,43,104
ENSG00000149761.8,chr11,64226273,64227132,TSS,True,79,104
ENSG00000149761.8,chr11,64229849,64230017,PAS,True,12,101
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,46,307
ENSG00000149131.15,chr11,57598321,57602034,ES,False,19,148
ENSG00000149131.15,chr11,57597765,57598321,TSS,True,140,190
ENSG00000149131.15,chr11,57597658,57597722,TSS,True,91,190
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,91,287
