gene,chr,start,end,splice_type,novel,H1_ENCFF217ERK_in_cov,H1_ENCFF217ERK_total_cov
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,22,143
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,137,155
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,107,155
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,80,155
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,27,116
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,62,109
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,51,104
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,87,388
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,67,171
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,147,171
ENSG00000225663.7,chr17,81822907,81823208,IR,False,37,110
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,39,110
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,74,111
ENSG00000175061.17,chr17,16439414,16440184,ES,False,245,332
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,75,370
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,327,370
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,13,101
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,150,810
ENSG00000142507.9,chr17,4797775,4797811,TSS,True,723,808
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,27,123
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,119,1111
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1039,1158
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,166,1158
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,535,2363
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,1855,2363
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,127,799
ENSG00000173812.10,chr17,41690125,41690189,TSS,True,709,793
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,88,408
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,83,138
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,22,179
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,87,286
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,90,398
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,345,398
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,69,176
ENSG00000141552.17,chr17,81891833,81894466,ES,False,77,147
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,77,286
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,78,107
ENSG00000141552.17,chr17,81891841,81894466,ES,False,61,138
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,61,132
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,221,371
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,232,371
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,305,371
ENSG00000178307.9,chr17,21198840,21214090,ES,False,86,105
ENSG00000136450.12,chr17,58004001,58004922,IR,False,54,535
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,67,541
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,135,581
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,491,581
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,32,123
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,181,237
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,165,235
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,130,151
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,119,151
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,69,151
ENSG00000163597.14,chr17,76557857,76561287,ES,False,157,227
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,82,309
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,17,118
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,20,115
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,89,103
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,25,162
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,39,200
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,20,141
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,37,364
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,112,816
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,19,152
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,231,408
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,183,407
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,70,118
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,46,257
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,48,103
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,55,102
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,195,474
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,361,474
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,75,339
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,282,339
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,18,119
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,58,225
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,177,225
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,20,135
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,26,147
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,1668,9462
ENSG00000100316.15,chr22,39318399,39319623,TSS,True,8301,9462
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,103,167
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,168,294
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,258,294
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,192,287
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,45,101
ENSG00000172785.18,chr9,135030,152033,ES,False,29,232
ENSG00000172785.18,chr9,175784,178815,ES,False,243,283
ENSG00000172785.18,chr9,119276,121573,PAS,True,47,290
ENSG00000172785.18,chr9,172901,173366,PAS,True,244,285
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,343,433
ENSG00000107223.12,chr9,136862496,136862905,IR,False,90,102
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,115,459
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,356,449
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,36,121
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,85,121
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,36,121
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,788,3659
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,2956,3659
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,28,132
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,21,166
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,124,620
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,19,106
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,12,108
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,20,175
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,82,356
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,201,535
ENSG00000165119.20,chr9,83973399,83974516,ES,False,85,455
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,206,540
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,339,540
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,838,1015
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,805,1015
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,13,107
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,44,224
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,189,221
PB_novel_214572,chr9,97215113,97219583,ES,True,81,131
PB_novel_214572,chr9,97214704,97215113,TSS,True,35,166
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,53,108
ENSG00000137074.18,chr9,32989758,32991319,TSS,True,93,108
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,100,112
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,39,206
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,60,266
ENSG00000023734.10,chr12,15882001,15882819,TSS,True,58,562
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,25,213
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,56,131
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,671,1721
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,1326,1721
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,81,382
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,337,382
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,405,1251
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,25,249
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,25,124
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,106,122
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,28,120
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,96,119
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,303,465
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,282,458
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,213,2002
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,13,102
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,11,103
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,112,127
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,4773,5471
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,561,2187
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,1842,2186
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,158,835
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,742,835
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,26,253
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,909,1011
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,285,1220
ENSG00000178449.8,chr12,50112301,50120035,5AS,True,90,105
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,21,112
ENSG00000178449.8,chr12,50112191,50112497,TSS,True,97,112
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,34,299
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,487,2364
ENSG00000110958.15,chr12,56687997,56688372,TSS,True,61,461
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,37,188
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,51,119
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,107,119
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,99,119
ENSG00000184047.17,chr12,122225964,122226116,TSS,False,13,103
ENSG00000010278.13,chr12,6200320,6200565,TSS,True,36,211
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,35,136
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,118,153
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,52,153
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,33,294
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,61,586
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,52,145
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,112,143
ENSG00000111231.8,chr12,110468155,110468359,TSS,True,14,120
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,116,136
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,97,136
ENSG00000111371.15,chr12,46197918,46197980,TSS,False,102,132
ENSG00000134283.17,chr12,42326229,42335882,ES,False,109,127
ENSG00000134283.17,chr12,42335974,42355160,ES,False,49,124
ENSG00000134283.17,chr12,42375074,42387455,ES,False,87,118
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,15,131
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,75,136
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,47,133
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,99,133
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,59,281
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,252,281
ENSG00000136014.11,chr12,95548770,95548871,TSS,False,77,103
ENSG00000136014.11,chr12,95551271,95551474,TSS,False,59,103
ENSG00000187109.13,chr12,76047718,76048392,IR,False,212,297
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,102,314
ENSG00000187109.13,chr12,76047718,76048420,IR,False,102,187
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,458,542
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,227,542
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,446,536
ENSG00000229117.8,chr12,56116659,56116774,IR,False,107,188
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,165,186
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,89,197
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,118,197
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,217,326
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,117,327
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,149,1262
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,367,1256
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,824,1139
ENSG00000170633.16,chr12,121400218,121416158,ES,False,91,107
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,31,141
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,124,140
ENSG00000185664.14,chr12,55957059,55957185,IR,False,28,116
ENSG00000185664.14,chr12,55965935,55966702,TSS,True,15,131
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,946,1145
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,412,1145
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,48,173
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,20,107
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,36,120
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,100,120
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,46,172
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,140,172
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,247,282
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,260,294
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,43,294
ENSG00000175183.9,chr12,76866261,76878962,5AS,False,23,211
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,104,293
ENSG00000175183.9,chr12,76866148,76866262,TSS,True,256,293
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,211,332
ENSG00000197111.15,chr12,53462567,53467220,ME,False,143,162
ENSG00000197111.15,chr12,53462567,53465931,ES,False,143,297
ENSG00000197111.15,chr12,53464852,53467220,ES,False,20,181
ENSG00000197111.15,chr12,53467293,53468776,ES,False,101,288
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,41,230
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,222,427
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,362,428
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,24,114
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,62,114
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,16,129
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,29,133
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1270,3665
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,3140,3665
ENSG00000135486.17,chr12,54282874,54283811,ES,False,6376,7225
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,4221,7834
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,6761,7830
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,5538,7830
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,92,212
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,148,205
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,82,109
ENSG00000089248.6,chr12,112013609,112022149,ES,False,55,475
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,129,602
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,75,160
ENSG00000166986.14,chr12,57512022,57512103,TSS,True,133,156
ENSG00000166986.14,chr12,57512156,57512353,TSS,True,134,156
ENSG00000139146.13,chr12,31298224,31326023,ES,True,146,185
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,33,218
ENSG00000111144.9,chr12,96003064,96006313,ES,False,93,355
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,26,113
ENSG00000181929.12,chr12,49003557,49003981,TSS,False,94,110
ENSG00000176485.11,chr11,63614068,63614384,IR,True,60,148
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,74,163
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,103,163
ENSG00000173933.20,chr11,66640123,66646026,ES,False,52,230
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,110,300
ENSG00000173933.20,chr11,66639684,66640123,TSS,True,259,300
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,31,266
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,19,184
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,77,314
ENSG00000133316.15,chr11,62839428,62839506,IR,False,104,118
ENSG00000133316.15,chr11,62839506,62840399,TSS,True,20,124
ENSG00000133316.15,chr11,62839321,62839602,TSS,True,110,124
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,232,1902
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,94,108
ENSG00000172500.12,chr11,65888333,65888555,TSS,True,13,112
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,14,122
ENSG00000150779.11,chr11,112085462,112086639,ES,False,154,180
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,286,318
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,39,325
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,93,115
ENSG00000110492.15,chr11,46380859,46381183,TSS,False,154,177
ENSG00000110492.15,chr11,46381653,46381758,TSS,True,56,177
ENSG00000110492.15,chr11,46381683,46382133,TSS,True,157,177
ENSG00000167792.12,chr11,67606833,67607076,TSS,True,35,138
ENSG00000167792.12,chr11,67606938,67609635,TSS,True,122,138
ENSG00000168439.16,chr11,64186053,64186270,TSS,True,23,192
ENSG00000167770.11,chr11,63996648,63996856,IR,False,225,263
ENSG00000109919.9,chr11,47634734,47638698,ES,False,31,255
ENSG00000109919.9,chr11,47642378,47642697,TSS,True,27,265
ENSG00000165526.8,chr11,126211449,126211667,TSS,True,32,102
ENSG00000089597.17,chr11,62626859,62626936,TSS,True,113,157
ENSG00000087365.15,chr11,66052324,66052517,TSS,True,52,144
ENSG00000087365.15,chr11,66068006,66068045,TSS,True,97,116
ENSG00000087365.15,chr11,66068673,66069025,PAS,False,40,143
ENSG00000087365.15,chr11,66058829,66058869,PAS,True,91,105
ENSG00000149591.16,chr11,117199176,117199432,TSS,False,25,213
ENSG00000165916.8,chr11,47426204,47426475,TSS,False,92,495
ENSG00000134333.13,chr11,18394559,18394636,TSS,False,44,179
ENSG00000175334.7,chr11,66002513,66003234,5AS,False,48,383
ENSG00000175334.7,chr11,66001802,66002513,TSS,True,369,418
ENSG00000175334.7,chr11,66002483,66002570,TSS,True,78,418
ENSG00000166902.4,chr11,59810603,59810816,TSS,True,23,135
ENSG00000171204.12,chr11,85628688,85631686,ES,False,80,168
ENSG00000168003.16,chr11,62855997,62856381,TSS,True,53,101
ENSG00000151500.14,chr11,134248484,134249166,ES,False,42,100
ENSG00000151500.14,chr11,134252839,134253395,TSS,True,69,102
ENSG00000151500.14,chr11,134253226,134253364,TSS,True,52,102
ENSG00000151500.14,chr11,134253298,134253412,TSS,True,89,102
ENSG00000076043.9,chr11,114439385,114439675,TSS,True,31,166
ENSG00000173486.12,chr11,64240954,64241132,TSS,True,37,150
ENSG00000173486.12,chr11,64241319,64242558,TSS,True,124,150
ENSG00000254934.5,chr11,27618023,27623949,ES,True,98,152
ENSG00000254934.5,chr11,27618023,27623949,3AS,False,98,149
ENSG00000254934.5,chr11,27616478,27618023,PAS,False,93,247
ENSG00000109861.15,chr11,88287034,88294508,PAS,True,48,403
ENSG00000110321.16,chr11,10808704,10808980,TSS,True,15,102
ENSG00000172757.12,chr11,65858096,65858215,TSS,True,475,2287
ENSG00000172757.12,chr11,65855934,65856244,TSS,True,1846,2287
ENSG00000185627.17,chr11,236519,237144,TSS,True,85,281
ENSG00000149136.8,chr11,57327425,57327512,TSS,True,74,104
ENSG00000149136.8,chr11,57328296,57329305,TSS,True,86,105
ENSG00000278615.4,chr11,62665130,62665210,TSS,False,27,238
ENSG00000129824.15,chrY,2841567,2841627,TSS,False,47,249
ENSG00000129824.15,chrY,2851881,2854771,TSS,True,223,248
ENSG00000257103.8,chr19,34221738,34227364,ES,False,74,112
ENSG00000257103.8,chr19,34172417,34172763,TSS,True,124,145
ENSG00000257103.8,chr19,34221629,34221738,TSS,True,106,144
ENSG00000257103.8,chr19,34219412,34219573,TSS,True,93,145
ENSG00000170906.15,chr19,54106011,54106810,ES,False,234,265
ENSG00000170906.15,chr19,54102804,54102888,TSS,False,48,270
ENSG00000170906.15,chr19,54102871,54103188,TSS,True,229,270
ENSG00000179115.10,chr19,12933549,12933738,TSS,True,22,152
ENSG00000130811.11,chr19,10119839,10120916,TSS,False,74,167
ENSG00000130811.11,chr19,10118867,10119659,TSS,True,114,167
ENSG00000099622.13,chr19,1269327,1269410,TSS,True,90,321
ENSG00000099622.13,chr19,1272426,1274810,PAS,True,79,276
ENSG00000099622.13,chr19,1274648,1274810,PAS,True,247,320
ENSG00000130312.6,chr19,17292548,17292854,TSS,True,89,100
ENSG00000130332.14,chr19,2324192,2328386,3AS,False,46,347
ENSG00000130175.9,chr19,11447597,11447692,5AS,False,99,146
ENSG00000130175.9,chr19,11435604,11435706,TSS,True,56,192
ENSG00000105220.15,chr19,34365009,34365388,TSS,True,59,193
ENSG00000105220.15,chr19,34378931,34379005,TSS,False,146,191
ENSG00000105700.10,chr19,18557761,18557914,TSS,True,19,145
ENSG00000142546.13,chr19,49580514,49580578,TSS,True,31,175
ENSG00000142546.13,chr19,49556874,49557011,TSS,True,147,172
ENSG00000183207.13,chr19,48993533,48993923,TSS,True,119,315
ENSG00000183207.13,chr19,49007215,49007368,TSS,True,258,311
ENSG00000105379.9,chr19,51366269,51366403,TSS,True,18,136
ENSG00000170889.13,chr19,54200893,54201159,5AS,False,131,172
ENSG00000170889.13,chr19,54200830,54200888,TSS,True,567,2357
ENSG00000105701.15,chr19,18538433,18539370,3AS,False,79,217
ENSG00000105701.15,chr19,18543485,18543620,TSS,True,34,234
ENSG00000167658.15,chr19,3985377,3985472,TSS,True,637,788
ENSG00000167658.15,chr19,3977214,3977333,TSS,True,346,769
ENSG00000179218.13,chr19,12938606,12938770,TSS,True,87,208
ENSG00000179218.13,chr19,12940745,12940887,TSS,True,173,203
ENSG00000104872.10,chr19,49451484,49453483,TSS,True,20,157
ENSG00000105341.18,chr19,41432408,41433536,ES,False,63,109
ENSG00000105341.18,chr19,41433673,41438217,ES,False,13,112
ENSG00000105341.18,chr19,41439881,41439939,TSS,True,91,200
ENSG00000105518.13,chr19,11345628,11346126,3AS,False,84,120
ENSG00000105518.13,chr19,11346126,11346295,TSS,True,33,154
ENSG00000104979.8,chr19,13774454,13774574,TSS,True,24,162
ENSG00000104979.8,chr19,13774459,13774707,TSS,True,142,162
ENSG00000095059.15,chr19,12681559,12681898,TSS,True,42,111
ENSG00000095059.15,chr19,12677107,12677200,TSS,True,93,111
ENSG00000160014.16,chr19,46600992,46601437,TSS,True,23,112
ENSG00000105048.16,chr19,55145565,55146680,ES,False,76,129
ENSG00000105048.16,chr19,55146680,55146986,TSS,True,64,180
ENSG00000105048.16,chr19,55149160,55151594,TSS,True,160,180
ENSG00000105258.8,chr19,36114797,36115211,TSS,True,19,137
ENSG00000172270.19,chr19,572512,572701,TSS,True,352,1319
ENSG00000172270.19,chr19,576314,579656,TSS,True,985,1319
ENSG00000142230.11,chr19,47130795,47131028,TSS,True,130,488
ENSG00000142230.11,chr19,47203693,47203740,TSS,True,411,484
ENSG00000105373.18,chr19,47753708,47755523,TSS,False,98,113
ENSG00000105373.18,chr19,47756707,47756744,TSS,True,19,113
ENSG00000128626.11,chr19,38930998,38931275,5AS,True,63,128
ENSG00000128626.11,chr19,38930940,38930998,TSS,False,79,142
ENSG00000128626.11,chr19,38930968,38931171,TSS,False,77,142
ENSG00000105393.15,chr19,17267527,17268793,3AS,False,100,155
ENSG00000105393.15,chr19,17267397,17267527,TSS,True,47,204
ENSG00000042753.11,chr19,46850763,46850855,TSS,True,40,382
ENSG00000105568.17,chr19,52189990,52190174,TSS,True,38,213
ENSG00000105568.17,chr19,52211258,52211492,TSS,True,189,213
ENSG00000129351.17,chr19,10654781,10655123,TSS,False,92,121
ENSG00000129351.17,chr19,10689178,10692419,PAS,True,89,115
ENSG00000089327.14,chr19,35154809,35155550,5AS,False,115,129
ENSG00000089327.14,chr19,35154711,35154809,TSS,True,25,140
ENSG00000161249.20,chr19,35500029,35500532,ES,False,91,115
ENSG00000161249.20,chr19,35505986,35509910,ES,False,87,133
ENSG00000161249.20,chr19,35505986,35510183,ES,False,97,239
ENSG00000161249.20,chr19,35510252,35510370,IR,False,98,153
ENSG00000161249.20,chr19,35510252,35510378,5AS,False,90,188
ENSG00000161249.20,chr19,35510252,35510378,IR,False,90,145
ENSG00000161249.20,chr19,35497216,35497538,PAS,True,149,266
ENSG00000161249.20,chr19,35503302,35503447,PAS,True,121,260
ENSG00000161249.20,chr19,35510378,35510543,TSS,True,176,266
ENSG00000161249.20,chr19,35510183,35510522,TSS,True,207,266
ENSG00000161249.20,chr19,35510370,35510544,TSS,True,168,266
ENSG00000171425.9,chr19,55643616,55643774,TSS,False,14,107
ENSG00000221983.7,chr19,18571887,18573292,5AS,False,268,452
ENSG00000221983.7,chr19,18571801,18571887,TSS,False,246,520
ENSG00000221983.7,chr19,18571846,18571909,TSS,True,337,520
ENSG00000104805.15,chr19,48900264,48900372,TSS,False,58,117
ENSG00000104805.15,chr19,48900783,48900931,TSS,True,103,117
ENSG00000104805.15,chr19,48919070,48919122,TSS,True,104,117
ENSG00000167645.16,chr19,38315859,38315985,TSS,True,134,157
ENSG00000167645.16,chr19,38315868,38315996,TSS,True,104,157
ENSG00000167645.16,chr19,38315716,38315855,TSS,True,109,157
ENSG00000167645.16,chr19,38315722,38315909,TSS,False,136,157
ENSG00000167642.12,chr19,38264409,38264998,TSS,True,28,237
ENSG00000104823.8,chr19,38831720,38831916,TSS,False,49,252
ENSG00000104823.8,chr19,38831077,38831273,TSS,True,213,252
ENSG00000099341.11,chr19,38374638,38374961,TSS,True,18,154
ENSG00000079462.7,chr19,42302325,42302436,IR,False,77,168
ENSG00000079462.7,chr19,42302231,42302666,TSS,True,102,196
ENSG00000079462.7,chr19,42302436,42302792,TSS,True,118,196
ENSG00000198258.10,chr19,9827984,9828326,5AS,False,551,625
ENSG00000198258.10,chr19,9827896,9827984,TSS,True,94,645
ENSG00000198258.10,chr19,9827900,9828064,TSS,True,570,645
ENSG00000064666.14,chr19,1026557,1026724,TSS,True,23,118
ENSG00000130724.8,chr19,58554864,58555012,TSS,False,78,135
ENSG00000130724.8,chr19,58554987,58555119,TSS,False,79,135
ENSG00000083845.8,chr19,58387244,58387339,TSS,False,102,677
ENSG00000108107.14,chr19,55384686,55385965,TSS,False,126,962
ENSG00000142252.10,chr19,45079244,45079279,TSS,True,93,106
ENSG00000142252.10,chr19,45079269,45079377,TSS,True,43,106
ENSG00000105202.8,chr19,39840515,39840619,5AS,False,46,395
ENSG00000105202.8,chr19,39846290,39846413,TSS,True,146,472
ENSG00000105202.8,chr19,39840616,39840790,TSS,True,405,472
ENSG00000105202.8,chr19,39840413,39840635,TSS,False,414,472
ENSG00000130165.10,chr19,11559190,11559260,TSS,True,32,176
ENSG00000007080.10,chr19,17933012,17933048,TSS,True,35,165
