gene,chr,start,end,splice_type,novel,K562_ENCFF645UVN_in_cov,K562_ENCFF645UVN_total_cov
ENSG00000169689.14,chr17,82022638,82022884,TSS,True,757,845
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,34,124
ENSG00000132522.15,chr17,7314555,7314597,PAS,True,84,112
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,87,124
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,64,124
ENSG00000125458.6,chr17,75130642,75130752,IR,False,107,121
ENSG00000125458.6,chr17,75130867,75131044,5AS,False,88,106
ENSG00000125458.6,chr17,75131105,75131180,IR,False,104,127
ENSG00000125458.6,chr17,75131281,75131533,IR,False,99,116
ENSG00000125458.6,chr17,75130224,75130642,PAS,True,21,130
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,218,317
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,241,696
ENSG00000141367.11,chr17,59660386,59660588,TSS,True,610,696
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,202,445
ENSG00000136448.11,chr17,45105618,45109016,PAS,True,127,328
ENSG00000136448.11,chr17,45081643,45081674,PAS,True,139,252
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,636,1519
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,167,204
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,162,204
ENSG00000030582.17,chr17,44350396,44350800,TSS,False,170,204
ENSG00000108604.15,chr17,63842458,63843066,TSS,True,107,395
ENSG00000108439.10,chr17,47941509,47941602,TSS,True,103,118
ENSG00000108439.10,chr17,47941526,47941813,TSS,True,62,118
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,84,472
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,69,100
ENSG00000141569.11,chr17,75896523,75897011,TSS,True,70,150
ENSG00000006042.11,chr17,32928237,32931474,ES,False,22,126
ENSG00000006042.11,chr17,32927907,32928237,TSS,True,16,155
ENSG00000131470.14,chr17,42573623,42574195,5AS,False,17,105
ENSG00000131470.14,chr17,42577561,42577652,IR,False,80,108
ENSG00000131470.14,chr17,42577460,42577720,TSS,True,109,137
ENSG00000131470.14,chr17,42577652,42577730,TSS,True,57,137
ENSG00000010244.18,chr17,32365487,32367771,ES,False,100,155
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,102,234
ENSG00000010244.18,chr17,32367779,32368014,TSS,True,208,233
ENSG00000170315.13,chr17,16381462,16381901,5AS,False,128,169
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,398,915
ENSG00000170315.13,chr17,16381340,16381462,TSS,False,784,915
ENSG00000109065.11,chr17,74772039,74772217,3AS,False,27,240
ENSG00000109065.11,chr17,74772054,74772217,IR,False,202,236
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,186,281
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,60,321
ENSG00000167863.11,chr17,75046924,75046980,TSS,True,28,232
ENSG00000167925.15,chr17,42192240,42192752,TSS,True,48,140
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,78,385
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,112,193
ENSG00000197063.10,chr17,81923352,81923494,TSS,True,173,193
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,553,1885
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,117,213
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,199,305
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,184,305
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,229,279
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,152,299
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,214,300
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,251,290
ENSG00000173894.10,chr17,79778132,79778307,TSS,True,156,187
ENSG00000126653.17,chr17,30116863,30118079,ES,False,118,132
ENSG00000126653.17,chr17,30116863,30172541,ES,False,24,158
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,58,217
ENSG00000126653.17,chr17,30118079,30118173,TSS,True,191,217
ENSG00000126653.17,chr17,30184614,30186475,PAS,True,98,202
ENSG00000126653.17,chr17,30179089,30179278,PAS,True,137,201
ENSG00000126653.17,chr17,30178070,30178156,PAS,False,165,198
ENSG00000108826.15,chr17,50373130,50373196,TSS,True,23,220
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,508,2279
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,130,171
ENSG00000068137.14,chr17,42676401,42677065,TSS,True,59,110
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,299,348
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,381,837
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,50,141
ENSG00000186395.7,chr17,40818786,40818995,TSS,False,158,711
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,35,234
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,109,832
ENSG00000176658.16,chr17,32876777,32877296,TSS,True,135,165
ENSG00000011143.16,chr17,58205435,58206170,PAS,True,14,103
ENSG00000011143.16,chr17,58205438,58208001,PAS,True,90,101
ENSG00000011143.16,chr17,58219150,58219600,TSS,True,15,104
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,24,113
ENSG00000121073.14,chr17,49707729,49708222,TSS,False,38,132
ENSG00000121073.14,chr17,49708075,49708197,TSS,True,118,132
ENSG00000187688.14,chr17,16426877,16427451,3AS,True,42,145
ENSG00000187688.14,chr17,16415233,16415833,TSS,False,75,191
ENSG00000187688.14,chr17,16427476,16427547,TSS,True,166,189
ENSG00000007202.14,chr17,28632048,28634002,TSS,True,197,227
ENSG00000007202.14,chr17,28632941,28635594,TSS,True,167,227
ENSG00000007202.14,chr17,28634516,28636305,TSS,False,204,227
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,239,408
ENSG00000129235.10,chr17,6641059,6641834,TSS,True,356,408
ENSG00000133193.12,chr17,73209768,73227164,ES,False,137,174
ENSG00000133193.12,chr17,73209768,73232085,ES,False,36,209
ENSG00000133193.12,chr17,73232085,73232326,TSS,True,27,237
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,59,356
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,54,300
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,62,194
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,43,132
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,303,500
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,53,106
ENSG00000132386.10,chr17,1769750,1770050,TSS,True,93,106
ENSG00000141698.16,chr17,41827626,41830800,ES,False,23,176
ENSG00000141698.16,chr17,41835957,41836181,IR,False,22,165
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,186,211
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,67,211
ENSG00000087111.20,chr17,28571188,28571462,IR,False,112,194
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,388,506
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,376,506
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,424,506
ENSG00000087111.20,chr17,28560048,28560605,TSS,True,441,506
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,70,122
ENSG00000005156.11,chr17,34982998,34983552,TSS,False,108,122
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,236,855
ENSG00000169738.7,chr17,82036448,82036543,IR,False,258,292
ENSG00000169738.7,chr17,82036643,82036720,IR,False,266,298
ENSG00000169738.7,chr17,82037013,82037630,ES,False,30,192
ENSG00000169738.7,chr17,82037547,82037630,IR,False,153,187
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,281,342
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,139,342
ENSG00000178921.13,chr17,8263810,8263936,TSS,True,195,257
ENSG00000171302.16,chr17,78996991,78997490,TSS,True,83,106
ENSG00000171302.16,chr17,79009663,79009801,TSS,True,83,106
ENSG00000141582.14,chr17,79839182,79839486,TSS,True,115,131
ENSG00000185262.8,chr17,76265202,76265625,TSS,True,104,123
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,160,598
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,521,598
ENSG00000276023.4,chr17,37489865,37489958,TSS,False,14,114
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,302,400
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,412,477
ENSG00000002834.17,chr17,38890368,38890504,TSS,True,423,477
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,707,995
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,88,108
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,32,108
ENSG00000011260.13,chr17,51260142,51260926,TSS,False,73,503
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,78,186
ENSG00000108465.14,chr17,47975653,47975868,IR,False,152,176
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,54,201
ENSG00000126561.16,chr17,42289539,42295618,ME,True,33,250
ENSG00000126561.16,chr17,42290022,42295618,ES,False,236,1056
ENSG00000126561.16,chr17,42308333,42310506,3AS,True,116,154
ENSG00000126561.16,chr17,42287697,42288598,TSS,True,2287,2548
ENSG00000126561.16,chr17,42288372,42289539,TSS,True,1815,2548
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,1311,1851
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,1133,1851
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,140,253
ENSG00000136444.9,chr17,50480544,50482456,TSS,False,214,253
ENSG00000277972.1,chr17,38730406,38730759,IR,False,109,125
ENSG00000277972.1,chr17,38730324,38730406,TSS,False,43,154
ENSG00000277972.1,chr17,38730355,38730795,TSS,True,138,154
ENSG00000169683.7,chr17,82028683,82029092,IR,False,105,125
ENSG00000169683.7,chr17,82029185,82030064,ES,False,14,129
ENSG00000169683.7,chr17,82023042,82023863,TSS,True,112,138
ENSG00000169683.7,chr17,82025396,82025507,TSS,True,58,138
ENSG00000169683.7,chr17,82025554,82027011,TSS,True,120,138
ENSG00000167705.11,chr17,1649306,1649411,IR,True,93,117
ENSG00000167705.11,chr17,1649576,1649882,TSS,False,29,142
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,126,159
ENSG00000108788.11,chr17,42567655,42568836,ES,False,23,162
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,78,204
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,166,204
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,541,1109
ENSG00000108829.9,chr17,50385117,50385185,TSS,False,859,1106
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,55,169
ENSG00000108848.15,chr17,50744739,50744813,TSS,True,139,162
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,104,168
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,64,146
ENSG00000188895.11,chr17,40121989,40123380,TSS,True,71,145
ENSG00000188895.11,chr17,40126257,40126406,TSS,False,128,145
ENSG00000188895.11,chr17,40134278,40136883,PAS,True,51,121
ENSG00000188612.11,chr17,75182813,75182990,TSS,True,184,655
ENSG00000133030.20,chr17,17174075,17176425,ES,False,15,135
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,98,152
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,195,631
ENSG00000076604.14,chr17,28743961,28744255,TSS,True,68,150
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,30,113
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,83,208
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,216,610
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,118,481
ENSG00000172301.10,chr17,31859100,31859301,TSS,True,36,171
ENSG00000132388.12,chr17,4366270,4366683,TSS,True,22,158
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,163,1129
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,49,119
ENSG00000278535.4,chr17,36592156,36598162,ES,True,20,130
ENSG00000278535.4,chr17,36599050,36599670,IR,False,105,122
ENSG00000278535.4,chr17,36599050,36599971,ES,False,24,128
ENSG00000278535.4,chr17,36599763,36599971,IR,False,109,123
ENSG00000278535.4,chr17,36591785,36592156,TSS,True,28,169
ENSG00000108622.10,chr17,64006630,64006950,TSS,True,24,100
ENSG00000204237.4,chr17,81665035,81665584,PAS,True,50,102
ENSG00000204237.4,chr17,81666517,81666602,TSS,False,79,102
ENSG00000109046.14,chr17,27309272,27311508,ES,True,18,127
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,64,165
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,41,131
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,38,113
ENSG00000087157.18,chr17,78392665,78398251,ES,False,22,127
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,15,128
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,97,144
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,27,155
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,74,103
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,75,119
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,35,191
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,62,208
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,175,208
ENSG00000132382.14,chr17,4538898,4539967,PAS,True,16,132
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,148,172
ENSG00000132382.14,chr17,4542912,4543662,TSS,True,148,165
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,669,3266
ENSG00000234327.7,chr17,5112101,5113385,5AS,True,28,117
ENSG00000234327.7,chr17,5111951,5112101,TSS,True,102,130
ENSG00000234327.7,chr17,5111945,5112118,TSS,False,29,130
ENSG00000234327.7,chr17,5114157,5114380,PAS,True,17,130
ENSG00000234327.7,chr17,5113385,5115004,PAS,True,112,129
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,83,147
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,74,164
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,214,1073
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,18,128
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,317,401
ENSG00000224877.3,chr17,81239300,81239447,TSS,True,19,114
PB_novel_39458,chr17,27071597,27072827,PAS,True,81,154
PB_novel_39458,chr17,27067864,27069773,PAS,True,145,189
PB_novel_39458,chr17,27067870,27068771,PAS,True,172,194
PB_novel_39458,chr17,27089093,27089317,TSS,True,50,194
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,103,166
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,149,166
ENSG00000108840.15,chr17,44086571,44086884,TSS,True,144,166
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,648,858
ENSG00000108639.7,chr17,78171054,78171738,ES,False,79,746
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,346,1062
ENSG00000175061.17,chr17,16439414,16440184,ES,False,399,495
ENSG00000175061.17,chr17,16439703,16440184,IR,False,102,115
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,240,608
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,466,608
ENSG00000161956.12,chr17,7565587,7566926,ES,True,16,126
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,168,243
ENSG00000161956.12,chr17,7561936,7563791,TSS,True,197,243
ENSG00000141551.14,chr17,82244831,82248874,ES,False,41,113
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,134,212
ENSG00000006125.17,chr17,35657791,35671753,ES,False,98,145
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,183,246
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,182,246
ENSG00000006125.17,chr17,35650558,35650789,TSS,False,167,210
ENSG00000006125.17,chr17,35723624,35726413,PAS,True,81,234
ENSG00000006125.17,chr17,35598229,35598278,PAS,True,117,147
ENSG00000006125.17,chr17,35659763,35660120,PAS,False,182,226
ENSG00000153976.2,chr17,13496818,13600530,ES,True,131,147
ENSG00000153976.2,chr17,13600530,13601951,TSS,False,19,171
ENSG00000173917.10,chr17,48544520,48544659,TSS,False,75,111
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,72,238
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,29,120
ENSG00000131475.6,chr17,42773448,42773528,TSS,True,56,321
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,154,278
ENSG00000166582.9,chr17,16342516,16342941,PAS,True,69,308
ENSG00000166582.9,chr17,16348024,16349333,PAS,True,246,300
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,248,348
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,166,348
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,149,440
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,63,250
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,76,238
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,178,230
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,53,115
ENSG00000040633.12,chr17,7235929,7236253,TSS,True,77,110
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,330,461
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,76,153
ENSG00000177731.15,chr17,18251264,18251477,TSS,True,202,242
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,129,242
ENSG00000187531.13,chr17,81918038,81918190,TSS,True,69,121
ENSG00000187531.13,chr17,81917829,81918209,TSS,True,84,121
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,103,115
ENSG00000182742.5,chr17,48577862,48578056,TSS,False,93,113
ENSG00000108389.9,chr17,58494931,58496122,TSS,True,40,297
ENSG00000091947.9,chr17,44014815,44014990,TSS,True,23,127
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,795,1284
ENSG00000185504.16,chr17,81546908,81548162,TSS,True,138,297
ENSG00000185504.16,chr17,81550247,81551919,TSS,True,228,298
ENSG00000108559.11,chr17,5419353,5420124,TSS,True,31,288
ENSG00000169696.15,chr17,82017088,82017308,5AS,False,15,132
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,40,147
ENSG00000169696.15,chr17,82017308,82017609,PAS,True,15,147
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,164,606
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,188,1192
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1169,1357
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,354,1357
ENSG00000131747.14,chr17,40388518,40389647,PAS,True,839,956
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,842,942
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,439,930
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,819,927
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,418,1186
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,1298,2208
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,1837,2208
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,1385,2199
ENSG00000179409.10,chr17,752132,752275,TSS,True,145,189
ENSG00000178999.12,chr17,8207840,8210529,ES,False,27,108
ENSG00000178999.12,chr17,8210529,8210637,TSS,True,48,159
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,86,113
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,94,113
ENSG00000089685.14,chr17,78214248,78214427,TSS,True,215,870
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,81,231
ENSG00000133028.11,chr17,10697234,10697982,TSS,True,17,112
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,411,762
ENSG00000126581.12,chr17,42810928,42813947,ES,False,44,220
ENSG00000126581.12,chr17,42810928,42814523,ES,False,36,257
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,154,244
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,175,265
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,110,265
ENSG00000109062.11,chr17,74748606,74749287,TSS,False,61,202
PB_novel_39361,chr17,18651781,18651865,PAS,True,120,248
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,41,117
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,105,117
ENSG00000011028.13,chr17,62689755,62690062,TSS,True,128,156
ENSG00000011028.13,chr17,62681753,62681937,TSS,True,118,157
ENSG00000011028.13,chr17,62692230,62693602,PAS,True,12,111
ENSG00000121067.17,chr17,49622876,49677932,ES,False,103,193
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,150,344
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,63,115
ENSG00000166685.11,chr17,73196486,73196751,TSS,True,97,115
ENSG00000166685.11,chr17,73201124,73201900,TSS,True,95,114
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,288,394
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,289,394
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,75,191
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,21,139
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,120,306
ENSG00000141552.17,chr17,81891833,81894466,ES,False,69,191
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,69,358
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,128,183
ENSG00000141552.17,chr17,81891841,81894466,ES,False,77,210
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,77,156
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,360,552
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,342,552
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,481,552
ENSG00000087152.15,chr17,44199495,44199972,TSS,False,97,108
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,617,837
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,301,1037
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,102,199
ENSG00000177370.4,chr17,997119,997380,TSS,False,41,243
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,62,155
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,86,301
ENSG00000176974.19,chr17,18330671,18340042,ES,True,20,133
ENSG00000176974.19,chr17,18333288,18340042,ES,False,38,112
ENSG00000176974.19,chr17,18363371,18363561,TSS,True,37,138
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,515,907
ENSG00000182628.12,chr17,59112345,59131280,ES,False,41,116
ENSG00000182628.12,chr17,59112345,59155130,ES,False,13,124
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,28,154
ENSG00000174231.16,chr17,1656647,1656763,TSS,True,231,269
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,211,269
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,68,253
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,101,222
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,149,222
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,493,2742
ENSG00000008294.20,chr17,51021365,51041500,ES,False,67,101
ENSG00000008294.20,chr17,50962173,50966387,PAS,True,23,131
ENSG00000008294.20,chr17,51120353,51120908,TSS,True,26,136
ENSG00000133026.12,chr17,8474204,8475948,PAS,True,111,181
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,40,134
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,111,198
ENSG00000125447.17,chr17,75239374,75239829,TSS,True,108,133
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,111,134
ENSG00000012048.21,chr17,43044287,43045802,PAS,True,54,113
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,106,123
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,99,123
ENSG00000012048.21,chr17,43124736,43125375,TSS,True,103,123
ENSG00000180329.13,chr17,44689549,44689799,TSS,True,21,106
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,85,112
ENSG00000109111.14,chr17,28697734,28698030,TSS,False,86,103
ENSG00000109111.14,chr17,28700456,28700512,TSS,True,90,103
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,74,208
ENSG00000183048.11,chr17,81711966,81712519,TSS,True,158,397
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,267,554
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,79,151
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,417,510
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,97,530
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,125,579
ENSG00000163597.14,chr17,76557857,76561287,ES,False,337,679
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,262,941
ENSG00000163597.14,chr17,76558415,76561398,TSS,True,830,941
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,168,223
ENSG00000072310.16,chr17,17817255,17817628,TSS,True,305,345
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,301,347
ENSG00000167536.13,chr17,28901616,28902817,ES,True,14,127
ENSG00000167536.13,chr17,28901616,28902817,5AS,True,14,121
ENSG00000167536.13,chr17,28902701,28902817,IR,False,114,230
ENSG00000167536.13,chr17,28902817,28903004,TSS,True,163,302
ENSG00000167536.13,chr17,28902582,28903055,TSS,True,189,302
ENSG00000178691.10,chr17,31936888,31937520,TSS,True,52,295
ENSG00000178691.10,chr17,31993241,31993308,PAS,True,237,267
ENSG00000178691.10,chr17,31998657,32001044,PAS,True,41,271
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,359,404
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,229,404
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,293,404
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,235,469
ENSG00000100241.20,chr22,50456491,50459225,TSS,True,116,136
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,167,364
ENSG00000100142.14,chr22,37953665,37953807,TSS,False,188,375
ENSG00000100142.14,chr22,37967129,37967170,TSS,True,330,375
ENSG00000100084.14,chr22,19330184,19331556,PAS,False,24,181
ENSG00000100084.14,chr22,19359335,19359444,TSS,True,161,225
ENSG00000100084.14,chr22,19356889,19357052,TSS,True,200,225
ENSG00000100084.14,chr22,19431439,19432072,TSS,True,218,245
ENSG00000100084.14,chr22,19377868,19378067,TSS,True,203,226
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,141,933
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,64,124
ENSG00000128340.14,chr22,37232800,37232913,TSS,True,104,124
ENSG00000100376.11,chr22,45328003,45328249,IR,True,184,209
ENSG00000100376.11,chr22,45309774,45310183,TSS,True,58,274
ENSG00000100376.11,chr22,45340385,45342388,PAS,True,34,263
ENSG00000100376.11,chr22,45327841,45329479,PAS,True,212,236
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,68,143
ENSG00000185838.13,chr22,19854539,19854659,IR,True,73,146
ENSG00000185838.13,chr22,19854819,19854921,TSS,False,208,340
ENSG00000185838.13,chr22,19854442,19854848,TSS,True,263,340
ENSG00000185838.13,chr22,19854659,19854850,TSS,True,267,340
ENSG00000283633.1,chr22,16611893,16614076,3AS,False,109,149
ENSG00000283633.1,chr22,16614178,16614698,3AS,True,105,128
ENSG00000283633.1,chr22,16614178,16614698,IR,False,105,130
ENSG00000283633.1,chr22,16601404,16602215,TSS,True,116,232
ENSG00000283633.1,chr22,16614698,16615109,PAS,True,126,232
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,151,260
ENSG00000100325.14,chr22,29825621,29825782,TSS,True,195,259
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,174,257
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,197,257
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,37,271
ENSG00000203618.5,chr22,19723579,19723853,IR,True,490,842
ENSG00000203618.5,chr22,19723109,19723579,TSS,False,373,864
ENSG00000203618.5,chr22,19723853,19724771,PAS,False,353,864
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,172,205
ENSG00000215012.8,chr22,19854442,19854870,TSS,True,130,146
