gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF911RNV_in_cov,right_cardiac_atrium_ENCFF911RNV_total_cov
ENSG00000138674.16,chr4,82860658,82863392,PAS,True,181,210
ENSG00000138674.16,chr4,82864385,82864598,PAS,True,187,210
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,60,244
ENSG00000138674.16,chr4,82842139,82843543,TSS,True,151,168
ENSG00000164125.15,chr4,158170465,158172988,TSS,True,98,192
ENSG00000164125.15,chr4,158172867,158173026,TSS,True,128,192
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,52,412
ENSG00000151617.16,chr4,147481376,147519850,ES,False,83,345
ENSG00000132463.13,chr4,70836314,70839227,5AS,True,52,117
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,141,576
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,513,576
ENSG00000153132.12,chr4,140387260,140389304,PAS,False,393,522
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,276,522
ENSG00000153132.12,chr4,140390698,140390728,PAS,True,460,522
ENSG00000153132.12,chr4,140392598,140392711,PAS,True,441,522
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,276,469
ENSG00000153147.5,chr4,143547927,143548141,PAS,True,392,469
ENSG00000153147.5,chr4,143549996,143553414,PAS,True,406,469
ENSG00000145362.17,chr4,113373449,113381456,ES,False,19,102
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,226,267
ENSG00000145362.17,chr4,113381456,113383740,PAS,True,19,124
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,113,172
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,116,175
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,62,175
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,164,187
ENSG00000159692.15,chr4,1248660,1248752,TSS,False,132,187
ENSG00000154556.18,chr4,185635411,185646667,ME,False,216,312
ENSG00000154556.18,chr4,185635411,185646667,ME,False,216,312
ENSG00000154556.18,chr4,185635411,185638876,ES,True,228,385
ENSG00000154556.18,chr4,185635411,185646667,ES,False,129,585
ENSG00000154556.18,chr4,185638162,185646667,ES,True,98,245
ENSG00000154556.18,chr4,185646071,185646667,IR,True,78,121
ENSG00000154556.18,chr4,185662242,185678422,ME,True,168,193
ENSG00000154556.18,chr4,185662242,185678422,ME,True,168,193
ENSG00000154556.18,chr4,185662242,185678422,ME,True,168,193
ENSG00000154556.18,chr4,185662242,185676996,ES,True,173,227
ENSG00000154556.18,chr4,185662242,185678422,ME,True,167,193
ENSG00000154556.18,chr4,185662242,185678422,ES,False,308,551
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,261,553
ENSG00000154556.18,chr4,185678822,185775226,ME,False,20,121
ENSG00000154556.18,chr4,185678822,185775226,ES,False,344,470
ENSG00000154556.18,chr4,185678822,185775230,5AS,True,69,539
ENSG00000154556.18,chr4,185585444,185587688,PAS,True,172,936
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,468,985
ENSG00000173801.16,chr17,41755432,41755729,IR,False,405,540
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,140,547
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,411,546
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,494,552
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,135,552
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,12,116
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,120,217
ENSG00000141027.20,chr17,16149517,16151945,ES,False,189,294
ENSG00000141027.20,chr17,16194639,16215361,ES,False,203,295
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,186,305
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,208,305
ENSG00000141027.20,chr17,16149449,16149517,PAS,True,264,304
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,41,336
ENSG00000181396.12,chr17,82392534,82398195,ES,False,164,206
ENSG00000181396.12,chr17,82418411,82418639,TSS,True,28,213
ENSG00000196704.11,chr17,68248086,68248639,IR,False,48,212
ENSG00000196704.11,chr17,68248110,68248639,IR,False,21,187
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,94,261
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,204,261
ENSG00000108443.13,chr17,59893034,59893325,TSS,True,15,140
ENSG00000029725.16,chr17,5282258,5282520,TSS,True,15,127
ENSG00000029725.16,chr17,5378176,5378221,PAS,True,98,123
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,48,124
ENSG00000188554.13,chr17,43190776,43193093,ES,True,32,231
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,93,277
ENSG00000070495.14,chr17,76718425,76718860,PAS,True,98,296
ENSG00000070495.14,chr17,76712836,76716722,PAS,False,204,297
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,106,310
ENSG00000070495.14,chr17,76725466,76726612,TSS,True,222,310
ENSG00000108312.14,chr17,44205032,44207367,PAS,True,11,105
ENSG00000108312.14,chr17,44210791,44210949,TSS,True,95,106
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,82,106
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,93,106
ENSG00000108312.14,chr17,44218964,44219172,TSS,True,78,106
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,94,256
ENSG00000121064.12,chr17,56997055,57000854,ES,False,27,251
ENSG00000141524.15,chr17,78119392,78121012,ES,False,51,180
ENSG00000141524.15,chr17,78124781,78125157,ES,False,16,133
ENSG00000141524.15,chr17,78126906,78128658,5AS,False,44,116
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,148,193
ENSG00000141524.15,chr17,78124523,78125152,TSS,True,156,193
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,120,193
ENSG00000182473.21,chr17,76089320,76094413,ES,False,99,406
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,323,715
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,26,223
ENSG00000008838.19,chr17,40053635,40054360,3AS,False,65,126
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,98,224
ENSG00000108671.10,chr17,32480631,32480752,IR,False,422,605
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,188,610
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,428,609
ENSG00000074660.15,chr17,1645596,1646365,TSS,False,56,126
ENSG00000074660.15,chr17,1643441,1644511,TSS,True,102,126
ENSG00000177427.12,chr17,18260564,18260737,TSS,True,22,218
ENSG00000131473.16,chr17,41893174,41897748,ES,False,107,253
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,152,218
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,59,281
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,73,512
ENSG00000157637.12,chr17,81247061,81251492,ES,False,100,364
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,44,412
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,119,448
ENSG00000178927.17,chr17,82446696,82449169,ES,False,24,179
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,29,211
ENSG00000161533.11,chr17,75957566,75978533,ME,False,31,136
ENSG00000161533.11,chr17,75978964,75979472,TSS,True,18,155
ENSG00000198336.9,chr17,47209091,47209388,5AS,False,83,167
ENSG00000198336.9,chr17,47209027,47209557,TSS,True,252,949
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,52,102
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,57,102
ENSG00000182173.12,chr17,75516502,75516616,TSS,True,11,100
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,41,122
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,112,373
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,76,421
ENSG00000072210.18,chr17,19671956,19675557,ES,False,146,163
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,23,176
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,332,492
ENSG00000129250.11,chr17,4997654,4999970,TSS,True,420,492
ENSG00000129250.11,chr17,5000215,5000352,TSS,True,406,492
ENSG00000129250.11,chr17,5022105,5022709,TSS,True,309,350
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,152,459
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,292,417
ENSG00000129657.15,chr17,77140848,77141107,TSS,True,53,105
ENSG00000129657.15,chr17,77216548,77217101,PAS,True,91,105
ENSG00000129657.15,chr17,77216374,77217101,PAS,True,79,105
ENSG00000070540.12,chr17,68450897,68457341,ES,False,40,359
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,41,367
ENSG00000182481.8,chr17,68035698,68035840,TSS,True,23,105
ENSG00000182481.8,chr17,68035732,68037207,TSS,True,86,105
ENSG00000131748.15,chr17,39637054,39637231,TSS,True,37,220
ENSG00000131748.15,chr17,39658402,39658522,TSS,True,195,218
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,51,277
ENSG00000167881.14,chr17,76067216,76067332,TSS,True,241,277
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,476,556
ENSG00000167549.18,chr17,29616847,29617499,5AS,True,15,100
ENSG00000167549.18,chr17,29617042,29617499,IR,False,405,458
ENSG00000167549.18,chr17,29617619,29618789,3AS,False,366,411
ENSG00000167549.18,chr17,29621423,29622687,3AS,False,92,378
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,86,558
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,478,558
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,210,616
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,24,211
ENSG00000109107.13,chr17,28575544,28576800,ES,False,166,186
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,22,210
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,52,299
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,32,296
ENSG00000159111.12,chr17,47828500,47828675,TSS,True,88,159
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,78,159
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,27,193
ENSG00000125445.10,chr17,75261983,75262496,IR,False,376,423
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,50,426
ENSG00000125445.10,chr17,75261640,75262688,TSS,True,383,426
ENSG00000132522.15,chr17,7313721,7313905,IR,False,102,143
ENSG00000132522.15,chr17,7313988,7314079,IR,False,130,145
ENSG00000132522.15,chr17,7314597,7314958,IR,False,122,146
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,17,151
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,32,151
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,133,151
ENSG00000141367.11,chr17,59685808,59690635,ES,False,59,166
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,91,185
ENSG00000141367.11,chr17,59660386,59660588,TSS,True,156,185
ENSG00000161647.18,chr17,43818110,43823930,ES,True,20,112
ENSG00000161647.18,chr17,43800408,43801877,PAS,True,66,171
ENSG00000161647.18,chr17,43807299,43809078,PAS,False,145,171
ENSG00000161647.18,chr17,43824227,43825841,PAS,True,119,152
ENSG00000161647.18,chr17,43833100,43833208,TSS,True,112,177
ENSG00000161647.18,chr17,43827750,43829483,TSS,True,156,177
ENSG00000161647.18,chr17,43832760,43833188,TSS,True,152,177
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,500,959
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,708,958
ENSG00000108439.10,chr17,47945612,47946322,ES,False,13,102
ENSG00000108439.10,chr17,47941526,47941813,TSS,True,29,126
ENSG00000108946.14,chr17,68512970,68515393,ES,True,134,149
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,3396,4143
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,1233,4143
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,181,256
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,28,193
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,167,253
ENSG00000006042.11,chr17,32928237,32931474,ES,False,31,102
ENSG00000136478.7,chr17,64212573,64214243,TSS,False,48,280
ENSG00000136478.7,chr17,64263167,64263291,TSS,True,249,280
ENSG00000167280.16,chr17,79087365,79087750,IR,True,16,125
ENSG00000167280.16,chr17,79087750,79088599,PAS,True,115,131
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,17,106
ENSG00000109065.11,chr17,74771834,74772217,3AS,False,19,167
ENSG00000109065.11,chr17,74771834,74772217,IR,False,19,139
ENSG00000109065.11,chr17,74772054,74772217,IR,False,130,250
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,214,257
ENSG00000109065.11,chr17,74772277,74772895,IR,True,214,244
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,182,271
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,40,296
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,44,299
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,93,487
ENSG00000221926.12,chr17,15651090,15651858,TSS,True,53,141
ENSG00000221926.12,chr17,15642720,15643030,TSS,True,108,141
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,75,113
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,69,148
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,107,148
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,119,142
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,98,148
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,124,148
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,79,146
ENSG00000007237.18,chr17,9959255,9981803,ES,False,51,164
ENSG00000007237.18,chr17,10036433,10036809,TSS,True,175,283
ENSG00000007237.18,chr17,10114441,10114594,TSS,False,237,283
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,149,793
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,1161,1435
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,1359,1624
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,461,1624
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,35,176
ENSG00000132376.19,chr17,1513554,1513871,3AS,False,24,184
ENSG00000132376.19,chr17,1513979,1516455,ES,False,172,197
ENSG00000132376.19,chr17,1516455,1516895,TSS,True,41,240
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,39,307
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,134,930
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,127,163
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,116,163
ENSG00000168591.15,chr17,44189231,44189588,TSS,True,123,163
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,165,1243
ENSG00000170412.16,chr17,74430943,74432141,TSS,False,61,135
ENSG00000170412.16,chr17,74439742,74440827,TSS,True,95,135
ENSG00000170412.16,chr17,74446848,74447433,PAS,True,14,132
ENSG00000126858.17,chr17,32142404,32142729,TSS,True,59,114
ENSG00000126858.17,chr17,32183179,32183272,TSS,True,74,114
ENSG00000126858.17,chr17,32224615,32225775,PAS,True,21,114
ENSG00000141026.5,chr17,17477000,17477265,TSS,True,72,204
ENSG00000159842.15,chr17,1009678,1009785,TSS,True,419,466
ENSG00000159842.15,chr17,1031597,1031854,TSS,True,406,466
ENSG00000167107.12,chr17,50426137,50426389,TSS,True,54,166
ENSG00000167107.12,chr17,50462468,50463251,TSS,True,136,161
ENSG00000133193.12,chr17,73209768,73227164,ES,False,89,147
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,158,948
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,227,784
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,137,557
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,237,1028
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,42,332
ENSG00000173918.14,chr17,79024068,79024494,TSS,True,272,340
ENSG00000173918.14,chr17,79022756,79023088,TSS,True,302,340
ENSG00000141698.16,chr17,41835957,41836181,IR,False,16,110
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,101,117
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,23,117
ENSG00000087111.20,chr17,28571188,28571462,IR,False,141,177
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,114,258
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,223,258
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,219,258
ENSG00000159199.13,chr17,48893456,48894371,IR,False,140,158
ENSG00000159199.13,chr17,48894449,48895155,IR,False,149,167
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,86,185
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,161,185
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,146,185
ENSG00000082641.15,chr17,48048761,48048864,TSS,True,289,323
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,211,326
ENSG00000132361.16,chr17,2697895,2698568,TSS,True,242,326
ENSG00000132361.16,chr17,2692779,2692973,TSS,True,289,325
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,137,186
ENSG00000002834.17,chr17,38890368,38890504,TSS,True,121,186
ENSG00000091640.7,chr17,4967719,4968723,TSS,True,16,106
ENSG00000087995.15,chr17,62424012,62424218,IR,False,86,118
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,88,120
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,34,120
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,128,254
ENSG00000159314.11,chr17,45396284,45396486,IR,False,92,108
ENSG00000159314.11,chr17,45404681,45405027,5AS,False,22,101
ENSG00000159314.11,chr17,45405675,45406086,TSS,True,108,128
ENSG00000159314.11,chr17,45425563,45425872,TSS,True,59,128
ENSG00000108465.14,chr17,47975653,47975868,IR,False,189,211
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,29,218
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,80,136
ENSG00000161714.11,chr17,45118290,45120319,TSS,True,121,136
ENSG00000161714.11,chr17,45115093,45115245,TSS,True,120,136
ENSG00000161714.11,chr17,45115343,45115481,TSS,False,118,136
ENSG00000186594.14,chr17,1714014,1716129,ES,False,29,251
ENSG00000186594.14,chr17,1711510,1714014,PAS,True,59,271
ENSG00000186594.14,chr17,1716129,1716282,TSS,True,81,331
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,15,120
ENSG00000172992.11,chr17,45051552,45051661,TSS,True,100,115
ENSG00000172992.11,chr17,45051360,45051612,TSS,True,40,115
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,226,266
ENSG00000108788.11,chr17,42567655,42568836,ES,False,69,256
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,51,277
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,236,277
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,15,137
ENSG00000179094.15,chr17,8140467,8141340,PAS,True,28,163
ENSG00000179094.15,chr17,8143265,8143703,TSS,False,36,150
ENSG00000133030.20,chr17,17142765,17146035,ES,False,41,149
ENSG00000133030.20,chr17,17174075,17176425,ES,False,98,541
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,315,567
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,484,567
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,120,794
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,167,216
ENSG00000141736.13,chr17,39715743,39715939,TSS,True,184,214
ENSG00000136504.11,chr17,49805445,49811475,ES,False,25,102
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,25,116
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,62,101
ENSG00000129245.11,chr17,7595823,7598200,TSS,True,74,101
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,57,288
ENSG00000109113.19,chr17,28716058,28717212,ES,False,25,238
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,104,294
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,199,294
ENSG00000072778.19,chr17,7220050,7220121,IR,True,13,104
ENSG00000072778.19,chr17,7220197,7220603,3AS,False,197,254
ENSG00000072778.19,chr17,7222865,7223132,IR,False,5442,6334
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,1435,6497
ENSG00000092931.11,chr17,76738165,76738281,IR,False,40,113
ENSG00000092931.11,chr17,76737538,76738448,TSS,True,75,148
ENSG00000092931.11,chr17,76737677,76738165,TSS,True,108,148
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,89,240
ENSG00000161547.16,chr17,76735158,76736153,ES,False,187,211
ENSG00000161547.16,chr17,76735158,76736153,IR,False,187,209
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,30,233
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,18,113
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,74,112
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,91,107
ENSG00000170291.14,chr17,7258587,7259937,PAS,True,55,110
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,87,108
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,44,172
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,141,158
ENSG00000073969.18,chr17,46590543,46590787,TSS,True,19,186
ENSG00000008283.15,chr17,63437345,63437564,TSS,True,90,107
ENSG00000008283.15,chr17,63446244,63446357,TSS,True,50,107
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,40,184
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,151,180
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,32,261
ENSG00000072134.15,chr17,19237331,19237531,TSS,True,105,177
ENSG00000072134.15,chr17,19282951,19283714,TSS,True,152,174
ENSG00000072134.15,chr17,19328746,19328887,TSS,True,153,174
ENSG00000132359.14,chr17,3026942,3027070,TSS,True,65,100
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,50,269
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,48,136
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,157,1394
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,29,267
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,42,105
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,275,358
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,265,358
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,1326,2076
ENSG00000225663.7,chr17,81822907,81823208,IR,False,28,166
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,28,166
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,139,167
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,31,167
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,144,167
ENSG00000175061.17,chr17,16439414,16440184,ES,False,126,163
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,46,189
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,159,189
ENSG00000141540.10,chr17,74213493,74213716,TSS,False,42,105
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,522,668
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,424,668
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,85,229
ENSG00000006125.17,chr17,35650558,35650789,TSS,False,201,228
ENSG00000141295.13,chr17,47838002,47838269,IR,False,189,253
ENSG00000141295.13,chr17,47839643,47840190,IR,True,211,243
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,65,258
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,201,257
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,68,258
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,207,258
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,155,239
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,107,239
ENSG00000129226.13,chr17,7579591,7579726,TSS,True,14,100
ENSG00000129226.13,chr17,7578533,7580327,TSS,True,88,100
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,55,447
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,402,764
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,247,873
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,100,135
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,243,465
ENSG00000261371.5,chr17,64369749,64370026,TSS,True,399,464
ENSG00000261371.5,chr17,64363148,64363400,TSS,True,376,464
ENSG00000132471.11,chr17,75849603,75849740,TSS,True,288,323
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,168,323
ENSG00000108823.15,chr17,50168572,50170639,ES,False,59,495
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,93,538
ENSG00000108823.15,chr17,50166032,50167487,TSS,True,484,538
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,11,101
ENSG00000189050.15,chr17,59958444,59962826,ES,False,20,100
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,919,1213
ENSG00000141161.11,chr17,35168361,35171321,ES,False,143,1229
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,146,1360
ENSG00000108953.16,chr17,1345499,1354210,ES,False,1272,1420
ENSG00000179409.10,chr17,752132,752275,TSS,True,53,126
ENSG00000179409.10,chr17,752617,752793,TSS,False,94,126
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,221,361
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,312,361
ENSG00000109079.9,chr17,28341226,28341326,TSS,True,255,361
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,55,269
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,569,892
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,599,923
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,353,923
ENSG00000141337.12,chr17,68259139,68259426,TSS,True,98,141
ENSG00000141337.12,chr17,68306940,68307711,TSS,True,64,141
ENSG00000141337.12,chr17,68420188,68422729,PAS,True,28,123
ENSG00000141337.12,chr17,68428636,68430438,PAS,True,121,141
ENSG00000171298.12,chr17,80101625,80104554,ES,False,64,137
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,302,441
ENSG00000171298.12,chr17,80101553,80105132,TSS,True,379,439
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,280,439
ENSG00000011028.13,chr17,62689755,62690062,TSS,True,149,190
ENSG00000011028.13,chr17,62664538,62664949,TSS,True,173,194
ENSG00000121067.17,chr17,49622876,49677932,ME,False,68,111
ENSG00000121067.17,chr17,49622876,49668026,ES,False,75,114
ENSG00000121067.17,chr17,49622876,49677932,ME,False,68,111
ENSG00000121067.17,chr17,49622876,49677932,ME,False,12,111
ENSG00000121067.17,chr17,49622876,49677932,ES,False,216,392
ENSG00000121067.17,chr17,49668078,49677932,ES,False,89,116
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,85,100
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,214,242
ENSG00000166685.11,chr17,73207256,73208313,ES,False,88,245
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,37,279
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,29,279
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,98,115
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,77,115
ENSG00000141568.20,chr17,82585056,82586200,TSS,False,96,114
ENSG00000108556.8,chr17,4898891,4899000,IR,False,217,304
ENSG00000108556.8,chr17,4897762,4899107,PAS,True,226,313
ENSG00000108556.8,chr17,4897762,4898891,PAS,False,95,313
ENSG00000108556.8,chr17,4903017,4903103,TSS,True,68,322
ENSG00000108433.16,chr17,46932199,46938598,ES,False,26,143
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,65,232
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,50,188
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,158,184
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,451,541
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,124,553
ENSG00000141258.12,chr17,2364593,2365341,TSS,True,72,104
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,30,231
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,181,420
