gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF018PZX_in_cov,heart_right_ventricle_ENCFF018PZX_total_cov
ENSG00000151729.10,chr4,185145899,185146554,IR,True,91,227
ENSG00000138768.14,chr4,75793901,75799621,ES,False,69,114
ENSG00000138768.14,chr4,75724530,75724885,TSS,True,13,118
ENSG00000138768.14,chr4,75813205,75814287,PAS,True,22,117
ENSG00000138768.14,chr4,75801078,75801179,PAS,True,95,115
ENSG00000205678.7,chr4,64277688,64280199,PAS,True,37,267
ENSG00000205678.7,chr4,64409117,64409569,TSS,True,75,306
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,40,115
ENSG00000175920.17,chr4,3500691,3501540,PAS,False,99,115
ENSG00000168936.10,chr4,1717675,1718151,IR,True,150,174
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,75,197
ENSG00000168936.10,chr4,1718151,1718605,TSS,False,174,197
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,35,147
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,27,217
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,26,163
ENSG00000138668.18,chr4,82355401,82356795,ES,False,130,207
ENSG00000138668.18,chr4,82359639,82373445,ES,False,40,216
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,31,226
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,38,224
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,36,213
ENSG00000153132.12,chr4,140387260,140389304,PAS,False,85,203
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,154,203
ENSG00000153132.12,chr4,140392598,140392711,PAS,True,173,203
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,45,163
ENSG00000153147.5,chr4,143549996,143553414,PAS,True,145,163
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,92,107
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,139,192
ENSG00000159692.15,chr4,1238337,1248915,ES,False,32,151
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,140,194
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,55,194
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,57,208
ENSG00000154556.18,chr4,185635411,185638876,ES,True,77,125
ENSG00000154556.18,chr4,185635411,185646667,ES,False,27,136
ENSG00000154556.18,chr4,185662242,185678422,ES,False,76,115
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,57,117
ENSG00000154556.18,chr4,185678822,185775226,ES,False,70,104
ENSG00000154556.18,chr4,185678822,185775230,5AS,True,12,116
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,279,507
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,445,550
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,84,101
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,61,101
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,24,112
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,35,209
ENSG00000169718.17,chr17,82058416,82058780,IR,False,174,214
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,64,117
ENSG00000188554.13,chr17,43175710,43175901,TSS,True,100,117
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,102,125
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,26,125
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,22,105
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,81,103
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,74,103
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,92,111
ENSG00000141524.15,chr17,78124523,78125152,TSS,True,93,111
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,77,111
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,19,126
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,192,295
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,122,948
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,763,2760
ENSG00000108671.10,chr17,32480631,32480752,IR,False,96,131
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,36,132
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,96,131
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,28,122
ENSG00000157637.12,chr17,81247061,81251492,ES,False,45,171
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,63,227
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,31,182
ENSG00000198336.9,chr17,47209027,47209557,TSS,True,39,160
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,410,1016
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,178,904
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,701,850
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,27,176
ENSG00000070540.12,chr17,68450897,68457341,ES,False,12,105
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,34,155
ENSG00000167881.14,chr17,76067216,76067332,TSS,True,133,155
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,82,105
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,23,105
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,82,105
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,55,116
ENSG00000167549.18,chr17,29616937,29618746,TSS,True,98,116
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,42,165
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,32,182
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,24,230
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,27,102
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,56,102
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,63,102
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,114,226
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,186,224
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,1018,1273
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,394,1273
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,97,162
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,40,128
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,113,160
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,43,272
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,44,308
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,84,285
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,812,1016
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,963,1154
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,341,1154
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,35,275
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,20,126
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,64,438
ENSG00000109072.13,chr17,28370139,28370434,TSS,True,18,133
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,185,535
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,64,227
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,41,163
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,71,298
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,39,124
ENSG00000132386.10,chr17,1769750,1770050,TSS,True,108,124
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,89,737
ENSG00000169738.7,chr17,82036643,82036720,IR,False,97,108
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,90,112
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,38,112
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,194,332
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,290,332
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,197,332
ENSG00000082641.15,chr17,48049277,48051628,TSS,True,231,263
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,147,214
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,46,106
ENSG00000182534.13,chr17,76680879,76685071,ES,False,419,563
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,81,649
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,582,658
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,72,147
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,41,120
ENSG00000277972.1,chr17,38730324,38730406,TSS,False,30,107
ENSG00000277972.1,chr17,38730355,38730795,TSS,True,88,107
ENSG00000167705.11,chr17,1646619,1647834,ES,False,45,215
ENSG00000167705.11,chr17,1649576,1649882,TSS,False,42,218
ENSG00000167705.11,chr17,1648798,1648927,TSS,False,183,218
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,104,117
ENSG00000108788.11,chr17,42567655,42568836,ES,False,17,113
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,24,128
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,115,128
ENSG00000133030.20,chr17,17142765,17146035,ES,False,106,190
ENSG00000133030.20,chr17,17174075,17176425,ES,False,34,276
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,182,308
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,271,306
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,40,235
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,68,285
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,915,3383
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,59,127
ENSG00000180891.12,chr17,57885228,57885880,TSS,True,114,127
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,68,144
ENSG00000108654.14,chr17,64500773,64502009,IR,False,217,250
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,29,267
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,184,275
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,220,275
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,240,275
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,221,448
ENSG00000108639.7,chr17,78171054,78171738,ES,False,48,357
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,74,420
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,137,189
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,145,189
ENSG00000181856.14,chr17,7281644,7281967,TSS,True,42,125
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,64,332
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,76,110
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,53,110
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,29,212
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,68,113
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,293,516
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,190,632
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,212,412
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,175,210
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,91,289
ENSG00000108823.15,chr17,50168572,50170639,ES,False,36,124
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,70,157
ENSG00000108823.15,chr17,50166032,50167487,TSS,True,139,157
ENSG00000108823.15,chr17,50168368,50168572,TSS,True,137,157
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,29,165
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,151,180
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,43,180
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,122,284
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,243,284
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,209,283
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,593,745
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,114,859
ENSG00000108953.16,chr17,1345499,1354210,ES,False,135,285
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,96,385
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,167,262
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,172,267
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,98,267
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,103,167
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,128,164
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,29,122
ENSG00000166685.11,chr17,73207256,73208313,ES,False,31,119
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,31,127
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,34,134
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,106,170
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,80,170
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,28,109
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,94,109
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,108,187
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,112,187
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,61,113
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,29,154
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,106,546
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,486,546
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,37,259
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,167,201
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,36,206
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,36,212
ENSG00000163597.14,chr17,76557857,76561287,ES,False,112,145
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,21,166
ENSG00000128309.16,chr22,37024810,37029215,ES,False,190,216
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,83,235
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,188,235
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,59,138
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,270,860
ENSG00000133424.20,chr22,33268970,33274624,PAS,True,19,168
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,120,171
ENSG00000133424.20,chr22,33919994,33921045,TSS,True,151,187
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,57,263
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,208,263
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,161,489
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,34,114
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,49,105
ENSG00000100266.18,chr22,42959798,42959892,TSS,False,90,105
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,91,130
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,80,113
ENSG00000183597.15,chr22,20052584,20061529,ES,False,25,105
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,98,142
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,91,142
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,62,454
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,36,273
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,125,252
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,113,413
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,22,164
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,157,176
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,19,176
ENSG00000198125.12,chr22,35611106,35622477,ES,True,12,100
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,2165,3232
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,2447,3232
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,127,144
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,118,144
ENSG00000069998.12,chr22,17148560,17159125,ES,True,26,131
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,44,177
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,148,177
ENSG00000100242.15,chr22,38752665,38755762,ES,False,223,287
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,204,491
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,20,132
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,65,118
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,68,149
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,52,277
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,57,221
ENSG00000198355.4,chr22,49961032,49961124,IR,False,480,546
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,99,578
ENSG00000198355.4,chr22,49960492,49961234,TSS,True,518,578
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,97,424
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,335,421
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,331,436
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,229,436
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,73,128
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,65,126
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,15,109
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,51,151
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,133,149
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,124,149
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,362,423
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,17,102
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,22,102
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,59,115
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,39,160
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,124,160
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,80,119
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,75,210
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,144,210
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,20,143
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,43,101
ENSG00000183963.18,chr22,31095609,31097268,ES,False,173,212
ENSG00000183963.18,chr22,31099896,31104315,ES,False,28,246
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,221,253
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,108,253
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,42,335
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,39,206
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,107,192
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,168,190
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,281,566
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,35,120
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,40,262
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,58,321
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,34,295
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,147,186
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,22,195
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,100,117
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,86,113
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,91,108
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,13,117
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,49,172
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,26,136
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,84,131
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,51,135
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,100,188
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,55,220
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,53,123
ENSG00000100359.20,chr22,40400813,40402138,ES,False,29,121
ENSG00000100359.20,chr22,40407071,40407200,IR,False,118,133
ENSG00000100359.20,chr22,40409018,40409249,IR,False,108,128
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,21,140
ENSG00000100239.15,chr22,50436452,50437505,ES,False,58,136
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,28,146
ENSG00000241978.9,chr9,110138539,110168398,ES,False,46,140
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,74,158
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,119,158
ENSG00000172889.15,chr9,136670330,136670949,IR,True,91,103
ENSG00000172889.15,chr9,136672088,136672263,IR,True,149,173
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,101,175
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,134,175
ENSG00000172889.15,chr9,136672263,136672679,PAS,True,26,175
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,49,108
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,54,124
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,109,123
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,53,114
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,64,114
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,82,104
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,96,118
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,36,118
ENSG00000160408.14,chr9,127896332,127899502,ES,False,78,124
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,24,149
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,23,124
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,40,309
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,19,189
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,67,189
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,161,189
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,159,189
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,36,125
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,94,126
ENSG00000148180.19,chr9,121281562,121301962,ES,False,276,311
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1141,4027
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,61,122
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,87,122
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,46,104
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,83,104
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,23,124
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,23,139
ENSG00000119487.16,chr9,125484583,125543058,ES,False,35,165
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,21,189
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,62,168
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,115,168
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,108,129
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,95,129
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,81,117
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,24,131
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,19,102
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,113,727
ENSG00000159069.13,chr9,136941684,136942099,IR,True,113,151
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,728,815
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,201,815
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,14,110
ENSG00000148120.16,chr9,95080780,95086681,ES,False,70,118
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,37,141
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,25,143
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,32,103
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,81,114
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,49,114
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,30,123
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,404,572
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,146,352
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,30,100
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,52,477
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,20,146
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,54,135
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,120,135
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,94,860
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,143,1114
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,32,196
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,173,196
ENSG00000148356.13,chr9,127451669,127451928,IR,False,92,136
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,74,166
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,122,166
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,37,123
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,100,117
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,28,235
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,68,142
ENSG00000165119.20,chr9,83973399,83974516,ES,False,25,130
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,69,143
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,75,143
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,82,173
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,144,173
ENSG00000070159.13,chr9,109420423,109420665,TSS,True,135,160
ENSG00000070159.13,chr9,109428620,109429062,TSS,True,108,160
ENSG00000070159.13,chr9,109421233,109421486,TSS,True,136,160
ENSG00000176978.13,chr9,137112230,137112744,IR,True,173,197
ENSG00000176978.13,chr9,137114576,137114646,IR,False,160,182
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,61,221
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,127,159
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,128,159
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,121,146
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,103,168
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,150,168
ENSG00000165238.16,chr9,93308720,93309200,PAS,False,124,140
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,85,119
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,74,119
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,14,108
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,63,109
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,71,365
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,124,143
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,21,126
ENSG00000198467.14,chr9,35684550,35685268,ME,False,63,199
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,213,272
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,50,222
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,66,272
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,12,110
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,15,112
ENSG00000107104.18,chr9,730194,731157,5AS,True,13,106
ENSG00000107104.18,chr9,731266,734747,ES,True,24,102
ENSG00000107104.18,chr9,504037,504754,TSS,True,132,153
ENSG00000107104.18,chr9,710797,713464,TSS,True,123,144
ENSG00000107104.18,chr9,738206,738504,TSS,True,116,138
ENSG00000107104.18,chr9,593985,594080,TSS,True,117,146
ENSG00000107104.18,chr9,693679,693786,TSS,True,118,144
ENSG00000107104.18,chr9,745172,746105,PAS,True,23,151
ENSG00000054148.17,chr9,136850137,136850754,ES,False,242,283
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,149,314
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,224,314
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,272,314
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,75,102
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,41,102
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,31,108
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,31,199
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,174,197
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,90,156
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,25,242
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,28,131
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,115,133
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,64,203
