gene,chr,start,end,splice_type,novel,psoas_muscle_ENCFF698UNA_in_cov,psoas_muscle_ENCFF698UNA_total_cov
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,237,277
ENSG00000133030.20,chr17,17184822,17186216,PAS,True,35,290
ENSG00000133030.20,chr17,17096767,17097331,PAS,False,116,130
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,102,412
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,574,2009
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,23,208
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,76,174
ENSG00000161547.16,chr17,76734562,76735060,IR,False,18,150
ENSG00000161547.16,chr17,76735158,76736153,ES,False,104,138
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,29,152
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,135,153
ENSG00000073969.18,chr17,46590543,46590787,TSS,True,16,129
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,54,110
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,20,132
ENSG00000007314.12,chr17,63989367,63989487,TSS,True,125,141
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,49,482
ENSG00000108654.14,chr17,64500773,64502009,IR,False,322,365
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,29,155
ENSG00000108840.15,chr17,44093834,44110728,ES,True,123,138
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,189,232
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,197,241
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,158,241
ENSG00000177469.12,chr17,42402454,42405388,PAS,False,12,100
ENSG00000177469.12,chr17,42409903,42412250,PAS,True,89,100
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,177,275
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,89,622
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,86,113
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,80,113
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,50,108
ENSG00000181856.14,chr17,7281644,7281967,TSS,True,59,191
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,35,235
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,25,140
ENSG00000182446.13,chr17,81556885,81559416,PAS,True,24,232
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,243,442
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,422,814
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,281,1001
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,42,105
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,459,957
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,37,117
ENSG00000108559.11,chr17,5387982,5388960,PAS,True,100,116
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,496,636
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,47,270
ENSG00000108823.15,chr17,50167487,50167946,ES,False,39,375
ENSG00000108823.15,chr17,50168572,50170639,ES,False,57,389
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,140,476
ENSG00000169696.15,chr17,82017088,82017308,5AS,False,19,153
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,21,161
ENSG00000034152.18,chr17,21284650,21284969,TSS,True,72,358
ENSG00000034152.18,chr17,21311508,21312281,TSS,True,310,357
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,72,376
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,325,397
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,94,397
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,185,529
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,440,529
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,443,529
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,235,300
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,40,340
ENSG00000108953.16,chr17,1345499,1354210,ES,False,98,410
ENSG00000108953.16,chr17,1365058,1400046,ES,False,336,415
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,72,411
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,32,108
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,235,401
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,246,412
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,177,412
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,74,114
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,85,107
ENSG00000171298.12,chr17,80119271,80119883,PAS,True,13,114
ENSG00000067191.15,chr17,39197411,39198038,TSS,True,162,721
ENSG00000067191.15,chr17,39193448,39193528,TSS,False,631,721
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,31,117
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,12,101
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,46,172
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,21,197
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,108,123
ENSG00000141552.17,chr17,81891841,81894466,ES,False,38,149
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,188,255
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,106,255
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,228,255
ENSG00000013306.15,chr17,44323577,44324710,IR,True,110,131
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,40,153
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,129,153
ENSG00000178307.9,chr17,21198840,21214090,ES,False,173,296
ENSG00000178307.9,chr17,21214090,21214194,TSS,True,51,348
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,28,116
ENSG00000174231.16,chr17,1661905,1662149,TSS,False,85,100
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,107,122
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,56,346
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,84,559
ENSG00000154803.12,chr17,17212203,17213856,PAS,False,36,143
ENSG00000154803.12,chr17,17219553,17221628,PAS,True,107,130
ENSG00000154803.12,chr17,17236911,17237331,TSS,True,27,146
ENSG00000180329.13,chr17,44679043,44682002,ES,False,14,106
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,41,198
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,86,134
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,91,177
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,129,177
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,240,289
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,41,295
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,47,306
ENSG00000163597.14,chr17,76557857,76561287,ES,False,284,384
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,52,436
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,49,125
ENSG00000128309.16,chr22,37024810,37029215,ES,False,121,208
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,72,227
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,187,226
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,77,254
ENSG00000100241.20,chr22,50444317,50447240,PAS,True,33,120
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,80,127
ENSG00000100241.20,chr22,50463282,50463411,TSS,True,93,111
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,57,172
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,141,172
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,224,732
ENSG00000188677.14,chr22,44024065,44024451,TSS,True,39,124
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,53,189
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,141,189
ENSG00000070010.18,chr22,19475100,19475495,5AS,False,62,220
ENSG00000070010.18,chr22,19475602,19478824,5AS,True,99,112
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,119,232
ENSG00000070010.18,chr22,19478824,19479008,TSS,False,133,232
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,57,197
ENSG00000100109.16,chr22,26510702,26512098,ES,False,133,150
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,35,189
ENSG00000184058.14,chr22,19760695,19761280,TSS,True,63,239
ENSG00000100325.14,chr22,29825257,29832244,ES,False,65,155
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,47,203
ENSG00000188130.13,chr22,50256646,50257081,ES,False,107,886
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,108,937
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,147,973
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,40,194
ENSG00000100266.18,chr22,42876333,42879047,ES,False,39,109
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,51,127
ENSG00000100266.18,chr22,42882183,42882396,TSS,True,107,127
ENSG00000239900.12,chr22,40364365,40366435,ES,False,61,288
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,81,110
ENSG00000183597.15,chr22,20052584,20055942,ES,False,29,103
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,65,128
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,99,128
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,89,735
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,130,341
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,100,594
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,51,403
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,71,136
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,28,125
ENSG00000198125.12,chr22,35611106,35622477,ES,True,58,579
ENSG00000198125.12,chr22,35622477,35622529,TSS,True,3870,4452
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,3302,4452
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,2842,4452
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,19,140
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,12,104
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,44,257
ENSG00000100242.15,chr22,38752665,38755762,ES,False,228,347
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,236,583
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,21,185
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,62,130
ENSG00000170638.9,chr22,50198515,50199115,IR,False,18,105
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,72,112
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,70,112
ENSG00000170638.9,chr22,50198344,50199601,PAS,True,27,109
ENSG00000170638.9,chr22,50199115,50199599,PAS,True,94,112
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,43,102
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,72,369
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,197,1257
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,59,210
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,160,210
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,182,216
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,85,216
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,27,102
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,82,102
ENSG00000128294.15,chr22,26526267,26528213,ES,True,116,138
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,23,152
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,109,266
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,175,261
ENSG00000070371.15,chr22,19183611,19187980,ES,False,109,284
ENSG00000070371.15,chr22,19179318,19179969,PAS,True,65,372
ENSG00000070371.15,chr22,19291599,19291775,TSS,True,126,379
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,13,116
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,32,114
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,97,113
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,212,267
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,12,102
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,70,161
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,80,262
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,191,259
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,372,582
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,71,288
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,223,288
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,45,386
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,58,575
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,29,243
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,29,128
ENSG00000185608.8,chr22,19431104,19432607,TSS,False,11,109
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,22,103
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,14,116
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,33,112
ENSG00000100106.20,chr22,37759416,37760352,PAS,True,88,110
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,71,134
ENSG00000099917.17,chr22,20585070,20585267,TSS,True,75,110
ENSG00000099917.17,chr22,20586567,20587632,PAS,True,27,125
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,390,463
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,320,370
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,252,344
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,237,322
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,84,369
ENSG00000133454.15,chr22,26026444,26030642,PAS,True,248,277
ENSG00000133454.15,chr22,25846099,25846256,PAS,True,94,110
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,35,209
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,108,171
ENSG00000099968.17,chr22,17689142,17702242,ES,False,27,223
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,46,296
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,47,257
ENSG00000099968.17,chr22,17702242,17703760,PAS,True,208,253
ENSG00000182944.17,chr22,29273864,29278029,ES,False,265,334
ENSG00000182944.17,chr22,29287134,29292136,ES,False,76,341
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,150,248
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,50,368
ENSG00000099957.16,chr22,21015108,21015260,TSS,True,146,183
ENSG00000099957.16,chr22,21015126,21015338,TSS,True,148,183
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,19,118
ENSG00000100239.15,chr22,50372150,50393892,ES,False,102,117
ENSG00000100239.15,chr22,50436452,50437505,ES,False,59,158
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,58,179
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,154,173
ENSG00000164970.14,chr9,34458203,34458595,TSS,True,84,116
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,41,103
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,90,101
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,19,103
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,101,185
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,47,134
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,113,128
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,68,123
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,59,121
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,159,202
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,33,226
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,184,227
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,67,227
ENSG00000130222.10,chr9,89605011,89605174,TSS,True,63,568
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,38,103
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,79,103
ENSG00000107372.12,chr9,72360787,72364695,ES,False,282,550
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,76,657
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,38,295
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,80,295
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,262,295
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,260,295
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,72,202
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,136,163
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,74,135
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,158,204
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,255,1541
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,221,255
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,36,135
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,26,165
ENSG00000148337.20,chr9,128167164,128169075,5AS,False,20,108
ENSG00000148337.20,chr9,128169519,128170019,ES,False,80,104
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,76,119
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,72,119
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,29,205
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,98,444
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,360,444
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,16,156
ENSG00000159069.13,chr9,136941477,136941536,IR,True,18,138
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,138,1246
ENSG00000159069.13,chr9,136941684,136942099,IR,True,138,190
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,1212,1373
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,288,1373
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,41,165
ENSG00000165006.13,chr9,34241641,34242108,TSS,True,136,162
ENSG00000148120.16,chr9,95080780,95086681,ES,False,84,113
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,27,126
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,14,127
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,31,116
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,336,569
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,38,105
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,69,104
ENSG00000122729.18,chr9,32384735,32405484,ES,False,81,105
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,16,121
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,50,219
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,167,219
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,57,215
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,28,153
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,256,2358
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,37,313
ENSG00000070610.14,chr9,35738152,35738231,IR,False,91,104
ENSG00000070610.14,chr9,35740362,35740525,IR,True,87,102
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,19,119
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,27,120
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,38,293
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,123,179
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,152,199
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,54,190
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,44,121
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,48,125
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,81,125
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,99,156
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,119,156
ENSG00000135018.13,chr9,83665145,83669184,ES,False,71,223
ENSG00000176978.13,chr9,137111754,137111940,5AS,False,22,126
ENSG00000176978.13,chr9,137112230,137112744,IR,True,77,126
ENSG00000176978.13,chr9,137113287,137113360,IR,True,104,117
ENSG00000176978.13,chr9,137114576,137114646,IR,False,92,114
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,48,142
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,119,142
ENSG00000148296.6,chr9,133330151,133332348,PAS,True,15,140
ENSG00000148296.6,chr9,133334564,133334601,PAS,True,121,135
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,17,152
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,70,126
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,104,126
ENSG00000136813.14,chr9,111451555,111483503,ES,True,149,176
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,56,332
ENSG00000136813.14,chr9,111412013,111412148,PAS,True,245,273
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,159,336
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,143,465
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,384,456
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,246,398
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,17,150
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,38,296
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,265,296
ENSG00000119414.11,chr9,125153985,125171084,ES,True,21,203
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,23,177
ENSG00000122140.10,chr9,135500619,135500753,TSS,True,13,110
ENSG00000107104.18,chr9,693782,710803,5AS,True,36,143
ENSG00000107104.18,chr9,731266,734747,ES,True,23,184
ENSG00000107104.18,chr9,693679,693786,TSS,True,136,243
ENSG00000107104.18,chr9,693679,693782,TSS,True,206,243
ENSG00000107104.18,chr9,745172,746105,PAS,True,33,237
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,58,217
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,191,217
ENSG00000176101.11,chr9,137188778,137189065,IR,False,63,135
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,91,154
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,84,154
ENSG00000095209.11,chr9,105722621,105748072,ES,True,196,232
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,89,337
ENSG00000107140.15,chr9,35604416,35605838,TSS,True,53,111
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,77,149
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,129,149
ENSG00000137094.14,chr9,34989694,34989831,TSS,True,101,117
ENSG00000137094.14,chr9,34992305,34993444,TSS,True,75,116
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,25,178
ENSG00000119396.10,chr9,121201638,121201919,TSS,False,13,129
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,1393,6942
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,5931,6997
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,24,159
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,67,304
ENSG00000160539.5,chr9,131307922,131309261,PAS,False,36,253
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,104,856
ENSG00000164967.9,chr9,34611332,34612063,5AS,True,84,125
ENSG00000164967.9,chr9,34610495,34611332,PAS,False,18,143
ENSG00000164967.9,chr9,34611859,34612092,TSS,True,102,143
ENSG00000164967.9,chr9,34612063,34612106,TSS,False,59,143
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,20,108
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,80,106
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,69,106
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,28,138
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,20,147
ENSG00000023734.10,chr12,15882819,15889927,ES,False,56,490
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,39,106
ENSG00000067182.7,chr12,6329777,6329876,TSS,True,79,103
ENSG00000111237.18,chr12,110496203,110502036,ES,True,142,161
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,34,195
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,47,215
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,173,215
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,37,246
ENSG00000092841.18,chr12,56160320,56160625,IR,False,102,123
ENSG00000092841.18,chr12,56160320,56161386,ES,False,59,159
ENSG00000092841.18,chr12,56160670,56161386,IR,True,104,124
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,218,371
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,21,185
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,70,101
ENSG00000060138.12,chr12,10702134,10704050,ME,True,12,118
ENSG00000060138.12,chr12,10702512,10704050,ES,True,106,166
ENSG00000060138.12,chr12,10704148,10713210,ES,False,11925,17157
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,91,197
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,155,197
ENSG00000130779.20,chr12,122341697,122351110,ES,True,89,429
ENSG00000130779.20,chr12,122271429,122273100,PAS,True,401,493
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,228,476
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,389,456
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,247,514
ENSG00000130779.20,chr12,122399780,122400617,TSS,False,397,514
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,31,100
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,83,100
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,19,184
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,58,208
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,118,760
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,78,378
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,321,378
ENSG00000196091.13,chr12,101595095,101629433,ME,False,44,142
ENSG00000196091.13,chr12,101614531,101629433,5AS,True,98,113
ENSG00000196091.13,chr12,101617243,101629433,ME,True,66,162
ENSG00000196091.13,chr12,101617243,101629433,ES,False,3237,12373
ENSG00000196091.13,chr12,101680529,101684381,ES,False,10914,13279
ENSG00000139370.11,chr12,128809473,128814774,ES,False,47,325
ENSG00000139370.11,chr12,128810053,128814774,3AS,False,28,278
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,15,104
ENSG00000276045.3,chr12,121626528,121627050,TSS,True,17,100
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1493,1674
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,229,1903
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,69,147
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,69,120
ENSG00000182196.13,chr12,122981266,122981594,IR,False,69,100
ENSG00000182196.13,chr12,122981809,122982030,IR,False,25,168
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,116,185
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,117,185
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,151,1107
ENSG00000197905.8,chr12,3012232,3018544,ES,False,51,199
ENSG00000197905.8,chr12,2958958,2959481,TSS,True,260,292
ENSG00000197905.8,chr12,2959481,2960040,TSS,True,149,292
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,81,358
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,299,358
ENSG00000196531.10,chr12,56712426,56712552,PAS,True,42,394
ENSG00000196531.10,chr12,56720193,56721459,PAS,True,97,121
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,286,394
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,113,356
ENSG00000134294.13,chr12,46367340,46370775,ES,False,31,193
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,53,226
ENSG00000178449.8,chr12,50112301,50120035,ES,False,100,116
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,56,143
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,123,143
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,128,143
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,44,178
ENSG00000224982.3,chr12,119629872,119640698,ES,True,112,132
ENSG00000224982.3,chr12,119593754,119594034,TSS,True,40,184
ENSG00000224982.3,chr12,119640698,119642812,PAS,True,20,155
