gene,chr,start,end,splice_type,novel,osteocyte_ENCFF558QPF_in_cov,osteocyte_ENCFF558QPF_total_cov
ENSG00000161542.16,chr17,76345524,76345603,TSS,True,124,146
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,39,121
ENSG00000072210.18,chr17,19671956,19675557,ES,False,430,481
ENSG00000070540.12,chr17,68450897,68457341,ES,False,42,177
ENSG00000141198.15,chr17,54900923,54903712,3AS,False,17,145
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,31,157
ENSG00000141198.15,chr17,54937108,54938515,PAS,True,134,152
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,126,238
ENSG00000141279.15,chr17,47545906,47545993,TSS,True,195,238
ENSG00000141279.15,chr17,47569412,47569494,TSS,False,191,238
ENSG00000040531.14,chr17,3640267,3654997,ES,True,14,104
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,125,153
ENSG00000141367.11,chr17,59675759,59677188,TSS,True,115,133
ENSG00000141367.11,chr17,59693727,59695115,PAS,True,35,150
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,88,679
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,216,1234
ENSG00000167447.12,chr17,59214804,59215249,PAS,True,21,138
ENSG00000167447.12,chr17,59212728,59215221,PAS,True,117,136
ENSG00000006042.11,chr17,32928237,32931474,ES,False,54,397
ENSG00000136478.7,chr17,64147433,64149091,PAS,True,30,116
ENSG00000136478.7,chr17,64152959,64153154,PAS,True,95,106
ENSG00000136478.7,chr17,64212573,64214243,TSS,False,86,122
ENSG00000136478.7,chr17,64263167,64263291,TSS,True,74,122
ENSG00000010244.18,chr17,32365487,32367771,ES,False,64,353
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,60,101
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,14,106
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,11,107
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,40,308
ENSG00000184009.11,chr17,81510329,81510478,IR,False,1318,6154
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,4848,6178
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,1346,6169
ENSG00000221926.12,chr17,15651090,15651858,TSS,True,51,155
ENSG00000221926.12,chr17,15684195,15684342,TSS,True,127,158
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,55,516
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,195,845
ENSG00000062716.12,chr17,59837930,59838397,TSS,True,737,825
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,241,348
ENSG00000141753.6,chr17,40452989,40453142,TSS,True,312,348
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,85,118
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,57,118
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,25,101
ENSG00000133193.12,chr17,73209768,73227164,ES,False,200,242
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,178,1003
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,269,976
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,198,707
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,47,107
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,95,107
ENSG00000087111.20,chr17,28556826,28556971,TSS,False,94,107
ENSG00000233098.8,chr17,20868685,20924358,ES,True,30,119
ENSG00000233098.8,chr17,20929430,20930049,PAS,True,27,141
ENSG00000258890.6,chr17,64537602,64537951,PAS,True,47,100
ENSG00000258890.6,chr17,64534584,64537942,PAS,False,89,100
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,15,139
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,95,139
ENSG00000087995.15,chr17,62424012,62424218,IR,False,81,131
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,83,133
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,52,133
ENSG00000108465.14,chr17,47974448,47975158,IR,False,313,403
ENSG00000108465.14,chr17,47975653,47975868,IR,False,329,405
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,45,416
ENSG00000108669.16,chr17,78674045,78676169,PAS,True,42,318
ENSG00000108669.16,chr17,78674050,78680344,PAS,True,275,308
ENSG00000108669.16,chr17,78782201,78782329,TSS,True,286,326
ENSG00000108669.16,chr17,78680970,78681130,TSS,True,84,326
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,56,381
ENSG00000136504.11,chr17,49805445,49811475,ES,False,23,118
ENSG00000133195.11,chr17,72849804,72947751,5AS,False,84,104
ENSG00000133195.11,chr17,73092610,73092729,TSS,True,22,108
ENSG00000133195.11,chr17,73092494,73092726,TSS,True,97,108
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,20,180
ENSG00000109113.19,chr17,28715901,28716902,ES,False,16,157
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,99,186
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,97,186
ENSG00000161526.14,chr17,75667317,75667478,TSS,True,28,156
ENSG00000161526.14,chr17,75692799,75693088,TSS,True,138,156
ENSG00000092931.11,chr17,76738165,76738281,IR,False,36,112
ENSG00000092931.11,chr17,76737538,76738448,TSS,True,64,140
ENSG00000092931.11,chr17,76737677,76738165,TSS,True,104,140
ENSG00000266967.6,chr17,42964237,42964442,5AS,False,13,103
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,13,103
ENSG00000266967.6,chr17,42964442,42964485,TSS,True,90,103
ENSG00000109046.14,chr17,27306882,27309099,ES,True,140,193
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,140,530
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,125,736
ENSG00000109046.14,chr17,27307743,27308778,PAS,False,645,722
ENSG00000166750.9,chr17,35243024,35243143,TSS,True,37,265
ENSG00000166750.9,chr17,35265071,35267720,PAS,True,32,246
ENSG00000168259.14,chr17,41987910,41988731,IR,True,179,207
ENSG00000168259.14,chr17,42000570,42017339,ES,False,165,192
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,64,212
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,189,212
ENSG00000168259.14,chr17,41986549,41988896,PAS,True,183,211
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,61,498
ENSG00000108654.14,chr17,64500326,64502009,IR,True,61,541
ENSG00000108654.14,chr17,64500773,64502009,IR,False,5098,5995
ENSG00000175061.17,chr17,16439414,16439527,IR,False,140,166
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,88,229
ENSG00000175061.17,chr17,16439414,16439580,IR,False,88,114
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,32,261
ENSG00000175061.17,chr17,16439414,16440184,ES,False,519,775
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,97,824
ENSG00000006125.17,chr17,35657791,35671753,ES,False,75,158
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,42,193
ENSG00000006125.17,chr17,35723624,35726413,PAS,True,40,193
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,248,286
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,52,286
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,38,180
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,73,152
ENSG00000177731.15,chr17,18244781,18245272,PAS,True,21,186
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,50,186
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,112,338
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,269,338
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,118,148
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,121,147
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,119,147
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,116,147
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,41,228
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,199,228
ENSG00000189050.15,chr17,59958444,59962539,ES,False,13,119
ENSG00000189050.15,chr17,59958444,59962826,ES,False,35,155
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,67,207
ENSG00000173812.10,chr17,41688907,41689941,TSS,False,149,206
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,35,101
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,132,168
ENSG00000108424.9,chr17,47668196,47668410,TSS,False,147,167
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,188,299
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,201,312
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,124,312
ENSG00000121067.17,chr17,49622876,49677932,ES,False,395,527
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,90,105
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,47,105
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,30,105
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,118,133
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,26,159
ENSG00000166685.11,chr17,73203631,73204171,PAS,True,137,155
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,32,159
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,47,400
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,58,381
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,120,136
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,126,842
ENSG00000136450.12,chr17,58004001,58004922,IR,False,26,122
ENSG00000136450.12,chr17,58005600,58005800,IR,False,106,120
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,100,126
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,32,124
ENSG00000006282.20,chr17,50547285,50548282,ES,False,17,107
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,17,124
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,66,351
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,310,350
ENSG00000182628.12,chr17,59112345,59131280,ES,False,28,106
ENSG00000182628.12,chr17,59131367,59155130,5AS,False,91,106
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,100,120
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,21,120
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,19,120
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,78,103
ENSG00000174231.16,chr17,1661905,1662149,TSS,False,92,104
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,106,120
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,148,808
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,712,806
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,101,849
ENSG00000167842.15,chr17,5486684,5488822,ES,False,111,132
ENSG00000167842.15,chr17,5486384,5486684,TSS,True,18,150
ENSG00000163597.14,chr17,76557857,76561287,ES,False,372,715
ENSG00000182541.17,chr22,31248220,31248769,TSS,True,24,102
ENSG00000100296.13,chr22,29529239,29531830,ES,False,194,250
ENSG00000100296.13,chr22,29549158,29553670,ES,False,163,229
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,27,257
ENSG00000100014.19,chr22,24270983,24302194,ES,False,135,180
ENSG00000100014.19,chr22,24330255,24331467,PAS,False,168,192
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,147,191
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,108,192
ENSG00000100345.21,chr22,36288750,36288939,PAS,True,215,249
ENSG00000100345.21,chr22,36300849,36301057,PAS,False,141,232
ENSG00000100345.21,chr22,36292000,36292234,PAS,True,217,245
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,61,275
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,117,476
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,375,473
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,48,290
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,250,290
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,112,183
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,131,183
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,151,183
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,143,318
ENSG00000100320.22,chr22,35746561,35759887,ES,False,28,141
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,70,140
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,91,142
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,43,176
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,70,222
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,153,222
ENSG00000099968.17,chr22,17689142,17702242,ES,False,18,110
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,256,398
ENSG00000099968.17,chr22,17706781,17706825,TSS,False,176,392
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,61,148
ENSG00000077942.18,chr22,45530269,45531324,TSS,True,130,148
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,98,145
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,48,147
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,111,198
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,106,243
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,198,242
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,29,242
ENSG00000100227.17,chr22,42599793,42602769,ES,False,32,298
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,50,339
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,59,518
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,50,247
ENSG00000136811.16,chr9,128461067,128471307,ES,False,23,218
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,46,289
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,252,288
ENSG00000241978.9,chr9,110138539,110168398,ES,False,49,116
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,55,130
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,101,131
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,96,167
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,79,166
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,210,260
ENSG00000137040.9,chr9,6014356,6015471,IR,False,28,146
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,118,147
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,119,147
ENSG00000172785.18,chr9,175784,178815,ES,False,125,166
ENSG00000148154.9,chr9,111896766,111897313,TSS,True,22,135
ENSG00000107186.16,chr9,13105295,13107111,PAS,True,66,108
ENSG00000107186.16,chr9,13279399,13279729,TSS,True,76,109
ENSG00000107186.16,chr9,13279563,13279745,TSS,True,91,109
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,16,156
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,551,752
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,217,945
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,744,947
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,393,947
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,29,103
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,175,225
ENSG00000148180.19,chr9,121281562,121301962,ME,False,384,429
ENSG00000148180.19,chr9,121281562,121301962,ME,False,384,429
ENSG00000148180.19,chr9,121281562,121301962,ES,False,714,1165
ENSG00000106823.12,chr9,92495312,92496483,PAS,False,41,102
ENSG00000106823.12,chr9,92535932,92536085,TSS,True,30,102
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,101,381
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,285,381
ENSG00000169155.9,chr9,126805132,126832486,ES,False,19,107
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,18,125
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,108,355
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,249,357
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,110,357
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,117,132
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,105,134
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,106,132
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,102,614
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,35,281
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,98,419
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,371,425
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,194,758
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,571,758
ENSG00000011454.16,chr9,122941088,122957010,5AS,True,35,122
ENSG00000011454.16,chr9,122940989,122941093,TSS,True,73,162
ENSG00000011454.16,chr9,122941000,122941088,TSS,False,120,162
ENSG00000011454.16,chr9,123076633,123078246,PAS,True,55,160
ENSG00000130714.15,chr9,131503073,131506402,ES,False,19,103
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,15,118
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,81,135
ENSG00000198121.13,chr9,111038869,111039609,TSS,True,114,135
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,22,189
ENSG00000165006.13,chr9,34241641,34242108,TSS,True,170,189
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,781,1404
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,187,592
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,730,1520
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,1331,1520
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,1115,1520
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,39,160
ENSG00000136891.13,chr9,100349183,100352938,TSS,True,141,160
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,29,102
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,79,102
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,83,110
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,90,110
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,80,110
ENSG00000119401.10,chr9,116687381,116697664,3AS,False,84,146
ENSG00000119401.10,chr9,116697661,116701299,PAS,True,87,152
ENSG00000119401.10,chr9,116697664,116700749,PAS,True,66,152
ENSG00000083223.17,chr9,86295295,86301601,PAS,True,119,133
ENSG00000083223.17,chr9,86322499,86323960,PAS,False,28,132
ENSG00000155158.20,chr9,15168362,15172109,PAS,True,11,107
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,106,138
ENSG00000198000.11,chr9,92324209,92325305,IR,True,106,126
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,40,178
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,135,208
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,84,207
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,177,209
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,102,209
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,169,209
ENSG00000198000.11,chr9,92324022,92325638,TSS,True,185,209
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,44,240
ENSG00000122692.8,chr9,33053724,33056239,PAS,True,200,240
ENSG00000119392.14,chr9,128504904,128508875,ES,True,164,187
ENSG00000135046.13,chr9,73151924,73154460,IR,True,29,138
ENSG00000147905.17,chr9,37120623,37126311,5AS,False,70,121
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,57,136
ENSG00000147905.17,chr9,37120450,37120627,TSS,True,109,136
ENSG00000147905.17,chr9,37120577,37120776,TSS,True,121,136
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,31,136
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,113,136
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,68,208
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,187,208
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,681,1918
ENSG00000165119.20,chr9,83973399,83974516,ES,False,282,1845
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,692,1928
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1247,1928
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,805,1935
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1311,1935
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,67,131
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,97,131
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,36,219
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,197,219
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,15,103
ENSG00000119523.9,chr9,99218836,99221546,ES,True,150,174
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,21,109
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,34,125
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,102,125
ENSG00000182150.15,chr9,95971932,95978059,PAS,True,22,126
ENSG00000165304.7,chr9,36651877,36665349,ES,False,13,100
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,25,104
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,82,104
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,59,161
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,44,103
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,64,103
ENSG00000137074.18,chr9,32987731,32988082,IR,False,45,167
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,65,173
ENSG00000137074.18,chr9,32989895,33001566,ES,True,107,133
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,107,121
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,22,196
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,56,189
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,130,162
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,21,125
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,43,184
ENSG00000086102.18,chr9,33313650,33313793,TSS,True,144,169
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,79,182
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,161,182
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,16,113
ENSG00000165219.21,chr9,125261959,125298889,ES,False,151,280
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,95,286
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,162,302
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,168,302
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,67,217
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,105,187
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,134,239
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,160,239
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,201,239
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,17,119
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,328,382
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,89,382
ENSG00000120798.16,chr12,95028509,95031348,3AS,False,15,123
ENSG00000120798.16,chr12,95057878,95058309,IR,False,103,142
ENSG00000120798.16,chr12,95020229,95022403,PAS,True,20,146
ENSG00000092841.18,chr12,56160320,56161386,ES,False,83,596
ENSG00000092841.18,chr12,56160320,56161386,IR,True,83,103
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,307,481
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,68,387
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,141,171
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,101,194
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,93,186
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,65,107
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,97,135
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,59,135
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,259,2473
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,299,1020
ENSG00000182199.10,chr12,57230053,57230244,TSS,True,883,1020
ENSG00000139291.13,chr12,71700831,71703218,PAS,True,17,100
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,102,247
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,502,2331
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,1960,2260
ENSG00000110871.14,chr12,120522363,120528939,ES,False,165,185
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,49,137
ENSG00000111530.12,chr12,67305244,67306597,TSS,True,107,124
ENSG00000111530.12,chr12,67312605,67316286,PAS,True,18,132
ENSG00000087470.17,chr12,32737161,32740063,ES,False,158,276
ENSG00000120820.12,chr12,104019676,104049894,ES,False,109,477
ENSG00000139324.11,chr12,88194837,88199884,PAS,False,17,155
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,31,159
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,135,159
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,94,257
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,53,271
ENSG00000091039.16,chr12,76351770,76356021,PAS,True,56,114
ENSG00000091039.16,chr12,76356632,76356728,PAS,True,85,114
ENSG00000091039.16,chr12,76559396,76559873,TSS,True,25,120
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,65,320
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,255,320
ENSG00000130779.20,chr12,122341697,122352725,ES,False,214,254
ENSG00000130779.20,chr12,122380558,122422520,ES,False,189,228
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,236,264
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,72,259
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,45,274
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,23,123
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,1932,2171
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,242,2260
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,3962,6969
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,3228,6969
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,216,920
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,729,919
ENSG00000133641.17,chr12,88035738,88042824,ES,False,16,122
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,224,346
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,199,338
ENSG00000111642.15,chr12,6581333,6581388,PAS,True,296,330
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,196,340
ENSG00000008405.11,chr12,106991363,106992001,PAS,False,17,101
ENSG00000174099.11,chr12,65278865,65326825,ES,False,116,206
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,33,239
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,233,1281
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,409,481
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,90,509
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,438,509
ENSG00000134294.13,chr12,46367340,46370775,ES,False,20,157
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,379,537
ENSG00000134294.13,chr12,46365106,46367456,TSS,True,467,526
ENSG00000134294.13,chr12,46364388,46367401,TSS,True,449,526
ENSG00000134294.13,chr12,46363725,46363896,TSS,True,465,526
ENSG00000198431.15,chr12,104287109,104311289,ES,False,22,138
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,54,192
ENSG00000198431.15,chr12,104348352,104350287,PAS,True,24,181
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,601,1503
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,583,816
ENSG00000135506.15,chr12,57719182,57720405,ES,False,452,802
ENSG00000111790.13,chr12,26957743,26963341,ES,False,42,151
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,48,198
ENSG00000111790.13,chr12,26960514,26962302,PAS,True,159,198
ENSG00000090612.20,chr12,133192003,133202143,ES,False,68,157
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,21,162
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,37,205
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,21,105
ENSG00000152556.16,chr12,48135038,48137720,ES,False,169,340
