gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF936VUF_in_cov,endodermal_cell_ENCFF936VUF_total_cov
ENSG00000127191.17,chr9,136896008,136898928,TSS,True,292,334
ENSG00000106804.7,chr9,120952331,120952868,PAS,False,113,177
ENSG00000106804.7,chr9,120989567,120989780,PAS,True,114,173
ENSG00000106804.7,chr9,120999658,121000051,PAS,False,142,171
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,63,315
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,281,315
ENSG00000169071.14,chr9,91775818,91949866,ES,True,563,645
ENSG00000169071.14,chr9,91949866,91950313,TSS,True,232,883
ENSG00000213930.11,chr9,34646786,34647088,IR,False,84,104
ENSG00000213930.11,chr9,34647567,34647656,IR,False,60,104
ENSG00000213930.11,chr9,34647705,34647831,IR,False,58,105
ENSG00000213930.11,chr9,34648456,34648761,IR,False,82,112
ENSG00000213930.11,chr9,34648894,34648997,IR,False,71,110
ENSG00000213930.11,chr9,34649081,34649409,IR,False,63,104
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,32,115
ENSG00000213930.11,chr9,34646584,34647258,TSS,True,99,115
ENSG00000213930.11,chr9,34650368,34650963,PAS,True,14,113
ENSG00000119401.10,chr9,116687381,116697664,3AS,False,85,147
ENSG00000119401.10,chr9,116687324,116687381,TSS,True,17,166
ENSG00000119401.10,chr9,116697661,116701299,PAS,True,88,150
ENSG00000119401.10,chr9,116697664,116700749,PAS,True,62,150
ENSG00000198000.11,chr9,92319356,92321667,ES,False,99,123
ENSG00000198000.11,chr9,92321746,92323440,ES,False,106,124
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,74,100
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,18,117
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,68,130
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,66,126
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,104,130
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,54,130
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,112,130
ENSG00000160325.14,chr9,133463555,133467920,ES,False,42,172
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,38,370
ENSG00000119392.14,chr9,128504904,128508875,ES,True,138,177
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,68,325
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,268,325
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,29,123
ENSG00000148343.18,chr9,129068332,129069075,5AS,False,72,126
ENSG00000148343.18,chr9,129069129,129069848,IR,True,129,145
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,23,156
ENSG00000148218.15,chr9,113390676,113390797,IR,False,229,261
ENSG00000187210.13,chr9,76459305,76500915,ES,False,137,284
ENSG00000187210.13,chr9,76460177,76500915,ES,True,120,142
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,70,586
ENSG00000148356.13,chr9,127451669,127451928,IR,False,86,116
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,35,121
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,88,121
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,26,121
ENSG00000148356.13,chr9,127479838,127479979,PAS,True,108,121
ENSG00000196781.14,chr9,81611956,81613376,3AS,True,29,121
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,110,146
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,48,175
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,128,166
ENSG00000196781.14,chr9,81688216,81689628,TSS,True,33,174
ENSG00000196781.14,chr9,81687333,81689518,TSS,False,152,174
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,1052,3021
ENSG00000165119.20,chr9,83970804,83971259,IR,True,88,147
ENSG00000165119.20,chr9,83973399,83974516,ES,False,372,3001
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,1058,3027
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1974,3027
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1762,3038
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1567,3038
ENSG00000135018.13,chr9,83665145,83669184,ES,False,40,178
ENSG00000147853.16,chr9,4722625,4740936,ES,True,204,230
ENSG00000176978.13,chr9,137112230,137112744,IR,True,129,164
ENSG00000176978.13,chr9,137114576,137114646,IR,False,133,160
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,35,168
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,141,168
ENSG00000221829.9,chr9,35077399,35078140,IR,True,386,441
ENSG00000221829.9,chr9,35079535,35079730,IR,False,85,436
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,106,461
ENSG00000221829.9,chr9,35079730,35080055,TSS,False,374,461
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,87,177
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,100,176
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,18,110
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,67,113
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,56,113
ENSG00000136813.14,chr9,111451555,111484115,ES,True,87,107
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,33,156
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,138,157
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,46,157
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,69,114
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,96,141
ENSG00000164985.14,chr9,15473157,15474237,PAS,True,63,133
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,26,141
PB_novel_187699,chr9,2178220,2230580,ES,True,20,162
PB_novel_187699,chr9,2230688,2278163,5AS,True,21,160
PB_novel_187699,chr9,2176060,2178220,PAS,True,65,180
PB_novel_187699,chr9,2170640,2172228,PAS,True,119,180
PB_novel_187699,chr9,2277949,2279336,TSS,True,31,180
PB_novel_187699,chr9,2278163,2278289,TSS,True,155,180
ENSG00000147874.10,chr9,19053143,19056404,PAS,False,85,129
ENSG00000147874.10,chr9,19063045,19063193,PAS,True,70,128
ENSG00000050555.17,chr9,131009111,131009587,TSS,True,29,166
ENSG00000041982.15,chr9,115042341,115073602,ES,False,42,161
ENSG00000041982.15,chr9,115046682,115057152,ES,False,53,118
ENSG00000041982.15,chr9,115046682,115073602,ES,False,12,117
ENSG00000041982.15,chr9,115057425,115073602,ES,False,39,104
ENSG00000041982.15,chr9,115117981,115118653,TSS,True,70,213
ENSG00000188352.12,chr9,20658292,20658459,TSS,False,141,164
ENSG00000188352.12,chr9,20658304,20658826,TSS,True,118,164
ENSG00000188352.12,chr9,20684217,20684293,TSS,False,120,162
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,129,146
ENSG00000188352.12,chr9,20715318,20715410,TSS,True,140,162
ENSG00000188352.12,chr9,20995555,20996147,PAS,True,22,164
ENSG00000198467.14,chr9,35684550,35684731,IR,False,150,185
ENSG00000198467.14,chr9,35684550,35685268,ME,False,27,153
ENSG00000198467.14,chr9,35684807,35685268,ES,True,128,143
ENSG00000198467.14,chr9,35684807,35685268,3AS,False,128,166
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,58,219
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,179,217
ENSG00000137055.14,chr9,26913947,26919309,ES,False,80,413
ENSG00000148297.15,chr9,133341694,133344124,IR,False,34,171
ENSG00000148297.15,chr9,133340899,133344333,PAS,True,35,172
ENSG00000148297.15,chr9,133340904,133341694,PAS,True,163,197
ENSG00000148297.15,chr9,133347921,133348131,TSS,True,41,197
ENSG00000107104.18,chr9,504037,504754,TSS,True,68,128
ENSG00000107104.18,chr9,706769,707247,TSS,False,107,122
ENSG00000107104.18,chr9,745172,746105,PAS,True,29,128
ENSG00000095321.16,chr9,129108077,129110482,ES,False,63,104
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,18,104
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,90,102
ENSG00000119523.9,chr9,99218836,99221546,ES,True,137,180
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,42,144
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,66,168
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,125,168
ENSG00000135049.15,chr9,85542737,85547286,PAS,True,21,147
ENSG00000197070.13,chr9,137613006,137613459,IR,False,144,162
ENSG00000197070.13,chr9,137613769,137614031,IR,False,140,156
ENSG00000197070.13,chr9,137615000,137615073,IR,False,124,170
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,47,172
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,127,172
ENSG00000136908.17,chr9,127936655,127937433,IR,False,47,104
ENSG00000136908.17,chr9,127937523,127937817,IR,True,70,100
ENSG00000136908.17,chr9,127936552,127937830,TSS,True,80,108
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,40,111
ENSG00000196422.10,chr9,135479449,135479724,TSS,False,61,120
ENSG00000196422.10,chr9,135479800,135480022,TSS,False,103,120
ENSG00000235106.9,chr9,134026090,134026207,IR,False,144,166
ENSG00000235106.9,chr9,134025333,134025536,TSS,True,21,177
ENSG00000235106.9,chr9,134025844,134028097,PAS,True,150,171
ENSG00000235106.9,chr9,134026207,134028099,PAS,True,33,171
ENSG00000120159.12,chr9,26887513,26892412,5AS,False,120,134
ENSG00000120159.12,chr9,26892412,26892818,TSS,True,19,140
ENSG00000125485.17,chr9,132630378,132632040,3AS,True,16,120
ENSG00000165304.7,chr9,36573007,36581643,ES,True,134,156
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,134,171
ENSG00000165304.7,chr9,36581739,36589535,ES,False,46,189
ENSG00000165304.7,chr9,36651877,36665349,ES,False,27,205
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,45,207
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,165,207
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,64,109
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,53,109
ENSG00000167130.17,chr9,129085616,129086708,ES,False,18,161
ENSG00000137074.18,chr9,32987731,32988082,IR,False,43,164
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,21,156
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,79,165
ENSG00000137074.18,chr9,32989895,33001566,ES,True,93,110
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,93,121
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,26,215
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,93,205
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,181,215
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,119,138
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,32,115
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,66,149
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,117,149
ENSG00000086102.18,chr9,33369905,33371159,PAS,False,134,150
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,61,314
ENSG00000165219.21,chr9,125261959,125298889,ES,False,99,228
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,36,221
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,125,234
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,139,234
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,22,120
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,42,111
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,86,128
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,60,128
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,79,228
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,177,226
ENSG00000137073.21,chr9,34048824,34048952,TSS,True,50,134
ENSG00000073060.15,chr12,124778586,124786356,ES,False,83,112
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,69,308
ENSG00000111731.12,chr12,22457161,22469708,ES,False,123,178
ENSG00000111731.12,chr12,22544060,22544511,TSS,True,159,189
ENSG00000111731.12,chr12,22544319,22544781,TSS,True,50,189
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,94,568
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,79,107
ENSG00000061273.17,chr12,47819766,47820204,TSS,True,89,109
ENSG00000061273.17,chr12,47795183,47796622,TSS,True,92,107
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,142,174
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,41,174
ENSG00000120798.16,chr12,95028509,95031348,3AS,False,14,102
ENSG00000120798.16,chr12,95057878,95058309,IR,False,100,134
ENSG00000120798.16,chr12,95020229,95022403,PAS,True,22,138
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,47,402
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,174,271
ENSG00000111271.14,chr12,111756332,111757157,PAS,True,23,105
ENSG00000174718.11,chr12,31960871,31980877,ES,False,78,552
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,171,214
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,93,232
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,145,228
ENSG00000249790.2,chr12,8788760,8794304,ES,True,474,532
ENSG00000249790.2,chr12,8788251,8788760,TSS,False,64,597
ENSG00000087470.17,chr12,32737161,32738263,ES,False,223,453
ENSG00000087470.17,chr12,32737161,32740063,ME,False,222,249
ENSG00000087470.17,chr12,32737942,32740063,ES,False,27,254
ENSG00000111752.10,chr12,8921065,8922632,ES,True,54,306
ENSG00000111752.10,chr12,8932813,8933864,5AS,True,49,488
ENSG00000111752.10,chr12,8913938,8914827,TSS,True,404,707
ENSG00000111752.10,chr12,8932562,8933350,TSS,False,580,704
ENSG00000111752.10,chr12,8928520,8930927,TSS,True,561,704
ENSG00000126746.17,chr12,6670838,6673215,ES,False,113,158
ENSG00000126746.17,chr12,6678460,6678945,ES,False,27,129
ENSG00000126746.17,chr12,6678710,6678945,IR,True,104,120
ENSG00000126746.17,chr12,6689367,6689679,TSS,True,117,172
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,138,172
ENSG00000126746.17,chr12,6689097,6689380,TSS,True,153,172
ENSG00000111203.12,chr12,2823943,2824089,5AS,False,110,130
ENSG00000111203.12,chr12,2824089,2828254,PAS,True,45,139
ENSG00000120802.13,chr12,98537572,98546358,ES,False,24,137
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,155,605
ENSG00000120802.13,chr12,98549415,98550351,PAS,True,548,612
ENSG00000180263.13,chr12,95172744,95217224,ES,False,35,283
ENSG00000180263.13,chr12,95076747,95081556,PAS,True,228,316
ENSG00000180263.13,chr12,95086869,95089696,PAS,True,163,315
ENSG00000180263.13,chr12,95094590,95094694,PAS,True,281,314
ENSG00000130779.20,chr12,122380558,122422520,ES,False,97,109
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,128,154
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,68,153
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,49,158
ENSG00000130779.20,chr12,122422917,122423332,TSS,True,136,158
ENSG00000111647.12,chr12,100032320,100037755,PAS,True,100,134
ENSG00000111647.12,chr12,100057571,100057746,PAS,True,90,134
ENSG00000111647.12,chr12,100058027,100059533,PAS,True,98,133
ENSG00000139132.14,chr12,32399959,32564136,ES,True,71,101
ENSG00000139132.14,chr12,32633548,32633677,PAS,True,51,114
ENSG00000139132.14,chr12,32619697,32619870,PAS,True,96,114
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,271,512
ENSG00000072609.17,chr12,132869798,132870723,3AS,False,310,385
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,80,528
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,471,528
ENSG00000139323.13,chr12,89492115,89525119,ES,False,36,110
ENSG00000139323.13,chr12,89419667,89421257,PAS,True,15,113
ENSG00000139323.13,chr12,89525880,89526259,TSS,True,30,115
ENSG00000139323.13,chr12,89525119,89525988,TSS,True,87,115
ENSG00000139182.14,chr12,7129032,7130712,TSS,True,25,106
ENSG00000139182.14,chr12,7157940,7158947,PAS,True,12,102
ENSG00000120647.9,chr12,405564,411746,ES,False,77,146
ENSG00000120647.9,chr12,389033,389486,TSS,True,149,166
ENSG00000120647.9,chr12,401526,401684,TSS,True,20,165
ENSG00000120647.9,chr12,441773,442653,PAS,True,20,165
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,2098,2382
ENSG00000013573.16,chr12,31089490,31089885,IR,False,377,458
ENSG00000013573.16,chr12,31089490,31089890,3AS,False,53,433
ENSG00000013573.16,chr12,31089490,31089890,IR,False,53,134
ENSG00000013573.16,chr12,31103020,31103321,3AS,False,84,484
ENSG00000013573.16,chr12,31103020,31103321,IR,True,84,113
ENSG00000013573.16,chr12,31103731,31103806,IR,False,425,526
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,125,571
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,143,569
ENSG00000013573.16,chr12,31103576,31104808,PAS,True,469,569
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,547,1908
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1486,1906
ENSG00000135473.14,chr12,56319181,56319307,IR,False,105,122
ENSG00000135473.14,chr12,56323913,56324048,5AS,False,100,123
ENSG00000135473.14,chr12,56324182,56324293,3AS,False,43,125
ENSG00000135473.14,chr12,56316922,56317643,PAS,True,14,129
ENSG00000135473.14,chr12,56333861,56334040,TSS,True,17,129
ENSG00000111642.15,chr12,6600356,6600533,3AS,False,19,144
ENSG00000111642.15,chr12,6602154,6602375,3AS,False,100,141
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,220,288
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,126,287
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,173,290
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,243,274
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,143,214
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,91,213
ENSG00000008405.11,chr12,106991363,106992001,PAS,False,43,257
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,404,2152
ENSG00000182196.13,chr12,122981266,122981594,IR,False,41,107
ENSG00000182196.13,chr12,122982538,122982619,IR,False,153,176
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,39,180
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,27,180
ENSG00000197905.8,chr12,2958958,2959481,TSS,True,53,223
ENSG00000197905.8,chr12,2959481,2960040,TSS,True,181,223
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,24,113
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,96,113
ENSG00000166532.15,chr12,8698297,8713814,3AS,True,26,169
ENSG00000166532.15,chr12,8697613,8698297,TSS,True,29,196
ENSG00000166532.15,chr12,8773320,8777190,PAS,True,33,187
ENSG00000166532.15,chr12,8782911,8783096,PAS,True,164,196
ENSG00000064763.10,chr12,29333631,29335616,PAS,True,56,473
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,610,717
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,138,771
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,666,771
ENSG00000089159.16,chr12,120224377,120265616,ES,False,87,101
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,79,180
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,48,324
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,217,246
ENSG00000198431.15,chr12,104287109,104311289,ES,False,64,280
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,64,107
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,122,403
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,362,403
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,339,403
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,230,785
ENSG00000087448.10,chr12,27779977,27781202,TSS,True,14,119
ENSG00000087448.10,chr12,27797714,27803040,PAS,True,16,107
ENSG00000087448.10,chr12,27791707,27793542,PAS,True,93,106
ENSG00000256995.6,chr12,22700094,22861068,ES,False,142,195
ENSG00000256995.6,chr12,22700094,22887963,ME,True,138,154
ENSG00000256995.6,chr12,22700094,22887963,ME,True,19,154
ENSG00000256995.6,chr12,22700094,22887963,ES,True,58,285
ENSG00000256995.6,chr12,22861224,22887963,ES,False,173,205
ENSG00000256995.6,chr12,22972468,23053990,ES,True,44,299
ENSG00000256995.6,chr12,23054154,23057165,5AS,True,50,229
ENSG00000256995.6,chr12,23057897,23173388,ES,False,64,151
ENSG00000256995.6,chr12,22699665,22700094,TSS,True,39,362
ENSG00000256995.6,chr12,23188126,23196600,PAS,True,309,362
ENSG00000256995.6,chr12,23173388,23179354,PAS,True,210,361
ENSG00000256995.6,chr12,23053990,23056734,PAS,True,297,358
ENSG00000139546.10,chr12,53504815,53505648,ES,False,25,197
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,43,203
ENSG00000139546.10,chr12,53501575,53501708,TSS,True,172,203
ENSG00000139636.15,chr12,49103813,49104447,IR,True,97,116
ENSG00000139636.15,chr12,49105957,49106960,IR,True,94,111
ENSG00000139636.15,chr12,49096546,49097739,PAS,True,29,120
ENSG00000139372.14,chr12,103966060,103979830,ES,False,25,168
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,782,1059
ENSG00000135506.15,chr12,57719182,57720405,ES,False,565,1085
ENSG00000111790.13,chr12,26957743,26963341,ES,False,117,211
ENSG00000064115.10,chr12,26976357,26980565,ES,False,18,128
ENSG00000064115.10,chr12,26999676,27014077,ES,False,14,113
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,48,390
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,269,701
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,440,701
ENSG00000090612.20,chr12,133181627,133181945,5AS,False,35,245
ENSG00000090612.20,chr12,133192003,133202143,ES,False,41,245
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,42,249
ENSG00000090612.20,chr12,133181492,133181627,TSS,True,214,249
ENSG00000171792.10,chr12,2877282,2887910,ES,False,26,217
ENSG00000111641.11,chr12,6560326,6560446,IR,False,552,627
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,256,585
ENSG00000111641.11,chr12,6566324,6566528,IR,False,256,298
ENSG00000111641.11,chr12,6566336,6566528,IR,False,329,370
ENSG00000111641.11,chr12,6567922,6568138,IR,False,95,109
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,514,609
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,127,641
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,546,641
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,344,688
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,363,709
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,362,709
ENSG00000152556.16,chr12,48105904,48106137,TSS,False,343,387
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,71,387
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,294,406
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,118,428
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,318,428
ENSG00000184047.17,chr12,122218397,122225964,ME,False,50,263
ENSG00000184047.17,chr12,122225964,122226116,TSS,False,33,309
ENSG00000151135.9,chr12,106956065,106967110,ES,False,18,127
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,21,163
ENSG00000111788.10,chr12,9293910,9294431,ES,True,93,104
ENSG00000111788.10,chr12,9283639,9283896,TSS,True,99,119
ENSG00000111788.10,chr12,9283979,9284133,TSS,True,64,119
ENSG00000111788.10,chr12,9283645,9283774,TSS,True,107,119
ENSG00000111788.10,chr12,9313104,9314956,PAS,False,49,119
ENSG00000111788.10,chr12,9312874,9314105,PAS,True,102,119
ENSG00000111788.10,chr12,9294816,9296309,PAS,True,90,108
ENSG00000110841.13,chr12,27664437,27667165,5AS,False,58,156
ENSG00000110841.13,chr12,27673827,27676427,ES,False,28,153
ENSG00000110841.13,chr12,27656615,27658138,PAS,True,186,235
ENSG00000110841.13,chr12,27691748,27691899,PAS,False,201,238
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,139,240
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,104,176
ENSG00000139697.13,chr12,123350441,123364700,ES,True,161,190
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,49,197
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,165,197
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,71,101
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,50,101
ENSG00000198040.10,chr12,133037545,133041277,5AS,False,79,101
ENSG00000198040.10,chr12,133037275,133037545,TSS,True,51,161
ENSG00000198040.10,chr12,133037282,133037554,TSS,True,132,161
ENSG00000123415.15,chr12,54179806,54182623,PAS,True,13,112
ENSG00000123415.15,chr12,54187818,54188957,TSS,True,92,112
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,68,112
ENSG00000123415.15,chr12,54183655,54183963,TSS,True,90,112
ENSG00000111674.8,chr12,6914659,6915820,3AS,False,263,304
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,131,438
ENSG00000111674.8,chr12,6914537,6915917,TSS,True,317,438
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,330,3165
ENSG00000058272.18,chr12,79805768,79807225,ES,False,91,279
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,81,360
ENSG00000078246.16,chr12,2909580,2922261,ES,False,44,237
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,114,902
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,44,335
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,227,359
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,204,359
ENSG00000139350.11,chr12,96907300,96909751,ES,False,14,126
ENSG00000139350.11,chr12,96907624,96909751,5AS,False,16,134
ENSG00000139350.11,chr12,96907856,96917620,ES,False,58,179
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,40,236
ENSG00000134283.17,chr12,42325947,42326229,TSS,True,15,112
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,23,101
ENSG00000134283.17,chr12,42446591,42448621,PAS,True,81,109
ENSG00000111445.13,chr12,118016892,118019071,ES,False,125,157
ENSG00000111445.13,chr12,118031181,118032239,PAS,True,21,159
ENSG00000082805.19,chr12,991322,1027747,5AS,False,78,105
ENSG00000082805.19,chr12,1110347,1115865,ES,False,43,143
ENSG00000082805.19,chr12,991222,991322,TSS,True,110,195
ENSG00000082805.19,chr12,991206,991487,TSS,True,168,195
ENSG00000082805.19,chr12,991531,991619,TSS,True,156,195
ENSG00000082805.19,chr12,1181924,1182159,PAS,True,125,168
ENSG00000082805.19,chr12,1110191,1110350,PAS,True,148,167
ENSG00000082805.19,chr12,1490092,1495932,PAS,True,108,172
ENSG00000110911.15,chr12,51010766,51026314,5AS,False,214,381
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,354,425
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,80,424
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,209,425
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,262,425
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,43,106
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,66,106
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,32,100
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,97,167
ENSG00000111653.19,chr12,6652767,6652935,IR,False,97,114
ENSG00000111653.19,chr12,6652770,6652944,5AS,False,43,113
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,525,681
ENSG00000051825.14,chr12,123203084,123210055,ES,False,27,119
ENSG00000051825.14,chr12,123223127,123230260,ES,False,14,116
ENSG00000051825.14,chr12,123227572,123230260,3AS,False,17,104
ENSG00000051825.14,chr12,123152319,123156908,PAS,True,38,122
