gene,chr,start,end,splice_type,novel,WTC11_ENCFF388HXU_in_cov,WTC11_ENCFF388HXU_total_cov
ENSG00000109065.11,chr17,74773685,74775621,ES,False,104,116
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,104,157
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,43,182
ENSG00000109065.11,chr17,74775621,74776273,TSS,True,163,182
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,54,161
ENSG00000178971.14,chr17,8229968,8230293,IR,False,78,101
ENSG00000178971.14,chr17,8232475,8232905,IR,True,90,101
ENSG00000178971.14,chr17,8248003,8248063,TSS,True,12,108
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,1440,8452
ENSG00000141349.8,chr17,44071183,44074159,5AS,False,251,288
ENSG00000141349.8,chr17,44070742,44071183,TSS,True,49,301
ENSG00000141349.8,chr17,44070732,44071242,TSS,True,263,301
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,80,153
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,108,168
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,74,168
ENSG00000173894.10,chr17,79778132,79778307,TSS,True,98,427
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,23,138
ENSG00000126653.17,chr17,30116863,30118079,ES,False,172,205
ENSG00000126653.17,chr17,30116863,30172541,ES,False,34,240
ENSG00000074370.17,chr17,3925438,3928662,3AS,False,32,137
ENSG00000074370.17,chr17,3923865,3925441,PAS,True,36,140
ENSG00000074370.17,chr17,3923866,3925438,PAS,True,108,140
ENSG00000074370.17,chr17,3944703,3944845,TSS,True,123,146
ENSG00000074370.17,chr17,3964173,3964495,TSS,True,63,147
ENSG00000108854.15,chr17,64661828,64662363,TSS,True,16,103
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,160,1408
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,34,212
ENSG00000108262.15,chr17,29589326,29589705,TSS,True,48,298
ENSG00000108599.14,chr17,19977591,19977871,TSS,True,20,145
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,94,539
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,227,966
ENSG00000108883.12,chr17,44894416,44894528,TSS,False,846,966
ENSG00000068097.14,chr17,60078695,60078944,TSS,True,15,106
ENSG00000055483.19,chr17,78797879,78798399,3AS,False,66,142
ENSG00000055483.19,chr17,78795647,78797902,PAS,True,102,177
ENSG00000055483.19,chr17,78795648,78797879,PAS,True,112,177
ENSG00000055483.19,chr17,78787380,78787658,PAS,True,158,186
ENSG00000055483.19,chr17,78840735,78840953,TSS,True,55,187
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,80,400
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,76,322
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,33,273
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,32,208
ENSG00000176658.16,chr17,32876777,32877296,TSS,True,33,102
ENSG00000179761.11,chr17,29042991,29043339,TSS,False,17,127
ENSG00000161682.14,chr17,44363596,44363874,TSS,True,25,125
ENSG00000126858.17,chr17,32208309,32224615,ES,False,96,159
ENSG00000126858.17,chr17,32142404,32142729,TSS,True,20,170
ENSG00000170832.12,chr17,60391881,60392168,TSS,True,90,171
ENSG00000154945.6,chr17,50707520,50707922,TSS,True,17,146
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,40,117
ENSG00000121073.14,chr17,49707729,49708222,TSS,False,15,130
ENSG00000141456.14,chr17,4703862,4704244,TSS,True,72,631
ENSG00000007202.14,chr17,28644988,28645210,TSS,True,161,316
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,27,195
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,182,210
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,40,210
ENSG00000168646.12,chr17,65560824,65561288,TSS,False,63,102
ENSG00000168646.12,chr17,65559953,65560361,TSS,True,91,102
ENSG00000168646.12,chr17,65557805,65558639,TSS,True,90,102
ENSG00000168646.12,chr17,65561449,65561655,TSS,False,82,102
ENSG00000073350.13,chr17,75574260,75574609,ES,False,132,322
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,141,307
ENSG00000073350.13,chr17,75574668,75574873,IR,True,141,158
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,69,374
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,289,329
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,230,372
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,201,372
ENSG00000175931.12,chr17,76396127,76396699,TSS,True,231,257
ENSG00000175931.12,chr17,76452724,76453227,TSS,True,93,257
ENSG00000133193.12,chr17,73209768,73227164,ES,False,156,185
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,51,478
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,115,478
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,135,412
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,68,277
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,87,508
ENSG00000141698.16,chr17,41835272,41835858,ES,False,174,196
ENSG00000141698.16,chr17,41835957,41836181,IR,False,40,187
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,167,207
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,65,207
ENSG00000087111.20,chr17,28571188,28571462,IR,False,180,254
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,88,275
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,201,275
ENSG00000233098.8,chr17,20868394,20868685,TSS,True,12,118
ENSG00000233098.8,chr17,20902217,20904723,PAS,False,52,113
ENSG00000233098.8,chr17,20929430,20930049,PAS,True,78,117
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,101,350
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,37,331
ENSG00000169738.7,chr17,82037547,82037630,IR,False,97,114
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,120,155
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,54,155
ENSG00000178921.13,chr17,8248442,8249339,TSS,False,161,543
ENSG00000171302.16,chr17,78997644,78997839,IR,False,67,132
ENSG00000171302.16,chr17,79009663,79009801,TSS,True,20,154
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,88,319
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,261,319
ENSG00000108666.9,chr17,32337954,32338207,IR,True,129,144
ENSG00000108666.9,chr17,32341999,32342204,TSS,True,19,150
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,59,162
ENSG00000258890.6,chr17,64506380,64507116,TSS,True,32,102
ENSG00000082641.15,chr17,48051628,48056418,3AS,False,15,148
ENSG00000082641.15,chr17,48056598,48057343,ES,False,153,192
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,116,237
ENSG00000132361.16,chr17,2696535,2696718,3AS,False,97,237
ENSG00000132361.16,chr17,2711561,2711833,TSS,True,138,303
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,144,498
ENSG00000182534.13,chr17,76680879,76685071,ES,False,186,225
ENSG00000180901.10,chr17,75047170,75047589,TSS,True,33,170
ENSG00000108465.14,chr17,47971152,47971361,IR,False,231,270
ENSG00000108465.14,chr17,47974448,47975158,IR,False,145,267
ENSG00000108465.14,chr17,47975653,47975868,IR,False,140,283
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,75,306
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,260,306
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,73,491
ENSG00000213977.7,chr17,3668487,3668618,TSS,True,13,102
ENSG00000136444.9,chr17,50484545,50484743,IR,True,89,102
ENSG00000136444.9,chr17,50484894,50485178,IR,True,12,103
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,13,110
ENSG00000136444.9,chr17,50484743,50485981,PAS,True,27,107
ENSG00000136444.9,chr17,50485178,50485980,PAS,True,95,107
ENSG00000169683.7,chr17,82028683,82029092,IR,False,98,116
ENSG00000169683.7,chr17,82023042,82023863,TSS,True,18,132
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,169,188
ENSG00000108788.11,chr17,42567655,42568836,ES,False,26,181
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,36,206
ENSG00000108848.15,chr17,50737026,50740305,ES,False,326,365
ENSG00000108848.15,chr17,50746702,50750500,ES,False,349,400
ENSG00000108848.15,chr17,50750641,50750746,IR,False,92,220
ENSG00000108848.15,chr17,50750694,50752199,IR,False,174,300
ENSG00000108848.15,chr17,50750852,50751296,IR,False,20,188
ENSG00000108848.15,chr17,50750852,50752199,IR,False,43,209
ENSG00000108848.15,chr17,50751362,50752199,IR,False,21,187
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,74,435
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,191,431
ENSG00000108848.15,chr17,50750500,50756219,PAS,True,279,405
ENSG00000129219.13,chr17,4819549,4821792,5AS,False,36,129
ENSG00000129219.13,chr17,4807073,4807225,TSS,True,32,134
ENSG00000188895.11,chr17,40121989,40123380,TSS,True,34,109
ENSG00000133030.20,chr17,17138075,17142626,5AS,False,116,132
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,62,189
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,85,598
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,192,903
ENSG00000136504.11,chr17,49805445,49811475,ES,False,40,161
ENSG00000136504.11,chr17,49788647,49788849,TSS,True,350,505
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,242,505
ENSG00000127804.12,chr17,2416048,2417173,PAS,True,108,138
ENSG00000127804.12,chr17,2416048,2420596,PAS,True,78,118
ENSG00000127804.12,chr17,2416048,2417151,PAS,True,119,138
ENSG00000127804.12,chr17,2511758,2511918,TSS,True,29,140
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,76,497
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,149,517
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,436,517
ENSG00000072778.19,chr17,7222081,7222176,IR,False,316,473
ENSG00000072778.19,chr17,7222302,7222666,IR,True,374,477
ENSG00000072778.19,chr17,7222865,7223132,IR,False,289,481
ENSG00000072778.19,chr17,7224393,7224483,3AS,False,60,501
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,85,509
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,82,534
ENSG00000132388.12,chr17,4366270,4366683,TSS,True,78,674
ENSG00000108349.16,chr17,40169662,40170451,3AS,True,90,465
ENSG00000108349.16,chr17,40140296,40140779,TSS,True,91,509
ENSG00000108349.16,chr17,40170451,40172181,PAS,True,396,494
ENSG00000108349.16,chr17,40170446,40172179,PAS,True,113,494
ENSG00000181222.15,chr17,7484320,7484857,TSS,True,193,593
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,24,127
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,89,127
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,51,124
ENSG00000170291.14,chr17,7258587,7259937,PAS,True,113,127
ENSG00000278535.4,chr17,36599050,36599670,IR,False,115,129
ENSG00000278535.4,chr17,36600161,36600804,PAS,True,17,153
ENSG00000109046.14,chr17,27306882,27307743,IR,True,252,302
ENSG00000109046.14,chr17,27306882,27309099,ES,True,133,192
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,133,327
ENSG00000109046.14,chr17,27306882,27309099,IR,True,133,183
ENSG00000109046.14,chr17,27307919,27309099,IR,True,42,318
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,92,498
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,35,267
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,116,226
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,44,258
ENSG00000008283.15,chr17,63446244,63446357,TSS,True,70,167
ENSG00000008283.15,chr17,63445897,63446180,TSS,False,127,167
ENSG00000087157.18,chr17,78392665,78398251,ES,False,106,206
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,66,205
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,164,196
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,37,246
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,46,246
ENSG00000087157.18,chr17,78419545,78424660,PAS,True,206,239
ENSG00000108256.8,chr17,29293782,29294396,TSS,True,157,298
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,34,255
ENSG00000270885.1,chr17,35731638,35731878,TSS,False,16,136
ENSG00000072134.15,chr17,19312144,19313122,3AS,False,30,160
ENSG00000072134.15,chr17,19237331,19237531,TSS,True,43,213
ENSG00000072134.15,chr17,19333955,19336715,PAS,True,33,193
ENSG00000072134.15,chr17,19335404,19336715,PAS,False,169,193
ENSG00000132359.14,chr17,2853339,2854102,TSS,True,103,164
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,129,407
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,340,407
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,129,788
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,23,110
ENSG00000170037.13,chr17,7948619,7949084,3AS,False,78,123
ENSG00000170037.13,chr17,7949137,7949384,5AS,False,18,133
ENSG00000170037.13,chr17,7932104,7933349,TSS,True,42,134
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,33,140
ENSG00000108654.14,chr17,64500326,64502009,IR,True,33,226
ENSG00000108654.14,chr17,64500773,64501056,IR,False,43,320
ENSG00000108654.14,chr17,64500773,64502009,IR,False,1795,2070
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,262,2217
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,87,389
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,381,692
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,33,280
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,132,245
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,77,317
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,78,255
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,216,255
ENSG00000108639.7,chr17,78171054,78171738,ES,False,68,486
ENSG00000225663.7,chr17,81822907,81823208,IR,False,79,237
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,84,239
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,165,245
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,38,245
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,41,120
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,41,161
ENSG00000175061.17,chr17,16439414,16440184,ES,False,365,522
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,134,597
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,528,597
ENSG00000108406.9,chr17,59565588,59565783,TSS,True,19,104
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,20,174
ENSG00000167182.14,chr17,47896293,47915311,ES,False,95,109
ENSG00000167182.14,chr17,47927723,47928959,PAS,False,16,115
ENSG00000108469.14,chr17,75628762,75628933,3AS,False,95,108
ENSG00000108469.14,chr17,75629475,75629707,IR,True,86,103
ENSG00000108469.14,chr17,75666571,75667043,IR,False,74,110
ENSG00000108469.14,chr17,75667043,75667198,TSS,False,55,129
ENSG00000108469.14,chr17,75666427,75667192,TSS,True,92,129
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,196,257
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,201,257
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,204,257
ENSG00000188522.14,chr17,18977583,18978175,TSS,False,101,117
ENSG00000188522.14,chr17,19004708,19004835,TSS,False,64,117
ENSG00000188522.14,chr17,19003519,19004170,TSS,False,101,117
ENSG00000141551.14,chr17,82244831,82248874,ES,False,129,271
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,72,326
ENSG00000006125.17,chr17,35657791,35671753,ES,False,120,212
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,144,271
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,217,271
ENSG00000136451.8,chr17,57980786,57981872,3AS,False,167,191
ENSG00000136451.8,chr17,57988078,57988386,TSS,True,32,211
ENSG00000108852.14,chr17,43900470,43900655,TSS,False,46,217
ENSG00000187607.15,chr17,15708247,15716058,3AS,False,53,138
ENSG00000187607.15,chr17,15699714,15699777,TSS,False,111,190
ENSG00000187607.15,chr17,15699760,15700366,TSS,True,126,190
ENSG00000187607.15,chr17,15716058,15720785,PAS,True,102,151
ENSG00000187607.15,chr17,15715999,15720782,PAS,True,69,151
ENSG00000141295.13,chr17,47838002,47838269,IR,False,92,134
ENSG00000141295.13,chr17,47838002,47838335,5AS,False,15,107
ENSG00000141295.13,chr17,47838450,47838530,IR,True,126,148
ENSG00000141295.13,chr17,47839643,47840190,IR,True,110,136
ENSG00000141295.13,chr17,47840843,47841207,5AS,False,82,103
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,44,151
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,122,150
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,68,151
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,115,151
ENSG00000141295.13,chr17,47841184,47841275,TSS,True,130,151
ENSG00000166582.9,chr17,16348685,16349139,IR,False,27,176
ENSG00000166582.9,chr17,16348685,16349930,ES,True,319,366
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,319,459
ENSG00000166582.9,chr17,16342516,16342941,PAS,True,55,520
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,232,385
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,198,385
ENSG00000171634.17,chr17,67928601,67929335,ES,False,116,138
ENSG00000171634.17,chr17,67945896,67947725,5AS,False,115,162
ENSG00000171634.17,chr17,67825498,67826337,TSS,True,145,188
ENSG00000171634.17,chr17,67910673,67913187,TSS,True,128,184
ENSG00000171634.17,chr17,67982251,67984376,PAS,True,141,180
ENSG00000171634.17,chr17,67959540,67960377,PAS,True,89,171
ENSG00000171634.17,chr17,67981435,67984378,PAS,False,141,180
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,58,305
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,84,590
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,326,756
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,127,859
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,363,1011
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,317,379
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,111,379
ENSG00000067596.11,chr17,43483885,43484185,TSS,True,25,210
ENSG00000067596.11,chr17,43523627,43524321,PAS,True,32,208
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,119,243
ENSG00000141510.17,chr17,7677324,7677519,TSS,True,207,243
ENSG00000181610.12,chr17,57849966,57850120,TSS,True,13,119
ENSG00000185504.16,chr17,81545882,81547322,5AS,True,27,112
ENSG00000185504.16,chr17,81552165,81553133,TSS,True,37,121
ENSG00000186185.13,chr17,44926186,44926413,IR,False,31,147
ENSG00000186185.13,chr17,44928551,44928818,3AS,True,20,138
ENSG00000186185.13,chr17,44932242,44932672,IR,True,109,128
ENSG00000186185.13,chr17,44924706,44926499,PAS,True,37,151
ENSG00000186185.13,chr17,44924706,44926186,PAS,False,120,151
ENSG00000186185.13,chr17,44947627,44947776,TSS,True,38,158
ENSG00000141556.20,chr17,82751859,82752377,TSS,True,53,131
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,84,249
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,107,603
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,279,1300
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,225,802
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,624,802
ENSG00000184640.17,chr17,77281366,77281554,TSS,True,481,535
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,428,535
ENSG00000184640.17,chr17,77451477,77451528,TSS,True,383,535
ENSG00000184640.17,chr17,77466399,77466560,TSS,False,469,535
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,76,754
ENSG00000179409.10,chr17,752132,752275,TSS,True,39,301
ENSG00000167291.15,chr17,79932357,79941107,PAS,True,25,108
ENSG00000167291.15,chr17,79935794,79940694,PAS,True,93,108
ENSG00000167291.15,chr17,80035794,80035907,TSS,False,166,240
ENSG00000133028.11,chr17,10697234,10697982,TSS,True,21,167
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,379,1237
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,49,103
ENSG00000187838.16,chr17,7394103,7394563,TSS,True,63,103
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,155,279
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,170,294
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,139,294
ENSG00000171298.12,chr17,80101625,80104554,ES,False,46,184
ENSG00000171298.12,chr17,80111025,80111982,IR,True,231,260
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,101,289
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,49,228
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,198,228
ENSG00000011295.15,chr17,16000032,16000117,IR,False,262,295
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,60,321
ENSG00000120063.9,chr17,65014641,65056310,3AS,True,33,176
ENSG00000120063.9,chr17,65009295,65014829,PAS,True,34,188
ENSG00000120063.9,chr17,65010715,65014641,PAS,True,154,188
ENSG00000120063.9,chr17,65056310,65056818,TSS,False,63,240
ENSG00000121067.17,chr17,49622876,49677932,ES,False,103,136
ENSG00000108395.13,chr17,58999459,59012327,ES,False,34,306
ENSG00000108395.13,chr17,59001714,59012327,3AS,False,242,273
ENSG00000108395.13,chr17,59091340,59106440,ES,False,31,262
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,281,315
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,41,310
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,53,317
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,46,142
ENSG00000108433.16,chr17,46932199,46938598,ES,False,15,133
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,23,171
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,52,161
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,139,161
ENSG00000108433.16,chr17,46966533,46967000,PAS,True,150,171
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,72,193
ENSG00000141552.17,chr17,81891833,81894466,ES,False,77,149
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,77,275
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,87,121
ENSG00000141552.17,chr17,81891841,81894466,ES,False,61,144
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,61,115
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,221,372
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,224,372
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,324,372
ENSG00000087152.15,chr17,44199495,44199972,TSS,False,62,100
ENSG00000173065.13,chr17,28759764,28766585,3AS,False,99,422
ENSG00000173065.13,chr17,28766707,28812208,ES,True,251,299
ENSG00000173065.13,chr17,28755973,28759764,PAS,True,324,423
ENSG00000173065.13,chr17,28755970,28759876,PAS,True,99,423
ENSG00000173065.13,chr17,28812208,28812467,TSS,False,176,476
ENSG00000173065.13,chr17,28842681,28842855,TSS,True,388,476
ENSG00000177302.14,chr17,18314598,18315131,TSS,True,17,123
ENSG00000013306.15,chr17,44321231,44321433,IR,False,1084,1225
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,878,1164
ENSG00000013306.15,chr17,44323590,44324710,IR,True,22,121
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,152,1257
ENSG00000178307.9,chr17,21198840,21214090,ES,False,125,169
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,67,311
ENSG00000154920.14,chr17,50372985,50373277,TSS,True,18,103
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,38,221
ENSG00000176974.19,chr17,18330671,18340042,ES,True,47,244
ENSG00000176974.19,chr17,18333288,18340042,ES,False,75,202
ENSG00000141258.12,chr17,2336518,2337745,TSS,True,32,108
ENSG00000141258.12,chr17,2379431,2381074,PAS,True,30,106
ENSG00000141258.12,chr17,2380264,2381074,PAS,True,84,108
ENSG00000182628.12,chr17,59112345,59131280,ES,False,19,103
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,16,117
ENSG00000204650.14,chr17,45620327,45620372,TSS,True,73,135
ENSG00000204650.14,chr17,45621904,45622041,TSS,False,96,135
ENSG00000204650.14,chr17,45636282,45637966,PAS,True,28,117
ENSG00000204650.14,chr17,45645900,45646232,PAS,True,115,131
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,437,816
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,58,422
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,169,1213
ENSG00000008294.20,chr17,51021365,51041500,ES,False,99,126
ENSG00000008294.20,chr17,51120353,51120908,TSS,True,30,150
ENSG00000133026.12,chr17,8623277,8630653,ES,True,352,402
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,524,935
ENSG00000125447.17,chr17,75243570,75246508,ES,False,43,275
ENSG00000125447.17,chr17,75236591,75238389,PAS,False,40,308
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,46,320
ENSG00000180329.13,chr17,44679043,44682002,ES,False,21,150
ENSG00000108523.15,chr17,4940230,4940486,5AS,False,77,139
ENSG00000108523.15,chr17,4940726,4940872,IR,False,40,233
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,187,283
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,186,283
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,207,283
ENSG00000109111.14,chr17,28662342,28673370,ES,False,172,194
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,125,319
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,21,100
ENSG00000065559.14,chr17,12021001,12081355,ES,False,19,139
ENSG00000065559.14,chr17,12021001,12095574,ES,False,17,164
ENSG00000065559.14,chr17,12020788,12021001,TSS,True,34,202
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,519,638
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,176,638
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,122,140
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,29,151
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,133,151
ENSG00000169727.12,chr17,82051964,82053273,ES,False,585,668
ENSG00000169727.12,chr17,82052459,82053273,IR,True,134,185
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,707,825
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,132,829
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,172,849
ENSG00000163597.14,chr17,76557857,76561287,ES,False,553,910
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,112,1023
ENSG00000129197.14,chr17,5422829,5432541,ES,False,20,107
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,22,132
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,18,132
ENSG00000154217.14,chr17,67675542,67692571,ES,False,23,140
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,61,298
ENSG00000128487.16,chr17,20156236,20227412,ES,False,41,126
ENSG00000128487.16,chr17,20155961,20156236,TSS,True,38,165
ENSG00000128487.16,chr17,20236859,20239429,PAS,True,134,152
ENSG00000128487.16,chr17,20313975,20314766,PAS,True,24,158
ENSG00000167536.13,chr17,28902701,28902817,IR,False,100,132
ENSG00000167536.13,chr17,28902817,28903004,TSS,True,34,142
ENSG00000167536.13,chr17,28902582,28903055,TSS,True,110,142
ENSG00000178691.10,chr17,31940486,31966146,ES,False,37,210
ENSG00000178691.10,chr17,31936888,31937520,TSS,True,35,241
