gene,chr,start,end,splice_type,novel,WTC11_ENCFF373TKM_in_cov,WTC11_ENCFF373TKM_total_cov
ENSG00000188566.13,chr9,137215521,137215658,IR,True,124,141
ENSG00000188566.13,chr9,137216017,137216093,IR,True,117,134
ENSG00000188566.13,chr9,137216188,137216271,IR,True,94,142
ENSG00000188566.13,chr9,137205666,137205912,TSS,True,40,154
ENSG00000188566.13,chr9,137216271,137219375,PAS,True,51,154
ENSG00000188566.13,chr9,137216093,137219369,PAS,True,122,154
ENSG00000188566.13,chr9,137215898,137219372,PAS,True,135,151
ENSG00000156017.12,chr9,75028011,75028517,TSS,True,36,228
ENSG00000137055.14,chr9,26913947,26919309,ES,False,69,245
ENSG00000148297.15,chr9,133341694,133344124,IR,False,34,246
ENSG00000148297.15,chr9,133340899,133344333,PAS,True,42,250
ENSG00000148297.15,chr9,133340904,133341694,PAS,True,245,279
ENSG00000148297.15,chr9,133347921,133348131,TSS,True,60,280
ENSG00000107104.18,chr9,504037,504754,TSS,True,76,189
ENSG00000107104.18,chr9,710797,713464,TSS,True,163,185
ENSG00000107104.18,chr9,745172,746105,PAS,True,25,191
ENSG00000187764.11,chr9,89405699,89455887,ES,False,86,171
ENSG00000187764.11,chr9,89455953,89497918,ES,True,147,169
ENSG00000187764.11,chr9,89497918,89498170,TSS,True,58,231
ENSG00000176101.11,chr9,137188778,137189065,IR,False,83,170
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,90,177
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,93,177
ENSG00000070061.14,chr9,108931056,108933863,3AS,True,65,180
ENSG00000070061.14,chr9,108933863,108934413,TSS,True,29,213
ENSG00000165271.16,chr9,33473788,33473951,TSS,True,46,177
ENSG00000186193.8,chr9,137069889,137070587,TSS,False,47,217
ENSG00000186193.8,chr9,137063537,137064128,TSS,True,193,217
ENSG00000148334.14,chr9,128122479,128122929,IR,True,12,111
ENSG00000148334.14,chr9,128122479,128122933,IR,False,404,503
ENSG00000135048.13,chr9,71768356,71768930,TSS,True,60,104
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,31,100
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,29,103
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,83,103
ENSG00000135049.15,chr9,85655200,85657434,3AS,False,49,228
ENSG00000135049.15,chr9,85542737,85547286,PAS,True,40,259
ENSG00000135049.15,chr9,85741774,85742010,TSS,True,43,259
ENSG00000165688.11,chr9,136416391,136416950,IR,False,513,575
ENSG00000197070.13,chr9,137615000,137615073,IR,False,67,107
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,11,109
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,42,109
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,70,109
ENSG00000136908.17,chr9,127936655,127937433,IR,False,136,191
ENSG00000136908.17,chr9,127936655,127937817,ES,True,16,118
ENSG00000136908.17,chr9,127937523,127937817,IR,True,122,157
ENSG00000136908.17,chr9,127936552,127937830,TSS,True,173,208
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,70,208
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,173,208
ENSG00000196422.10,chr9,135482815,135483949,ES,True,92,120
ENSG00000196422.10,chr9,135482815,135483949,5AS,True,92,103
ENSG00000196422.10,chr9,135479449,135479724,TSS,False,142,187
ENSG00000196422.10,chr9,135479800,135480022,TSS,False,105,187
ENSG00000196422.10,chr9,135484448,135488894,PAS,True,18,147
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,38,337
PB_novel_214572,chr9,97215113,97219583,5AS,True,31,279
PB_novel_214572,chr9,97217363,97219583,5AS,True,266,324
PB_novel_214572,chr9,97214704,97215113,TSS,True,291,359
PB_novel_214572,chr9,97216485,97217380,TSS,True,315,357
PB_novel_214572,chr9,97214860,97217363,TSS,True,110,357
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,30,195
ENSG00000136854.20,chr9,127612189,127612440,TSS,True,17,108
ENSG00000148384.12,chr9,136428567,136429807,PAS,False,20,115
ENSG00000148384.12,chr9,136438607,136439891,TSS,False,24,116
ENSG00000120159.12,chr9,26887513,26892412,5AS,False,141,183
ENSG00000120159.12,chr9,26892412,26892818,TSS,True,53,194
ENSG00000120159.12,chr9,26892258,26892818,TSS,True,155,194
ENSG00000130559.18,chr9,135820838,135823260,TSS,True,90,123
ENSG00000130559.18,chr9,135906999,135907584,TSS,True,68,123
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,108,137
ENSG00000165304.7,chr9,36581739,36589535,ES,False,43,142
ENSG00000165304.7,chr9,36589652,36597221,ES,False,20,148
ENSG00000165304.7,chr9,36651877,36665349,ES,False,23,164
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,46,173
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,143,173
ENSG00000135052.16,chr9,86099410,86099685,TSS,False,81,748
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,141,1228
ENSG00000167110.17,chr9,128275892,128276056,TSS,True,37,112
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,15,127
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,43,128
ENSG00000137074.18,chr9,33001332,33001593,TSS,True,115,128
ENSG00000165138.17,chr9,98732553,98736281,IR,True,24,101
ENSG00000165138.17,chr9,98732553,98736495,IR,False,43,120
ENSG00000165138.17,chr9,98732553,98736526,5AS,False,66,139
ENSG00000165138.17,chr9,98732553,98736526,IR,False,66,143
ENSG00000165138.17,chr9,98756603,98768080,3AS,False,161,258
ENSG00000165138.17,chr9,98784876,98796132,ES,True,178,326
ENSG00000165138.17,chr9,98731320,98732553,PAS,False,257,397
ENSG00000165138.17,chr9,98731333,98736623,PAS,True,253,382
ENSG00000165138.17,chr9,98783564,98784157,PAS,True,269,364
ENSG00000165138.17,chr9,98796132,98796555,TSS,False,62,397
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,125,151
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,29,105
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,17,154
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,78,153
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,124,153
ENSG00000086102.18,chr9,33369905,33371159,PAS,False,107,154
ENSG00000130558.19,chr9,135075265,135075802,TSS,True,107,145
ENSG00000130558.19,chr9,135087604,135088139,TSS,True,49,144
ENSG00000165219.21,chr9,125261959,125298889,ES,False,58,111
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,16,124
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,40,152
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,19,105
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,130,162
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,119,162
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,128,162
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,113,498
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,75,456
ENSG00000160271.15,chr9,133100382,133101519,5AS,False,132,148
ENSG00000160271.15,chr9,133101762,133101937,IR,False,132,151
ENSG00000160271.15,chr9,133104331,133105931,ES,False,128,152
ENSG00000160271.15,chr9,133109685,133110295,3AS,False,83,146
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,20,156
ENSG00000081377.16,chr9,96503789,96522505,ME,False,38,154
ENSG00000081377.16,chr9,96503789,96522505,ES,False,127,285
ENSG00000081377.16,chr9,96619218,96619863,TSS,True,59,318
ENSG00000107362.13,chr9,71910633,71911234,TSS,True,20,159
ENSG00000165802.22,chr9,137454443,137456410,ES,False,64,408
ENSG00000165802.22,chr9,137454443,137456410,IR,True,64,101
ENSG00000165802.22,chr9,137455307,137456410,IR,True,341,409
ENSG00000137073.21,chr9,33953474,33960825,ES,False,27,215
ENSG00000137073.21,chr9,33963791,33986759,ES,False,25,200
ENSG00000137073.21,chr9,34048824,34048952,TSS,True,86,272
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,22,198
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,57,267
ENSG00000073060.15,chr12,124778586,124786356,ES,False,265,296
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,73,293
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,33,326
ENSG00000111731.12,chr12,22457161,22469708,ES,False,128,198
ENSG00000111731.12,chr12,22544060,22544511,TSS,True,189,212
ENSG00000111731.12,chr12,22544319,22544781,TSS,True,72,212
ENSG00000166881.9,chr12,57064739,57070819,5AS,False,32,155
ENSG00000166881.9,chr12,57069306,57070819,5AS,False,16,127
ENSG00000166881.9,chr12,57078618,57078792,TSS,True,40,207
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,165,600
ENSG00000061273.17,chr12,47819766,47820204,TSS,True,64,148
ENSG00000151148.13,chr12,109477764,109481636,5AS,False,38,127
ENSG00000151148.13,chr12,109477371,109478109,TSS,True,60,146
ENSG00000151148.13,chr12,109477393,109477764,TSS,True,104,146
ENSG00000151148.13,chr12,109490489,109490722,PAS,True,117,135
ENSG00000151148.13,chr12,109534590,109536705,PAS,True,44,143
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,16,129
ENSG00000133704.9,chr12,30630957,30631894,IR,True,173,198
ENSG00000133704.9,chr12,30628980,30630957,PAS,True,25,199
ENSG00000133704.9,chr12,30628980,30632011,PAS,True,175,199
ENSG00000133704.9,chr12,30695563,30695988,TSS,True,48,211
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,344,499
ENSG00000060138.12,chr12,10704148,10713210,ES,False,175,1618
ENSG00000060138.12,chr12,10704148,10713210,5AS,False,175,213
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,117,1055
ENSG00000111271.14,chr12,111686020,111686239,TSS,True,16,100
ENSG00000174718.11,chr12,31960871,31980877,ES,False,14,105
ENSG00000174718.11,chr12,31959371,31959491,TSS,True,77,168
ENSG00000174718.11,chr12,31982443,31985957,TSS,True,117,161
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,281,320
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,64,367
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,95,149
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,135,186
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,85,186
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,185,1608
ENSG00000079387.13,chr12,48105401,48106033,TSS,True,60,111
ENSG00000079387.13,chr12,48106027,48106308,TSS,True,85,111
ENSG00000079387.13,chr12,48105456,48106033,TSS,False,90,111
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,66,578
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,15,143
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,108,765
ENSG00000123374.10,chr12,55967124,55967856,IR,False,168,190
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,32,200
ENSG00000123374.10,chr12,55966794,55967934,TSS,True,179,200
ENSG00000249790.2,chr12,8788760,8794304,5AS,False,178,641
ENSG00000249790.2,chr12,8788251,8788760,TSS,False,538,731
ENSG00000249790.2,chr12,8788252,8788786,TSS,True,264,731
ENSG00000087470.17,chr12,32737161,32738263,ES,False,104,229
ENSG00000087470.17,chr12,32737161,32740063,ME,False,102,119
ENSG00000087470.17,chr12,32737942,32740063,ES,False,17,138
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,45,281
ENSG00000111752.10,chr12,8919873,8920984,5AS,True,69,152
ENSG00000111752.10,chr12,8921065,8922632,ES,True,324,2873
ENSG00000111752.10,chr12,8921065,8930434,ME,True,345,422
ENSG00000111752.10,chr12,8921750,8922656,3AS,False,303,2861
ENSG00000111752.10,chr12,8913938,8914827,TSS,True,565,3666
ENSG00000177425.10,chr12,79689728,79690580,TSS,True,319,699
ENSG00000177425.10,chr12,79690871,79691356,TSS,False,560,699
ENSG00000081760.16,chr12,125134852,125142091,ES,False,19,122
ENSG00000081760.16,chr12,125065376,125065717,TSS,True,21,129
ENSG00000139324.11,chr12,88142279,88142487,TSS,True,26,104
ENSG00000120805.13,chr12,101407641,101407794,TSS,True,17,149
ENSG00000135451.12,chr12,49329454,49329856,IR,True,71,102
ENSG00000135451.12,chr12,49329991,49330144,IR,True,83,104
ENSG00000135451.12,chr12,49330573,49330660,IR,False,12,110
ENSG00000135451.12,chr12,49330943,49331213,IR,False,78,111
ENSG00000135451.12,chr12,49323185,49323349,TSS,True,16,130
ENSG00000135451.12,chr12,49331572,49331734,PAS,True,15,130
PB_novel_215088,chr12,14708215,14710010,3AS,True,36,121
PB_novel_215088,chr12,14705459,14708344,PAS,True,52,131
PB_novel_215088,chr12,14705459,14708215,PAS,True,100,131
ENSG00000126746.17,chr12,6670838,6673215,ES,False,146,213
ENSG00000126746.17,chr12,6673440,6678126,ES,False,190,213
ENSG00000126746.17,chr12,6678460,6678945,ES,False,29,177
ENSG00000126746.17,chr12,6689367,6689679,TSS,True,184,221
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,143,221
ENSG00000126746.17,chr12,6689097,6689380,TSS,True,183,221
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,50,157
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,140,157
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,45,102
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,72,102
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,88,102
ENSG00000091039.16,chr12,76450979,76487509,3AS,False,46,139
ENSG00000091039.16,chr12,76559396,76559873,TSS,True,67,217
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,97,442
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,381,461
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,36,196
ENSG00000204842.15,chr12,111452840,111456028,ES,False,50,115
ENSG00000204842.15,chr12,111457359,111470107,ES,False,61,127
ENSG00000204842.15,chr12,111470742,111485270,5AS,False,45,123
ENSG00000204842.15,chr12,111513539,111518248,ES,False,19,129
ENSG00000204842.15,chr12,111451798,111452840,PAS,True,25,144
ENSG00000204842.15,chr12,111598783,111599573,TSS,True,27,146
ENSG00000175970.10,chr12,120710439,120710718,TSS,True,43,136
ENSG00000123094.15,chr12,25958516,25959148,TSS,True,20,108
ENSG00000130787.13,chr12,122860077,122860147,IR,False,158,179
ENSG00000130787.13,chr12,122835288,122835643,TSS,True,36,189
ENSG00000111711.9,chr12,21506976,21508382,ES,False,124,142
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,593,664
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,72,677
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,41,324
ENSG00000184613.10,chr12,44875814,44876359,TSS,True,74,193
ENSG00000184613.10,chr12,44876293,44876375,TSS,True,141,193
ENSG00000072609.17,chr12,132851734,132853430,3AS,False,142,258
ENSG00000072609.17,chr12,132869798,132870723,3AS,False,156,197
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,102,271
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,190,271
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,25,194
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,920,1025
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,528,1141
ENSG00000184752.12,chr12,94971513,95003594,3AS,True,18,146
ENSG00000184752.12,chr12,94971620,95002738,ES,False,14,128
ENSG00000184752.12,chr12,94971329,94971620,PAS,True,18,147
ENSG00000184752.12,chr12,94971332,94971513,PAS,True,129,147
ENSG00000013573.16,chr12,31089151,31089402,IR,False,225,253
ENSG00000013573.16,chr12,31089490,31089885,IR,False,151,214
ENSG00000013573.16,chr12,31089490,31089890,3AS,False,42,193
ENSG00000013573.16,chr12,31089490,31089890,IR,False,42,106
ENSG00000013573.16,chr12,31101130,31101832,IR,True,260,293
ENSG00000013573.16,chr12,31103731,31103806,IR,False,237,317
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,108,322
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,85,321
ENSG00000013573.16,chr12,31103576,31104808,PAS,True,245,321
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,216,363
ENSG00000089009.15,chr12,112409410,112409596,TSS,True,193,363
ENSG00000135473.14,chr12,56317643,56319087,ES,False,12,117
ENSG00000135473.14,chr12,56319181,56319307,IR,False,89,115
ENSG00000135473.14,chr12,56322758,56323061,IR,False,81,112
ENSG00000135473.14,chr12,56323913,56324048,5AS,False,83,103
ENSG00000135473.14,chr12,56324182,56324293,3AS,False,39,114
ENSG00000135473.14,chr12,56326409,56326616,IR,True,90,108
ENSG00000135473.14,chr12,56333861,56334040,TSS,True,25,130
ENSG00000111642.15,chr12,6600356,6600533,3AS,False,103,281
ENSG00000111642.15,chr12,6602154,6602375,3AS,False,156,227
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,478,654
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,576,654
ENSG00000122965.10,chr12,113816735,113818186,PAS,True,314,374
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,313,374
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,156,370
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,38,376
ENSG00000247077.6,chr12,132717798,132717989,3AS,True,41,103
ENSG00000247077.6,chr12,132710627,132711067,TSS,False,18,119
ENSG00000179899.8,chr12,55410604,55411720,IR,True,25,238
ENSG00000179899.8,chr12,55409673,55414511,PAS,True,26,238
ENSG00000179899.8,chr12,55409684,55410604,PAS,True,218,243
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,108,167
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,65,127
ENSG00000182196.13,chr12,122981266,122981594,IR,False,65,117
ENSG00000182196.13,chr12,122982538,122982619,IR,False,180,201
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,94,202
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,148,202
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,22,202
ENSG00000135457.9,chr12,51095275,51095988,3AS,False,30,147
ENSG00000135457.9,chr12,51093684,51095278,PAS,True,31,147
ENSG00000135457.9,chr12,51093757,51095275,PAS,False,117,147
ENSG00000135457.9,chr12,51172300,51173137,TSS,True,21,148
ENSG00000111540.15,chr12,55974139,55986868,5AS,True,217,246
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,67,293
ENSG00000197905.8,chr12,2958958,2959481,TSS,True,56,156
ENSG00000197905.8,chr12,2959481,2960040,TSS,True,121,156
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,74,309
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,249,309
ENSG00000111300.9,chr12,112108715,112109434,TSS,True,40,163
ENSG00000139197.10,chr12,7189614,7189750,TSS,False,56,106
ENSG00000139197.10,chr12,7189712,7190216,TSS,False,79,106
ENSG00000166532.15,chr12,8698297,8713814,3AS,True,30,163
ENSG00000166532.15,chr12,8697613,8698297,TSS,True,50,212
ENSG00000166532.15,chr12,8773320,8777190,PAS,True,62,177
ENSG00000166532.15,chr12,8782911,8783096,PAS,True,129,210
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,679,824
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,200,910
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,766,910
ENSG00000089159.16,chr12,120215273,120215559,3AS,False,163,222
ENSG00000089159.16,chr12,120215273,120215559,IR,True,163,190
ENSG00000089159.16,chr12,120215273,120221622,ES,False,503,671
ENSG00000089159.16,chr12,120215273,120221622,3AS,False,503,627
ENSG00000089159.16,chr12,120215661,120221622,ES,False,160,197
ENSG00000089159.16,chr12,120215661,120221622,3AS,True,160,194
ENSG00000089159.16,chr12,120224377,120265616,ME,False,112,127
ENSG00000089159.16,chr12,120224377,120226361,5AS,False,83,113
ENSG00000089159.16,chr12,120224377,120265616,ES,False,633,766
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,89,857
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,246,777
PB_novel_215144,chr12,59320075,59320978,PAS,True,174,238
PB_novel_215144,chr12,59328356,59328609,TSS,True,215,250
PB_novel_215144,chr12,59326402,59328608,TSS,True,186,250
ENSG00000198598.6,chr12,131844081,131845117,IR,True,145,162
ENSG00000198598.6,chr12,131845449,131849938,3AS,False,102,187
ENSG00000175215.10,chr12,57827097,57827551,5AS,False,204,238
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,96,352
ENSG00000198431.15,chr12,104287109,104311289,ES,False,47,216
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,157,376
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,296,376
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,160,527
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,26,151
ENSG00000139546.10,chr12,53503129,53503712,IR,True,102,114
ENSG00000139546.10,chr12,53503129,53503729,3AS,False,12,115
ENSG00000139546.10,chr12,53504469,53504697,3AS,False,112,131
ENSG00000139546.10,chr12,53504815,53505648,ES,False,19,128
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,15,136
ENSG00000139372.14,chr12,103966060,103976917,ES,False,186,238
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,59,254
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,241,338
ENSG00000135506.15,chr12,57719182,57720405,ES,False,196,359
ENSG00000111790.13,chr12,26938396,26938710,TSS,True,15,108
ENSG00000064115.10,chr12,26976357,26980565,ES,False,44,287
ENSG00000064115.10,chr12,26999676,27014077,ES,False,35,277
ENSG00000139218.17,chr12,45919309,45922462,3AS,False,16,107
ENSG00000139218.17,chr12,45919130,45922194,PAS,True,60,187
ENSG00000139218.17,chr12,45960446,45961322,PAS,False,130,147
ENSG00000139218.17,chr12,45926141,45927776,TSS,True,145,176
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,64,204
ENSG00000135476.11,chr12,53268232,53268377,TSS,False,68,111
ENSG00000135476.11,chr12,53268283,53268406,TSS,True,92,111
ENSG00000111670.15,chr12,101830558,101831008,TSS,True,32,101
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,95,383
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,306,383
ENSG00000196498.13,chr12,124332464,124333129,3AS,False,31,167
ENSG00000196498.13,chr12,124324404,124325583,PAS,True,22,199
ENSG00000196498.13,chr12,124567307,124567647,TSS,True,180,210
ENSG00000135392.16,chr12,55829488,55829595,TSS,False,37,155
ENSG00000135392.16,chr12,55827251,55828715,TSS,True,139,155
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,91,646
ENSG00000127334.10,chr12,67648717,67649182,TSS,True,32,101
ENSG00000111641.11,chr12,6560326,6560446,IR,False,232,270
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,82,231
ENSG00000111641.11,chr12,6566324,6566528,IR,False,82,102
ENSG00000111641.11,chr12,6566336,6566528,IR,False,149,169
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,192,245
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,84,276
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,223,276
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,355,550
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,237,457
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,241,462
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,223,462
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,62,463
ENSG00000174106.2,chr12,65169539,65171118,TSS,True,24,151
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,33,326
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,67,283
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,180,237
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,71,257
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,201,257
ENSG00000184047.17,chr12,122218397,122225964,ME,False,27,123
ENSG00000139613.11,chr12,56163765,56164647,ES,False,85,158
ENSG00000139613.11,chr12,56163765,56164647,5AS,False,85,305
ENSG00000139613.11,chr12,56164368,56164647,IR,False,73,299
ENSG00000139613.11,chr12,56172704,56173695,ES,False,254,322
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,54,387
ENSG00000184445.11,chr12,122527183,122527351,TSS,True,72,168
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,14,112
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,110,124
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,26,124
ENSG00000111788.10,chr12,9307314,9311549,ES,True,19,103
ENSG00000111788.10,chr12,9313029,9313104,IR,True,97,125
ENSG00000111788.10,chr12,9283979,9284133,TSS,True,81,130
ENSG00000111788.10,chr12,9313104,9314956,PAS,False,36,130
ENSG00000111788.10,chr12,9312874,9314105,PAS,True,104,130
ENSG00000110841.13,chr12,27673827,27676427,ES,False,14,101
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,24,128
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,17,124
ENSG00000110841.13,chr12,27634909,27637342,PAS,True,91,104
ENSG00000139697.13,chr12,123364700,123365023,TSS,True,40,100
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,32,139
ENSG00000183283.15,chr12,51246060,51247481,PAS,False,123,144
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,680,761
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,129,865
ENSG00000111110.11,chr12,62934491,62935209,TSS,False,49,168
ENSG00000111450.13,chr12,130789501,130791977,PAS,True,12,106
ENSG00000111450.13,chr12,130789599,130791916,PAS,True,95,106
ENSG00000111450.13,chr12,130839069,130839297,TSS,True,17,114
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,29,264
ENSG00000198040.10,chr12,133037275,133037545,TSS,True,57,117
ENSG00000198040.10,chr12,133037282,133037554,TSS,True,87,117
ENSG00000198040.10,chr12,133037524,133041482,TSS,True,100,114
ENSG00000111674.8,chr12,6914659,6915820,3AS,False,130,147
ENSG00000111674.8,chr12,6913884,6914659,TSS,True,110,256
ENSG00000111674.8,chr12,6914537,6915917,TSS,True,179,256
ENSG00000065361.15,chr12,56079188,56080382,TSS,True,83,180
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,20,134
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,115,130
ENSG00000257727.5,chr12,56315820,56316149,TSS,True,15,136
ENSG00000061936.9,chr12,131756644,131766117,ES,False,19,115
ENSG00000061936.9,chr12,131710817,131711447,TSS,True,44,129
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,21,166
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,159,831
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,21,163
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,490,662
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,435,662
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,71,171
ENSG00000139350.11,chr12,96907262,96907624,TSS,True,149,171
ENSG00000139350.11,chr12,96907311,96907856,TSS,True,152,171
ENSG00000134283.17,chr12,42326229,42335882,ES,False,108,129
ENSG00000134283.17,chr12,42335974,42355160,ES,False,34,132
ENSG00000134283.17,chr12,42375074,42387455,ES,False,101,134
ENSG00000134283.17,chr12,42325947,42326229,TSS,True,22,151
ENSG00000134283.17,chr12,42441314,42442593,PAS,True,50,141
ENSG00000134283.17,chr12,42446591,42448621,PAS,True,100,147
ENSG00000185163.9,chr12,132141020,132141274,5AS,False,101,121
ENSG00000185163.9,chr12,132141420,132141497,IR,True,113,132
ENSG00000185163.9,chr12,132141606,132141849,IR,False,106,132
ENSG00000185163.9,chr12,132143873,132143992,3AS,True,62,124
ENSG00000185163.9,chr12,132143992,132144392,TSS,False,22,147
ENSG00000111445.13,chr12,118031181,118032239,PAS,True,21,135
