gene,chr,start,end,splice_type,novel,adrenal_gland_ENCFF791WUV_in_cov,adrenal_gland_ENCFF791WUV_total_cov
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,38,353
ENSG00000161921.14,chr17,4732914,4734479,PAS,False,15,112
ENSG00000161921.14,chr17,4733532,4734652,PAS,True,97,112
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,26,122
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,31,111
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,215,512
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,71,558
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,39,109
ENSG00000124422.11,chr17,21007869,21008839,TSS,True,98,109
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,21,135
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,39,254
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,77,547
ENSG00000034152.18,chr17,21284969,21298412,ES,False,135,161
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,55,332
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,288,343
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,67,343
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,64,407
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,37,111
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,19,112
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,144,222
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,150,228
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,84,228
ENSG00000171298.12,chr17,80101625,80104554,ES,False,58,331
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,65,399
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,116,660
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,573,660
ENSG00000121067.17,chr17,49622876,49677932,ES,False,122,157
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,130,154
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,53,156
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,109,192
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,106,192
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,226,306
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,11,100
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,27,102
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,91,102
ENSG00000109099.14,chr17,15260649,15260840,TSS,True,112,168
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,58,168
ENSG00000141258.12,chr17,2336518,2337745,TSS,True,28,102
ENSG00000141258.12,chr17,2379431,2381074,PAS,True,16,100
ENSG00000142494.13,chr17,19567228,19572779,ES,False,36,205
ENSG00000136450.12,chr17,58004001,58004922,IR,False,34,113
ENSG00000136450.12,chr17,58005600,58005800,IR,False,85,112
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,79,113
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,42,113
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,208,406
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,90,103
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,69,103
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,63,103
ENSG00000181045.14,chr17,80222847,80223251,3AS,True,166,189
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,36,213
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,56,218
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,27,105
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,87,105
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,208,238
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,38,239
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,60,245
ENSG00000169727.12,chr17,82051100,82053366,TSS,True,213,245
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,1425,1615
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,1436,1615
ENSG00000072310.16,chr17,17823517,17823635,TSS,True,695,1615
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,218,287
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,97,287
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,155,284
ENSG00000100241.20,chr22,50456673,50459254,ES,False,25,124
ENSG00000100241.20,chr22,50467690,50467785,3AS,False,86,106
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,38,144
ENSG00000100364.18,chr22,45212107,45212264,IR,False,38,188
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,228,428
ENSG00000100364.18,chr22,45211955,45212635,TSS,True,277,428
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,203,1461
ENSG00000099949.19,chr22,20994269,20994557,IR,False,89,105
ENSG00000099949.19,chr22,20981980,20982571,TSS,True,35,123
ENSG00000100325.14,chr22,29825257,29832244,ES,False,31,172
ENSG00000100325.14,chr22,29832342,29838177,ES,False,94,171
ENSG00000100065.14,chr22,37518965,37519557,TSS,True,86,112
ENSG00000100065.14,chr22,37519342,37519609,TSS,False,42,112
ENSG00000241878.11,chr22,31621142,31621333,IR,False,92,103
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,58,110
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,65,109
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,238,283
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,82,283
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,86,434
ENSG00000100292.16,chr22,35381091,35381196,TSS,False,16,133
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,14,138
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,21,129
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,50,163
ENSG00000025708.13,chr22,50528610,50529135,IR,False,177,198
ENSG00000025708.13,chr22,50529719,50529903,3AS,False,123,157
ENSG00000025708.13,chr22,50529719,50529903,IR,False,123,153
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,189,212
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,63,212
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,47,264
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,50,104
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,95,112
ENSG00000183597.15,chr22,20052584,20055942,ES,False,22,107
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,69,120
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,66,120
ENSG00000099998.17,chr22,24220116,24224995,ES,False,159,195
ENSG00000099998.17,chr22,24225411,24225545,3AS,False,177,199
ENSG00000099998.17,chr22,24233018,24233873,ES,False,29,194
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,39,140
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,59,557
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,21,159
ENSG00000185340.15,chr22,29311461,29312787,PAS,False,26,150
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,27,131
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,23,106
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,276,2055
ENSG00000234965.2,chr22,41910719,41911215,3AS,True,42,148
ENSG00000234965.2,chr22,41910731,41911215,3AS,True,24,106
ENSG00000196576.14,chr22,50290597,50294725,5AS,False,104,288
ENSG00000196576.14,chr22,50290597,50307552,ES,True,32,309
ENSG00000196576.14,chr22,50294778,50307552,ES,True,131,270
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,145,454
ENSG00000213923.11,chr22,38293319,38294108,IR,True,95,107
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,57,145
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,121,143
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,29,149
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,30,276
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,204,402
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,26,216
ENSG00000100242.15,chr22,38752665,38755762,ES,False,184,308
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,80,100
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,12,109
ENSG00000170638.9,chr22,50197995,50198074,IR,False,74,101
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,45,105
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,73,105
ENSG00000170638.9,chr22,50198344,50199601,PAS,True,12,103
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,49,186
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,39,223
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,40,332
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,19,175
ENSG00000100288.19,chr22,50580271,50580357,IR,False,141,190
ENSG00000100288.19,chr22,50581553,50581748,IR,True,164,184
ENSG00000100288.19,chr22,50581862,50582248,IR,False,98,186
ENSG00000100288.19,chr22,50582357,50582557,IR,False,57,185
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,149,193
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,136,193
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,125,193
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,50,188
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,152,187
ENSG00000184470.20,chr22,19931095,19941700,3AS,False,28,197
ENSG00000099899.14,chr22,20115079,20115265,IR,False,105,140
ENSG00000099899.14,chr22,20115447,20115671,IR,False,105,132
ENSG00000099899.14,chr22,20116972,20117096,IR,False,31,130
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,46,149
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,116,149
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,62,226
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,104,339
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,241,339
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,53,145
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,124,145
ENSG00000186998.15,chr22,29243489,29258816,ME,False,33,213
ENSG00000186998.15,chr22,29254287,29258816,ES,True,183,214
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,33,197
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,100,410
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,328,410
ENSG00000100401.19,chr22,41281082,41285985,5AS,True,150,175
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,46,205
ENSG00000100401.19,chr22,41285543,41286219,TSS,False,183,205
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,20,177
ENSG00000100299.17,chr22,50627792,50627945,IR,False,34,103
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,56,125
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,84,125
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,46,156
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,46,145
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,125,991
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,51,111
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,66,126
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,75,126
ENSG00000099901.16,chr22,20126302,20127354,PAS,True,111,125
ENSG00000128311.13,chr22,37018137,37019298,TSS,True,116,134
ENSG00000128311.13,chr22,37019399,37019448,TSS,False,27,134
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,125,600
ENSG00000093010.13,chr22,19951519,19951654,TSS,False,528,600
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,58,421
ENSG00000099917.17,chr22,20568631,20582610,ES,False,71,167
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,46,209
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,329,378
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,43,276
ENSG00000133433.10,chr22,23958550,23959174,TSS,True,108,127
ENSG00000133433.10,chr22,23961019,23961238,TSS,True,27,127
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,25,157
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,41,117
ENSG00000099968.17,chr22,17655832,17683213,ES,True,99,117
ENSG00000099968.17,chr22,17689142,17702242,ES,False,17,113
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,73,196
ENSG00000099968.17,chr22,17706781,17706825,TSS,False,136,194
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,242,366
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,129,368
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,115,227
ENSG00000182944.17,chr22,29288786,29292136,ES,True,28,254
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,56,275
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,11,100
ENSG00000100359.20,chr22,40407568,40407788,IR,False,299,338
ENSG00000100359.20,chr22,40409018,40409249,IR,False,256,331
ENSG00000100239.15,chr22,50372150,50393892,ES,False,140,165
ENSG00000100239.15,chr22,50436452,50437505,ES,False,43,164
ENSG00000148331.11,chr9,129638659,129639201,IR,True,94,108
ENSG00000167106.11,chr9,127979991,127981068,TSS,True,33,185
ENSG00000172889.15,chr9,136664785,136668556,ES,False,20,101
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,35,132
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,17,105
ENSG00000119431.9,chr9,113375526,113376728,3AS,False,125,274
ENSG00000167081.16,chr9,125748623,125929654,ES,False,38,236
ENSG00000167081.16,chr9,125960849,125963011,ES,False,81,239
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,56,245
ENSG00000167081.16,chr9,125747966,125748623,TSS,True,210,245
ENSG00000095397.13,chr9,114404074,114406354,3AS,True,21,179
ENSG00000095397.13,chr9,114505051,114505194,IR,True,60,173
ENSG00000095397.13,chr9,114402073,114402936,PAS,True,31,212
ENSG00000095397.13,chr9,114505194,114505549,TSS,True,158,218
ENSG00000095397.13,chr9,114504183,114505544,TSS,True,101,218
ENSG00000238227.7,chr9,136114950,136115455,IR,False,15,143
ENSG00000238227.7,chr9,136114580,136117024,PAS,True,15,119
ENSG00000238227.7,chr9,136114586,136114950,PAS,False,129,144
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,30,144
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,19,101
ENSG00000165282.13,chr9,35091291,35092542,IR,False,63,116
ENSG00000165282.13,chr9,35096560,35096634,TSS,True,28,119
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,105,119
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,27,226
ENSG00000160408.14,chr9,127896332,127899502,ES,False,100,204
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,29,233
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,23,101
ENSG00000136807.13,chr9,127785503,127786240,TSS,True,53,482
ENSG00000188938.16,chr9,93447697,93450478,ES,False,49,107
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,26,116
ENSG00000107372.12,chr9,72360787,72364695,ES,False,76,225
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,27,261
ENSG00000136856.17,chr9,127397286,127399906,ES,False,22,196
ENSG00000136856.17,chr9,127397538,127399906,ES,False,29,171
ENSG00000136856.17,chr9,127407111,127408417,PAS,True,24,218
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,117,137
ENSG00000137076.20,chr9,35699973,35700150,TSS,True,88,134
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1217,1897
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,798,1897
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,52,333
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,17,118
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,102,118
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,39,113
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,81,113
ENSG00000122741.15,chr9,37819401,37854779,ES,False,31,116
ENSG00000122741.15,chr9,37854982,37860047,ES,False,16,117
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,31,116
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,86,117
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,32,117
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,97,111
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,28,125
ENSG00000137038.7,chr9,7799448,7799776,TSS,True,111,125
ENSG00000148337.20,chr9,128178904,128179072,IR,False,20,142
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,22,141
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,20,147
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,80,162
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,86,162
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,56,301
ENSG00000119487.16,chr9,125484583,125543058,ES,False,34,139
ENSG00000119487.16,chr9,125657799,125706970,ES,False,15,147
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,35,184
ENSG00000119487.16,chr9,125484442,125484573,TSS,False,147,176
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,179,600
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,469,600
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,14,104
ENSG00000070214.15,chr9,105389032,105391403,PAS,True,19,103
ENSG00000070214.15,chr9,105438280,105438512,PAS,False,89,103
ENSG00000148335.14,chr9,129632801,129634053,5AS,False,44,209
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,35,220
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,64,229
ENSG00000148335.14,chr9,129628472,129628715,TSS,True,184,229
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,64,575
ENSG00000159069.13,chr9,136941684,136942099,IR,True,64,105
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,561,631
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,107,631
ENSG00000165006.13,chr9,34179240,34220907,ES,True,156,175
ENSG00000136878.12,chr9,129880289,129880466,3AS,True,94,115
ENSG00000136878.12,chr9,129880289,129880466,IR,False,94,106
ENSG00000136878.12,chr9,129835396,129835499,TSS,False,18,129
ENSG00000136878.12,chr9,129880378,129881842,PAS,True,108,128
ENSG00000136878.12,chr9,129880466,129881842,PAS,False,34,128
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,87,195
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,15,107
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,158,248
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,156,248
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,22,217
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,122,901
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,26,234
ENSG00000160339.15,chr9,134880921,134883301,ES,False,93,202
ENSG00000160339.15,chr9,134885366,134885767,IR,True,173,217
ENSG00000213930.11,chr9,34647567,34647656,IR,False,80,100
ENSG00000213930.11,chr9,34647705,34647831,IR,False,79,102
ENSG00000213930.11,chr9,34648456,34648761,IR,False,87,105
ENSG00000213930.11,chr9,34648894,34648997,IR,False,86,104
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,70,152
ENSG00000107164.15,chr9,130632278,130635998,ES,True,15,133
ENSG00000148339.12,chr9,128068178,128068580,TSS,True,73,111
ENSG00000148339.12,chr9,128098445,128098725,TSS,True,53,110
ENSG00000137133.10,chr9,35814898,35815042,TSS,True,15,104
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,93,112
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,36,112
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,129,459
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,386,459
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,376,460
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,89,439
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,44,222
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,12,115
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,119,133
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,24,133
ENSG00000148356.13,chr9,127451669,127451928,IR,False,93,120
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,40,133
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,104,133
ENSG00000070610.14,chr9,35738374,35738525,IR,False,95,111
ENSG00000070610.14,chr9,35740362,35740525,IR,True,96,111
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,13,118
ENSG00000196781.14,chr9,81634301,81652213,5AS,False,135,178
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,92,196
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,109,194
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,359,761
ENSG00000165119.20,chr9,83973399,83974516,ES,False,152,751
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,223,267
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,365,768
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,409,768
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,318,784
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,561,784
ENSG00000176978.13,chr9,137112230,137112744,IR,True,737,894
ENSG00000176978.13,chr9,137114576,137114646,IR,False,791,887
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,119,914
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,819,914
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,43,303
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,113,284
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,201,317
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,144,317
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,164,519
ENSG00000204291.10,chr9,99069672,99070791,PAS,False,73,517
ENSG00000204291.10,chr9,99040703,99041387,PAS,False,429,487
ENSG00000050555.17,chr9,131009111,131009587,TSS,True,25,154
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,48,112
ENSG00000198467.14,chr9,35684550,35684731,IR,False,75,119
ENSG00000148341.17,chr9,129010209,129010669,IR,False,429,479
ENSG00000148341.17,chr9,129010693,129012235,IR,False,275,454
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,54,483
ENSG00000154330.12,chr9,68356303,68357388,TSS,True,15,110
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,45,342
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,86,136
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,89,136
ENSG00000070061.14,chr9,108885767,108885872,TSS,True,91,786
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,22,142
ENSG00000095321.16,chr9,129108077,129109178,ES,False,163,186
ENSG00000095321.16,chr9,129108077,129110482,ES,False,308,503
ENSG00000136931.9,chr9,124507248,124507433,TSS,True,142,540
ENSG00000107140.15,chr9,35604416,35605838,TSS,True,21,111
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,30,216
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,86,278
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,246,278
ENSG00000136908.17,chr9,127936655,127937433,IR,False,88,101
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,15,101
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,90,101
ENSG00000080503.23,chr9,2161903,2181570,ES,False,122,137
ENSG00000080503.23,chr9,2015260,2015404,TSS,True,118,143
ENSG00000080503.23,chr9,2017288,2017799,TSS,True,124,143
ENSG00000080503.23,chr9,2047153,2047484,TSS,True,126,142
ENSG00000080503.23,chr9,2158397,2158594,TSS,True,124,139
ENSG00000167113.10,chr9,128322484,128322928,TSS,True,14,126
ENSG00000130558.19,chr9,135075265,135075802,TSS,True,54,117
ENSG00000130558.19,chr9,135087604,135088139,TSS,True,66,117
ENSG00000130558.19,chr9,135097780,135098107,PAS,True,94,114
ENSG00000130558.19,chr9,135119503,135121181,PAS,True,20,114
ENSG00000197859.9,chr9,133534306,133534917,TSS,True,48,121
ENSG00000119383.19,chr9,129123138,129128984,ES,False,136,152
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,174,330
ENSG00000119383.19,chr9,129139361,129139649,TSS,False,268,330
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,275,330
ENSG00000160271.15,chr9,133109685,133110295,3AS,False,79,158
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,74,175
ENSG00000160271.15,chr9,133120971,133121299,TSS,True,121,175
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,51,383
ENSG00000185432.11,chr12,50924621,50925536,TSS,True,27,204
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,319,1609
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,28,143
ENSG00000023734.10,chr12,15882819,15889927,ES,False,40,325
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,47,119
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,55,126
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,76,126
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,101,186
ENSG00000061273.17,chr12,47819766,47820204,TSS,True,139,186
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,15,116
ENSG00000092841.18,chr12,56160320,56160625,IR,False,689,813
ENSG00000092841.18,chr12,56160320,56161386,ES,False,546,1235
ENSG00000092841.18,chr12,56160320,56161386,IR,True,546,669
ENSG00000092841.18,chr12,56160670,56161386,IR,True,690,813
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,160,1380
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,163,264
ENSG00000060138.12,chr12,10704148,10713210,ES,False,120,399
ENSG00000111271.14,chr12,111745043,111747048,ES,True,16,102
ENSG00000111271.14,chr12,111749345,111755667,ES,True,13,101
ENSG00000111271.14,chr12,111686020,111686239,TSS,True,15,110
ENSG00000111271.14,chr12,111756332,111757157,PAS,True,13,110
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,45,147
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,113,147
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,109,920
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,14,135
ENSG00000120837.7,chr12,104128517,104135447,ES,False,109,132
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,68,135
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,91,135
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,119,135
ENSG00000130787.13,chr12,122835288,122835643,TSS,True,28,106
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,61,470
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,330,641
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,387,641
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,109,729
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,637,729
ENSG00000122965.10,chr12,113816735,113818186,PAS,True,73,100
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,79,100
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,63,100
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,266,1509
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,160,266
ENSG00000182196.13,chr12,122980812,122981128,5AS,False,94,106
ENSG00000182196.13,chr12,122980812,122981128,IR,False,94,108
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,118,230
ENSG00000182196.13,chr12,122981266,122981594,IR,False,118,185
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,109,153
ENSG00000182196.13,chr12,122981299,122981594,IR,False,109,132
ENSG00000182196.13,chr12,122981809,122982030,IR,False,44,320
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,162,322
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,228,322
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,142,441
