gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF830FDH_in_cov,endodermal_cell_ENCFF830FDH_total_cov
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,55,149
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,128,149
ENSG00000136450.12,chr17,58004001,58004922,IR,False,77,491
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,430,507
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,109,506
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,167,566
ENSG00000136450.12,chr17,58006342,58007246,TSS,False,468,566
ENSG00000083457.11,chr17,3720402,3723687,ES,False,147,166
ENSG00000182628.12,chr17,59112345,59131280,ES,False,59,146
ENSG00000182628.12,chr17,59112345,59155130,ES,False,21,157
ENSG00000182628.12,chr17,59131367,59155130,5AS,False,133,148
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,68,228
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,20,107
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,161,291
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,223,290
ENSG00000108961.13,chr17,8289588,8289812,IR,False,91,119
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,34,132
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,102,126
ENSG00000108523.15,chr17,4940726,4940872,IR,False,19,167
ENSG00000108523.15,chr17,4940726,4940922,IR,False,22,170
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,171,210
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,179,210
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,97,210
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,156,181
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,43,199
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,174,199
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,51,142
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,102,141
ENSG00000163597.14,chr17,76557857,76561287,ES,False,194,279
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,63,342
ENSG00000129197.14,chr17,5422829,5426235,ES,False,18,116
ENSG00000129197.14,chr17,5422829,5432541,ES,False,48,197
ENSG00000129197.14,chr17,5426082,5432541,ES,False,18,119
ENSG00000129197.14,chr17,5426299,5432541,ES,False,25,132
ENSG00000129197.14,chr17,5432541,5432882,PAS,True,37,245
ENSG00000129197.14,chr17,5422768,5423366,PAS,True,199,231
ENSG00000070010.18,chr22,19468003,19479082,ES,False,23,221
ENSG00000070010.18,chr22,19479082,19479772,TSS,False,34,257
ENSG00000100246.12,chr22,38794067,38794175,TSS,True,29,126
ENSG00000100281.13,chr22,35257476,35257557,TSS,True,30,107
ENSG00000100281.13,chr22,35264026,35264096,TSS,True,84,107
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,74,268
ENSG00000239900.12,chr22,40364365,40366435,ES,False,32,304
ENSG00000239900.12,chr22,40346492,40346711,TSS,True,40,326
ENSG00000100029.17,chr22,30576623,30577129,PAS,True,11,108
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,16,101
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,128,1047
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,35,295
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,530,994
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,473,990
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,133,211
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,90,355
ENSG00000100220.11,chr22,32399602,32399741,TSS,True,306,351
ENSG00000100211.10,chr22,38656750,38668016,ES,False,175,206
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,146,358
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,224,358
ENSG00000183172.8,chr22,42079694,42079954,TSS,True,12,108
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,25,196
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,173,196
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,14,108
ENSG00000100162.14,chr22,41946416,41946767,TSS,True,94,108
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,228,545
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,414,542
ENSG00000130638.16,chr22,45671797,45672179,TSS,True,29,276
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,190,650
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,506,650
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,109,138
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,65,138
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,59,348
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,55,238
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,191,237
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,44,308
ENSG00000100348.9,chr22,36480787,36481563,3AS,False,21,171
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,41,223
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,70,320
ENSG00000100320.22,chr22,35746561,35759887,ES,False,21,134
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,90,133
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,125,158
ENSG00000100320.22,chr22,35761201,35762171,TSS,True,63,153
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,64,103
ENSG00000100297.15,chr22,35416702,35416814,TSS,True,83,103
ENSG00000100297.15,chr22,35407079,35410910,TSS,True,81,103
ENSG00000100297.15,chr22,35424153,35425430,PAS,False,15,102
ENSG00000100316.15,chr22,39317021,39317460,IR,True,56,101
ENSG00000100316.15,chr22,39318566,39319594,IR,True,80,111
ENSG00000100316.15,chr22,39319594,39320306,TSS,False,2402,14917
ENSG00000077942.18,chr22,45527848,45528009,TSS,True,131,147
ENSG00000077942.18,chr22,45541222,45541372,TSS,True,128,145
ENSG00000077942.18,chr22,45532419,45533164,TSS,True,80,147
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,129,201
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,250,410
ENSG00000182944.17,chr22,29288605,29288786,TSS,True,352,409
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,255,399
ENSG00000136943.10,chr9,97039070,97039143,TSS,True,173,1415
ENSG00000130713.15,chr9,130693732,130693913,TSS,True,11,108
ENSG00000172785.18,chr9,175784,178815,ES,False,310,440
ENSG00000172785.18,chr9,119276,121573,PAS,True,78,455
ENSG00000172785.18,chr9,172901,173366,PAS,True,374,442
ENSG00000107223.12,chr9,136862496,136862905,IR,False,77,118
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,137,919
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,162,225
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,115,225
ENSG00000175854.11,chr9,128276402,128276706,3AS,False,90,101
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,82,229
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,151,235
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,87,235
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,207,232
ENSG00000106853.19,chr9,111563231,111570090,ES,False,1343,1629
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,554,1781
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,1373,1781
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,70,120
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,42,128
ENSG00000099810.19,chr9,21854665,21854870,TSS,False,93,121
ENSG00000099810.19,chr9,21861975,21865977,PAS,True,16,116
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,876,6020
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,5240,6020
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,23,164
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,155,277
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,66,122
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,214,370
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,304,370
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,312,370
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,82,122
ENSG00000198917.12,chr9,128824770,128824848,TSS,False,48,121
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,75,174
ENSG00000106733.20,chr9,75069894,75069971,TSS,True,101,161
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,52,482
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,258,875
ENSG00000167112.9,chr9,128322299,128323104,TSS,True,16,107
ENSG00000106804.7,chr9,120952331,120952868,PAS,False,51,103
ENSG00000106804.7,chr9,121050181,121050316,TSS,False,80,103
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,40,152
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,31,157
ENSG00000136819.15,chr9,129827286,129828252,PAS,True,13,126
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,41,130
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,99,130
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,52,120
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,64,115
ENSG00000122692.8,chr9,33076582,33076704,TSS,False,16,113
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,107,189
ENSG00000136950.13,chr9,124874984,124875151,TSS,True,170,189
ENSG00000165280.15,chr9,35055350,35057222,PAS,True,18,132
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,235,310
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,104,313
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,65,512
ENSG00000164978.17,chr9,34329500,34329599,TSS,False,17,152
ENSG00000122694.15,chr9,36136709,36136791,TSS,False,28,127
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,167,567
ENSG00000165119.20,chr9,83973399,83974516,ES,False,92,453
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,173,573
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,406,573
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1160,1364
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1154,1364
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,631,764
ENSG00000164975.15,chr9,15422841,15423193,TSS,True,13,107
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,72,107
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,41,100
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,35,112
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,89,355
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,272,341
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,65,355
ENSG00000198467.14,chr9,35689145,35689501,TSS,True,318,354
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,80,321
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,265,319
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,54,286
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,250,286
ENSG00000095209.11,chr9,105694346,105694772,TSS,False,25,184
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,48,131
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,81,126
ENSG00000122705.16,chr9,36190894,36191273,TSS,True,51,224
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,49,163
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,87,204
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,153,204
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,20,193
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,16,138
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,25,106
ENSG00000136827.11,chr9,129822580,129822847,TSS,True,91,106
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,33,120
ENSG00000137074.18,chr9,32987731,32988082,IR,False,83,179
ENSG00000137074.18,chr9,32987731,32989758,ES,False,23,111
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,23,117
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,105,179
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,37,265
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,203,253
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,171,277
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,26,125
ENSG00000160446.18,chr9,128721480,128721650,3AS,False,44,210
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,50,216
ENSG00000160446.18,chr9,128720865,128721480,PAS,False,172,216
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,70,110
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,87,110
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,57,295
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,65,361
ENSG00000023734.10,chr12,15882001,15882819,TSS,True,83,828
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,333,372
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,361,404
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,55,404
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,24,111
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,229,489
ENSG00000092841.18,chr12,56160320,56160625,IR,False,220,265
ENSG00000092841.18,chr12,56160670,56161386,IR,True,254,298
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,2284,6623
ENSG00000092841.18,chr12,56158359,56159730,TSS,True,5409,6621
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,93,119
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,90,119
ENSG00000161800.12,chr12,49999140,49999273,TSS,True,106,119
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,172,608
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,504,607
PB_novel_98430,chr12,80785823,80786426,TSS,True,67,128
PB_novel_98430,chr12,80785773,80786214,TSS,True,113,128
PB_novel_98430,chr12,80885819,80885952,PAS,True,28,126
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,318,902
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,44,194
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,158,193
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,130,1140
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,568,638
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,485,742
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,450,736
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,37,219
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,31,221
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,192,221
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,7909,8816
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,58,104
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,66,162
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,694,2430
ENSG00000110955.8,chr12,56643836,56645941,TSS,True,2036,2428
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,248,1329
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1163,1329
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,77,642
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,240,1683
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,17,162
ENSG00000256995.6,chr12,22700094,22887963,ES,True,32,119
ENSG00000256995.6,chr12,22699665,22700094,TSS,True,67,215
ENSG00000256995.6,chr12,23173388,23179354,PAS,True,84,167
ENSG00000256995.6,chr12,23053990,23056734,PAS,True,142,162
ENSG00000257345.2,chr12,93006229,93019410,ES,True,281,330
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,554,3148
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,96,147
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,33,197
ENSG00000135506.15,chr12,57719182,57720405,ES,False,90,197
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,64,213
ENSG00000135506.15,chr12,57718221,57718421,TSS,True,186,209
ENSG00000110958.15,chr12,56687997,56688372,TSS,True,48,457
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,78,337
ENSG00000126749.15,chr12,6975148,6975695,ES,False,18,106
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,115,212
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,152,212
ENSG00000008394.12,chr12,16347596,16347710,TSS,True,119,1076
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,62,136
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,119,136
ENSG00000127314.17,chr12,68648696,68648781,TSS,True,111,136
ENSG00000184047.17,chr12,122218397,122225964,ME,False,52,181
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,29,139
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,131,160
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,50,160
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,1013,7750
ENSG00000170421.12,chr12,52901863,52902051,TSS,True,6950,7742
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,25,130
ENSG00000183283.15,chr12,51242329,51243931,PAS,True,17,115
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,88,457
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,372,438
ENSG00000139719.10,chr12,122229562,122232427,PAS,True,22,118
ENSG00000139719.10,chr12,122266306,122266495,TSS,True,21,119
ENSG00000139131.12,chr12,32755095,32755971,TSS,True,24,142
ENSG00000139131.12,chr12,32750718,32750797,TSS,True,116,139
ENSG00000170473.16,chr12,55927724,55927927,TSS,True,43,133
ENSG00000170473.16,chr12,55927075,55927127,TSS,True,115,133
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,91,800
ENSG00000111678.10,chr12,6944565,6945770,5AS,False,51,502
ENSG00000087502.17,chr12,29381114,29381227,TSS,False,170,289
ENSG00000003056.7,chr12,8949487,8949968,TSS,True,58,169
ENSG00000003056.7,chr12,8945417,8945586,TSS,True,131,167
ENSG00000134283.17,chr12,42326229,42335882,ES,False,202,225
ENSG00000134283.17,chr12,42335974,42355160,ES,False,114,233
ENSG00000134283.17,chr12,42375074,42387455,ES,False,181,226
ENSG00000134283.17,chr12,42325947,42326229,TSS,True,37,262
ENSG00000134287.9,chr12,48957309,48957527,TSS,True,134,236
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,616,5608
ENSG00000135441.7,chr12,55716044,55716196,TSS,True,63,290
ENSG00000135441.7,chr12,55716469,55716717,TSS,True,238,290
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,52,307
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,30,111
ENSG00000187109.13,chr12,76047718,76048392,IR,False,228,289
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,141,367
ENSG00000187109.13,chr12,76047718,76048420,IR,False,141,202
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,526,587
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,223,592
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,461,579
ENSG00000229117.8,chr12,56116659,56116774,IR,False,220,402
ENSG00000229117.8,chr12,56116799,56117188,5AS,False,341,402
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,231,453
ENSG00000229117.8,chr12,56116632,56116799,TSS,False,273,453
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,57,492
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,364,481
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,127,482
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,439,3405
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,1033,3385
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,2176,3042
ENSG00000111615.13,chr12,75511512,75511657,TSS,True,22,116
ENSG00000084463.7,chr12,14785547,14787498,PAS,False,14,110
ENSG00000084463.7,chr12,14803351,14803504,TSS,True,12,114
ENSG00000170633.16,chr12,121400218,121416158,ES,False,132,147
ENSG00000170633.16,chr12,121400077,121400218,TSS,True,37,189
ENSG00000170633.16,chr12,121420575,121420778,TSS,True,165,185
ENSG00000135404.11,chr12,55727150,55728975,TSS,True,4541,5488
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,1725,5490
ENSG00000196465.10,chr12,56152573,56152631,TSS,True,126,449
ENSG00000094914.12,chr12,53320692,53321470,5AS,False,33,156
ENSG00000094914.12,chr12,53321342,53321624,TSS,True,59,181
ENSG00000094914.12,chr12,53321470,53321635,TSS,True,148,181
ENSG00000004478.7,chr12,2798728,2798826,TSS,False,31,135
ENSG00000004478.7,chr12,2797726,2799244,TSS,True,117,135
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,488,597
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,496,605
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,117,605
ENSG00000175183.9,chr12,76878937,76879019,TSS,True,86,223
ENSG00000175183.9,chr12,76866148,76866262,TSS,True,195,223
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,459,701
ENSG00000197111.15,chr12,53462567,53465931,ES,False,280,647
ENSG00000197111.15,chr12,53467293,53468776,ES,False,86,588
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,126,628
ENSG00000197111.15,chr12,53455882,53456001,TSS,True,424,882
ENSG00000197111.15,chr12,53455458,53455493,TSS,True,720,882
ENSG00000184209.14,chr12,123458115,123458216,TSS,True,33,105
ENSG00000123297.17,chr12,57782746,57782858,TSS,False,40,145
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,123,234
ENSG00000111011.17,chr12,122519029,122521384,3AS,False,144,170
ENSG00000111011.17,chr12,122526847,122527009,TSS,True,85,267
ENSG00000111011.17,chr12,122517226,122517432,TSS,True,230,260
ENSG00000111011.17,chr12,122518838,122520411,TSS,True,235,262
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,26,246
ENSG00000213782.7,chr12,12813342,12813454,TSS,True,72,220
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,131,909
ENSG00000111581.9,chr12,68686883,68687073,TSS,True,58,144
ENSG00000111581.9,chr12,68731735,68732739,TSS,True,107,129
ENSG00000111581.9,chr12,68737260,68741980,TSS,True,113,126
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,21,141
ENSG00000111716.12,chr12,21657750,21657845,TSS,False,1148,2883
ENSG00000111716.12,chr12,21654542,21654686,TSS,False,2362,2883
ENSG00000139637.13,chr12,53299694,53299953,TSS,True,18,139
ENSG00000135486.17,chr12,54280692,54280822,TSS,True,7109,12168
ENSG00000135486.17,chr12,54282571,54282665,TSS,True,10247,12159
ENSG00000135486.17,chr12,54282798,54282874,TSS,True,8409,12159
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,271,585
ENSG00000059804.15,chr12,7925843,7925881,TSS,True,422,551
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,107,176
ENSG00000094916.15,chr12,54234257,54241905,PAS,True,57,172
ENSG00000094916.15,chr12,54252045,54252227,PAS,False,121,168
ENSG00000094916.15,chr12,54280007,54280154,TSS,True,75,198
ENSG00000094916.15,chr12,54257513,54257692,TSS,True,163,190
ENSG00000089248.6,chr12,112013385,112013609,TSS,True,242,992
ENSG00000187778.13,chr12,49558294,49558729,PAS,True,15,132
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,21,134
ENSG00000174456.13,chr12,110027597,110028589,PAS,False,51,106
ENSG00000174456.13,chr12,110041176,110042459,PAS,False,55,105
ENSG00000111275.12,chr12,111803946,111803973,TSS,True,71,159
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,105,160
ENSG00000123353.9,chr12,55818030,55818112,TSS,True,40,105
ENSG00000123353.9,chr12,55818065,55819173,TSS,True,84,105
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,75,132
ENSG00000166986.14,chr12,57512022,57512103,TSS,True,105,129
ENSG00000166986.14,chr12,57512070,57512964,TSS,True,116,129
ENSG00000166986.14,chr12,57512156,57512353,TSS,True,113,129
ENSG00000139146.13,chr12,31298224,31326023,ES,True,121,147
ENSG00000139146.13,chr12,31326023,31326200,TSS,True,29,176
ENSG00000111144.9,chr12,96003064,96006313,ES,False,123,395
ENSG00000181929.12,chr12,49018731,49018829,TSS,True,42,171
ENSG00000181929.12,chr12,49003557,49003981,TSS,False,143,167
ENSG00000139168.7,chr12,42312765,42313198,PAS,True,44,219
ENSG00000139168.7,chr12,42313896,42313986,PAS,True,182,218
ENSG00000173933.20,chr11,66638752,66639699,5AS,False,231,278
ENSG00000173933.20,chr11,66640123,66646026,ES,False,143,280
ENSG00000173933.20,chr11,66638657,66638752,TSS,True,189,421
ENSG00000173933.20,chr11,66638683,66638893,TSS,True,376,421
ENSG00000173933.20,chr11,66639684,66640123,TSS,True,365,421
ENSG00000173933.20,chr11,66646026,66646471,PAS,True,78,366
ENSG00000173933.20,chr11,66639699,66641189,PAS,True,250,279
ENSG00000110200.8,chr11,72112649,72112788,TSS,True,12,111
ENSG00000137700.18,chr11,119029221,119030877,TSS,True,142,170
ENSG00000137700.18,chr11,119030848,119030908,TSS,False,54,170
ENSG00000118137.9,chr11,116837604,116837730,TSS,False,54,317
ENSG00000167996.15,chr11,61967311,61967632,TSS,True,61,132
ENSG00000167996.15,chr11,61964986,61965082,TSS,True,104,131
ENSG00000162191.13,chr11,62678864,62679102,TSS,True,107,428
ENSG00000162191.13,chr11,62677926,62678113,TSS,True,368,427
ENSG00000149179.13,chr11,46936851,47052387,ES,False,20,153
ENSG00000149179.13,chr11,47161190,47161997,3AS,True,15,123
ENSG00000149179.13,chr11,47161463,47162247,PAS,True,62,162
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,25,192
ENSG00000159063.12,chr11,78101195,78103979,ES,False,131,154
ENSG00000159063.12,chr11,78139493,78139696,TSS,True,20,160
ENSG00000110315.6,chr11,10541121,10541232,TSS,True,67,114
ENSG00000162236.11,chr11,62831953,62832091,TSS,True,26,115
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,368,2539
ENSG00000172500.12,chr11,65885186,65885529,5AS,False,178,201
ENSG00000076053.10,chr11,114402915,114405708,3AS,False,39,111
ENSG00000076053.10,chr11,114400028,114400767,TSS,True,14,125
ENSG00000149357.9,chr11,72103182,72103310,TSS,True,39,315
ENSG00000150779.11,chr11,112085462,112086639,ES,False,203,232
ENSG00000173992.8,chr11,66599253,66599458,IR,False,207,250
ENSG00000255717.6,chr11,62853833,62854017,IR,False,105,118
ENSG00000255717.6,chr11,62855864,62855922,TSS,False,46,162
ENSG00000148985.19,chr11,3797839,3797982,TSS,True,102,115
ENSG00000148985.19,chr11,3808530,3808651,TSS,True,60,115
ENSG00000137500.9,chr11,83274740,83280140,ES,False,48,257
ENSG00000137500.9,chr11,83280260,83285872,5AS,False,131,230
ENSG00000137500.9,chr11,83285552,83286398,TSS,True,214,304
ENSG00000137500.9,chr11,83285872,83286361,TSS,True,167,304
ENSG00000149257.14,chr11,75562085,75562319,TSS,False,383,557
ENSG00000162174.12,chr11,62337437,62337574,TSS,True,51,140
ENSG00000162174.12,chr11,62392078,62393415,PAS,True,28,115
ENSG00000162174.12,chr11,62356986,62357204,PAS,True,81,103
ENSG00000168000.14,chr11,62705617,62706258,5AS,False,26,115
ENSG00000168000.14,chr11,62706202,62706322,TSS,False,88,178
ENSG00000168000.14,chr11,62706258,62706318,TSS,True,152,178
ENSG00000129084.17,chr11,14519041,14520296,5AS,False,646,743
ENSG00000129084.17,chr11,14520296,14520407,TSS,False,115,760
ENSG00000109929.9,chr11,121292726,121292816,TSS,True,26,103
ENSG00000109929.9,chr11,121292843,121293078,TSS,False,89,103
ENSG00000197345.12,chr11,68898012,68900547,5AS,False,176,203
ENSG00000167985.6,chr11,61430182,61445940,ES,False,32,201
ENSG00000085063.15,chr11,33722463,33736381,ES,False,152,187
