gene,chr,start,end,splice_type,novel,MCF-7_ENCFF118JEI_in_cov,MCF-7_ENCFF118JEI_total_cov
ENSG00000177082.12,chr15,84645836,84646183,IR,False,111,145
ENSG00000177082.12,chr15,84653699,84654233,5AS,False,85,125
ENSG00000177082.12,chr15,84639281,84643723,PAS,True,31,171
ENSG00000177082.12,chr15,84654226,84654343,TSS,False,137,177
ENSG00000177082.12,chr15,84654233,84654293,TSS,False,92,177
ENSG00000140497.16,chr15,74873198,74873392,TSS,True,77,217
ENSG00000185088.13,chr15,63153852,63154060,PAS,True,26,171
ENSG00000185088.13,chr15,63157399,63157477,TSS,False,39,189
ENSG00000137801.10,chr15,39587544,39589086,TSS,True,153,180
ENSG00000137801.10,chr15,39589100,39589354,TSS,True,159,180
ENSG00000137801.10,chr15,39589784,39590023,TSS,True,137,180
ENSG00000090487.10,chr15,64989664,64989951,TSS,True,32,305
ENSG00000103978.15,chr15,42228820,42233212,ME,False,18,110
ENSG00000242028.6,chr15,43797363,43800784,TSS,True,87,232
ENSG00000131871.14,chr15,101270486,101272856,PAS,True,44,234
ENSG00000166503.8,chr15,83134117,83139275,PAS,True,44,343
ENSG00000166503.8,chr15,83156280,83157573,PAS,True,305,342
ENSG00000166503.8,chr15,83207330,83208071,TSS,True,41,364
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,49,102
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,80,128
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,78,128
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,114,128
ENSG00000140474.13,chr15,74837435,74837756,5AS,False,89,179
ENSG00000140474.13,chr15,74837798,74838265,ES,True,17,142
ENSG00000140474.13,chr15,74838504,74839009,ES,True,18,157
ENSG00000140474.13,chr15,74839373,74839557,IR,True,133,151
ENSG00000140474.13,chr15,74840316,74840497,IR,False,58,144
ENSG00000140474.13,chr15,74843003,74843454,TSS,True,122,205
ENSG00000140474.13,chr15,74842074,74843156,TSS,True,152,205
ENSG00000134153.9,chr15,34101603,34101912,TSS,True,28,130
ENSG00000137831.14,chr15,70654547,70657127,PAS,True,92,108
ENSG00000137831.14,chr15,70763329,70763564,TSS,True,26,109
ENSG00000166710.18,chr15,44711414,44711613,TSS,True,67,369
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,53,295
ENSG00000157823.16,chr15,89871546,89888520,ES,False,95,111
ENSG00000157823.16,chr15,89893880,89894340,TSS,True,15,126
ENSG00000166803.12,chr15,64366075,64380957,ES,False,35,344
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,64,451
ENSG00000140400.16,chr15,75356380,75356605,3AS,False,15,128
ENSG00000140400.16,chr15,75356685,75356792,IR,False,105,128
ENSG00000140400.16,chr15,75358618,75358703,IR,False,67,133
ENSG00000140400.16,chr15,75359153,75359327,IR,False,60,115
ENSG00000140400.16,chr15,75359425,75359619,IR,False,72,107
ENSG00000140400.16,chr15,75359988,75360089,IR,False,94,106
ENSG00000140400.16,chr15,75355147,75356032,PAS,True,17,150
ENSG00000140400.16,chr15,75368482,75368783,TSS,False,94,152
ENSG00000140400.16,chr15,75368072,75368624,TSS,True,126,152
ENSG00000114062.19,chr15,25405502,25438488,ES,False,67,127
ENSG00000114062.19,chr15,25334239,25339257,PAS,True,17,155
ENSG00000114062.19,chr15,25438488,25439115,TSS,True,23,160
ENSG00000182054.9,chr15,90102275,90102512,TSS,True,159,1185
ENSG00000182774.12,chr15,82540425,82540460,TSS,True,1177,2372
ENSG00000182774.12,chr15,82539980,82540445,TSS,True,2132,2372
ENSG00000182774.12,chr15,82538879,82540133,TSS,True,1516,2372
ENSG00000185551.14,chr15,96330699,96332547,TSS,False,160,238
ENSG00000185551.14,chr15,96334073,96334603,TSS,True,192,236
ENSG00000185551.14,chr15,96337347,96338815,PAS,True,27,191
ENSG00000179010.14,chr4,6640708,6640827,IR,False,99,362
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,297,396
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,134,396
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,105,157
ENSG00000168743.12,chr4,105898001,105927335,ES,False,151,194
ENSG00000168743.12,chr4,105942702,105959027,ES,False,35,214
ENSG00000168743.12,chr4,105895306,105895723,TSS,True,80,278
ENSG00000152795.17,chr4,82424883,82425562,IR,False,61,135
ENSG00000152795.17,chr4,82424883,82426036,ES,False,156,206
ENSG00000152795.17,chr4,82424883,82426036,IR,False,156,229
ENSG00000152795.17,chr4,82425667,82426036,IR,False,55,128
ENSG00000152795.17,chr4,82422746,82424883,PAS,True,86,304
ENSG00000152795.17,chr4,82423203,82426129,PAS,True,172,243
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,88,305
ENSG00000152795.17,chr4,82426036,82426130,TSS,True,262,305
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,21,134
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,28,151
ENSG00000090316.15,chr4,1289834,1289982,TSS,True,32,230
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,66,407
ENSG00000109736.14,chr4,2930953,2931060,IR,False,157,219
ENSG00000109736.14,chr4,2931663,2931824,IR,False,182,203
ENSG00000109736.14,chr4,2932758,2933105,IR,False,142,171
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,62,219
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,170,219
ENSG00000109736.14,chr4,2933752,2934511,TSS,True,204,241
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,103,241
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,65,123
ENSG00000138814.16,chr4,101346738,101347601,TSS,True,24,104
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,24,132
ENSG00000249242.7,chr4,82561905,82562141,TSS,True,70,172
ENSG00000249242.7,chr4,82562162,82562400,TSS,False,134,172
ENSG00000138764.14,chr4,77164479,77165800,IR,True,146,169
ENSG00000138764.14,chr4,77157206,77157506,TSS,True,21,181
ENSG00000138764.14,chr4,77165800,77167210,PAS,True,24,171
ENSG00000138764.14,chr4,77164273,77167210,PAS,True,148,171
ENSG00000169020.9,chr4,674211,674287,TSS,True,99,356
ENSG00000169020.9,chr4,673302,673401,TSS,True,268,354
ENSG00000052802.12,chr4,165327764,165337788,ES,False,16,148
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,16,125
ENSG00000164128.6,chr4,163332481,163332843,TSS,True,101,273
ENSG00000164128.6,chr4,163344304,163344574,TSS,False,208,273
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,45,133
ENSG00000163682.16,chr4,39458393,39458911,TSS,True,106,133
ENSG00000138758.11,chr4,76949691,76949930,TSS,True,65,136
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,40,175
ENSG00000109452.12,chr4,142023157,142028914,PAS,True,72,119
ENSG00000109452.12,chr4,142086174,142086256,PAS,True,85,119
ENSG00000109452.12,chr4,142474225,142474461,TSS,False,28,122
ENSG00000129116.18,chr4,168630913,168631900,TSS,True,133,152
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,102,150
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,106,149
ENSG00000129116.18,chr4,168921384,168921741,TSS,False,134,149
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,25,139
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,115,136
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,294,818
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,710,818
ENSG00000109475.16,chr4,108622513,108622618,TSS,True,710,818
ENSG00000145247.11,chr4,48885565,48894005,ES,False,23,102
ENSG00000145247.11,chr4,48897857,48904483,ES,False,16,101
ENSG00000145247.11,chr4,48906657,48906829,TSS,True,31,134
ENSG00000109436.7,chr4,140755915,140756994,TSS,False,87,156
ENSG00000132466.18,chr4,73073973,73076290,PAS,True,95,109
ENSG00000132466.18,chr4,73258275,73259152,TSS,True,50,109
ENSG00000132466.18,chr4,73142639,73142704,TSS,True,91,108
ENSG00000154274.14,chr4,37558076,37590087,ES,True,16,131
ENSG00000154274.14,chr4,37453918,37454040,TSS,True,16,143
ENSG00000134851.12,chr4,55425375,55426176,PAS,True,19,147
ENSG00000178950.16,chr4,866501,866955,3AS,False,59,119
ENSG00000178950.16,chr4,882696,883176,TSS,True,107,145
ENSG00000178950.16,chr4,932042,932415,TSS,True,118,151
ENSG00000185049.14,chr4,2008749,2009400,TSS,True,42,120
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,143,257
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,182,257
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,228,257
ENSG00000174227.15,chr4,499167,499489,TSS,True,25,102
ENSG00000084093.16,chr4,56907860,56908213,TSS,True,44,155
ENSG00000014824.13,chr4,42086081,42091812,PAS,True,34,104
ENSG00000014824.13,chr4,42078211,42078909,PAS,True,80,104
ENSG00000118777.11,chr4,88113547,88114956,3AS,True,19,130
ENSG00000118777.11,chr4,88140014,88158576,5AS,True,48,110
ENSG00000118777.11,chr4,88158385,88159057,TSS,True,68,132
ENSG00000118777.11,chr4,88158576,88159059,TSS,False,79,132
ENSG00000168884.14,chr4,2756013,2756396,TSS,False,24,193
ENSG00000163950.12,chr4,1712129,1712754,TSS,True,107,195
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,91,126
ENSG00000174780.16,chr4,56491430,56491674,PAS,True,48,125
ENSG00000163697.16,chr4,40934613,40939538,TSS,True,86,104
ENSG00000163697.16,chr4,41214404,41214679,TSS,True,67,110
ENSG00000138768.14,chr4,75793901,75799621,ES,False,64,107
ENSG00000138768.14,chr4,75813205,75814287,PAS,True,28,113
ENSG00000138768.14,chr4,75801078,75801179,PAS,True,90,113
ENSG00000138757.14,chr4,75673207,75673440,TSS,True,23,142
ENSG00000145425.9,chr4,151099569,151099714,TSS,True,476,2492
ENSG00000175920.17,chr4,3461743,3463429,TSS,False,66,111
ENSG00000175920.17,chr4,3463335,3463551,TSS,True,92,111
ENSG00000175920.17,chr4,3485268,3485341,TSS,True,98,110
ENSG00000170846.17,chr4,6674040,6674706,TSS,True,122,155
ENSG00000170846.17,chr4,6674046,6674637,TSS,False,129,155
ENSG00000170846.17,chr4,6674992,6676040,PAS,True,93,155
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,143,168
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,123,168
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,39,100
ENSG00000013810.18,chr4,1721451,1721643,TSS,True,80,175
ENSG00000013810.18,chr4,1721386,1723583,TSS,True,155,173
ENSG00000013810.18,chr4,1744947,1745178,PAS,False,17,166
ENSG00000128050.8,chr4,56436126,56436328,TSS,True,25,156
ENSG00000145293.15,chr4,82430884,82447919,5AS,False,32,142
ENSG00000145293.15,chr4,82430568,82430913,TSS,True,36,146
ENSG00000145293.15,chr4,82429641,82430884,TSS,True,114,146
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,80,347
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,66,277
ENSG00000178988.10,chr4,6708643,6709230,IR,True,82,105
ENSG00000178988.10,chr4,6707700,6708643,PAS,False,24,121
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,38,121
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,107,121
ENSG00000138668.18,chr4,82354154,82355303,IR,False,401,460
ENSG00000138668.18,chr4,82355401,82356795,ES,False,250,477
ENSG00000138668.18,chr4,82359639,82373445,ES,False,120,482
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,127,539
ENSG00000138668.18,chr4,82353828,82355401,PAS,True,472,530
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,24,107
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,93,109
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,88,324
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,155,230
ENSG00000159692.15,chr4,1238337,1248915,ES,False,30,171
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,163,237
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,82,237
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,83,257
ENSG00000173801.16,chr17,41755432,41755729,IR,False,77,235
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,164,241
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,84,241
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,242,292
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,197,292
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,253,1078
ENSG00000170921.15,chr17,62966205,62966749,TSS,True,50,109
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,101,200
ENSG00000141027.20,chr17,16149517,16151945,ES,False,149,214
ENSG00000141027.20,chr17,16194639,16215361,ES,False,132,211
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,119,220
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,121,220
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,37,249
ENSG00000196704.11,chr17,68248086,68248639,IR,False,44,310
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,158,425
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,355,425
ENSG00000186665.9,chr17,67992103,67993043,5AS,False,83,129
ENSG00000186665.9,chr17,67992103,67993043,IR,True,83,101
ENSG00000186665.9,chr17,67993235,67993423,IR,False,65,149
ENSG00000186665.9,chr17,67991098,67992103,PAS,True,21,151
ENSG00000186665.9,chr17,67993423,67993664,TSS,True,86,151
ENSG00000186665.9,chr17,67993043,67993571,TSS,True,125,151
ENSG00000186665.9,chr17,67992900,67993572,TSS,True,114,151
ENSG00000029725.16,chr17,5282258,5282520,TSS,True,23,119
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,31,115
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,48,315
ENSG00000169718.17,chr17,82058408,82058780,IR,False,48,149
ENSG00000169718.17,chr17,82058416,82058780,IR,False,263,364
ENSG00000169718.17,chr17,82065612,82065871,TSS,True,44,423
ENSG00000176845.12,chr17,83079587,83079985,TSS,False,35,280
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,187,1181
ENSG00000185813.10,chr17,81906177,81906463,IR,False,98,110
ENSG00000185813.10,chr17,81906898,81907553,ES,False,88,112
ENSG00000185813.10,chr17,81911266,81911500,TSS,False,36,139
ENSG00000146872.17,chr17,62479290,62481123,3AS,False,60,133
ENSG00000146872.17,chr17,62522273,62536169,ES,True,20,149
ENSG00000146872.17,chr17,62523177,62536169,ES,False,79,130
ENSG00000146872.17,chr17,62536337,62560015,ES,True,22,157
ENSG00000146872.17,chr17,62478382,62479290,TSS,True,79,212
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,35,145
ENSG00000108312.14,chr17,44212006,44212818,ES,False,92,177
ENSG00000108312.14,chr17,44205032,44207367,PAS,True,30,219
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,174,244
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,180,244
ENSG00000121058.4,chr17,56938187,56939154,PAS,False,45,185
ENSG00000121058.4,chr17,56948158,56950996,PAS,False,130,163
ENSG00000121058.4,chr17,56960774,56961073,TSS,False,22,185
ENSG00000076382.16,chr17,28591981,28593070,TSS,True,85,100
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,27,100
ENSG00000108423.14,chr17,59866749,59878102,ES,False,41,126
ENSG00000108423.14,chr17,59886230,59892696,ES,False,35,133
ENSG00000004142.11,chr17,28357287,28357580,TSS,True,33,289
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,60,125
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,61,104
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,239,327
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,13,125
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,28,140
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,347,2457
ENSG00000183010.16,chr17,81933376,81934652,ES,False,41,190
ENSG00000183010.16,chr17,81934489,81934925,ES,False,19,171
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,90,235
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,177,235
ENSG00000108479.11,chr17,75751467,75751737,PAS,True,199,256
ENSG00000108479.11,chr17,75757937,75758127,PAS,True,62,254
ENSG00000108479.11,chr17,75764971,75765254,TSS,True,40,256
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,67,218
ENSG00000108671.10,chr17,32480631,32480752,IR,False,160,183
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,24,184
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,160,183
ENSG00000141560.14,chr17,82716699,82716896,TSS,True,16,156
ENSG00000131473.16,chr17,41893174,41897748,ES,False,73,266
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,127,204
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,106,310
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,96,110
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,70,121
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,72,121
ENSG00000004975.11,chr17,7234068,7234569,TSS,True,20,103
ENSG00000167543.15,chr17,29568830,29569017,IR,False,130,162
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,69,200
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,93,297
ENSG00000157637.12,chr17,81250064,81251612,PAS,True,228,291
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,183,421
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,60,149
ENSG00000108774.14,chr17,42154892,42155022,TSS,True,259,431
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,104,622
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,69,242
ENSG00000266402.3,chr17,64146000,64146229,IR,True,168,316
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,222,391
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,322,391
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,149,391
ENSG00000182173.12,chr17,75516616,75516745,IR,True,341,426
ENSG00000182173.12,chr17,75516910,75517008,IR,False,387,432
ENSG00000182173.12,chr17,75521510,75521704,IR,True,418,480
ENSG00000182173.12,chr17,75522333,75523274,5AS,False,372,419
ENSG00000182173.12,chr17,75516502,75516616,TSS,True,190,554
ENSG00000182173.12,chr17,75515706,75516910,TSS,True,488,554
ENSG00000182173.12,chr17,75524261,75524748,PAS,True,73,542
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,292,407
ENSG00000136485.14,chr17,63588999,63592404,PAS,True,29,140
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,106,263
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,28,126
ENSG00000141562.17,chr17,82487915,82490536,PAS,True,13,119
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,55,147
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,33,118
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,81,109
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,42,182
ENSG00000198231.12,chr17,63774376,63787033,ES,False,107,139
ENSG00000198231.12,chr17,63798099,63800467,ES,False,29,135
ENSG00000198231.12,chr17,63773834,63774376,TSS,True,45,183
ENSG00000182481.8,chr17,68035698,68035840,TSS,True,107,983
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,42,100
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,37,276
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,71,314
ENSG00000141279.15,chr17,47612481,47612602,TSS,True,265,308
ENSG00000159111.12,chr17,47828500,47828675,TSS,True,89,180
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,114,181
ENSG00000141376.22,chr17,61368324,61368494,TSS,True,601,677
ENSG00000141376.22,chr17,61391976,61392832,PAS,True,61,154
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,23,132
ENSG00000121068.13,chr17,61399624,61400571,TSS,True,196,430
ENSG00000125445.10,chr17,75261983,75262496,IR,False,195,219
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,30,226
ENSG00000169689.14,chr17,82019219,82019292,IR,False,213,252
ENSG00000169689.14,chr17,82019381,82019857,ES,False,176,267
ENSG00000169689.14,chr17,82018701,82019219,PAS,True,40,277
ENSG00000169689.14,chr17,82018702,82019381,PAS,True,239,277
ENSG00000169689.14,chr17,82022825,82022915,TSS,True,45,291
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,41,110
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,66,110
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,69,109
ENSG00000125458.6,chr17,75131105,75131180,IR,False,65,107
ENSG00000125458.6,chr17,75131281,75131533,IR,False,79,109
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,127,206
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,238,943
ENSG00000141367.11,chr17,59693727,59695115,PAS,True,91,900
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,47,100
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,156,602
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,522,904
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,742,902
ENSG00000108604.15,chr17,63842458,63843066,TSS,True,220,976
ENSG00000108439.10,chr17,47944715,47945860,ES,False,13,104
ENSG00000108439.10,chr17,47941526,47941813,TSS,True,48,152
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,238,1578
ENSG00000108591.9,chr17,18087880,18088087,TSS,True,14,107
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,127,614
ENSG00000109065.11,chr17,74772054,74772217,IR,False,49,104
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,78,101
ENSG00000109065.11,chr17,74773039,74773575,IR,False,99,112
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,59,107
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,30,127
ENSG00000141577.13,chr17,81222768,81223014,TSS,True,60,105
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,31,258
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,742,4442
ENSG00000221926.12,chr17,15651090,15651858,TSS,True,25,131
ENSG00000221926.12,chr17,15642720,15643030,TSS,True,117,131
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,70,115
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,76,115
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,84,110
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,65,114
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,87,114
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,79,112
ENSG00000173894.10,chr17,79778132,79778307,TSS,True,125,176
ENSG00000108854.15,chr17,64542283,64545947,PAS,True,37,105
ENSG00000108854.15,chr17,64554866,64554993,PAS,False,84,104
ENSG00000108854.15,chr17,64661828,64662363,TSS,True,21,107
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,89,549
ENSG00000132376.19,chr17,1516455,1516895,TSS,True,42,105
ENSG00000132376.19,chr17,1506979,1507236,TSS,True,84,104
ENSG00000068137.14,chr17,42676401,42677065,TSS,True,50,104
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,116,185
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,66,247
ENSG00000068097.14,chr17,60041287,60044134,PAS,True,47,358
ENSG00000068097.14,chr17,60067732,60069848,PAS,False,278,310
ENSG00000068097.14,chr17,60078695,60078944,TSS,True,105,396
ENSG00000186395.7,chr17,40818786,40818995,TSS,False,56,181
ENSG00000186395.7,chr17,40821958,40822614,TSS,False,140,181
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,143,581
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,82,510
ENSG00000011143.16,chr17,58205435,58206170,PAS,True,19,119
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,45,134
ENSG00000170832.12,chr17,60177174,60179428,PAS,True,40,125
ENSG00000170832.12,chr17,60391881,60392168,TSS,True,85,132
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,27,118
ENSG00000121073.14,chr17,49707729,49708222,TSS,False,18,134
ENSG00000007202.14,chr17,28614438,28615246,PAS,True,18,114
ENSG00000007202.14,chr17,28644988,28645210,TSS,True,107,126
ENSG00000007202.14,chr17,28632048,28634002,TSS,True,98,110
ENSG00000007202.14,chr17,28632941,28635594,TSS,True,78,110
ENSG00000007202.14,chr17,28634516,28636305,TSS,False,98,110
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,137,214
ENSG00000129235.10,chr17,6641059,6641834,TSS,True,177,214
ENSG00000129235.10,chr17,6642248,6642324,TSS,True,182,214
ENSG00000073350.13,chr17,75574260,75574609,ES,False,310,727
ENSG00000073350.13,chr17,75574668,75574870,IR,True,421,489
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,250,671
ENSG00000073350.13,chr17,75574668,75574873,IR,True,250,318
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,604,1455
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,390,1016
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,1193,1445
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,1016,1445
ENSG00000133193.12,chr17,73232085,73232326,TSS,True,11,102
ENSG00000087111.20,chr17,28571188,28571462,IR,False,84,121
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,91,175
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,151,175
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,140,175
ENSG00000002919.14,chr17,48107548,48107838,TSS,True,21,106
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,45,321
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,113,555
ENSG00000169738.7,chr17,82036308,82036383,IR,False,159,186
ENSG00000169738.7,chr17,82036448,82036543,IR,False,159,185
ENSG00000169738.7,chr17,82036643,82036720,IR,False,158,180
ENSG00000169738.7,chr17,82037547,82037630,IR,False,120,153
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,161,199
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,75,199
ENSG00000141582.14,chr17,79839182,79839486,TSS,True,96,137
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,78,269
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,239,269
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,240,269
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,122,140
ENSG00000082641.15,chr17,48049277,48051628,TSS,True,122,136
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,113,145
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,90,122
ENSG00000002834.17,chr17,38914353,38914475,TSS,False,109,122
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,63,135
ENSG00000108557.18,chr17,17796091,17798513,TSS,True,30,113
ENSG00000087995.15,chr17,62424012,62424218,IR,False,118,186
ENSG00000087995.15,chr17,62423881,62424310,TSS,True,130,199
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,81,199
ENSG00000011260.13,chr17,51260142,51260926,TSS,False,39,306
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,38,119
ENSG00000108465.14,chr17,47971152,47971361,IR,False,327,468
ENSG00000108465.14,chr17,47973650,47973930,5AS,False,416,480
ENSG00000108465.14,chr17,47974448,47975158,IR,False,238,492
ENSG00000108465.14,chr17,47975653,47975868,IR,False,208,529
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,251,578
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,428,578
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,283,371
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,231,371
ENSG00000125691.12,chr17,38850361,38850438,TSS,True,303,366
