gene,chr,start,end,splice_type,novel,WTC11_ENCFF586RUA_in_cov,WTC11_ENCFF586RUA_total_cov
ENSG00000128739.22,chr15,24962209,24974310,3AS,True,108,123
ENSG00000128739.22,chr15,24962209,24974310,5AS,True,108,146
ENSG00000128739.22,chr15,24967152,24967931,5AS,False,152,180
ENSG00000104112.8,chr15,51719407,51721026,PAS,True,27,115
ENSG00000104112.8,chr15,51692158,51692336,PAS,False,98,113
ENSG00000117899.10,chr15,80989578,80989911,TSS,True,134,372
ENSG00000185787.14,chr15,78872781,78873057,TSS,True,435,2291
ENSG00000185787.14,chr15,78885747,78886227,TSS,True,1938,2289
ENSG00000140391.14,chr15,77070891,77071172,TSS,True,87,133
ENSG00000140391.14,chr15,77054177,77054274,TSS,True,73,133
ENSG00000092531.9,chr15,42531412,42533061,PAS,True,26,129
ENSG00000092531.9,chr15,42545135,42545353,PAS,True,117,133
ENSG00000138629.15,chr15,74458896,74461036,5AS,True,106,121
ENSG00000138629.15,chr15,74458896,74461107,5AS,False,124,250
ENSG00000138629.15,chr15,74458896,74461157,5AS,True,35,158
ENSG00000138629.15,chr15,74461036,74461177,TSS,False,195,308
ENSG00000138629.15,chr15,74461107,74461179,TSS,True,176,308
ENSG00000138629.15,chr15,74461157,74461185,TSS,True,273,308
ENSG00000140350.15,chr15,68820697,68820924,TSS,True,73,311
ENSG00000182768.8,chr15,90265876,90266287,IR,False,78,222
ENSG00000182768.8,chr15,90265669,90266398,TSS,True,93,237
ENSG00000182768.8,chr15,90265672,90265876,TSS,False,157,237
ENSG00000134152.10,chr15,34163690,34209950,ES,False,111,124
ENSG00000140365.15,chr15,75336092,75338061,5AS,False,170,190
ENSG00000140365.15,chr15,75336008,75336092,TSS,False,61,234
ENSG00000140365.15,chr15,75338060,75338133,TSS,False,208,234
ENSG00000179010.14,chr4,6640708,6640827,IR,False,181,267
ENSG00000179010.14,chr4,6640655,6640708,TSS,False,106,287
ENSG00000179010.14,chr4,6640682,6641258,TSS,True,201,287
ENSG00000168214.20,chr4,26321048,26386352,ES,False,245,376
ENSG00000168214.20,chr4,26319847,26320815,TSS,True,444,511
ENSG00000168214.20,chr4,26320803,26321048,TSS,True,134,511
ENSG00000109390.11,chr4,139300601,139302521,TSS,True,377,425
ENSG00000109390.11,chr4,139295731,139295834,TSS,False,89,423
ENSG00000226950.6,chr4,52712433,52712527,TSS,True,40,300
ENSG00000109180.14,chr4,48831060,48831249,TSS,True,82,305
ENSG00000152795.17,chr4,82424883,82425562,IR,False,142,165
ENSG00000152795.17,chr4,82425667,82426036,IR,False,157,180
ENSG00000152795.17,chr4,82429247,82430469,TSS,True,249,1625
ENSG00000138777.19,chr4,105369068,105369753,PAS,True,16,140
ENSG00000138777.19,chr4,105473893,105474085,TSS,True,15,148
ENSG00000109519.12,chr4,7067970,7068113,TSS,True,58,364
ENSG00000154277.12,chr4,41256875,41257020,TSS,True,31,103
ENSG00000109736.14,chr4,2930953,2931060,IR,False,113,127
ENSG00000109736.14,chr4,2929927,2930953,PAS,True,16,129
ENSG00000109736.14,chr4,2929923,2931150,PAS,False,115,129
ENSG00000109736.14,chr4,2934768,2934880,TSS,True,29,141
ENSG00000249532.5,chr4,112646968,112648653,ES,True,1062,3206
ENSG00000164024.11,chr4,98995550,98995867,TSS,True,13,100
ENSG00000123737.12,chr4,121814047,121816368,ES,False,85,106
ENSG00000138801.8,chr4,107613664,107614387,PAS,False,22,154
ENSG00000138801.8,chr4,107670487,107670863,PAS,True,118,137
ENSG00000138801.8,chr4,107720119,107720395,TSS,False,22,154
ENSG00000163682.16,chr4,39458890,39458946,TSS,True,230,1976
ENSG00000163956.11,chr4,3532208,3532446,TSS,True,35,110
ENSG00000164111.14,chr4,121696862,121697063,TSS,True,68,625
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,262,1832
ENSG00000164104.11,chr4,173334271,173334447,TSS,False,324,1466
PB_novel_213369,chr4,186242329,186247070,3AS,True,87,132
PB_novel_213369,chr4,186242329,186247284,5AS,True,29,116
PB_novel_213369,chr4,186241993,186242329,PAS,True,106,257
PB_novel_213369,chr4,186241993,186242332,PAS,True,188,257
PB_novel_213369,chr4,186247070,186247322,TSS,True,117,257
PB_novel_213369,chr4,186247284,186247323,TSS,True,183,257
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,2123,9279
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,7857,9279
ENSG00000138750.14,chr4,76148307,76148508,TSS,True,14,133
ENSG00000198498.9,chr4,163494454,163494804,TSS,True,94,510
ENSG00000198498.9,chr4,163515362,163515461,TSS,True,421,491
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,176,298
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,258,298
ENSG00000109332.19,chr4,102827943,102828141,TSS,False,264,298
ENSG00000109332.19,chr4,102827591,102827920,TSS,True,253,298
ENSG00000164162.13,chr4,144995603,145081659,ES,False,16,109
ENSG00000164162.13,chr4,145096111,145098130,5AS,False,22,103
ENSG00000164162.13,chr4,145098119,145098773,TSS,True,32,110
ENSG00000164162.13,chr4,145098130,145098216,TSS,False,86,110
ENSG00000164305.18,chr4,184649394,184649476,TSS,True,15,116
ENSG00000174780.16,chr4,56467572,56467744,TSS,True,25,123
ENSG00000174780.16,chr4,56501683,56503681,PAS,True,43,118
ENSG00000174780.16,chr4,56495356,56495395,PAS,False,95,117
ENSG00000145220.13,chr4,4290035,4290196,TSS,False,19,111
ENSG00000145220.13,chr4,4274366,4274503,TSS,True,88,101
ENSG00000198301.11,chr4,75981470,75981932,3AS,False,86,100
ENSG00000198301.11,chr4,75971355,75971458,PAS,False,15,106
ENSG00000198301.11,chr4,75990751,75990970,TSS,True,14,109
ENSG00000109534.16,chr4,109815508,109815804,TSS,True,89,145
ENSG00000109534.16,chr4,109816151,109816378,TSS,True,120,145
ENSG00000109534.16,chr4,109824417,109824741,PAS,True,33,145
ENSG00000056050.6,chr4,169757829,169757964,TSS,True,28,255
ENSG00000269893.6,chr4,118278792,118278943,IR,False,126,271
ENSG00000269893.6,chr4,118278792,118279106,3AS,False,36,171
ENSG00000269893.6,chr4,118278792,118279106,IR,False,36,182
ENSG00000269893.6,chr4,118278792,118279388,ES,False,50,219
ENSG00000269893.6,chr4,118278792,118279388,5AS,False,50,194
ENSG00000269893.6,chr4,118278757,118278792,TSS,True,161,383
ENSG00000269893.6,chr4,118278757,118279137,TSS,True,242,383
ENSG00000174720.15,chr4,112636990,112637239,TSS,True,92,165
ENSG00000174720.15,chr4,112637441,112637603,TSS,True,143,165
ENSG00000174720.15,chr4,112652509,112652673,TSS,True,108,127
ENSG00000174720.15,chr4,112647033,112647260,PAS,True,111,125
ENSG00000174720.15,chr4,112657246,112657846,PAS,True,41,165
ENSG00000178988.10,chr4,6708643,6709230,5AS,True,131,149
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,32,160
ENSG00000178988.10,chr4,6709225,6709883,TSS,True,143,160
ENSG00000138668.18,chr4,82355401,82356795,ES,False,117,229
ENSG00000138668.18,chr4,82359639,82373445,ES,False,73,176
ENSG00000138668.18,chr4,82373445,82374086,TSS,True,203,379
ENSG00000138668.18,chr4,82355303,82355380,TSS,True,291,375
ENSG00000118564.14,chr4,15668040,15681352,5AS,True,63,129
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,136,169
ENSG00000118564.14,chr4,15681352,15681579,TSS,True,108,174
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,106,174
ENSG00000118579.12,chr4,17614624,17614813,TSS,True,48,190
ENSG00000163319.10,chr4,83456958,83459739,ES,False,68,405
ENSG00000164022.16,chr4,106316516,106316594,TSS,False,15,102
ENSG00000078140.13,chr4,39698116,39698390,TSS,True,30,214
ENSG00000141127.14,chr17,18858099,18858261,TSS,True,76,146
ENSG00000141127.14,chr17,18872583,18872649,TSS,True,104,145
ENSG00000161970.14,chr17,8379936,8382140,5AS,True,133,160
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,155,424
ENSG00000132591.11,chr17,28854967,28855317,TSS,True,62,203
ENSG00000132591.11,chr17,28859215,28859283,TSS,True,143,197
ENSG00000196704.11,chr17,68248086,68248639,IR,False,41,115
ENSG00000196704.11,chr17,68248086,68248643,IR,True,28,118
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,129,202
ENSG00000196704.11,chr17,68247999,68248058,TSS,True,174,202
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,129,202
ENSG00000170043.11,chr17,7931730,7931947,TSS,True,38,245
ENSG00000170043.11,chr17,7931939,7932064,TSS,False,211,245
ENSG00000167699.13,chr17,782165,782343,TSS,False,26,137
ENSG00000167699.13,chr17,770420,770481,TSS,True,114,135
ENSG00000141504.11,chr17,7626793,7627142,ES,False,22,208
ENSG00000141504.11,chr17,7627414,7627552,IR,False,91,113
ENSG00000141504.11,chr17,7627414,7627556,5AS,False,12,104
ENSG00000141504.11,chr17,7627414,7627569,5AS,False,91,195
ENSG00000141504.11,chr17,7627414,7627569,IR,False,91,113
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,131,222
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,131,222
ENSG00000273611.4,chr17,36486785,36492812,ES,False,19,165
ENSG00000243678.11,chr17,51166563,51166826,5AS,True,99,113
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,292,1546
ENSG00000121064.12,chr17,56978096,56978235,TSS,True,22,101
ENSG00000213246.6,chr17,58351508,58352066,5AS,False,277,326
ENSG00000213246.6,chr17,58352064,58352221,TSS,True,324,367
ENSG00000213246.6,chr17,58352066,58352222,TSS,False,90,367
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,156,942
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,177,963
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,807,963
ENSG00000183010.16,chr17,81933376,81934652,ES,False,33,237
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,99,164
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,175,274
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,210,274
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,205,274
ENSG00000108671.10,chr17,32444460,32444614,TSS,True,76,454
ENSG00000214941.7,chr17,15977913,15978043,IR,False,163,206
ENSG00000214941.7,chr17,15981144,15987265,ES,False,192,220
ENSG00000214941.7,chr17,15993778,15999518,5AS,False,112,159
ENSG00000214941.7,chr17,15976559,15978163,PAS,True,180,222
ENSG00000214941.7,chr17,15976559,15977913,PAS,True,65,222
ENSG00000214941.7,chr17,15999518,15999717,TSS,True,108,226
ENSG00000214941.7,chr17,15999505,15999717,TSS,True,195,226
ENSG00000214941.7,chr17,15999659,15999847,TSS,True,191,226
ENSG00000214941.7,chr17,15999502,15999717,TSS,True,202,226
ENSG00000129195.15,chr17,6444410,6444488,TSS,True,27,160
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,212,252
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,162,254
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,129,254
ENSG00000183011.13,chr17,7856984,7857221,TSS,True,223,254
ENSG00000258315.5,chr17,7015156,7016494,ES,False,61,567
ENSG00000258315.5,chr17,7016685,7017256,ES,False,33,159
ENSG00000258315.5,chr17,7017014,7017260,3AS,False,398,528
ENSG00000258315.5,chr17,7017256,7017522,PAS,True,407,571
ENSG00000258315.5,chr17,7017260,7017524,PAS,True,164,571
ENSG00000166260.11,chr17,54961208,54962915,PAS,False,41,236
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,124,308
ENSG00000266402.3,chr17,64146000,64146229,IR,True,182,238
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,182,364
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,240,364
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,56,364
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,55,104
ENSG00000136485.14,chr17,63594202,63594279,PAS,True,34,104
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,23,104
ENSG00000072210.18,chr17,19648731,19648843,TSS,True,93,104
ENSG00000214087.8,chr17,81682149,81683535,ES,False,16,139
ENSG00000214087.8,chr17,81683692,81683799,TSS,False,29,174
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,35,148
ENSG00000109107.13,chr17,28575544,28576800,ES,False,117,131
ENSG00000141741.11,chr17,39730406,39730538,TSS,True,39,285
ENSG00000141741.11,chr17,39730193,39730531,TSS,True,251,285
ENSG00000141378.14,chr17,59707370,59707457,TSS,True,25,240
ENSG00000169689.14,chr17,82019381,82019857,ES,False,321,605
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,13,103
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,16,123
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,100,236
ENSG00000108946.14,chr17,68518544,68522926,TSS,True,169,235
ENSG00000108946.14,chr17,68530276,68533431,PAS,True,106,226
ENSG00000108946.14,chr17,68551083,68551321,PAS,False,135,236
ENSG00000131470.14,chr17,42577460,42577720,TSS,True,98,114
ENSG00000131470.14,chr17,42577652,42577730,TSS,True,40,114
ENSG00000131470.14,chr17,42577212,42577303,TSS,True,97,114
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,23,106
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,70,101
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,16,114
ENSG00000184009.11,chr17,81510329,81510478,IR,False,244,1778
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,1537,1781
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,248,1662
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,225,1781
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,72,143
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,20,119
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,45,108
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,96,912
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,860,961
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,141,961
ENSG00000108518.7,chr17,4948262,4949933,TSS,True,124,228
ENSG00000108518.7,chr17,4946627,4946771,TSS,True,171,228
ENSG00000170310.14,chr17,9575791,9575869,TSS,True,16,139
ENSG00000170310.14,chr17,9568370,9568471,TSS,True,124,139
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,66,341
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,156,174
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,34,174
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,236,955
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,817,955
ENSG00000108666.9,chr17,32341999,32342204,TSS,True,17,156
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,44,231
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,193,231
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,138,949
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,26,103
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,37,107
ENSG00000108848.15,chr17,50737026,50740305,ES,False,209,240
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,72,311
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,143,309
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,158,245
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,95,730
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,35,161
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,38,234
ENSG00000109113.19,chr17,28716058,28717212,ES,False,24,191
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,220,245
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,119,245
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,161,245
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,48,384
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,306,383
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,84,374
ENSG00000266967.6,chr17,42951894,42954875,ES,False,15,103
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,37,118
ENSG00000266967.6,chr17,42954875,42954900,TSS,True,103,116
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,124,211
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,75,155
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,145,452
ENSG00000171861.10,chr17,782338,782692,TSS,True,41,107
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,88,173
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,130,173
ENSG00000108830.9,chr17,43028431,43029917,PAS,False,17,155
ENSG00000225663.7,chr17,81822907,81823208,IR,False,104,236
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,109,240
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,139,246
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,31,246
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,55,132
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,52,184
ENSG00000175061.17,chr17,16439414,16440184,ES,False,522,706
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,198,806
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,698,806
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,26,192
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,245,2125
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,437,3862
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,2091,9254
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,7277,9254
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,266,2006
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,118,544
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,77,142
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,71,179
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,77,101
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,41,101
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,278,624
ENSG00000141552.17,chr17,81891833,81894466,ES,False,307,588
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,307,934
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,241,344
ENSG00000141552.17,chr17,81891841,81894466,ES,False,188,428
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,188,387
ENSG00000141552.17,chr17,81891863,81894466,ES,False,86,178
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,691,1281
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,848,1281
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,1103,1281
ENSG00000178307.9,chr17,21198840,21214090,ES,False,165,203
ENSG00000136450.12,chr17,58004001,58004922,IR,False,120,323
ENSG00000136450.12,chr17,58005041,58005800,3AS,True,61,276
ENSG00000136450.12,chr17,58005600,58005800,IR,False,235,262
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,216,336
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,144,334
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,81,378
ENSG00000083457.11,chr17,3720402,3723687,ES,False,177,218
ENSG00000182628.12,chr17,59112345,59131280,ES,False,85,289
ENSG00000182628.12,chr17,59112345,59155130,ES,False,36,319
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,72,392
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,319,671
ENSG00000132507.17,chr17,7311386,7311481,TSS,True,585,668
ENSG00000108961.13,chr17,8289588,8289812,IR,False,106,151
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,49,170
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,127,169
ENSG00000108523.15,chr17,4940726,4940872,IR,False,16,134
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,120,162
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,134,162
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,83,162
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,45,297
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,91,103
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,16,103
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,30,129
ENSG00000169727.12,chr17,82056851,82056974,TSS,True,107,129
ENSG00000163597.14,chr17,76557857,76561287,ES,False,283,392
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,50,443
ENSG00000129197.14,chr17,5422829,5426235,ES,False,32,170
ENSG00000129197.14,chr17,5422829,5432541,ES,False,98,302
ENSG00000129197.14,chr17,5426299,5432541,ES,False,25,180
ENSG00000070010.18,chr22,19468003,19479082,ES,False,32,311
ENSG00000070010.18,chr22,19475100,19475495,5AS,False,36,262
ENSG00000235954.6,chr22,27924346,27924766,PAS,False,16,117
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,97,413
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,20,143
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,1106,1231
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,1122,1247
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,132,1247
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,124,1201
ENSG00000100360.14,chr22,36775794,36776030,IR,False,20,102
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,31,113
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,91,113
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,287,705
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,429,705
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,72,173
ENSG00000100220.11,chr22,32412063,32412277,TSS,True,41,309
ENSG00000183765.21,chr22,28725367,28741768,ES,False,25,189
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,32,224
ENSG00000100211.10,chr22,38656750,38668016,ES,False,102,132
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,38,177
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,140,177
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,29,232
ENSG00000100162.14,chr22,41946416,41946767,TSS,True,208,232
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,273,1057
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,882,1055
ENSG00000130638.16,chr22,45671797,45672179,TSS,True,18,162
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,81,502
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,439,502
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,21,175
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,63,301
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,247,300
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,52,438
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,41,255
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,35,246
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,64,174
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,115,174
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,25,236
ENSG00000100316.15,chr22,39318566,39319594,IR,True,145,205
ENSG00000241484.9,chr22,44752555,44752627,TSS,True,35,106
ENSG00000241484.9,chr22,44785405,44786606,TSS,True,74,106
ENSG00000184319.15,chr22,50783864,50785172,5AS,False,69,102
ENSG00000184319.15,chr22,50783745,50783864,TSS,True,39,111
ENSG00000184319.15,chr22,50783781,50784021,TSS,True,85,111
ENSG00000184319.15,chr22,50798654,50802061,PAS,True,12,110
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,118,207
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,195,377
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,273,371
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,60,101
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,47,101
ENSG00000172785.18,chr9,175784,178815,ES,False,371,446
ENSG00000172785.18,chr9,119276,121573,PAS,True,85,456
ENSG00000172785.18,chr9,172901,173366,PAS,True,369,448
ENSG00000137154.12,chr9,19378511,19378707,5AS,True,169,189
ENSG00000137154.12,chr9,19378511,19378707,IR,True,169,194
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,859,970
ENSG00000107223.12,chr9,136862496,136862905,IR,False,109,147
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,160,1023
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,904,1013
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,200,255
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,138,255
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,83,130
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,45,126
ENSG00000135069.13,chr9,78317804,78328980,ES,False,49,285
ENSG00000135069.13,chr9,78297089,78297270,TSS,False,37,329
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,130,354
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,229,359
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,135,359
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,553,615
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,80,634
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,176,207
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,39,285
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1887,7936
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,6239,7936
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,28,268
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,61,105
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,77,105
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,85,105
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,36,252
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,97,560
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,19,167
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,19,168
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,32,144
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,119,143
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,84,103
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,16,100
ENSG00000107371.12,chr9,37780880,37783913,ES,False,36,234
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,139,494
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,206,440
ENSG00000165119.20,chr9,83973399,83974516,ES,False,59,380
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,216,450
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,244,450
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,668,836
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,670,836
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,127,152
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,18,117
ENSG00000198467.14,chr9,35684550,35685268,ME,False,49,128
ENSG00000107020.9,chr9,5361888,5436568,ES,True,44,176
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,75,417
ENSG00000086061.15,chr9,33030447,33030667,TSS,True,357,413
ENSG00000147996.16,chr9,65692608,65698514,ES,False,41,100
ENSG00000147996.16,chr9,65698561,65702969,ES,False,33,100
ENSG00000147996.16,chr9,65675841,65676130,TSS,True,21,207
ENSG00000147996.16,chr9,65714927,65715164,TSS,True,106,118
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,91,205
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,102,187
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,39,132
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,63,157
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,117,157
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,16,150
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,39,212
