gene,chr,start,end,splice_type,novel,osteocyte_ENCFF925MYC_in_cov,osteocyte_ENCFF925MYC_total_cov
ENSG00000006282.20,chr17,50547285,50548282,ES,False,17,140
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,116,523
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,459,523
ENSG00000182628.12,chr17,59112345,59131280,ES,False,32,118
ENSG00000182628.12,chr17,59131367,59155130,5AS,False,102,119
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,117,134
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,24,134
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,22,138
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,100,120
ENSG00000174231.16,chr17,1661905,1662149,TSS,False,107,120
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,121,139
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,171,867
ENSG00000133026.12,chr17,8517171,8518791,PAS,True,761,867
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,115,916
ENSG00000167842.15,chr17,5486684,5488822,ES,False,161,196
ENSG00000167842.15,chr17,5486384,5486684,TSS,True,28,225
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,89,113
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,29,115
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,16,117
ENSG00000163597.14,chr17,76557857,76561287,ES,False,462,901
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,28,103
ENSG00000100325.14,chr22,29825086,29826070,TSS,True,87,100
ENSG00000183530.13,chr22,31749992,31750187,TSS,True,46,141
ENSG00000100335.14,chr22,39504534,39511287,ES,False,97,111
ENSG00000100335.14,chr22,39512026,39512317,3AS,False,38,112
ENSG00000100335.14,chr22,39502250,39502437,TSS,True,22,128
ENSG00000100296.13,chr22,29529239,29531830,ES,False,200,250
ENSG00000100296.13,chr22,29549158,29553670,ES,False,153,224
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,33,257
ENSG00000100014.19,chr22,24270983,24302194,ES,False,158,218
ENSG00000100014.19,chr22,24270802,24270983,TSS,True,33,254
ENSG00000100014.19,chr22,24321287,24322697,PAS,True,159,230
ENSG00000100014.19,chr22,24324219,24324427,PAS,False,150,240
ENSG00000100014.19,chr22,24328845,24328884,PAS,True,216,241
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,71,101
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,55,101
ENSG00000100345.21,chr22,36288750,36288939,PAS,True,234,263
ENSG00000100345.21,chr22,36300849,36301057,PAS,False,154,248
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,79,303
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,170,585
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,431,580
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,90,511
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,431,511
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,145,205
ENSG00000100201.20,chr22,38492504,38494131,PAS,True,153,205
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,146,205
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,145,349
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,22,127
ENSG00000100099.20,chr22,26465551,26466225,ES,False,107,132
ENSG00000100099.20,chr22,26482240,26483764,5AS,False,80,124
ENSG00000100099.20,chr22,26451474,26453404,PAS,True,30,156
ENSG00000100099.20,chr22,26483764,26483865,TSS,True,73,159
ENSG00000100099.20,chr22,26483673,26483828,TSS,True,124,159
ENSG00000100320.22,chr22,35746561,35759887,ES,False,51,204
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,103,203
ENSG00000100320.22,chr22,35781743,35809779,3AS,False,134,204
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,70,249
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,64,249
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,186,248
ENSG00000099968.17,chr22,17689142,17702242,ES,False,16,136
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,306,461
ENSG00000099968.17,chr22,17706781,17706825,TSS,False,193,452
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,70,192
ENSG00000077942.18,chr22,45530269,45531324,TSS,True,172,192
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,130,186
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,57,191
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,147,275
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,118,342
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,292,341
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,48,342
ENSG00000182944.17,chr22,29288605,29289694,PAS,True,289,324
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,57,386
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,69,572
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,21,102
ENSG00000100359.20,chr22,40410131,40412320,PAS,True,89,102
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,55,264
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,45,307
ENSG00000241978.9,chr9,110138539,110168398,ES,False,71,140
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,110,166
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,148,166
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,104,166
ENSG00000196730.12,chr9,87497714,87498107,TSS,True,69,118
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,127,209
ENSG00000197694.15,chr9,128607876,128608049,TSS,False,105,123
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,99,209
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,218,284
ENSG00000137040.9,chr9,6014356,6015471,IR,False,30,174
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,144,179
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,149,179
ENSG00000172785.18,chr9,175784,178815,ES,False,183,221
ENSG00000148154.9,chr9,111896766,111897313,TSS,True,23,143
ENSG00000107186.16,chr9,13105295,13107111,PAS,True,69,110
ENSG00000107186.16,chr9,13279399,13279729,TSS,True,77,111
ENSG00000107186.16,chr9,13279563,13279745,TSS,True,85,111
ENSG00000165282.13,chr9,35096560,35096634,TSS,True,35,104
ENSG00000165282.13,chr9,35095054,35096567,TSS,True,90,104
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,29,207
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,643,916
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,229,1142
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,868,1142
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,491,1142
ENSG00000281649.1,chr9,37080034,37086667,5AS,False,12,110
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,40,131
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,34,144
ENSG00000136937.12,chr9,97645635,97645732,TSS,True,127,142
ENSG00000136937.12,chr9,97671085,97674770,PAS,True,19,141
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,157,229
ENSG00000148180.19,chr9,121281562,121301962,ME,False,408,456
ENSG00000148180.19,chr9,121281562,121301962,ME,False,408,456
ENSG00000148180.19,chr9,121281562,121301962,ES,False,734,1222
ENSG00000106823.12,chr9,92495312,92496483,PAS,False,64,126
ENSG00000106823.12,chr9,92535932,92536085,TSS,True,28,127
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,84,432
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,353,432
ENSG00000169155.9,chr9,126805132,126832486,ES,False,18,117
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,153,482
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,331,485
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,155,485
ENSG00000198887.8,chr9,70300045,70303210,PAS,True,129,147
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,120,145
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,125,148
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,117,146
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,75,100
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,28,100
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,102,721
ENSG00000182752.9,chr9,116396508,116398496,PAS,True,15,110
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,42,341
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,118,502
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,444,516
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,253,1059
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,809,1059
ENSG00000198876.12,chr9,34126353,34126735,TSS,False,19,131
ENSG00000011454.16,chr9,122941088,122957010,5AS,True,48,110
ENSG00000011454.16,chr9,122940989,122941093,TSS,True,88,151
ENSG00000011454.16,chr9,122941000,122941088,TSS,False,94,151
ENSG00000011454.16,chr9,123076633,123078246,PAS,True,59,151
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,15,114
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,109,201
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,1042,1747
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,240,685
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,852,1899
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,1659,1899
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,1454,1899
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,46,104
ENSG00000106991.13,chr9,127843093,127843244,TSS,True,87,104
ENSG00000136891.13,chr9,100301774,100302304,PAS,True,25,213
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,28,211
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,33,103
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,85,103
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,15,103
ENSG00000080608.9,chr9,2838425,2838518,TSS,True,91,102
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,110,138
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,105,138
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,93,138
ENSG00000119401.10,chr9,116687381,116697664,3AS,False,96,184
ENSG00000119401.10,chr9,116697661,116701299,PAS,True,96,184
ENSG00000119401.10,chr9,116697664,116700749,PAS,True,88,184
ENSG00000083223.17,chr9,86295295,86301601,PAS,True,120,137
ENSG00000083223.17,chr9,86322499,86323960,PAS,False,35,132
ENSG00000083223.17,chr9,86354270,86354523,TSS,True,29,138
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,142,183
ENSG00000198000.11,chr9,92324209,92325305,IR,True,142,163
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,54,237
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,188,270
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,96,266
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,227,270
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,127,270
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,215,270
ENSG00000122692.8,chr9,33044724,33047391,PAS,False,41,307
ENSG00000122692.8,chr9,33053724,33056239,PAS,True,273,304
ENSG00000119392.14,chr9,128504904,128508875,ES,True,182,209
ENSG00000135046.13,chr9,73151924,73154197,IR,True,12,101
ENSG00000135046.13,chr9,73151924,73154460,IR,True,29,118
ENSG00000147905.17,chr9,37120623,37126311,5AS,False,88,133
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,55,149
ENSG00000147905.17,chr9,37120450,37120627,TSS,True,125,149
ENSG00000147905.17,chr9,37120577,37120776,TSS,True,130,149
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,42,149
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,116,149
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,100,285
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,245,285
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,14,110
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,917,2400
ENSG00000165119.20,chr9,83973399,83974516,ES,False,328,2342
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,925,2406
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,1489,2406
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1021,2421
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1605,2421
ENSG00000136874.10,chr9,99906645,99906706,TSS,True,12,108
ENSG00000136874.10,chr9,99968433,99974536,PAS,True,12,108
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,51,100
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,88,100
ENSG00000119321.8,chr9,113165011,113166155,PAS,True,100,134
ENSG00000119321.8,chr9,113171578,113171706,PAS,True,112,133
ENSG00000119321.8,chr9,113176438,113178801,PAS,True,94,132
ENSG00000119321.8,chr9,113221190,113221418,TSS,True,16,136
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,79,141
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,107,141
ENSG00000119408.16,chr9,124261465,124261583,TSS,True,124,141
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,27,239
ENSG00000147996.16,chr9,65692608,65698514,ES,False,96,136
ENSG00000147996.16,chr9,65698561,65702969,ES,False,37,135
ENSG00000147996.16,chr9,65703014,65720040,ES,False,16,133
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,21,146
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,43,166
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,54,179
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,134,179
ENSG00000182150.15,chr9,95971932,95978059,PAS,True,27,146
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,21,137
ENSG00000148229.12,chr9,113409609,113409650,TSS,True,122,137
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,29,104
ENSG00000080503.23,chr9,2161685,2161895,PAS,True,88,100
ENSG00000165304.7,chr9,36581739,36589535,ES,False,32,104
ENSG00000165304.7,chr9,36589652,36597221,ES,False,12,103
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,34,119
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,89,119
ENSG00000165304.7,chr9,36677159,36677942,PAS,True,19,119
ENSG00000165304.7,chr9,36665349,36665581,PAS,True,103,119
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,49,192
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,48,129
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,84,129
ENSG00000136933.16,chr9,125233687,125234058,PAS,True,14,129
ENSG00000137074.18,chr9,32987731,32988082,IR,False,48,209
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,81,211
ENSG00000137074.18,chr9,32989895,33001566,ES,True,145,173
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,145,162
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,24,238
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,54,229
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,154,196
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,28,142
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,38,215
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,99,212
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,184,212
ENSG00000086102.18,chr9,33369905,33371159,PAS,False,188,215
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,14,110
ENSG00000165219.21,chr9,125261959,125268935,ES,False,103,116
ENSG00000165219.21,chr9,125261959,125298889,ME,False,58,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,58,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,56,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,56,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,56,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,34,145
ENSG00000165219.21,chr9,125261959,125298889,ME,False,34,145
ENSG00000165219.21,chr9,125261959,125298889,ES,False,174,361
ENSG00000165219.21,chr9,125268984,125298889,ES,False,89,115
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,94,347
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,209,376
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,202,376
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,71,263
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,143,224
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,151,294
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,214,294
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,246,294
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,40,233
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,69,106
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,87,122
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,39,122
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,360,414
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,102,414
ENSG00000120798.16,chr12,95028509,95031348,3AS,False,17,139
ENSG00000120798.16,chr12,95057878,95058309,IR,False,112,154
ENSG00000120798.16,chr12,95020229,95022403,PAS,True,25,164
ENSG00000092841.18,chr12,56160320,56161386,ES,False,101,830
ENSG00000092841.18,chr12,56160320,56161386,IR,True,101,120
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,321,500
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,89,546
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,138,165
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,99,180
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,88,176
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,19,180
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,98,131
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,52,131
ENSG00000182199.10,chr12,57230420,57230802,5AS,False,30,143
ENSG00000182199.10,chr12,57230462,57230802,5AS,False,41,113
ENSG00000182199.10,chr12,57231000,57231712,IR,False,117,131
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,419,1385
ENSG00000182199.10,chr12,57230053,57230244,TSS,True,1197,1385
ENSG00000139291.13,chr12,71700831,71703218,PAS,True,23,107
ENSG00000139291.13,chr12,71703976,71704060,PAS,False,94,109
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,104,292
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,740,2859
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,2298,2783
ENSG00000110871.14,chr12,120522363,120528939,ES,False,199,236
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,49,168
ENSG00000111530.12,chr12,67305244,67306597,TSS,True,128,151
ENSG00000111530.12,chr12,67312605,67316286,PAS,True,23,167
ENSG00000087470.17,chr12,32737161,32740063,ES,False,136,211
ENSG00000087470.17,chr12,32743353,32745552,PAS,True,24,235
ENSG00000120820.12,chr12,104019676,104049894,ES,False,177,578
ENSG00000139324.11,chr12,88194837,88199884,PAS,False,35,215
ENSG00000139324.11,chr12,88188842,88188880,PAS,False,182,215
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,43,220
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,193,220
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,133,357
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,68,362
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,323,362
ENSG00000091039.16,chr12,76450979,76487509,3AS,False,31,135
ENSG00000091039.16,chr12,76351770,76356021,PAS,True,63,155
ENSG00000091039.16,chr12,76356632,76356728,PAS,True,119,155
ENSG00000091039.16,chr12,76559396,76559873,TSS,True,27,161
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,67,380
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,314,380
ENSG00000130779.20,chr12,122341697,122352725,ES,False,221,261
ENSG00000130779.20,chr12,122380558,122422520,ES,False,217,242
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,60,267
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,46,288
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,30,149
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,2200,2482
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,295,2606
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,5317,9022
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,4008,9023
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,411,1598
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1230,1597
ENSG00000133641.17,chr12,88035738,88042824,ES,False,21,140
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,244,347
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,193,335
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,219,341
ENSG00000174099.11,chr12,65278865,65326825,ES,False,133,244
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,32,277
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,310,2284
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,589,667
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,109,721
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,640,721
ENSG00000134294.13,chr12,46367340,46370775,ES,False,30,272
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,351,614
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,184,214
ENSG00000198431.15,chr12,104287109,104311289,ES,False,53,234
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,96,334
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,291,334
ENSG00000198431.15,chr12,104348352,104350287,PAS,True,34,321
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,680,1682
ENSG00000139436.20,chr12,109929791,109933190,PAS,True,43,116
ENSG00000139436.20,chr12,109946928,109948846,PAS,True,91,115
ENSG00000139436.20,chr12,109996172,109996389,TSS,True,14,121
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,718,986
ENSG00000135506.15,chr12,57719182,57720405,ES,False,577,981
ENSG00000111790.13,chr12,26957743,26963341,ES,False,37,169
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,48,221
ENSG00000111790.13,chr12,26960514,26962302,PAS,True,184,219
ENSG00000090612.20,chr12,133192003,133202143,ES,False,65,155
ENSG00000090612.20,chr12,133181496,133181686,TSS,True,23,163
ENSG00000135392.16,chr12,55829488,55829595,TSS,False,28,100
ENSG00000135392.16,chr12,55827251,55828715,TSS,True,89,100
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,53,243
ENSG00000111641.11,chr12,6560326,6560446,IR,False,104,117
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,35,104
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,95,108
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,22,117
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,103,117
ENSG00000152556.16,chr12,48135038,48137720,ES,False,168,363
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,57,388
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,899,1332
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,458,1392
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,963,1392
ENSG00000175197.12,chr12,57517438,57517705,IR,False,80,118
ENSG00000184047.17,chr12,122218397,122225964,ME,False,32,259
ENSG00000151135.9,chr12,106956065,106967110,ES,False,210,733
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,16,118
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,113,129
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,27,129
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,15,107
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,87,101
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,129,235
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,87,266
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,201,265
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,55,396
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,188,233
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,111,233
ENSG00000176871.8,chr12,118035213,118035412,TSS,True,202,232
ENSG00000198040.10,chr12,133037275,133037545,TSS,True,51,145
ENSG00000198040.10,chr12,133037282,133037554,TSS,True,125,145
ENSG00000198040.10,chr12,133037524,133041482,TSS,True,127,144
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,46,101
ENSG00000123415.15,chr12,54183655,54183963,TSS,True,82,101
ENSG00000177119.15,chr12,45216391,45302013,ES,False,140,160
ENSG00000177119.15,chr12,45216391,45331294,ES,False,21,179
ENSG00000177119.15,chr12,45215807,45216391,TSS,True,42,226
ENSG00000177119.15,chr12,45429104,45432352,PAS,True,158,200
ENSG00000177119.15,chr12,45421070,45421233,PAS,False,58,197
ENSG00000073614.12,chr12,309872,309964,PAS,True,40,304
ENSG00000073614.12,chr12,388926,389635,TSS,True,43,316
ENSG00000058272.18,chr12,79805768,79807225,ES,False,71,215
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,106,317
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,260,316
ENSG00000078246.16,chr12,2909580,2922261,ES,False,19,111
ENSG00000078246.16,chr12,2890857,2890988,TSS,True,13,116
ENSG00000003056.7,chr12,8946387,8949487,3AS,False,101,964
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,75,731
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,41,400
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,280,482
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,327,482
ENSG00000139350.11,chr12,96907300,96909751,ES,False,35,164
ENSG00000139350.11,chr12,96907856,96917620,ES,False,31,156
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,54,241
ENSG00000134283.17,chr12,42326229,42335882,ES,False,168,212
ENSG00000134283.17,chr12,42335974,42355160,ES,False,100,217
ENSG00000134283.17,chr12,42375074,42387455,ES,False,31,215
ENSG00000082805.19,chr12,990396,990629,TSS,False,122,162
ENSG00000082805.19,chr12,991222,991322,TSS,True,103,162
ENSG00000082805.19,chr12,1181924,1182159,PAS,True,94,130
ENSG00000082805.19,chr12,1110191,1110350,PAS,True,102,128
ENSG00000082805.19,chr12,1236768,1236831,PAS,True,118,132
ENSG00000082805.19,chr12,1490092,1495932,PAS,True,115,134
ENSG00000082805.19,chr12,1141619,1142213,PAS,False,109,129
ENSG00000110911.15,chr12,51010766,51026314,5AS,False,156,212
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,87,230
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,157,229
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,71,230
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,173,230
ENSG00000136003.15,chr12,108562736,108564278,IR,False,116,133
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,19,140
ENSG00000136003.15,chr12,108562595,108564392,TSS,True,123,140
ENSG00000139263.11,chr12,58871853,58872816,PAS,True,37,223
ENSG00000139263.11,chr12,58919999,58920801,TSS,True,83,223
ENSG00000139263.11,chr12,58919426,58919619,TSS,False,200,223
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,128,221
ENSG00000111653.19,chr12,6652770,6652944,5AS,False,44,137
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,131,165
ENSG00000051825.14,chr12,123203084,123210055,ES,False,53,100
ENSG00000051825.14,chr12,123223127,123230260,ES,False,14,101
ENSG00000051825.14,chr12,123152319,123156908,PAS,True,87,110
ENSG00000051825.14,chr12,123193839,123194601,PAS,False,70,110
ENSG00000196387.9,chr12,133081072,133083102,ES,False,36,121
