gene,chr,start,end,splice_type,novel,WTC11_ENCFF866EVJ_in_cov,WTC11_ENCFF866EVJ_total_cov
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,223,364
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,276,364
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,132,364
ENSG00000141499.16,chr17,7688561,7688647,IR,False,105,144
ENSG00000141499.16,chr17,7686679,7688561,TSS,True,44,149
ENSG00000141499.16,chr17,7688304,7689079,TSS,True,109,149
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,52,101
ENSG00000136485.14,chr17,63594202,63594279,PAS,True,41,101
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,18,154
ENSG00000131748.15,chr17,39637054,39637231,TSS,True,17,105
ENSG00000214087.8,chr17,81682149,81683535,ES,False,20,169
ENSG00000214087.8,chr17,81683692,81683799,TSS,False,37,236
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,62,250
ENSG00000171928.13,chr17,18789349,18789435,TSS,False,216,250
ENSG00000109107.13,chr17,28575544,28576800,ES,False,106,146
ENSG00000141741.11,chr17,39730406,39730538,TSS,True,29,200
ENSG00000141741.11,chr17,39730193,39730531,TSS,True,171,200
ENSG00000175832.12,chr17,43532673,43532867,TSS,True,105,195
ENSG00000175832.12,chr17,43545557,43545777,TSS,True,166,196
ENSG00000175832.12,chr17,43545273,43545606,TSS,True,147,196
ENSG00000141378.14,chr17,59707370,59707457,TSS,True,54,420
ENSG00000169689.14,chr17,82019219,82019307,5AS,False,126,807
ENSG00000169689.14,chr17,82019219,82019307,IR,False,126,184
ENSG00000169689.14,chr17,82019381,82019857,ES,False,514,848
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,16,103
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,90,103
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,19,136
ENSG00000136448.11,chr17,45105618,45109016,PAS,True,22,130
ENSG00000136448.11,chr17,45081643,45081674,PAS,True,110,123
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,21,194
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,237,278
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,136,278
ENSG00000108946.14,chr17,68518544,68522926,TSS,True,198,272
ENSG00000108946.14,chr17,68530276,68533431,PAS,True,44,268
ENSG00000108946.14,chr17,68551083,68551321,PAS,False,243,278
ENSG00000006042.11,chr17,32928237,32931474,ES,False,18,170
ENSG00000131470.14,chr17,42573623,42574195,5AS,False,33,194
ENSG00000131470.14,chr17,42577561,42577652,IR,False,104,189
ENSG00000131470.14,chr17,42577460,42577720,TSS,True,135,222
ENSG00000131470.14,chr17,42577652,42577730,TSS,True,117,222
ENSG00000010244.18,chr17,32365487,32367771,ES,False,189,269
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,43,315
ENSG00000170315.13,chr17,16381462,16381901,5AS,False,165,202
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,61,102
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,30,108
ENSG00000109065.11,chr17,74775621,74776273,TSS,True,96,108
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,34,145
ENSG00000184009.11,chr17,81510329,81510478,IR,False,614,4573
ENSG00000184009.11,chr17,81509970,81510329,PAS,True,3968,4584
ENSG00000184009.11,chr17,81509970,81510833,PAS,True,627,4413
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,29,105
ENSG00000169750.8,chr17,82033599,82033698,5AS,True,102,124
ENSG00000169750.8,chr17,82031993,82032458,TSS,True,17,134
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,24,120
ENSG00000168256.17,chr17,42022445,42022640,TSS,True,103,120
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,18,147
ENSG00000108468.14,chr17,48070051,48071579,PAS,True,21,123
ENSG00000108468.14,chr17,48076005,48076178,PAS,True,102,122
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,65,175
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,36,156
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,54,214
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,116,904
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,846,969
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,159,969
ENSG00000108518.7,chr17,4948262,4949933,TSS,True,152,270
ENSG00000108518.7,chr17,4946627,4946771,TSS,True,186,270
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,79,541
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,197,231
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,48,231
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,315,1087
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,874,1087
ENSG00000132581.9,chr17,28661725,28662182,TSS,True,43,278
ENSG00000132581.9,chr17,28662045,28662197,TSS,True,239,278
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,33,110
ENSG00000108465.14,chr17,47974448,47975158,IR,False,114,130
ENSG00000108465.14,chr17,47975653,47975868,IR,False,106,134
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,29,148
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,132,148
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,155,1188
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,158,181
ENSG00000108788.11,chr17,42567655,42568836,ES,False,30,174
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,55,213
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,190,213
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,76,235
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,36,314
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,95,313
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,223,281
ENSG00000136504.11,chr17,49814982,49815074,TSS,True,60,314
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,102,628
ENSG00000109113.19,chr17,28717291,28718121,3AS,False,140,280
ENSG00000109113.19,chr17,28717291,28718369,3AS,True,92,132
ENSG00000109113.19,chr17,28718369,28718517,TSS,True,513,648
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,452,648
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,355,648
ENSG00000161526.14,chr17,75667317,75667478,TSS,True,23,211
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,37,195
ENSG00000161547.16,chr17,76736153,76736638,TSS,False,98,111
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,62,505
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,430,503
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,87,496
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,41,167
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,70,152
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,54,135
ENSG00000159210.9,chr17,48944680,48944833,TSS,True,22,203
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,193,215
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,121,215
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,14,100
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,189,1103
ENSG00000109083.13,chr17,28331987,28335339,ES,False,60,118
ENSG00000171861.10,chr17,782338,782692,TSS,True,59,232
ENSG00000108830.9,chr17,43025531,43025959,5AS,True,17,111
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,156,292
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,201,292
ENSG00000108830.9,chr17,43028431,43029917,PAS,False,28,264
ENSG00000225663.7,chr17,81822907,81823208,IR,False,93,253
ENSG00000225663.7,chr17,81823311,81824286,ES,False,28,248
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,105,260
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,167,263
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,29,263
ENSG00000175061.17,chr17,16439414,16439527,IR,False,92,121
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,33,126
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,61,187
ENSG00000175061.17,chr17,16439414,16440184,ES,False,419,603
ENSG00000175061.17,chr17,16439703,16440184,IR,False,194,225
ENSG00000175061.17,chr17,16440253,16441367,ES,False,73,627
ENSG00000175061.17,chr17,16440253,16441367,3AS,False,73,106
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,212,722
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,606,722
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,79,102
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,57,102
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,25,125
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,43,125
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,78,119
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,117,140
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,48,140
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,298,2486
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,63,439
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,552,3670
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,2346,7837
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,5601,7837
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,305,2437
ENSG00000108953.16,chr17,1400046,1400223,TSS,True,119,829
ENSG00000183684.7,chr17,81890688,81891061,TSS,True,105,206
ENSG00000089685.14,chr17,78214789,78223464,ES,False,76,558
ENSG00000108424.9,chr17,47680026,47680134,TSS,True,126,356
ENSG00000126581.12,chr17,42810928,42813947,ES,False,21,134
ENSG00000126581.12,chr17,42810928,42814523,ES,False,22,156
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,79,154
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,94,169
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,90,169
ENSG00000170296.9,chr17,7241679,7241767,IR,False,60,220
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,255,999
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,839,999
ENSG00000121067.17,chr17,49622876,49677932,ES,False,94,115
ENSG00000167840.13,chr17,5106506,5108925,3AS,False,29,153
ENSG00000167840.13,chr17,5106533,5109393,ES,True,37,132
ENSG00000167840.13,chr17,5109052,5109393,IR,False,118,134
ENSG00000167840.13,chr17,5109052,5109710,5AS,False,16,138
ENSG00000167840.13,chr17,5109768,5111799,3AS,False,22,170
ENSG00000167840.13,chr17,5109868,5111799,ES,False,67,142
ENSG00000167840.13,chr17,5105549,5106533,PAS,True,39,201
ENSG00000167840.13,chr17,5105615,5106506,PAS,True,169,201
ENSG00000167840.13,chr17,5111799,5111924,TSS,True,31,217
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,130,411
ENSG00000141552.17,chr17,81891833,81894466,ES,False,207,342
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,207,737
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,183,278
ENSG00000141552.17,chr17,81891841,81894466,ES,False,160,346
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,160,344
ENSG00000141552.17,chr17,81891863,81894466,ES,False,84,173
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,581,925
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,578,925
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,751,925
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,37,127
ENSG00000178307.9,chr17,21198840,21214090,ES,False,257,334
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,123,1049
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,148,1097
ENSG00000108588.13,chr17,63773411,63774104,TSS,True,19,140
ENSG00000182628.12,chr17,59112345,59131280,ES,False,115,303
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,57,366
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,26,187
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,450,1073
ENSG00000108961.13,chr17,8289414,8289812,ES,False,33,142
ENSG00000108961.13,chr17,8289414,8289812,3AS,False,33,111
ENSG00000108961.13,chr17,8289588,8289812,IR,False,109,201
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,95,238
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,164,238
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,269,327
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,255,327
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,145,327
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,403,448
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,77,480
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,217,254
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,46,251
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,46,286
ENSG00000163597.14,chr17,76557857,76561287,ES,False,331,468
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,84,552
ENSG00000129197.14,chr17,5422829,5426235,ES,False,51,234
ENSG00000129197.14,chr17,5422829,5432541,ES,False,114,418
ENSG00000129197.14,chr17,5426082,5432541,ES,False,38,224
ENSG00000129197.14,chr17,5426299,5432541,ES,False,53,258
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,108,617
ENSG00000239900.12,chr22,40364365,40366435,ES,False,173,1305
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,46,419
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,1106,1280
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,1118,1291
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,184,1291
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,352,2728
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,65,554
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,464,1224
ENSG00000185651.14,chr22,21610907,21611043,TSS,True,774,1224
ENSG00000100410.7,chr22,41468601,41468719,TSS,True,93,216
ENSG00000183765.21,chr22,28725367,28741768,ES,False,35,209
ENSG00000183765.21,chr22,28741768,28742476,TSS,True,30,244
ENSG00000100211.10,chr22,38656750,38668016,ES,False,99,132
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,42,183
ENSG00000100211.10,chr22,38671067,38671188,TSS,True,143,183
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,35,266
ENSG00000100162.14,chr22,41946416,41946767,TSS,True,236,266
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,482,1533
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,1193,1530
ENSG00000185721.12,chr22,31399521,31399725,TSS,True,156,1010
ENSG00000185721.12,chr22,31400617,31400743,TSS,True,890,1010
ENSG00000100416.13,chr22,46337944,46346421,ES,False,54,174
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,20,145
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,30,175
ENSG00000100416.13,chr22,46355588,46356841,ES,False,23,171
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,26,258
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,88,632
ENSG00000100347.14,chr22,43989147,43989257,TSS,True,560,629
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,49,349
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,23,141
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,66,136
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,75,136
ENSG00000187051.8,chr22,39532686,39532775,TSS,True,58,482
ENSG00000242114.5,chr22,30426844,30428461,ES,False,38,312
ENSG00000015475.18,chr22,17739488,17774380,ES,False,25,110
ENSG00000015475.18,chr22,17774380,17774519,TSS,True,32,142
ENSG00000015475.18,chr22,17773609,17774035,TSS,True,122,142
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,63,108
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,106,132
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,32,132
ENSG00000273899.4,chr22,37686325,37686475,TSS,True,32,155
ENSG00000273899.4,chr22,37690695,37690794,TSS,True,135,154
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,130,151
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,25,155
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,71,208
ENSG00000100297.15,chr22,35407079,35410910,TSS,True,176,206
ENSG00000093009.9,chr22,19479755,19480019,TSS,True,14,108
ENSG00000093009.9,chr22,19520480,19520617,PAS,True,44,108
ENSG00000093009.9,chr22,19507765,19507874,PAS,True,77,105
ENSG00000100316.15,chr22,39313310,39314106,5AS,True,126,157
ENSG00000100316.15,chr22,39313310,39314106,IR,True,126,146
ENSG00000100316.15,chr22,39317021,39317460,IR,True,248,308
ENSG00000100316.15,chr22,39318566,39319594,IR,True,136,227
ENSG00000241484.9,chr22,44752555,44752627,TSS,True,36,187
ENSG00000241484.9,chr22,44785405,44786606,TSS,True,154,187
ENSG00000184319.15,chr22,50783864,50785172,5AS,False,48,110
ENSG00000184319.15,chr22,50783745,50783864,TSS,True,66,116
ENSG00000184319.15,chr22,50783781,50784021,TSS,True,68,116
ENSG00000184319.15,chr22,50798654,50802061,PAS,True,35,118
ENSG00000184319.15,chr22,50788749,50789186,PAS,True,100,118
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,275,515
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,279,729
ENSG00000182944.17,chr22,29299717,29299851,TSS,True,585,719
ENSG00000180957.17,chr22,27851668,27853663,PAS,True,19,167
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,60,201
ENSG00000136943.10,chr9,97039070,97039143,TSS,True,49,485
ENSG00000148153.13,chr9,112687633,112694130,ES,False,11,101
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,67,139
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,78,139
ENSG00000172785.18,chr9,175784,178815,ES,False,621,770
ENSG00000172785.18,chr9,119276,121573,PAS,True,152,782
ENSG00000172785.18,chr9,172901,173366,PAS,True,633,772
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,14,110
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,38,115
ENSG00000137154.12,chr9,19378511,19378707,IR,True,146,163
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,998,1316
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,363,1364
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,1036,1350
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,175,224
ENSG00000136938.8,chr9,98004969,98005153,TSS,True,181,224
ENSG00000136938.8,chr9,98011268,98011389,TSS,True,126,224
ENSG00000148308.17,chr9,133054809,133056011,ES,False,83,101
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,16,113
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,118,196
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,76,192
ENSG00000135069.13,chr9,78317804,78328980,ES,False,94,783
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,132,484
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,358,491
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,135,491
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,467,527
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,80,547
ENSG00000137038.7,chr9,7799448,7799776,TSS,True,487,547
ENSG00000167118.10,chr9,128371415,128378035,3AS,False,448,503
ENSG00000106853.19,chr9,111563231,111570090,ES,False,126,143
ENSG00000106853.19,chr9,111562572,111563231,PAS,False,20,165
ENSG00000106853.19,chr9,111591359,111592982,PAS,True,144,163
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,124,166
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,48,166
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,28,146
ENSG00000099810.19,chr9,21802526,21802781,TSS,True,35,133
ENSG00000099810.19,chr9,21854665,21854870,TSS,False,107,133
ENSG00000148303.16,chr9,133348388,133348921,5AS,False,155,200
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,1965,7515
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,5850,7515
ENSG00000148335.14,chr9,129626295,129634053,ES,False,45,441
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,96,469
ENSG00000135070.14,chr9,86282377,86282574,TSS,True,14,127
ENSG00000090054.14,chr9,92031139,92032558,PAS,True,24,181
ENSG00000090054.14,chr9,92079060,92079566,PAS,True,155,173
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,35,127
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,114,149
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,100,149
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,108,149
ENSG00000198917.12,chr9,128822833,128824071,ES,False,23,140
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,60,147
ENSG00000198917.12,chr9,128824770,128824848,TSS,False,93,145
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,203,1924
ENSG00000130707.17,chr9,130444995,130452223,ES,False,132,148
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,55,464
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,65,344
ENSG00000136819.15,chr9,129833446,129835269,TSS,True,307,344
ENSG00000215126.10,chr9,41131285,41131840,PAS,True,103,127
ENSG00000215126.10,chr9,41182678,41183660,PAS,True,22,122
ENSG00000122692.8,chr9,33068934,33073595,ES,True,12,113
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,84,228
ENSG00000107371.12,chr9,37780880,37783913,ES,False,131,513
ENSG00000176386.8,chr9,113273438,113275381,5AS,True,308,343
ENSG00000176386.8,chr9,113275381,113275581,TSS,True,52,381
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,181,764
ENSG00000148187.17,chr9,122264606,122264938,TSS,True,23,135
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,358,908
ENSG00000165119.20,chr9,83973399,83974516,ES,False,141,839
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,378,432
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,384,935
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,577,935
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,1070,1402
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,1024,1402
ENSG00000244187.7,chr9,136791424,136791710,3AS,False,151,188
ENSG00000198467.14,chr9,35684550,35685268,ME,False,89,257
ENSG00000198467.14,chr9,35684550,35685063,ES,True,90,102
ENSG00000198467.14,chr9,35684550,35685063,5AS,True,90,112
ENSG00000107020.9,chr9,5361888,5436568,ES,True,17,106
ENSG00000107020.9,chr9,5437788,5437980,TSS,True,16,112
ENSG00000086061.15,chr9,33025211,33025383,TSS,True,158,1252
ENSG00000147996.16,chr9,65692608,65698514,ES,False,116,167
ENSG00000147996.16,chr9,65698561,65702969,ES,False,25,165
ENSG00000147996.16,chr9,65703014,65708901,ES,False,129,146
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,91,267
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,166,249
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,55,193
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,66,204
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,148,204
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,28,202
ENSG00000136908.17,chr9,127936655,127937817,ES,True,23,208
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,64,280
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,234,280
PB_novel_214572,chr9,97214704,97215113,TSS,True,41,133
PB_novel_214572,chr9,97216485,97217380,TSS,True,103,133
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,34,133
ENSG00000148229.12,chr9,113410054,113410449,TSS,True,115,133
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,14,113
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,27,101
ENSG00000136933.16,chr9,125207721,125220538,ES,False,11,103
ENSG00000136933.16,chr9,125207721,125227909,ES,True,14,128
ENSG00000136933.16,chr9,125213522,125227909,ES,True,13,104
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,105,143
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,47,143
ENSG00000137074.18,chr9,32987731,32988082,IR,False,62,248
ENSG00000137074.18,chr9,32987731,32989758,ES,False,57,119
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,57,266
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,105,245
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,250,290
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,39,359
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,96,362
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,16,124
ENSG00000160446.18,chr9,128720864,128721502,PAS,True,19,175
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,104,527
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,123,650
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,67,659
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,81,139
ENSG00000186298.11,chr12,110722134,110722269,TSS,True,96,138
ENSG00000167272.10,chr12,120579597,120581114,ES,False,36,264
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,45,189
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1079,5306
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,129,688
ENSG00000139644.12,chr12,49752974,49753081,TSS,True,606,688
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,363,2988
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,18,115
ENSG00000110871.14,chr12,120528939,120529174,TSS,True,18,148
ENSG00000110871.14,chr12,120516566,120516698,TSS,False,131,146
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,79,131
ENSG00000134291.11,chr12,47964423,47968132,ES,False,18,161
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,52,137
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,88,166
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,98,166
ENSG00000197728.11,chr12,56042602,56043362,IR,False,159,190
ENSG00000197728.11,chr12,56041883,56042169,TSS,True,28,197
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,23,139
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,108,127
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,34,147
ENSG00000139233.6,chr12,66130704,66130750,TSS,False,31,294
ENSG00000136045.11,chr12,107685765,107685971,TSS,True,63,329
ENSG00000136045.11,chr12,107688614,107688802,TSS,True,286,327
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,35,318
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,378,623
ENSG00000063046.17,chr12,53033475,53034034,TSS,True,406,615
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,827,5472
ENSG00000089009.15,chr12,112409410,112409596,TSS,True,4841,5472
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,198,243
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1624,15212
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,66,135
ENSG00000182196.13,chr12,122980230,122980385,TSS,True,106,135
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,799,4846
ENSG00000197905.8,chr12,2958958,2959481,TSS,True,40,104
ENSG00000197905.8,chr12,2959481,2960040,TSS,True,91,104
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,359,2199
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,1934,2199
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,2252,2624
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,709,3018
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,2647,3018
ENSG00000178449.8,chr12,50112301,50120035,5AS,True,207,240
