gene,chr,start,end,splice_type,novel,K562_ENCFF661OEY_in_cov,K562_ENCFF661OEY_total_cov
ENSG00000165702.14,chr9,132986655,132986778,TSS,False,312,424
ENSG00000165702.14,chr9,132988195,132988468,TSS,True,338,424
ENSG00000165702.14,chr9,132989768,132989907,TSS,True,381,424
ENSG00000148110.15,chr9,94454070,94458321,ES,True,161,768
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,530,957
ENSG00000148110.15,chr9,94415155,94415253,TSS,True,762,957
ENSG00000148110.15,chr9,94438398,94438528,TSS,True,821,957
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,825,955
ENSG00000136897.7,chr9,101398500,101398619,TSS,False,29,216
ENSG00000148339.12,chr9,128068178,128068580,TSS,True,84,154
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,179,865
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,29,186
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,84,101
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,48,150
ENSG00000198000.11,chr9,92296708,92297886,PAS,True,134,247
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,139,241
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,156,247
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,194,247
ENSG00000198000.11,chr9,92321667,92322855,TSS,True,219,246
ENSG00000122692.8,chr9,33076582,33076704,TSS,False,20,152
ENSG00000119392.14,chr9,128504904,128508875,ES,True,160,189
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,52,245
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,87,369
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,84,117
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,92,126
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,102,126
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,229,509
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,377,1949
ENSG00000175768.12,chr9,37592411,37592597,TSS,True,76,620
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,721,3366
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,2850,3359
ENSG00000119421.6,chr9,122148277,122159626,ES,True,39,256
ENSG00000165724.5,chr9,137590212,137591276,TSS,False,122,355
ENSG00000107262.21,chr9,33261169,33262701,ES,False,122,136
ENSG00000107262.21,chr9,33264223,33264747,TSS,True,16,148
ENSG00000070610.14,chr9,35738152,35738231,IR,False,97,111
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,19,123
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,33,124
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,203,607
ENSG00000171159.4,chr9,128160234,128160486,TSS,True,34,162
ENSG00000148187.17,chr9,122264606,122264938,TSS,True,31,100
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,244,556
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,245,557
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,313,557
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,698,939
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,811,939
ENSG00000135018.13,chr9,83659962,83661939,PAS,True,19,141
ENSG00000135018.13,chr9,83707499,83708214,TSS,True,44,150
ENSG00000135018.13,chr9,83677726,83677768,TSS,True,123,149
ENSG00000176978.13,chr9,137112230,137112744,IR,True,145,242
ENSG00000176978.13,chr9,137112230,137112952,3AS,True,11,107
ENSG00000176978.13,chr9,137113287,137113360,IR,True,163,196
ENSG00000176978.13,chr9,137113287,137113864,ES,False,23,183
ENSG00000176978.13,chr9,137114378,137114462,3AS,False,22,192
ENSG00000176978.13,chr9,137114576,137114646,IR,False,115,195
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,212,330
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,250,330
ENSG00000203993.4,chr9,137617933,137618806,TSS,True,82,113
ENSG00000203993.4,chr9,137618530,137618861,TSS,False,56,113
ENSG00000148296.6,chr9,133330151,133332348,PAS,True,52,408
ENSG00000148296.6,chr9,133334564,133334601,PAS,True,325,375
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,112,484
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,216,254
ENSG00000136813.14,chr9,111484115,111484503,TSS,True,211,254
ENSG00000165684.4,chr9,136377542,136379089,TSS,True,95,144
ENSG00000165684.4,chr9,136376348,136378228,TSS,True,127,144
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,83,137
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,126,204
ENSG00000164985.14,chr9,15470635,15471231,PAS,True,148,172
ENSG00000164985.14,chr9,15473157,15474237,PAS,True,120,162
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,67,204
ENSG00000095380.10,chr9,98056687,98056940,TSS,True,72,308
ENSG00000095380.10,chr9,98060781,98060997,TSS,True,276,308
ENSG00000156052.10,chr9,78031099,78032382,TSS,False,51,128
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,107,239
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,183,239
ENSG00000135045.6,chr9,74952185,74952869,TSS,False,20,131
ENSG00000123975.4,chr9,89311194,89311351,TSS,False,39,140
ENSG00000123975.4,chr9,89315170,89315297,TSS,True,103,140
ENSG00000148341.17,chr9,129010209,129012235,ES,True,28,153
ENSG00000148341.17,chr9,129028091,129028360,TSS,True,49,202
ENSG00000156017.12,chr9,75028011,75028517,TSS,True,30,102
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,14,117
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,104,117
ENSG00000137055.14,chr9,26946896,26947465,TSS,True,13,122
ENSG00000119414.11,chr9,125189643,125189915,TSS,True,21,106
ENSG00000130717.12,chr9,131525977,131528943,ES,False,91,106
ENSG00000130717.12,chr9,131529038,131529127,IR,False,93,106
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,20,114
ENSG00000122140.10,chr9,135500619,135500753,TSS,True,135,261
ENSG00000148297.15,chr9,133347921,133348131,TSS,True,117,160
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,48,200
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,175,200
ENSG00000136929.12,chr9,97938057,97938212,TSS,True,86,242
ENSG00000136929.12,chr9,97930034,97931134,TSS,True,171,225
ENSG00000176101.11,chr9,137188778,137189065,IR,False,51,245
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,235,290
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,104,290
ENSG00000120158.11,chr9,4792873,4793227,TSS,True,26,105
ENSG00000070061.14,chr9,108931056,108933863,3AS,True,24,163
ENSG00000070061.14,chr9,108933863,108934413,TSS,True,55,219
ENSG00000165271.16,chr9,33463246,33463549,TSS,True,185,258
ENSG00000095209.11,chr9,105694346,105694772,TSS,False,44,243
ENSG00000119471.14,chr9,112380019,112380180,TSS,True,19,146
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,47,113
ENSG00000186193.8,chr9,137069889,137070587,TSS,False,835,999
ENSG00000148334.14,chr9,128122479,128122933,IR,False,346,393
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,108,481
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,26,255
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,47,121
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,77,113
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,340,942
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,666,934
ENSG00000122705.16,chr9,36190894,36191273,TSS,True,54,231
ENSG00000148411.7,chr9,136049635,136050587,TSS,False,120,168
ENSG00000148291.9,chr9,133353403,133356670,TSS,True,32,123
ENSG00000177239.14,chr9,137107662,137108387,IR,True,98,117
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,28,129
ENSG00000177239.14,chr9,137108387,137109187,PAS,True,25,123
ENSG00000177239.14,chr9,137107530,137109187,PAS,True,106,123
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,271,333
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,297,333
ENSG00000137106.17,chr9,37422725,37425994,TSS,True,299,333
ENSG00000137106.17,chr9,37436660,37436993,PAS,True,35,210
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,111,774
ENSG00000136908.17,chr9,127936655,127937433,IR,False,147,310
ENSG00000136908.17,chr9,127936655,127937817,ES,True,12,119
ENSG00000136908.17,chr9,127936655,127937817,3AS,True,12,111
ENSG00000136908.17,chr9,127937523,127937817,IR,True,210,275
ENSG00000136908.17,chr9,127936552,127937830,TSS,True,310,374
ENSG00000136908.17,chr9,127937817,127937860,TSS,False,152,376
ENSG00000136908.17,chr9,127937433,127937846,TSS,True,333,376
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,56,159
ENSG00000119396.10,chr9,121201638,121201919,TSS,False,38,317
ENSG00000147872.9,chr9,19127418,19127535,TSS,True,36,176
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,85,360
ENSG00000136827.11,chr9,129823907,129824149,TSS,True,39,252
ENSG00000148384.12,chr9,136438607,136439891,TSS,False,71,109
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,137,739
ENSG00000130559.18,chr9,135820838,135823260,TSS,True,96,135
ENSG00000165304.7,chr9,36581739,36589535,ES,False,44,104
ENSG00000165304.7,chr9,36589652,36597221,ES,False,16,107
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,65,140
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,104,140
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,581,2945
ENSG00000136942.14,chr9,124861418,124861566,TSS,True,2560,2945
ENSG00000167130.17,chr9,129081100,129081207,TSS,True,44,227
ENSG00000136933.16,chr9,125207721,125220538,ES,False,27,111
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,70,140
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,94,140
ENSG00000167110.17,chr9,128275892,128276056,TSS,True,55,105
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,43,100
ENSG00000165025.14,chr9,90843857,90844315,TSS,True,79,100
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,29,102
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,18,151
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,62,151
ENSG00000137074.18,chr9,33024999,33025162,TSS,True,136,157
ENSG00000167113.10,chr9,128322484,128322928,TSS,True,124,207
ENSG00000167113.10,chr9,128333473,128334072,PAS,True,107,189
ENSG00000165138.17,chr9,98784876,98796132,ES,True,75,163
ENSG00000165138.17,chr9,98790606,98796132,5AS,True,100,119
ENSG00000165138.17,chr9,98731320,98732553,PAS,False,272,304
ENSG00000165138.17,chr9,98731333,98736623,PAS,True,204,260
ENSG00000165138.17,chr9,98781294,98781645,PAS,True,184,225
ENSG00000165138.17,chr9,98783564,98784157,PAS,True,117,218
ENSG00000165138.17,chr9,98789608,98790606,PAS,True,189,211
ENSG00000165138.17,chr9,98796132,98796555,TSS,False,123,304
ENSG00000165138.17,chr9,98770895,98771046,TSS,True,117,133
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,45,123
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,38,100
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,80,100
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,44,183
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,143,174
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,29,110
ENSG00000165219.21,chr9,125332629,125337017,ES,False,104,116
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,91,168
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,93,136
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,70,136
ENSG00000165219.21,chr9,125362605,125365011,PAS,True,112,151
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,102,120
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,92,120
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,103,120
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,85,188
ENSG00000106799.12,chr9,99129100,99132508,3AS,False,270,311
ENSG00000106799.12,chr9,99105084,99105302,TSS,True,64,386
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,80,106
ENSG00000160271.15,chr9,133100267,133100655,TSS,True,92,106
ENSG00000226752.9,chr9,120851237,120855739,PAS,True,48,102
ENSG00000165802.22,chr9,137454443,137456410,ES,False,39,163
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,146,287
ENSG00000165802.22,chr9,137452735,137452942,TSS,True,226,286
ENSG00000137073.21,chr9,33923794,33925153,TSS,True,97,149
ENSG00000137073.21,chr9,33927796,33929863,TSS,True,131,149
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,34,179
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,82,243
ENSG00000106771.12,chr9,109093474,109093591,TSS,True,206,242
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,226,403
ENSG00000073060.15,chr12,124814972,124815118,TSS,True,352,401
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,68,295
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,68,338
ENSG00000111142.13,chr12,95483214,95484490,PAS,True,292,332
ENSG00000215021.8,chr12,6970416,6970730,TSS,True,89,385
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,71,249
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,113,290
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,203,290
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,241,294
ENSG00000010292.12,chr12,6511107,6511252,TSS,False,247,294
ENSG00000010292.12,chr12,6526213,6528856,TSS,True,239,292
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,199,413
ENSG00000167272.10,chr12,120581342,120581402,TSS,True,28,118
ENSG00000167272.10,chr12,120581114,120581260,TSS,True,102,118
ENSG00000185344.13,chr12,123712338,123712682,TSS,True,105,186
ENSG00000185344.13,chr12,123743783,123743935,TSS,True,121,179
ENSG00000092841.18,chr12,56160320,56161386,ES,False,534,722
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,630,1293
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,86,132
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,21,144
ENSG00000060138.12,chr12,10704148,10713210,ES,False,321,1020
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,378,1082
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,129,158
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,31,193
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,148,170
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,59,203
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,278,576
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,450,576
ENSG00000079387.13,chr12,48105401,48106033,TSS,True,97,115
ENSG00000079387.13,chr12,48106027,48106308,TSS,True,98,115
ENSG00000079387.13,chr12,48105456,48106033,TSS,False,79,115
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,114,912
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,403,681
ENSG00000182199.10,chr12,57230190,57232292,TSS,True,563,680
ENSG00000182199.10,chr12,57233176,57233345,TSS,True,566,680
ENSG00000076513.16,chr12,109999391,109999784,TSS,True,187,220
ENSG00000135446.16,chr12,57752174,57752392,TSS,True,67,489
ENSG00000111530.12,chr12,67269275,67269785,TSS,True,74,347
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,89,315
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,136,1289
ENSG00000087470.17,chr12,32737161,32740063,ES,False,74,165
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,29,192
ENSG00000126746.17,chr12,6673215,6674063,TSS,True,113,138
ENSG00000126746.17,chr12,6688166,6689024,TSS,True,119,138
ENSG00000126746.17,chr12,6678945,6679163,TSS,True,124,138
ENSG00000126746.17,chr12,6689097,6689380,TSS,True,124,138
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,92,103
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,42,113
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,25,118
ENSG00000091039.16,chr12,76351770,76356021,PAS,True,18,168
ENSG00000091039.16,chr12,76559396,76559873,TSS,True,94,180
ENSG00000091039.16,chr12,76389644,76389828,TSS,True,100,168
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,140,896
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,311,778
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,552,817
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,70,387
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,318,385
ENSG00000196510.12,chr12,110403526,110403740,TSS,True,89,425
ENSG00000184967.6,chr12,132144424,132144605,TSS,False,99,299
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,108,643
ENSG00000170627.10,chr12,54473545,54473606,TSS,True,52,506
ENSG00000130787.13,chr12,122835288,122835643,TSS,True,43,105
ENSG00000139343.10,chr12,95858929,95859076,TSS,True,46,398
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,193,514
ENSG00000111667.13,chr12,6852139,6855526,TSS,True,448,514
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,63,392
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,330,388
ENSG00000072609.17,chr12,132887546,132887659,TSS,True,84,114
ENSG00000072609.17,chr12,132853430,132855115,TSS,True,89,113
ENSG00000072609.17,chr12,132887195,132887555,TSS,True,101,114
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,734,820
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,368,922
ENSG00000013573.16,chr12,31103020,31103321,3AS,False,13,103
ENSG00000013573.16,chr12,31103731,31103806,IR,False,98,110
ENSG00000013573.16,chr12,31073275,31074091,TSS,True,80,153
ENSG00000013573.16,chr12,31103806,31108373,PAS,True,25,121
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,860,1670
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1282,1668
ENSG00000133773.11,chr12,82352838,82353312,PAS,True,45,106
ENSG00000133773.11,chr12,82354564,82354594,PAS,True,72,106
ENSG00000133773.11,chr12,82358222,82358798,TSS,True,51,107
ENSG00000133773.11,chr12,82358678,82358804,TSS,True,93,107
ENSG00000133773.11,chr12,82356959,82357203,TSS,True,78,107
ENSG00000133641.17,chr12,88035738,88042824,ES,False,38,162
ENSG00000139370.11,chr12,128815070,128823397,5AS,True,108,134
ENSG00000139370.11,chr12,128793190,128794356,PAS,True,16,148
ENSG00000139370.11,chr12,128823397,128824013,TSS,True,39,148
ENSG00000139370.11,chr12,128823247,128824025,TSS,True,128,148
ENSG00000111642.15,chr12,6578917,6581043,5AS,False,395,441
ENSG00000111642.15,chr12,6600356,6600533,3AS,False,37,116
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,212,488
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,297,473
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,466,518
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,437,503
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,203,275
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,105,266
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,80,288
ENSG00000276045.3,chr12,121626528,121627050,TSS,True,69,114
ENSG00000088986.10,chr12,120496110,120496216,TSS,False,99,229
ENSG00000247077.6,chr12,132717798,132717989,3AS,True,148,317
ENSG00000247077.6,chr12,132710627,132711067,TSS,False,220,359
ENSG00000247077.6,chr12,132717443,132717564,TSS,True,222,359
ENSG00000176894.9,chr12,132687507,132687792,TSS,True,20,116
ENSG00000176894.9,chr12,132704618,132704985,PAS,True,16,106
ENSG00000176894.9,chr12,132701249,132702121,PAS,True,88,100
ENSG00000089157.15,chr12,120197462,120198853,5AS,True,116,129
ENSG00000089157.15,chr12,120197462,120198853,IR,True,116,131
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,2047,2416
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,6484,8904
ENSG00000111707.11,chr12,118376397,118376833,TSS,False,24,101
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,118,188
ENSG00000182196.13,chr12,122981266,122981594,3AS,False,101,119
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,101,175
ENSG00000182196.13,chr12,122981266,122981594,IR,False,101,143
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,74,104
ENSG00000182196.13,chr12,122981809,122982030,IR,False,25,248
ENSG00000182196.13,chr12,122982538,122982619,IR,False,225,262
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,157,275
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,208,275
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,44,269
ENSG00000182196.13,chr12,122982468,122983476,PAS,True,235,269
ENSG00000135457.9,chr12,51172300,51173137,TSS,True,30,103
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,929,2179
ENSG00000197905.8,chr12,2958958,2959481,TSS,True,133,168
ENSG00000197905.8,chr12,2994736,2994992,TSS,True,142,168
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,183,437
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,331,437
ENSG00000111300.9,chr12,112026341,112029653,PAS,True,146,166
ENSG00000111300.9,chr12,112039242,112039339,PAS,True,24,164
ENSG00000111300.9,chr12,112108715,112109434,TSS,True,58,202
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,315,474
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,240,1269
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,67,161
ENSG00000134294.13,chr12,46371177,46372832,TSS,True,137,161
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,258,289
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,200,265
ENSG00000198431.15,chr12,104287109,104311289,ES,False,53,256
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,53,128
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,269,525
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,455,525
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,440,525
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,150,834
ENSG00000089053.12,chr12,121352133,121352462,TSS,True,132,878
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,45,160
ENSG00000130921.7,chr12,123233394,123233531,TSS,True,31,102
ENSG00000130921.7,chr12,123253887,123253956,TSS,True,85,102
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,65,274
ENSG00000139546.10,chr12,53503129,53503729,3AS,False,14,112
ENSG00000139546.10,chr12,53504815,53505648,ES,False,26,135
ENSG00000139546.10,chr12,53500905,53501461,TSS,True,104,144
ENSG00000139546.10,chr12,53502379,53503129,TSS,True,74,144
ENSG00000132341.11,chr12,130872017,130872126,TSS,True,373,2684
ENSG00000139372.14,chr12,103966060,103979830,ES,False,44,214
ENSG00000139372.14,chr12,103965802,103966060,TSS,True,59,285
ENSG00000139372.14,chr12,103976864,103977060,TSS,True,242,275
ENSG00000139372.14,chr12,103986947,103989658,PAS,False,51,280
ENSG00000139372.14,chr12,103979830,103979946,PAS,True,221,260
ENSG00000167553.15,chr12,49272405,49273331,PAS,True,262,306
ENSG00000167553.15,chr12,49272252,49273338,PAS,True,55,305
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,204,298
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,70,321
ENSG00000135506.15,chr12,57719182,57720405,ES,False,208,322
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,48,333
ENSG00000064115.10,chr12,27014077,27014424,TSS,True,23,110
ENSG00000064115.10,chr12,27003235,27003391,TSS,False,98,110
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,63,214
ENSG00000139218.17,chr12,45960446,45961322,PAS,False,174,210
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,67,259
ENSG00000135476.11,chr12,53285262,53286912,TSS,True,77,149
ENSG00000177889.9,chr12,93441854,93441971,TSS,True,99,373
ENSG00000177889.9,chr12,93411052,93411301,TSS,True,311,373
ENSG00000126749.15,chr12,6970829,6971091,TSS,True,28,129
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,165,310
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,175,310
ENSG00000135392.16,chr12,55829488,55829595,TSS,False,47,130
ENSG00000135392.16,chr12,55829140,55829581,TSS,True,116,130
ENSG00000135392.16,chr12,55827251,55828715,TSS,True,113,130
ENSG00000139437.17,chr12,109900147,109900426,TSS,True,32,106
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,329,1019
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,47,100
ENSG00000118600.11,chr12,63781174,63784969,ES,False,95,117
ENSG00000118600.11,chr12,63779804,63780129,TSS,True,38,126
ENSG00000118600.11,chr12,63780111,63780462,TSS,True,103,126
ENSG00000118600.11,chr12,63808674,63809559,PAS,True,14,119
ENSG00000118600.11,chr12,63784969,63785994,PAS,True,106,119
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,51,160
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,110,156
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,170,280
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,234,280
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,827,1324
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,390,1725
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,262,572
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,271,582
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,320,582
ENSG00000123064.12,chr12,113175035,113175157,TSS,True,536,605
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,459,605
ENSG00000123064.12,chr12,113179142,113179325,TSS,True,524,605
ENSG00000174106.2,chr12,65169539,65171118,TSS,True,27,105
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,355,485
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,168,549
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,418,549
ENSG00000111229.15,chr12,110450254,110450359,TSS,True,104,292
ENSG00000184047.17,chr12,122218397,122225964,ME,False,22,132
ENSG00000184047.17,chr12,122225964,122226116,TSS,False,16,153
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,32,105
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,48,105
ENSG00000151135.9,chr12,106956065,106967110,ES,False,66,133
ENSG00000151135.9,chr12,106955810,106956065,TSS,True,25,159
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,108,189
ENSG00000139697.13,chr12,123289108,123296050,PAS,True,236,278
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,59,270
ENSG00000139697.13,chr12,123364700,123365023,TSS,True,129,321
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,117,345
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,289,346
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,124,472
ENSG00000189079.15,chr12,45851347,45852896,TSS,False,17,166
ENSG00000111450.13,chr12,130791916,130798524,3AS,True,13,111
ENSG00000111450.13,chr12,130789501,130791977,PAS,True,52,150
ENSG00000111450.13,chr12,130789599,130791916,PAS,True,132,150
ENSG00000111450.13,chr12,130839069,130839297,TSS,True,24,165
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,169,294
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,221,290
ENSG00000176871.8,chr12,118043132,118043321,TSS,True,260,294
ENSG00000123415.15,chr12,54179802,54181647,PAS,True,73,101
ENSG00000123415.15,chr12,54187818,54188957,TSS,True,88,102
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,69,102
