gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF437SYY_in_cov,heart_left_ventricle_ENCFF437SYY_total_cov
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,401,480
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,153,192
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,131,172
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,135,159
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,49,191
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,123,190
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,75,190
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,122,175
ENSG00000099968.17,chr22,17683321,17702242,ES,False,49,393
ENSG00000099968.17,chr22,17689142,17702242,ES,False,44,323
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,123,548
ENSG00000099968.17,chr22,17706781,17706825,TSS,False,475,530
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,337,616
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,197,670
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,595,668
ENSG00000100227.17,chr22,42599793,42602769,ES,False,23,208
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,59,237
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,206,237
ENSG00000100359.20,chr22,40400813,40402138,ES,False,116,429
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,65,481
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,65,479
ENSG00000100239.15,chr22,50436452,50437505,ES,False,95,241
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,78,254
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,220,250
ENSG00000160360.12,chr9,136354787,136355022,TSS,False,86,102
ENSG00000160360.12,chr9,136352936,136353155,TSS,False,76,102
ENSG00000241978.9,chr9,110138539,110168398,ES,False,153,660
ENSG00000241978.9,chr9,110156497,110168398,ES,False,446,508
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,520,737
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,560,741
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,475,741
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,90,106
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,14,106
ENSG00000172889.15,chr9,136663108,136664694,3AS,True,11,109
ENSG00000172889.15,chr9,136664785,136668556,ES,False,20,122
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,162,194
ENSG00000172889.15,chr9,136666070,136668362,TSS,True,174,194
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,78,194
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,80,115
ENSG00000095370.19,chr9,127762120,127762301,TSS,True,99,115
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,84,114
ENSG00000159884.11,chr9,35660647,35660745,IR,False,94,117
ENSG00000159884.11,chr9,35660858,35660939,IR,False,39,126
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,72,127
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,88,127
ENSG00000159884.11,chr9,35660556,35661187,PAS,True,104,127
ENSG00000137040.9,chr9,6014356,6015471,IR,False,15,109
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,94,111
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,96,111
ENSG00000119431.9,chr9,113375526,113376728,3AS,False,28,123
ENSG00000172785.18,chr9,175784,178815,ES,False,235,263
ENSG00000165272.15,chr9,33447422,33447615,TSS,True,30,188
ENSG00000136861.17,chr9,120388867,120389292,PAS,True,28,100
ENSG00000136861.17,chr9,120579919,120580176,TSS,True,81,100
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,75,601
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,174,221
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,26,247
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,200,247
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,73,247
ENSG00000188938.16,chr9,93447697,93450478,ES,False,66,138
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,88,110
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,54,143
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,125,143
ENSG00000188938.16,chr9,93452739,93453601,TSS,False,128,143
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,62,121
ENSG00000107372.12,chr9,72359417,72359456,TSS,True,107,121
ENSG00000107372.12,chr9,72356930,72357059,TSS,True,108,121
ENSG00000107372.12,chr9,72364461,72364624,TSS,True,103,121
ENSG00000148399.12,chr9,137555648,137564433,3AS,True,83,107
ENSG00000148399.12,chr9,137564606,137565084,ES,False,29,101
ENSG00000148399.12,chr9,137576167,137578624,ES,False,26,102
ENSG00000148399.12,chr9,137554435,137555648,PAS,True,26,109
ENSG00000148399.12,chr9,137554478,137556864,PAS,True,93,109
ENSG00000107223.12,chr9,136862345,136862905,IR,True,130,148
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,36,166
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,28,166
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,15,105
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1880,2960
ENSG00000148180.19,chr9,121299789,121302167,TSS,True,2627,2959
ENSG00000148180.19,chr9,121286086,121286185,TSS,False,2383,2959
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,27,112
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,100,112
ENSG00000048828.16,chr9,93529350,93529580,TSS,False,92,104
ENSG00000048828.16,chr9,93550586,93550691,TSS,True,83,104
ENSG00000048828.16,chr9,93557855,93558010,TSS,True,84,104
ENSG00000048828.16,chr9,93471138,93471387,TSS,True,90,105
ENSG00000169155.9,chr9,126805132,126832486,ES,False,24,163
ENSG00000169155.9,chr9,126808915,126832486,ES,True,138,154
ENSG00000169155.9,chr9,126804993,126805132,TSS,True,40,203
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,34,101
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,67,101
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,35,101
ENSG00000119333.11,chr9,128635175,128635657,3AS,True,23,216
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,56,242
ENSG00000106853.19,chr9,111562572,111563231,PAS,False,20,112
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,71,112
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,43,112
ENSG00000136840.18,chr9,127914841,127916825,ES,False,18,134
ENSG00000136840.18,chr9,127916825,127917049,TSS,True,15,149
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,81,597
ENSG00000172159.15,chr9,83244621,83248516,PAS,True,32,157
ENSG00000172159.15,chr9,83242989,83243215,PAS,False,132,161
ENSG00000172159.15,chr9,83538084,83538775,TSS,True,66,161
ENSG00000172159.15,chr9,83267011,83267268,TSS,False,103,161
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,25,109
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,76,279
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,245,287
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,249,287
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,83,303
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,227,303
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,49,107
ENSG00000130714.15,chr9,131502884,131503073,TSS,True,33,132
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,413,459
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,252,459
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,341,439
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,19,165
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,293,1706
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,1507,1768
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,451,1768
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,24,166
ENSG00000165006.13,chr9,34241641,34242108,TSS,True,146,166
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,37,100
ENSG00000148120.16,chr9,95082574,95087157,PAS,True,82,100
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,105,349
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,26,241
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,260,365
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,150,365
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,90,111
ENSG00000185963.13,chr9,92718538,92719563,TSS,True,99,111
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,403,1937
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,203,711
ENSG00000165028.11,chr9,104772996,104774009,PAS,True,16,155
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,36,102
ENSG00000213930.11,chr9,34646584,34647258,TSS,True,87,102
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,14,130
ENSG00000160325.14,chr9,133463555,133467920,ES,False,23,107
ENSG00000160325.14,chr9,133459980,133460187,TSS,True,46,123
ENSG00000160325.14,chr9,133460714,133463555,TSS,True,92,123
ENSG00000119392.14,chr9,128527525,128533512,ES,True,75,103
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,12,107
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,80,397
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,348,397
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,309,397
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,92,396
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,79,261
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,229,261
ENSG00000148356.13,chr9,127451669,127451928,IR,False,272,338
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,93,365
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,297,365
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,112,363
ENSG00000148356.13,chr9,127479838,127479979,PAS,True,274,357
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,14,127
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,64,127
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,85,122
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,266,694
ENSG00000165119.20,chr9,83973399,83974516,ES,False,95,669
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,181,211
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,269,697
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,432,697
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,366,709
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,528,709
ENSG00000165119.20,chr9,83978372,83980623,TSS,False,612,708
ENSG00000135018.13,chr9,83665145,83669184,ES,False,34,109
ENSG00000070159.13,chr9,109420600,109426949,ES,False,124,170
ENSG00000070159.13,chr9,109420423,109420665,TSS,True,299,382
ENSG00000070159.13,chr9,109428620,109429062,TSS,True,232,382
ENSG00000070159.13,chr9,109421233,109421486,TSS,True,325,382
ENSG00000176978.13,chr9,137114576,137114646,IR,False,799,899
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,139,939
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,840,939
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,112,145
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,106,145
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,119,145
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,114,132
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,81,145
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,115,145
ENSG00000164975.15,chr9,15422841,15423193,TSS,True,15,116
ENSG00000164975.15,chr9,15461630,15462807,PAS,True,66,116
ENSG00000164975.15,chr9,15459718,15461629,PAS,True,48,102
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,448,943
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,685,942
ENSG00000148090.11,chr9,91213814,91214425,PAS,True,17,108
ENSG00000148090.11,chr9,91218359,91218957,PAS,True,93,106
ENSG00000126878.12,chr9,131096454,131096660,TSS,True,48,206
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,55,296
ENSG00000198467.14,chr9,35682163,35684245,ES,True,31,122
ENSG00000198467.14,chr9,35684550,35685268,ME,False,122,686
ENSG00000198467.14,chr9,35684550,35685063,ES,True,120,143
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,627,757
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,129,731
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,40,228
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,199,228
ENSG00000119414.11,chr9,125189643,125189915,TSS,True,14,136
ENSG00000107104.18,chr9,693782,710803,5AS,True,20,108
ENSG00000107104.18,chr9,731266,734747,ES,True,52,202
ENSG00000107104.18,chr9,744589,745172,IR,False,220,249
ENSG00000107104.18,chr9,504037,504754,TSS,True,239,275
ENSG00000107104.18,chr9,710797,713464,TSS,True,229,267
ENSG00000107104.18,chr9,693679,693786,TSS,True,182,270
ENSG00000107104.18,chr9,745172,746105,PAS,True,53,273
ENSG00000107104.18,chr9,744490,746104,PAS,True,242,271
ENSG00000054148.17,chr9,136848283,136849227,3AS,True,39,200
ENSG00000054148.17,chr9,136850137,136850754,ES,False,184,283
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,243,305
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,105,305
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,274,305
ENSG00000095321.16,chr9,129108077,129110482,ES,False,296,349
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,75,426
ENSG00000122705.16,chr9,36204179,36211602,ES,False,105,137
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,23,201
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,86,272
ENSG00000137094.14,chr9,34989694,34989831,TSS,True,87,129
ENSG00000137094.14,chr9,34992305,34993444,TSS,True,84,129
ENSG00000137094.14,chr9,34992855,34992986,TSS,False,109,129
ENSG00000096968.13,chr9,5044393,5044520,TSS,True,18,103
ENSG00000096968.13,chr9,5126683,5129948,PAS,True,54,103
ENSG00000096968.13,chr9,5077452,5077516,PAS,True,72,103
ENSG00000197070.13,chr9,137613006,137613459,3AS,False,89,109
ENSG00000197070.13,chr9,137615000,137615073,IR,False,97,128
ENSG00000197070.13,chr9,137605613,137605835,TSS,True,15,130
ENSG00000197070.13,chr9,137615073,137616205,PAS,True,32,130
ENSG00000197070.13,chr9,137614558,137616227,PAS,True,96,127
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,14,137
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,123,808
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,717,809
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,14,110
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,22,149
ENSG00000136942.14,chr9,124861418,124861566,TSS,True,134,149
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,183,234
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,42,225
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,25,242
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,56,239
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,197,239
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,44,247
ENSG00000165219.21,chr9,125261959,125298889,ES,False,59,146
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,18,164
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,75,159
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,93,159
ENSG00000107165.12,chr9,12695837,12702270,ES,False,37,263
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,81,105
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,50,105
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,88,105
ENSG00000136783.9,chr9,104747667,104747852,TSS,False,21,128
ENSG00000136783.9,chr9,104759082,104759171,TSS,True,111,128
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,235,296
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,158,295
ENSG00000165269.12,chr9,33385231,33385648,3AS,False,44,180
ENSG00000165269.12,chr9,33385231,33385648,IR,False,44,153
ENSG00000165269.12,chr9,33385290,33385648,IR,False,136,245
ENSG00000165269.12,chr9,33385866,33386076,IR,True,254,289
ENSG00000165269.12,chr9,33386541,33395077,ES,False,40,269
ENSG00000165269.12,chr9,33401287,33402372,ES,False,214,248
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,260,293
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,158,294
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,219,294
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,250,294
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,76,327
ENSG00000106771.12,chr9,109080943,109087172,ES,False,75,151
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,147,212
ENSG00000106771.12,chr9,109087172,109087269,TSS,False,121,212
ENSG00000023734.10,chr12,15882819,15889927,ES,False,267,2471
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,16,101
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,174,252
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,193,269
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,84,269
ENSG00000181852.17,chr12,56210568,56213957,ES,False,215,265
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,224,279
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,76,279
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,105,957
ENSG00000092841.18,chr12,56158711,56159586,IR,False,199,264
ENSG00000092841.18,chr12,56158920,56159586,IR,True,19,106
ENSG00000092841.18,chr12,56160320,56160625,IR,False,116,249
ENSG00000092841.18,chr12,56160320,56161386,ES,False,84,197
ENSG00000092841.18,chr12,56160320,56161386,IR,True,84,214
ENSG00000092841.18,chr12,56160670,56161386,IR,True,120,252
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,163,456
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,135,339
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,211,335
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,130,208
ENSG00000060138.12,chr12,10704148,10713210,ES,False,91,162
ENSG00000060138.12,chr12,10722849,10723567,TSS,True,67,179
ENSG00000060138.12,chr12,10715693,10716696,TSS,True,151,178
ENSG00000111452.12,chr12,130953078,130954531,TSS,True,164,222
ENSG00000111452.12,chr12,131139167,131141469,PAS,True,59,101
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,237,447
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,289,447
ENSG00000182199.10,chr12,57229648,57229811,TSS,True,36,245
ENSG00000139291.13,chr12,71700831,71703218,PAS,True,41,144
ENSG00000139291.13,chr12,71703976,71704060,PAS,False,128,146
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,72,237
ENSG00000110871.14,chr12,120522363,120528939,ES,False,272,322
ENSG00000087470.17,chr12,32737161,32740063,ES,False,83,196
ENSG00000087470.17,chr12,32737942,32740063,ES,False,43,102
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,25,174
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,103,160
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,32,199
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,167,199
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,474,589
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,202,581
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,124,597
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,113,399
ENSG00000135469.13,chr12,56266884,56267940,TSS,True,346,399
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,48,201
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,60,331
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,58,335
ENSG00000211455.7,chr12,27302188,27309113,ES,False,15,109
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,13,117
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,184,1294
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,315,1480
ENSG00000121361.3,chr12,21774545,21774817,TSS,False,73,638
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,247,1574
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,1402,1574
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,234,860
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,644,860
ENSG00000111642.15,chr12,6583375,6587383,3AS,False,13,105
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,106,159
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,85,154
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,118,162
ENSG00000122965.10,chr12,113949036,113952511,ES,True,18,128
ENSG00000122965.10,chr12,113822053,113822646,PAS,False,89,141
ENSG00000122965.10,chr12,113822053,113823321,PAS,True,81,141
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,15,143
ENSG00000122986.13,chr12,110689079,110689131,TSS,False,55,124
ENSG00000122986.13,chr12,110689725,110689824,TSS,True,95,124
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1672,1925
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,229,2156
ENSG00000182196.13,chr12,122981809,122982030,IR,False,28,144
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,32,149
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,77,127
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,37,186
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,157,186
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,126,151
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,65,196
ENSG00000196531.10,chr12,56724961,56725274,TSS,True,172,196
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,173,196
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,77,159
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,134,159
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,83,606
ENSG00000139436.20,chr12,109996172,109996389,TSS,True,53,102
ENSG00000139436.20,chr12,109959846,109959915,TSS,False,89,102
ENSG00000139436.20,chr12,109953091,109953236,TSS,True,89,102
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,405,564
ENSG00000135506.15,chr12,57719182,57720405,ES,False,364,586
ENSG00000172572.6,chr12,20368515,20370244,TSS,True,108,254
ENSG00000172572.6,chr12,20680029,20685409,PAS,True,79,223
ENSG00000172572.6,chr12,20653946,20654205,PAS,True,160,207
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,30,148
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,17,159
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,413,2111
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,23,174
ENSG00000120832.9,chr12,106985215,106986968,3AS,False,20,123
ENSG00000120832.9,chr12,106985225,106986968,IR,False,102,119
ENSG00000120832.9,chr12,106986968,106987162,TSS,True,18,144
ENSG00000177981.10,chr12,48149998,48151200,ES,False,345,435
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,92,431
ENSG00000174233.11,chr12,48771709,48773791,TSS,True,90,110
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,179,240
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,129,247
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,141,260
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,131,260
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,108,261
ENSG00000123064.12,chr12,113172352,113172806,TSS,True,222,261
ENSG00000152556.16,chr12,48122677,48122766,IR,False,101,637
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,1170,2035
ENSG00000152556.16,chr12,48142167,48144157,TSS,True,1793,2018
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,1490,2035
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,117,156
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,42,168
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,127,168
ENSG00000184047.17,chr12,122218397,122225964,ME,False,24,167
ENSG00000139613.11,chr12,56172704,56173695,ES,False,54,141
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,57,190
ENSG00000139613.11,chr12,56180029,56181597,PAS,True,147,168
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,28,190
ENSG00000111058.7,chr12,81077529,81078431,TSS,True,11,103
ENSG00000135424.16,chr12,55697050,55697215,3AS,False,70,686
ENSG00000135424.16,chr12,55698917,55700898,ME,False,56,371
ENSG00000135424.16,chr12,55701154,55712062,ES,False,26,208
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,1269,1676
ENSG00000135424.16,chr12,55695521,55695639,TSS,True,1495,1676
ENSG00000110841.13,chr12,27656730,27660883,ES,False,107,190
ENSG00000110841.13,chr12,27664437,27667165,5AS,False,102,187
ENSG00000110841.13,chr12,27673827,27676427,ES,False,20,187
ENSG00000110841.13,chr12,27676599,27679488,ES,False,47,174
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,80,532
ENSG00000110841.13,chr12,27656615,27658138,PAS,True,272,470
ENSG00000110841.13,chr12,27691748,27691899,PAS,False,399,494
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,407,500
ENSG00000110841.13,chr12,27658815,27659024,PAS,False,408,471
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,100,996
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,134,159
ENSG00000176871.8,chr12,118036337,118036511,TSS,True,82,158
ENSG00000176871.8,chr12,118043132,118043321,TSS,True,141,159
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,406,1287
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,242,1009
ENSG00000058272.18,chr12,79810010,79817393,ES,False,40,133
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,29,138
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,120,138
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,538,708
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,384,708
ENSG00000082805.19,chr12,991222,991322,TSS,True,72,125
ENSG00000082805.19,chr12,991206,991487,TSS,True,81,125
ENSG00000082805.19,chr12,1181924,1182159,PAS,True,66,102
ENSG00000082805.19,chr12,1110191,1110350,PAS,True,79,101
ENSG00000082805.19,chr12,1141619,1142213,PAS,False,86,102
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,51,101
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,51,101
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,69,101
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,1943,2215
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,54,108
ENSG00000111605.17,chr12,69260197,69262372,3AS,True,150,196
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,334,938
ENSG00000050426.15,chr12,51048478,51049033,IR,False,106,119
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,30,147
ENSG00000050426.15,chr12,51048321,51049185,TSS,True,129,147
ENSG00000111596.12,chr12,70319364,70335437,ES,False,40,288
ENSG00000123349.13,chr12,53295941,53296243,IR,False,100,125
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,204,467
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,290,468
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,65,311
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,122,803
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,262,803
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,604,783
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,325,375
