gene,chr,start,end,splice_type,novel,HL-60_ENCFF600MGT_in_cov,HL-60_ENCFF600MGT_total_cov
ENSG00000087995.15,chr17,62423884,62424012,TSS,True,42,111
ENSG00000159314.11,chr17,45425563,45425872,TSS,True,87,100
ENSG00000159314.11,chr17,45410231,45410433,TSS,True,35,100
ENSG00000108465.14,chr17,47971152,47971361,IR,False,612,978
ENSG00000108465.14,chr17,47973650,47973930,IR,False,808,973
ENSG00000108465.14,chr17,47973693,47973930,IR,False,25,190
ENSG00000108465.14,chr17,47975653,47975868,IR,False,114,1030
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,432,1048
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,677,1048
ENSG00000108465.14,chr17,47981436,47981787,PAS,True,109,1047
ENSG00000136444.9,chr17,50482456,50482642,IR,False,162,193
ENSG00000136444.9,chr17,50483487,50483705,IR,True,156,179
ENSG00000136444.9,chr17,50484545,50484743,IR,True,132,167
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,30,198
ENSG00000136444.9,chr17,50484743,50485981,PAS,True,51,193
ENSG00000136444.9,chr17,50484441,50485979,PAS,True,172,193
ENSG00000172992.11,chr17,45030179,45034186,ES,True,148,166
ENSG00000172992.11,chr17,45051552,45051661,TSS,True,148,168
ENSG00000172992.11,chr17,45060887,45061093,TSS,True,112,168
ENSG00000172992.11,chr17,45051360,45051612,TSS,True,84,168
ENSG00000167703.14,chr17,1628793,1628887,TSS,True,76,101
ENSG00000167703.14,chr17,1628113,1628417,TSS,False,65,101
ENSG00000167703.14,chr17,1628080,1628426,TSS,True,73,101
ENSG00000108788.11,chr17,42567655,42568836,ES,False,47,180
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,20,196
ENSG00000133195.11,chr17,72645252,72647662,PAS,True,12,103
ENSG00000133195.11,chr17,73092610,73092729,TSS,True,17,103
ENSG00000133195.11,chr17,73092494,73092726,TSS,True,92,103
ENSG00000161526.14,chr17,75668625,75693439,ES,False,22,187
ENSG00000072778.19,chr17,7222081,7222176,IR,False,1232,1787
ENSG00000072778.19,chr17,7222302,7222666,IR,True,1357,1789
ENSG00000072778.19,chr17,7222865,7223132,IR,False,946,1793
ENSG00000132388.12,chr17,4289408,4307020,ES,False,19,161
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,53,120
ENSG00000179604.9,chr17,73310880,73311298,TSS,True,74,120
ENSG00000108349.16,chr17,40169662,40170451,3AS,True,29,133
ENSG00000108349.16,chr17,40170451,40172181,PAS,True,112,142
ENSG00000108349.16,chr17,40170446,40172179,PAS,True,37,142
ENSG00000161547.16,chr17,76734562,76735060,IR,False,64,614
ENSG00000161547.16,chr17,76735158,76735771,IR,False,28,211
ENSG00000161547.16,chr17,76735158,76736153,IR,False,397,580
ENSG00000161547.16,chr17,76735590,76735767,IR,True,24,183
ENSG00000161547.16,chr17,76735875,76736153,IR,False,28,214
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,208,612
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,550,614
ENSG00000161547.16,chr17,76734118,76736464,PAS,True,486,609
ENSG00000170291.14,chr17,7258683,7258825,IR,False,155,229
ENSG00000170291.14,chr17,7258926,7259570,IR,False,161,229
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,72,234
ENSG00000170291.14,chr17,7258587,7259937,PAS,True,169,234
ENSG00000266967.6,chr17,42951894,42954875,ES,False,19,116
ENSG00000266967.6,chr17,42964237,42964442,5AS,False,20,112
ENSG00000266967.6,chr17,42964401,42964521,TSS,True,27,121
ENSG00000266967.6,chr17,42964442,42964485,TSS,True,101,121
ENSG00000204237.4,chr17,81665035,81665584,PAS,True,246,278
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,34,210
ENSG00000073969.18,chr17,46755801,46757464,PAS,True,22,212
ENSG00000087157.18,chr17,78392665,78398251,ES,False,64,510
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,76,461
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,406,480
ENSG00000168259.14,chr17,41987910,41988731,IR,True,227,255
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,60,262
ENSG00000108963.17,chr17,2036653,2036834,5AS,False,89,220
ENSG00000132382.14,chr17,4552292,4552450,IR,True,82,100
ENSG00000132382.14,chr17,4538898,4539967,PAS,True,34,116
ENSG00000132382.14,chr17,4546912,4548057,PAS,True,81,107
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,16,116
ENSG00000141580.15,chr17,82619094,82621608,3AS,False,13,104
ENSG00000108654.14,chr17,64500326,64500548,IR,True,1393,1659
ENSG00000108654.14,chr17,64500773,64502009,IR,False,808,1642
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,339,1744
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,1483,1737
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,16,126
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,51,170
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,201,398
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,86,492
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,1068,2073
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,329,2407
ENSG00000175061.17,chr17,16439414,16439659,IR,False,329,396
ENSG00000175061.17,chr17,16439414,16440184,ES,False,2444,4831
ENSG00000175061.17,chr17,16440253,16441367,3AS,False,150,189
ENSG00000175061.17,chr17,16441130,16470301,ES,False,92,114
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,533,4997
ENSG00000108469.14,chr17,75628762,75628933,3AS,False,119,140
ENSG00000108469.14,chr17,75628762,75628933,IR,True,119,141
ENSG00000108469.14,chr17,75629475,75629707,IR,True,88,157
ENSG00000108469.14,chr17,75658352,75660954,3AS,True,19,158
ENSG00000108469.14,chr17,75666571,75667043,IR,False,119,153
ENSG00000108469.14,chr17,75667043,75667198,TSS,False,51,170
ENSG00000108469.14,chr17,75666427,75667192,TSS,True,136,170
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,286,330
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,51,330
ENSG00000006744.18,chr17,13010671,13013206,ES,False,135,962
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,200,1004
ENSG00000006744.18,chr17,13017566,13017702,TSS,True,885,1004
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,390,690
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,106,135
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,40,135
ENSG00000182557.7,chr17,4439723,4446047,ES,False,294,697
ENSG00000182557.7,chr17,4478637,4486411,ES,True,122,833
ENSG00000185504.16,chr17,81545882,81547322,5AS,True,11,101
ENSG00000185504.16,chr17,81552165,81553133,TSS,True,25,103
ENSG00000185504.16,chr17,81553073,81553173,TSS,True,85,103
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,87,352
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,308,352
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,83,587
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,519,602
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,110,602
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,616,848
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,419,847
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,156,1099
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,951,1099
ENSG00000178999.12,chr17,8207840,8210529,ES,False,37,296
ENSG00000005381.7,chr17,58270863,58271661,IR,True,13,107
ENSG00000005381.7,chr17,58270863,58271688,IR,True,16,109
ENSG00000005381.7,chr17,58280604,58280937,TSS,True,3434,12372
ENSG00000005381.7,chr17,58280924,58281038,TSS,True,10256,12372
ENSG00000133028.11,chr17,10695831,10697234,3AS,False,164,187
ENSG00000166482.11,chr17,19387149,19387224,TSS,False,39,367
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,66,113
ENSG00000108424.9,chr17,47650714,47651376,TSS,False,100,113
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,316,450
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,325,459
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,143,459
ENSG00000171298.12,chr17,80101625,80104554,ES,False,109,378
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,68,461
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,50,128
ENSG00000011028.13,chr17,62692230,62693602,PAS,True,14,126
ENSG00000121067.17,chr17,49622876,49677932,ES,False,229,331
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,192,243
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,38,247
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,88,141
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,113,141
ENSG00000108433.16,chr17,46932066,46934340,PAS,True,119,141
ENSG00000108433.16,chr17,46966533,46967000,PAS,True,130,146
ENSG00000013306.15,chr17,44321231,44321433,IR,False,833,977
ENSG00000154920.14,chr17,50375983,50376065,IR,True,367,410
ENSG00000154920.14,chr17,50376193,50378599,3AS,False,40,397
ENSG00000154920.14,chr17,50378895,50379106,IR,False,179,402
ENSG00000154920.14,chr17,50379224,50379451,IR,True,192,406
ENSG00000154920.14,chr17,50379567,50380311,IR,True,106,396
ENSG00000154920.14,chr17,50372985,50373277,TSS,True,51,421
ENSG00000176974.19,chr17,18330671,18340042,ES,True,18,177
ENSG00000176974.19,chr17,18333288,18340042,ES,False,72,159
ENSG00000176974.19,chr17,18356000,18363371,ES,False,154,175
ENSG00000136450.12,chr17,58004001,58004922,IR,False,357,538
ENSG00000136450.12,chr17,58005600,58005800,IR,False,194,535
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,188,543
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,395,540
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,37,183
ENSG00000108588.13,chr17,63751760,63752107,PAS,True,158,183
ENSG00000182628.12,chr17,59112345,59131280,ES,False,29,117
ENSG00000174231.16,chr17,1674441,1674680,TSS,True,158,181
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,142,189
ENSG00000125450.10,chr17,75234788,75235099,IR,False,159,177
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,37,247
ENSG00000132507.17,chr17,7307927,7308113,TSS,False,216,247
ENSG00000168961.16,chr17,27642348,27645313,ES,False,295,424
ENSG00000175711.8,chr17,82942144,82944049,PAS,True,55,236
ENSG00000175711.8,chr17,83048470,83048633,TSS,True,52,239
ENSG00000175711.8,chr17,83048668,83049196,TSS,True,215,239
ENSG00000133026.12,chr17,8623277,8630653,ES,True,89,118
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,13,126
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,16,135
ENSG00000125447.17,chr17,75240412,75240811,IR,False,176,196
ENSG00000125447.17,chr17,75243570,75246508,ES,False,37,192
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,34,223
ENSG00000012048.21,chr17,43094860,43099774,ES,False,54,107
ENSG00000012048.21,chr17,43099877,43104121,3AS,False,31,111
ENSG00000012048.21,chr17,43044287,43045802,PAS,True,90,117
ENSG00000012048.21,chr17,43092213,43094860,PAS,True,26,112
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,77,117
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,63,117
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,184,215
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,51,215
ENSG00000167842.15,chr17,5486684,5488822,ES,False,92,135
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,839,940
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,151,941
ENSG00000163597.14,chr17,76557857,76561287,ES,False,916,1778
ENSG00000128309.16,chr22,37024810,37029215,ES,False,358,408
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,177,417
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,299,417
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,362,417
ENSG00000182541.17,chr22,31278296,31280080,PAS,True,93,234
ENSG00000182541.17,chr22,31276788,31277638,PAS,False,163,234
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,329,463
ENSG00000100031.18,chr22,24603321,24607953,5AS,False,138,432
ENSG00000100031.18,chr22,24603321,24610357,ES,False,14,104
ENSG00000100031.18,chr22,24603335,24607953,5AS,False,58,294
ENSG00000100031.18,chr22,24603527,24609964,ES,False,13,114
ENSG00000100031.18,chr22,24603527,24610357,ES,True,23,146
ENSG00000100031.18,chr22,24603527,24610357,3AS,True,23,134
ENSG00000100031.18,chr22,24608023,24609964,3AS,False,282,381
ENSG00000100031.18,chr22,24608023,24610249,ES,True,33,290
ENSG00000100031.18,chr22,24608023,24610357,ES,False,305,427
ENSG00000100031.18,chr22,24608023,24610357,3AS,False,305,557
ENSG00000100031.18,chr22,24610033,24610357,3AS,False,129,380
ENSG00000100031.18,chr22,24610336,24610454,IR,False,65,370
ENSG00000100031.18,chr22,24610531,24611077,3AS,False,214,888
ENSG00000100031.18,chr22,24603142,24603321,TSS,True,721,899
ENSG00000100031.18,chr22,24603140,24603527,TSS,True,611,899
ENSG00000100031.18,chr22,24607548,24607732,TSS,True,629,898
ENSG00000100376.11,chr22,45322426,45323174,3AS,True,106,121
ENSG00000100109.16,chr22,26510702,26512098,ES,False,467,544
ENSG00000185838.13,chr22,19854819,19854921,TSS,False,75,173
ENSG00000185838.13,chr22,19854442,19854848,TSS,True,151,173
ENSG00000185838.13,chr22,19854659,19854850,TSS,True,130,173
ENSG00000100325.14,chr22,29825257,29832244,ES,False,117,379
ENSG00000100325.14,chr22,29832342,29838177,ES,False,298,377
ENSG00000241878.11,chr22,31621142,31621333,IR,False,182,207
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,57,210
ENSG00000241878.11,chr22,31638365,31638518,TSS,True,162,209
ENSG00000100335.14,chr22,39512026,39512317,3AS,False,142,365
ENSG00000215012.8,chr22,19854442,19854870,TSS,True,96,125
ENSG00000215012.8,chr22,19854819,19854919,TSS,False,58,125
ENSG00000215012.8,chr22,19854659,19854850,TSS,True,109,125
ENSG00000100365.14,chr22,36875783,36876028,IR,False,417,590
ENSG00000100365.14,chr22,36860960,36861203,TSS,False,85,594
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,104,120
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,44,120
ENSG00000100258.17,chr22,50506781,50507745,TSS,True,100,120
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,96,489
ENSG00000100296.13,chr22,29549158,29553670,ES,False,422,528
ENSG00000100321.14,chr22,39376197,39377597,IR,True,85,101
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,40,125
ENSG00000100321.14,chr22,39381695,39385736,PAS,False,110,125
ENSG00000100321.14,chr22,39376051,39378380,PAS,True,109,125
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,33,269
ENSG00000100266.18,chr22,42876333,42879047,ES,False,91,294
ENSG00000100266.18,chr22,42893613,43015020,ES,True,39,257
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,48,306
ENSG00000100266.18,chr22,42995148,42995237,TSS,True,267,306
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,108,170
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,155,183
ENSG00000183597.15,chr22,20052584,20055942,ES,False,62,150
ENSG00000183597.15,chr22,20052584,20061529,ES,False,28,180
ENSG00000183597.15,chr22,20063442,20064541,5AS,True,156,176
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,80,189
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,126,189
ENSG00000184164.14,chr22,49923317,49924359,IR,False,103,135
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,45,108
ENSG00000100226.15,chr22,38727984,38728161,TSS,True,95,108
ENSG00000100055.20,chr22,37282437,37282588,TSS,True,34,275
ENSG00000100324.13,chr22,39399669,39399835,TSS,True,20,198
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,110,459
ENSG00000138867.16,chr22,24555614,24555941,TSS,True,386,459
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,31,238
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,213,240
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,41,111
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,89,111
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,35,189
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,126,525
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,216,534
ENSG00000183765.21,chr22,28695873,28699837,ES,False,66,208
ENSG00000183765.21,chr22,28725367,28734402,ES,False,174,196
ENSG00000100427.15,chr22,50059392,50061657,PAS,True,35,104
ENSG00000100427.15,chr22,50059390,50060152,PAS,True,91,109
ENSG00000100427.15,chr22,50085354,50085459,TSS,True,51,109
ENSG00000100427.15,chr22,50085138,50085280,TSS,False,66,109
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,15,116
ENSG00000100263.13,chr22,29259849,29260237,PAS,True,24,124
ENSG00000100263.13,chr22,29263487,29265668,PAS,True,102,120
ENSG00000100263.13,chr22,29267425,29268638,TSS,True,111,124
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,22,124
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,526,813
ENSG00000170638.9,chr22,50197588,50197822,IR,False,736,842
ENSG00000170638.9,chr22,50197588,50197826,IR,True,26,132
ENSG00000170638.9,chr22,50197995,50198074,IR,False,615,865
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,337,873
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,608,873
ENSG00000070413.19,chr22,19048643,19056985,ES,True,222,248
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,78,245
ENSG00000100426.6,chr22,49853809,49853989,TSS,False,50,107
ENSG00000198089.15,chr22,31496637,31508258,3AS,False,37,169
ENSG00000198089.15,chr22,31508376,31546860,ES,False,53,167
ENSG00000198089.15,chr22,31528863,31546860,ES,False,73,114
ENSG00000198089.15,chr22,31578452,31583874,ES,False,48,170
ENSG00000198089.15,chr22,31618313,31618574,PAS,True,29,176
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,163,516
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,365,509
ENSG00000237438.7,chr22,17047323,17049479,PAS,False,84,155
ENSG00000237438.7,chr22,17069997,17070674,PAS,True,104,164
ENSG00000070371.15,chr22,19183611,19187980,ES,False,73,143
ENSG00000070371.15,chr22,19234553,19235695,3AS,True,18,164
ENSG00000070371.15,chr22,19179318,19179969,PAS,True,39,194
ENSG00000070371.15,chr22,19291599,19291775,TSS,True,159,195
ENSG00000070371.15,chr22,19242774,19242898,TSS,True,64,195
ENSG00000138964.16,chr22,44181306,44181370,TSS,False,155,254
ENSG00000138964.16,chr22,44181375,44181917,TSS,True,218,254
ENSG00000138964.16,chr22,44172778,44173191,TSS,True,167,260
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,18,159
ENSG00000184470.20,chr22,19931095,19941700,3AS,False,22,159
ENSG00000099899.14,chr22,20115079,20115265,IR,False,487,607
ENSG00000099899.14,chr22,20115447,20115671,IR,False,494,589
ENSG00000099899.14,chr22,20115554,20115671,IR,False,20,118
ENSG00000099899.14,chr22,20116972,20117096,IR,False,226,597
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,241,622
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,396,622
ENSG00000100416.13,chr22,46337944,46346421,ES,False,60,161
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,60,154
ENSG00000100416.13,chr22,46350463,46352120,IR,True,136,153
ENSG00000100416.13,chr22,46352330,46353766,IR,True,129,152
ENSG00000100416.13,chr22,46353867,46355443,IR,False,103,148
ENSG00000100416.13,chr22,46355588,46355989,IR,False,121,156
ENSG00000100416.13,chr22,46356072,46356841,IR,False,133,160
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,38,179
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,98,647
ENSG00000100225.17,chr22,32475398,32479132,3AS,False,34,156
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,158,808
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,652,808
ENSG00000100294.12,chr22,43133486,43141161,ES,False,45,110
ENSG00000184436.11,chr22,21000646,21001779,TSS,True,62,100
ENSG00000184436.11,chr22,21002085,21002122,TSS,True,88,100
ENSG00000184436.11,chr22,21001255,21001779,TSS,True,58,100
ENSG00000100201.20,chr22,38488035,38492115,PAS,True,97,180
ENSG00000100201.20,chr22,38492503,38494802,PAS,True,123,180
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,46,225
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,53,343
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,308,343
ENSG00000100099.20,chr22,26482240,26483744,5AS,False,23,206
ENSG00000100099.20,chr22,26482240,26483764,5AS,False,171,376
ENSG00000100099.20,chr22,26451474,26453404,PAS,True,65,426
ENSG00000100099.20,chr22,26483764,26483865,TSS,True,250,426
ENSG00000100099.20,chr22,26483673,26483828,TSS,True,243,426
ENSG00000183963.18,chr22,31064187,31083178,ES,True,126,221
ENSG00000100129.17,chr22,37851490,37862968,ME,True,80,101
ENSG00000100060.17,chr22,37480299,37485922,5AS,False,99,141
ENSG00000161179.13,chr22,21629407,21629542,IR,False,94,192
ENSG00000161179.13,chr22,21629407,21629601,5AS,False,146,240
ENSG00000161179.13,chr22,21629407,21629601,IR,False,146,244
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,47,106
ENSG00000099901.16,chr22,20117404,20117664,TSS,True,18,129
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,70,129
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,82,129
ENSG00000099901.16,chr22,20126302,20127354,PAS,True,108,129
ENSG00000185686.17,chr22,22551089,22557544,ES,False,73,434
ENSG00000185686.17,chr22,22551089,22557544,5AS,False,73,124
ENSG00000185686.17,chr22,22556909,22557544,3AS,False,229,361
ENSG00000185686.17,chr22,22556909,22557544,IR,False,229,284
ENSG00000185686.17,chr22,22556930,22557544,IR,False,128,183
ENSG00000185686.17,chr22,22558970,22559234,TSS,True,421,501
ENSG00000185686.17,chr22,22559174,22559292,TSS,True,238,501
ENSG00000185686.17,chr22,22557544,22557643,TSS,True,363,501
ENSG00000099917.17,chr22,20568631,20582610,ES,False,89,126
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,28,154
ENSG00000100023.18,chr22,21695496,21696884,3AS,False,68,134
ENSG00000100023.18,chr22,21696884,21698261,PAS,True,90,158
ENSG00000100023.18,chr22,21696746,21698261,PAS,True,100,158
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,37,331
ENSG00000182841.12,chr22,42555218,42556674,PAS,False,90,315
ENSG00000182841.12,chr22,42571835,42574818,PAS,True,245,314
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,123,456
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,337,456
ENSG00000182858.13,chr22,49904066,49904178,IR,True,121,136
ENSG00000182858.13,chr22,49900452,49904066,PAS,True,19,139
ENSG00000182858.13,chr22,49903177,49904254,PAS,True,124,139
ENSG00000093009.9,chr22,19481045,19483861,ES,False,89,650
ENSG00000100316.15,chr22,39318566,39319594,5AS,True,83,104
ENSG00000100316.15,chr22,39318566,39319594,IR,True,83,150
ENSG00000093000.18,chr22,45168246,45171599,ES,False,476,531
ENSG00000100038.19,chr22,21957595,21958491,IR,False,146,269
ENSG00000100038.19,chr22,21959232,21959586,IR,False,215,256
ENSG00000100038.19,chr22,21970406,21971876,ES,False,198,262
ENSG00000100038.19,chr22,21957018,21957595,PAS,True,132,279
ENSG00000100038.19,chr22,21954356,21958693,PAS,True,157,279
ENSG00000099968.17,chr22,17655832,17683213,ES,True,297,337
ENSG00000099968.17,chr22,17689142,17702242,ES,False,60,294
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,390,705
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,158,770
ENSG00000185252.18,chr22,20394662,20400631,ES,False,78,176
ENSG00000100227.17,chr22,42599793,42602769,ES,False,337,1043
ENSG00000272779.1,chr22,22307105,22310541,PAS,True,16,125
ENSG00000100359.20,chr22,40400813,40402138,ES,False,74,234
ENSG00000100359.20,chr22,40407328,40407412,IR,False,177,240
ENSG00000100359.20,chr22,40407568,40407788,IR,False,166,218
ENSG00000100359.20,chr22,40407568,40408070,ES,True,23,188
ENSG00000100359.20,chr22,40407843,40408070,IR,False,172,217
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,214,245
ENSG00000100359.20,chr22,40409018,40409249,IR,False,153,224
ENSG00000100239.15,chr22,50436452,50437505,ES,False,219,278
ENSG00000148331.11,chr9,129638659,129639201,IR,True,137,178
ENSG00000148331.11,chr9,129641886,129642162,TSS,True,19,183
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,133,232
ENSG00000136811.16,chr9,128461010,128471307,5AS,False,11,109
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,77,250
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,177,248
ENSG00000241978.9,chr9,110138539,110168398,ES,False,108,145
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,276,335
ENSG00000095370.19,chr9,127738315,127738921,PAS,True,12,119
ENSG00000095370.19,chr9,127778590,127778768,TSS,True,53,120
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,102,117
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,91,113
ENSG00000137040.9,chr9,6014356,6015471,IR,False,23,194
ENSG00000137040.9,chr9,6011043,6014356,PAS,True,171,198
ENSG00000137040.9,chr9,6015471,6015622,TSS,False,175,198
ENSG00000172785.18,chr9,175784,178815,ES,False,108,228
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,1415,1980
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,1543,2108
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,671,2108
ENSG00000136807.13,chr9,127788385,127788543,IR,True,125,151
ENSG00000107372.12,chr9,72360787,72364695,ES,False,122,238
ENSG00000148399.12,chr9,137574843,137575708,3AS,False,34,104
ENSG00000148399.12,chr9,137574843,137575708,IR,True,34,139
ENSG00000148399.12,chr9,137574843,137576079,IR,False,46,198
ENSG00000148399.12,chr9,137574846,137575708,IR,True,70,175
ENSG00000148399.12,chr9,137574846,137576079,IR,True,12,117
ENSG00000148399.12,chr9,137576167,137577469,ES,False,20,197
ENSG00000148399.12,chr9,137576402,137578624,ES,False,37,221
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,32,212
ENSG00000148308.17,chr9,133054809,133054943,IR,False,105,125
ENSG00000148308.17,chr9,133054964,133056011,IR,True,46,123
ENSG00000106789.12,chr9,98192558,98192782,TSS,False,36,147
ENSG00000106789.12,chr9,98185432,98185726,TSS,True,117,147
ENSG00000160404.17,chr9,127733560,127735119,ES,False,18,109
ENSG00000148180.19,chr9,121268219,121301962,3AS,True,100,133
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,35,126
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,93,126
ENSG00000107099.15,chr9,272910,273100,TSS,True,53,130
ENSG00000107099.15,chr9,464158,465266,PAS,True,71,134
ENSG00000107099.15,chr9,311953,317404,PAS,True,87,105
ENSG00000135069.13,chr9,78317804,78328980,ES,False,202,2012
ENSG00000119333.11,chr9,128635259,128635657,IR,True,126,144
ENSG00000127084.18,chr9,93032873,93034543,3AS,False,28,138
ENSG00000181090.20,chr9,137619049,137716625,ES,False,37,150
ENSG00000181090.20,chr9,137728529,137743391,3AS,False,93,174
ENSG00000181090.20,chr9,137744090,137754170,ES,False,36,172
