gene,chr,start,end,splice_type,novel,HepG2_ENCFF814ABW_in_cov,HepG2_ENCFF814ABW_total_cov
ENSG00000164323.13,chr4,185191212,185203897,5AS,False,100,164
ENSG00000164323.13,chr4,185158961,185162925,PAS,False,39,197
ENSG00000164323.13,chr4,185190367,185191212,PAS,True,141,166
ENSG00000164323.13,chr4,185203897,185204145,TSS,True,105,206
ENSG00000164323.13,chr4,185203784,185204147,TSS,True,142,206
ENSG00000109323.9,chr4,102760717,102761013,TSS,True,24,163
ENSG00000178988.10,chr4,6709230,6709883,TSS,True,18,132
ENSG00000138668.18,chr4,82355401,82356795,ES,False,395,878
ENSG00000138668.18,chr4,82359639,82373445,ES,False,141,895
ENSG00000118564.14,chr4,15604469,15605799,PAS,True,22,120
ENSG00000118564.14,chr4,15681279,15681670,TSS,True,104,121
ENSG00000138674.16,chr4,82829058,82842139,ES,False,101,125
ENSG00000138674.16,chr4,82829058,82842184,5AS,False,27,152
ENSG00000138674.16,chr4,82829058,82844385,ES,False,90,221
ENSG00000138674.16,chr4,82857764,82863317,ES,False,164,245
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,72,258
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,97,345
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,93,351
ENSG00000164125.15,chr4,158170465,158172988,TSS,True,82,173
ENSG00000164125.15,chr4,158172867,158173026,TSS,True,131,173
ENSG00000138698.14,chr4,98261569,98293407,3AS,False,93,126
ENSG00000052795.12,chr4,158833628,158835404,ES,False,75,106
ENSG00000052795.12,chr4,158768889,158769319,TSS,True,21,126
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,118,566
ENSG00000138709.18,chr4,128061156,128061401,TSS,True,65,105
ENSG00000138709.18,chr4,128060801,128062219,TSS,True,62,105
ENSG00000138709.18,chr4,128107138,128108912,PAS,True,88,100
ENSG00000138709.18,chr4,128107882,128108911,PAS,True,55,100
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,21,114
ENSG00000109320.11,chr4,102529914,102533847,3AS,False,112,273
ENSG00000109320.11,chr4,102500924,102501788,TSS,True,69,346
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,482,728
ENSG00000159692.15,chr4,1238337,1248915,ES,False,114,598
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,499,746
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,264,746
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,165,776
ENSG00000087269.15,chr4,2937935,2938930,PAS,True,43,113
ENSG00000087269.15,chr4,2937935,2938327,PAS,True,103,120
ENSG00000087269.15,chr4,2963124,2963497,TSS,True,30,131
ENSG00000163993.6,chr4,6693843,6694070,TSS,True,68,187
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,70,100
ENSG00000154556.18,chr4,185810937,185811193,TSS,True,83,100
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,22,152
ENSG00000173801.16,chr17,41755432,41755729,IR,False,67,116
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,51,118
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,69,118
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,98,130
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,72,129
ENSG00000142484.6,chr17,4771855,4772099,TSS,True,37,123
ENSG00000142484.6,chr17,4780820,4780869,TSS,True,96,123
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,238,923
ENSG00000169733.11,chr17,82049842,82049917,IR,False,151,208
ENSG00000169733.11,chr17,82050006,82050401,IR,False,137,188
ENSG00000169733.11,chr17,82051499,82051877,TSS,True,129,235
ENSG00000169733.11,chr17,82051293,82051425,TSS,True,190,235
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,136,260
ENSG00000141027.20,chr17,16149517,16151589,IR,True,111,127
ENSG00000141027.20,chr17,16149517,16151945,ES,False,143,264
ENSG00000141027.20,chr17,16149517,16151945,3AS,True,143,159
ENSG00000141027.20,chr17,16194639,16215361,ES,False,179,273
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,296,359
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,156,292
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,166,292
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,89,362
ENSG00000167693.16,chr17,979318,979823,TSS,True,46,134
ENSG00000181396.12,chr17,82392534,82394330,ES,True,89,107
ENSG00000181396.12,chr17,82392534,82398195,ES,False,29,138
ENSG00000181396.12,chr17,82415627,82418411,5AS,False,121,143
ENSG00000181396.12,chr17,82389225,82392534,PAS,True,19,166
ENSG00000181396.12,chr17,82418411,82418639,TSS,True,74,197
ENSG00000181396.12,chr17,82418405,82418628,TSS,True,174,197
ENSG00000196704.11,chr17,68248086,68248639,IR,False,22,149
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,43,170
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,143,170
ENSG00000179598.5,chr17,17203098,17205863,5AS,True,12,110
ENSG00000179598.5,chr17,17205859,17206321,TSS,False,26,123
ENSG00000161513.11,chr17,74866876,74872035,3AS,False,127,160
ENSG00000161513.11,chr17,74872865,74873039,TSS,True,24,173
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,35,157
ENSG00000141504.11,chr17,7626614,7626752,IR,False,77,106
ENSG00000141504.11,chr17,7627226,7627362,IR,False,70,104
ENSG00000141504.11,chr17,7626233,7626614,PAS,True,30,107
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,64,107
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,88,107
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,123,776
ENSG00000169718.17,chr17,82058408,82058780,IR,False,123,276
ENSG00000169718.17,chr17,82058416,82058780,IR,False,652,804
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,156,283
ENSG00000188554.13,chr17,43175710,43175901,TSS,True,220,283
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,433,483
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,90,483
ENSG00000185813.10,chr17,81906177,81906463,IR,False,733,865
ENSG00000185813.10,chr17,81906898,81907203,5AS,True,97,178
ENSG00000185813.10,chr17,81906898,81907203,IR,True,97,111
ENSG00000185813.10,chr17,81906898,81907553,ES,False,681,854
ENSG00000185813.10,chr17,81909037,81909513,3AS,False,695,778
ENSG00000185813.10,chr17,81911266,81911500,TSS,False,208,1025
ENSG00000146872.17,chr17,62479290,62481123,3AS,False,39,103
ENSG00000146872.17,chr17,62523177,62536169,ES,False,41,106
ENSG00000146872.17,chr17,62478382,62479290,TSS,True,34,137
ENSG00000068120.14,chr17,42562098,42563322,TSS,False,65,449
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,18,156
ENSG00000108846.15,chr17,50659368,50663680,ES,False,16,104
ENSG00000108846.15,chr17,50667757,50667862,IR,True,91,129
ENSG00000108846.15,chr17,50677943,50678092,IR,False,80,106
ENSG00000108846.15,chr17,50634783,50634981,TSS,True,112,189
ENSG00000108846.15,chr17,50691091,50691705,PAS,True,73,189
ENSG00000108846.15,chr17,50667553,50667929,PAS,True,105,142
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,36,206
ENSG00000108312.14,chr17,44212006,44212818,ES,False,137,203
ENSG00000108312.14,chr17,44221200,44222092,TSS,False,221,246
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,179,245
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,203,245
ENSG00000108312.14,chr17,44218171,44218866,TSS,True,216,245
ENSG00000181523.12,chr17,80211011,80212070,IR,False,122,146
ENSG00000181523.12,chr17,80209275,80212274,PAS,True,131,155
ENSG00000181523.12,chr17,80209257,80211011,PAS,True,35,168
ENSG00000181523.12,chr17,80220225,80220394,TSS,True,87,214
ENSG00000121058.4,chr17,56938187,56939154,PAS,False,13,111
ENSG00000121058.4,chr17,56960774,56961073,TSS,False,12,111
ENSG00000141699.10,chr17,42609085,42609558,TSS,True,72,293
ENSG00000169710.8,chr17,82085481,82085872,TSS,False,286,323
ENSG00000141524.15,chr17,78119392,78121012,ES,False,51,302
ENSG00000141524.15,chr17,78124781,78125157,ES,False,25,189
ENSG00000141524.15,chr17,78126906,78128658,5AS,False,52,119
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,315,379
ENSG00000141524.15,chr17,78124523,78125152,TSS,True,311,379
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,301,379
ENSG00000182473.21,chr17,76089320,76094413,ES,False,163,204
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,67,291
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,203,247
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,709,951
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,27,110
ENSG00000108587.15,chr17,30477401,30477464,TSS,True,121,166
ENSG00000185624.14,chr17,81845230,81845626,IR,True,28,207
ENSG00000185624.14,chr17,81859387,81860346,IR,True,14,102
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,1046,8368
ENSG00000183010.16,chr17,81933376,81934925,ME,False,161,202
ENSG00000183010.16,chr17,81933376,81934652,ES,False,161,1398
ENSG00000183010.16,chr17,81933376,81934652,5AS,True,161,197
ENSG00000183010.16,chr17,81933376,81934652,IR,True,161,200
ENSG00000183010.16,chr17,81936861,81936969,IR,False,52,107
ENSG00000183010.16,chr17,81936861,81937227,5AS,False,24,114
ENSG00000183010.16,chr17,81936861,81937241,5AS,True,210,239
ENSG00000183010.16,chr17,81936861,81937241,IR,True,210,236
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,397,615
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,1209,1608
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,850,1608
ENSG00000183010.16,chr17,81937241,81937269,TSS,True,1398,1608
ENSG00000108479.11,chr17,75764971,75765254,TSS,True,20,145
ENSG00000108773.10,chr17,42118403,42119244,5AS,False,74,129
ENSG00000108773.10,chr17,42120965,42121382,TSS,True,127,178
ENSG00000108773.10,chr17,42119536,42119671,TSS,True,118,178
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,95,412
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,45,303
ENSG00000008838.19,chr17,40033456,40035116,ES,False,161,184
ENSG00000008838.19,chr17,40053635,40054360,3AS,False,73,172
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,144,318
ENSG00000008838.19,chr17,40032648,40033045,TSS,True,267,316
ENSG00000186566.12,chr17,44503325,44503628,TSS,True,60,180
ENSG00000092929.11,chr17,75844220,75846230,TSS,False,142,196
ENSG00000131473.16,chr17,41893174,41897748,ES,False,275,691
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,348,572
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,181,753
ENSG00000004975.11,chr17,7229943,7230057,5AS,False,39,136
ENSG00000004975.11,chr17,7234068,7234569,TSS,True,24,164
ENSG00000108578.14,chr17,30291806,30292201,TSS,True,17,156
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,49,313
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,233,738
ENSG00000157637.12,chr17,81250064,81251612,PAS,True,609,735
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,207,863
ENSG00000176170.13,chr17,76384806,76385450,5AS,False,411,757
ENSG00000176170.13,chr17,76385654,76385984,IR,False,1177,1417
ENSG00000176170.13,chr17,76382575,76383529,TSS,False,1274,1499
ENSG00000176170.13,chr17,76384610,76384806,TSS,False,1088,1499
ENSG00000176170.13,chr17,76383845,76385169,TSS,True,1149,1499
ENSG00000178927.17,chr17,82446696,82449169,ES,False,19,121
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,50,173
ENSG00000108774.14,chr17,42154892,42155022,TSS,True,242,523
ENSG00000161533.11,chr17,75957566,75978533,ME,False,109,195
ENSG00000161533.11,chr17,75978964,75979472,TSS,True,71,263
ENSG00000167695.14,chr17,732769,733097,IR,False,41,103
ENSG00000167695.14,chr17,732409,732769,TSS,True,73,114
ENSG00000167695.14,chr17,732463,733181,TSS,True,54,114
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,92,553
ENSG00000266402.3,chr17,64146000,64146229,IR,True,33,112
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,99,132
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,112,132
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,79,132
ENSG00000182173.12,chr17,75516616,75516745,IR,True,185,215
ENSG00000182173.12,chr17,75516910,75517008,IR,False,192,222
ENSG00000182173.12,chr17,75516502,75516616,TSS,True,77,270
ENSG00000182173.12,chr17,75524261,75524748,PAS,True,32,263
ENSG00000175155.8,chr17,59331649,59331824,TSS,True,40,100
ENSG00000141505.11,chr17,7178588,7179193,IR,True,14,115
ENSG00000141505.11,chr17,7171935,7173833,PAS,True,151,1350
ENSG00000141505.11,chr17,7179189,7179547,TSS,True,422,1469
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,171,264
ENSG00000136485.14,chr17,63588999,63592404,PAS,True,30,125
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,150,574
ENSG00000173757.9,chr17,42276247,42276586,TSS,False,67,186
ENSG00000141562.17,chr17,82483779,82484812,IR,False,213,264
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,30,284
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,54,371
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,114,375
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,87,332
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,253,326
ENSG00000129657.15,chr17,77216270,77216335,IR,True,32,115
ENSG00000129657.15,chr17,77140848,77141107,TSS,True,146,257
ENSG00000129657.15,chr17,77214781,77216270,TSS,True,105,127
ENSG00000129657.15,chr17,77213917,77217101,PAS,True,34,172
ENSG00000129657.15,chr17,77216335,77217101,PAS,True,225,257
ENSG00000072849.10,chr17,5486068,5486203,TSS,True,22,114
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,44,295
ENSG00000070540.12,chr17,68450897,68457341,ES,False,21,180
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,27,187
ENSG00000198231.12,chr17,63774376,63787033,ES,False,110,157
ENSG00000198231.12,chr17,63798099,63800467,ES,False,19,159
ENSG00000198231.12,chr17,63773834,63774376,TSS,True,59,218
ENSG00000131242.17,chr17,31487983,31488272,TSS,False,120,305
ENSG00000131242.17,chr17,31521911,31522049,TSS,True,257,305
ENSG00000141219.15,chr17,73236995,73242895,ES,False,16,120
ENSG00000141219.15,chr17,73232384,73232489,TSS,True,91,135
ENSG00000141219.15,chr17,73232659,73232717,TSS,True,75,135
ENSG00000131748.15,chr17,39657839,39657972,5AS,False,20,195
ENSG00000131748.15,chr17,39658522,39659050,ES,False,35,239
ENSG00000131748.15,chr17,39637054,39637231,TSS,True,81,275
ENSG00000131748.15,chr17,39658402,39658522,TSS,True,225,274
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,38,102
ENSG00000141198.15,chr17,54937108,54938515,PAS,True,70,100
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,98,536
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,76,522
ENSG00000141279.15,chr17,47621767,47623276,PAS,True,58,518
ENSG00000159111.12,chr17,47828500,47828675,TSS,True,139,246
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,132,247
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,27,207
ENSG00000121068.13,chr17,61399624,61400571,TSS,True,28,107
ENSG00000175832.12,chr17,43545367,43546184,ES,False,18,168
ENSG00000175832.12,chr17,43546184,43546432,TSS,True,1002,1172
ENSG00000175832.12,chr17,43532673,43532867,TSS,True,976,1168
ENSG00000175832.12,chr17,43545273,43545606,TSS,True,744,1172
ENSG00000125445.10,chr17,75261983,75262496,IR,False,220,274
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,65,285
ENSG00000125445.10,chr17,75261640,75262688,TSS,True,234,285
ENSG00000169689.14,chr17,82019381,82019857,ES,False,73,102
ENSG00000169689.14,chr17,82018701,82019219,PAS,True,20,111
ENSG00000169689.14,chr17,82018702,82019381,PAS,True,95,111
ENSG00000169689.14,chr17,82022825,82022915,TSS,True,45,117
ENSG00000169689.14,chr17,82022638,82022884,TSS,True,92,117
ENSG00000166579.15,chr17,8460160,8466929,ES,False,61,104
ENSG00000166579.15,chr17,8435852,8436045,TSS,True,26,130
ENSG00000177728.16,chr17,75491690,75493593,TSS,True,88,103
ENSG00000177728.16,chr17,75495304,75495399,TSS,False,92,103
ENSG00000177728.16,chr17,75496000,75496074,TSS,True,71,103
ENSG00000132522.15,chr17,7314597,7314958,IR,False,100,113
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,30,128
ENSG00000132522.15,chr17,7314555,7314597,PAS,True,99,119
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,90,128
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,72,128
ENSG00000132522.15,chr17,7314487,7315366,TSS,True,95,107
ENSG00000125458.6,chr17,75131180,75131761,TSS,True,111,126
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,74,126
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,147,859
ENSG00000108784.9,chr17,42536655,42537397,IR,True,133,155
ENSG00000108784.9,chr17,42536215,42536655,TSS,True,55,199
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,101,294
ENSG00000136448.11,chr17,45105618,45109016,PAS,True,41,235
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,81,336
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,549,1054
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,843,1053
ENSG00000108604.15,chr17,63842458,63843066,TSS,True,62,350
ENSG00000108439.10,chr17,47941526,47941813,TSS,True,43,142
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,1420,1585
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,343,1585
ENSG00000196535.16,chr17,29082438,29086437,ES,False,60,117
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,27,147
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,123,143
ENSG00000196535.16,chr17,29111423,29111585,TSS,True,127,145
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,107,145
ENSG00000167711.13,chr17,1742818,1742908,TSS,True,758,1435
ENSG00000141569.11,chr17,75896523,75897011,TSS,True,32,101
ENSG00000006042.11,chr17,32928237,32931474,ES,False,22,122
ENSG00000006042.11,chr17,32927907,32928237,TSS,True,31,171
ENSG00000167280.16,chr17,79074769,79075090,TSS,True,76,105
ENSG00000167280.16,chr17,79087750,79088599,PAS,True,87,105
ENSG00000010244.18,chr17,32365487,32367771,ES,False,123,154
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,31,181
ENSG00000010244.18,chr17,32369598,32373763,PAS,True,23,171
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,139,692
ENSG00000141696.12,chr17,41811453,41812635,TSS,True,58,186
ENSG00000141696.12,chr17,41810862,41812899,TSS,True,158,186
ENSG00000109065.11,chr17,74772054,74772217,IR,False,300,354
ENSG00000109065.11,chr17,74773039,74773575,IR,False,350,396
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,237,382
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,69,420
ENSG00000141577.13,chr17,81189843,81189914,IR,False,101,116
ENSG00000141577.13,chr17,81191332,81192317,3AS,False,14,109
ENSG00000141577.13,chr17,81197888,81198114,5AS,False,69,104
ENSG00000141577.13,chr17,81189584,81189843,PAS,True,16,117
ENSG00000141577.13,chr17,81186492,81189975,PAS,True,102,117
ENSG00000141577.13,chr17,81222768,81223014,TSS,True,54,118
ENSG00000167716.18,chr17,1735717,1736038,IR,False,90,102
ENSG00000167716.18,chr17,1724693,1728626,TSS,True,107,147
ENSG00000167716.18,chr17,1730511,1731258,TSS,True,105,133
ENSG00000167716.18,chr17,1732323,1732490,TSS,True,105,131
ENSG00000167716.18,chr17,1736060,1736218,TSS,True,111,124
ENSG00000167716.18,chr17,1737364,1738599,PAS,True,26,141
ENSG00000167925.15,chr17,42189921,42190184,IR,True,88,104
ENSG00000167925.15,chr17,42190270,42190623,IR,False,89,100
ENSG00000167925.15,chr17,42189086,42189921,PAS,True,18,106
ENSG00000167925.15,chr17,42192240,42192752,TSS,True,57,119
ENSG00000167925.15,chr17,42193316,42193571,TSS,True,103,119
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,12,117
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,74,306
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,939,6345
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,76,154
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,118,215
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,141,215
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,168,197
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,106,209
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,164,210
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,163,203
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,84,366
ENSG00000161944.16,chr17,7108557,7108756,5AS,True,228,256
ENSG00000161944.16,chr17,7108557,7108771,5AS,False,622,874
ENSG00000161944.16,chr17,7108888,7114173,5AS,False,275,760
ENSG00000161944.16,chr17,7114310,7114614,3AS,False,394,735
ENSG00000161944.16,chr17,7114614,7114911,TSS,True,359,1078
ENSG00000161944.16,chr17,7114116,7114434,TSS,True,957,1078
ENSG00000108854.15,chr17,64598490,64661828,ES,False,30,132
ENSG00000108854.15,chr17,64542283,64545947,PAS,True,54,150
ENSG00000108854.15,chr17,64554866,64554993,PAS,False,122,150
ENSG00000108854.15,chr17,64661828,64662363,TSS,True,28,161
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,199,1533
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,57,118
ENSG00000068137.14,chr17,42669621,42669942,5AS,False,19,109
ENSG00000068137.14,chr17,42670705,42671002,5AS,False,43,108
ENSG00000068137.14,chr17,42676401,42677065,TSS,True,42,125
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,150,278
ENSG00000141522.11,chr17,81869740,81871121,TSS,True,249,278
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,98,562
ENSG00000125398.6,chr17,72121018,72121822,TSS,True,275,620
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,30,119
ENSG00000186395.7,chr17,40818786,40818995,TSS,False,13,114
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,49,381
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,36,342
ENSG00000168591.15,chr17,44186948,44187109,TSS,True,84,110
ENSG00000168591.15,chr17,44186963,44187743,TSS,True,80,110
ENSG00000168591.15,chr17,44189231,44189588,TSS,True,86,110
ENSG00000168591.15,chr17,44190500,44191930,PAS,True,15,105
ENSG00000108924.13,chr17,55315447,55320663,3AS,False,446,538
ENSG00000108924.13,chr17,55264959,55265599,TSS,False,407,753
ENSG00000108924.13,chr17,55267641,55268086,TSS,True,599,750
ENSG00000108924.13,chr17,55266223,55266315,TSS,False,669,753
ENSG00000108924.13,chr17,55320663,55325064,PAS,True,187,633
ENSG00000108924.13,chr17,55320660,55325064,PAS,True,541,633
ENSG00000179761.11,chr17,29042991,29043339,TSS,False,43,212
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,268,1193
ENSG00000170412.16,chr17,74430943,74432141,TSS,False,262,562
ENSG00000170412.16,chr17,74431411,74432523,TSS,True,483,562
ENSG00000170412.16,chr17,74439742,74440827,TSS,True,437,562
ENSG00000154945.6,chr17,50707520,50707922,TSS,True,46,112
ENSG00000154945.6,chr17,50699398,50699736,TSS,True,84,112
ENSG00000007202.14,chr17,28614438,28615246,PAS,True,12,111
ENSG00000007202.14,chr17,28644988,28645210,TSS,True,99,114
ENSG00000007202.14,chr17,28632048,28634002,TSS,True,89,102
ENSG00000007202.14,chr17,28632941,28635594,TSS,True,69,102
ENSG00000007202.14,chr17,28634516,28636305,TSS,False,90,102
ENSG00000167107.12,chr17,50464294,50471027,ES,False,99,121
ENSG00000167107.12,chr17,50426137,50426389,TSS,True,103,162
ENSG00000167107.12,chr17,50462468,50463251,TSS,True,117,161
ENSG00000168646.12,chr17,65537323,65537738,TSS,True,128,144
ENSG00000168646.12,chr17,65560824,65561288,TSS,False,124,148
ENSG00000168646.12,chr17,65536319,65536467,TSS,True,127,144
ENSG00000168646.12,chr17,65557805,65558639,TSS,True,117,148
ENSG00000073350.13,chr17,75574260,75574609,ES,False,78,253
ENSG00000073350.13,chr17,75574668,75574870,IR,True,144,173
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,86,230
ENSG00000073350.13,chr17,75574668,75574873,IR,True,86,115
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,166,373
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,178,275
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,285,373
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,229,373
ENSG00000175931.12,chr17,76389449,76391613,PAS,True,18,104
ENSG00000175931.12,chr17,76396127,76396699,TSS,True,98,118
ENSG00000175931.12,chr17,76452724,76453227,TSS,True,94,125
ENSG00000175931.12,chr17,76401010,76401752,TSS,True,108,125
ENSG00000141526.16,chr17,82237893,82238701,IR,True,343,391
ENSG00000141526.16,chr17,82229040,82229106,TSS,True,52,412
ENSG00000141526.16,chr17,82238701,82239495,PAS,True,55,396
ENSG00000141526.16,chr17,82237137,82239481,PAS,True,335,384
ENSG00000133193.12,chr17,73209768,73227164,ES,False,82,112
ENSG00000133193.12,chr17,73209768,73232085,ES,False,14,124
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,69,572
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,93,576
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,143,483
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,112,340
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,151,644
ENSG00000132386.10,chr17,1761892,1762113,TSS,False,745,2788
ENSG00000141698.16,chr17,41835957,41836078,IR,False,17,169
ENSG00000141698.16,chr17,41835957,41836181,IR,False,21,173
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,183,205
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,57,205
ENSG00000087111.20,chr17,28571188,28571462,IR,False,129,158
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,96,225
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,189,225
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,193,225
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,85,848
ENSG00000169738.7,chr17,82036448,82036543,IR,False,252,290
ENSG00000169738.7,chr17,82036643,82036720,IR,False,247,282
ENSG00000169738.7,chr17,82037547,82037630,IR,False,182,211
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,249,308
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,97,308
ENSG00000178921.13,chr17,8263810,8263936,TSS,True,109,136
ENSG00000171302.16,chr17,78996991,78997490,TSS,True,105,126
ENSG00000171302.16,chr17,79009663,79009801,TSS,True,53,126
ENSG00000141582.14,chr17,79839182,79839486,TSS,True,273,443
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,47,462
ENSG00000258890.6,chr17,64531018,64531889,5AS,False,89,107
ENSG00000258890.6,chr17,64506380,64507116,TSS,True,22,120
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,112,136
ENSG00000082641.15,chr17,48049277,48051628,TSS,True,114,134
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,198,338
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,365,626
