gene,chr,start,end,splice_type,novel,mammary_epithelial_cell_ENCFF349CHO_in_cov,mammary_epithelial_cell_ENCFF349CHO_total_cov
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,318,535
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,439,723
ENSG00000161970.14,chr17,8382315,8382861,5AS,False,39,132
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,305,2184
ENSG00000169733.11,chr17,82051499,82051877,TSS,True,53,162
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,83,151
ENSG00000141027.20,chr17,16149517,16151945,ES,False,82,128
ENSG00000141027.20,chr17,16194639,16215361,ES,False,102,137
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,85,163
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,100,163
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,52,191
ENSG00000141027.20,chr17,16146375,16146548,TSS,True,159,181
ENSG00000196704.11,chr17,68248058,68248643,IR,False,29,282
ENSG00000196704.11,chr17,68248086,68248639,5AS,False,245,302
ENSG00000196704.11,chr17,68248086,68248639,IR,False,245,601
ENSG00000196704.11,chr17,68248086,68248643,3AS,True,59,307
ENSG00000196704.11,chr17,68248086,68248643,IR,True,59,472
ENSG00000196704.11,chr17,68248110,68248639,IR,False,52,410
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,457,816
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,509,816
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,34,100
ENSG00000141504.11,chr17,7626793,7626942,IR,False,89,101
ENSG00000141504.11,chr17,7627226,7627362,IR,False,96,107
ENSG00000141504.11,chr17,7627552,7627878,TSS,True,52,117
ENSG00000141504.11,chr17,7627569,7627867,TSS,True,97,117
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,46,249
ENSG00000169718.17,chr17,82058416,82058780,IR,False,201,238
ENSG00000169718.17,chr17,82065612,82065871,TSS,True,37,291
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,1329,1480
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,203,1480
ENSG00000068120.14,chr17,42562219,42562611,IR,False,20,123
ENSG00000068120.14,chr17,42562098,42563322,TSS,False,40,141
ENSG00000068120.14,chr17,42562069,42562219,TSS,True,115,141
ENSG00000170175.10,chr17,7455624,7455941,TSS,True,92,106
ENSG00000170175.10,chr17,7445021,7445185,TSS,True,38,106
ENSG00000129255.15,chr17,7586078,7586691,3AS,False,121,136
ENSG00000129255.15,chr17,7582275,7583965,TSS,True,17,153
ENSG00000182473.21,chr17,76089320,76094413,ES,False,99,114
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,61,176
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,51,330
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,80,360
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,309,360
ENSG00000108587.15,chr17,30481257,30484213,5AS,False,61,105
ENSG00000108587.15,chr17,30477401,30477464,TSS,True,126,223
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,187,1309
ENSG00000183010.16,chr17,81933376,81934925,ME,False,105,120
ENSG00000183010.16,chr17,81933376,81934652,ES,False,105,546
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,371,419
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,417,794
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,668,794
ENSG00000214941.7,chr17,15977913,15978043,IR,False,80,127
ENSG00000214941.7,chr17,15993778,15999518,5AS,False,79,142
ENSG00000214941.7,chr17,15975799,15977092,PAS,True,137,153
ENSG00000214941.7,chr17,15976559,15978163,PAS,True,107,153
ENSG00000214941.7,chr17,15976559,15977913,PAS,True,86,153
ENSG00000214941.7,chr17,15980725,15981144,PAS,True,131,153
ENSG00000214941.7,chr17,15999518,15999717,TSS,True,72,153
ENSG00000214941.7,chr17,15999505,15999717,TSS,True,105,153
ENSG00000214941.7,chr17,15999502,15999717,TSS,True,134,153
ENSG00000220205.8,chr17,8160871,8161472,IR,False,149,166
ENSG00000220205.8,chr17,8160380,8160871,PAS,True,18,168
ENSG00000220205.8,chr17,8162877,8162978,TSS,False,22,174
ENSG00000133027.17,chr17,17591530,17591709,TSS,True,35,196
ENSG00000183011.13,chr17,7856843,7857014,5AS,False,190,228
ENSG00000183011.13,chr17,7857382,7857559,TSS,True,128,231
ENSG00000183011.13,chr17,7857014,7857235,TSS,True,155,231
ENSG00000183011.13,chr17,7885164,7885495,TSS,True,206,239
ENSG00000258315.5,chr17,7014627,7014878,TSS,True,19,104
ENSG00000258315.5,chr17,7014569,7015156,TSS,True,86,104
ENSG00000258315.5,chr17,7017256,7017522,PAS,True,78,104
ENSG00000258315.5,chr17,7017260,7017524,PAS,True,26,104
ENSG00000278053.4,chr17,37643333,37643463,TSS,True,43,167
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,59,152
ENSG00000157637.12,chr17,81250064,81251612,PAS,True,122,150
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,37,170
ENSG00000176170.13,chr17,76384806,76385450,5AS,False,229,300
ENSG00000176170.13,chr17,76384610,76384806,TSS,False,205,434
ENSG00000176170.13,chr17,76383845,76385169,TSS,True,363,434
ENSG00000176170.13,chr17,76384617,76385654,TSS,True,364,434
ENSG00000171346.15,chr17,41518329,41518977,TSS,True,183,389
ENSG00000171346.15,chr17,41521684,41521964,TSS,True,312,389
ENSG00000171346.15,chr17,41515445,41515620,TSS,True,339,389
ENSG00000005884.17,chr17,50055758,50056645,TSS,True,1212,1375
ENSG00000005884.17,chr17,50088340,50088366,TSS,True,1138,1352
ENSG00000167695.14,chr17,732409,732769,TSS,True,38,101
ENSG00000167695.14,chr17,732463,733181,TSS,True,86,101
ENSG00000266402.3,chr17,64145995,64146229,5AS,False,53,186
ENSG00000266402.3,chr17,64146000,64146229,IR,True,133,158
ENSG00000266402.3,chr17,64145969,64146000,TSS,True,79,212
ENSG00000266402.3,chr17,64145969,64145995,TSS,False,159,212
ENSG00000266402.3,chr17,64146229,64146309,PAS,True,25,212
ENSG00000182173.12,chr17,75516502,75516616,TSS,True,15,103
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,124,273
ENSG00000185359.12,chr17,81700137,81700814,TSS,False,241,273
ENSG00000141198.15,chr17,54961234,54964677,PAS,True,32,319
ENSG00000128422.16,chr17,41621751,41622349,3AS,True,115,215
ENSG00000128422.16,chr17,41621751,41622349,IR,True,115,176
ENSG00000128422.16,chr17,41621751,41622354,5AS,True,413,528
ENSG00000128422.16,chr17,41621751,41622354,IR,False,413,574
ENSG00000128422.16,chr17,41621754,41622349,IR,True,100,161
ENSG00000171928.13,chr17,18781147,18781305,TSS,True,53,416
ENSG00000141741.11,chr17,39730406,39730538,TSS,True,19,189
ENSG00000159111.12,chr17,47828500,47828675,TSS,True,129,147
ENSG00000159111.12,chr17,47831459,47831542,TSS,True,26,147
ENSG00000175832.12,chr17,43546184,43546432,TSS,True,72,100
ENSG00000175832.12,chr17,43545557,43545777,TSS,True,82,100
ENSG00000175832.12,chr17,43545273,43545606,TSS,True,81,100
ENSG00000169689.14,chr17,82019381,82019857,ES,False,77,210
ENSG00000166579.15,chr17,8460160,8466929,ES,False,92,166
ENSG00000166579.15,chr17,8435852,8436045,TSS,True,79,240
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,73,167
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,115,167
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,46,272
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,40,168
ENSG00000136448.11,chr17,45105618,45109016,PAS,True,18,152
ENSG00000141503.15,chr17,4896248,4896342,TSS,False,151,171
ENSG00000141503.15,chr17,4833035,4833640,TSS,True,131,173
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,365,1259
ENSG00000108439.10,chr17,47944715,47945860,ES,False,15,145
ENSG00000108439.10,chr17,47941526,47941813,TSS,True,50,180
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,135,618
ENSG00000131470.14,chr17,42577652,42577730,TSS,True,386,445
ENSG00000010244.18,chr17,32365487,32367771,ES,False,46,152
ENSG00000109065.11,chr17,74771834,74772217,3AS,False,36,196
ENSG00000109065.11,chr17,74771834,74772217,IR,False,36,111
ENSG00000109065.11,chr17,74772054,74772217,IR,False,141,216
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,214,252
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,154,253
ENSG00000109065.11,chr17,74770527,74771858,PAS,True,47,278
ENSG00000109065.11,chr17,74770540,74771834,PAS,True,242,278
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,47,291
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,34,189
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,520,2140
ENSG00000141349.8,chr17,44071183,44074159,5AS,False,165,187
ENSG00000141349.8,chr17,44074770,44075309,ES,False,79,180
ENSG00000141349.8,chr17,44070742,44071183,TSS,True,38,205
ENSG00000141349.8,chr17,44070732,44071242,TSS,True,182,205
ENSG00000278311.4,chr17,36578186,36579244,5AS,True,95,117
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,64,129
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,76,129
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,14,127
ENSG00000126653.17,chr17,30116863,30118079,ES,False,97,119
ENSG00000126653.17,chr17,30116863,30172541,ES,False,56,189
ENSG00000126653.17,chr17,30118173,30172541,ES,False,111,124
ENSG00000108854.15,chr17,64661828,64662363,TSS,True,26,105
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,2951,6006
ENSG00000108298.11,chr17,39200339,39203109,TSS,True,3237,6006
ENSG00000108262.15,chr17,29589326,29589705,TSS,True,71,111
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,175,510
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,25,128
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,35,209
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,61,308
ENSG00000121073.14,chr17,49706309,49706964,3AS,False,55,125
ENSG00000121073.14,chr17,49707729,49708222,TSS,False,19,138
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,106,815
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,762,870
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,159,870
ENSG00000133193.12,chr17,73209768,73227164,ES,False,96,117
ENSG00000141698.16,chr17,41835272,41835858,ES,False,124,139
ENSG00000141698.16,chr17,41835957,41836078,IR,False,23,116
ENSG00000141698.16,chr17,41835957,41836181,IR,False,24,117
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,121,145
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,52,145
ENSG00000141698.16,chr17,41836078,41836270,TSS,True,122,145
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,114,188
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,168,188
ENSG00000087111.20,chr17,28560048,28560605,TSS,True,158,188
ENSG00000169738.7,chr17,82037013,82037630,ES,False,16,143
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,687,832
ENSG00000169738.7,chr17,82036190,82036261,TSS,True,201,832
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,265,735
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,70,113
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,46,102
ENSG00000091640.7,chr17,4959223,4959643,PAS,True,24,218
ENSG00000091640.7,chr17,4967719,4968723,TSS,True,23,221
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,83,494
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,434,516
ENSG00000108465.14,chr17,47971152,47971361,IR,False,156,186
ENSG00000108465.14,chr17,47974448,47975158,IR,False,156,206
ENSG00000108465.14,chr17,47975653,47975868,IR,False,163,217
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,73,229
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,182,229
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,402,913
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,550,913
ENSG00000213977.7,chr17,3668487,3668618,TSS,True,27,115
ENSG00000277972.1,chr17,38730324,38730406,TSS,False,26,222
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,48,354
ENSG00000188612.11,chr17,75182813,75182990,TSS,True,31,303
ENSG00000133030.20,chr17,17174075,17176425,ES,False,14,118
ENSG00000133030.20,chr17,17180088,17184822,ES,False,48,122
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,93,163
ENSG00000133030.20,chr17,17184822,17186216,PAS,True,17,139
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,99,496
ENSG00000087191.12,chr17,63827460,63827923,TSS,True,422,496
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,60,122
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,31,207
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,52,223
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,190,223
ENSG00000161526.14,chr17,75671863,75693439,ES,False,206,241
ENSG00000072778.19,chr17,7222081,7222176,IR,False,796,983
ENSG00000072778.19,chr17,7222865,7223132,IR,False,737,998
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,153,1024
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,23,123
ENSG00000161547.16,chr17,76734562,76735060,IR,False,41,129
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,24,105
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,140,181
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,80,181
ENSG00000161547.16,chr17,76735060,76735123,TSS,True,156,181
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,33,200
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,109,198
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,92,195
ENSG00000204237.4,chr17,81665584,81666517,5AS,False,57,115
ENSG00000204237.4,chr17,81665584,81666517,IR,False,57,102
ENSG00000204237.4,chr17,81665035,81665584,PAS,True,45,161
ENSG00000204237.4,chr17,81666517,81666602,TSS,False,104,161
ENSG00000204237.4,chr17,81666145,81666582,TSS,False,126,161
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,36,108
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,84,105
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,107,180
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,25,200
ENSG00000070731.10,chr17,76570668,76572636,ES,True,243,279
ENSG00000070731.10,chr17,76572775,76573194,3AS,True,243,280
ENSG00000070731.10,chr17,76585683,76586340,TSS,True,32,294
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,69,217
ENSG00000166750.9,chr17,35243024,35243143,TSS,True,55,103
ENSG00000129194.7,chr17,7589143,7590095,TSS,True,807,1245
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,73,321
ENSG00000108509.20,chr17,4967992,4968819,PAS,True,21,101
ENSG00000108509.20,chr17,4969149,4969447,TSS,True,127,195
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,30,119
ENSG00000108654.14,chr17,64500326,64500548,IR,True,1620,1869
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,32,183
ENSG00000108654.14,chr17,64500326,64502009,IR,True,32,254
ENSG00000108654.14,chr17,64500773,64502009,IR,False,1439,1797
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,263,1917
ENSG00000108654.14,chr17,64498254,64502069,PAS,True,1700,1912
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,90,262
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,50,450
ENSG00000225663.7,chr17,81822907,81823208,IR,False,21,117
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,21,116
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,100,121
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,17,121
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,251,497
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,86,583
ENSG00000175061.17,chr17,16439414,16440184,ES,False,514,1093
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,191,1185
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,100,131
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,88,131
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,35,151
ENSG00000006125.17,chr17,35657791,35671753,ES,False,117,164
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,96,183
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,127,183
ENSG00000173917.10,chr17,48544520,48544659,TSS,False,53,109
ENSG00000173917.10,chr17,48543893,48543932,TSS,True,92,109
ENSG00000170425.3,chr17,15945012,15945583,TSS,False,20,163
ENSG00000278845.4,chr17,38297066,38297249,TSS,False,20,113
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,60,101
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,62,101
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,64,137
ENSG00000006744.18,chr17,13017566,13017702,TSS,True,98,137
ENSG00000131746.12,chr17,40488969,40495986,ES,True,123,138
ENSG00000131746.12,chr17,40495657,40496520,PAS,True,137,161
ENSG00000131746.12,chr17,40475829,40477729,PAS,False,50,200
ENSG00000131746.12,chr17,40501533,40501623,TSS,False,92,251
ENSG00000108384.14,chr17,58692685,58694930,5AS,False,31,182
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,56,203
ENSG00000108384.14,chr17,58692569,58692685,TSS,True,172,203
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,48,202
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,163,202
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,176,332
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,371,695
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,618,1421
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,167,1108
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1002,1169
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,231,1169
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,266,994
ENSG00000131469.14,chr17,42998437,43000102,TSS,True,890,994
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,848,994
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,516,3670
ENSG00000089685.14,chr17,78214789,78216663,ES,False,125,142
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,94,365
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,281,327
ENSG00000187838.16,chr17,7392952,7393466,ES,False,27,171
ENSG00000187838.16,chr17,7394267,7394476,3AS,False,91,129
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,495,632
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,178,260
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,196,278
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,100,278
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,26,185
ENSG00000121067.17,chr17,49622876,49677932,ES,False,130,170
ENSG00000271447.5,chr17,35770312,35778887,ES,False,21,133
ENSG00000271447.5,chr17,35765850,35766894,PAS,False,84,217
ENSG00000271447.5,chr17,35778503,35779075,PAS,True,138,193
ENSG00000271447.5,chr17,35795266,35795645,TSS,True,43,221
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,20,180
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,34,167
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,108,287
ENSG00000141552.17,chr17,81891833,81894466,ES,False,97,209
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,97,401
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,144,178
ENSG00000141552.17,chr17,81891841,81894466,ES,False,91,236
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,91,159
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,347,556
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,319,556
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,492,556
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,631,713
ENSG00000178307.9,chr17,21198840,21214090,ES,False,134,195
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,21,105
ENSG00000132470.13,chr17,75721563,75724693,5AS,False,134,234
ENSG00000136450.12,chr17,58004001,58004922,IR,False,30,163
ENSG00000136450.12,chr17,58005600,58005800,IR,False,140,156
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,139,168
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,37,167
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,31,104
ENSG00000083457.11,chr17,3720402,3723687,ES,False,93,120
ENSG00000182628.12,chr17,59154955,59155207,TSS,True,90,102
ENSG00000182628.12,chr17,59155130,59155216,TSS,True,15,102
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,451,2386
ENSG00000132507.17,chr17,7307927,7308113,TSS,False,2107,2386
ENSG00000108561.8,chr17,5438841,5439193,TSS,False,248,1878
ENSG00000108961.13,chr17,8289588,8289812,IR,False,54,102
ENSG00000108961.13,chr17,8288630,8288865,TSS,True,12,111
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,55,111
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,65,104
ENSG00000180329.13,chr17,44679043,44682002,ES,False,13,104
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,83,112
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,58,112
ENSG00000109016.17,chr17,21188855,21190947,5AS,True,15,104
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,130,147
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,61,147
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,209,288
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,87,296
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,217,296
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,217,256
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,48,274
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,83,303
ENSG00000163597.14,chr17,76557857,76561287,ES,False,113,383
ENSG00000129197.14,chr17,5422829,5426235,ES,False,23,121
ENSG00000129197.14,chr17,5422829,5432541,ES,False,29,166
ENSG00000129197.14,chr17,5426299,5432541,ES,False,19,133
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,197,362
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,122,149
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,74,149
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,106,163
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,96,163
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,130,163
ENSG00000182541.17,chr22,31212166,31212424,TSS,True,99,111
ENSG00000182541.17,chr22,31248220,31248769,TSS,True,29,111
ENSG00000182541.17,chr22,31278296,31280080,PAS,True,14,107
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,394,497
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,74,142
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,85,313
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,54,262
ENSG00000100412.15,chr22,41528478,41528991,PAS,False,30,244
ENSG00000100412.15,chr22,41521298,41521590,PAS,False,195,225
ENSG00000070010.18,chr22,19475100,19475495,5AS,False,52,302
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,33,111
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,131,513
ENSG00000100325.14,chr22,29832342,29838177,ES,False,76,172
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,49,240
ENSG00000100065.14,chr22,37518965,37519557,TSS,True,110,147
ENSG00000100065.14,chr22,37519342,37519609,TSS,False,98,147
ENSG00000241878.11,chr22,31621885,31648100,ES,True,149,170
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,155,325
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,135,154
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,79,154
ENSG00000100258.17,chr22,50506781,50507745,TSS,True,137,154
ENSG00000100058.12,chr22,25448284,25455711,ES,True,130,271
ENSG00000100058.12,chr22,25448054,25448284,TSS,False,35,309
ENSG00000100058.12,chr22,25460866,25461673,PAS,True,147,279
ENSG00000100058.12,chr22,25459415,25461672,PAS,True,138,278
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,64,140
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,68,146
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,99,823
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,99,828
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,77,105
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,36,111
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,15,111
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,79,126
ENSG00000213923.11,chr22,38294534,38298785,ES,False,175,242
ENSG00000213923.11,chr22,38297998,38298093,IR,True,107,132
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,199,442
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,315,422
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,163,473
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,45,253
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,22,210
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,49,133
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,387,687
ENSG00000100211.10,chr22,38656750,38668016,ES,False,73,106
ENSG00000100211.10,chr22,38668132,38670883,3AS,False,96,110
ENSG00000099942.12,chr22,20951265,20953205,IR,True,13,114
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,36,133
ENSG00000099942.12,chr22,20934140,20934244,TSS,True,116,133
ENSG00000099942.12,chr22,20949710,20953748,PAS,True,13,114
ENSG00000099942.12,chr22,20953205,20953746,PAS,False,119,133
ENSG00000128165.8,chr22,50481546,50481957,TSS,True,85,140
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,27,265
ENSG00000241990.5,chr22,46053786,46053920,TSS,False,19,159
ENSG00000241990.5,chr22,46056844,46056945,TSS,True,143,159
ENSG00000239713.8,chr22,39077004,39077378,TSS,True,41,100
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,30,199
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,169,198
ENSG00000100139.13,chr22,37905932,37906568,TSS,False,182,229
ENSG00000100139.13,chr22,37925659,37926043,TSS,False,112,228
ENSG00000170638.9,chr22,50197995,50198074,IR,False,92,107
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,82,134
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,99,134
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,50,142
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,24,130
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,18,122
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,268,785
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,590,784
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,180,1427
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,52,201
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,154,201
ENSG00000128283.6,chr22,37568362,37568749,IR,True,17,143
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,161,219
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,133,219
ENSG00000128283.6,chr22,37568107,37569405,PAS,False,21,147
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,30,101
ENSG00000100116.16,chr22,37816928,37818142,PAS,False,148,165
ENSG00000100116.16,chr22,37816566,37817324,PAS,True,19,165
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,30,184
