gene,chr,start,end,splice_type,novel,endodermal_cell_ENCFF940WVU_in_cov,endodermal_cell_ENCFF940WVU_total_cov
ENSG00000169718.17,chr17,82058416,82058780,IR,False,95,199
ENSG00000169718.17,chr17,82058818,82059947,IR,False,140,169
ENSG00000169718.17,chr17,82058818,82060700,ES,True,42,180
ENSG00000169718.17,chr17,82060093,82060700,IR,False,140,169
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,59,380
ENSG00000185813.10,chr17,81906898,81907553,ES,False,156,174
ENSG00000185813.10,chr17,81909037,81909513,3AS,False,146,168
ENSG00000146872.17,chr17,62478382,62479290,TSS,True,25,120
ENSG00000068120.14,chr17,42562219,42562611,IR,False,24,128
ENSG00000068120.14,chr17,42564175,42564445,IR,False,124,141
ENSG00000068120.14,chr17,42562098,42563322,TSS,False,64,159
ENSG00000068120.14,chr17,42562069,42562219,TSS,True,117,159
ENSG00000204316.12,chr17,75901273,75901711,IR,False,164,184
ENSG00000169710.8,chr17,82098120,82098238,TSS,True,244,288
PB_novel_215827,chr17,11972335,11976500,IR,True,92,128
PB_novel_215827,chr17,11972082,11972335,TSS,True,46,148
PB_novel_215827,chr17,11976500,11976909,PAS,True,39,148
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,21,195
ENSG00000108821.13,chr17,50199752,50201631,TSS,True,188,213
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,104,213
ENSG00000141524.15,chr17,78128658,78128827,TSS,True,146,181
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,107,181
ENSG00000141524.15,chr17,78126776,78128817,TSS,True,157,181
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,63,371
ENSG00000219200.11,chr17,7012757,7013665,5AS,False,43,206
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,47,210
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,167,210
ENSG00000108587.15,chr17,30481257,30484213,5AS,False,70,126
ENSG00000108587.15,chr17,30477401,30477464,TSS,True,28,145
ENSG00000183010.16,chr17,81933376,81934652,ES,False,25,240
ENSG00000183010.16,chr17,81936861,81937261,5AS,False,101,123
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,164,266
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,172,266
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,21,122
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,39,126
ENSG00000129195.15,chr17,6450361,6451065,PAS,True,15,102
ENSG00000141560.14,chr17,82716699,82716896,TSS,True,18,172
ENSG00000131473.16,chr17,41893174,41897748,ES,False,111,532
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,329,477
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,118,597
ENSG00000278053.4,chr17,37643333,37643463,TSS,True,19,144
ENSG00000004975.11,chr17,7229943,7230057,5AS,False,84,214
ENSG00000108578.14,chr17,30291806,30292201,TSS,True,31,144
ENSG00000157637.12,chr17,81251612,81252194,IR,False,88,102
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,32,108
ENSG00000157637.12,chr17,81250064,81251612,PAS,True,92,106
ENSG00000157637.12,chr17,81250135,81252683,PAS,True,90,102
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,36,132
ENSG00000074356.16,chr17,3846040,3846380,TSS,False,29,101
ENSG00000182173.12,chr17,75521510,75521704,IR,True,94,115
ENSG00000182173.12,chr17,75521510,75522006,3AS,False,11,105
ENSG00000182173.12,chr17,75522333,75523274,IR,True,71,117
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,48,121
ENSG00000136485.14,chr17,63594202,63594279,PAS,True,83,121
ENSG00000185359.12,chr17,81695999,81696356,IR,False,213,248
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,47,260
ENSG00000173757.9,chr17,42276247,42276586,TSS,False,32,119
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,13,111
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,54,163
ENSG00000072849.10,chr17,5480582,5482808,ES,False,12,116
ENSG00000198231.12,chr17,63773834,63774376,TSS,True,63,220
ENSG00000131748.15,chr17,39658026,39658404,IR,False,128,143
ENSG00000131748.15,chr17,39637054,39637231,TSS,True,23,152
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,47,246
ENSG00000175832.12,chr17,43546184,43546432,TSS,True,76,107
ENSG00000175832.12,chr17,43545557,43545777,TSS,True,71,107
ENSG00000175832.12,chr17,43545273,43545606,TSS,True,89,107
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,21,182
ENSG00000169689.14,chr17,82019219,82019292,IR,False,132,148
ENSG00000169689.14,chr17,82019381,82019857,ES,False,60,153
ENSG00000169689.14,chr17,82018701,82019219,PAS,True,16,158
ENSG00000169689.14,chr17,82018702,82019381,PAS,True,142,158
ENSG00000169689.14,chr17,82022825,82022915,TSS,True,26,162
ENSG00000132522.15,chr17,7313721,7313905,IR,False,87,103
ENSG00000132522.15,chr17,7314597,7314958,IR,False,88,104
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,50,113
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,90,113
ENSG00000132522.15,chr17,7315251,7315369,TSS,True,98,113
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,29,108
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,208,624
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,21,174
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,96,526
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,133,585
ENSG00000010244.18,chr17,32365487,32367771,ES,False,37,168
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,41,211
ENSG00000010244.18,chr17,32369598,32373763,PAS,True,23,180
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,105,817
ENSG00000109103.11,chr17,28547409,28547676,IR,False,87,115
ENSG00000109103.11,chr17,28546552,28547409,PAS,True,35,123
ENSG00000109103.11,chr17,28546706,28547849,PAS,True,89,116
ENSG00000109103.11,chr17,28552337,28552652,TSS,True,18,123
ENSG00000109065.11,chr17,74772054,74772217,IR,False,46,112
ENSG00000109065.11,chr17,74773039,74773575,IR,False,98,120
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,81,114
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,28,130
ENSG00000167863.11,chr17,75046924,75046980,TSS,True,12,117
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,33,115
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,905,5971
ENSG00000173894.10,chr17,79778132,79778307,TSS,True,43,184
ENSG00000126653.17,chr17,30116863,30172541,ES,False,30,119
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,18,138
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,118,765
ENSG00000168256.17,chr17,42020051,42020204,TSS,True,22,170
ENSG00000108262.15,chr17,29589326,29589705,TSS,True,19,107
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,29,250
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,72,361
ENSG00000108468.14,chr17,48101267,48101527,TSS,True,66,221
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,43,183
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,19,148
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,20,193
ENSG00000161682.14,chr17,44363596,44363874,TSS,True,20,176
ENSG00000170412.16,chr17,74430943,74432141,TSS,False,95,124
ENSG00000170412.16,chr17,74431411,74432523,TSS,True,40,124
ENSG00000141456.14,chr17,4703862,4704244,TSS,True,23,165
ENSG00000129235.10,chr17,6641152,6641752,5AS,False,16,134
ENSG00000129235.10,chr17,6641006,6641152,TSS,True,132,148
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,30,148
ENSG00000073350.13,chr17,75574260,75574609,ES,False,80,315
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,124,308
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,73,369
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,265,312
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,239,363
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,179,363
ENSG00000141698.16,chr17,41835957,41836181,IR,False,22,100
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,104,127
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,56,127
ENSG00000141698.16,chr17,41836078,41836270,TSS,True,106,127
ENSG00000087111.20,chr17,28571188,28571462,IR,False,81,100
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,27,108
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,89,108
ENSG00000005156.11,chr17,34980445,34980622,TSS,True,70,222
ENSG00000181885.18,chr17,7261820,7263184,TSS,True,52,278
ENSG00000108651.9,chr17,31865438,31868045,ES,False,94,107
ENSG00000108651.9,chr17,31901535,31901757,TSS,True,13,112
ENSG00000171302.16,chr17,78991715,78992140,PAS,False,89,100
ENSG00000171302.16,chr17,79009663,79009801,TSS,True,13,100
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,55,192
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,76,251
ENSG00000182534.13,chr17,76680879,76685071,ES,False,145,183
ENSG00000108465.14,chr17,47971152,47971361,IR,False,244,282
ENSG00000108465.14,chr17,47974448,47975158,IR,False,170,296
ENSG00000108465.14,chr17,47975653,47975868,IR,False,169,298
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,78,322
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,276,322
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,33,167
ENSG00000108848.15,chr17,50737026,50740305,ES,False,120,139
ENSG00000108848.15,chr17,50750641,50750746,IR,False,28,105
ENSG00000108848.15,chr17,50750694,50752199,IR,False,44,121
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,28,165
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,110,163
ENSG00000108848.15,chr17,50750500,50756219,PAS,True,77,153
ENSG00000108848.15,chr17,50750746,50752709,PAS,True,136,154
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,52,251
ENSG00000141736.13,chr17,39699921,39700311,TSS,True,55,178
ENSG00000092871.16,chr17,35089104,35089319,TSS,True,41,121
ENSG00000092871.16,chr17,35063575,35063741,TSS,False,100,121
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,20,165
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,28,169
ENSG00000109113.19,chr17,28716058,28717212,ES,False,19,143
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,26,174
ENSG00000072778.19,chr17,7222081,7222176,IR,False,263,438
ENSG00000072778.19,chr17,7222302,7222666,IR,True,312,437
ENSG00000072778.19,chr17,7222865,7223132,IR,False,137,455
ENSG00000072778.19,chr17,7224393,7224483,3AS,False,48,462
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,65,470
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,22,101
ENSG00000273706.4,chr17,36936781,36938367,TSS,True,37,110
ENSG00000108950.11,chr17,68539966,68540848,ES,False,103,135
ENSG00000108950.11,chr17,68540958,68541984,IR,True,93,121
ENSG00000108950.11,chr17,68543717,68551872,3AS,False,30,132
ENSG00000108950.11,chr17,68534966,68537741,PAS,True,22,168
ENSG00000108950.11,chr17,68600262,68601419,TSS,True,18,172
ENSG00000108349.16,chr17,40169662,40170451,3AS,True,43,153
ENSG00000108349.16,chr17,40140296,40140779,TSS,True,47,172
ENSG00000108349.16,chr17,40170451,40172181,PAS,True,117,162
ENSG00000108349.16,chr17,40170446,40172179,PAS,True,51,162
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,35,343
ENSG00000181222.15,chr17,7484320,7484857,TSS,True,82,187
ENSG00000109046.14,chr17,27306882,27307743,IR,True,281,315
ENSG00000109046.14,chr17,27306882,27309099,ES,True,53,119
ENSG00000109046.14,chr17,27306882,27309099,3AS,False,53,272
ENSG00000109046.14,chr17,27307919,27309099,IR,True,43,327
ENSG00000109046.14,chr17,27294066,27294435,TSS,True,107,453
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,407,453
ENSG00000073969.18,chr17,46590543,46590787,TSS,True,15,109
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,26,209
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,55,100
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,22,122
ENSG00000087157.18,chr17,78392665,78398251,ES,False,22,113
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,24,136
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,100,122
ENSG00000087157.18,chr17,78419675,78424060,IR,True,100,114
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,40,158
ENSG00000087157.18,chr17,78402781,78404089,TSS,True,132,158
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,33,158
ENSG00000087157.18,chr17,78419545,78424660,PAS,True,125,150
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,19,118
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,51,139
ENSG00000168259.14,chr17,42018437,42018528,TSS,True,125,139
ENSG00000132382.14,chr17,4555126,4555431,TSS,True,26,124
ENSG00000108654.14,chr17,64500326,64500548,IR,True,858,987
ENSG00000108654.14,chr17,64500326,64502009,IR,True,15,131
ENSG00000108654.14,chr17,64500773,64502009,IR,False,827,961
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,136,1010
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,128,1056
ENSG00000159217.9,chr17,49043550,49043969,3AS,True,18,107
ENSG00000159217.9,chr17,48996835,48997920,TSS,True,106,186
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,17,122
ENSG00000108840.15,chr17,44110800,44117493,3AS,False,54,115
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,19,137
ENSG00000108830.9,chr17,43025209,43025449,TSS,False,41,175
ENSG00000108830.9,chr17,43025491,43025539,TSS,True,151,175
ENSG00000108639.7,chr17,78171054,78171738,ES,False,19,176
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,19,188
ENSG00000225663.7,chr17,81822907,81823208,IR,False,71,192
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,78,194
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,125,197
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,29,197
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,176,197
ENSG00000175061.17,chr17,16439414,16440184,ES,False,317,390
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,71,424
ENSG00000141506.13,chr17,8884919,8885128,TSS,False,35,111
ENSG00000173821.19,chr17,80344781,80348286,TSS,True,91,109
ENSG00000173821.19,chr17,80393344,80396286,PAS,True,16,105
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,17,143
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,106,138
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,106,138
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,113,138
ENSG00000141551.14,chr17,82244831,82248874,ES,False,69,112
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,44,153
ENSG00000006125.17,chr17,35657791,35671753,ES,False,101,168
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,75,201
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,170,201
ENSG00000006125.17,chr17,35723624,35726413,PAS,True,20,194
ENSG00000141295.13,chr17,47838002,47838269,IR,False,105,163
ENSG00000141295.13,chr17,47838450,47838530,IR,True,141,173
ENSG00000141295.13,chr17,47839643,47840190,IR,True,120,161
ENSG00000141295.13,chr17,47840843,47841207,5AS,False,102,120
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,59,174
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,138,173
ENSG00000141295.13,chr17,47837684,47838696,PAS,True,152,172
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,71,174
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,135,174
ENSG00000141295.13,chr17,47841184,47841275,TSS,True,156,174
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,246,289
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,118,177
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,82,177
ENSG00000006744.18,chr17,13005101,13005752,IR,True,168,187
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,16,112
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,48,354
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,185,364
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,69,428
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,171,485
ENSG00000136490.8,chr17,63698938,63699027,IR,False,204,233
ENSG00000136490.8,chr17,63699256,63700163,TSS,False,188,239
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,79,239
ENSG00000067596.11,chr17,43523627,43524321,PAS,True,14,107
ENSG00000212719.11,chr17,21550995,21551675,TSS,True,34,104
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,18,144
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,33,121
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,44,409
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,79,444
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,80,305
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,105,418
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,343,418
ENSG00000184640.17,chr17,77281366,77281554,TSS,True,168,213
ENSG00000184640.17,chr17,77373104,77373552,TSS,True,160,213
ENSG00000184640.17,chr17,77451477,77451528,TSS,True,184,211
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,54,494
ENSG00000167291.15,chr17,80035794,80035907,TSS,False,63,132
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,138,442
ENSG00000126581.12,chr17,42818877,42819547,IR,False,109,124
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,64,125
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,69,130
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,65,130
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,81,162
ENSG00000171298.12,chr17,80101604,80101890,TSS,True,130,162
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,43,194
ENSG00000170296.9,chr17,7241600,7242073,TSS,True,173,194
ENSG00000011295.15,chr17,16000032,16000117,IR,False,111,124
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,26,137
ENSG00000120063.9,chr17,65056310,65056818,TSS,False,24,128
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,103,208
ENSG00000108395.13,chr17,59001714,59012327,3AS,False,98,114
ENSG00000108395.13,chr17,59088407,59091299,ES,False,102,115
ENSG00000108395.13,chr17,59091340,59106440,ES,False,16,114
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,106,130
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,25,128
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,16,130
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,55,126
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,37,151
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,141,235
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,143,235
ENSG00000173065.13,chr17,28812208,28812467,TSS,False,43,105
ENSG00000173065.13,chr17,28842681,28842855,TSS,True,76,105
ENSG00000013306.15,chr17,44321231,44321433,IR,False,419,496
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,357,480
ENSG00000013306.15,chr17,44323577,44324710,IR,True,418,467
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,79,513
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,460,513
ENSG00000174238.14,chr17,1558559,1562655,5AS,False,16,110
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,40,138
ENSG00000174238.14,chr17,1562655,1562802,TSS,True,122,138
ENSG00000141258.12,chr17,2336518,2337745,TSS,True,46,108
ENSG00000136450.12,chr17,58004001,58004922,IR,False,33,329
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,50,334
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,57,378
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,160,292
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,14,114
ENSG00000133026.12,chr17,8569812,8577235,ES,False,134,197
ENSG00000133026.12,chr17,8623277,8630653,ES,True,153,172
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,237,410
ENSG00000125447.17,chr17,75240412,75240811,IR,False,95,113
ENSG00000125447.17,chr17,75243570,75246508,ES,False,22,104
ENSG00000125447.17,chr17,75236591,75238389,PAS,False,20,115
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,28,123
ENSG00000108523.15,chr17,4939986,4940230,TSS,True,92,125
ENSG00000108523.15,chr17,4939979,4940360,TSS,True,82,125
ENSG00000108523.15,chr17,4939775,4940993,TSS,True,95,125
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,57,147
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,26,114
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,16,101
ENSG00000065559.14,chr17,12020788,12021001,TSS,True,24,117
ENSG00000065559.14,chr17,12141146,12143846,PAS,True,12,109
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,168,215
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,68,215
ENSG00000169727.12,chr17,82051964,82053273,ES,False,262,296
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,336,379
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,65,387
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,101,399
ENSG00000163597.14,chr17,76557857,76561287,ES,False,129,199
ENSG00000128309.16,chr22,37024810,37029215,ES,False,188,217
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,190,229
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,59,229
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,341,411
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,54,131
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,30,179
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,33,192
ENSG00000100084.14,chr22,19431439,19432072,TSS,True,46,123
ENSG00000070010.18,chr22,19448587,19450744,PAS,True,25,100
ENSG00000253352.9,chr22,30969232,30971779,TSS,True,72,124
ENSG00000099949.19,chr22,20981980,20982571,TSS,True,34,102
ENSG00000100325.14,chr22,29825257,29832244,ES,False,17,129
ENSG00000100325.14,chr22,29825780,29832244,ES,False,91,103
ENSG00000100325.14,chr22,29832342,29838177,ES,False,60,120
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,21,157
ENSG00000100258.17,chr22,50504451,50504558,IR,False,162,185
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,33,192
ENSG00000100258.17,chr22,50506781,50507745,TSS,True,167,192
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,85,326
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,67,120
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,77,120
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,16,106
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,44,202
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,20,136
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,118,136
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,44,138
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,112,138
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,14,136
ENSG00000159873.9,chr22,28772699,28773034,TSS,True,17,146
ENSG00000239900.12,chr22,40364365,40366435,ES,False,19,148
ENSG00000100034.13,chr22,21952791,21952896,TSS,True,41,123
ENSG00000100226.15,chr22,38705790,38706147,TSS,True,37,114
ENSG00000100083.18,chr22,37608447,37608903,TSS,True,43,125
ENSG00000219438.8,chr22,48489322,48489704,TSS,True,31,121
ENSG00000196419.12,chr22,41621215,41621345,TSS,True,118,966
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,18,100
ENSG00000185340.15,chr22,29307023,29308738,TSS,True,86,100
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,68,216
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,19,109
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,22,109
ENSG00000100360.14,chr22,36776030,36776135,TSS,True,98,109
ENSG00000213923.11,chr22,38293319,38294108,IR,True,332,376
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,52,405
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,54,425
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,66,112
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,57,112
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,15,149
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,220,420
ENSG00000069998.12,chr22,17143131,17145023,3AS,True,105,152
ENSG00000069998.12,chr22,17148560,17159125,ES,True,19,139
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,25,167
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,39,228
ENSG00000075234.16,chr22,46265158,46268072,TSS,True,14,101
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,33,183
ENSG00000128242.12,chr22,30557401,30574465,ES,False,73,110
ENSG00000100263.13,chr22,29260864,29263834,3AS,False,99,139
ENSG00000100263.13,chr22,29264218,29265478,IR,True,70,126
ENSG00000100263.13,chr22,29267747,29268224,TSS,True,23,144
ENSG00000170638.9,chr22,50185976,50193026,5AS,False,66,104
ENSG00000170638.9,chr22,50197995,50198074,IR,False,90,126
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,66,132
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,103,132
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,59,156
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,36,191
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,14,101
ENSG00000100288.19,chr22,50580271,50580357,IR,False,84,105
ENSG00000100288.19,chr22,50581553,50581748,IR,True,73,101
ENSG00000100288.19,chr22,50581862,50582248,IR,False,54,103
ENSG00000100288.19,chr22,50582357,50582557,IR,False,33,100
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,91,110
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,75,110
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,85,110
ENSG00000100288.19,chr22,50581419,50582859,TSS,True,93,110
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,55,171
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,125,171
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,28,207
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,78,307
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,249,307
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,17,103
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,104,124
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,83,155
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,79,154
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,17,119
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,77,237
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,33,133
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,247,578
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,270,601
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,353,601
ENSG00000100320.22,chr22,35760020,35761201,3AS,False,80,101
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,79,146
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,126,146
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,45,243
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,35,271
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,38,265
