gene,chr,start,end,splice_type,novel,GM12878_ENCFF648NAR_in_cov,GM12878_ENCFF648NAR_total_cov
ENSG00000108669.16,chr17,78674045,78676169,PAS,True,36,167
ENSG00000108669.16,chr17,78674050,78680344,PAS,True,137,162
ENSG00000108669.16,chr17,78782201,78782329,TSS,True,122,189
ENSG00000108669.16,chr17,78736691,78736921,TSS,True,115,189
ENSG00000108848.15,chr17,50737026,50740305,ES,False,140,156
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,27,184
ENSG00000108848.15,chr17,50744739,50744813,TSS,True,105,125
ENSG00000108848.15,chr17,50745719,50745888,PAS,True,80,177
ENSG00000108848.15,chr17,50744651,50744814,PAS,True,126,157
ENSG00000170291.14,chr17,7258683,7258825,IR,False,123,147
ENSG00000170291.14,chr17,7258926,7259570,IR,False,124,147
ENSG00000170291.14,chr17,7252212,7252596,TSS,True,28,179
ENSG00000170291.14,chr17,7259570,7259940,PAS,True,52,179
ENSG00000170291.14,chr17,7254582,7255378,PAS,True,150,178
ENSG00000170291.14,chr17,7258587,7259937,PAS,True,157,179
ENSG00000108622.10,chr17,64020522,64020642,TSS,True,21,133
ENSG00000109046.14,chr17,27312209,27313631,PAS,True,53,471
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,16,157
ENSG00000087157.18,chr17,78392665,78398251,ES,False,14,114
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,17,111
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,85,115
ENSG00000168259.14,chr17,41987910,41988731,IR,True,230,275
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,147,283
ENSG00000168259.14,chr17,41983563,41983636,PAS,True,201,283
ENSG00000168259.14,chr17,41986549,41988896,PAS,True,240,282
ENSG00000154262.12,chr17,69112273,69113617,ES,True,32,101
ENSG00000154262.12,chr17,69074254,69079074,PAS,True,88,114
ENSG00000154262.12,chr17,69103924,69106211,PAS,True,56,109
ENSG00000154262.12,chr17,69117897,69118071,TSS,True,62,113
ENSG00000154262.12,chr17,69118280,69118552,TSS,True,100,113
ENSG00000154262.12,chr17,69115375,69115509,TSS,False,87,112
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,51,110
ENSG00000108654.14,chr17,64500326,64502009,5AS,True,45,323
ENSG00000108654.14,chr17,64500326,64502009,IR,True,45,179
ENSG00000108654.14,chr17,64500773,64501056,IR,False,61,437
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,50,366
ENSG00000175061.17,chr17,16439414,16439527,IR,False,242,296
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,53,297
ENSG00000175061.17,chr17,16439414,16439580,IR,False,53,107
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,50,347
ENSG00000175061.17,chr17,16439414,16439659,IR,False,50,104
ENSG00000175061.17,chr17,16439414,16440184,ES,False,780,1125
ENSG00000175061.17,chr17,16439703,16440184,IR,False,351,404
ENSG00000175061.17,chr17,16440253,16441367,3AS,False,93,120
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,143,1208
ENSG00000108984.14,chr17,69414696,69415000,TSS,True,70,114
ENSG00000108984.14,chr17,69517154,69517297,TSS,True,63,113
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,42,296
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,101,317
ENSG00000006744.18,chr17,13002273,13002422,TSS,True,279,316
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,39,375
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,54,375
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,198,740
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,632,740
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,14,103
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,72,398
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,333,405
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,89,405
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,402,503
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,407,499
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,436,499
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,403,498
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,160,523
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,149,940
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,808,940
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,28,121
ENSG00000173812.10,chr17,41688907,41689941,TSS,False,102,121
ENSG00000179409.10,chr17,752132,752275,TSS,True,34,127
ENSG00000178999.12,chr17,8207840,8210529,ES,False,39,305
ENSG00000108424.9,chr17,47650829,47652876,TSS,True,118,132
ENSG00000126581.12,chr17,42810928,42813947,ES,False,25,221
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,158,247
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,176,263
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,105,263
ENSG00000121067.17,chr17,49622876,49677932,ES,False,301,436
ENSG00000007312.12,chr17,63931385,63932194,3AS,False,148,302
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,43,155
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,27,101
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,83,133
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,78,133
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,114,133
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,213,261
ENSG00000178307.9,chr17,21198840,21214090,ES,False,66,104
ENSG00000276231.4,chr17,8804153,8821845,ES,True,17,145
ENSG00000276231.4,chr17,8828990,8829720,5AS,True,17,145
ENSG00000276231.4,chr17,8867528,8867744,TSS,True,33,172
ENSG00000176974.19,chr17,18333288,18340042,ES,False,43,227
ENSG00000006282.20,chr17,50547285,50548282,ES,False,18,114
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,15,130
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,81,428
ENSG00000108588.13,chr17,63752318,63752429,PAS,True,371,427
ENSG00000182628.12,chr17,59112345,59131280,ES,False,26,117
ENSG00000174231.16,chr17,1650624,1650956,PAS,True,18,130
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,76,114
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,116,130
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,40,144
ENSG00000125450.10,chr17,75208316,75209985,TSS,True,128,143
ENSG00000012048.21,chr17,43094860,43099774,ES,False,21,125
ENSG00000012048.21,chr17,43099877,43104121,3AS,False,36,125
ENSG00000012048.21,chr17,43124115,43125276,5AS,False,50,119
ENSG00000012048.21,chr17,43125270,43125511,TSS,True,74,137
ENSG00000012048.21,chr17,43125276,43125513,TSS,True,84,137
ENSG00000180329.13,chr17,44679043,44682002,ES,False,11,109
ENSG00000167842.15,chr17,5486684,5488822,ES,False,80,106
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,22,131
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,25,107
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,90,107
ENSG00000169727.12,chr17,82051964,82053273,ES,False,95,114
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,105,119
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,21,123
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,17,132
ENSG00000163597.14,chr17,76557857,76561287,ES,False,238,467
ENSG00000129197.14,chr17,5422829,5432541,ES,False,14,109
ENSG00000184979.9,chr22,18157820,18160171,5AS,True,387,445
ENSG00000100031.18,chr22,24607459,24608023,TSS,True,24,103
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,62,237
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,51,139
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,109,136
ENSG00000100365.14,chr22,36860960,36861203,TSS,False,95,506
ENSG00000100365.14,chr22,36863073,36863225,TSS,True,444,506
ENSG00000100296.13,chr22,29549158,29553670,ES,False,155,202
ENSG00000128284.19,chr22,36149142,36160668,ES,False,83,102
ENSG00000128284.19,chr22,36160668,36160954,TSS,True,14,136
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,215,246
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,218,249
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,34,249
ENSG00000242247.10,chr22,42808890,42817141,ES,False,32,274
ENSG00000100028.11,chr22,24555926,24556071,TSS,True,19,144
ENSG00000100342.20,chr22,36266107,36266888,IR,False,145,276
ENSG00000100342.20,chr22,36266847,36267524,PAS,True,246,300
ENSG00000100342.20,chr22,36266888,36267523,PAS,False,154,300
ENSG00000100342.20,chr22,36266840,36267530,PAS,True,239,300
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,18,115
ENSG00000183765.21,chr22,28725367,28734402,ES,False,116,136
ENSG00000183765.21,chr22,28725367,28741768,ES,False,15,141
ENSG00000100162.14,chr22,41947019,41947184,TSS,True,26,246
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,77,557
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,55,281
ENSG00000100225.17,chr22,32475398,32479132,3AS,False,53,100
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,128,415
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,312,415
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,95,190
ENSG00000100060.17,chr22,37469062,37470029,PAS,True,25,214
ENSG00000100060.17,chr22,37485922,37486524,TSS,True,40,217
ENSG00000242114.5,chr22,30426844,30427239,3AS,False,17,101
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,85,223
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,92,230
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,145,230
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,12,106
ENSG00000185608.8,chr22,19432607,19433264,5AS,False,162,194
ENSG00000185608.8,chr22,19431104,19432607,TSS,False,34,196
ENSG00000185608.8,chr22,19432534,19432859,TSS,True,166,196
ENSG00000128335.13,chr22,36239440,36239582,TSS,True,16,140
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,327,2361
ENSG00000211677.2,chr22,22196274,22900975,ES,True,43,316
ENSG00000211677.2,chr22,22899617,22899655,TSS,True,468,858
ENSG00000211677.2,chr22,22195661,22196274,TSS,True,536,858
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,58,249
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,192,248
ENSG00000093009.9,chr22,19481045,19483861,ES,False,50,403
ENSG00000093000.18,chr22,45168246,45171599,ES,False,128,146
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,40,186
ENSG00000093000.18,chr22,45184452,45188013,PAS,True,25,153
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,25,186
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,95,189
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,132,267
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,218,267
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,28,266
ENSG00000100227.17,chr22,42599793,42602769,ES,False,28,182
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,35,212
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,33,243
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,73,285
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,104,343
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,247,337
ENSG00000241978.9,chr9,110148446,110148703,TSS,False,78,349
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,273,347
ENSG00000172785.18,chr9,175784,178815,ES,False,242,302
ENSG00000172785.18,chr9,119276,121573,PAS,True,37,306
ENSG00000172785.18,chr9,172901,173366,PAS,True,274,305
ENSG00000167081.16,chr9,125960849,125963011,ES,False,54,138
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,58,161
ENSG00000167081.16,chr9,125747966,125748623,TSS,True,143,161
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,111,154
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,113,269
ENSG00000196305.17,chr9,92255606,92256800,PAS,True,199,240
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,226,269
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,123,269
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,43,114
ENSG00000281649.1,chr9,37079916,37080038,TSS,True,102,114
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,50,310
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,39,124
ENSG00000136937.12,chr9,97645635,97645732,TSS,True,95,120
ENSG00000136937.12,chr9,97671085,97674770,PAS,True,19,122
ENSG00000148308.17,chr9,133054809,133056011,ES,False,112,143
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,22,149
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,49,233
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,195,233
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,19,154
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,138,154
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,32,101
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,70,102
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,33,102
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,169,202
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,165,204
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,176,202
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,43,325
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,13,114
ENSG00000119487.16,chr9,125484442,125484573,TSS,False,70,107
ENSG00000119487.16,chr9,125631930,125632464,TSS,True,94,116
ENSG00000136824.18,chr9,104094448,104095323,5AS,True,31,165
ENSG00000136824.18,chr9,104094477,104095323,5AS,True,100,134
ENSG00000136824.18,chr9,104094684,104095323,5AS,True,12,112
ENSG00000136824.18,chr9,104094081,104094448,TSS,True,311,347
ENSG00000136824.18,chr9,104094252,104094477,TSS,True,237,347
ENSG00000136824.18,chr9,104094546,104094838,TSS,False,254,347
ENSG00000136824.18,chr9,104124911,104125078,PAS,True,251,323
ENSG00000136824.18,chr9,104101959,104102187,PAS,False,152,318
ENSG00000107290.13,chr9,132261439,132264985,PAS,False,118,136
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,42,149
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,61,216
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,189,223
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,191,219
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,704,2645
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1964,2645
ENSG00000127191.17,chr9,136886418,136886541,TSS,False,37,143
ENSG00000127191.17,chr9,136896008,136898928,TSS,True,128,143
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,34,207
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,59,224
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,25,224
ENSG00000148053.15,chr9,84701958,84702233,TSS,True,38,126
ENSG00000083223.17,chr9,86322499,86323960,PAS,False,28,104
ENSG00000083223.17,chr9,86354270,86354523,TSS,True,28,111
ENSG00000083223.17,chr9,86354380,86354488,TSS,True,99,111
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,150,188
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,58,245
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,175,278
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,109,268
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,241,278
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,120,278
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,220,278
ENSG00000119392.14,chr9,128504904,128508875,ES,True,349,392
ENSG00000147905.17,chr9,37120623,37126311,5AS,False,109,179
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,297,408
ENSG00000147905.17,chr9,37120450,37120627,TSS,True,367,408
ENSG00000147905.17,chr9,37187399,37187571,TSS,True,353,396
ENSG00000147905.17,chr9,37284115,37284328,TSS,False,255,395
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,93,404
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,347,403
ENSG00000178445.9,chr9,6605130,6605405,TSS,True,101,156
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,111,305
ENSG00000148187.17,chr9,122264938,122270863,ES,False,100,112
ENSG00000148187.17,chr9,122285287,122291748,5AS,True,99,113
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,463,1179
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,482,1194
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,729,1194
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,592,1200
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,715,1200
ENSG00000119397.16,chr9,121075067,121088295,ES,False,88,233
ENSG00000119397.16,chr9,121074451,121075067,TSS,True,52,293
ENSG00000119397.16,chr9,121113501,121113719,PAS,False,75,249
ENSG00000119397.16,chr9,121107801,121109223,PAS,True,217,248
ENSG00000221829.9,chr9,35079535,35079730,IR,False,42,133
ENSG00000221829.9,chr9,35079440,35080262,TSS,True,49,144
ENSG00000221829.9,chr9,35079730,35080055,TSS,False,101,144
ENSG00000119408.16,chr9,124292088,124301935,ES,True,64,104
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,258,612
ENSG00000119408.16,chr9,124291939,124292088,TSS,True,505,610
ENSG00000107020.9,chr9,5437788,5437980,TSS,True,39,117
ENSG00000107020.9,chr9,5438212,5438524,TSS,True,89,117
ENSG00000107201.9,chr9,32455304,32457418,PAS,False,101,128
ENSG00000107201.9,chr9,32466358,32466441,PAS,True,54,127
ENSG00000107201.9,chr9,32457009,32459514,PAS,True,108,127
ENSG00000107201.9,chr9,32526060,32526356,TSS,True,24,128
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,56,268
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,232,268
ENSG00000054148.17,chr9,136850137,136850754,ES,False,118,133
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,15,135
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,71,154
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,100,151
ENSG00000119523.9,chr9,99218836,99221546,ES,True,116,146
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,55,274
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,91,311
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,251,311
ENSG00000197646.7,chr9,5510490,5510803,TSS,False,95,116
ENSG00000197646.7,chr9,5517021,5517122,TSS,True,26,116
ENSG00000197646.7,chr9,5569953,5571254,PAS,False,19,114
ENSG00000197646.7,chr9,5534744,5537253,PAS,True,100,112
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,23,164
ENSG00000080503.23,chr9,2073209,2073342,TSS,True,116,136
ENSG00000080503.23,chr9,2158397,2158594,TSS,True,109,130
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,66,156
ENSG00000080503.23,chr9,2161685,2161895,PAS,True,125,150
ENSG00000125485.17,chr9,132593057,132595112,PAS,True,21,101
ENSG00000165304.7,chr9,36573007,36581643,ES,True,252,300
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,252,304
ENSG00000165304.7,chr9,36581739,36589535,ES,False,120,340
ENSG00000165304.7,chr9,36589652,36597221,ES,False,40,357
ENSG00000165304.7,chr9,36651877,36665349,ES,False,46,385
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,70,394
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,340,394
ENSG00000136933.16,chr9,125207721,125220538,ES,False,21,101
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,33,119
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,93,119
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,71,105
ENSG00000165025.14,chr9,90801787,90802039,TSS,True,88,105
ENSG00000165025.14,chr9,90827396,90827579,TSS,False,81,105
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,34,184
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,50,158
ENSG00000137074.18,chr9,32989895,33001566,ES,True,145,179
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,28,208
ENSG00000165219.21,chr9,125261959,125298889,ES,False,66,136
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,37,135
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,22,161
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,79,153
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,89,153
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,26,191
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,68,182
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,148,217
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,103,217
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,193,217
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,27,142
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,18,157
ENSG00000135124.14,chr12,121210298,121221912,ES,False,12,109
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,56,214
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,90,253
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,173,253
ENSG00000010292.12,chr12,6493347,6494154,TSS,True,83,126
ENSG00000010292.12,chr12,6531326,6531968,PAS,True,42,123
ENSG00000010292.12,chr12,6530920,6531955,PAS,True,99,123
ENSG00000111335.12,chr12,112978428,112978785,TSS,True,32,284
ENSG00000111335.12,chr12,112987037,112988802,PAS,True,144,253
ENSG00000111335.12,chr12,113009086,113011722,PAS,True,144,269
ENSG00000181852.17,chr12,56210568,56213957,ES,False,84,101
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,58,107
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,63,107
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,89,137
ENSG00000174718.11,chr12,31959371,31959491,TSS,True,22,112
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,162,262
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,94,248
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,40,264
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,152,215
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,224,284
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,101,284
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,296,2109
ENSG00000139291.13,chr12,71686076,71686810,TSS,True,15,131
ENSG00000139291.13,chr12,71700831,71703218,PAS,True,32,130
ENSG00000139291.13,chr12,71703976,71704060,PAS,False,113,131
ENSG00000151491.13,chr12,15682972,15789160,ES,False,155,176
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,63,265
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,199,247
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,93,271
ENSG00000123374.10,chr12,55966765,55967124,TSS,True,19,107
ENSG00000123338.12,chr12,54497571,54497891,TSS,True,34,239
ENSG00000123338.12,chr12,54542574,54544995,PAS,True,34,231
ENSG00000087470.17,chr12,32737161,32738263,ES,False,149,180
ENSG00000087470.17,chr12,32737161,32740063,ES,False,40,232
ENSG00000123104.11,chr12,26659155,26659285,PAS,True,104,125
ENSG00000123104.11,chr12,26695615,26695650,PAS,True,66,122
ENSG00000123104.11,chr12,26335353,26339483,PAS,False,145,169
ENSG00000123104.11,chr12,26832689,26833277,TSS,True,74,182
ENSG00000120837.7,chr12,104128517,104135447,ES,False,127,143
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,172,348
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,82,372
ENSG00000134291.11,chr12,47963587,47964423,TSS,True,328,372
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,52,222
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,123,184
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,134,214
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,74,285
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,213,285
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,118,192
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,79,188
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,28,219
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,155,976
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,1374,5061
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,3822,5061
ENSG00000111732.10,chr12,8612759,8612858,TSS,True,17,107
ENSG00000111732.10,chr12,8610915,8611086,TSS,True,95,107
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,142,232
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,127,221
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,138,228
ENSG00000122986.13,chr12,110689079,110689131,TSS,False,74,187
ENSG00000122986.13,chr12,110689725,110689824,TSS,True,157,187
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,855,3582
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,3105,3578
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,78,116
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,17,139
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,57,384
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,342,384
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,56,118
ENSG00000198431.15,chr12,104286761,104289040,TSS,True,102,118
ENSG00000198431.15,chr12,104348352,104350287,PAS,True,33,105
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,445,1340
ENSG00000139436.20,chr12,109965574,109967457,3AS,False,18,137
ENSG00000139436.20,chr12,109929791,109933190,PAS,True,111,140
ENSG00000139436.20,chr12,109946928,109948846,PAS,True,47,140
ENSG00000139436.20,chr12,109996172,109996389,TSS,True,17,144
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,100,552
ENSG00000167553.15,chr12,49269118,49269687,TSS,True,486,552
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,97,133
ENSG00000135506.15,chr12,57718376,57718992,5AS,False,24,138
ENSG00000135506.15,chr12,57719182,57720405,ES,False,64,131
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,16,148
ENSG00000111790.13,chr12,26957743,26963341,ES,False,126,151
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,30,180
ENSG00000111790.13,chr12,26960514,26962302,PAS,True,158,180
ENSG00000139626.15,chr12,53207201,53207306,TSS,True,192,214
ENSG00000139626.15,chr12,53195625,53197481,TSS,True,185,214
ENSG00000139626.15,chr12,53197492,53197752,TSS,True,183,214
ENSG00000139626.15,chr12,53196578,53197480,TSS,True,188,214
ENSG00000139626.15,chr12,53196040,53197713,TSS,True,186,214
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,50,352
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,122,197
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,100,197
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,34,143
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,120,276
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,237,279
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,69,306
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,263,306
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,43,195
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,550,818
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,294,866
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,597,866
ENSG00000123395.14,chr12,52070071,52070353,5AS,False,22,158
ENSG00000123395.14,chr12,52069987,52070071,TSS,True,143,165
