gene,chr,start,end,splice_type,novel,heart_right_ventricle_ENCFF660UTF_in_cov,heart_right_ventricle_ENCFF660UTF_total_cov
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,3099,4397
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,3566,4397
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,138,155
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,125,158
ENSG00000100345.21,chr22,36306413,36306608,TSS,True,136,155
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,41,191
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,159,191
ENSG00000100242.15,chr22,38752665,38755762,ES,False,218,301
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,242,543
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,84,145
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,57,134
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,76,312
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,46,176
ENSG00000100170.9,chr22,32081881,32081971,TSS,True,151,176
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,67,465
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,205,906
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,716,894
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,762,934
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,396,934
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,18,100
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,88,142
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,64,142
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,76,173
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,152,173
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,133,173
ENSG00000100116.16,chr22,37807871,37808163,TSS,True,14,129
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,73,120
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,85,220
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,145,220
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,119,148
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,84,247
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,178,247
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,45,386
ENSG00000183963.18,chr22,31095609,31097268,ES,False,318,371
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,346,418
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,156,418
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,36,347
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,41,269
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,361,650
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,38,110
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,94,110
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,58,379
ENSG00000100106.20,chr22,37772764,37773782,IR,True,345,387
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,65,443
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,66,413
ENSG00000100106.20,chr22,37772600,37776526,PAS,True,371,413
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,140,161
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,204,248
ENSG00000133454.15,chr22,25768117,25769428,TSS,True,218,245
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,187,244
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,195,236
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,41,248
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,81,222
ENSG00000167074.14,chr22,41381920,41382201,TSS,False,85,109
ENSG00000167074.14,chr22,41394215,41394316,TSS,True,41,109
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,42,115
ENSG00000099968.17,chr22,17706781,17706825,TSS,False,98,110
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,33,139
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,89,131
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,48,139
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,131,224
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,63,264
ENSG00000100359.20,chr22,40400813,40402138,ES,False,15,134
ENSG00000100359.20,chr22,40409018,40409249,IR,False,119,139
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,26,155
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,21,150
ENSG00000100239.15,chr22,50436452,50437505,ES,False,59,127
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,33,135
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,120,134
ENSG00000241978.9,chr9,110138539,110168398,ES,False,68,193
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,112,244
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,198,245
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,64,145
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,125,145
ENSG00000172889.15,chr9,136672263,136672679,PAS,True,16,145
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,36,100
ENSG00000169692.12,chr9,136687175,136687466,TSS,True,20,117
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,64,112
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,44,101
ENSG00000136861.17,chr9,120404113,120408346,ES,False,23,100
ENSG00000136861.17,chr9,120579919,120580176,TSS,True,91,107
ENSG00000136861.17,chr9,120453455,120453946,TSS,True,47,104
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,88,109
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,101,122
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,34,122
ENSG00000160408.14,chr9,127896332,127899502,ES,False,86,136
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,33,169
ENSG00000107372.12,chr9,72360787,72364695,ES,False,78,116
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,27,149
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,38,272
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,74,219
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,180,219
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,34,185
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,138,156
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,89,156
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,161,189
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1477,5500
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,55,103
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,80,103
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,75,111
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,91,111
ENSG00000119333.11,chr9,128636135,128636209,TSS,True,93,111
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,39,198
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,36,171
ENSG00000119487.16,chr9,125484583,125543058,ES,False,36,169
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,28,197
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,78,178
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,124,178
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,100,119
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,100,119
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,117,140
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,83,113
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,29,127
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,146,771
ENSG00000159069.13,chr9,136941684,136942099,IR,True,146,176
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,743,842
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,222,842
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,17,164
ENSG00000148120.16,chr9,95080780,95086681,ES,False,105,169
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,46,223
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,50,223
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,40,141
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,119,159
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,74,159
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,41,136
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,614,831
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,97,228
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,13,101
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,52,497
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,38,124
ENSG00000119139.19,chr9,69248224,69251034,ES,False,102,121
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,105,137
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,114,137
ENSG00000119139.19,chr9,69220897,69221496,TSS,True,119,137
ENSG00000119139.19,chr9,69212355,69212402,TSS,True,118,137
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,24,101
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,78,102
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,57,112
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,88,112
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,50,446
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,205,1520
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,41,212
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,189,211
ENSG00000148356.13,chr9,127451669,127451928,IR,False,106,142
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,52,158
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,122,158
ENSG00000070610.14,chr9,35741064,35744296,ES,True,15,114
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,39,165
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,140,156
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,53,238
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,59,115
ENSG00000165119.20,chr9,83973399,83974516,ES,False,13,104
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,60,116
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,57,116
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,70,140
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,111,140
ENSG00000176978.13,chr9,137112230,137112744,IR,True,174,207
ENSG00000176978.13,chr9,137114576,137114646,IR,False,165,185
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,55,221
ENSG00000165238.16,chr9,93298013,93299069,5AS,True,22,112
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,178,218
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,169,218
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,184,218
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,132,228
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,196,228
ENSG00000165238.16,chr9,93318027,93319208,PAS,False,195,228
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,76,118
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,85,118
ENSG00000136813.14,chr9,111360684,111362169,PAS,True,15,121
ENSG00000136813.14,chr9,111483503,111483953,TSS,False,64,123
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,57,135
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,83,415
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,105,127
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,33,164
ENSG00000198467.14,chr9,35684550,35685268,ME,False,91,175
ENSG00000198467.14,chr9,35684550,35685063,ES,True,94,107
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,200,266
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,52,210
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,83,266
ENSG00000107104.18,chr9,731266,734747,ES,True,31,115
ENSG00000107104.18,chr9,504037,504754,TSS,True,137,160
ENSG00000107104.18,chr9,710797,713464,TSS,True,132,155
ENSG00000107104.18,chr9,738206,738504,TSS,True,132,151
ENSG00000107104.18,chr9,593985,594080,TSS,True,118,159
ENSG00000107104.18,chr9,693679,693786,TSS,True,137,156
ENSG00000107104.18,chr9,745172,746105,PAS,True,20,154
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,144,356
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,317,356
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,276,356
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,72,104
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,47,104
ENSG00000095209.11,chr9,105694346,105694772,TSS,False,19,169
ENSG00000148334.14,chr9,128127438,128128446,TSS,True,47,465
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,61,155
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,47,211
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,165,208
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,95,153
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,69,277
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,239,279
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,18,100
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,96,219
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,46,394
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,33,144
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,112,136
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,83,153
ENSG00000165269.12,chr9,33385231,33385648,3AS,False,36,118
ENSG00000165269.12,chr9,33385231,33385648,IR,False,36,137
ENSG00000165269.12,chr9,33385290,33385648,IR,False,82,183
ENSG00000165269.12,chr9,33385866,33386076,IR,True,166,213
ENSG00000165269.12,chr9,33386541,33395077,ES,False,34,192
ENSG00000165269.12,chr9,33401287,33402372,ES,False,145,172
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,171,215
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,153,235
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,159,215
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,199,235
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,113,285
ENSG00000106771.12,chr9,109073438,109087172,ME,True,28,177
ENSG00000106771.12,chr9,109073438,109085996,ES,True,28,188
ENSG00000106771.12,chr9,109073438,109087172,ME,True,28,177
ENSG00000106771.12,chr9,109080943,109087172,ES,False,148,308
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,23,132
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,49,302
ENSG00000106771.12,chr9,109091155,109106507,ES,True,146,253
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,68,401
ENSG00000111252.10,chr12,111405847,111406277,TSS,False,107,127
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,80,104
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,28,104
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,51,207
ENSG00000092841.18,chr12,56158711,56159586,3AS,False,111,130
ENSG00000092841.18,chr12,56158711,56159586,IR,False,111,139
ENSG00000092841.18,chr12,56160320,56160625,IR,False,73,135
ENSG00000092841.18,chr12,56160320,56161386,ES,False,56,129
ENSG00000092841.18,chr12,56160320,56161386,IR,True,56,114
ENSG00000092841.18,chr12,56160670,56161386,IR,True,78,136
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,338,492
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,60,195
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,136,191
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,86,127
ENSG00000060138.12,chr12,10704148,10713210,ES,False,796,1520
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,67,146
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,113,146
ENSG00000089220.4,chr12,118136065,118136344,TSS,False,109,994
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,58,147
ENSG00000130779.20,chr12,122341697,122352725,ES,False,18,120
ENSG00000130779.20,chr12,122380558,122422520,ES,False,86,102
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,58,123
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,103,121
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,28,130
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,161,206
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,98,206
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,29,137
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,32,147
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,44,166
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,298,1042
ENSG00000057294.14,chr12,32821355,32821902,TSS,True,878,1016
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,113,639
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,194,604
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,470,604
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,95,258
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,199,258
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,60,115
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,69,114
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,89,117
ENSG00000111642.15,chr12,6599772,6600019,TSS,False,99,111
ENSG00000174099.11,chr12,65278865,65326825,ES,False,35,342
ENSG00000174099.11,chr12,65278494,65278865,TSS,True,42,385
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,442,517
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,533,1051
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,62,114
ENSG00000182196.13,chr12,122981809,122982030,IR,False,22,140
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,97,159
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,111,159
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,16,155
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,821,2410
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,73,297
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,251,297
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,139,230
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,136,230
ENSG00000178449.8,chr12,50111370,50112301,TSS,False,16,145
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,55,117
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,101,117
ENSG00000198431.15,chr12,104311286,104311412,TSS,True,101,117
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,28,125
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,38,220
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,28,138
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,166,224
ENSG00000135506.15,chr12,57719182,57720405,ES,False,124,231
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,31,237
ENSG00000172572.6,chr12,20368515,20370244,TSS,True,79,166
ENSG00000196498.13,chr12,124567307,124567647,TSS,True,93,107
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,154,804
ENSG00000136026.13,chr12,106247368,106248154,TSS,False,36,212
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,66,107
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,962,1439
ENSG00000173598.13,chr12,93377868,93378421,TSS,True,231,1670
ENSG00000152556.16,chr12,48122677,48122766,IR,False,130,643
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,984,1410
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,890,1410
ENSG00000139613.11,chr12,56172704,56173695,ES,False,36,104
ENSG00000139613.11,chr12,56162358,56163765,PAS,True,20,129
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,18,129
ENSG00000135424.16,chr12,55698917,55700898,ME,False,22,204
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,761,890
ENSG00000135424.16,chr12,55707476,55707911,TSS,True,778,893
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,16,122
ENSG00000170421.12,chr12,52899774,52901102,TSS,True,108,122
ENSG00000110841.13,chr12,27654814,27656615,ES,False,20,117
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,39,150
ENSG00000110841.13,chr12,27656615,27658138,PAS,True,91,120
ENSG00000110841.13,chr12,27692795,27695809,PAS,True,54,136
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,25,129
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,34,231
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,39,206
ENSG00000122971.8,chr12,120725794,120725931,TSS,True,53,493
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,264,844
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,269,797
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,120,198
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,116,198
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,117,151
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,114,151
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,551,615
ENSG00000022840.15,chr12,120534343,120534968,TSS,True,107,698
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,103,171
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,52,124
ENSG00000188026.12,chr12,123472682,123484179,ME,True,261,295
ENSG00000188026.12,chr12,123472682,123484179,ME,True,260,294
ENSG00000188026.12,chr12,123472682,123484179,ES,False,45,343
ENSG00000188026.12,chr12,123533173,123534397,TSS,False,43,394
ENSG00000229117.8,chr12,56116425,56116659,TSS,True,108,988
ENSG00000123349.13,chr12,53295639,53297849,ES,False,20,183
ENSG00000139289.13,chr12,76030509,76031595,TSS,True,22,137
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,97,187
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,153,187
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,55,287
ENSG00000166598.14,chr12,103937032,103937806,TSS,True,256,287
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,74,286
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,199,266
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,31,263
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,219,258
ENSG00000110844.13,chr12,49643397,49643690,IR,False,37,119
ENSG00000110844.13,chr12,49643752,49643860,IR,True,23,105
ENSG00000110844.13,chr12,49644004,49644099,IR,True,22,104
ENSG00000110844.13,chr12,49623368,49623593,TSS,True,102,121
ENSG00000110844.13,chr12,49644099,49644668,PAS,True,99,121
ENSG00000110844.13,chr12,49643690,49645105,PAS,True,107,121
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,132,266
ENSG00000086598.10,chr12,123586939,123590341,ES,True,56,228
ENSG00000152137.6,chr12,119178924,119179679,TSS,True,169,1102
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,863,1121
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,948,1120
ENSG00000174437.16,chr12,110350291,110351096,PAS,True,123,1121
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,164,185
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,154,183
ENSG00000111640.14,chr12,6534455,6534569,TSS,True,550,5120
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,91,137
ENSG00000197111.15,chr12,53462567,53465931,ES,False,53,130
ENSG00000197111.15,chr12,53462567,53467220,ES,False,27,156
ENSG00000197111.15,chr12,53467293,53468776,ES,False,32,121
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,37,126
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,110,191
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,139,191
ENSG00000197111.15,chr12,53462479,53462567,TSS,False,171,191
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,135,181
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,63,244
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,16,130
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,91,114
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,60,151
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,135,151
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,128,151
ENSG00000060237.16,chr12,752536,754324,TSS,True,75,192
ENSG00000060237.16,chr12,859244,859389,PAS,False,67,119
ENSG00000060237.16,chr12,861012,861140,PAS,False,58,124
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,182,1057
ENSG00000135486.17,chr12,54282874,54283811,ES,False,349,549
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,78,152
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,108,194
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,156,192
ENSG00000111275.12,chr12,111766912,111767096,TSS,True,179,1405
ENSG00000166986.14,chr12,57487988,57488199,TSS,True,18,113
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,31,160
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,49,178
ENSG00000151498.11,chr11,134253500,134253709,TSS,True,13,126
ENSG00000176485.11,chr11,63614068,63614384,IR,True,47,111
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,54,120
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,73,120
ENSG00000110048.11,chr11,59574396,59576719,PAS,False,17,155
ENSG00000110048.11,chr11,59615302,59615802,TSS,False,21,167
ENSG00000109846.7,chr11,111910449,111910670,IR,False,33,102
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,203,1166
ENSG00000168056.15,chr11,65539881,65540244,ES,False,66,136
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,106,144
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,115,143
ENSG00000168056.15,chr11,65547438,65547568,TSS,False,123,143
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,147,383
ENSG00000186635.14,chr11,72703079,72705804,ES,False,51,106
ENSG00000186635.14,chr11,72714151,72714323,TSS,True,118,151
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,97,151
ENSG00000014216.15,chr11,65181225,65181410,TSS,False,163,186
ENSG00000014216.15,chr11,65181440,65181843,TSS,True,165,186
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,107,186
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,708,1916
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,1366,1916
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,52,176
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,145,176
ENSG00000177600.8,chr11,809902,810039,TSS,True,76,246
ENSG00000177600.8,chr11,810003,810357,TSS,True,189,246
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,63,235
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,62,202
ENSG00000134571.10,chr11,47331881,47332078,IR,True,26,187
ENSG00000134571.10,chr11,47339790,47341116,5AS,True,41,106
ENSG00000134571.10,chr11,47339790,47341121,5AS,True,13,119
ENSG00000134571.10,chr11,47346370,47347421,3AS,True,26,112
ENSG00000134571.10,chr11,47346384,47347425,3AS,True,348,3138
ENSG00000134571.10,chr11,47346384,47347425,IR,True,348,453
ENSG00000134571.10,chr11,47346644,47347421,IR,True,81,101
ENSG00000134571.10,chr11,47347479,47347856,3AS,True,30,100
ENSG00000134571.10,chr11,47347479,47347856,IR,True,30,111
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,4898,7193
ENSG00000110700.6,chr11,17077618,17077715,TSS,True,80,537
ENSG00000110700.6,chr11,17075096,17075199,TSS,True,469,537
ENSG00000109971.13,chr11,123062063,123062238,TSS,True,323,1892
ENSG00000109906.13,chr11,114059570,114059882,TSS,True,29,169
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,26,175
ENSG00000150779.11,chr11,112085462,112086639,ES,False,109,137
