gene,chr,start,end,splice_type,novel,right_cardiac_atrium_ENCFF875QHC_in_cov,right_cardiac_atrium_ENCFF875QHC_total_cov
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,70,123
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,69,362
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,295,362
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,566,1437
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,42,119
ENSG00000183762.12,chr22,29072940,29073227,TSS,True,149,241
ENSG00000183762.12,chr22,29137458,29137674,TSS,True,212,239
ENSG00000198832.10,chr22,31107376,31107599,TSS,True,78,253
ENSG00000198832.10,chr22,31119882,31120382,TSS,False,195,253
ENSG00000100325.14,chr22,29825257,29832244,ES,False,15,101
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,31,147
ENSG00000100307.12,chr22,39152375,39152671,TSS,True,88,117
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,131,160
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,55,160
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,167,251
ENSG00000198911.11,chr22,41905439,41907308,PAS,True,29,183
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,58,318
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,42,280
ENSG00000025708.13,chr22,50528610,50529135,IR,False,98,112
ENSG00000025708.13,chr22,50529338,50529495,IR,False,93,111
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,15,126
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,62,126
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,95,201
ENSG00000100266.18,chr22,42959798,42959892,TSS,False,167,201
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,126,192
ENSG00000183597.15,chr22,20021134,20036759,5AS,False,67,175
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,150,205
ENSG00000183597.15,chr22,20052584,20055942,ES,False,69,161
ENSG00000183597.15,chr22,20052584,20061529,ES,False,42,187
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,170,238
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,131,238
ENSG00000099998.17,chr22,24220116,24224995,ES,False,155,190
ENSG00000099998.17,chr22,24233018,24233873,ES,False,23,161
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,43,200
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,141,717
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,183,819
ENSG00000138867.16,chr22,24540437,24543097,PAS,True,16,127
ENSG00000138867.16,chr22,24540437,24543100,PAS,True,114,127
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,74,184
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,337,1862
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,34,261
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,251,280
ENSG00000196576.14,chr22,50279629,50279782,TSS,True,116,139
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,124,140
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,125,139
ENSG00000196576.14,chr22,50281853,50282082,TSS,False,119,140
ENSG00000213923.11,chr22,38291938,38293254,IR,True,98,110
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,34,132
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,96,186
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,25,108
ENSG00000198125.12,chr22,35611106,35622477,ES,True,22,151
ENSG00000198125.12,chr22,35617265,35622477,ES,True,116,131
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,2239,3345
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,2244,3345
ENSG00000100345.21,chr22,36281276,36282785,PAS,False,14,130
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,117,149
ENSG00000069998.12,chr22,17148560,17159125,ES,True,38,168
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,35,211
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,182,211
ENSG00000100418.7,chr22,41620751,41621102,TSS,False,38,105
ENSG00000241973.10,chr22,20707688,20708098,PAS,True,14,100
ENSG00000241973.10,chr22,20858569,20858831,TSS,False,83,100
ENSG00000100242.15,chr22,38752665,38755762,ES,False,212,265
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,185,450
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,16,144
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,17,134
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,118,133
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,105,231
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,76,154
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,51,418
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,36,163
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,93,629
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,132,606
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,472,597
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,502,614
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,251,614
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,80,100
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,66,100
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,63,100
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,44,118
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,88,118
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,186,319
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,162,316
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,22,162
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,42,214
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,192,214
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,286,343
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,17,104
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,18,105
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,23,144
ENSG00000100225.17,chr22,32475124,32483896,ES,False,22,166
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,43,210
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,177,210
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,82,168
ENSG00000186951.16,chr22,46150408,46150652,TSS,True,93,128
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,82,236
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,168,235
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,107,146
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,83,412
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,347,412
ENSG00000183785.14,chr22,18110602,18110868,TSS,True,34,282
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,36,110
ENSG00000183963.18,chr22,31095609,31096732,3AS,False,94,108
ENSG00000183963.18,chr22,31095609,31097268,ES,False,335,422
ENSG00000183963.18,chr22,31097060,31097268,IR,False,87,127
ENSG00000183963.18,chr22,31099896,31104315,ES,False,202,472
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,413,485
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,220,485
ENSG00000100299.17,chr22,50627555,50628169,TSS,True,39,105
ENSG00000100299.17,chr22,50627165,50627334,TSS,True,87,104
ENSG00000100299.17,chr22,50627945,50628171,TSS,True,93,105
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,115,146
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,115,147
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,43,295
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,97,165
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,139,157
ENSG00000075240.16,chr22,46677146,46679791,PAS,True,15,122
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,615,1425
ENSG00000183741.11,chr22,38872121,38872331,TSS,True,136,157
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,37,176
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,74,463
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,82,561
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,83,539
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,226,262
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,129,146
ENSG00000133454.15,chr22,25768117,25769428,TSS,True,127,145
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,114,137
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,98,133
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,28,146
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,64,201
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,25,115
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,125,173
ENSG00000077942.18,chr22,45502614,45503064,TSS,False,147,767
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,435,741
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,356,754
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,187,320
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,73,349
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,35,150
ENSG00000100359.20,chr22,40400813,40402138,ES,False,38,172
ENSG00000100359.20,chr22,40409018,40409249,IR,False,139,166
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,26,195
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,20,192
ENSG00000100239.15,chr22,50436452,50437505,ES,False,55,142
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,70,158
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,131,157
ENSG00000160360.12,chr9,136327409,136327763,TSS,False,115,216
ENSG00000241978.9,chr9,110138539,110168398,ES,False,25,103
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,68,138
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,118,141
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,104,116
ENSG00000197694.15,chr9,128607876,128608049,TSS,False,95,107
ENSG00000197694.15,chr9,128625963,128626687,TSS,False,92,103
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,13,115
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,201,233
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,149,233
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,185,231
ENSG00000130723.19,chr9,131474477,131476535,TSS,False,96,113
ENSG00000159884.11,chr9,35660647,35660745,IR,False,112,126
ENSG00000159884.11,chr9,35660858,35660939,IR,False,61,139
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,33,171
ENSG00000159884.11,chr9,35660745,35661686,PAS,True,86,140
ENSG00000159884.11,chr9,35660939,35661190,PAS,True,79,140
ENSG00000167081.16,chr9,125960849,125963011,ES,False,61,195
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,37,209
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,64,153
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,55,153
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,69,139
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,74,139
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,49,263
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,17,119
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,100,120
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,44,120
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,27,261
ENSG00000160408.14,chr9,127896332,127899502,ES,False,153,243
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,41,285
ENSG00000188938.16,chr9,93447697,93450478,ES,False,71,145
ENSG00000188938.16,chr9,93450599,93451087,5AS,False,95,107
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,55,152
ENSG00000188938.16,chr9,93452739,93453601,TSS,False,130,152
ENSG00000107372.12,chr9,72360787,72364695,ES,False,95,160
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,24,187
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,47,140
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,91,125
ENSG00000136802.11,chr9,128916095,128918042,PAS,True,15,133
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,24,211
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,57,211
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,184,211
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,172,426
ENSG00000137076.20,chr9,35720815,35720913,PAS,True,120,137
ENSG00000137076.20,chr9,35724621,35724724,PAS,True,110,128
ENSG00000137076.20,chr9,35729052,35729399,PAS,True,97,120
ENSG00000137076.20,chr9,35707816,35707892,PAS,True,152,220
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,299,335
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,175,266
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,311,431
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,47,116
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,2087,9153
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,66,167
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,131,167
ENSG00000107263.18,chr9,131739769,131740119,TSS,True,75,101
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,53,122
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,104,121
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,33,176
ENSG00000148337.20,chr9,128178904,128179072,IR,False,25,134
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,93,142
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,76,142
ENSG00000136840.18,chr9,127914841,127916825,ES,False,15,102
ENSG00000136840.18,chr9,127916825,127917049,TSS,True,14,117
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,22,135
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,66,338
ENSG00000119487.16,chr9,125484583,125543058,ES,False,45,278
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,40,177
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,92,255
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,186,255
ENSG00000138835.22,chr9,113463090,113463881,TSS,True,102,144
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,78,108
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,48,138
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,17,109
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,33,125
ENSG00000135070.14,chr9,86282377,86282574,TSS,True,17,150
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,164,1004
ENSG00000159069.13,chr9,136941684,136942099,IR,True,164,199
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,197,1066
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,11,104
ENSG00000147852.15,chr9,2650516,2651873,ES,False,13,124
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,14,132
ENSG00000148120.16,chr9,95080780,95086681,ES,False,103,166
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,56,211
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,45,213
ENSG00000148120.16,chr9,95082574,95087157,PAS,True,187,212
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,51,189
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,162,214
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,90,214
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,61,133
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,658,994
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,406,1557
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,31,113
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,88,113
ENSG00000148053.15,chr9,84668487,84668785,TSS,False,92,104
ENSG00000148053.15,chr9,84669646,84669888,TSS,True,67,104
ENSG00000148053.15,chr9,84669259,84669423,TSS,True,91,104
ENSG00000148053.15,chr9,84670314,84670960,TSS,True,73,104
ENSG00000213930.11,chr9,34648456,34648761,IR,False,77,107
ENSG00000213930.11,chr9,34648894,34648997,IR,False,78,105
ENSG00000213930.11,chr9,34649081,34649409,IR,False,71,101
ENSG00000213930.11,chr9,34646604,34646786,TSS,True,77,157
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,48,143
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,125,141
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,26,174
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,49,195
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,164,195
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,166,200
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,47,196
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,86,209
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,178,209
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,119,976
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,47,422
ENSG00000070610.14,chr9,35741064,35744296,ES,True,19,169
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,26,230
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,50,232
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,194,218
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,44,312
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,82,177
ENSG00000165119.20,chr9,83973399,83974516,ES,False,25,158
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,82,177
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,95,177
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,101,209
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,183,209
ENSG00000176978.13,chr9,137112230,137112744,IR,True,568,649
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,138,688
ENSG00000165238.16,chr9,93290047,93292310,3AS,False,59,177
ENSG00000165238.16,chr9,93298013,93299069,5AS,True,47,266
ENSG00000165238.16,chr9,93298067,93306776,ES,True,24,237
ENSG00000165238.16,chr9,93317631,93317872,IR,False,92,161
ENSG00000165238.16,chr9,93317631,93318027,3AS,True,33,126
ENSG00000165238.16,chr9,93317631,93318027,IR,False,33,102
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,343,438
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,331,438
ENSG00000165238.16,chr9,93300048,93300149,TSS,True,380,433
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,431,487
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,298,504
ENSG00000165238.16,chr9,93317872,93319218,PAS,True,413,504
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,18,118
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,105,147
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,90,147
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,64,104
ENSG00000148219.16,chr9,116424608,116426088,PAS,True,27,133
ENSG00000148219.16,chr9,117414496,117415180,TSS,True,56,139
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,198,797
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,694,792
ENSG00000186350.10,chr9,134326190,134326659,TSS,False,131,161
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,39,209
ENSG00000198467.14,chr9,35684550,35685268,ME,False,246,392
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,370,481
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,101,433
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,91,481
ENSG00000198467.14,chr9,35682523,35683157,TSS,True,109,122
ENSG00000148341.17,chr9,129010693,129012235,IR,False,117,137
ENSG00000148341.17,chr9,129007039,129008791,PAS,True,17,151
ENSG00000107104.18,chr9,693782,710803,5AS,True,41,128
ENSG00000107104.18,chr9,731266,734747,ES,True,78,201
ENSG00000107104.18,chr9,744589,745172,IR,False,208,241
ENSG00000107104.18,chr9,710797,713464,TSS,True,232,268
ENSG00000107104.18,chr9,738206,738504,TSS,True,227,254
ENSG00000107104.18,chr9,693679,693786,TSS,True,184,271
ENSG00000107104.18,chr9,693679,693782,TSS,True,230,271
ENSG00000107104.18,chr9,745172,746105,PAS,True,56,265
ENSG00000107104.18,chr9,744490,746104,PAS,True,231,264
ENSG00000154330.12,chr9,68356303,68357388,TSS,True,58,113
ENSG00000054148.17,chr9,136850137,136850754,ES,False,329,368
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,150,393
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,308,393
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,342,393
ENSG00000176101.11,chr9,137188778,137189065,IR,False,55,120
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,80,137
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,74,137
ENSG00000147955.16,chr9,34637546,34637828,TSS,True,14,103
ENSG00000095321.16,chr9,129108077,129110482,ES,False,109,141
ENSG00000095321.16,chr9,129107332,129108077,PAS,True,126,141
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,58,199
ENSG00000095321.16,chr9,129099865,129099924,TSS,True,164,184
ENSG00000148411.7,chr9,136049635,136050587,TSS,False,115,136
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,24,158
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,108,256
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,33,283
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,40,253
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,227,254
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,67,252
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,57,439
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,42,230
ENSG00000197859.9,chr9,133534306,133534917,TSS,True,93,107
ENSG00000197859.9,chr9,133555791,133555930,TSS,True,68,106
ENSG00000197859.9,chr9,133570429,133570507,TSS,True,85,100
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,157,200
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,116,200
ENSG00000165269.12,chr9,33385290,33385648,IR,False,43,115
ENSG00000165269.12,chr9,33385866,33386076,IR,True,84,131
ENSG00000165269.12,chr9,33386541,33395077,ES,False,29,104
ENSG00000165269.12,chr9,33386541,33401236,ES,True,12,114
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,99,138
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,96,139
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,105,138
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,121,139
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,69,164
ENSG00000165269.12,chr9,33401236,33401415,TSS,True,145,164
ENSG00000106771.12,chr9,109073438,109087172,ME,True,14,130
ENSG00000106771.12,chr9,109073438,109087172,ME,True,14,130
ENSG00000106771.12,chr9,109080943,109087172,ES,False,116,282
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,24,161
ENSG00000106771.12,chr9,109091155,109106507,ES,True,107,239
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,62,358
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,14,127
ENSG00000023734.10,chr12,15882819,15889927,ES,False,45,411
ENSG00000123384.13,chr12,57212414,57213391,PAS,True,52,115
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,68,104
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,75,112
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,40,112
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,49,206
ENSG00000092841.18,chr12,56158711,56159586,IR,False,435,484
ENSG00000092841.18,chr12,56160320,56160625,IR,False,286,375
ENSG00000092841.18,chr12,56160320,56161386,ES,False,224,507
ENSG00000092841.18,chr12,56160320,56161386,IR,True,224,311
ENSG00000092841.18,chr12,56160670,56161386,IR,True,295,385
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,396,894
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,91,610
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,514,599
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,117,177
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1302,2367
ENSG00000111452.12,chr12,130953078,130954531,TSS,True,238,298
ENSG00000111452.12,chr12,131139167,131141469,PAS,True,62,107
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,88,221
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,178,221
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,55,170
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,38,108
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,80,108
ENSG00000120837.7,chr12,104128517,104135447,ES,False,133,151
ENSG00000120837.7,chr12,104135532,104137375,5AS,True,84,115
ENSG00000120837.7,chr12,104138140,104138313,TSS,True,121,154
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,70,154
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,123,154
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,78,136
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,15,143
ENSG00000130779.20,chr12,122341697,122352725,ES,False,19,111
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,52,118
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,96,115
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,27,124
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,186,220
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,49,220
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,54,194
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,43,203
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,91,413
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,125,524
ENSG00000057294.14,chr12,32877845,32878485,TSS,True,449,507
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,109,508
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,418,1881
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,1671,1881
ENSG00000139370.11,chr12,128809473,128814774,ES,False,16,107
ENSG00000088986.10,chr12,120469803,120470104,TSS,True,81,101
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,1180,1331
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,154,1485
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,99,229
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,75,172
ENSG00000182196.13,chr12,122981266,122981594,IR,False,75,138
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,97,152
ENSG00000182196.13,chr12,122981809,122982030,IR,False,35,262
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,176,275
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,158,275
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,57,170
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,338,2010
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,63,344
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,300,344
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,28,122
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,187,214
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,265,457
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,248,444
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,84,109
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,85,114
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,99,194
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,160,194
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,51,197
ENSG00000080371.5,chr12,71754847,71755288,TSS,False,25,198
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,322,437
ENSG00000135506.15,chr12,57719182,57720405,ES,False,251,462
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,68,472
