gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF502LAB_in_cov,heart_left_ventricle_ENCFF502LAB_total_cov
ENSG00000064042.17,chr4,41685830,41689526,ES,False,49,220
ENSG00000064042.17,chr4,41687917,41689526,5AS,True,124,171
ENSG00000064042.17,chr4,41360561,41360936,TSS,True,133,329
ENSG00000064042.17,chr4,41538063,41538350,TSS,True,277,329
ENSG00000064042.17,chr4,41697159,41700044,PAS,True,101,323
ENSG00000064042.17,chr4,41646122,41646276,PAS,True,195,277
ENSG00000071127.16,chr4,10116650,10116986,TSS,True,36,266
ENSG00000109501.13,chr4,6269831,6270014,TSS,True,83,165
ENSG00000059691.11,chr4,151760806,151761013,TSS,True,41,112
ENSG00000059691.11,chr4,151686907,151687335,TSS,False,74,107
ENSG00000169020.9,chr4,674211,674287,TSS,True,94,611
ENSG00000169020.9,chr4,673302,673401,TSS,True,528,608
ENSG00000087274.16,chr4,2843837,2844024,TSS,True,104,127
ENSG00000152583.12,chr4,87472765,87473803,PAS,True,64,323
ENSG00000152583.12,chr4,87493625,87494598,PAS,True,238,300
ENSG00000197894.10,chr4,99088688,99088790,TSS,True,15,130
ENSG00000145349.16,chr4,113500511,113509637,ME,False,110,334
ENSG00000145349.16,chr4,113500511,113509637,ES,False,100,437
ENSG00000145349.16,chr4,113508268,113509637,IR,True,113,134
ENSG00000145349.16,chr4,113509672,113513327,3AS,False,73,465
ENSG00000145349.16,chr4,113451031,113454515,PAS,True,51,478
ENSG00000129116.18,chr4,168891057,168898492,ME,True,14,120
ENSG00000129116.18,chr4,168894677,168898492,ES,False,107,993
ENSG00000129116.18,chr4,168831990,168832171,TSS,True,589,1215
ENSG00000129116.18,chr4,168877717,168878394,TSS,True,835,1215
ENSG00000129116.18,chr4,168926212,168928475,PAS,True,197,1180
ENSG00000129116.18,chr4,168924254,168924387,PAS,True,992,1164
ENSG00000109475.16,chr4,108620535,108620600,TSS,False,80,282
ENSG00000109475.16,chr4,108620576,108622024,TSS,True,240,282
ENSG00000163110.14,chr4,94451851,94451995,TSS,True,229,968
ENSG00000163110.14,chr4,94663977,94668223,PAS,True,804,905
ENSG00000163110.14,chr4,94586988,94588564,PAS,True,133,876
ENSG00000145244.11,chr4,47593998,47595903,PAS,True,65,109
ENSG00000145244.11,chr4,47837886,47838223,TSS,True,39,112
ENSG00000170801.9,chr4,8269723,8270353,TSS,True,73,269
ENSG00000170801.9,chr4,8295694,8296517,PAS,False,169,214
ENSG00000170801.9,chr4,8305970,8307102,PAS,False,60,218
ENSG00000109332.19,chr4,102797460,102799406,ES,False,232,302
ENSG00000109332.19,chr4,102827426,102827835,TSS,True,148,307
ENSG00000109332.19,chr4,102826484,102827192,TSS,True,236,307
ENSG00000109171.14,chr4,48341419,48342128,TSS,False,32,102
ENSG00000156219.16,chr4,76074648,76074819,TSS,True,11,109
ENSG00000151729.10,chr4,185145250,185145762,IR,True,31,231
ENSG00000151729.10,chr4,185145250,185146813,3AS,True,16,145
ENSG00000151729.10,chr4,185145899,185146554,IR,True,125,302
ENSG00000205678.7,chr4,64275197,64277051,PAS,False,317,356
ENSG00000205678.7,chr4,64277688,64280199,PAS,True,49,334
ENSG00000205678.7,chr4,64409117,64409569,TSS,True,77,366
ENSG00000169116.11,chr4,74933027,74933370,TSS,True,57,156
ENSG00000169116.11,chr4,75012670,75013150,TSS,True,139,156
ENSG00000168936.10,chr4,1717428,1718151,ES,False,28,127
ENSG00000168936.10,chr4,1717675,1718151,IR,True,98,112
ENSG00000168936.10,chr4,1718626,1720632,5AS,True,103,120
ENSG00000168936.10,chr4,1720632,1721320,TSS,True,51,155
ENSG00000172403.10,chr4,118888842,118889141,TSS,True,72,103
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,32,174
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,47,376
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,18,138
ENSG00000138668.18,chr4,82355401,82356795,ES,False,98,184
ENSG00000138668.18,chr4,82359639,82373445,ES,False,50,193
ENSG00000138663.8,chr4,83068522,83075296,ES,False,116,131
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,65,295
ENSG00000163644.14,chr4,88261054,88265135,PAS,True,258,288
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,48,249
ENSG00000132463.13,chr4,70839176,70839357,TSS,True,223,249
ENSG00000153132.12,chr4,140387260,140389304,PAS,False,71,165
ENSG00000153132.12,chr4,140392218,140392378,PAS,True,122,165
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,39,172
ENSG00000145362.17,chr4,113369513,113369805,TSS,True,109,129
ENSG00000138760.9,chr4,76213426,76213926,TSS,True,13,115
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,138,194
ENSG00000159692.15,chr4,1238337,1248915,ES,False,44,154
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,141,197
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,59,197
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,57,211
ENSG00000154556.18,chr4,185635411,185638876,ES,True,206,265
ENSG00000154556.18,chr4,185635411,185646667,ES,False,30,176
ENSG00000154556.18,chr4,185662242,185678422,ES,False,78,138
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,90,140
ENSG00000154556.18,chr4,185678822,185775226,ES,False,101,125
ENSG00000154556.18,chr4,185639961,185646071,PAS,True,232,259
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,442,779
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,718,848
ENSG00000154556.18,chr4,185638876,185639018,TSS,True,656,793
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,31,232
ENSG00000196704.11,chr17,68248086,68248639,IR,False,21,110
ENSG00000196704.11,chr17,68248110,68248639,IR,False,12,105
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,57,149
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,121,149
ENSG00000029725.16,chr17,5282258,5282520,TSS,True,14,111
ENSG00000029725.16,chr17,5383121,5386340,PAS,True,24,106
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,29,159
ENSG00000169718.17,chr17,82058416,82058780,IR,False,130,185
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,79,133
ENSG00000188554.13,chr17,43175710,43175901,TSS,True,115,133
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,86,118
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,36,118
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,28,168
ENSG00000141524.15,chr17,78119392,78121012,ES,False,26,102
ENSG00000141524.15,chr17,78124523,78125152,TSS,True,96,130
ENSG00000141524.15,chr17,78128611,78129067,TSS,True,103,130
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,13,108
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,146,236
ENSG00000219200.11,chr17,7012575,7012761,TSS,True,18,100
ENSG00000219200.11,chr17,7012622,7012757,TSS,True,87,100
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,89,800
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,1078,4657
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,31,126
ENSG00000108671.10,chr17,32480631,32480752,IR,False,99,135
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,37,136
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,100,136
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,25,135
ENSG00000157637.12,chr17,81247061,81251492,ES,False,24,147
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,75,217
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,40,198
ENSG00000141562.17,chr17,82458191,82458830,TSS,True,16,120
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,384,974
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,186,871
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,676,836
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,42,194
ENSG00000070540.12,chr17,68421279,68421820,PAS,True,31,241
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,25,157
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,153,187
ENSG00000167549.18,chr17,29617042,29617499,IR,False,117,141
ENSG00000167549.18,chr17,29621423,29622687,3AS,False,22,115
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,39,190
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,156,190
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,92,210
ENSG00000167549.18,chr17,29616937,29618746,TSS,True,186,210
ENSG00000109107.13,chr17,28575544,28576800,ES,False,116,138
ENSG00000109107.13,chr17,28576800,28576922,TSS,True,65,203
ENSG00000109107.13,chr17,28574066,28574191,TSS,True,179,203
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,19,137
ENSG00000108387.14,chr17,58531960,58532087,TSS,True,23,122
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,18,105
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,46,105
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,74,105
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,179,306
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,236,304
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,1048,1343
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,478,1343
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,104,192
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,45,142
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,142,191
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,38,316
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,18,106
ENSG00000184009.11,chr17,81511626,81511902,ES,False,221,249
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,63,310
ENSG00000108861.8,chr17,43766784,43769581,IR,False,18,173
ENSG00000108861.8,chr17,43766120,43769814,PAS,True,19,176
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,87,258
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,2152,2649
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,2479,2954
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,796,2954
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,39,261
ENSG00000109072.13,chr17,28370139,28370434,TSS,True,28,250
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,168,508
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,40,130
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,44,174
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,86,646
ENSG00000169738.7,chr17,82037547,82037630,IR,False,114,137
ENSG00000169738.7,chr17,82037449,82037709,TSS,True,185,207
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,155,207
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,88,207
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,209,362
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,322,362
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,202,362
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,119,165
ENSG00000182534.13,chr17,76680879,76685071,ES,False,462,557
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,87,646
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,579,664
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,58,101
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,27,110
ENSG00000167705.11,chr17,1646619,1647834,ES,False,47,270
ENSG00000167705.11,chr17,1649576,1649882,TSS,False,37,278
ENSG00000108788.11,chr17,42567166,42567618,5AS,False,102,117
ENSG00000108788.11,chr17,42567655,42568836,ES,False,28,113
ENSG00000108788.11,chr17,42567040,42567166,TSS,True,31,133
ENSG00000108788.11,chr17,42567087,42567328,TSS,True,118,133
ENSG00000133030.20,chr17,17174075,17176425,ES,False,40,234
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,197,258
ENSG00000133030.20,chr17,17154312,17154415,TSS,False,224,251
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,167,251
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,31,244
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,52,260
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,1128,3932
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,25,238
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,15,126
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,162,268
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,225,269
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,221,269
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,223,382
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,58,335
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,82,101
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,24,101
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,87,101
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,121,164
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,105,164
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,55,339
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,27,146
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,261,445
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,156,525
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,135,339
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,183,235
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,68,290
ENSG00000005882.11,chr17,50105884,50106368,PAS,True,199,226
ENSG00000005882.11,chr17,50109956,50111390,PAS,True,35,236
ENSG00000108823.15,chr17,50168572,50170639,ES,False,51,160
ENSG00000108823.15,chr17,50169254,50170142,IR,True,106,120
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,88,203
ENSG00000108823.15,chr17,50166032,50167487,TSS,True,177,203
ENSG00000108823.15,chr17,50168368,50168572,TSS,True,177,203
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,32,181
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,156,188
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,40,188
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,103,234
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,182,234
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,187,231
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,363,448
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,76,525
ENSG00000108953.16,chr17,1345499,1354210,ES,False,242,334
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,93,516
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,181,267
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,187,274
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,93,274
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,121,171
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,117,170
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,24,108
ENSG00000166685.11,chr17,73207256,73208313,ES,False,15,121
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,25,126
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,55,137
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,22,137
ENSG00000141552.17,chr17,81891841,81894466,ES,False,28,100
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,129,207
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,107,207
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,100,121
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,26,137
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,159,235
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,110,235
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,41,101
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,166,675
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,577,673
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,35,292
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,194,239
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,38,242
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,33,246
ENSG00000163597.14,chr17,76557857,76561287,ES,False,103,158
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,42,200
ENSG00000128309.16,chr22,37024810,37029215,ES,False,190,216
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,77,228
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,177,228
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,61,129
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,388,1039
ENSG00000100412.15,chr22,41523844,41523941,TSS,True,911,1030
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,104,134
ENSG00000133424.20,chr22,33919994,33921045,TSS,True,103,142
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,60,286
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,231,286
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,119,341
ENSG00000203618.5,chr22,19723579,19723853,IR,True,51,105
ENSG00000203618.5,chr22,19723109,19723579,TSS,False,57,108
ENSG00000203618.5,chr22,19723853,19724771,PAS,False,54,108
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,25,102
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,87,128
ENSG00000183597.15,chr22,20036854,20043354,5AS,False,79,102
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,88,133
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,101,133
ENSG00000183597.15,chr22,20036757,20036854,TSS,True,118,133
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,72,556
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,50,312
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,93,183
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,111,374
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,23,208
ENSG00000242259.8,chr22,19447664,19448252,TSS,True,38,237
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,70,127
ENSG00000198125.12,chr22,35611106,35622477,ES,True,18,161
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,2433,3932
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,2951,3932
ENSG00000100345.21,chr22,36300850,36301449,TSS,True,92,104
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,84,108
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,40,179
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,152,179
ENSG00000183172.8,chr22,42079694,42079954,TSS,True,15,149
ENSG00000100242.15,chr22,38752665,38755762,ES,False,150,199
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,181,380
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,62,112
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,66,140
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,73,303
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,47,158
ENSG00000100170.9,chr22,32081881,32081971,TSS,True,131,158
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,77,428
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,163,815
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,669,809
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,662,828
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,352,828
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,61,139
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,93,138
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,55,163
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,133,163
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,244,301
ENSG00000100116.16,chr22,37808163,37810026,3AS,False,121,144
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,40,192
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,163,191
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,64,100
ENSG00000128272.14,chr22,39521485,39521671,TSS,True,89,100
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,90,277
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,192,277
ENSG00000183963.18,chr22,31095609,31097268,ES,False,319,361
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,342,409
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,146,409
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,30,195
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,339,585
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,42,255
ENSG00000100106.20,chr22,37772764,37773782,IR,True,237,266
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,67,314
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,51,291
ENSG00000100106.20,chr22,37772600,37776526,PAS,True,259,289
ENSG00000100219.16,chr22,28800297,28800587,TSS,True,20,146
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,116,139
ENSG00000100284.20,chr22,35299826,35299980,TSS,True,16,142
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,139,180
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,131,171
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,138,166
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,25,180
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,65,153
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,120,204
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,75,249
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,27,106
ENSG00000100359.20,chr22,40400692,40400813,TSS,True,94,106
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,13,105
ENSG00000241978.9,chr9,110138539,110168398,ES,False,51,147
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,75,183
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,155,183
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,95,110
ENSG00000197694.15,chr9,128625963,128626687,TSS,False,88,100
ENSG00000172889.15,chr9,136672088,136672263,IR,True,142,158
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,82,158
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,127,158
ENSG00000172889.15,chr9,136672263,136672679,PAS,True,16,158
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,23,101
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,36,130
ENSG00000130560.8,chr9,135961024,135961397,TSS,True,32,299
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,50,175
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,152,175
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,157,175
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,29,143
ENSG00000137076.20,chr9,35706767,35706901,TSS,True,103,118
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,63,118
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,123,147
ENSG00000148180.19,chr9,121286185,121301962,ES,False,117,132
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1127,3644
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,62,149
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,115,149
ENSG00000107281.9,chr9,137041061,137042806,TSS,True,132,147
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,59,114
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,97,114
ENSG00000119333.11,chr9,128635657,128636189,TSS,True,98,114
ENSG00000119333.11,chr9,128636135,128636209,TSS,True,98,114
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,22,133
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,33,126
ENSG00000119487.16,chr9,125484583,125543058,ES,False,30,134
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,25,154
ENSG00000172159.15,chr9,83244621,83248516,PAS,True,51,100
ENSG00000172159.15,chr9,83242989,83243215,PAS,False,50,103
ENSG00000172159.15,chr9,83538084,83538775,TSS,True,81,108
ENSG00000172159.15,chr9,83267011,83267268,TSS,False,39,108
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,23,105
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,12,105
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,70,101
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,47,105
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,90,103
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,69,223
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,169,223
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,102,124
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,89,124
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,83,114
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,25,128
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,14,102
ENSG00000148175.12,chr9,121370126,121370284,TSS,True,19,162
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,123,686
ENSG00000159069.13,chr9,136941684,136942099,IR,True,123,143
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,666,752
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,192,752
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,19,137
ENSG00000148120.16,chr9,95080780,95086681,ES,False,121,184
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,53,245
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,65,250
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,38,137
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,110,149
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,59,149
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,454,752
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,103,207
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,21,171
ENSG00000119139.19,chr9,69248224,69251034,ES,False,100,115
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,104,143
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,119,143
ENSG00000119139.19,chr9,69211984,69212601,TSS,True,124,143
ENSG00000119139.19,chr9,69212355,69212402,TSS,True,128,143
ENSG00000119139.19,chr9,69254208,69255205,PAS,True,17,141
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,50,106
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,90,106
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,42,341
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,180,1136
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,42,229
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,204,229
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,45,111
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,79,111
ENSG00000148356.13,chr9,127502773,127503505,PAS,True,11,109
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,24,113
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,37,113
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,32,263
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,64,146
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,65,147
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,83,147
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,85,164
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,125,164
ENSG00000070159.13,chr9,109420423,109420665,TSS,True,102,121
ENSG00000070159.13,chr9,109428620,109429062,TSS,True,71,121
ENSG00000070159.13,chr9,109421233,109421486,TSS,True,108,121
ENSG00000176978.13,chr9,137112230,137112744,IR,True,208,232
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,49,249
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,130,169
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,134,169
