gene,chr,start,end,splice_type,novel,heart_left_ventricle_ENCFF623IBV_in_cov,heart_left_ventricle_ENCFF623IBV_total_cov
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,22,133
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,29,185
ENSG00000164107.8,chr4,173528734,173529199,TSS,True,22,151
ENSG00000138668.18,chr4,82355401,82356795,ES,False,83,141
ENSG00000138668.18,chr4,82359639,82373445,ES,False,20,149
ENSG00000138668.18,chr4,82352497,82354154,PAS,True,16,151
ENSG00000138663.8,chr4,83068522,83075296,ES,False,95,106
ENSG00000163644.14,chr4,88261026,88262726,PAS,True,47,169
ENSG00000163644.14,chr4,88261054,88265135,PAS,True,150,169
ENSG00000132463.13,chr4,70839470,70839959,TSS,False,23,173
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,47,161
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,126,188
ENSG00000159692.15,chr4,1238337,1248915,ES,False,44,163
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,127,188
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,63,188
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,33,197
ENSG00000154556.18,chr4,185635411,185638876,ES,True,120,156
ENSG00000154556.18,chr4,185635411,185646667,ES,False,29,148
ENSG00000154556.18,chr4,185662242,185678422,ES,False,85,130
ENSG00000154556.18,chr4,185678478,185678795,3AS,False,90,133
ENSG00000154556.18,chr4,185678822,185775226,ES,False,88,121
ENSG00000154556.18,chr4,185589678,185589785,TSS,True,260,566
ENSG00000154556.18,chr4,185811663,185812516,TSS,True,494,618
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,33,107
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,87,107
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,40,227
ENSG00000169718.17,chr17,82058416,82058780,IR,False,186,214
ENSG00000188554.13,chr17,43171179,43171302,TSS,True,61,138
ENSG00000188554.13,chr17,43175710,43175901,TSS,True,117,138
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,107,129
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,28,129
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,15,147
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,68,104
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,78,104
ENSG00000108312.14,chr17,44218964,44219172,TSS,True,92,104
ENSG00000108821.13,chr17,50201410,50201696,TSS,False,64,161
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,12,113
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,179,275
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,104,959
ENSG00000173991.5,chr17,39665345,39665469,TSS,True,608,2354
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,48,154
ENSG00000108671.10,chr17,32480631,32480752,IR,False,98,143
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,47,145
ENSG00000108671.10,chr17,32480488,32483319,PAS,True,99,144
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,29,145
ENSG00000157637.12,chr17,81247061,81251492,ES,False,32,136
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,73,207
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,29,188
ENSG00000072210.18,chr17,19671956,19675557,ES,False,132,151
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,19,164
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,228,684
ENSG00000129250.11,chr17,5023467,5026981,PAS,False,108,612
ENSG00000129250.11,chr17,5020805,5020841,PAS,True,494,589
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,33,182
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,20,131
ENSG00000167549.18,chr17,29615854,29615944,3AS,False,102,128
ENSG00000167549.18,chr17,29614756,29615854,PAS,True,27,129
ENSG00000167549.18,chr17,29614756,29615857,PAS,True,103,129
ENSG00000167549.18,chr17,29622687,29622921,TSS,True,58,144
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,16,143
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,22,102
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,141,236
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,182,234
ENSG00000108946.14,chr17,68512970,68515393,ES,True,89,112
ENSG00000108946.14,chr17,68512970,68515393,5AS,True,89,104
ENSG00000108946.14,chr17,68511720,68512142,TSS,True,1323,1908
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,832,1908
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,93,159
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,34,117
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,107,159
ENSG00000184009.11,chr17,81511626,81511902,ES,False,277,313
ENSG00000184009.11,chr17,81511626,81511902,3AS,False,277,308
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,63,388
ENSG00000108861.8,chr17,43778799,43779000,TSS,True,83,312
ENSG00000108515.17,chr17,4951182,4951827,5AS,False,360,483
ENSG00000108515.17,chr17,4949590,4951224,TSS,True,436,556
ENSG00000108515.17,chr17,4949563,4951182,TSS,True,192,556
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,35,258
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,20,121
ENSG00000141753.6,chr17,40443401,40444084,TSS,False,25,212
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,79,226
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,24,230
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,38,230
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,69,197
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,28,128
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,62,260
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,88,865
ENSG00000169738.7,chr17,82037449,82037709,TSS,True,102,114
ENSG00000169738.7,chr17,82036858,82037736,TSS,True,85,114
ENSG00000169738.7,chr17,82037630,82037706,TSS,True,46,114
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,104,240
ENSG00000159199.13,chr17,48893402,48893456,TSS,True,209,240
ENSG00000159199.13,chr17,48892835,48892910,TSS,False,183,240
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,73,108
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,31,112
ENSG00000182534.13,chr17,76680879,76685071,ES,False,606,772
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,137,913
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,799,929
ENSG00000167705.11,chr17,1646619,1647834,ES,False,30,117
ENSG00000167705.11,chr17,1649306,1649411,IR,True,90,102
ENSG00000167705.11,chr17,1649576,1649882,TSS,False,21,123
ENSG00000133030.20,chr17,17142765,17146035,ES,False,162,494
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,414,719
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,20,183
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,61,324
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,530,1805
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,63,121
ENSG00000180891.12,chr17,57885228,57885880,TSS,True,105,121
ENSG00000198909.7,chr17,63685578,63688526,5AS,False,28,107
ENSG00000198909.7,chr17,63691862,63693548,ES,True,12,116
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,30,128
ENSG00000108654.14,chr17,64500773,64502009,IR,False,127,157
ENSG00000108840.15,chr17,44092284,44092395,5AS,True,22,153
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,179,245
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,203,245
ENSG00000108840.15,chr17,44110728,44111295,TSS,True,189,245
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,217,419
ENSG00000108639.7,chr17,78171054,78171738,ES,False,39,296
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,63,343
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,178,238
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,169,238
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,34,284
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,45,226
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,56,101
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,392,703
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,233,828
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,172,382
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,249,313
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,71,254
ENSG00000108823.15,chr17,50165995,50166077,TSS,True,34,110
ENSG00000108823.15,chr17,50166032,50167487,TSS,True,94,110
ENSG00000034152.18,chr17,21284650,21284969,TSS,True,52,278
ENSG00000034152.18,chr17,21311508,21312281,TSS,True,245,278
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,25,141
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,128,153
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,38,153
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,119,255
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,205,255
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,188,253
ENSG00000141161.11,chr17,35147910,35148263,3AS,False,500,649
ENSG00000141161.11,chr17,35147800,35147910,TSS,True,87,736
ENSG00000108953.16,chr17,1345499,1354210,ES,False,217,326
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,50,296
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,139,214
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,146,221
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,82,221
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,39,118
ENSG00000166685.11,chr17,73207256,73208313,ES,False,20,107
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,28,118
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,58,103
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,60,103
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,123,144
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,40,170
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,150,170
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,52,149
ENSG00000109099.14,chr17,15265153,15265326,TSS,True,117,149
ENSG00000006282.20,chr17,50551190,50551510,IR,False,95,107
ENSG00000006282.20,chr17,50551679,50551968,IR,False,94,111
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,23,113
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,77,349
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,306,349
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,66,550
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,113,134
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,54,134
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,140,170
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,35,173
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,22,178
ENSG00000163597.14,chr17,76557857,76561287,ES,False,130,181
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,28,209
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,69,199
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,158,199
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,57,127
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,13,113
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,190,507
ENSG00000133424.20,chr22,33304228,33304348,TSS,True,158,220
ENSG00000133424.20,chr22,33919994,33921045,TSS,True,168,236
ENSG00000254413.8,chr22,50568839,50569081,PAS,True,44,168
ENSG00000254413.8,chr22,50568860,50569421,PAS,True,129,168
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,76,226
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,34,101
ENSG00000183762.12,chr22,29072940,29073227,TSS,True,77,131
ENSG00000183762.12,chr22,29137458,29137674,TSS,True,117,131
ENSG00000100325.14,chr22,29825257,29832244,ES,False,13,112
ENSG00000100325.14,chr22,29832342,29838177,ES,False,86,105
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,43,159
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,79,107
ENSG00000198911.11,chr22,41876605,41878123,TSS,True,94,106
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,16,112
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,34,100
ENSG00000100266.18,chr22,42959798,42959892,TSS,False,88,100
ENSG00000128274.16,chr22,42720796,42720901,TSS,True,84,120
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,29,185
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,90,204
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,118,486
ENSG00000099889.13,chr22,20016588,20016859,TSS,True,102,115
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,38,115
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,866,1490
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,1179,1490
ENSG00000100345.21,chr22,36306607,36309281,ES,True,85,131
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,311,401
ENSG00000069998.12,chr22,17148560,17159125,ES,True,21,102
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,25,128
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,114,128
ENSG00000100242.15,chr22,38752665,38755762,ES,False,253,314
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,240,554
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,102,190
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,31,107
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,56,162
ENSG00000250479.8,chr22,23767833,23767970,TSS,True,29,146
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,16,109
ENSG00000198355.4,chr22,49961032,49961124,IR,False,262,312
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,70,334
ENSG00000198355.4,chr22,49960492,49961234,TSS,True,288,334
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,62,204
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,146,202
ENSG00000205560.12,chr22,50576856,50577035,TSS,False,150,206
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,121,206
ENSG00000128294.15,chr22,26590052,26590158,TSS,True,17,132
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,51,106
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,63,105
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,39,104
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,93,104
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,81,104
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,193,224
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,60,117
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,46,161
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,124,160
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,48,160
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,116,160
ENSG00000100401.19,chr22,41281082,41285985,ES,True,92,103
ENSG00000100401.19,chr22,41281082,41285985,5AS,True,92,104
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,52,156
ENSG00000183963.18,chr22,31095609,31097268,ES,False,155,191
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,185,210
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,80,210
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,49,230
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,91,177
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,153,177
ENSG00000075240.16,chr22,46672408,46672997,TSS,True,158,177
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,405,827
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,35,144
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,123,144
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,62,389
ENSG00000100106.20,chr22,37772764,37773782,IR,True,325,381
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,44,426
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,82,413
ENSG00000100106.20,chr22,37772600,37776526,PAS,True,356,413
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,139,162
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,121,149
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,104,141
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,107,136
ENSG00000133454.15,chr22,26030442,26033418,PAS,True,22,149
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,44,147
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,108,197
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,45,221
ENSG00000100359.20,chr22,40400813,40402138,ES,False,25,108
ENSG00000100359.20,chr22,40409018,40409249,IR,False,98,109
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,20,121
ENSG00000100239.15,chr22,50436452,50437505,ES,False,66,141
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,43,151
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,126,148
ENSG00000241978.9,chr9,110138539,110168398,ES,False,92,416
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,233,477
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,342,478
ENSG00000159884.11,chr9,35658257,35658485,TSS,True,23,101
ENSG00000169692.12,chr9,136674807,136676960,ES,False,14,111
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,13,106
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,62,132
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,135,174
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,150,189
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,54,189
ENSG00000107372.12,chr9,72360787,72364695,ES,False,63,100
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,23,129
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,77,188
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,150,188
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,161,188
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,21,153
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,116,134
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,77,134
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,136,154
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1657,1917
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,709,1916
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,44,105
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,83,105
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,31,161
ENSG00000119487.16,chr9,125484583,125543058,ES,False,31,147
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,19,167
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,50,176
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,140,176
ENSG00000138835.22,chr9,113583504,113584427,TSS,True,92,108
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,87,108
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,21,107
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,86,644
ENSG00000159069.13,chr9,136941684,136942099,IR,True,86,125
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,617,710
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,177,710
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,17,165
ENSG00000148120.16,chr9,95080780,95086681,ES,False,103,165
ENSG00000148120.16,chr9,95004954,95005220,TSS,True,183,205
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,57,205
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,43,208
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,42,148
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,598,957
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,78,216
ENSG00000106991.13,chr9,127819899,127820283,TSS,True,192,216
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,30,299
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,27,102
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,90,102
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,17,156
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,43,123
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,104,123
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,22,106
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,63,514
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,141,1343
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,60,269
ENSG00000119335.16,chr9,128693895,128695525,PAS,False,231,269
ENSG00000148356.13,chr9,127451669,127451928,IR,False,72,108
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,47,119
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,82,119
ENSG00000070610.14,chr9,35735871,35737447,PAS,False,15,116
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,26,117
ENSG00000070610.14,chr9,35740824,35743230,TSS,True,97,108
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,21,169
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,54,139
ENSG00000165119.20,chr9,83973399,83974516,ES,False,14,133
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,55,140
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,86,140
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,69,157
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,131,157
ENSG00000176978.13,chr9,137114576,137114646,IR,False,113,129
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,39,153
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,137,153
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,84,112
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,61,112
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,91,356
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,314,356
ENSG00000188352.12,chr9,20926294,20926417,TSS,True,33,135
ENSG00000198467.14,chr9,35684550,35685268,ME,False,80,302
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,308,384
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,68,341
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,84,384
ENSG00000107104.18,chr9,504037,504754,TSS,True,95,115
ENSG00000107104.18,chr9,710797,713464,TSS,True,101,114
ENSG00000107104.18,chr9,738206,738504,TSS,True,94,109
ENSG00000107104.18,chr9,593985,594080,TSS,True,103,115
ENSG00000107104.18,chr9,693679,693786,TSS,True,86,114
ENSG00000107104.18,chr9,745172,746105,PAS,True,14,116
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,130,240
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,162,240
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,203,240
ENSG00000197958.12,chr9,127451280,127451405,TSS,True,23,129
ENSG00000197958.12,chr9,127447876,127447966,TSS,True,111,128
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,59,110
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,20,163
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,52,312
ENSG00000188986.6,chr9,137255224,137255611,TSS,True,21,194
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,47,149
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,39,352
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,29,102
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,81,101
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,90,113
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,68,112
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,48,103
ENSG00000106771.12,chr9,109073438,109087172,ME,True,44,181
ENSG00000106771.12,chr9,109073438,109085996,ES,True,42,223
ENSG00000106771.12,chr9,109073438,109087172,ME,True,42,181
ENSG00000106771.12,chr9,109080943,109087172,ES,False,138,320
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,22,164
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,44,343
ENSG00000106771.12,chr9,109091155,109106507,ES,True,162,299
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,61,449
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,40,119
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,46,123
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,80,123
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,30,111
ENSG00000092841.18,chr12,56158711,56159586,ES,False,128,149
ENSG00000092841.18,chr12,56160320,56160625,IR,False,103,127
ENSG00000092841.18,chr12,56160320,56161386,ES,False,70,173
ENSG00000092841.18,chr12,56160670,56161386,IR,True,103,126
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,220,381
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,23,198
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,174,196
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,68,100
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,11,106
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1213,2247
ENSG00000167778.8,chr12,53079310,53079414,TSS,True,15,120
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,60,133
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,105,133
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,47,125
ENSG00000076513.16,chr12,109999391,109999784,TSS,True,83,142
ENSG00000120837.7,chr12,104135532,104137375,5AS,True,77,111
ENSG00000120837.7,chr12,104137375,104138101,TSS,False,49,126
ENSG00000120837.7,chr12,104137344,104138060,TSS,True,94,126
ENSG00000130779.20,chr12,122341697,122351110,ES,True,20,175
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,84,195
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,163,192
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,42,204
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,28,165
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,35,170
ENSG00000211455.7,chr12,27244332,27297709,ES,False,90,104
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,21,125
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,98,334
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,173,666
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,63,374
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,87,217
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,153,217
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,86,286
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,223,286
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,709,817
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,537,1354
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,72,121
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,81,121
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,13,117
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,197,1083
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,38,145
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,121,145
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,68,165
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,111,164
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,23,102
ENSG00000134294.13,chr12,46371177,46372832,TSS,True,91,102
ENSG00000198431.15,chr12,104287109,104288930,5AS,False,159,232
ENSG00000198431.15,chr12,104287109,104311289,5AS,False,16,106
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,197,373
