gene,chr,start,end,splice_type,novel,PC-3_ENCFF044LIA_in_cov,PC-3_ENCFF044LIA_total_cov
ENSG00000161547.16,chr17,76734562,76735060,IR,False,37,184
ENSG00000161547.16,chr17,76735158,76736153,ES,False,105,141
ENSG00000161547.16,chr17,76735158,76736153,IR,False,105,143
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,66,184
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,157,194
ENSG00000161547.16,chr17,76734118,76736464,PAS,True,154,181
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,65,240
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,35,136
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,24,113
ENSG00000008283.15,chr17,63433415,63435085,3AS,False,26,161
ENSG00000008283.15,chr17,63437484,63446244,3AS,False,12,108
ENSG00000008283.15,chr17,63432303,63434594,PAS,True,42,180
ENSG00000008283.15,chr17,63432302,63433415,PAS,True,242,274
ENSG00000008283.15,chr17,63446244,63446357,TSS,True,165,274
ENSG00000008283.15,chr17,63445897,63446180,TSS,False,240,274
ENSG00000087157.18,chr17,78392665,78398251,ES,False,23,173
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,23,154
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,129,168
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,53,212
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,41,212
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,114,195
ENSG00000166750.9,chr17,35243024,35243143,TSS,True,56,103
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,74,200
ENSG00000159210.9,chr17,48944680,48944833,TSS,True,23,193
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,421,1892
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,74,172
ENSG00000173818.16,chr17,80415151,80415250,TSS,True,108,144
ENSG00000173818.16,chr17,80415146,80415821,TSS,True,119,144
ENSG00000173818.16,chr17,80415429,80415518,TSS,True,120,144
ENSG00000173818.16,chr17,80429772,80430372,PAS,True,79,112
ENSG00000173818.16,chr17,80436132,80438083,PAS,True,78,116
ENSG00000173818.16,chr17,80430040,80430377,PAS,True,95,113
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,36,100
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,97,236
ENSG00000108654.14,chr17,64500773,64502009,IR,False,955,1103
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,245,1233
ENSG00000108840.15,chr17,44087411,44087698,TSS,True,170,250
ENSG00000108840.15,chr17,44123503,44124047,TSS,True,195,250
ENSG00000108639.7,chr17,78171054,78171738,ES,False,206,1118
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,226,1317
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,70,157
ENSG00000175061.17,chr17,16439414,16440184,ES,False,21,188
ENSG00000175061.17,chr17,16440253,16441367,ES,False,25,197
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,63,216
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,176,216
ENSG00000108406.9,chr17,59565588,59565783,TSS,True,17,140
ENSG00000173821.19,chr17,80260790,80260902,TSS,True,89,124
ENSG00000173821.19,chr17,80393344,80396286,PAS,True,78,109
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,50,102
ENSG00000108469.14,chr17,75667043,75667198,TSS,False,109,132
ENSG00000108469.14,chr17,75666427,75667192,TSS,True,87,132
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,169,190
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,149,190
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,165,190
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,110,193
ENSG00000136451.8,chr17,57980786,57981872,3AS,False,143,166
ENSG00000136451.8,chr17,57988078,57988386,TSS,True,54,219
ENSG00000170425.3,chr17,15945012,15945583,TSS,False,11,105
ENSG00000141295.13,chr17,47838002,47838269,IR,False,54,105
ENSG00000141295.13,chr17,47838450,47838530,IR,True,98,110
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,62,120
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,68,110
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,46,120
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,95,120
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,36,185
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,151,269
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,163,269
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,39,133
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,33,100
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,105,197
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,223,489
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,192,617
ENSG00000187531.13,chr17,81918038,81918190,TSS,True,51,114
ENSG00000187531.13,chr17,81917829,81918209,TSS,True,98,114
ENSG00000108389.9,chr17,58494931,58496122,TSS,True,66,320
ENSG00000091947.9,chr17,44014815,44014990,TSS,True,31,201
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,204,403
ENSG00000062725.9,chr17,60525793,60526242,TSS,True,27,178
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,415,531
ENSG00000005882.11,chr17,50095294,50095553,TSS,True,39,167
ENSG00000005882.11,chr17,50109956,50111390,PAS,True,19,143
ENSG00000169696.15,chr17,82016527,82016799,IR,False,99,117
ENSG00000169696.15,chr17,82016869,82016940,IR,False,98,119
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,33,129
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,25,128
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,62,438
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,444,506
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,130,506
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,295,437
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,370,437
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,235,434
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,86,119
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,105,119
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,41,147
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,91,237
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,188,266
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,194,272
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,84,272
ENSG00000109062.11,chr17,74748606,74749287,TSS,False,24,114
PB_novel_39361,chr17,18651781,18651865,PAS,True,44,124
ENSG00000171298.12,chr17,80101625,80104554,ES,False,97,217
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,531,749
ENSG00000171298.12,chr17,80112729,80113027,TSS,True,528,740
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,18,142
ENSG00000121067.17,chr17,49622876,49677932,ES,False,165,223
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,115,339
ENSG00000108395.13,chr17,58999459,59012327,ES,False,14,103
ENSG00000108395.13,chr17,59091340,59106440,ES,False,13,104
ENSG00000108395.13,chr17,58982632,58982921,PAS,True,101,117
ENSG00000108395.13,chr17,58998199,58999459,PAS,True,25,112
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,13,117
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,203,228
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,110,338
ENSG00000166685.11,chr17,73201124,73201900,TSS,True,297,338
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,41,338
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,132,180
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,146,180
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,75,204
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,51,155
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,125,150
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,54,137
ENSG00000141552.17,chr17,81891833,81894466,ES,False,60,116
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,60,211
ENSG00000141552.17,chr17,81891841,81894466,ES,False,46,107
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,175,292
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,184,292
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,248,292
ENSG00000087152.15,chr17,44199495,44199972,TSS,False,126,153
ENSG00000013306.15,chr17,44321231,44321433,IR,False,893,1007
ENSG00000013306.15,chr17,44323577,44324710,IR,True,769,897
ENSG00000013306.15,chr17,44323590,44324710,IR,True,15,143
ENSG00000013306.15,chr17,44324710,44326602,TSS,False,334,1129
ENSG00000013306.15,chr17,44323477,44325384,TSS,True,987,1129
ENSG00000174238.14,chr17,1562540,1562813,TSS,True,46,115
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,39,107
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,89,107
ENSG00000141258.12,chr17,2336518,2337745,TSS,True,65,122
ENSG00000141258.12,chr17,2364593,2365341,TSS,True,107,120
ENSG00000141258.12,chr17,2379431,2381074,PAS,True,53,110
ENSG00000132470.13,chr17,75737444,75739879,ES,True,12,117
ENSG00000132470.13,chr17,75752482,75752577,TSS,True,493,549
ENSG00000132470.13,chr17,75753518,75754815,TSS,True,472,549
ENSG00000132470.13,chr17,75754813,75755850,TSS,True,491,549
ENSG00000136450.12,chr17,58004001,58004922,IR,False,86,184
ENSG00000136450.12,chr17,58005600,58005800,IR,False,125,180
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,105,190
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,94,185
ENSG00000136450.12,chr17,58006943,58007632,TSS,True,168,335
ENSG00000109089.7,chr17,74987631,74988122,TSS,False,105,136
ENSG00000006282.20,chr17,50547285,50547719,3AS,False,68,258
ENSG00000006282.20,chr17,50551190,50551510,IR,False,286,354
ENSG00000006282.20,chr17,50551679,50551968,IR,False,269,365
ENSG00000006282.20,chr17,50547128,50547285,TSS,True,110,385
ENSG00000174231.16,chr17,1656647,1656763,TSS,True,92,113
ENSG00000174231.16,chr17,1659356,1659988,TSS,True,91,113
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,29,107
ENSG00000125450.10,chr17,75234663,75234788,TSS,True,88,104
ENSG00000121057.12,chr17,57085170,57085398,TSS,False,106,288
ENSG00000121057.12,chr17,57105439,57107178,TSS,True,254,287
ENSG00000132507.17,chr17,7307460,7307752,TSS,True,87,610
ENSG00000008294.20,chr17,50974947,50977107,ES,False,115,197
ENSG00000008294.20,chr17,50989827,50990449,3AS,False,26,209
ENSG00000008294.20,chr17,51021365,51041500,ES,False,178,215
ENSG00000008294.20,chr17,50962173,50966387,PAS,True,54,258
ENSG00000008294.20,chr17,51120353,51120908,TSS,True,40,270
ENSG00000125447.17,chr17,75239374,75239829,TSS,True,94,109
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,87,109
ENSG00000181045.14,chr17,80219727,80220496,TSS,True,98,140
ENSG00000181045.14,chr17,80246507,80246649,TSS,True,112,131
ENSG00000181045.14,chr17,80252624,80253507,PAS,True,16,128
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,33,113
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,219,552
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,372,458
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,81,458
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,101,471
ENSG00000169727.12,chr17,82051100,82053366,TSS,True,423,471
ENSG00000163597.14,chr17,76557857,76561287,ES,False,272,668
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,147,816
ENSG00000154217.14,chr17,67377252,67378202,TSS,True,15,104
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,196,231
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,206,231
ENSG00000072310.16,chr17,17819537,17822762,TSS,True,199,231
ENSG00000178691.10,chr17,31940486,31966146,ES,False,17,129
ENSG00000178691.10,chr17,31936888,31937520,TSS,True,22,155
ENSG00000178691.10,chr17,31993241,31993308,PAS,True,127,147
ENSG00000178691.10,chr17,31998657,32001044,PAS,True,33,147
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,121,141
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,68,141
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,115,141
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,92,194
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,110,130
ENSG00000100364.18,chr22,45240639,45240943,TSS,True,21,152
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,41,132
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,25,110
ENSG00000100325.14,chr22,29832342,29838177,ES,False,66,104
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,42,160
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,15,104
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,194,234
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,113,234
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,82,143
ENSG00000025708.13,chr22,50528610,50529135,IR,False,97,119
ENSG00000025708.13,chr22,50529338,50529495,IR,False,92,120
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,34,162
ENSG00000025708.13,chr22,50526000,50526088,TSS,True,122,140
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,138,162
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,94,162
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,67,341
ENSG00000100266.18,chr22,43015020,43015191,TSS,True,46,144
ENSG00000100029.17,chr22,30591809,30591924,TSS,True,22,107
ENSG00000100380.13,chr22,40856430,40856939,TSS,True,22,187
ENSG00000184164.14,chr22,49921761,49922611,ES,False,396,486
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,139,615
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,120,159
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,176,215
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,93,215
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,58,107
ENSG00000185340.15,chr22,29307023,29308738,TSS,True,96,107
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,69,119
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,64,350
ENSG00000100360.14,chr22,36758207,36758409,PAS,False,29,118
ENSG00000100360.14,chr22,36775673,36776326,TSS,True,63,118
ENSG00000100360.14,chr22,36762903,36762947,TSS,True,82,117
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,175,213
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,177,212
ENSG00000213923.11,chr22,38293319,38294108,IR,True,111,134
ENSG00000213923.11,chr22,38294534,38298785,ES,False,95,123
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,101,225
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,179,204
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,175,310
ENSG00000242247.10,chr22,42808890,42817141,ES,False,23,172
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,26,202
ENSG00000185651.14,chr22,21567704,21567771,TSS,False,32,108
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,297,381
ENSG00000100345.21,chr22,36306413,36306608,TSS,True,338,376
ENSG00000099942.12,chr22,20917352,20918245,TSS,True,27,108
ENSG00000241973.10,chr22,20858569,20858831,TSS,False,88,103
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,27,127
ENSG00000240972.1,chr22,23894374,23894582,TSS,True,63,546
ENSG00000240972.1,chr22,23895039,23895223,PAS,True,55,546
ENSG00000100242.15,chr22,38752665,38755762,ES,False,79,101
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,81,182
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,71,163
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,58,115
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,92,115
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,30,101
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,67,167
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,48,309
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,63,132
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,87,132
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,107,221
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,147,219
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,27,106
ENSG00000100300.17,chr22,43151604,43161051,ES,False,26,152
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,89,241
ENSG00000100300.17,chr22,43159208,43159420,TSS,True,212,241
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,207,241
ENSG00000100416.13,chr22,46335383,46335846,TSS,True,15,106
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,24,107
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,22,138
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,95,152
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,58,113
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,70,112
ENSG00000100347.14,chr22,43996337,43996543,PAS,False,13,113
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,622,712
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,54,138
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,98,138
ENSG00000100401.19,chr22,41281082,41285985,5AS,True,134,154
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,96,239
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,80,127
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,105,127
ENSG00000100221.10,chr22,38688934,38689001,TSS,True,21,113
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,394,1343
ENSG00000244509.3,chr22,39017825,39018045,TSS,True,1139,1342
ENSG00000128342.4,chr22,30257325,30257992,TSS,True,177,201
ENSG00000198792.12,chr22,38225423,38225776,TSS,True,225,275
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,234,276
ENSG00000100129.17,chr22,37849373,37849482,TSS,False,84,496
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,160,557
ENSG00000100097.11,chr22,37678593,37678654,TSS,True,481,557
ENSG00000187051.8,chr22,39532686,39532775,TSS,True,20,107
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,61,146
ENSG00000099901.16,chr22,20117404,20117664,TSS,True,17,165
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,74,159
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,98,159
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,85,119
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,86,119
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,109,203
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,175,203
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,166,203
ENSG00000128228.4,chr22,21642203,21642523,TSS,True,35,241
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,38,329
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,79,390
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,88,370
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,80,100
ENSG00000221963.5,chr22,35648376,35648623,TSS,False,57,103
ENSG00000221963.5,chr22,35656396,35656475,TSS,True,92,103
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,47,188
ENSG00000100075.9,chr22,19178132,19178813,TSS,True,162,188
ENSG00000099904.15,chr22,20142998,20143756,TSS,True,73,112
ENSG00000184983.10,chr22,42090605,42090772,TSS,True,17,130
ENSG00000093000.18,chr22,45168246,45171599,ES,False,140,158
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,59,194
ENSG00000100038.19,chr22,21957595,21958491,IR,False,34,106
ENSG00000100038.19,chr22,21959232,21959586,IR,False,83,101
ENSG00000100038.19,chr22,21957018,21957595,PAS,True,87,126
ENSG00000100038.19,chr22,21954356,21958693,PAS,True,41,113
ENSG00000100038.19,chr22,21982729,21982846,TSS,False,69,126
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,83,185
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,51,135
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,187,327
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,168,475
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,54,148
ENSG00000100227.17,chr22,42602769,42603161,TSS,False,133,148
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,27,177
ENSG00000100359.20,chr22,40400813,40402138,ES,False,43,113
ENSG00000100359.20,chr22,40407568,40407788,IR,False,98,112
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,111,126
ENSG00000100359.20,chr22,40409018,40409249,IR,False,81,122
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,40,144
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,16,128
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,54,115
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,98,113
ENSG00000241978.9,chr9,110138539,110168398,ES,False,47,128
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,89,164
ENSG00000241978.9,chr9,110048648,110048855,TSS,True,109,164
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,91,131
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,19,131
ENSG00000169692.12,chr9,136674807,136676960,ES,False,20,198
ENSG00000169692.12,chr9,136687175,136687466,TSS,True,26,221
ENSG00000172785.18,chr9,175784,178815,ES,False,84,116
ENSG00000172785.18,chr9,119276,121573,PAS,True,29,119
ENSG00000172785.18,chr9,172901,173366,PAS,True,93,117
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,148,288
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,58,112
ENSG00000196642.18,chr9,136840321,136841188,PAS,True,64,100
ENSG00000196642.18,chr9,136840153,136840213,PAS,False,52,100
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,318,515
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,61,583
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,392,589
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,269,589
ENSG00000136826.14,chr9,107487294,107487667,TSS,True,90,141
ENSG00000136826.14,chr9,107489167,107489769,TSS,True,77,141
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,179,1214
ENSG00000136807.13,chr9,127787608,127787946,IR,True,95,108
ENSG00000136807.13,chr9,127788385,127788543,IR,True,97,112
ENSG00000188938.16,chr9,93447697,93450478,ES,False,54,105
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,40,125
ENSG00000148399.12,chr9,137574380,137574751,3AS,True,97,108
ENSG00000148399.12,chr9,137578624,137578939,TSS,True,60,160
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,164,338
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,227,338
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,52,200
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,98,200
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,162,200
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,174,200
ENSG00000137076.20,chr9,35696955,35697916,PAS,False,25,138
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,99,114
ENSG00000137076.20,chr9,35706767,35706901,TSS,True,102,114
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,68,114
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,122,139
ENSG00000106723.16,chr9,88448989,88468371,ES,False,15,103
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,64,158
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,126,318
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,247,318
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,26,105
ENSG00000153714.5,chr9,12775019,12776027,TSS,True,29,119
ENSG00000153714.5,chr9,12821385,12823059,PAS,False,22,101
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,84,201
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,165,201
ENSG00000048828.16,chr9,93550586,93550691,TSS,True,86,111
ENSG00000048828.16,chr9,93557855,93558010,TSS,True,90,111
ENSG00000048828.16,chr9,93471138,93471387,TSS,True,101,115
ENSG00000122741.15,chr9,37819401,37854779,ES,False,23,140
ENSG00000122741.15,chr9,37854982,37860047,ES,False,53,141
ENSG00000122741.15,chr9,37800763,37801405,TSS,True,24,164
ENSG00000119333.11,chr9,128635175,128635657,3AS,True,16,130
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,41,171
ENSG00000147883.10,chr9,22008797,22009305,TSS,False,159,361
ENSG00000148337.20,chr9,128178904,128179072,IR,False,65,195
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,136,218
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,130,221
ENSG00000147854.16,chr9,6413131,6413643,TSS,True,100,159
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,136,592
ENSG00000119487.16,chr9,125484583,125543058,ES,False,59,158
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,23,196
ENSG00000147889.17,chr9,21994138,21994439,TSS,True,51,328
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,157,301
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,232,301
ENSG00000011454.16,chr9,122941088,122957010,5AS,True,31,123
ENSG00000011454.16,chr9,122940989,122941093,TSS,True,51,147
ENSG00000011454.16,chr9,122941000,122941088,TSS,False,110,147
ENSG00000011454.16,chr9,123103090,123104871,PAS,True,33,140
ENSG00000198121.13,chr9,110973558,111038166,ES,True,161,243
ENSG00000198121.13,chr9,111038166,111038653,TSS,False,230,488
ENSG00000198121.13,chr9,111037840,111038452,TSS,True,413,488
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,474,601
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,230,601
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,15,101
ENSG00000167114.12,chr9,128340335,128340838,TSS,True,83,121
ENSG00000167114.12,chr9,128345158,128345549,TSS,True,104,121
ENSG00000167114.12,chr9,128340492,128340617,TSS,True,93,121
ENSG00000167114.12,chr9,128340516,128340583,TSS,True,107,121
ENSG00000136930.12,chr9,124415363,124415471,TSS,True,21,158
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,14,136
ENSG00000198917.12,chr9,128829744,128829839,TSS,True,54,138
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,588,692
ENSG00000044574.7,chr9,125241004,125241372,TSS,False,1187,7578
ENSG00000106804.7,chr9,120952331,120952868,PAS,False,52,112
ENSG00000106804.7,chr9,120989567,120989780,PAS,True,87,105
ENSG00000106804.7,chr9,120999658,121000051,PAS,False,78,101
ENSG00000106804.7,chr9,121025660,121025893,TSS,True,21,112
ENSG00000107164.15,chr9,130579533,130579764,TSS,True,21,104
ENSG00000107164.15,chr9,130637013,130638354,PAS,True,11,104
ENSG00000148110.15,chr9,94454070,94458321,ES,True,44,278
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,75,305
ENSG00000136819.15,chr9,129835138,129835309,TSS,True,12,116
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,56,155
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,135,155
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,21,152
ENSG00000136950.13,chr9,124869138,124869439,TSS,False,62,142
ENSG00000056586.15,chr9,122905109,122905508,TSS,True,32,109
ENSG00000165280.15,chr9,35072336,35072782,TSS,True,143,959
ENSG00000119335.16,chr9,128689190,128689655,TSS,False,77,539
ENSG00000119335.16,chr9,128694640,128696393,PAS,True,96,513
