gene,chr,start,end,splice_type,novel,GM12878_ENCFF225CCJ_in_cov,GM12878_ENCFF225CCJ_total_cov
ENSG00000244509.3,chr22,39014220,39014379,TSS,True,14,116
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,120,333
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,133,346
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,226,346
ENSG00000185608.8,chr22,19432607,19433264,5AS,False,239,282
ENSG00000185608.8,chr22,19431104,19432607,TSS,False,47,286
ENSG00000185608.8,chr22,19432534,19432859,TSS,True,244,286
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,91,472
ENSG00000211677.2,chr22,22196274,22900975,ES,True,30,226
ENSG00000211677.2,chr22,22899617,22899655,TSS,True,352,642
ENSG00000211677.2,chr22,22195661,22196274,TSS,True,413,642
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,75,180
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,107,180
ENSG00000093009.9,chr22,19481045,19483861,ES,False,69,643
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,45,196
ENSG00000093000.18,chr22,45184452,45188013,PAS,True,23,158
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,67,120
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,128,190
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,140,190
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,26,126
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,36,268
ENSG00000106701.11,chr9,105447991,105448235,TSS,True,94,108
ENSG00000106701.11,chr9,105500645,105500763,TSS,False,21,102
ENSG00000136811.16,chr9,128459657,128460549,3AS,False,22,181
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,52,168
ENSG00000136811.16,chr9,128461067,128471307,ES,False,15,129
ENSG00000136811.16,chr9,128456102,128456255,TSS,True,23,212
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,83,211
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,130,203
ENSG00000241978.9,chr9,110148446,110148703,TSS,False,70,480
ENSG00000148153.13,chr9,112694233,112716460,ES,False,88,110
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,344,424
ENSG00000172785.18,chr9,175784,178815,ES,False,462,561
ENSG00000172785.18,chr9,119276,121573,PAS,True,64,571
ENSG00000167081.16,chr9,125748623,125915685,ES,True,109,129
ENSG00000167081.16,chr9,125748623,125929654,ES,False,34,167
ENSG00000167081.16,chr9,125960849,125963011,ES,False,74,192
ENSG00000167081.16,chr9,125746674,125747653,TSS,True,69,214
ENSG00000148154.9,chr9,111896766,111897313,TSS,True,44,127
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,114,144
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,117,295
ENSG00000196305.17,chr9,92255606,92256800,PAS,True,205,254
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,266,296
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,128,296
ENSG00000281649.1,chr9,37080030,37086667,5AS,False,17,104
ENSG00000281649.1,chr9,37079916,37080536,TSS,True,74,123
ENSG00000281649.1,chr9,37079916,37080038,TSS,True,106,123
ENSG00000281649.1,chr9,37079916,37080030,TSS,True,105,123
ENSG00000281649.1,chr9,37079916,37080034,TSS,True,102,123
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,44,360
ENSG00000136937.12,chr9,97633411,97633915,TSS,True,47,121
ENSG00000136937.12,chr9,97645635,97645732,TSS,True,89,121
ENSG00000136938.8,chr9,97983125,97983609,TSS,False,35,177
ENSG00000135040.15,chr9,85941033,85941874,TSS,False,96,108
ENSG00000135040.15,chr9,85941050,85941273,TSS,True,65,108
ENSG00000135040.15,chr9,85941145,85941405,TSS,True,64,108
ENSG00000135040.15,chr9,86016538,86016676,PAS,True,67,107
ENSG00000135040.15,chr9,86021900,86028516,PAS,False,49,108
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,48,271
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,232,271
ENSG00000107099.15,chr9,272910,273100,TSS,True,73,139
ENSG00000107099.15,chr9,464158,465266,PAS,True,77,134
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,72,215
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,144,216
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,73,216
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,95,114
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,30,125
ENSG00000137038.7,chr9,7799448,7799776,TSS,True,107,125
ENSG00000198887.8,chr9,70300045,70303210,PAS,True,236,264
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,226,264
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,239,269
ENSG00000198887.8,chr9,70282421,70283479,PAS,True,211,255
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,217,264
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,33,192
ENSG00000119487.16,chr9,125437386,125439012,PAS,True,15,120
ENSG00000119487.16,chr9,125484442,125484573,TSS,False,77,113
ENSG00000119487.16,chr9,125631930,125632464,TSS,True,107,127
ENSG00000056558.10,chr9,120902927,120905238,PAS,False,46,140
ENSG00000056558.10,chr9,120922278,120923792,PAS,True,122,136
ENSG00000056558.10,chr9,120922277,120922691,PAS,True,122,136
ENSG00000056558.10,chr9,120925935,120926281,TSS,True,28,144
ENSG00000136824.18,chr9,104094448,104095323,5AS,True,53,243
ENSG00000136824.18,chr9,104094477,104095323,5AS,True,143,190
ENSG00000136824.18,chr9,104094838,104095323,IR,True,122,136
ENSG00000136824.18,chr9,104094081,104094448,TSS,True,437,497
ENSG00000136824.18,chr9,104094252,104094477,TSS,True,339,497
ENSG00000136824.18,chr9,104094546,104094838,TSS,False,367,497
ENSG00000136824.18,chr9,104124911,104125078,PAS,True,367,457
ENSG00000136824.18,chr9,104101959,104102187,PAS,False,211,447
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,49,194
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,68,295
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,255,295
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,862,3304
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,2480,3304
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,44,408
ENSG00000136891.13,chr9,100301774,100302304,PAS,True,29,202
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,35,200
ENSG00000136891.13,chr9,100349183,100352938,TSS,True,179,200
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,125,368
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,316,368
ENSG00000148053.15,chr9,84702080,84702158,IR,True,22,150
ENSG00000148053.15,chr9,84701958,84702233,TSS,True,72,201
ENSG00000148053.15,chr9,84701956,84702080,TSS,True,178,201
ENSG00000137124.7,chr9,38392622,38392807,TSS,True,22,103
ENSG00000120217.13,chr9,5450540,5450596,TSS,True,20,140
ENSG00000120217.13,chr9,5467839,5470549,PAS,True,70,123
ENSG00000120217.13,chr9,5465498,5466869,PAS,True,109,123
ENSG00000120217.13,chr9,5462833,5463248,PAS,True,74,123
ENSG00000083223.17,chr9,86322499,86323960,PAS,False,35,139
ENSG00000083223.17,chr9,86354270,86354523,TSS,True,27,145
ENSG00000165118.14,chr9,83956163,83956750,TSS,True,12,103
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,221,276
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,60,336
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,272,380
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,118,369
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,337,382
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,155,382
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,320,382
ENSG00000119392.14,chr9,128504904,128508875,ES,True,193,221
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,30,256
ENSG00000147905.17,chr9,37120623,37126311,5AS,False,170,270
ENSG00000147905.17,chr9,37120627,37126311,5AS,True,64,100
ENSG00000147905.17,chr9,37120455,37120623,TSS,False,445,622
ENSG00000147905.17,chr9,37120450,37120627,TSS,True,558,622
ENSG00000147905.17,chr9,37187399,37187571,TSS,True,531,598
ENSG00000147905.17,chr9,37284115,37284328,TSS,False,396,595
ENSG00000147905.17,chr9,37356834,37358149,PAS,True,156,615
ENSG00000147905.17,chr9,37354709,37354810,PAS,False,514,614
ENSG00000178445.9,chr9,6605130,6605405,TSS,True,113,172
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,173,552
ENSG00000148187.17,chr9,122285287,122291748,5AS,True,181,206
ENSG00000148187.17,chr9,122264606,122264938,TSS,True,29,248
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,26,245
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,624,1472
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,647,1495
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,867,1495
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,745,1516
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,929,1516
ENSG00000119397.16,chr9,121075067,121088295,ES,False,124,423
ENSG00000119397.16,chr9,121074451,121075067,TSS,True,52,491
ENSG00000119397.16,chr9,121113501,121113719,PAS,False,120,447
ENSG00000119397.16,chr9,121107801,121109223,PAS,True,374,447
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,42,105
ENSG00000164985.14,chr9,15510116,15510993,TSS,False,69,105
ENSG00000119408.16,chr9,124257916,124258085,TSS,True,253,466
ENSG00000119408.16,chr9,124257980,124258361,TSS,True,408,466
ENSG00000119408.16,chr9,124291939,124292088,TSS,True,370,465
ENSG00000147874.10,chr9,19060153,19060223,PAS,True,139,155
ENSG00000147874.10,chr9,19063045,19063193,PAS,True,57,155
ENSG00000147874.10,chr9,19102523,19102956,TSS,False,26,178
ENSG00000188352.12,chr9,20658304,20658826,TSS,True,81,102
ENSG00000188352.12,chr9,20995555,20996147,PAS,True,48,102
ENSG00000107020.9,chr9,5437788,5437980,TSS,True,57,218
ENSG00000107020.9,chr9,5438212,5438524,TSS,True,177,218
ENSG00000107201.9,chr9,32455304,32457418,PAS,False,164,189
ENSG00000107201.9,chr9,32466358,32466441,PAS,True,52,189
ENSG00000107201.9,chr9,32526060,32526356,TSS,True,34,189
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,59,281
ENSG00000137055.14,chr9,26907530,26907998,PAS,True,244,281
ENSG00000147996.16,chr9,65692608,65698514,ES,False,97,161
ENSG00000147996.16,chr9,65698561,65702969,ES,False,30,160
ENSG00000147996.16,chr9,65731867,65732992,IR,False,125,139
ENSG00000147996.16,chr9,65733509,65734063,PAS,True,125,272
ENSG00000147996.16,chr9,65681573,65682033,PAS,True,169,264
ENSG00000119523.9,chr9,99218836,99221546,ES,True,85,109
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,45,210
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,87,256
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,207,256
ENSG00000197646.7,chr9,5563211,5569953,5AS,True,109,143
ENSG00000197646.7,chr9,5510490,5510803,TSS,False,132,154
ENSG00000197646.7,chr9,5517021,5517122,TSS,True,30,154
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,17,104
ENSG00000080503.23,chr9,2073209,2073342,TSS,True,132,155
ENSG00000080503.23,chr9,2158397,2158594,TSS,True,118,143
ENSG00000080503.23,chr9,2192703,2193624,PAS,True,86,177
ENSG00000080503.23,chr9,2161685,2161895,PAS,True,132,168
ENSG00000125485.17,chr9,132593057,132595112,PAS,True,21,103
ENSG00000125485.17,chr9,132669859,132671244,TSS,True,11,104
ENSG00000165304.7,chr9,36573007,36581643,ES,True,329,394
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,329,399
ENSG00000165304.7,chr9,36581739,36589535,ES,False,165,434
ENSG00000165304.7,chr9,36581739,36594627,ME,True,144,169
ENSG00000165304.7,chr9,36651877,36665349,ES,False,72,506
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,96,517
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,446,517
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,136,1139
ENSG00000136942.14,chr9,124861418,124861566,TSS,True,1012,1139
ENSG00000136933.16,chr9,125200515,125200577,TSS,True,62,203
ENSG00000136933.16,chr9,125200543,125200906,TSS,True,149,203
ENSG00000165025.14,chr9,90801594,90801893,TSS,False,76,106
ENSG00000165025.14,chr9,90801787,90802039,TSS,True,93,106
ENSG00000165025.14,chr9,90827396,90827579,TSS,False,81,106
ENSG00000137074.18,chr9,32987731,32988082,IR,False,42,261
ENSG00000137074.18,chr9,32987731,32989758,ES,False,69,110
ENSG00000137074.18,chr9,32987731,32989758,3AS,False,69,322
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,83,264
ENSG00000137074.18,chr9,32989895,33001566,ES,True,259,308
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,259,294
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,66,377
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,49,106
ENSG00000086102.18,chr9,33313650,33313793,TSS,True,76,101
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,63,103
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,86,103
ENSG00000086102.18,chr9,33369905,33371159,PAS,False,85,105
ENSG00000119326.14,chr9,108942568,108942834,PAS,True,45,133
ENSG00000119326.14,chr9,108990724,108990845,PAS,True,97,127
ENSG00000165219.21,chr9,125261959,125298889,ES,False,65,127
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,43,123
ENSG00000165219.21,chr9,125261793,125261959,TSS,True,26,158
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,83,146
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,83,146
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,34,258
ENSG00000119402.16,chr9,120793257,120793359,5AS,True,104,239
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,178,282
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,148,282
ENSG00000188312.13,chr9,92326105,92332169,IR,True,97,111
ENSG00000188312.13,chr9,92332351,92337540,IR,True,100,114
ENSG00000188312.13,chr9,92337629,92345698,IR,True,100,114
ENSG00000188312.13,chr9,92345787,92379762,IR,True,100,114
ENSG00000188312.13,chr9,92611393,92612522,IR,True,14,108
ENSG00000188312.13,chr9,92612614,92613018,IR,True,14,108
ENSG00000188312.13,chr9,92325455,92326105,TSS,True,18,118
ENSG00000188312.13,chr9,92611312,92615151,PAS,True,28,117
ENSG00000188312.13,chr9,92613018,92617070,PAS,True,103,117
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,41,152
ENSG00000111142.13,chr12,95473994,95474330,TSS,True,20,173
ENSG00000111142.13,chr12,95513651,95515839,PAS,True,19,165
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,84,328
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,126,379
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,265,379
ENSG00000111335.12,chr12,112978428,112978785,TSS,True,52,450
ENSG00000111335.12,chr12,112987037,112988802,PAS,True,236,399
ENSG00000111335.12,chr12,113009086,113011722,PAS,True,220,434
ENSG00000186298.11,chr12,110742652,110742937,TSS,True,93,150
ENSG00000181852.17,chr12,56210568,56213957,ES,False,126,148
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,72,155
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,97,155
ENSG00000167272.10,chr12,120581342,120581402,TSS,True,17,148
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,61,100
ENSG00000135108.14,chr12,117190217,117190519,TSS,True,13,110
ENSG00000174718.11,chr12,31960871,31980877,ES,False,16,102
ENSG00000174718.11,chr12,31959371,31959491,TSS,True,37,133
ENSG00000075856.11,chr12,108544478,108545138,3AS,False,173,195
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,157,219
ENSG00000075856.11,chr12,108530208,108530310,PAS,True,69,207
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,32,222
ENSG00000161800.12,chr12,50016719,50025397,5AS,False,86,113
ENSG00000161800.12,chr12,50025327,50025463,TSS,True,122,146
ENSG00000161800.12,chr12,50025397,50025555,TSS,True,49,146
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,394,2781
ENSG00000139291.13,chr12,71700831,71703218,PAS,True,32,147
ENSG00000139291.13,chr12,71703976,71704060,PAS,False,132,150
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,134,377
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,244,348
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,175,384
ENSG00000151491.13,chr12,15733184,15733297,TSS,True,336,384
ENSG00000151491.13,chr12,15732751,15732795,TSS,True,337,384
ENSG00000139278.9,chr12,75480315,75481054,TSS,True,16,107
ENSG00000123338.12,chr12,54497571,54497891,TSS,True,22,126
ENSG00000123338.12,chr12,54542574,54544995,PAS,True,49,122
ENSG00000087470.17,chr12,32737161,32738263,ES,False,208,253
ENSG00000087470.17,chr12,32737161,32740063,ME,False,201,229
ENSG00000087470.17,chr12,32737161,32740063,ES,False,53,326
ENSG00000123104.11,chr12,26659155,26659285,PAS,True,95,109
ENSG00000123104.11,chr12,26695615,26695650,PAS,True,58,106
ENSG00000123104.11,chr12,26335353,26339483,PAS,False,135,155
ENSG00000123104.11,chr12,26832689,26833277,TSS,True,91,172
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,267,510
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,99,531
ENSG00000120802.13,chr12,98515552,98516146,TSS,True,72,176
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,85,108
ENSG00000120802.13,chr12,98547572,98550348,PAS,True,80,137
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,91,370
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,284,369
ENSG00000111775.2,chr12,120438111,120438229,TSS,False,58,479
ENSG00000251301.6,chr12,68332772,68333664,PAS,True,103,121
ENSG00000251301.6,chr12,68430614,68432131,PAS,True,69,121
ENSG00000251301.6,chr12,68442250,68442392,TSS,True,103,121
ENSG00000251301.6,chr12,68442063,68442772,TSS,True,73,121
ENSG00000136045.11,chr12,107712110,107713461,PAS,True,163,252
ENSG00000136045.11,chr12,107697466,107697588,PAS,True,92,249
ENSG00000211455.7,chr12,27244230,27244332,TSS,True,33,325
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,17,157
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,191,1061
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,1860,6947
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,5329,6943
ENSG00000139370.11,chr12,128815377,128815955,TSS,True,101,114
ENSG00000139370.11,chr12,128809942,128810279,TSS,True,87,113
ENSG00000139370.11,chr12,128819866,128820004,TSS,True,102,115
ENSG00000111732.10,chr12,8604892,8605214,3AS,False,45,164
ENSG00000111732.10,chr12,8612759,8612858,TSS,True,18,176
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,268,348
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,140,328
ENSG00000111642.15,chr12,6581333,6581388,PAS,True,284,324
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,130,345
ENSG00000122986.13,chr12,110689079,110689131,TSS,False,86,216
ENSG00000122986.13,chr12,110689725,110689824,TSS,True,193,216
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,1224,2986
ENSG00000089157.15,chr12,120199309,120199489,TSS,True,2298,2974
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,71,107
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,22,125
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,61,415
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,363,415
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,558,1727
ENSG00000139436.20,chr12,109965574,109967457,3AS,False,23,187
ENSG00000139436.20,chr12,109929791,109933190,PAS,True,159,197
ENSG00000139436.20,chr12,109946928,109948846,PAS,True,58,196
ENSG00000189046.10,chr12,109088512,109092506,ES,False,31,108
ENSG00000189046.10,chr12,109093349,109093478,TSS,True,96,110
ENSG00000189046.10,chr12,109093246,109093510,TSS,True,37,110
ENSG00000189046.10,chr12,109092506,109093486,TSS,True,89,110
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,110,650
ENSG00000111790.13,chr12,26957743,26963341,ES,False,160,200
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,54,258
ENSG00000111790.13,chr12,26960514,26962302,PAS,True,219,254
ENSG00000110958.15,chr12,56664800,56671748,ME,False,41,126
ENSG00000139626.15,chr12,53195625,53197481,TSS,True,103,128
ENSG00000139626.15,chr12,53196578,53197480,TSS,True,113,128
ENSG00000139626.15,chr12,53196040,53197713,TSS,True,111,128
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,77,390
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,57,417
ENSG00000076248.10,chr12,109097531,109097811,TSS,True,119,180
ENSG00000076248.10,chr12,109098146,109098638,TSS,True,102,180
ENSG00000171792.10,chr12,2877282,2887910,ES,False,14,111
ENSG00000171792.10,chr12,2877202,2877282,TSS,True,15,127
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,48,276
ENSG00000118600.11,chr12,63781174,63784969,ES,False,79,105
ENSG00000118600.11,chr12,63780111,63780462,TSS,True,19,108
ENSG00000118600.11,chr12,63808674,63809559,PAS,True,11,108
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,77,155
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,140,157
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,40,180
ENSG00000152556.16,chr12,48135038,48137720,ES,False,13,113
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,50,135
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,862,1284
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,464,1358
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,939,1358
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,141,237
ENSG00000139697.13,chr12,123350441,123364700,ES,True,215,246
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,84,273
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,212,272
ENSG00000257727.5,chr12,56306277,56310595,PAS,True,27,152
ENSG00000257727.5,chr12,56313611,56314966,PAS,True,131,152
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,663,4841
ENSG00000058272.18,chr12,79934694,79935197,TSS,True,21,109
ENSG00000150977.10,chr12,123423157,123436081,ES,True,21,197
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,31,169
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,274,320
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,225,320
ENSG00000139350.11,chr12,96907086,96907300,TSS,True,21,129
ENSG00000139350.11,chr12,96951948,96958078,PAS,True,39,127
ENSG00000139350.11,chr12,96944638,96944795,PAS,True,112,126
ENSG00000139350.11,chr12,96943559,96944643,PAS,True,106,123
ENSG00000134283.17,chr12,42326229,42335882,ES,False,399,503
ENSG00000134283.17,chr12,42335974,42355160,ES,False,147,515
ENSG00000051825.14,chr12,123203084,123210055,ES,False,47,108
ENSG00000051825.14,chr12,123223127,123230260,ES,False,25,100
ENSG00000051825.14,chr12,123152319,123156908,PAS,True,111,128
ENSG00000051825.14,chr12,123193839,123194601,PAS,False,46,118
ENSG00000051825.14,chr12,123233074,123233249,TSS,True,26,130
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,232,420
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,282,418
ENSG00000064102.14,chr12,26914026,26914128,PAS,True,373,418
ENSG00000050426.15,chr12,51048371,51049033,5AS,False,33,250
ENSG00000050426.15,chr12,51049185,51053777,ES,False,28,120
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,66,185
ENSG00000050426.15,chr12,51049185,51056349,ES,False,51,257
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,52,273
ENSG00000050426.15,chr12,51048273,51048371,TSS,True,240,273
ENSG00000111639.7,chr12,6492972,6493716,5AS,False,38,111
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,123,431
ENSG00000111639.7,chr12,6493458,6493799,TSS,False,364,431
ENSG00000161813.21,chr12,50401028,50427761,ES,False,92,108
ENSG00000161813.21,chr12,50400824,50401028,TSS,True,23,145
ENSG00000161813.21,chr12,50475525,50480025,PAS,True,56,137
ENSG00000111596.12,chr12,70242806,70243480,TSS,True,60,557
ENSG00000187109.13,chr12,76047718,76048392,IR,False,240,511
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,129,372
ENSG00000187109.13,chr12,76047718,76048420,IR,False,129,400
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,870,1142
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,772,1147
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,881,1139
ENSG00000187109.13,chr12,76056099,76056161,PAS,True,956,1102
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,120,1161
ENSG00000185480.11,chr12,102124041,102153868,ES,False,26,156
ENSG00000185480.11,chr12,102165883,102195950,ES,False,71,143
ENSG00000185480.11,chr12,102195950,102201497,PAS,True,53,199
ENSG00000185480.11,chr12,102151569,102152931,PAS,True,170,198
ENSG00000183735.9,chr12,64501329,64502119,PAS,False,70,200
ENSG00000123349.13,chr12,53295639,53297849,ES,False,86,596
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,245,950
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,806,950
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,503,2000
ENSG00000166598.14,chr12,103941422,103941547,TSS,True,977,1177
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,1078,1996
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,818,1599
ENSG00000111615.13,chr12,75496885,75499951,PAS,True,80,379
ENSG00000111615.13,chr12,75503945,75504074,PAS,True,318,378
ENSG00000084463.7,chr12,14791221,14791270,PAS,True,39,109
ENSG00000084463.7,chr12,14796075,14797003,PAS,True,80,109
ENSG00000084463.7,chr12,14803351,14803504,TSS,True,13,115
ENSG00000170633.16,chr12,121400218,121416158,ES,False,345,422
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,54,329
ENSG00000111554.14,chr12,68294548,68295366,PAS,True,63,105
ENSG00000111554.14,chr12,68315041,68315265,PAS,True,85,101
ENSG00000111554.14,chr12,68332227,68332395,TSS,True,20,106
ENSG00000166226.12,chr12,69601294,69601588,PAS,True,469,3316
ENSG00000166226.12,chr12,69592975,69593972,PAS,True,2867,3288
ENSG00000136048.13,chr12,101877257,101877920,TSS,True,48,110
ENSG00000111361.12,chr12,123621023,123621920,PAS,True,80,665
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,103,523
ENSG00000070961.15,chr12,89630503,89630645,PAS,True,23,168
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,73,192
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,149,192
ENSG00000135148.11,chr12,112125520,112125618,TSS,True,29,183
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,174,302
ENSG00000198001.13,chr12,43758863,43759016,TSS,True,20,101
ENSG00000198001.13,chr12,43786679,43789542,PAS,True,60,101
ENSG00000198001.13,chr12,43783661,43785056,PAS,True,80,101
ENSG00000198001.13,chr12,43786398,43786525,PAS,False,78,101
ENSG00000184992.10,chr12,124993638,124994003,TSS,False,117,136
ENSG00000184992.10,chr12,125012531,125012636,TSS,True,96,136
ENSG00000111665.11,chr12,6851221,6852357,TSS,True,21,108
