gene,chr,start,end,splice_type,novel,left_ventricle_myocardium_inferior_ENCFF132YCF_in_cov,left_ventricle_myocardium_inferior_ENCFF132YCF_total_cov
ENSG00000183597.15,chr22,20052584,20055942,ES,False,17,106
ENSG00000183597.15,chr22,20052584,20061529,ES,False,31,136
ENSG00000183597.15,chr22,20021064,20021134,TSS,True,106,170
ENSG00000183597.15,chr22,20021099,20021246,TSS,False,119,170
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,87,646
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,34,109
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,25,130
ENSG00000184702.19,chr22,19718196,19718818,TSS,True,101,657
ENSG00000138867.16,chr22,24540437,24543097,PAS,True,35,331
ENSG00000138867.16,chr22,24540437,24543100,PAS,True,297,331
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,89,368
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,25,222
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,208,233
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,105,123
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,62,123
ENSG00000099889.13,chr22,19979080,19979742,IR,True,97,112
ENSG00000099889.13,chr22,19979742,19981030,TSS,True,116,129
ENSG00000099889.13,chr22,20016588,20016859,TSS,True,113,129
ENSG00000099889.13,chr22,19987072,19987244,TSS,True,51,129
ENSG00000198125.12,chr22,35611106,35622477,ES,True,26,165
ENSG00000198125.12,chr22,35617162,35617328,TSS,True,2087,3741
ENSG00000198125.12,chr22,35617361,35617533,TSS,False,3047,3741
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,116,161
ENSG00000069998.12,chr22,17148560,17159125,ES,True,20,194
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,41,239
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,208,239
ENSG00000100242.15,chr22,38752665,38755762,ES,False,191,253
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,138,392
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,62,160
ENSG00000070413.19,chr22,19039121,19041806,ES,True,14,134
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,42,125
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,67,191
ENSG00000070413.19,chr22,19041057,19041276,TSS,True,162,189
ENSG00000100170.9,chr22,32059036,32059344,TSS,False,32,294
ENSG00000198355.4,chr22,49961032,49961124,IR,False,418,481
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,79,497
ENSG00000198355.4,chr22,49960492,49961234,TSS,True,442,497
ENSG00000205560.12,chr22,50567563,50569081,PAS,True,108,736
ENSG00000205560.12,chr22,50568860,50569421,PAS,True,618,722
ENSG00000205560.12,chr22,50578385,50578577,TSS,True,158,739
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,82,171
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,109,170
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,52,189
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,155,189
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,214,263
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,12,111
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,61,127
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,44,184
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,144,184
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,59,132
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,80,305
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,234,305
ENSG00000183963.18,chr22,31095609,31096732,3AS,False,98,115
ENSG00000183963.18,chr22,31095609,31097268,ES,False,368,451
ENSG00000183963.18,chr22,31097060,31097268,IR,False,82,124
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,452,513
ENSG00000183963.18,chr22,31095536,31095609,TSS,False,431,513
ENSG00000183963.18,chr22,31093272,31093876,TSS,True,201,513
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,65,100
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,39,272
ENSG00000075240.16,chr22,46577072,46577290,TSS,False,91,173
ENSG00000075240.16,chr22,46662760,46663172,TSS,False,146,172
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,260,911
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,23,134
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,56,388
ENSG00000100106.20,chr22,37772764,37773782,IR,True,373,418
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,68,441
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,223,267
ENSG00000133454.15,chr22,25742108,25742293,TSS,True,181,222
ENSG00000133454.15,chr22,25846097,25846283,TSS,True,145,221
ENSG00000133454.15,chr22,26026697,26027690,TSS,False,194,217
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,98,155
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,53,102
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,165,277
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,113,278
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,99,174
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,39,201
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,44,162
ENSG00000100359.20,chr22,40400813,40402138,ES,False,30,186
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,25,205
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,24,199
ENSG00000100239.15,chr22,50436452,50437505,ES,False,65,139
ENSG00000100239.15,chr22,50343297,50343550,TSS,True,47,147
ENSG00000100239.15,chr22,50423459,50423614,TSS,False,126,147
ENSG00000160360.12,chr9,136327409,136327763,TSS,False,117,151
ENSG00000160360.12,chr9,136352936,136353155,TSS,False,96,151
ENSG00000241978.9,chr9,110138539,110168398,ES,False,29,153
ENSG00000241978.9,chr9,110136124,110138539,TSS,True,83,192
ENSG00000241978.9,chr9,110125469,110125596,TSS,False,162,193
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,79,102
ENSG00000172889.15,chr9,136665712,136665817,TSS,True,123,138
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,68,138
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,114,138
ENSG00000130723.19,chr9,131474477,131476535,TSS,False,95,113
ENSG00000130723.19,chr9,131483635,131484027,TSS,True,78,113
ENSG00000167081.16,chr9,125960849,125963011,ES,False,39,157
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,50,108
ENSG00000196642.18,chr9,136839250,136839486,TSS,True,85,107
ENSG00000165152.8,chr9,101486948,101487218,TSS,True,40,201
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,79,110
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,92,123
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,44,123
ENSG00000160408.14,chr9,127896332,127899502,ES,False,74,126
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,26,152
ENSG00000130222.10,chr9,89605011,89605174,TSS,True,12,109
ENSG00000107372.12,chr9,72360787,72364695,ES,False,119,207
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,24,235
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,83,262
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,219,262
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,166,225
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,140,225
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,1287,4770
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,18,107
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,54,174
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,127,174
ENSG00000048828.16,chr9,93550586,93550691,TSS,True,81,100
ENSG00000048828.16,chr9,93557855,93558010,TSS,True,56,100
ENSG00000119333.11,chr9,128656540,128656756,TSS,True,68,111
ENSG00000119333.11,chr9,128635091,128636063,TSS,True,88,111
ENSG00000119333.11,chr9,128635657,128636189,TSS,True,99,111
ENSG00000119333.11,chr9,128636135,128636209,TSS,True,91,111
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,20,160
ENSG00000148337.20,chr9,128169519,128170019,ES,False,97,111
ENSG00000148337.20,chr9,128178904,128179072,IR,False,29,109
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,91,113
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,45,113
ENSG00000131669.9,chr9,93126409,93126639,TSS,True,106,119
ENSG00000131669.9,chr9,93134142,93134310,TSS,True,22,119
ENSG00000119487.16,chr9,125484583,125543058,ES,False,51,280
ENSG00000172159.15,chr9,83244621,83248516,PAS,True,70,101
ENSG00000172159.15,chr9,83242989,83243215,PAS,False,38,106
ENSG00000172159.15,chr9,83538084,83538775,TSS,True,92,107
ENSG00000172159.15,chr9,83267011,83267268,TSS,False,21,107
ENSG00000137070.17,chr9,34652128,34652233,TSS,True,21,112
ENSG00000155827.11,chr9,101533827,101533914,TSS,False,11,106
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,58,188
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,147,188
ENSG00000138835.22,chr9,113565001,113565730,TSS,True,184,231
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,209,260
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,145,210
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,52,254
ENSG00000070214.15,chr9,105438280,105438512,PAS,False,28,100
ENSG00000159069.13,chr9,136941684,136942099,5AS,False,187,1140
ENSG00000159069.13,chr9,136941684,136942099,IR,True,187,212
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,1062,1198
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,217,1198
ENSG00000147852.15,chr9,2621113,2622271,TSS,True,22,206
ENSG00000148120.16,chr9,95080780,95086681,ES,False,104,177
ENSG00000148120.16,chr9,95004931,95005065,TSS,True,42,212
ENSG00000148120.16,chr9,95086681,95087481,PAS,True,37,216
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,35,127
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,102,137
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,58,137
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,59,139
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,309,696
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,94,614
ENSG00000148290.9,chr9,133356399,133356489,TSS,True,28,108
ENSG00000148290.9,chr9,133353748,133353788,TSS,True,84,108
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,15,110
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,25,107
ENSG00000119139.19,chr9,69248224,69251034,ES,False,150,176
ENSG00000119139.19,chr9,69121031,69121725,TSS,True,141,193
ENSG00000119139.19,chr9,69173844,69174432,TSS,True,157,193
ENSG00000119139.19,chr9,69220897,69221496,TSS,True,169,193
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,30,159
ENSG00000136877.14,chr9,127803190,127803404,TSS,True,141,159
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,16,158
ENSG00000148343.18,chr9,129036612,129036681,TSS,True,57,195
ENSG00000148343.18,chr9,129040450,129040690,TSS,True,169,195
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,19,188
ENSG00000148356.13,chr9,127451669,127451928,IR,False,138,195
ENSG00000148356.13,chr9,127451475,127451669,TSS,True,69,208
ENSG00000148356.13,chr9,127451467,127452084,TSS,True,151,208
ENSG00000070610.14,chr9,35740362,35740525,IR,True,168,189
ENSG00000070610.14,chr9,35741064,35744296,ES,True,17,169
ENSG00000070610.14,chr9,35748345,35749264,TSS,True,23,204
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,69,157
ENSG00000165119.20,chr9,83973399,83974516,ES,False,21,148
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,69,157
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,88,157
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,74,171
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,129,171
ENSG00000176978.13,chr9,137112230,137112744,IR,True,246,301
ENSG00000176978.13,chr9,137114576,137114646,IR,False,236,278
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,81,317
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,276,317
ENSG00000165238.16,chr9,93290047,93292310,3AS,False,44,142
ENSG00000165238.16,chr9,93292543,93293173,TSS,True,197,244
ENSG00000165238.16,chr9,93268016,93268065,TSS,True,210,246
ENSG00000165238.16,chr9,93288780,93289620,TSS,False,181,244
ENSG00000165238.16,chr9,93317519,93319211,PAS,True,208,241
ENSG00000165238.16,chr9,93320366,93320572,PAS,True,96,249
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,51,286
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,93,262
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,216,311
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,146,311
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,41,111
ENSG00000136842.13,chr9,97501645,97501803,TSS,False,110,536
ENSG00000136842.13,chr9,97564037,97564168,TSS,True,477,536
ENSG00000198467.14,chr9,35682163,35682523,IR,True,100,142
ENSG00000198467.14,chr9,35682163,35684245,ES,True,33,126
ENSG00000198467.14,chr9,35684550,35685268,ME,False,175,394
ENSG00000198467.14,chr9,35684550,35685063,ES,True,175,238
ENSG00000198467.14,chr9,35684550,35685063,IR,False,175,196
ENSG00000198467.14,chr9,35684807,35685268,ES,True,219,282
ENSG00000198467.14,chr9,35681992,35682163,PAS,True,410,545
ENSG00000198467.14,chr9,35681992,35683241,PAS,True,136,511
ENSG00000198467.14,chr9,35689703,35691118,TSS,True,67,545
ENSG00000148341.17,chr9,129010693,129012235,IR,False,129,158
ENSG00000122140.10,chr9,135500619,135500753,TSS,True,20,110
ENSG00000107104.18,chr9,730194,731157,5AS,True,36,280
ENSG00000107104.18,chr9,731266,734747,ES,True,107,270
ENSG00000107104.18,chr9,744589,745172,IR,False,255,286
ENSG00000107104.18,chr9,504037,504754,TSS,True,258,309
ENSG00000107104.18,chr9,710797,713464,TSS,True,271,302
ENSG00000107104.18,chr9,593985,594080,TSS,True,221,304
ENSG00000107104.18,chr9,693679,693786,TSS,True,235,303
ENSG00000107104.18,chr9,745172,746105,PAS,True,52,309
ENSG00000107104.18,chr9,744490,746104,PAS,True,278,309
ENSG00000054148.17,chr9,136848283,136849227,3AS,True,50,103
ENSG00000054148.17,chr9,136850137,136850754,ES,False,292,370
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,206,400
ENSG00000054148.17,chr9,136847904,136848283,TSS,True,297,400
ENSG00000054148.17,chr9,136849755,136850137,TSS,True,310,400
ENSG00000176101.11,chr9,137188778,137189065,IR,False,41,104
ENSG00000176101.11,chr9,137188650,137188778,TSS,True,70,113
ENSG00000176101.11,chr9,137188688,137189265,TSS,True,51,113
ENSG00000095321.16,chr9,129108077,129110482,ES,False,195,220
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,69,289
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,45,129
ENSG00000147872.9,chr9,19115300,19116649,PAS,True,66,341
ENSG00000147872.9,chr9,19108324,19108747,PAS,False,282,344
ENSG00000160539.5,chr9,131289699,131290448,TSS,True,26,206
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,131,173
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,92,172
ENSG00000165269.12,chr9,33385290,33385648,IR,False,41,100
ENSG00000165269.12,chr9,33385866,33386076,IR,True,82,115
ENSG00000165269.12,chr9,33383133,33386195,PAS,False,88,119
ENSG00000165269.12,chr9,33383194,33385290,PAS,True,79,120
ENSG00000165269.12,chr9,33383194,33385866,PAS,True,91,119
ENSG00000165269.12,chr9,33383132,33385231,PAS,True,105,120
ENSG00000165269.12,chr9,33402372,33402606,TSS,True,43,136
ENSG00000106771.12,chr9,109073438,109087172,ES,True,29,256
ENSG00000106771.12,chr9,109080943,109087172,ES,False,74,214
ENSG00000106771.12,chr9,109091152,109106507,3AS,True,45,227
ENSG00000106771.12,chr9,109091155,109106507,ES,True,112,182
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,48,292
ENSG00000111252.10,chr12,111405847,111406277,TSS,False,54,114
ENSG00000111252.10,chr12,111418138,111418877,TSS,False,96,114
ENSG00000092841.18,chr12,56158711,56159586,IR,False,165,208
ENSG00000092841.18,chr12,56160320,56160625,IR,False,154,213
ENSG00000092841.18,chr12,56160320,56161386,ES,False,43,196
ENSG00000092841.18,chr12,56160670,56161386,IR,True,162,213
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,202,423
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,54,260
ENSG00000092841.18,chr12,56160242,56161580,PAS,True,208,258
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,100,157
ENSG00000060138.12,chr12,10704148,10713210,ES,False,1248,2475
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,61,160
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,132,159
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,61,147
ENSG00000135469.13,chr12,56266845,56267252,TSS,True,154,195
ENSG00000135469.13,chr12,56267254,56267433,TSS,True,67,195
ENSG00000139725.7,chr12,121793495,121793985,TSS,True,25,115
ENSG00000139725.7,chr12,121793151,121793246,TSS,True,102,115
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,41,194
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,27,199
ENSG00000211455.7,chr12,27302188,27309113,ES,False,17,146
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,32,293
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,217,1118
ENSG00000057294.14,chr12,32821355,32821902,TSS,True,970,1084
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,70,556
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,145,534
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,425,534
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,77,288
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,218,288
ENSG00000089157.15,chr12,120200831,120201082,3AS,False,622,700
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,155,855
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,88,176
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,69,132
ENSG00000182196.13,chr12,122981266,122981594,IR,False,69,105
ENSG00000182196.13,chr12,122981809,122982030,IR,False,20,197
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,126,214
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,132,214
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,47,174
ENSG00000111540.15,chr12,55986372,55987123,TSS,True,152,174
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,62,348
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,308,348
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,17,102
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,133,261
ENSG00000196531.10,chr12,56715870,56716546,TSS,True,164,261
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,97,111
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,17,101
ENSG00000134294.13,chr12,46371177,46372832,TSS,True,90,101
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,78,142
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,99,142
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,27,171
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,41,381
ENSG00000132341.11,chr12,130872126,130872835,ES,False,33,262
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,162,224
ENSG00000135506.15,chr12,57719182,57720405,ES,False,118,231
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,25,241
ENSG00000172572.6,chr12,20368515,20370244,TSS,True,43,147
ENSG00000196498.13,chr12,124326370,124330844,ES,False,17,119
ENSG00000196498.13,chr12,124332464,124333129,3AS,False,16,108
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,126,142
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,94,142
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,198,1232
ENSG00000177981.10,chr12,48149998,48151200,ES,False,75,103
ENSG00000177981.10,chr12,48157458,48157569,TSS,False,17,116
ENSG00000174233.11,chr12,48788905,48789115,TSS,False,78,153
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,1236,1850
ENSG00000152556.16,chr12,48122677,48122766,IR,False,92,309
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,492,898
ENSG00000152556.16,chr12,48122637,48122859,TSS,True,674,898
ENSG00000152556.16,chr12,48122606,48122677,TSS,True,805,898
ENSG00000139613.11,chr12,56172701,56172936,3AS,True,15,130
ENSG00000139613.11,chr12,56172704,56173695,ES,False,64,179
ENSG00000135424.16,chr12,55697050,55697215,3AS,False,41,399
ENSG00000135424.16,chr12,55698917,55700898,ME,False,25,239
ENSG00000135424.16,chr12,55701154,55712062,ES,False,28,131
ENSG00000135424.16,chr12,55694777,55695496,TSS,True,626,700
ENSG00000135424.16,chr12,55712062,55712257,TSS,True,614,700
ENSG00000135424.16,chr12,55697215,55697441,TSS,True,622,700
ENSG00000110841.13,chr12,27656730,27660883,ES,False,32,114
ENSG00000110841.13,chr12,27664437,27667165,5AS,False,59,115
ENSG00000110841.13,chr12,27673827,27676427,ES,False,18,116
ENSG00000110841.13,chr12,27676599,27679488,ES,False,49,119
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,58,172
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,182,215
ENSG00000176871.8,chr12,118061035,118061192,TSS,True,38,165
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,215,1046
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,172,1102
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,70,136
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,67,136
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,84,105
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,111,161
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,51,309
ENSG00000188026.12,chr12,123472682,123484179,ME,True,265,309
ENSG00000188026.12,chr12,123472682,123484179,ME,True,264,308
ENSG00000188026.12,chr12,123472682,123484179,ES,False,60,374
ENSG00000123349.13,chr12,53295639,53297849,ES,False,28,195
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,36,166
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,128,147
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,118,147
ENSG00000123358.19,chr12,52043710,52043911,TSS,True,68,147
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,23,205
ENSG00000111666.10,chr12,101726404,101728900,5AS,True,282,325
ENSG00000111666.10,chr12,101728900,101729074,PAS,True,45,370
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,21,140
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,104,367
ENSG00000086598.10,chr12,123586939,123590341,ES,True,79,295
ENSG00000174437.16,chr12,110281911,110282712,5AS,True,15,126
ENSG00000174437.16,chr12,110281203,110281918,TSS,True,454,561
ENSG00000174437.16,chr12,110327570,110328017,TSS,False,498,559
ENSG00000174437.16,chr12,110342226,110342448,TSS,True,466,559
ENSG00000174437.16,chr12,110346057,110346118,TSS,True,502,559
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,157,183
ENSG00000110799.13,chr12,5993861,5994182,TSS,True,162,183
ENSG00000110799.13,chr12,6052542,6052784,TSS,True,159,184
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,101,148
ENSG00000197111.15,chr12,53462567,53465931,ES,False,50,130
ENSG00000197111.15,chr12,53462567,53467220,ES,False,21,152
ENSG00000197111.15,chr12,53467293,53468776,ES,False,43,130
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,19,107
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,40,165
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,146,165
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,212,266
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,34,301
ENSG00000186815.12,chr12,113221418,113221626,TSS,True,148,182
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,28,210
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,135,184
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,92,227
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,199,227
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,180,227
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,154,1177
ENSG00000075415.12,chr12,98593685,98594135,TSS,True,1052,1177
ENSG00000135486.17,chr12,54282874,54283811,ES,False,387,563
ENSG00000112787.13,chr12,132490119,132490861,TSS,False,72,106
ENSG00000119242.8,chr12,123944354,123972528,3AS,True,12,107
ENSG00000119242.8,chr12,123972528,123972956,TSS,True,36,152
ENSG00000187778.13,chr12,49568047,49568150,TSS,True,89,174
ENSG00000187778.13,chr12,49565528,49568106,TSS,True,144,174
ENSG00000052126.14,chr12,19129475,19129888,TSS,True,15,115
ENSG00000052126.14,chr12,19375530,19376402,PAS,True,16,114
ENSG00000012822.15,chr12,53727403,53727492,TSS,True,31,267
ENSG00000182326.14,chr12,7060877,7061838,3AS,False,48,202
ENSG00000176485.11,chr11,63614068,63614384,IR,True,48,131
ENSG00000176485.11,chr11,63613999,63614447,TSS,True,49,134
ENSG00000176485.11,chr11,63614384,63614559,TSS,False,86,134
ENSG00000166444.18,chr11,8717740,8718049,TSS,True,92,110
ENSG00000166444.18,chr11,8729949,8731191,TSS,True,94,111
ENSG00000166444.18,chr11,8810516,8810940,TSS,True,66,111
ENSG00000133318.13,chr11,63681778,63749990,ES,False,85,106
ENSG00000109846.7,chr11,111911523,111911816,TSS,True,162,1230
ENSG00000168056.15,chr11,65539881,65540244,ES,False,83,131
ENSG00000168056.15,chr11,65551401,65552157,TSS,True,96,143
ENSG00000168056.15,chr11,65547919,65549708,TSS,True,124,143
ENSG00000168056.15,chr11,65547438,65547568,TSS,False,128,143
ENSG00000110717.12,chr11,68030605,68030733,TSS,True,89,402
ENSG00000186635.14,chr11,72703079,72705804,ES,False,113,151
ENSG00000186635.14,chr11,72714151,72714323,TSS,True,166,196
ENSG00000186635.14,chr11,72721849,72722565,TSS,True,104,196
ENSG00000149091.15,chr11,46347364,46347820,TSS,True,63,100
ENSG00000149091.15,chr11,46372072,46372170,TSS,True,84,100
ENSG00000014216.15,chr11,65181270,65182013,TSS,True,123,307
ENSG00000129170.9,chr11,19201953,19201989,TSS,True,682,2164
ENSG00000129170.9,chr11,19188135,19188295,TSS,True,1573,2164
ENSG00000214530.9,chr11,72755753,72758529,ES,False,21,134
ENSG00000214530.9,chr11,72759381,72781061,5AS,False,18,125
ENSG00000214530.9,chr11,72781663,72781915,TSS,True,40,163
ENSG00000214530.9,chr11,72757766,72757812,TSS,True,137,163
ENSG00000213619.9,chr11,47579018,47579158,TSS,True,31,212
ENSG00000165915.13,chr11,47408441,47408662,TSS,True,44,248
ENSG00000165915.13,chr11,47415287,47416590,PAS,False,26,235
ENSG00000134571.10,chr11,47331881,47332078,IR,True,22,133
ENSG00000134571.10,chr11,47339790,47341116,5AS,True,50,100
ENSG00000134571.10,chr11,47339790,47341121,5AS,True,19,119
ENSG00000134571.10,chr11,47346384,47347425,3AS,True,499,4324
ENSG00000134571.10,chr11,47347479,47347856,3AS,True,133,190
ENSG00000134571.10,chr11,47347479,47347856,IR,True,133,223
ENSG00000134571.10,chr11,47352622,47352764,TSS,False,2941,6832
ENSG00000149182.14,chr11,47176781,47177624,TSS,True,16,149
