gene,chr,start,end,splice_type,novel,ovary_ENCFF984RMR_in_cov,ovary_ENCFF984RMR_total_cov
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,46,130
ENSG00000125447.17,chr17,75261547,75261629,TSS,True,26,105
ENSG00000109111.14,chr17,28661712,28662342,TSS,True,39,127
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,47,181
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,233,263
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,41,264
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,79,271
ENSG00000169727.12,chr17,82051100,82053366,TSS,True,217,271
ENSG00000163597.14,chr17,76557857,76561287,ES,False,96,154
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,39,192
ENSG00000072310.16,chr17,17820089,17820523,TSS,True,110,131
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,110,131
ENSG00000072310.16,chr17,17823517,17823635,TSS,True,110,131
ENSG00000072310.16,chr17,17819537,17822762,TSS,True,108,131
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,217,304
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,166,304
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,241,304
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,127,301
ENSG00000100241.20,chr22,50456673,50459254,ES,False,20,113
ENSG00000100241.20,chr22,50474785,50475055,TSS,True,76,148
ENSG00000100234.11,chr22,32801684,32802122,TSS,False,62,264
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,24,144
ENSG00000100325.14,chr22,29825257,29832244,ES,False,23,105
ENSG00000100325.14,chr22,29832342,29838177,ES,False,37,101
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,30,145
ENSG00000100307.12,chr22,39152375,39152671,TSS,True,79,121
ENSG00000100413.16,chr22,41532157,41532658,5AS,False,105,127
ENSG00000100413.16,chr22,41543990,41544493,TSS,True,43,174
ENSG00000008735.13,chr22,50603281,50603498,TSS,True,95,106
ENSG00000008735.13,chr22,50603850,50605064,TSS,True,64,106
ENSG00000008735.13,chr22,50600675,50600883,TSS,False,73,106
ENSG00000008735.13,chr22,50603620,50603719,TSS,True,94,106
ENSG00000100258.17,chr22,50504451,50504558,IR,False,158,191
ENSG00000100258.17,chr22,50507035,50507581,IR,True,123,137
ENSG00000100258.17,chr22,50506034,50506584,TSS,True,179,201
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,70,201
ENSG00000100258.17,chr22,50506781,50507745,TSS,True,177,201
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,55,177
ENSG00000100321.14,chr22,39376197,39377597,IR,True,113,133
ENSG00000100321.14,chr22,39376197,39381761,3AS,True,19,101
ENSG00000100321.14,chr22,39349825,39350109,TSS,True,50,278
ENSG00000100321.14,chr22,39377597,39378385,PAS,True,126,239
ENSG00000100321.14,chr22,39381695,39385736,PAS,False,157,239
ENSG00000188130.13,chr22,50252377,50253480,PAS,True,26,102
ENSG00000188130.13,chr22,50252900,50255370,PAS,True,88,102
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,21,106
ENSG00000025708.13,chr22,50528610,50529135,IR,False,110,123
ENSG00000025708.13,chr22,50529338,50529495,IR,False,105,123
ENSG00000025708.13,chr22,50523569,50525918,PAS,True,18,145
ENSG00000025708.13,chr22,50529495,50530026,TSS,True,127,145
ENSG00000025708.13,chr22,50529903,50530341,TSS,True,70,145
ENSG00000100353.17,chr22,36529075,36529325,TSS,False,47,444
ENSG00000184164.14,chr22,49917882,49918898,TSS,True,32,148
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,114,127
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,18,132
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,40,125
ENSG00000159307.18,chr22,43223096,43224780,TSS,True,114,134
ENSG00000159307.18,chr22,43343173,43343393,TSS,True,85,137
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,102,976
ENSG00000196576.14,chr22,50279629,50279782,TSS,True,310,348
ENSG00000196576.14,chr22,50282710,50283097,TSS,False,266,348
ENSG00000196576.14,chr22,50281565,50281743,TSS,True,305,348
ENSG00000196576.14,chr22,50307552,50307691,TSS,True,296,348
ENSG00000213923.11,chr22,38293319,38294108,IR,True,87,102
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,18,114
ENSG00000213923.11,chr22,38299894,38300045,TSS,True,149,171
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,107,173
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,65,288
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,426,698
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,20,116
ENSG00000069998.12,chr22,17158456,17159296,TSS,True,101,116
ENSG00000100242.15,chr22,38752665,38755762,ES,False,352,482
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,208,691
ENSG00000073169.13,chr22,50200988,50201590,TSS,False,21,102
ENSG00000100030.14,chr22,21867321,21867668,TSS,True,73,137
ENSG00000070413.19,chr22,19065058,19068099,3AS,False,71,251
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,92,341
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,28,223
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,22,101
ENSG00000099940.11,chr22,20870450,20870533,TSS,True,83,101
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,32,165
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,142,162
ENSG00000189306.10,chr22,42519713,42519822,TSS,True,25,135
ENSG00000100300.17,chr22,43151524,43151604,TSS,True,26,127
ENSG00000100300.17,chr22,43161057,43161190,TSS,True,110,127
ENSG00000099977.14,chr22,23974306,23974491,TSS,True,148,166
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,19,160
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,35,197
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,170,197
ENSG00000099953.9,chr22,23772807,23772978,TSS,True,38,106
ENSG00000099953.9,chr22,23778853,23779416,TSS,True,82,106
ENSG00000244486.8,chr22,20427397,20427468,TSS,True,101,116
ENSG00000244486.8,chr22,20437581,20438352,TSS,True,48,116
ENSG00000100347.14,chr22,43955400,43955598,TSS,True,24,111
ENSG00000100347.14,chr22,43990263,43990406,TSS,False,89,111
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,119,180
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,52,168
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,129,168
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,40,111
ENSG00000183963.18,chr22,31099896,31104315,ES,False,42,172
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,53,178
ENSG00000100097.11,chr22,37675634,37675711,TSS,True,45,447
ENSG00000172346.14,chr22,41560757,41561183,TSS,False,92,295
ENSG00000183741.11,chr22,38872121,38872331,TSS,True,216,254
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,46,114
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,53,121
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,75,121
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,56,239
ENSG00000093010.13,chr22,19959058,19961289,TSS,True,212,239
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,62,388
ENSG00000100106.20,chr22,37746200,37746420,TSS,True,61,452
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,42,108
ENSG00000099917.17,chr22,20585070,20585267,TSS,True,85,105
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,130,150
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,39,167
ENSG00000100075.9,chr22,19178386,19178736,TSS,False,149,167
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,33,141
ENSG00000100297.15,chr22,35424153,35425430,PAS,False,15,141
ENSG00000100316.15,chr22,39318566,39319594,IR,True,65,101
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,42,140
ENSG00000167074.14,chr22,41381920,41382201,TSS,False,124,168
ENSG00000167074.14,chr22,41394215,41394316,TSS,True,86,168
ENSG00000167074.14,chr22,41367456,41367599,TSS,False,150,168
ENSG00000183864.4,chr22,41446378,41446804,TSS,False,74,137
ENSG00000077942.18,chr22,45562911,45563362,PAS,True,315,876
ENSG00000077942.18,chr22,45600306,45602846,PAS,False,572,883
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,160,276
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,57,319
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,113,379
ENSG00000100359.20,chr22,40400813,40402138,ES,False,18,136
ENSG00000100359.20,chr22,40407328,40407412,IR,False,118,146
ENSG00000100359.20,chr22,40408697,40408793,3AS,True,135,151
ENSG00000100359.20,chr22,40409018,40409249,IR,False,107,143
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,21,159
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,23,154
ENSG00000197694.15,chr9,128609284,128611713,ES,False,95,109
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,101,169
ENSG00000130723.19,chr9,131474477,131476535,TSS,False,101,121
ENSG00000165092.12,chr9,72952934,72953072,TSS,True,21,179
ENSG00000167081.16,chr9,125748623,125929654,ES,False,59,296
ENSG00000167081.16,chr9,125960849,125963011,ES,False,173,301
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,62,120
ENSG00000238227.7,chr9,136117972,136118701,TSS,True,103,120
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,76,103
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,91,118
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,42,118
ENSG00000160408.14,chr9,127887591,127890655,5AS,False,55,372
ENSG00000160408.14,chr9,127896332,127899502,ES,False,168,329
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,71,400
ENSG00000130222.10,chr9,89605533,89605666,IR,True,103,117
ENSG00000130222.10,chr9,89605011,89605174,TSS,True,34,155
ENSG00000130222.10,chr9,89605968,89606555,PAS,True,26,155
ENSG00000136807.13,chr9,127788385,127788543,IR,True,153,186
ENSG00000136807.13,chr9,127785503,127786240,TSS,True,20,191
ENSG00000107372.12,chr9,72360787,72364695,ES,False,77,147
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,21,177
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,51,281
ENSG00000107223.12,chr9,136866180,136866312,TSS,True,103,281
ENSG00000107223.12,chr9,136863287,136863449,TSS,True,232,281
ENSG00000107223.12,chr9,136863819,136863873,TSS,True,252,281
ENSG00000137076.20,chr9,35708340,35708487,TSS,True,177,248
ENSG00000137076.20,chr9,35707071,35707255,TSS,True,170,248
ENSG00000137076.20,chr9,35707730,35707895,TSS,True,213,248
ENSG00000106723.16,chr9,88388538,88426381,ES,False,82,110
ENSG00000106723.16,chr9,88448989,88468371,ES,False,24,128
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,47,164
ENSG00000148180.19,chr9,121281562,121301962,ES,False,212,256
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,1373,1618
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,456,1618
ENSG00000136830.11,chr9,127568819,127569150,TSS,True,20,116
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,49,122
ENSG00000107281.9,chr9,137042926,137046685,TSS,True,82,122
ENSG00000181090.20,chr9,137619049,137716625,ES,False,13,111
ENSG00000181090.20,chr9,137728529,137743391,3AS,False,54,118
ENSG00000181090.20,chr9,137744090,137754170,ES,False,21,121
ENSG00000181090.20,chr9,137618929,137619049,TSS,True,50,161
ENSG00000148337.20,chr9,128167164,128169075,5AS,False,30,264
ENSG00000148337.20,chr9,128178904,128179072,IR,False,36,265
ENSG00000148337.20,chr9,128180799,128185546,3AS,False,52,262
ENSG00000148337.20,chr9,128185546,128186462,TSS,True,220,283
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,128,283
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,58,346
ENSG00000119487.16,chr9,125484583,125543058,ES,False,34,115
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,17,135
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,239,847
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,674,847
ENSG00000159069.13,chr9,136942695,136942768,IR,False,300,337
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,321,366
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,82,366
ENSG00000165006.13,chr9,34179016,34179240,TSS,True,15,113
ENSG00000136878.12,chr9,129869844,129870452,IR,True,89,104
ENSG00000136878.12,chr9,129835396,129835499,TSS,False,38,124
ENSG00000136878.12,chr9,129880378,129881842,PAS,True,92,109
ENSG00000136878.12,chr9,129880112,129881841,PAS,True,78,108
ENSG00000136878.12,chr9,129880466,129881842,PAS,False,48,109
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,48,123
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,89,138
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,117,138
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,84,138
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,123,261
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,258,1496
ENSG00000130707.17,chr9,130444854,130444995,TSS,False,15,102
ENSG00000106992.18,chr9,127877622,127877716,TSS,True,31,191
ENSG00000107164.15,chr9,130632278,130635998,ES,True,41,123
ENSG00000148110.15,chr9,94374411,94374927,TSS,False,66,218
ENSG00000148110.15,chr9,94458371,94458464,TSS,True,176,218
ENSG00000136877.14,chr9,127802850,127803062,TSS,False,86,434
ENSG00000136877.14,chr9,127814207,127817707,PAS,False,382,437
ENSG00000136877.14,chr9,127813194,127814505,PAS,True,67,436
ENSG00000107021.15,chr9,128787204,128787376,TSS,True,39,124
ENSG00000148218.15,chr9,113392169,113393446,3AS,False,105,121
ENSG00000148218.15,chr9,113401211,113401357,TSS,True,22,137
ENSG00000165283.15,chr9,35103049,35103184,TSS,True,18,161
ENSG00000196781.14,chr9,81583416,81584305,PAS,False,47,119
ENSG00000196781.14,chr9,81633468,81634301,PAS,True,67,108
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,135,395
ENSG00000165119.20,chr9,83973399,83974516,ES,False,47,378
ENSG00000165119.20,chr9,83978452,83980152,5AS,True,92,111
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,135,395
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,260,395
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,201,436
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,344,436
ENSG00000176978.13,chr9,137111754,137111940,5AS,False,31,264
ENSG00000176978.13,chr9,137112230,137112744,IR,True,169,275
ENSG00000176978.13,chr9,137114576,137114646,IR,False,189,257
ENSG00000176978.13,chr9,137114646,137114909,TSS,True,101,291
ENSG00000176978.13,chr9,137114462,137115159,TSS,True,225,291
ENSG00000148296.6,chr9,133336038,133336212,TSS,False,11,101
ENSG00000160445.10,chr9,128742745,128750621,5AS,True,30,147
ENSG00000160445.10,chr9,128755659,128771814,5AS,True,42,127
ENSG00000160445.10,chr9,128771814,128771942,TSS,False,113,157
ENSG00000160445.10,chr9,128771580,128771936,TSS,True,67,157
ENSG00000204291.10,chr9,98943485,98944072,TSS,True,83,255
ENSG00000164985.14,chr9,15510326,15510816,3AS,False,100,161
ENSG00000164985.14,chr9,15462201,15465580,PAS,False,23,190
ENSG00000164985.14,chr9,15510816,15511132,TSS,True,29,190
ENSG00000167123.18,chr9,128420443,128421074,TSS,True,28,138
ENSG00000148341.17,chr9,129010209,129010669,IR,False,203,237
ENSG00000148341.17,chr9,129010693,129012235,IR,False,145,226
ENSG00000130717.12,chr9,131530645,131531093,5AS,False,14,116
ENSG00000130717.12,chr9,131531066,131531281,TSS,True,19,125
ENSG00000130717.12,chr9,131531093,131531272,TSS,True,111,125
ENSG00000054148.17,chr9,136848968,136849590,TSS,True,18,120
ENSG00000148334.14,chr9,128122479,128122933,IR,False,160,186
ENSG00000106803.9,chr9,99222263,99222366,TSS,True,14,132
ENSG00000095321.16,chr9,129110482,129110797,TSS,True,42,113
ENSG00000136931.9,chr9,124507248,124507433,TSS,True,37,106
ENSG00000177239.14,chr9,137085401,137087218,TSS,True,26,181
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,58,110
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,88,110
ENSG00000137106.17,chr9,37430580,37432138,TSS,False,93,110
ENSG00000165688.11,chr9,136410631,136410739,TSS,True,11,105
ENSG00000233016.6,chr9,136724939,136725054,IR,True,15,107
ENSG00000233016.6,chr9,136724593,136725110,PAS,True,19,111
ENSG00000233016.6,chr9,136724657,136724939,PAS,True,96,111
ENSG00000080503.23,chr9,2047153,2047484,TSS,True,80,174
ENSG00000130635.15,chr9,134730338,134731663,TSS,False,184,210
ENSG00000165072.9,chr9,70043733,70044231,TSS,False,24,203
ENSG00000136942.14,chr9,124861909,124861987,TSS,True,111,1095
ENSG00000119383.19,chr9,129111320,129111631,TSS,True,74,129
ENSG00000119383.19,chr9,129140074,129140151,TSS,True,106,129
ENSG00000160271.15,chr9,133109685,133110295,3AS,False,78,131
ENSG00000160271.15,chr9,133148962,133149433,TSS,False,48,161
ENSG00000160271.15,chr9,133120971,133121299,TSS,True,143,161
ENSG00000165802.22,chr9,137454443,137456410,ES,False,34,169
ENSG00000165802.22,chr9,137455307,137456410,IR,True,131,161
ENSG00000165802.22,chr9,137459031,137459513,TSS,True,49,232
ENSG00000106771.12,chr9,109091152,109093474,3AS,True,14,105
ENSG00000106771.12,chr9,109119334,109120067,TSS,False,19,124
ENSG00000073060.15,chr12,124778586,124786356,ES,False,54,202
ENSG00000073060.15,chr12,124863594,124863959,TSS,True,22,218
ENSG00000023734.10,chr12,15882819,15889927,ES,False,48,212
ENSG00000067182.7,chr12,6341775,6342117,TSS,True,21,107
ENSG00000061273.17,chr12,47795586,47795768,TSS,False,115,200
ENSG00000092841.18,chr12,56160320,56160625,IR,False,1006,1193
ENSG00000092841.18,chr12,56160320,56161386,ES,False,456,1459
ENSG00000092841.18,chr12,56160320,56161386,IR,True,456,638
ENSG00000092841.18,chr12,56160670,56161386,IR,True,1011,1196
ENSG00000092841.18,chr12,56158337,56158404,TSS,True,1124,2574
ENSG00000092841.18,chr12,56161386,56161581,PAS,True,190,1658
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,312,473
ENSG00000060138.12,chr12,10704148,10713210,ES,False,236,706
ENSG00000184575.11,chr12,64404318,64404804,TSS,False,13,107
ENSG00000174718.11,chr12,31985957,31987238,IR,True,101,119
ENSG00000174718.11,chr12,31959371,31959491,TSS,True,28,165
ENSG00000174718.11,chr12,31980877,31985111,PAS,True,128,155
ENSG00000174718.11,chr12,31992377,31993111,PAS,True,38,164
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,100,284
ENSG00000139644.12,chr12,49752461,49752549,TSS,True,237,284
ENSG00000135677.10,chr12,64759084,64759446,TSS,True,62,216
ENSG00000111057.10,chr12,52949079,52949590,TSS,True,13,121
ENSG00000120802.13,chr12,98532822,98535647,PAS,True,32,126
ENSG00000120802.13,chr12,98549415,98550351,PAS,True,109,126
ENSG00000111676.14,chr12,6936025,6937561,TSS,True,82,153
ENSG00000111676.14,chr12,6938526,6939177,TSS,False,102,153
ENSG00000111667.13,chr12,6863308,6863829,5AS,False,222,255
ENSG00000111667.13,chr12,6852017,6852290,TSS,True,35,261
ENSG00000167552.13,chr12,49188976,49189080,TSS,True,71,512
ENSG00000057294.14,chr12,32790307,32792492,PAS,True,16,156
ENSG00000063046.17,chr12,53034709,53037408,5AS,False,985,1114
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,163,1158
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,599,1715
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,1267,1718
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,373,1520
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1199,1520
ENSG00000111642.15,chr12,6607299,6607582,TSS,True,101,133
ENSG00000122965.10,chr12,113966191,113966364,TSS,False,15,102
ENSG00000174099.11,chr12,65278865,65326825,ES,False,33,128
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,768,4057
ENSG00000182196.13,chr12,122980745,122981128,5AS,False,148,212
ENSG00000182196.13,chr12,122981266,122981594,5AS,False,66,162
ENSG00000182196.13,chr12,122981266,122981594,IR,False,66,140
ENSG00000182196.13,chr12,122981299,122981594,3AS,False,96,137
ENSG00000182196.13,chr12,122981299,122981594,IR,False,96,129
ENSG00000182196.13,chr12,122981809,122982030,IR,False,47,261
ENSG00000182196.13,chr12,122980468,122980745,TSS,True,130,278
ENSG00000182196.13,chr12,122980680,122980812,TSS,True,218,278
ENSG00000182196.13,chr12,122982619,122982914,PAS,True,29,278
ENSG00000111540.15,chr12,55974008,55974139,TSS,True,52,194
ENSG00000110955.8,chr12,56645836,56646068,TSS,True,20,181
ENSG00000135390.18,chr12,53676052,53676736,TSS,True,51,188
ENSG00000135390.18,chr12,53672575,53674181,TSS,True,161,188
ENSG00000111481.9,chr12,54325108,54325181,TSS,True,28,125
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,98,735
ENSG00000089159.16,chr12,120265616,120265790,TSS,True,128,150
ENSG00000134294.13,chr12,46372508,46373583,TSS,True,26,172
ENSG00000175215.10,chr12,57827097,57827551,5AS,False,90,109
ENSG00000175215.10,chr12,57846371,57846962,TSS,True,105,224
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,41,114
ENSG00000089693.10,chr12,6752938,6753141,TSS,True,46,390
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,342,494
ENSG00000135506.15,chr12,57719182,57720405,ES,False,328,514
ENSG00000135506.15,chr12,57693960,57694323,TSS,True,58,528
ENSG00000196498.13,chr12,124326370,124327546,5AS,False,84,129
ENSG00000196498.13,chr12,124326370,124330844,ES,False,76,205
ENSG00000196498.13,chr12,124332464,124333129,3AS,False,24,176
ENSG00000196498.13,chr12,124330844,124331981,TSS,True,232,258
ENSG00000196498.13,chr12,124335134,124335260,TSS,False,213,258
ENSG00000196498.13,chr12,124336752,124337110,TSS,True,203,258
ENSG00000062485.18,chr12,56300159,56300392,TSS,True,36,216
ENSG00000211584.13,chr12,47773166,47773440,TSS,True,45,289
ENSG00000173598.13,chr12,93395533,93398770,3AS,False,580,871
ENSG00000123064.12,chr12,113159109,113161269,3AS,False,69,159
ENSG00000123064.12,chr12,113157180,113159112,PAS,True,72,162
ENSG00000123064.12,chr12,113157182,113159109,PAS,True,92,162
ENSG00000123064.12,chr12,113185277,113185495,TSS,True,68,163
ENSG00000152556.16,chr12,48135038,48137720,ES,False,17,117
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,30,139
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,17,100
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,85,100
ENSG00000139613.11,chr12,56163765,56164647,5AS,False,209,255
ENSG00000139613.11,chr12,56172704,56173695,ES,False,190,234
ENSG00000139613.11,chr12,56189350,56190295,TSS,True,37,278
ENSG00000170421.12,chr12,52904657,52905208,TSS,True,25,133
ENSG00000170421.12,chr12,52899774,52901102,TSS,True,116,133
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,30,111
ENSG00000179295.17,chr12,112482205,112486474,3AS,False,118,143
ENSG00000179295.17,chr12,112418882,112419125,TSS,True,16,157
ENSG00000175899.14,chr12,9115763,9116193,TSS,True,135,1093
ENSG00000110811.19,chr12,6828011,6828938,TSS,False,23,114
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,145,852
ENSG00000111678.10,chr12,6944005,6944173,TSS,True,194,285
ENSG00000111678.10,chr12,6945770,6946002,PAS,True,190,285
ENSG00000003056.7,chr12,8940360,8941940,PAS,True,18,162
ENSG00000136003.15,chr12,108562554,108562736,TSS,True,19,166
ENSG00000022840.15,chr12,120563070,120563346,3AS,False,307,345
ENSG00000110917.7,chr12,120687124,120687531,TSS,True,132,171
ENSG00000123416.15,chr12,49131297,49131398,TSS,False,105,535
ENSG00000111077.17,chr12,53058420,53060258,TSS,True,177,218
ENSG00000111077.17,chr12,53047116,53047373,TSS,True,169,219
ENSG00000111077.17,chr12,53060672,53061264,TSS,True,188,218
ENSG00000187109.13,chr12,76047718,76048392,IR,False,63,116
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,115,167
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,94,177
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,135,165
ENSG00000187109.13,chr12,76084566,76084782,TSS,True,20,179
ENSG00000170515.13,chr12,56104303,56104825,TSS,True,20,185
ENSG00000159403.16,chr12,7092386,7092570,TSS,True,684,2346
ENSG00000159403.16,chr12,7091451,7092447,TSS,True,2047,2346
ENSG00000123358.19,chr12,52051370,52051568,TSS,True,106,321
ENSG00000123358.19,chr12,52054325,52055204,TSS,True,252,321
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,71,342
ENSG00000110844.13,chr12,49643397,49643690,IR,False,39,228
ENSG00000110844.13,chr12,49643752,49643860,IR,True,40,228
ENSG00000110844.13,chr12,49644004,49644099,IR,True,40,229
ENSG00000110844.13,chr12,49644099,49644668,PAS,True,192,231
ENSG00000159335.15,chr12,6766149,6766750,TSS,True,113,338
ENSG00000159335.15,chr12,6769693,6769999,TSS,True,288,337
ENSG00000004478.7,chr12,2794937,2795244,TSS,True,16,104
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,28,114
ENSG00000205352.10,chr12,53441792,53442694,5AS,False,94,108
ENSG00000205352.10,chr12,53441698,53441800,TSS,False,105,119
ENSG00000205352.10,chr12,53441712,53441792,TSS,False,25,119
ENSG00000089060.11,chr12,113320498,113320580,IR,False,108,137
ENSG00000089060.11,chr12,113320686,113320849,IR,False,113,147
ENSG00000089060.11,chr12,113321348,113332748,5AS,False,20,145
ENSG00000089060.11,chr12,113334442,113335175,TSS,True,39,167
ENSG00000166888.11,chr12,57105599,57106190,IR,False,88,102
ENSG00000166888.11,chr12,57095403,57096761,PAS,True,16,146
ENSG00000166888.11,chr12,57102947,57104586,PAS,True,94,109
ENSG00000166888.11,chr12,57111128,57112263,TSS,True,82,167
ENSG00000139641.12,chr12,56133873,56134109,3AS,False,128,160
ENSG00000139641.12,chr12,56128093,56128709,TSS,True,54,206
ENSG00000181234.9,chr12,128267125,128267487,TSS,False,37,113
ENSG00000181234.9,chr12,128414886,128415620,TSS,True,94,113
ENSG00000110799.13,chr12,6018364,6019697,TSS,True,115,132
ENSG00000110799.13,chr12,6052542,6052784,TSS,True,108,135
ENSG00000197111.15,chr12,53461143,53462492,3AS,False,215,320
ENSG00000197111.15,chr12,53462567,53467220,ME,False,85,104
ENSG00000197111.15,chr12,53462567,53465931,ES,False,85,290
ENSG00000197111.15,chr12,53467293,53468776,ES,False,196,295
ENSG00000197111.15,chr12,53467843,53468779,3AS,False,23,122
ENSG00000197111.15,chr12,53452104,53452376,TSS,True,111,369
ENSG00000197111.15,chr12,53459404,53461143,TSS,True,310,369
ENSG00000111011.17,chr12,122508447,122511108,3AS,False,60,115
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,249,313
ENSG00000175203.15,chr12,57547027,57547280,TSS,True,52,370
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,16,104
ENSG00000111652.9,chr12,6724818,6728222,ES,False,15,113
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,44,118
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,102,118
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,102,118
ENSG00000075415.12,chr12,98593626,98593740,TSS,True,40,298
