gene,chr,start,end,splice_type,novel,Panc1_ENCFF745DHX_in_cov,Panc1_ENCFF745DHX_total_cov
ENSG00000109184.14,chr4,51843002,51843267,TSS,True,22,100
ENSG00000123933.16,chr4,2261916,2262128,TSS,True,39,137
ENSG00000118816.9,chr4,77075471,77076021,TSS,True,41,163
ENSG00000109586.11,chr4,173295843,173302046,ME,False,301,355
ENSG00000138668.18,chr4,82355401,82356795,ES,False,170,428
ENSG00000138668.18,chr4,82359639,82373445,ES,False,79,433
ENSG00000138674.16,chr4,82829058,82844385,ES,False,82,104
ENSG00000138674.16,chr4,82857764,82863317,ES,False,71,106
ENSG00000138674.16,chr4,82881937,82891087,3AS,False,30,101
ENSG00000138674.16,chr4,82817500,82819253,PAS,True,22,129
ENSG00000138674.16,chr4,82891087,82891255,TSS,False,31,134
ENSG00000002549.12,chr4,17577191,17577567,TSS,True,16,156
ENSG00000153147.5,chr4,143553118,143555581,PAS,False,57,244
ENSG00000109320.11,chr4,102500924,102501788,TSS,True,28,116
ENSG00000109320.11,chr4,102604963,102607319,TSS,True,103,116
ENSG00000159692.15,chr4,1212423,1212912,3AS,False,203,340
ENSG00000159692.15,chr4,1238337,1248915,ES,False,44,237
ENSG00000159692.15,chr4,1211432,1212426,PAS,True,210,350
ENSG00000159692.15,chr4,1211429,1212423,PAS,True,147,350
ENSG00000159692.15,chr4,1248915,1249467,TSS,True,115,370
ENSG00000109084.13,chr17,28319109,28319365,TSS,True,15,136
ENSG00000173801.16,chr17,41755432,41755729,IR,False,263,498
ENSG00000173801.16,chr17,41754603,41755432,PAS,False,242,505
ENSG00000173801.16,chr17,41754606,41755895,PAS,True,271,505
ENSG00000173801.16,chr17,41786587,41786737,TSS,True,463,557
ENSG00000173801.16,chr17,41769417,41769683,TSS,True,230,554
ENSG00000161970.14,chr17,8383156,8383197,TSS,False,123,330
ENSG00000141027.20,chr17,16126206,16137310,3AS,False,71,156
ENSG00000141027.20,chr17,16149517,16151945,ES,False,88,153
ENSG00000141027.20,chr17,16194639,16215361,ES,False,124,160
ENSG00000141027.20,chr17,16029156,16032483,PAS,True,171,201
ENSG00000141027.20,chr17,16126116,16126206,PAS,False,98,169
ENSG00000141027.20,chr17,16126101,16126209,PAS,True,85,169
ENSG00000141027.20,chr17,16215361,16215591,TSS,True,43,203
ENSG00000167693.16,chr17,979318,979823,TSS,True,113,273
ENSG00000006062.15,chr17,45316959,45317107,TSS,True,78,151
ENSG00000196704.11,chr17,68248086,68248639,IR,False,25,127
ENSG00000196704.11,chr17,68248023,68248705,TSS,True,72,175
ENSG00000196704.11,chr17,68248015,68248086,TSS,False,139,175
ENSG00000169718.17,chr17,82058408,82058780,3AS,False,22,218
ENSG00000169718.17,chr17,82058416,82058780,IR,False,195,263
ENSG00000169718.17,chr17,82060093,82060700,IR,False,233,270
ENSG00000169718.17,chr17,82065612,82065871,TSS,True,41,293
ENSG00000277791.4,chr17,38752737,38752829,TSS,True,13,118
ENSG00000243678.11,chr17,51163643,51166956,TSS,True,556,654
ENSG00000243678.11,chr17,51166265,51166497,TSS,True,197,654
ENSG00000243678.11,chr17,51169946,51170049,TSS,True,577,650
ENSG00000176390.11,chr17,30824522,30824783,TSS,True,28,118
ENSG00000185813.10,chr17,81906177,81906463,IR,False,162,190
ENSG00000185813.10,chr17,81906898,81907553,ES,False,157,200
ENSG00000185813.10,chr17,81911266,81911500,TSS,False,65,251
ENSG00000146872.17,chr17,62478382,62479290,TSS,True,45,106
ENSG00000070495.14,chr17,76726346,76726694,TSS,True,30,123
ENSG00000108846.15,chr17,50658496,50659236,IR,True,97,108
ENSG00000108846.15,chr17,50667757,50667862,IR,True,79,105
ENSG00000108846.15,chr17,50634783,50634981,TSS,True,99,172
ENSG00000108846.15,chr17,50691091,50691705,PAS,True,77,172
ENSG00000108846.15,chr17,50667553,50667929,PAS,True,109,134
ENSG00000108846.15,chr17,50660922,50664702,PAS,True,106,122
ENSG00000262814.7,chr17,81703366,81703575,TSS,False,87,239
ENSG00000108312.14,chr17,44212006,44212818,ES,False,117,174
ENSG00000108312.14,chr17,44205032,44207367,PAS,True,33,201
ENSG00000108312.14,chr17,44220739,44221037,TSS,True,172,224
ENSG00000108312.14,chr17,44219444,44219904,TSS,True,151,224
ENSG00000121058.4,chr17,56938187,56939154,PAS,False,37,121
ENSG00000121058.4,chr17,56960774,56961073,TSS,False,23,122
ENSG00000076382.16,chr17,28591981,28593070,TSS,True,177,205
ENSG00000076382.16,chr17,28598895,28600253,TSS,True,50,205
ENSG00000108691.9,chr17,34255284,34255425,TSS,False,146,528
ENSG00000182473.21,chr17,76087720,76088463,ES,True,17,147
ENSG00000182473.21,chr17,76080980,76083750,PAS,True,39,195
ENSG00000182473.21,chr17,76092291,76094581,PAS,True,148,167
ENSG00000182473.21,chr17,76103632,76103791,TSS,True,557,716
ENSG00000197170.9,chr17,67337915,67341052,PAS,True,14,104
ENSG00000108587.15,chr17,30477401,30477464,TSS,True,104,149
ENSG00000185624.14,chr17,81860326,81860636,TSS,True,412,2353
ENSG00000183010.16,chr17,81933376,81934925,ME,False,149,192
ENSG00000183010.16,chr17,81933376,81934652,ES,False,147,444
ENSG00000183010.16,chr17,81934489,81934925,ES,False,45,345
ENSG00000183010.16,chr17,81937261,81937328,TSS,True,221,572
ENSG00000183010.16,chr17,81936747,81937288,TSS,True,428,572
ENSG00000108773.10,chr17,42120965,42121382,TSS,True,84,109
ENSG00000108773.10,chr17,42119536,42119671,TSS,True,69,109
ENSG00000108773.10,chr17,42120029,42120166,TSS,True,98,109
ENSG00000131462.7,chr17,42609647,42609786,TSS,True,82,284
ENSG00000008838.19,chr17,40020350,40021954,3AS,True,18,124
ENSG00000008838.19,chr17,40054360,40054708,TSS,True,83,136
ENSG00000008838.19,chr17,40032648,40033045,TSS,True,107,135
ENSG00000108671.10,chr17,32480631,32480752,IR,False,448,498
ENSG00000108671.10,chr17,32480752,32483319,PAS,True,63,511
ENSG00000167900.11,chr17,78174950,78175049,IR,False,343,383
ENSG00000167900.11,chr17,78172781,78174950,PAS,True,51,396
ENSG00000167900.11,chr17,78174090,78175169,PAS,True,355,395
ENSG00000094804.10,chr17,40287837,40288090,TSS,True,15,114
ENSG00000131473.16,chr17,41893174,41897748,ES,False,164,547
ENSG00000131473.16,chr17,41913896,41918879,3AS,False,261,420
ENSG00000131473.16,chr17,41918879,41919084,TSS,True,213,636
ENSG00000004975.11,chr17,7234068,7234569,TSS,True,41,133
ENSG00000108578.14,chr17,30291806,30292201,TSS,True,43,133
ENSG00000167543.15,chr17,29568830,29569017,IR,False,87,151
ENSG00000167543.15,chr17,29572697,29572811,IR,False,184,206
ENSG00000167543.15,chr17,29566314,29567411,TSS,True,175,229
ENSG00000167543.15,chr17,29568613,29568830,TSS,True,143,229
ENSG00000167543.15,chr17,29572811,29573163,PAS,True,27,211
ENSG00000167543.15,chr17,29572141,29574118,PAS,True,175,196
ENSG00000157637.12,chr17,81251612,81252194,IR,False,559,636
ENSG00000157637.12,chr17,81244811,81246673,PAS,True,202,690
ENSG00000157637.12,chr17,81250064,81251612,PAS,True,609,684
ENSG00000157637.12,chr17,81250135,81252683,PAS,True,552,632
ENSG00000157637.12,chr17,81294822,81295503,TSS,True,375,935
ENSG00000178927.17,chr17,82446696,82449169,ES,False,35,150
ENSG00000178927.17,chr17,82440428,82444124,PAS,True,25,202
ENSG00000178927.17,chr17,82450699,82450791,TSS,False,107,267
ENSG00000108774.14,chr17,42154892,42155022,TSS,True,246,447
ENSG00000161533.11,chr17,75978964,75979472,TSS,True,27,106
ENSG00000005884.17,chr17,50055758,50056645,TSS,True,222,249
ENSG00000161542.16,chr17,76310483,76311700,PAS,True,34,174
ENSG00000161542.16,chr17,76310788,76313016,PAS,True,146,173
ENSG00000161542.16,chr17,76353533,76354031,TSS,True,23,183
ENSG00000167085.11,chr17,49414834,49414901,TSS,False,89,386
ENSG00000182173.12,chr17,75516616,75516745,IR,True,100,132
ENSG00000182173.12,chr17,75516616,75517008,ES,False,15,102
ENSG00000182173.12,chr17,75516910,75517008,IR,False,109,132
ENSG00000182173.12,chr17,75516502,75516616,TSS,True,74,190
ENSG00000182173.12,chr17,75515706,75516910,TSS,True,167,190
ENSG00000182173.12,chr17,75524261,75524748,PAS,True,22,181
ENSG00000136485.14,chr17,63550459,63550815,TSS,True,83,100
ENSG00000185359.12,chr17,81694853,81694923,IR,False,310,357
ENSG00000185359.12,chr17,81695999,81696356,IR,False,319,358
ENSG00000185359.12,chr17,81696747,81696823,IR,False,333,383
ENSG00000185359.12,chr17,81683960,81684103,TSS,True,189,447
ENSG00000173757.9,chr17,42276247,42276586,TSS,False,187,372
ENSG00000072210.18,chr17,19648716,19649124,TSS,True,27,110
ENSG00000129250.11,chr17,4997673,4998156,TSS,True,40,112
ENSG00000129657.15,chr17,77215857,77215958,IR,True,26,180
ENSG00000129657.15,chr17,77215870,77215997,IR,True,70,223
ENSG00000129657.15,chr17,77215935,77216101,IR,True,34,197
ENSG00000129657.15,chr17,77216179,77216244,IR,True,50,236
ENSG00000129657.15,chr17,77216205,77216283,IR,True,28,198
ENSG00000129657.15,chr17,77140848,77141107,TSS,True,310,439
ENSG00000129657.15,chr17,77214650,77216179,TSS,True,306,341
ENSG00000129657.15,chr17,77214639,77215870,TSS,True,281,341
ENSG00000129657.15,chr17,77213917,77217101,PAS,True,123,216
ENSG00000129657.15,chr17,77215997,77217101,PAS,True,388,439
ENSG00000129657.15,chr17,77216244,77217101,PAS,True,370,439
ENSG00000132589.15,chr17,28897525,28897736,TSS,False,47,177
ENSG00000183688.4,chr17,445835,445940,TSS,False,29,184
ENSG00000167881.14,chr17,76072307,76072517,TSS,True,85,383
ENSG00000167881.14,chr17,76067216,76067332,TSS,True,338,383
ENSG00000141279.15,chr17,47531037,47531555,TSS,True,88,388
ENSG00000141279.15,chr17,47612481,47612602,TSS,True,340,384
ENSG00000073584.19,chr17,40647772,40648751,TSS,True,30,194
ENSG00000125445.10,chr17,75261983,75262496,IR,False,159,187
ENSG00000125445.10,chr17,75261675,75261983,TSS,True,39,200
ENSG00000125445.10,chr17,75261640,75262688,TSS,True,173,200
ENSG00000169689.14,chr17,82019381,82019857,ES,False,176,206
ENSG00000169689.14,chr17,82022825,82022915,TSS,True,27,225
ENSG00000182963.9,chr17,44830061,44830292,TSS,False,37,142
ENSG00000132522.15,chr17,7313291,7313379,IR,False,104,116
ENSG00000132522.15,chr17,7313721,7313905,IR,False,93,110
ENSG00000132522.15,chr17,7312655,7312839,PAS,True,31,148
ENSG00000132522.15,chr17,7314555,7314597,PAS,True,114,136
ENSG00000132522.15,chr17,7315330,7316258,TSS,False,82,148
ENSG00000132522.15,chr17,7314958,7315365,TSS,True,87,148
ENSG00000125458.6,chr17,75131180,75131761,TSS,True,112,126
ENSG00000125458.6,chr17,75131533,75131807,TSS,True,106,126
ENSG00000125458.6,chr17,75130752,75131757,TSS,True,113,126
ENSG00000141367.11,chr17,59619349,59620173,TSS,True,98,452
ENSG00000136448.11,chr17,45061298,45061460,TSS,True,49,104
ENSG00000239672.7,chr17,51153558,51153662,TSS,True,173,462
ENSG00000030582.17,chr17,44345096,44345334,TSS,True,426,710
ENSG00000030582.17,chr17,44349658,44349751,TSS,True,559,708
ENSG00000030582.17,chr17,44350396,44350800,TSS,False,632,708
ENSG00000108946.14,chr17,68512399,68512548,TSS,True,152,575
ENSG00000196535.16,chr17,29082438,29086437,ES,False,27,117
ENSG00000196535.16,chr17,29071118,29074914,PAS,True,33,165
ENSG00000196535.16,chr17,29084557,29085648,PAS,True,128,149
ENSG00000196535.16,chr17,29111721,29111957,TSS,True,97,161
ENSG00000196535.16,chr17,29082315,29085041,TSS,False,117,133
ENSG00000181481.13,chr17,30984760,30997241,ES,False,26,104
ENSG00000010244.18,chr17,32360967,32362913,ES,False,17,163
ENSG00000010244.18,chr17,32365487,32367771,ES,False,120,172
ENSG00000010244.18,chr17,32350124,32350326,TSS,True,39,204
ENSG00000010244.18,chr17,32369598,32373763,PAS,True,20,189
ENSG00000170315.13,chr17,16381462,16381901,5AS,False,100,131
ENSG00000170315.13,chr17,16381061,16381184,TSS,True,234,608
ENSG00000170315.13,chr17,16381340,16381462,TSS,False,508,608
ENSG00000141696.12,chr17,41811453,41812635,TSS,True,56,163
ENSG00000141696.12,chr17,41810862,41812899,TSS,True,146,163
ENSG00000109065.11,chr17,74772054,74772217,IR,False,103,175
ENSG00000109065.11,chr17,74772277,74772895,3AS,False,140,167
ENSG00000109065.11,chr17,74772277,74772895,IR,True,140,164
ENSG00000109065.11,chr17,74773039,74773575,IR,False,138,186
ENSG00000109065.11,chr17,74773685,74775621,3AS,False,119,182
ENSG00000109065.11,chr17,74776266,74776381,TSS,True,52,207
ENSG00000109065.11,chr17,74775621,74776273,TSS,True,183,207
ENSG00000132383.11,chr17,1829950,1830126,TSS,False,25,245
ENSG00000197063.10,chr17,81927527,81927738,TSS,True,56,124
ENSG00000184009.11,chr17,81512733,81512855,TSS,True,647,3466
ENSG00000278311.4,chr17,36544905,36545097,TSS,True,67,120
ENSG00000278311.4,chr17,36545485,36545817,TSS,True,91,120
ENSG00000278311.4,chr17,36576481,36579419,TSS,True,94,112
ENSG00000278311.4,chr17,36586049,36586175,PAS,True,42,115
ENSG00000278311.4,chr17,36589207,36589848,PAS,True,92,116
ENSG00000278311.4,chr17,36581343,36581465,PAS,True,96,107
ENSG00000126653.17,chr17,30116793,30116863,TSS,True,36,117
ENSG00000126653.17,chr17,30118079,30118173,TSS,True,91,114
ENSG00000126653.17,chr17,30184614,30186475,PAS,True,45,108
ENSG00000126653.17,chr17,30179089,30179278,PAS,True,85,108
ENSG00000126653.17,chr17,30178070,30178156,PAS,False,94,108
ENSG00000108826.15,chr17,50373130,50373196,TSS,True,16,131
ENSG00000108298.11,chr17,39200112,39200349,TSS,False,49,397
ENSG00000141522.11,chr17,81871297,81871406,TSS,True,118,164
ENSG00000141522.11,chr17,81870635,81871107,TSS,True,142,164
ENSG00000108883.12,chr17,44899368,44899648,TSS,True,58,219
ENSG00000125398.6,chr17,72121018,72121822,TSS,True,81,121
ENSG00000007168.12,chr17,2593611,2594006,TSS,True,45,108
ENSG00000007168.12,chr17,2680210,2680320,TSS,True,91,108
ENSG00000186395.7,chr17,40818786,40818995,TSS,False,29,195
ENSG00000062716.12,chr17,59707510,59707748,TSS,False,50,277
ENSG00000062716.12,chr17,59839767,59841093,PAS,True,44,275
ENSG00000108679.12,chr17,78979823,78979962,TSS,True,127,463
ENSG00000007202.14,chr17,28614438,28615246,PAS,True,25,195
ENSG00000007202.14,chr17,28644988,28645210,TSS,True,169,204
ENSG00000007202.14,chr17,28632048,28634002,TSS,True,166,185
ENSG00000007202.14,chr17,28632941,28635594,TSS,True,131,185
ENSG00000129235.10,chr17,6640996,6641227,TSS,True,182,249
ENSG00000129235.10,chr17,6641059,6641834,TSS,True,190,249
ENSG00000129235.10,chr17,6642248,6642324,TSS,True,217,249
ENSG00000073350.13,chr17,75574260,75574609,ES,False,80,242
ENSG00000073350.13,chr17,75574668,75574870,IR,True,117,166
ENSG00000073350.13,chr17,75574668,75574873,3AS,False,84,201
ENSG00000073350.13,chr17,75574668,75574873,IR,True,84,133
ENSG00000073350.13,chr17,75525429,75525825,TSS,True,163,403
ENSG00000073350.13,chr17,75565134,75568693,TSS,True,233,260
ENSG00000073350.13,chr17,75564352,75567942,PAS,True,162,292
ENSG00000073350.13,chr17,75574873,75575219,PAS,True,316,400
ENSG00000073350.13,chr17,75574870,75575219,PAS,True,277,400
ENSG00000073350.13,chr17,75574609,75575209,PAS,False,354,400
ENSG00000141526.16,chr17,82229040,82229106,TSS,True,56,310
ENSG00000133193.12,chr17,73209768,73227164,ES,False,118,135
ENSG00000133193.12,chr17,73209768,73232085,ES,False,32,167
ENSG00000168610.14,chr17,42316851,42317181,3AS,False,80,699
ENSG00000168610.14,chr17,42317224,42322284,5AS,False,125,698
ENSG00000168610.14,chr17,42348517,42388278,3AS,False,207,562
ENSG00000168610.14,chr17,42348520,42388278,3AS,False,113,355
ENSG00000168610.14,chr17,42388278,42388586,TSS,True,253,819
ENSG00000141698.16,chr17,41835957,41836181,IR,False,30,138
ENSG00000141698.16,chr17,41836181,41836265,TSS,True,140,170
ENSG00000141698.16,chr17,41835858,41836253,TSS,True,64,170
ENSG00000087111.20,chr17,28571188,28571462,IR,False,82,110
ENSG00000087111.20,chr17,28571462,28571566,TSS,True,110,196
ENSG00000087111.20,chr17,28558475,28558568,TSS,True,164,196
ENSG00000087111.20,chr17,28571048,28571566,TSS,True,168,196
ENSG00000091542.8,chr17,18183469,18185013,TSS,False,82,461
ENSG00000171302.16,chr17,78996991,78997490,TSS,True,123,146
ENSG00000171302.16,chr17,79009663,79009801,TSS,True,63,146
ENSG00000159199.13,chr17,48892759,48892840,TSS,False,102,430
ENSG00000108582.11,chr17,30378872,30379726,TSS,True,26,162
ENSG00000082641.15,chr17,48048248,48048462,TSS,True,126,145
ENSG00000132361.16,chr17,2694122,2694290,TSS,False,105,152
ENSG00000132361.16,chr17,2697895,2698568,TSS,True,136,152
ENSG00000002834.17,chr17,38869798,38870258,TSS,True,155,213
ENSG00000002834.17,chr17,38914353,38914475,TSS,False,187,213
ENSG00000108344.14,chr17,39980768,39981190,TSS,True,185,361
ENSG00000011260.13,chr17,51260142,51260926,TSS,False,51,286
ENSG00000011260.13,chr17,51294016,51294045,TSS,True,246,282
ENSG00000182534.13,chr17,76680879,76685071,ES,False,228,268
ENSG00000182534.13,chr17,76679568,76680879,PAS,True,36,304
ENSG00000182534.13,chr17,76675416,76677702,PAS,False,272,308
ENSG00000184557.4,chr17,78359749,78360566,TSS,True,104,337
ENSG00000108465.14,chr17,47971152,47971361,IR,False,77,104
ENSG00000108465.14,chr17,47973650,47973930,IR,False,93,104
ENSG00000108465.14,chr17,47974448,47975158,IR,False,64,113
ENSG00000108465.14,chr17,47975653,47975868,IR,False,56,120
ENSG00000108465.14,chr17,47971015,47971152,TSS,True,61,138
ENSG00000108465.14,chr17,47971020,47971407,TSS,True,108,138
ENSG00000161714.11,chr17,45132247,45132560,TSS,True,72,118
ENSG00000125691.12,chr17,38853697,38853764,TSS,True,355,426
ENSG00000125691.12,chr17,38852603,38853720,TSS,True,217,426
ENSG00000125691.12,chr17,38850361,38850438,TSS,True,351,425
ENSG00000168792.4,chr17,29566085,29568528,TSS,False,39,115
ENSG00000136444.9,chr17,50478771,50479019,TSS,True,52,103
ENSG00000169683.7,chr17,82023042,82023863,TSS,True,82,102
ENSG00000169683.7,chr17,82025396,82025507,TSS,True,36,102
ENSG00000169683.7,chr17,82025554,82027011,TSS,True,91,102
ENSG00000108829.9,chr17,50397212,50397565,TSS,True,98,301
ENSG00000108829.9,chr17,50385117,50385185,TSS,False,264,299
ENSG00000108848.15,chr17,50719561,50719831,TSS,True,69,116
ENSG00000108848.15,chr17,50742722,50743810,TSS,True,94,115
ENSG00000108848.15,chr17,50744739,50744813,TSS,True,92,112
ENSG00000108848.15,chr17,50752199,50756198,PAS,True,90,115
ENSG00000108848.15,chr17,50750500,50756219,PAS,True,86,105
ENSG00000188895.11,chr17,40121989,40123380,TSS,True,50,112
ENSG00000188895.11,chr17,40126257,40126406,TSS,False,100,112
ENSG00000188612.11,chr17,75182813,75182990,TSS,True,123,441
ENSG00000133030.20,chr17,17180088,17184822,ES,False,94,134
ENSG00000133030.20,chr17,17042427,17042971,TSS,True,127,161
ENSG00000133030.20,chr17,17158428,17159002,TSS,True,117,155
ENSG00000087191.12,chr17,63827380,63827514,TSS,True,72,295
ENSG00000121060.17,chr17,56913391,56914085,TSS,True,110,124
ENSG00000129245.11,chr17,7614451,7614927,TSS,True,44,181
ENSG00000109113.19,chr17,28715122,28715218,5AS,False,71,444
ENSG00000109113.19,chr17,28715901,28717212,ME,False,76,101
ENSG00000109113.19,chr17,28715901,28716902,ES,False,78,398
ENSG00000109113.19,chr17,28716058,28716902,3AS,False,284,320
ENSG00000109113.19,chr17,28717212,28718419,TSS,True,186,563
ENSG00000109113.19,chr17,28718121,28718530,TSS,True,503,563
ENSG00000108511.9,chr17,48595742,48596672,PAS,True,23,103
ENSG00000161526.14,chr17,75667317,75667478,TSS,True,32,185
ENSG00000072778.19,chr17,7220529,7220603,IR,False,145,165
ENSG00000072778.19,chr17,7222081,7222176,IR,False,124,183
ENSG00000072778.19,chr17,7222302,7222666,IR,True,151,182
ENSG00000072778.19,chr17,7222865,7223132,IR,False,135,213
ENSG00000072778.19,chr17,7224552,7224641,IR,False,197,225
ENSG00000072778.19,chr17,7219853,7220046,TSS,True,106,249
ENSG00000167721.10,chr17,2336330,2337628,TSS,False,26,157
ENSG00000172301.10,chr17,31859100,31859301,TSS,True,46,184
ENSG00000180891.12,chr17,57866544,57867356,IR,False,67,101
ENSG00000180891.12,chr17,57866473,57868042,TSS,True,141,165
ENSG00000180891.12,chr17,57955224,57955845,TSS,True,141,171
ENSG00000180891.12,chr17,57885228,57885880,TSS,True,142,171
ENSG00000179604.9,chr17,73311892,73312008,TSS,True,107,183
ENSG00000179604.9,chr17,73310880,73311298,TSS,True,147,183
ENSG00000161547.16,chr17,76734562,76735060,IR,False,41,344
ENSG00000161547.16,chr17,76735158,76736153,ES,False,259,290
ENSG00000161547.16,chr17,76735158,76736153,IR,False,259,302
ENSG00000161547.16,chr17,76734114,76735158,PAS,True,77,340
ENSG00000161547.16,chr17,76734114,76734562,PAS,True,319,360
ENSG00000161547.16,chr17,76734118,76736464,PAS,True,293,327
ENSG00000161547.16,chr17,76736798,76737877,TSS,True,124,448
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,18,106
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,50,111
ENSG00000167193.7,chr17,1455876,1456260,TSS,True,32,133
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,77,102
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,19,118
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,15,118
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,157,246
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,50,151
ENSG00000132475.10,chr17,75779656,75779781,TSS,True,316,1290
ENSG00000141580.15,chr17,82648273,82648609,TSS,True,96,240
ENSG00000170037.13,chr17,7932104,7933349,TSS,True,51,103
ENSG00000170037.13,chr17,7934980,7935145,TSS,True,80,103
ENSG00000108654.14,chr17,64506075,64506340,TSS,True,79,443
ENSG00000141030.12,chr17,17271008,17281131,ES,False,12,106
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,439,720
ENSG00000108639.7,chr17,78171054,78171738,ES,False,201,540
ENSG00000108639.7,chr17,78168541,78168715,TSS,True,130,657
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,40,112
ENSG00000225663.7,chr17,81824498,81826197,TSS,True,100,112
ENSG00000173821.19,chr17,80260790,80260902,TSS,True,106,134
ENSG00000173821.19,chr17,80261736,80263778,TSS,True,118,134
ENSG00000173821.19,chr17,80393344,80396286,PAS,True,65,113
ENSG00000161956.12,chr17,7561904,7562263,TSS,True,66,122
ENSG00000161956.12,chr17,7561936,7563791,TSS,True,109,122
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,282,344
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,250,344
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,147,275
ENSG00000006125.17,chr17,35657791,35671753,ES,False,92,152
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,100,205
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,159,205
ENSG00000006125.17,chr17,35723624,35726413,PAS,True,49,204
ENSG00000006125.17,chr17,35598229,35598278,PAS,True,129,164
ENSG00000136436.14,chr17,48830960,48831078,TSS,True,64,380
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,67,114
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,64,114
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,29,164
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,41,125
ENSG00000040633.12,chr17,7235929,7236253,TSS,True,105,122
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,211,414
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,88,202
ENSG00000177731.15,chr17,18251264,18251477,TSS,True,263,294
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,137,294
ENSG00000187531.13,chr17,81914167,81914293,IR,False,112,130
ENSG00000187531.13,chr17,81914530,81914603,IR,False,72,108
ENSG00000187531.13,chr17,81914702,81915439,IR,False,88,113
ENSG00000187531.13,chr17,81917967,81918038,IR,False,90,127
ENSG00000187531.13,chr17,81911937,81912614,PAS,False,20,151
ENSG00000187531.13,chr17,81918038,81918190,TSS,True,74,166
ENSG00000187531.13,chr17,81917829,81918209,TSS,True,137,166
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,69,132
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,111,160
ENSG00000141510.17,chr17,7675993,7676318,TSS,True,132,151
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,262,470
ENSG00000185504.16,chr17,81546908,81548162,TSS,True,168,367
ENSG00000185504.16,chr17,81550247,81551919,TSS,True,324,368
ENSG00000141556.20,chr17,82751859,82752377,TSS,True,79,121
ENSG00000141556.20,chr17,82919354,82923733,TSS,True,95,117
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,271,327
ENSG00000169696.15,chr17,82017088,82017308,5AS,False,15,119
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,30,135
ENSG00000169696.15,chr17,82017308,82017609,PAS,True,16,135
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,28,170
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,60,422
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,417,477
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,115,477
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,604,717
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,310,711
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,142,804
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,218,356
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,295,356
ENSG00000131469.14,chr17,43002754,43002783,TSS,True,217,356
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,85,680
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,139,178
ENSG00000109079.9,chr17,28340306,28340478,TSS,True,148,178
ENSG00000089685.14,chr17,78214248,78214427,TSS,True,82,430
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,61,163
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,142,405
ENSG00000126581.12,chr17,42810928,42813947,ES,False,30,145
ENSG00000126581.12,chr17,42810928,42814523,ES,False,19,164
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,98,157
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,107,166
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,68,166
ENSG00000109062.11,chr17,74748606,74749287,TSS,False,19,140
PB_novel_39361,chr17,18651781,18651865,PAS,True,48,134
ENSG00000170296.9,chr17,7242240,7242441,TSS,False,22,123
ENSG00000011028.13,chr17,62689755,62690062,TSS,True,205,263
ENSG00000011028.13,chr17,62664538,62664949,TSS,True,244,273
ENSG00000011028.13,chr17,62692230,62693602,PAS,True,26,195
ENSG00000121067.17,chr17,49622876,49677932,ES,False,95,124
ENSG00000121067.17,chr17,49677932,49678203,TSS,True,71,195
ENSG00000166685.11,chr17,73192996,73193384,TSS,True,59,167
ENSG00000166685.11,chr17,73201124,73201900,TSS,True,147,166
ENSG00000141568.20,chr17,82519702,82520307,TSS,True,163,213
ENSG00000141568.20,chr17,82568050,82568201,TSS,True,175,213
