gene,chr,start,end,splice_type,novel,type_B_pancreatic_cell_ENCFF058HQU_in_cov,type_B_pancreatic_cell_ENCFF058HQU_total_cov
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,67,555
ENSG00000175061.17,chr17,16439414,16440184,ES,False,844,1383
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,178,1440
ENSG00000175061.17,chr17,16438984,16439414,TSS,True,1279,1440
ENSG00000108592.16,chr17,63819102,63819994,PAS,False,20,166
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,149,166
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,26,166
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,61,159
ENSG00000006744.18,chr17,13017566,13017702,TSS,True,130,159
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,48,100
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,47,143
ENSG00000108559.11,chr17,5384156,5386269,PAS,True,88,299
ENSG00000108559.11,chr17,5387597,5387670,PAS,True,243,299
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,62,289
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,235,297
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,77,297
ENSG00000131747.14,chr17,40395445,40395539,PAS,True,103,124
ENSG00000131747.14,chr17,40396282,40396465,PAS,False,95,124
ENSG00000131747.14,chr17,40398771,40398937,PAS,True,104,124
ENSG00000131747.14,chr17,40398785,40400067,PAS,True,99,123
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,34,129
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,88,476
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,407,476
ENSG00000173812.10,chr17,41688884,41689069,TSS,False,39,165
ENSG00000167183.2,chr17,47953263,47957656,3AS,True,175,203
ENSG00000167183.2,chr17,47951966,47953263,PAS,False,31,208
ENSG00000167183.2,chr17,47951969,47953266,PAS,True,179,208
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,109,128
ENSG00000108424.9,chr17,47656292,47657060,TSS,True,114,128
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,159,254
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,167,262
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,103,262
ENSG00000121067.17,chr17,49622876,49677932,ES,False,233,344
ENSG00000166685.11,chr17,73193384,73196506,3AS,False,92,105
ENSG00000166685.11,chr17,73203631,73204171,PAS,True,98,113
ENSG00000166685.11,chr17,73208313,73209428,PAS,True,23,114
ENSG00000108433.16,chr17,46932199,46938598,ES,False,24,207
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,41,303
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,86,280
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,247,278
ENSG00000108433.16,chr17,46932066,46934340,PAS,True,247,275
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,244,279
ENSG00000136450.12,chr17,58004001,58004922,IR,False,34,134
ENSG00000136450.12,chr17,58005041,58005800,3AS,True,19,124
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,100,134
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,38,133
ENSG00000108588.13,chr17,63745248,63746961,PAS,True,56,275
ENSG00000125450.10,chr17,75205390,75205794,TSS,True,23,106
ENSG00000133026.12,chr17,8569812,8577235,ES,False,358,553
ENSG00000133026.12,chr17,8512463,8512657,PAS,True,87,563
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,82,600
ENSG00000167842.15,chr17,5486684,5488822,ES,False,104,124
ENSG00000167842.15,chr17,5486384,5486684,TSS,True,17,141
ENSG00000163597.14,chr17,76557857,76561287,ES,False,361,609
ENSG00000182541.17,chr22,31248220,31248769,TSS,True,47,143
ENSG00000182541.17,chr22,31278296,31280080,PAS,True,31,134
ENSG00000182541.17,chr22,31276788,31277638,PAS,False,117,134
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,16,152
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,30,100
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,82,100
ENSG00000100296.13,chr22,29549158,29553670,ES,False,86,120
ENSG00000100296.13,chr22,29553670,29555387,TSS,False,28,150
ENSG00000100296.13,chr22,29553447,29553675,TSS,True,132,150
ENSG00000239900.12,chr22,40364365,40366435,ES,False,59,456
ENSG00000183506.17,chr22,21472993,21473405,PAS,True,30,109
ENSG00000183506.17,chr22,21477064,21477915,PAS,True,81,108
ENSG00000183506.17,chr22,21487564,21490145,TSS,True,96,110
ENSG00000183506.17,chr22,21514133,21514242,TSS,False,70,110
ENSG00000183506.17,chr22,21514129,21514229,TSS,True,93,110
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,106,119
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,13,121
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,132,413
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,291,412
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,31,305
ENSG00000100225.17,chr22,32475398,32479132,3AS,False,27,108
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,125,433
ENSG00000100225.17,chr22,32475222,32475398,TSS,True,321,433
ENSG00000100201.20,chr22,38505950,38506341,TSS,True,157,239
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,108,133
ENSG00000093010.13,chr22,19962443,19962815,TSS,False,32,133
ENSG00000100297.15,chr22,35424153,35425430,PAS,False,18,139
ENSG00000100297.15,chr22,35423213,35427283,PAS,True,123,138
ENSG00000100395.14,chr22,41230138,41231621,PAS,True,59,182
ENSG00000100395.14,chr22,41227803,41228254,PAS,False,123,182
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,22,113
ENSG00000099968.17,chr22,17638560,17638886,TSS,True,27,135
ENSG00000099968.17,chr22,17726676,17730617,PAS,True,19,121
ENSG00000099968.17,chr22,17702242,17703760,PAS,True,102,115
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,71,131
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,78,189
ENSG00000182944.17,chr22,29273735,29273864,TSS,True,166,189
ENSG00000182944.17,chr22,29300121,29300999,PAS,True,33,188
ENSG00000182944.17,chr22,29288605,29289694,PAS,True,146,169
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,56,256
ENSG00000100359.20,chr22,40400813,40402138,ES,False,33,107
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,16,119
ENSG00000136811.16,chr9,128459657,128460549,3AS,False,19,136
ENSG00000136811.16,chr9,128461010,128469182,5AS,False,32,125
ENSG00000136811.16,chr9,128456102,128456255,TSS,True,17,148
ENSG00000136811.16,chr9,128500066,128501296,PAS,True,25,148
ENSG00000136811.16,chr9,128494509,128497424,PAS,True,121,142
ENSG00000136875.12,chr9,113275770,113276547,3AS,False,211,264
ENSG00000172785.18,chr9,135030,152033,ES,False,18,173
ENSG00000172785.18,chr9,175784,178815,ES,False,140,178
ENSG00000196305.17,chr9,92210051,92210889,PAS,True,62,152
ENSG00000196305.17,chr9,92255606,92256800,PAS,True,98,123
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,125,152
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,90,152
ENSG00000148308.17,chr9,133054809,133056011,ES,False,99,115
ENSG00000148308.17,chr9,133030700,133031164,TSS,True,17,123
ENSG00000106723.16,chr9,88387652,88388538,TSS,True,91,106
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,80,475
ENSG00000197579.7,chr9,32552433,32552624,TSS,False,78,262
ENSG00000197579.7,chr9,32550773,32551059,TSS,True,192,262
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,240,744
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,512,754
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,247,754
ENSG00000198887.8,chr9,70300045,70303210,PAS,True,145,164
ENSG00000198887.8,chr9,70286199,70286253,PAS,True,147,164
ENSG00000198887.8,chr9,70347065,70347161,PAS,True,140,166
ENSG00000198887.8,chr9,70347612,70347634,PAS,True,127,166
ENSG00000198887.8,chr9,70297965,70298746,PAS,True,146,164
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,89,386
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,310,386
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,105,560
ENSG00000107290.13,chr9,132354916,132355028,TSS,False,24,103
ENSG00000155827.11,chr9,101552382,101552708,PAS,True,49,209
ENSG00000155827.11,chr9,101562245,101566317,PAS,False,194,216
ENSG00000155827.11,chr9,101554693,101555787,PAS,True,190,213
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,525,2009
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,1500,2009
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,287,614
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,166,313
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,372,664
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,496,664
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,516,664
ENSG00000136891.13,chr9,100352771,100352976,TSS,False,28,198
ENSG00000080608.9,chr9,2804147,2804463,PAS,True,48,167
ENSG00000080608.9,chr9,2810365,2810431,PAS,True,142,167
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,20,167
ENSG00000083223.17,chr9,86322499,86323960,PAS,False,51,162
ENSG00000083223.17,chr9,86350444,86353230,PAS,True,141,157
ENSG00000083223.17,chr9,86354270,86354523,TSS,True,31,169
ENSG00000122729.18,chr9,32384584,32384735,TSS,True,22,219
ENSG00000198000.11,chr9,92324209,92325305,5AS,False,75,114
ENSG00000198000.11,chr9,92324209,92325317,5AS,False,18,131
ENSG00000198000.11,chr9,92305748,92305830,PAS,True,95,150
ENSG00000198000.11,chr9,92314937,92316138,PAS,True,56,145
ENSG00000198000.11,chr9,92325179,92325363,TSS,True,114,153
ENSG00000198000.11,chr9,92325305,92325398,TSS,True,76,153
ENSG00000198000.11,chr9,92325317,92325580,TSS,True,135,153
ENSG00000119392.14,chr9,128504673,128504904,TSS,True,17,107
ENSG00000135046.13,chr9,73151912,73158521,IR,True,131,159
ENSG00000135046.13,chr9,73151924,73154197,IR,True,80,580
ENSG00000135046.13,chr9,73151924,73154460,IR,True,896,1396
ENSG00000135046.13,chr9,73154461,73157637,IR,True,219,277
ENSG00000187210.13,chr9,76459305,76500915,ES,False,53,126
ENSG00000187210.13,chr9,76459155,76459305,TSS,True,21,150
ENSG00000119335.16,chr9,128683742,128684007,TSS,True,68,419
ENSG00000148187.17,chr9,122285287,122291748,ES,False,107,121
ENSG00000148187.17,chr9,122322539,122325179,PAS,True,17,150
ENSG00000165119.20,chr9,83969380,83970161,3AS,False,541,1383
ENSG00000165119.20,chr9,83973399,83974516,ES,False,174,1338
ENSG00000165119.20,chr9,83967990,83969440,PAS,True,554,1395
ENSG00000165119.20,chr9,83968082,83969380,PAS,True,854,1395
ENSG00000165119.20,chr9,83980502,83980645,TSS,True,594,1407
ENSG00000165119.20,chr9,83980152,83980270,TSS,True,948,1407
ENSG00000147853.16,chr9,4740936,4741337,TSS,True,15,111
ENSG00000137055.14,chr9,26913947,26919309,ES,False,42,164
ENSG00000137055.14,chr9,26903372,26906076,PAS,True,27,175
ENSG00000119523.9,chr9,99218836,99221546,ES,True,179,208
ENSG00000137106.17,chr9,37422805,37424844,5AS,False,33,151
ENSG00000137106.17,chr9,37422614,37422833,TSS,True,48,169
ENSG00000137106.17,chr9,37422654,37422805,TSS,True,136,169
ENSG00000136868.10,chr9,113221511,113221678,TSS,True,12,108
ENSG00000148229.12,chr9,113410227,113410462,TSS,True,12,101
ENSG00000165304.7,chr9,36573007,36581643,5AS,False,78,116
ENSG00000165304.7,chr9,36581739,36589535,ES,False,27,129
ENSG00000165304.7,chr9,36651877,36665349,ES,False,16,142
ENSG00000165304.7,chr9,36572839,36573007,TSS,True,44,146
ENSG00000165304.7,chr9,36572858,36573198,TSS,True,106,146
ENSG00000165304.7,chr9,36677159,36677942,PAS,True,19,146
ENSG00000165304.7,chr9,36665349,36665581,PAS,True,130,146
ENSG00000165140.10,chr9,94639140,94639548,TSS,True,14,111
ENSG00000165140.10,chr9,94640043,94640257,TSS,True,99,111
ENSG00000135052.16,chr9,86100024,86100232,TSS,True,77,302
ENSG00000137074.18,chr9,32987731,32988082,IR,False,33,215
ENSG00000137074.18,chr9,32988124,32989758,3AS,False,80,215
ENSG00000137074.18,chr9,32989895,33001566,ES,True,146,180
ENSG00000137074.18,chr9,32989895,33001566,5AS,False,146,173
ENSG00000137074.18,chr9,32971423,32973652,PAS,True,38,259
ENSG00000137074.18,chr9,33001566,33001645,TSS,False,59,244
ENSG00000086102.18,chr9,33332502,33338509,3AS,True,118,149
ENSG00000086102.18,chr9,33347117,33347665,3AS,True,29,121
ENSG00000086102.18,chr9,33290411,33290597,TSS,True,46,155
ENSG00000086102.18,chr9,33313650,33313793,TSS,True,134,155
ENSG00000086102.18,chr9,33347662,33348991,PAS,False,59,152
ENSG00000086102.18,chr9,33347665,33348731,PAS,True,123,152
ENSG00000165219.21,chr9,125261959,125298889,ES,False,98,206
ENSG00000165219.21,chr9,125321499,125323797,5AS,False,68,204
ENSG00000165219.21,chr9,125341176,125342256,PAS,True,125,223
ENSG00000165219.21,chr9,125342218,125342257,PAS,True,112,224
ENSG00000119402.16,chr9,120788186,120793148,3AS,False,32,103
ENSG00000119402.16,chr9,120793359,120793424,TSS,True,74,116
ENSG00000119402.16,chr9,120793353,120793427,TSS,False,72,116
ENSG00000119402.16,chr9,120793148,120793363,TSS,True,95,116
ENSG00000111142.13,chr12,95474330,95476073,3AS,False,22,116
ENSG00000111237.18,chr12,110496203,110502048,5AS,True,94,122
ENSG00000111237.18,chr12,110502036,110502127,TSS,True,108,137
ENSG00000111237.18,chr12,110502048,110502127,TSS,True,36,137
ENSG00000181852.17,chr12,56221902,56221999,TSS,True,140,163
ENSG00000181852.17,chr12,56221759,56221944,TSS,True,36,163
ENSG00000139112.10,chr12,10212840,10213219,TSS,True,43,179
ENSG00000092841.18,chr12,56160320,56161386,ES,False,767,935
ENSG00000092841.18,chr12,56160670,56161386,IR,True,168,188
ENSG00000135108.14,chr12,117158063,117165484,3AS,False,279,469
ENSG00000174718.11,chr12,31959371,31959491,TSS,True,61,276
ENSG00000174718.11,chr12,31980877,31985111,PAS,True,25,227
ENSG00000174718.11,chr12,31992377,31993111,PAS,True,243,276
ENSG00000075856.11,chr12,108522213,108523634,PAS,True,65,102
ENSG00000075856.11,chr12,108560842,108561406,TSS,True,12,102
ENSG00000139644.12,chr12,49741548,49741611,TSS,False,346,3198
ENSG00000151491.13,chr12,15620133,15621430,PAS,True,38,127
ENSG00000151491.13,chr12,15660635,15660740,PAS,True,82,117
ENSG00000151491.13,chr12,15789160,15790148,TSS,True,18,127
ENSG00000087470.17,chr12,32737161,32738263,ES,False,116,196
ENSG00000087470.17,chr12,32737161,32740063,ME,False,115,153
ENSG00000087470.17,chr12,32737161,32740063,ES,False,42,273
ENSG00000087470.17,chr12,32737942,32740063,ES,False,38,117
ENSG00000087470.17,chr12,32679194,32679465,TSS,True,35,311
ENSG00000111348.8,chr12,14951005,14951164,TSS,False,111,125
ENSG00000111348.8,chr12,14961536,14961601,TSS,True,30,125
ENSG00000135452.9,chr12,57745000,57745217,TSS,True,28,104
ENSG00000135452.9,chr12,57747103,57747131,TSS,True,84,104
ENSG00000134291.11,chr12,47963633,47964208,5AS,False,292,329
ENSG00000134291.11,chr12,47966172,47966682,5AS,False,121,355
ENSG00000134291.11,chr12,47963562,47963633,TSS,False,71,363
ENSG00000134291.11,chr12,47963586,47963704,TSS,True,326,363
ENSG00000196510.12,chr12,110372899,110374333,PAS,True,42,255
ENSG00000196510.12,chr12,110374662,110376216,PAS,True,215,255
ENSG00000170545.16,chr12,51270255,51270432,TSS,True,117,139
ENSG00000170545.16,chr12,51269244,51270189,TSS,True,112,139
ENSG00000170545.16,chr12,51270058,51270239,TSS,True,52,139
ENSG00000130779.20,chr12,122380558,122422520,ES,False,181,207
ENSG00000130779.20,chr12,122328262,122328426,PAS,True,231,276
ENSG00000130779.20,chr12,122332987,122333143,PAS,False,243,276
ENSG00000130779.20,chr12,122340753,122341697,PAS,True,104,274
ENSG00000130779.20,chr12,122422520,122423000,TSS,True,81,288
ENSG00000139132.14,chr12,32399309,32399959,TSS,True,74,102
ENSG00000139132.14,chr12,32501872,32502338,TSS,True,58,102
ENSG00000139132.14,chr12,32534269,32534498,TSS,False,90,102
ENSG00000057294.14,chr12,32896508,32896832,TSS,True,49,253
ENSG00000057294.14,chr12,32877845,32878485,TSS,True,221,247
ENSG00000063046.17,chr12,53006278,53006496,TSS,True,176,1192
ENSG00000011465.16,chr12,91179361,91179559,TSS,True,243,306
ENSG00000011465.16,chr12,91182654,91182916,TSS,True,78,306
ENSG00000089127.12,chr12,112917700,112919388,3AS,True,104,123
ENSG00000089127.12,chr12,112919388,112919904,PAS,True,55,159
ENSG00000089127.12,chr12,112917546,112919905,PAS,True,129,159
ENSG00000089127.12,chr12,112918596,112919901,PAS,False,140,159
ENSG00000089009.15,chr12,112409586,112409634,TSS,True,540,2095
ENSG00000089009.15,chr12,112408419,112409605,TSS,True,1621,2094
ENSG00000133641.17,chr12,88035738,88042824,ES,False,12,113
ENSG00000111642.15,chr12,6570080,6570693,PAS,True,124,184
ENSG00000111642.15,chr12,6578842,6578917,PAS,True,84,177
ENSG00000111642.15,chr12,6593415,6593614,TSS,True,104,181
ENSG00000089157.15,chr12,120200891,120201082,IR,False,117,136
ENSG00000089157.15,chr12,120201082,120201113,TSS,True,468,2532
ENSG00000064763.10,chr12,29149015,29149407,TSS,True,14,118
ENSG00000196531.10,chr12,56724523,56725262,5AS,False,848,945
ENSG00000196531.10,chr12,56725262,56725531,TSS,True,145,1025
ENSG00000198431.15,chr12,104286893,104287109,TSS,True,79,153
ENSG00000198431.15,chr12,104286935,104287346,TSS,True,130,153
ENSG00000198431.15,chr12,104348352,104350287,PAS,True,29,140
ENSG00000089053.12,chr12,121328458,121330582,3AS,False,313,862
ENSG00000167553.15,chr12,49265010,49265184,TSS,True,58,501
ENSG00000135506.15,chr12,57715970,57716091,3AS,False,193,277
ENSG00000135506.15,chr12,57719182,57720405,ES,False,128,286
ENSG00000111790.13,chr12,26957743,26963341,ES,False,198,261
ENSG00000111790.13,chr12,26964595,26966648,PAS,True,30,289
ENSG00000139218.17,chr12,45925763,45928859,PAS,True,36,302
ENSG00000139218.17,chr12,45990352,45990614,TSS,True,34,318
ENSG00000126749.15,chr12,6975695,6975979,PAS,True,17,135
ENSG00000171792.10,chr12,2877202,2877282,TSS,True,16,105
ENSG00000171792.10,chr12,2885293,2885534,TSS,True,92,105
ENSG00000177981.10,chr12,48153525,48157458,3AS,False,26,120
ENSG00000111641.11,chr12,6566324,6566528,3AS,False,69,190
ENSG00000111641.11,chr12,6567922,6568206,5AS,False,173,200
ENSG00000111641.11,chr12,6568206,6568353,TSS,True,45,218
ENSG00000111641.11,chr12,6568138,6568306,TSS,True,191,218
ENSG00000134531.9,chr12,13196725,13196872,TSS,True,197,236
ENSG00000152556.16,chr12,48135038,48137720,ES,False,79,253
ENSG00000152556.16,chr12,48119237,48119406,TSS,True,44,273
ENSG00000127314.17,chr12,68611043,68648698,5AS,False,402,576
ENSG00000127314.17,chr12,68610571,68611043,TSS,True,202,613
ENSG00000127314.17,chr12,68610868,68611052,TSS,True,440,613
ENSG00000151135.9,chr12,106956065,106967110,ES,False,73,152
ENSG00000151135.9,chr12,106955810,106956065,TSS,True,20,172
ENSG00000123395.14,chr12,52069975,52070242,TSS,True,20,155
ENSG00000110841.13,chr12,27524127,27524365,TSS,True,12,104
ENSG00000139697.13,chr12,123345567,123348028,3AS,False,109,181
ENSG00000139697.13,chr12,123350441,123364700,ES,True,172,192
ENSG00000139697.13,chr12,123320808,123320866,PAS,True,65,206
ENSG00000139697.13,chr12,123323675,123323831,PAS,True,162,206
ENSG00000183283.15,chr12,51238812,51238920,TSS,False,53,256
ENSG00000205707.10,chr12,25195216,25195337,TSS,True,50,121
ENSG00000111261.13,chr12,12350077,12350413,TSS,True,17,165
ENSG00000087494.15,chr12,27958084,27958568,PAS,True,47,107
ENSG00000087494.15,chr12,27962321,27963770,PAS,True,68,100
ENSG00000087494.15,chr12,27970024,27970427,TSS,False,86,107
ENSG00000087494.15,chr12,27969680,27969976,TSS,True,40,107
ENSG00000123415.15,chr12,54181647,54182503,IR,False,16,156
ENSG00000123415.15,chr12,54179806,54182623,PAS,True,19,158
ENSG00000123415.15,chr12,54179802,54181647,PAS,True,143,160
ENSG00000123415.15,chr12,54187818,54188957,TSS,True,137,160
ENSG00000123415.15,chr12,54188950,54189004,TSS,False,78,160
ENSG00000123415.15,chr12,54183655,54183963,TSS,True,126,160
ENSG00000073614.12,chr12,309872,309964,PAS,True,36,294
ENSG00000073614.12,chr12,388926,389635,TSS,True,66,309
ENSG00000150991.14,chr12,124914586,124914848,TSS,False,909,7031
ENSG00000058272.18,chr12,79797240,79797395,PAS,True,30,107
ENSG00000058272.18,chr12,79808493,79808577,PAS,True,94,107
ENSG00000058272.18,chr12,79934694,79935197,TSS,True,17,116
ENSG00000078246.16,chr12,2909580,2922261,ES,False,14,115
ENSG00000078246.16,chr12,2939310,2941138,PAS,True,16,116
ENSG00000151239.13,chr12,43806220,43806611,TSS,True,49,340
ENSG00000111371.15,chr12,46183054,46189071,PAS,True,26,245
ENSG00000111371.15,chr12,46268525,46269447,TSS,True,211,314
ENSG00000111371.15,chr12,46268864,46269414,TSS,True,220,314
ENSG00000134283.17,chr12,42326229,42335882,ES,False,77,103
ENSG00000134283.17,chr12,42335974,42355160,ES,False,38,104
ENSG00000134283.17,chr12,42375074,42387455,ES,False,45,105
ENSG00000111445.13,chr12,118031181,118032239,PAS,True,16,152
ENSG00000110911.15,chr12,51010766,51026314,5AS,False,87,129
ENSG00000110911.15,chr12,50979085,50981803,PAS,True,109,162
ENSG00000110911.15,chr12,50985989,50988435,PAS,True,60,156
ENSG00000110911.15,chr12,51026314,51026417,TSS,True,75,163
ENSG00000110911.15,chr12,51026309,51026457,TSS,True,121,163
ENSG00000111653.19,chr12,6652767,6652935,3AS,False,182,321
ENSG00000111653.19,chr12,6652770,6652944,5AS,False,70,209
ENSG00000196387.9,chr12,133083561,133105509,ES,False,56,111
ENSG00000196387.9,chr12,133080357,133080551,TSS,False,105,117
ENSG00000196387.9,chr12,133080424,133081072,TSS,True,17,117
ENSG00000064102.14,chr12,26914128,26916001,ES,False,19,185
ENSG00000064102.14,chr12,26904264,26905536,PAS,True,95,193
ENSG00000064102.14,chr12,26913456,26913687,PAS,True,129,193
ENSG00000064102.14,chr12,26914026,26914128,PAS,True,172,193
ENSG00000050426.15,chr12,51048371,51049033,5AS,False,35,343
ENSG00000050426.15,chr12,51049185,51053777,ES,False,18,126
ENSG00000050426.15,chr12,51049185,51053811,3AS,False,24,151
ENSG00000050426.15,chr12,51049185,51056349,ES,False,122,351
ENSG00000050426.15,chr12,51052207,51056349,ES,False,56,167
ENSG00000050426.15,chr12,51048279,51048478,TSS,True,51,362
ENSG00000013588.8,chr12,12891377,12891664,TSS,True,131,967
ENSG00000111639.7,chr12,6493057,6493262,TSS,True,25,161
ENSG00000111596.12,chr12,70278274,70310894,ES,False,322,371
ENSG00000187109.13,chr12,76047718,76048392,IR,False,147,279
ENSG00000187109.13,chr12,76047718,76048420,5AS,False,93,240
ENSG00000187109.13,chr12,76047718,76048420,IR,False,93,225
ENSG00000187109.13,chr12,76044892,76048464,PAS,True,340,471
ENSG00000187109.13,chr12,76044744,76047718,PAS,True,231,471
ENSG00000187109.13,chr12,76046179,76049785,PAS,True,418,467
ENSG00000123349.13,chr12,53295941,53296243,IR,False,144,161
ENSG00000170515.13,chr12,56111475,56111529,PAS,False,74,259
ENSG00000170515.13,chr12,56112822,56114677,PAS,True,198,259
ENSG00000139163.15,chr12,22684881,22687765,PAS,True,27,242
ENSG00000166598.14,chr12,103930362,103930564,TSS,True,286,2314
ENSG00000166598.14,chr12,103947632,103948555,PAS,True,1166,2311
ENSG00000166598.14,chr12,103938339,103938459,PAS,True,1378,2086
ENSG00000135678.11,chr12,68933141,68933214,TSS,True,24,160
ENSG00000135404.11,chr12,55728952,55729106,TSS,False,37,318
ENSG00000139629.15,chr12,51379884,51383460,ES,False,117,154
ENSG00000139629.15,chr12,51383582,51391600,ES,False,76,120
ENSG00000139629.15,chr12,51391600,51391693,TSS,True,64,194
ENSG00000110880.10,chr12,108731428,108731991,TSS,True,22,162
ENSG00000070961.15,chr12,89709218,89709634,TSS,False,188,276
ENSG00000070961.15,chr12,89708595,89709328,TSS,False,128,276
ENSG00000135148.11,chr12,112125520,112125618,TSS,True,20,137
ENSG00000118971.7,chr12,4273756,4274235,TSS,False,128,229
ENSG00000127324.8,chr12,71157618,71157845,TSS,True,25,138
ENSG00000127324.8,chr12,71157929,71158167,TSS,True,115,138
ENSG00000111405.8,chr12,47718194,47725358,ES,False,138,176
ENSG00000089060.11,chr12,113334442,113335175,TSS,True,72,101
ENSG00000089818.17,chr12,8082202,8082383,TSS,True,26,208
ENSG00000136051.14,chr12,105162748,105162809,PAS,True,33,166
ENSG00000111011.17,chr12,122522299,122526847,ES,False,87,100
ENSG00000111011.17,chr12,122503584,122505706,PAS,True,32,112
ENSG00000175203.15,chr12,57535845,57546027,5AS,True,715,802
ENSG00000111652.9,chr12,6724152,6724613,5AS,False,26,167
ENSG00000111652.9,chr12,6724179,6724613,5AS,False,109,142
ENSG00000111652.9,chr12,6724014,6724179,TSS,True,68,177
ENSG00000111652.9,chr12,6723952,6724152,TSS,True,151,177
ENSG00000111652.9,chr12,6724099,6724250,TSS,True,144,177
ENSG00000139055.6,chr12,14928944,14929127,TSS,False,35,226
ENSG00000139055.6,chr12,14934855,14935001,TSS,True,202,226
ENSG00000135655.15,chr12,62260055,62260503,TSS,True,12,102
ENSG00000135655.15,chr12,62404192,62409721,PAS,True,32,102
ENSG00000050405.13,chr12,50192561,50195829,3AS,False,342,395
ENSG00000050405.13,chr12,50283419,50283558,TSS,True,146,428
ENSG00000050405.13,chr12,50222020,50222680,TSS,True,314,423
ENSG00000075415.12,chr12,98593740,98593978,IR,False,172,419
ENSG00000028203.17,chr12,95252071,95257149,ES,False,119,203
ENSG00000028203.17,chr12,95266632,95270050,3AS,False,122,223
ENSG00000028203.17,chr12,95217424,95217886,TSS,True,25,238
ENSG00000111581.9,chr12,68734707,68734827,PAS,True,92,160
ENSG00000111581.9,chr12,68742354,68743974,PAS,True,103,160
ENSG00000111581.9,chr12,68713729,68715495,PAS,True,134,156
ENSG00000059804.15,chr12,7936019,7936187,TSS,True,1011,1753
ENSG00000059804.15,chr12,7931244,7931441,TSS,True,1426,1736
ENSG00000118308.15,chr12,25079462,25079701,3AS,False,117,1112
ENSG00000118308.15,chr12,25079462,25079701,IR,False,117,133
ENSG00000198015.12,chr12,93467554,93469191,3AS,False,205,316
ENSG00000004700.15,chr12,21501215,21501412,IR,False,42,130
ENSG00000004700.15,chr12,21501215,21501462,IR,False,22,110
ENSG00000004700.15,chr12,21501372,21501462,IR,False,28,116
ENSG00000004700.15,chr12,21501169,21501643,TSS,True,134,222
ENSG00000004700.15,chr12,21501412,21501657,TSS,True,173,222
ENSG00000004700.15,chr12,21501462,21501664,TSS,True,162,222
ENSG00000139620.12,chr12,48655060,48660467,5AS,False,32,173
ENSG00000139620.12,chr12,48660619,48667692,ES,False,157,175
ENSG00000127328.21,chr12,69738821,69739031,TSS,True,37,110
ENSG00000127328.21,chr12,69778777,69779181,TSS,True,95,110
ENSG00000135111.15,chr12,114677586,114677656,PAS,False,30,100
