gene,chr,start,end,splice_type,novel,endothelial_cell_of_umbilical_vein_ENCFF049QIP_in_cov,endothelial_cell_of_umbilical_vein_ENCFF049QIP_total_cov
ENSG00000109046.14,chr17,27307561,27309272,TSS,True,394,450
ENSG00000173786.16,chr17,41966715,41966887,TSS,False,50,225
ENSG00000167193.7,chr17,1423650,1436789,5AS,False,117,208
ENSG00000087157.18,chr17,78392665,78398251,ES,False,19,116
ENSG00000087157.18,chr17,78404089,78414951,3AS,False,18,103
ENSG00000087157.18,chr17,78404089,78419545,ES,False,12,115
ENSG00000087157.18,chr17,78419675,78424060,5AS,False,86,114
ENSG00000087157.18,chr17,78378633,78378808,TSS,True,15,129
ENSG00000087157.18,chr17,78424060,78424659,PAS,True,13,129
ENSG00000159202.17,chr17,48908384,48908820,TSS,True,35,189
ENSG00000108828.15,chr17,43021935,43022417,TSS,True,185,935
ENSG00000168259.14,chr17,41976420,41976770,PAS,True,13,105
ENSG00000168259.14,chr17,42017339,42017940,TSS,True,37,125
ENSG00000161654.9,chr17,44066463,44066677,TSS,True,26,102
ENSG00000198909.7,chr17,63622218,63622763,TSS,True,55,137
ENSG00000108654.14,chr17,64500326,64500548,IR,True,2868,3209
ENSG00000108654.14,chr17,64500773,64501056,IR,False,78,703
ENSG00000108654.14,chr17,64500773,64502009,IR,False,2479,3102
ENSG00000108654.14,chr17,64498253,64500326,PAS,True,378,3261
ENSG00000109083.13,chr17,28331987,28335339,ES,False,70,116
ENSG00000109083.13,chr17,28328323,28328733,PAS,True,14,116
ENSG00000224877.3,chr17,81239678,81240986,5AS,False,138,156
ENSG00000141030.12,chr17,17276164,17281131,3AS,False,186,211
ENSG00000177469.12,chr17,42422626,42423258,TSS,False,306,1112
ENSG00000108639.7,chr17,78171054,78171738,ES,False,75,382
ENSG00000225663.7,chr17,81822907,81823208,IR,False,66,402
ENSG00000225663.7,chr17,81822412,81823311,PAS,True,69,402
ENSG00000225663.7,chr17,81822416,81822907,PAS,True,346,412
ENSG00000225663.7,chr17,81833237,81833309,TSS,True,50,412
ENSG00000175061.17,chr17,16439414,16439580,3AS,False,26,105
ENSG00000175061.17,chr17,16439414,16439659,3AS,False,22,127
ENSG00000175061.17,chr17,16439414,16440184,ES,False,362,487
ENSG00000175061.17,chr17,16438983,16439060,TSS,True,111,551
ENSG00000167874.6,chr17,7855284,7855770,3AS,False,75,192
ENSG00000167874.6,chr17,7855444,7856097,PAS,True,78,192
ENSG00000167874.6,chr17,7855770,7856097,PAS,False,117,192
ENSG00000197879.16,chr17,1491599,1491883,TSS,True,187,214
ENSG00000197879.16,chr17,1485693,1486131,TSS,True,146,214
ENSG00000197879.16,chr17,1492412,1492728,TSS,True,184,214
ENSG00000141551.14,chr17,82273305,82273721,TSS,True,33,122
ENSG00000006125.17,chr17,35657791,35671753,ES,False,58,101
ENSG00000006125.17,chr17,35587263,35587428,TSS,True,30,111
ENSG00000006125.17,chr17,35587377,35587597,TSS,True,96,111
ENSG00000141295.13,chr17,47837675,47838002,PAS,True,23,101
ENSG00000141295.13,chr17,47837685,47838450,PAS,True,84,101
ENSG00000141295.13,chr17,47841207,47841359,TSS,True,25,101
ENSG00000141295.13,chr17,47840669,47841243,TSS,True,89,101
ENSG00000166582.9,chr17,16348685,16349930,3AS,False,104,140
ENSG00000166582.9,chr17,16342516,16342941,PAS,True,16,150
ENSG00000108592.16,chr17,63826835,63827065,TSS,True,65,111
ENSG00000108592.16,chr17,63827051,63827671,TSS,True,66,111
ENSG00000006744.18,chr17,13017702,13018044,TSS,True,28,260
ENSG00000108384.14,chr17,58692685,58694930,5AS,False,12,117
ENSG00000108384.14,chr17,58692569,58692788,TSS,True,28,125
ENSG00000108384.14,chr17,58734117,58735612,PAS,True,42,124
ENSG00000108384.14,chr17,58694930,58695379,PAS,True,84,122
ENSG00000040633.12,chr17,7236566,7237384,3AS,False,15,147
ENSG00000040633.12,chr17,7239245,7239501,TSS,True,51,162
ENSG00000182446.13,chr17,81636915,81637112,TSS,True,95,234
ENSG00000177731.15,chr17,18251813,18251998,3AS,False,104,247
ENSG00000177731.15,chr17,18258627,18258774,TSS,True,258,498
ENSG00000124422.11,chr17,21042664,21043082,TSS,False,101,159
ENSG00000261371.5,chr17,64323845,64348259,ME,True,103,152
ENSG00000261371.5,chr17,64323845,64341633,5AS,True,64,109
ENSG00000261371.5,chr17,64390601,64391244,TSS,True,2767,3870
ENSG00000136490.8,chr17,63700031,63700137,TSS,True,86,295
ENSG00000141510.17,chr17,7687376,7687550,TSS,True,47,109
ENSG00000142507.9,chr17,4796133,4796296,TSS,True,607,1879
ENSG00000132471.11,chr17,75855238,75855369,TSS,True,31,120
ENSG00000169696.15,chr17,82016869,82016940,IR,False,131,147
ENSG00000169696.15,chr17,81977524,81977748,TSS,True,18,162
ENSG00000131467.10,chr17,42833140,42833673,TSS,True,27,266
ENSG00000172809.12,chr17,74203710,74203917,5AS,False,169,1374
ENSG00000172809.12,chr17,74203674,74203710,TSS,False,1298,1467
ENSG00000172809.12,chr17,74203671,74203745,TSS,True,264,1467
ENSG00000131747.14,chr17,40417770,40417978,TSS,False,61,152
ENSG00000131747.14,chr17,40400208,40400426,TSS,True,132,147
ENSG00000131469.14,chr17,42998395,42998471,TSS,False,487,1585
ENSG00000131469.14,chr17,42998437,43000102,TSS,True,1378,1585
ENSG00000131469.14,chr17,42998448,42998831,TSS,False,1332,1585
ENSG00000178999.12,chr17,8206888,8207175,IR,False,208,232
ENSG00000178999.12,chr17,8207840,8210529,ES,False,62,254
ENSG00000109079.9,chr17,28335711,28335856,TSS,True,1234,1384
ENSG00000089685.14,chr17,78214789,78223464,ES,False,57,567
ENSG00000108528.13,chr17,4939815,4940068,TSS,True,68,426
ENSG00000108424.9,chr17,47649719,47650284,TSS,True,217,321
ENSG00000187838.16,chr17,7394476,7394865,TSS,False,107,200
ENSG00000126581.12,chr17,42810928,42813947,ES,False,30,226
ENSG00000126581.12,chr17,42823879,42824154,5AS,False,121,246
ENSG00000126581.12,chr17,42824132,42824301,TSS,True,137,262
ENSG00000126581.12,chr17,42824154,42824315,TSS,True,140,262
ENSG00000171298.12,chr17,80101141,80101625,TSS,True,43,128
ENSG00000011295.15,chr17,16000032,16000117,IR,False,99,111
ENSG00000011295.15,chr17,16000245,16001914,5AS,False,87,113
ENSG00000011295.15,chr17,15999280,16000032,TSS,True,44,143
ENSG00000011028.13,chr17,62627131,62627920,TSS,True,92,110
ENSG00000121067.17,chr17,49622876,49677932,ES,False,213,260
ENSG00000108395.13,chr17,59106440,59106907,TSS,True,82,149
ENSG00000108433.16,chr17,46923103,46923221,TSS,True,21,129
ENSG00000108433.16,chr17,46938598,46944788,PAS,True,28,119
ENSG00000108433.16,chr17,46935028,46936964,PAS,True,105,118
ENSG00000141552.17,chr17,81891833,81893551,5AS,False,126,314
ENSG00000141552.17,chr17,81891833,81894466,ES,False,138,265
ENSG00000141552.17,chr17,81891833,81894466,5AS,False,138,495
ENSG00000141552.17,chr17,81891841,81893551,5AS,False,147,186
ENSG00000141552.17,chr17,81891841,81894466,ES,False,131,280
ENSG00000141552.17,chr17,81891841,81894466,5AS,False,131,208
ENSG00000141552.17,chr17,81891657,81891833,TSS,True,391,657
ENSG00000141552.17,chr17,81891731,81891841,TSS,True,377,657
ENSG00000141552.17,chr17,81891682,81891863,TSS,True,585,657
ENSG00000013306.15,chr17,44322528,44322807,3AS,False,220,282
ENSG00000178307.9,chr17,21198840,21214090,ES,False,100,155
ENSG00000132481.6,chr17,75876813,75877873,5AS,True,144,176
ENSG00000132481.6,chr17,75877873,75878588,TSS,False,46,191
ENSG00000132481.6,chr17,75877850,75878587,TSS,True,162,191
ENSG00000109099.14,chr17,15260649,15260840,TSS,True,168,222
ENSG00000109099.14,chr17,15262428,15262555,TSS,True,66,222
ENSG00000185298.12,chr17,81666348,81666900,TSS,False,18,111
ENSG00000136450.12,chr17,58004001,58004922,IR,False,42,318
ENSG00000136450.12,chr17,58005600,58005800,IR,False,285,317
ENSG00000136450.12,chr17,58000922,58004001,PAS,True,282,324
ENSG00000136450.12,chr17,58000923,58005600,PAS,True,59,323
ENSG00000183018.8,chr17,4498857,4499417,TSS,False,79,171
ENSG00000183018.8,chr17,4533718,4533853,TSS,True,127,166
ENSG00000182628.12,chr17,59112345,59131280,ES,False,61,158
ENSG00000174231.16,chr17,1684779,1684871,TSS,True,71,110
ENSG00000108561.8,chr17,5438841,5439193,TSS,False,171,1366
ENSG00000133026.12,chr17,8474204,8475948,PAS,True,14,117
ENSG00000133026.12,chr17,8630653,8630906,TSS,True,57,133
ENSG00000108961.13,chr17,8289588,8289812,IR,False,74,124
ENSG00000108961.13,chr17,8289812,8290092,PAS,True,56,143
ENSG00000108961.13,chr17,8289502,8290086,PAS,True,101,137
ENSG00000175826.11,chr17,7251194,7251987,TSS,True,42,123
ENSG00000177885.14,chr17,75393550,75393855,TSS,True,208,239
ENSG00000177885.14,chr17,75405488,75405707,TSS,True,67,240
ENSG00000127774.6,chr17,3668899,3669097,5AS,False,233,287
ENSG00000127774.6,chr17,3668811,3668899,TSS,False,90,323
ENSG00000127774.6,chr17,3668811,3669012,TSS,True,269,323
ENSG00000169727.12,chr17,82054049,82054509,3AS,False,273,317
ENSG00000169727.12,chr17,82054975,82055164,3AS,False,43,328
ENSG00000169727.12,chr17,82051518,82051964,TSS,False,46,342
ENSG00000163597.14,chr17,76557857,76561287,ES,False,118,226
ENSG00000163597.14,chr17,76557759,76557857,TSS,True,58,284
ENSG00000129197.14,chr17,5422829,5432541,ES,False,35,149
ENSG00000129197.14,chr17,5426299,5432541,ES,False,38,111
ENSG00000129197.14,chr17,5419870,5420291,TSS,True,97,250
ENSG00000072310.16,chr17,17836726,17837034,TSS,True,52,139
ENSG00000128309.16,chr22,37019036,37019774,TSS,True,333,458
ENSG00000128309.16,chr22,37019747,37019872,TSS,True,182,458
ENSG00000128309.16,chr22,37024188,37024810,TSS,False,412,458
ENSG00000099956.19,chr22,23791867,23793558,5AS,False,189,481
ENSG00000100412.15,chr22,41468798,41469182,TSS,False,22,211
ENSG00000188677.14,chr22,44024065,44024451,TSS,True,40,122
ENSG00000188677.14,chr22,44025945,44026376,TSS,False,98,122
ENSG00000128340.14,chr22,37244113,37244322,TSS,True,56,248
ENSG00000100422.13,chr22,46684408,46687206,PAS,True,11,105
ENSG00000100422.13,chr22,46738006,46738284,TSS,True,54,144
ENSG00000100109.16,chr22,26512393,26512505,TSS,True,16,109
ENSG00000099949.19,chr22,20981980,20982571,TSS,True,42,101
ENSG00000100325.14,chr22,29832342,29838177,ES,False,82,154
ENSG00000100325.14,chr22,29838177,29838308,TSS,True,71,236
ENSG00000100319.12,chr22,29766948,29767045,TSS,False,17,101
ENSG00000100319.12,chr22,29766871,29766992,TSS,True,89,101
ENSG00000241878.11,chr22,31662143,31662415,TSS,True,116,181
ENSG00000241878.11,chr22,31630803,31630872,TSS,True,156,181
ENSG00000100413.16,chr22,41532157,41532658,5AS,False,97,109
ENSG00000100258.17,chr22,50507581,50507802,TSS,True,75,266
ENSG00000100058.12,chr22,25448284,25455711,ES,True,122,220
ENSG00000198911.11,chr22,41832415,41833358,TSS,True,75,160
ENSG00000100280.16,chr22,29388423,29388588,TSS,True,63,130
ENSG00000188130.13,chr22,50261384,50261927,TSS,True,67,194
ENSG00000188130.13,chr22,50261166,50261797,TSS,False,152,194
ENSG00000239900.12,chr22,40364365,40366435,ES,False,28,269
ENSG00000099998.17,chr22,24220116,24224995,ES,False,93,113
ENSG00000099998.17,chr22,24225411,24225545,3AS,False,90,104
ENSG00000099998.17,chr22,24225652,24226630,ES,True,25,106
ENSG00000099998.17,chr22,24231530,24244552,ES,True,22,108
ENSG00000099998.17,chr22,24244552,24245748,TSS,True,19,126
ENSG00000100034.13,chr22,21919417,21923471,PAS,True,49,201
ENSG00000100034.13,chr22,21952791,21952896,TSS,True,67,253
ENSG00000184076.13,chr22,29767548,29769677,5AS,True,802,941
ENSG00000184076.13,chr22,29767381,29767607,TSS,True,810,949
ENSG00000184076.13,chr22,29767378,29767548,TSS,False,142,949
ENSG00000185340.15,chr22,29307153,29308086,3AS,False,115,133
ENSG00000185340.15,chr22,29306828,29307153,TSS,False,130,269
ENSG00000185340.15,chr22,29311461,29312787,PAS,False,31,172
ENSG00000186716.20,chr22,23180497,23182239,TSS,True,74,145
ENSG00000138867.16,chr22,24554948,24555187,TSS,True,61,102
ENSG00000138867.16,chr22,24555614,24555941,TSS,True,91,102
ENSG00000100243.20,chr22,42649294,42649417,TSS,False,132,1280
ENSG00000242259.8,chr22,19440885,19444390,PAS,True,96,137
ENSG00000242259.8,chr22,19440885,19441694,PAS,True,46,142
ENSG00000213923.11,chr22,38294534,38298785,ES,False,198,227
ENSG00000213923.11,chr22,38290689,38291938,PAS,False,127,354
ENSG00000213923.11,chr22,38296205,38296686,PAS,True,299,334
ENSG00000213923.11,chr22,38296205,38297998,PAS,False,297,334
ENSG00000213923.11,chr22,38317159,38317473,TSS,True,112,374
ENSG00000198951.11,chr22,42070281,42070901,TSS,True,90,127
ENSG00000198951.11,chr22,42070762,42070847,TSS,False,76,127
ENSG00000198951.11,chr22,42067112,42067277,TSS,True,98,127
ENSG00000242247.10,chr22,42857113,42857314,TSS,True,23,136
ENSG00000100304.12,chr22,43186892,43187159,TSS,False,45,149
ENSG00000100345.21,chr22,36387806,36388109,TSS,False,575,961
ENSG00000069998.12,chr22,17159125,17159298,TSS,False,22,160
ENSG00000100211.10,chr22,38656634,38656750,TSS,True,12,106
ENSG00000100418.7,chr22,41620751,41621102,TSS,False,28,103
ENSG00000128185.9,chr22,20319878,20320060,TSS,True,30,190
ENSG00000128185.9,chr22,20315335,20315393,TSS,True,165,189
ENSG00000185022.11,chr22,38201989,38202212,TSS,True,29,194
ENSG00000099995.18,chr22,30356729,30356905,TSS,True,82,174
ENSG00000100242.15,chr22,38755762,38756048,TSS,True,78,152
ENSG00000073169.13,chr22,50206462,50208535,5AS,True,14,126
ENSG00000100030.14,chr22,21760318,21764240,PAS,True,29,206
ENSG00000100030.14,chr22,21767969,21769320,PAS,True,177,205
ENSG00000170638.9,chr22,50197995,50198074,IR,False,86,102
ENSG00000170638.9,chr22,50185898,50185976,TSS,True,70,120
ENSG00000170638.9,chr22,50185870,50186001,TSS,True,86,120
ENSG00000070413.19,chr22,19122127,19122446,TSS,True,39,116
ENSG00000100104.13,chr22,26486063,26488028,3AS,True,88,101
ENSG00000198355.4,chr22,49960472,49961032,TSS,False,210,1055
ENSG00000100288.19,chr22,50579802,50579973,3AS,False,25,134
ENSG00000100288.19,chr22,50580271,50580357,IR,False,76,147
ENSG00000100288.19,chr22,50581553,50581748,IR,True,118,140
ENSG00000100288.19,chr22,50581862,50582248,IR,False,68,145
ENSG00000100288.19,chr22,50582357,50582557,IR,False,62,145
ENSG00000100288.19,chr22,50582248,50582988,TSS,True,136,152
ENSG00000100288.19,chr22,50582557,50582974,TSS,True,90,152
ENSG00000100288.19,chr22,50581748,50582981,TSS,True,101,152
ENSG00000099940.11,chr22,20858964,20859347,TSS,True,12,112
ENSG00000100138.14,chr22,41688793,41688884,TSS,True,143,441
ENSG00000100138.14,chr22,41682355,41682453,TSS,True,362,440
ENSG00000184470.20,chr22,19875807,19877039,IR,False,651,729
ENSG00000184470.20,chr22,19875807,19877108,IR,False,71,149
ENSG00000184470.20,chr22,19880717,19880855,IR,False,120,244
ENSG00000184470.20,chr22,19880717,19881035,5AS,True,18,129
ENSG00000184470.20,chr22,19880717,19881035,IR,False,18,142
ENSG00000184470.20,chr22,19880717,19881080,5AS,False,430,568
ENSG00000184470.20,chr22,19880717,19881080,IR,False,430,554
ENSG00000184470.20,chr22,19875517,19875807,PAS,True,118,844
ENSG00000184470.20,chr22,19880621,19881231,TSS,True,705,831
ENSG00000184470.20,chr22,19880855,19881229,TSS,True,720,831
ENSG00000184470.20,chr22,19881080,19881250,TSS,True,401,831
ENSG00000099899.14,chr22,20116882,20117355,TSS,True,32,106
ENSG00000099899.14,chr22,20117096,20117336,TSS,True,91,106
ENSG00000100416.13,chr22,46337944,46346421,ES,False,31,133
ENSG00000100416.13,chr22,46346544,46350345,3AS,False,19,112
ENSG00000100416.13,chr22,46346544,46350349,3AS,False,22,134
ENSG00000100416.13,chr22,46355588,46355989,IR,False,112,125
ENSG00000100416.13,chr22,46356841,46357344,PAS,True,21,148
ENSG00000100225.17,chr22,32475124,32479132,3AS,False,32,235
ENSG00000100225.17,chr22,32474703,32475124,TSS,True,28,272
ENSG00000128283.6,chr22,37560205,37560588,TSS,True,149,314
ENSG00000128283.6,chr22,37566085,37566812,TSS,True,233,314
ENSG00000186575.17,chr22,29603521,29604112,TSS,True,30,114
ENSG00000100311.16,chr22,39243900,39244982,TSS,False,98,264
ENSG00000100116.16,chr22,37808163,37810026,3AS,False,91,116
ENSG00000100116.16,chr22,37815834,37816199,5AS,True,106,122
ENSG00000131100.12,chr22,17628602,17628782,TSS,True,35,201
ENSG00000128271.21,chr22,24423896,24423957,TSS,True,69,125
ENSG00000128272.14,chr22,39520278,39520751,TSS,False,292,467
ENSG00000100348.9,chr22,36481563,36482025,TSS,True,48,336
ENSG00000100348.9,chr22,36480574,36480835,TSS,True,299,336
ENSG00000184117.11,chr22,29580984,29581125,TSS,True,15,111
ENSG00000100401.19,chr22,41285985,41286251,TSS,False,131,233
ENSG00000183963.18,chr22,31095609,31097268,ES,False,17,135
ENSG00000183963.18,chr22,31080948,31081456,TSS,True,77,168
ENSG00000183963.18,chr22,31090962,31091482,TSS,True,150,168
ENSG00000198792.12,chr22,38272883,38273049,TSS,True,87,199
ENSG00000198792.12,chr22,38247769,38248225,TSS,True,176,199
ENSG00000100060.17,chr22,37469062,37470029,PAS,True,123,852
ENSG00000100060.17,chr22,37469062,37469312,PAS,False,790,886
ENSG00000100060.17,chr22,37485922,37486524,TSS,True,141,886
ENSG00000161179.13,chr22,21628787,21629307,ES,False,34,117
ENSG00000161179.13,chr22,21629407,21629542,IR,False,48,103
ENSG00000161179.13,chr22,21629761,21629850,IR,False,67,114
ENSG00000161179.13,chr22,21629307,21630065,TSS,True,102,133
ENSG00000161179.13,chr22,21629542,21630052,TSS,True,118,133
ENSG00000161179.13,chr22,21629850,21630056,TSS,True,57,133
ENSG00000242114.5,chr22,30425601,30425946,TSS,True,20,170
ENSG00000100196.10,chr22,38482495,38484995,PAS,True,18,162
ENSG00000100196.10,chr22,38481211,38483441,PAS,True,145,162
ENSG00000099901.16,chr22,20126368,20126954,3AS,False,443,1159
ENSG00000099901.16,chr22,20126951,20127354,PAS,True,454,1170
ENSG00000099901.16,chr22,20126954,20127368,PAS,True,727,1170
ENSG00000015475.18,chr22,17739488,17774380,ES,False,20,171
ENSG00000100320.22,chr22,36028239,36028956,TSS,False,131,169
ENSG00000100320.22,chr22,35840191,35840472,TSS,True,113,168
ENSG00000093010.13,chr22,19941759,19941897,TSS,True,73,623
ENSG00000100106.20,chr22,37751828,37754915,3AS,True,97,521
ENSG00000100106.20,chr22,37773782,37776523,PAS,True,120,559
ENSG00000100106.20,chr22,37759416,37760352,PAS,True,483,539
ENSG00000273899.4,chr22,37691173,37693475,PAS,True,57,102
ENSG00000273899.4,chr22,37693331,37693476,PAS,True,49,105
ENSG00000099917.17,chr22,20555148,20564502,3AS,True,50,105
ENSG00000099917.17,chr22,20568631,20582610,ES,False,76,115
ENSG00000099917.17,chr22,20507567,20507746,TSS,True,90,195
ENSG00000100284.20,chr22,35346969,35347054,5AS,False,114,135
ENSG00000100075.9,chr22,19178579,19178878,TSS,True,105,428
ENSG00000100297.15,chr22,35400054,35400208,TSS,True,36,313
ENSG00000093009.9,chr22,19481045,19483861,ES,False,15,148
ENSG00000093000.18,chr22,45162438,45164296,TSS,True,41,140
ENSG00000184319.15,chr22,50783864,50785172,5AS,False,68,110
ENSG00000184319.15,chr22,50783745,50783864,TSS,True,48,118
ENSG00000184319.15,chr22,50783781,50784021,TSS,True,84,118
ENSG00000184319.15,chr22,50798654,50802061,PAS,True,20,116
ENSG00000100387.8,chr22,40951353,40951476,TSS,True,122,1026
ENSG00000100387.8,chr22,40967798,40967884,TSS,True,922,1025
ENSG00000025770.18,chr22,50508028,50508445,TSS,True,48,135
ENSG00000025770.18,chr22,50522436,50522569,TSS,False,104,134
ENSG00000182944.17,chr22,29288786,29291564,3AS,False,200,430
ENSG00000182944.17,chr22,29268100,29268349,TSS,True,138,514
ENSG00000100227.17,chr22,42599793,42602769,ES,False,23,129
ENSG00000100227.17,chr22,42614798,42614964,TSS,True,51,178
ENSG00000180957.17,chr22,27919171,27919306,TSS,True,34,330
ENSG00000100359.20,chr22,40400813,40402138,ES,False,37,134
ENSG00000100359.20,chr22,40409018,40409249,IR,False,117,136
ENSG00000100359.20,chr22,40409525,40409681,IR,False,119,133
ENSG00000100359.20,chr22,40370560,40370688,TSS,True,69,202
ENSG00000100359.20,chr22,40409681,40410292,PAS,True,30,149
ENSG00000197694.15,chr9,128552523,128552696,TSS,True,83,102
ENSG00000197694.15,chr9,128633208,128633663,PAS,True,13,101
ENSG00000136936.10,chr9,97674908,97675587,PAS,True,14,109
ENSG00000136936.10,chr9,97697120,97697386,TSS,True,15,118
ENSG00000172889.15,chr9,136663108,136664694,3AS,True,133,1256
ENSG00000172889.15,chr9,136664785,136668556,ES,False,884,1272
ENSG00000172889.15,chr9,136668673,136669913,ES,True,628,1350
ENSG00000172889.15,chr9,136668673,136669913,3AS,True,628,752
ENSG00000172889.15,chr9,136669721,136669913,IR,True,745,875
ENSG00000172889.15,chr9,136670009,136670949,ES,True,172,1519
ENSG00000172889.15,chr9,136662168,136663108,TSS,True,657,1928
ENSG00000172889.15,chr9,136671185,136672088,TSS,True,1728,1923
ENSG00000095370.19,chr9,127771185,127771314,TSS,True,260,457
ENSG00000095370.19,chr9,127749210,127749472,TSS,True,390,455
ENSG00000172785.18,chr9,135030,152033,ES,False,34,181
ENSG00000172785.18,chr9,175784,178815,ES,False,222,289
ENSG00000172785.18,chr9,119276,121573,PAS,True,106,297
ENSG00000172785.18,chr9,172901,173366,PAS,True,189,289
ENSG00000238227.7,chr9,136118484,136118853,TSS,True,61,196
ENSG00000196642.18,chr9,136807582,136808326,TSS,True,86,160
ENSG00000196642.18,chr9,136833665,136837662,TSS,True,118,149
ENSG00000196305.17,chr9,92289426,92293610,5AS,False,117,212
ENSG00000196305.17,chr9,92293440,92293716,TSS,True,153,249
ENSG00000196305.17,chr9,92293610,92293745,TSS,True,123,249
ENSG00000137154.12,chr9,19380189,19380269,TSS,False,745,5513
ENSG00000137154.12,chr9,19379486,19379620,TSS,True,4907,5513
ENSG00000160408.14,chr9,127885203,127886788,PAS,True,12,105
ENSG00000160408.14,chr9,127899502,127899659,TSS,True,12,110
ENSG00000188938.16,chr9,93447697,93450478,ES,False,64,114
ENSG00000188938.16,chr9,93451087,93451805,TSS,True,49,120
ENSG00000188938.16,chr9,93452146,93453605,TSS,True,101,120
ENSG00000188938.16,chr9,93450944,93451586,TSS,False,103,120
ENSG00000107372.12,chr9,72360787,72364695,ES,False,91,184
ENSG00000107372.12,chr9,72364695,72365265,TSS,True,37,230
ENSG00000148399.12,chr9,137578624,137578939,TSS,True,20,110
ENSG00000136802.11,chr9,128882058,128882250,TSS,True,92,328
ENSG00000136802.11,chr9,128907781,128909321,TSS,True,289,324
ENSG00000107223.12,chr9,136862345,136862905,3AS,False,711,798
ENSG00000107223.12,chr9,136862496,136862905,IR,False,87,100
ENSG00000107223.12,chr9,136862117,136862345,PAS,False,114,828
ENSG00000107223.12,chr9,136862117,136862496,PAS,False,729,816
ENSG00000095319.14,chr9,128947671,128947751,TSS,True,165,237
ENSG00000119403.14,chr9,120855651,120858286,PAS,True,107,120
ENSG00000119403.14,chr9,120877090,120877665,TSS,True,16,130
ENSG00000137076.20,chr9,35717145,35717917,TSS,True,148,172
ENSG00000137076.20,chr9,35732074,35732407,TSS,True,146,185
ENSG00000148180.19,chr9,121281562,121301962,ES,False,160,197
ENSG00000148180.19,chr9,121267812,121268219,TSS,True,322,528
ENSG00000148180.19,chr9,121299800,121300005,TSS,False,315,528
ENSG00000196873.15,chr9,68299480,68301611,PAS,True,142,162
ENSG00000196873.15,chr9,68247612,68248043,PAS,True,22,162
ENSG00000165264.10,chr9,32572880,32573189,TSS,True,161,554
ENSG00000165264.10,chr9,32570959,32571042,TSS,True,399,554
ENSG00000107281.9,chr9,137045877,137046229,TSS,True,46,225
ENSG00000135069.13,chr9,78297089,78297270,TSS,False,16,134
ENSG00000242616.3,chr9,111666946,111669271,3AS,True,69,227
ENSG00000242616.3,chr9,111669271,111670226,PAS,True,160,230
ENSG00000242616.3,chr9,111669268,111670227,PAS,False,73,230
ENSG00000137038.7,chr9,7798637,7799460,5AS,True,162,189
ENSG00000137038.7,chr9,7799460,7799787,TSS,True,151,313
ENSG00000148337.20,chr9,128178904,128179072,IR,False,24,122
ENSG00000148337.20,chr9,128191431,128191600,TSS,False,52,152
ENSG00000106853.19,chr9,111562572,111563231,PAS,False,16,145
ENSG00000106853.19,chr9,111599602,111599841,TSS,True,48,147
ENSG00000106853.19,chr9,111599338,111599523,TSS,False,109,147
ENSG00000147854.16,chr9,6413131,6413643,TSS,True,183,222
ENSG00000148248.13,chr9,133375921,133376131,TSS,True,140,532
ENSG00000119487.16,chr9,125484583,125543058,ES,False,53,199
ENSG00000119487.16,chr9,125706970,125707262,TSS,True,28,249
ENSG00000160326.13,chr9,133473250,133473979,ES,False,39,158
ENSG00000160326.13,chr9,133478967,133479561,TSS,True,24,174
ENSG00000148303.16,chr9,133348206,133348246,TSS,False,461,805
ENSG00000148303.16,chr9,133348240,133349042,TSS,True,621,805
ENSG00000147862.16,chr9,14313481,14314595,TSS,True,112,156
ENSG00000148362.10,chr9,136992402,136993243,TSS,True,100,115
ENSG00000148362.10,chr9,136992294,136992562,TSS,True,27,115
ENSG00000138835.22,chr9,113501362,113501630,TSS,True,686,785
ENSG00000138835.22,chr9,113592756,113594338,TSS,False,128,702
ENSG00000138835.22,chr9,113596767,113597738,PAS,True,89,763
ENSG00000138835.22,chr9,113541319,113549766,PAS,True,59,114
ENSG00000148335.14,chr9,129634221,129635207,5AS,False,51,174
ENSG00000148335.14,chr9,129626144,129626295,TSS,True,24,183
ENSG00000159069.13,chr9,136943890,136944795,TSS,True,402,486
ENSG00000159069.13,chr9,136944593,136944762,TSS,True,142,486
ENSG00000090054.14,chr9,92031139,92032558,PAS,True,28,272
ENSG00000135047.14,chr9,87726253,87727593,5AS,False,91,277
ENSG00000135047.14,chr9,87726308,87727593,5AS,False,80,181
ENSG00000135047.14,chr9,87726062,87726253,TSS,False,566,657
ENSG00000135047.14,chr9,87726068,87726308,TSS,True,576,657
ENSG00000135047.14,chr9,87725582,87726398,TSS,True,555,657
ENSG00000107341.4,chr9,33817131,33817934,TSS,False,82,220
ENSG00000198917.12,chr9,128823863,128824071,3AS,True,20,143
ENSG00000185963.13,chr9,92764504,92764871,TSS,False,63,110
ENSG00000106733.20,chr9,75088007,75088271,TSS,True,44,100
ENSG00000188229.5,chr9,137241286,137241417,TSS,True,1567,2331
ENSG00000106991.13,chr9,127854288,127854749,TSS,True,601,2590
ENSG00000187024.14,chr9,127714189,127714378,3AS,False,16,102
ENSG00000187024.14,chr9,127713508,127714282,PAS,True,25,113
ENSG00000187024.14,chr9,127713524,127714189,PAS,True,97,113
ENSG00000080608.9,chr9,2844044,2844130,TSS,False,34,225
ENSG00000213930.11,chr9,34647567,34647656,IR,False,90,103
ENSG00000213930.11,chr9,34647705,34647831,IR,False,81,105
ENSG00000213930.11,chr9,34648456,34648761,IR,False,89,108
