gene_id,gene_name,strand,n_ex_d,n_ex_u,n_ex,start,end,trid,norm_pos
ENSG00000164733.20,CTSB,-,9,0,12,11857929,11868002,1023,0.2154787950185123
ENSG00000164733.20,CTSB,-,9,0,12,11857929,11868002,1023,0.2154787950185123
ENSG00000164733.20,CTSB,-,9,0,12,11857929,11868002,1023,0.2154787950185123
ENSG00000164733.20,CTSB,-,9,0,12,11857929,11868002,1023,0.2154787950185123
ENSG00000164733.20,CTSB,-,9,0,12,11861469,11868002,607,0.1409727773804013
ENSG00000164733.20,CTSB,-,9,0,12,11861469,11868002,607,0.1409727773804013
ENSG00000164733.20,CTSB,-,9,0,12,11864461,11868002,1065,0.079604185049792
ENSG00000164733.20,CTSB,-,8,0,11,11864461,11867355,1125,0.063644251626898
ENSG00000164733.20,CTSB,-,10,0,13,11864461,11868002,625,0.077012172008592
ENSG00000164733.20,CTSB,-,10,0,13,11864461,11868002,509,0.0780671491080444
ENSG00000164733.20,CTSB,-,10,0,13,11864461,11868002,509,0.0780671491080444
ENSG00000164733.20,CTSB,-,10,0,13,11865560,11868002,1261,0.0553137544897528
ENSG00000104413.16,ESRP1,+,0,12,15,94678359,94705934,127,0.781138054560485
ENSG00000132554.19,RGS22,-,6,2,11,100072144,100093509,63,0.3914047043306221
ENSG00000185122.10,HSF1,+,1,0,4,144291822,144306549,306,0.4660949219230296
ENSG00000185122.10,HSF1,+,11,0,14,144291822,144306549,284,0.328164871761602
ENSG00000185122.10,HSF1,+,10,0,13,144291822,144308906,639,0.3808323920410114
ENSG00000185122.10,HSF1,+,0,0,3,144291822,144307631,83,0.4998157361341441
ENSG00000185122.10,HSF1,+,10,0,13,144291822,144308906,639,0.3808323920410114
ENSG00000185122.10,HSF1,+,9,1,13,144292604,144308906,565,0.3962900505902192
ENSG00000185122.10,HSF1,+,0,9,12,144313597,144314129,681,0.9632594772373204
ENSG00000168453.14,HR,-,1,12,16,22116425,22119188,52,0.7330521835093804
ENSG00000181195.10,PENK,-,2,0,5,56446479,56559497,28,0.4770916754478398
ENSG00000181195.10,PENK,-,2,0,5,56446479,56559497,28,0.4770916754478398
ENSG00000104450.12,SPAG1,+,4,9,16,100213359,100225211,63,0.7303914556811139
ENSG00000104450.12,SPAG1,+,3,1,7,100213861,100231288,141,0.3292208918965816
ENSG00000104450.12,SPAG1,+,1,3,7,100231155,100240409,127,0.7869896627336327
ENSG00000186106.11,ANKRD46,-,3,0,6,100533307,100559713,14,0.3398568753687127
ENSG00000186106.11,ANKRD46,-,3,0,6,100533307,100559713,14,0.3398568753687127
ENSG00000186106.11,ANKRD46,-,3,0,6,100533307,100559586,50,0.3405214487541741
ENSG00000186106.11,ANKRD46,-,4,0,7,100533307,100559713,88,0.3397726981195003
ENSG00000153310.19,FAM49B,-,0,9,12,129841923,129850835,316,0.9719629906905244
ENSG00000153310.19,FAM49B,-,5,1,9,129854319,129871382,636,0.4365660824878112
ENSG00000153310.19,FAM49B,-,8,4,15,129871488,129896805,189,0.7563624634636463
ENSG00000153310.19,FAM49B,-,8,5,16,129871488,129903343,745,0.7377615791216193
ENSG00000153310.19,FAM49B,-,8,0,11,129871488,129939614,109,0.3483964125195745
ENSG00000153310.19,FAM49B,-,8,0,11,129871488,129939614,173,0.3482042049372921
ENSG00000153310.19,FAM49B,-,8,1,12,129871488,129970946,543,0.544256486455595
ENSG00000153310.19,FAM49B,-,8,2,13,129879470,129903343,504,0.7149613265975968
ENSG00000153310.19,FAM49B,-,8,2,13,129879470,129903343,504,0.7149613265975968
ENSG00000153310.19,FAM49B,-,8,2,13,129879470,129903343,504,0.7149613265975968
ENSG00000153310.19,FAM49B,-,8,2,13,129879470,129903343,504,0.7149613265975968
ENSG00000153310.19,FAM49B,-,9,0,12,129879470,130016377,566,0.3916374255637722
ENSG00000153310.19,FAM49B,-,9,0,12,129879470,130016377,566,0.3916374255637722
ENSG00000153310.19,FAM49B,-,10,1,14,129903348,129970946,507,0.4532002811926684
ENSG00000153310.19,FAM49B,-,10,1,14,129903348,129970946,507,0.4532002811926684
ENSG00000153310.19,FAM49B,-,10,1,14,129903348,129970946,507,0.4532002811926684
ENSG00000153310.19,FAM49B,-,10,1,14,129903348,129970946,507,0.4532002811926684
ENSG00000153310.19,FAM49B,-,10,1,14,129903348,129970946,507,0.4532002811926684
ENSG00000153310.19,FAM49B,-,9,0,12,129903348,130016613,227,0.3235275649880698
ENSG00000153310.19,FAM49B,-,11,0,14,129903348,130016377,436,0.3238018813504143
ENSG00000153310.19,FAM49B,-,0,0,3,129903348,130016613,632,0.495390114307687
ENSG00000153310.19,FAM49B,-,11,1,15,129904584,129970946,286,0.4503045491131826
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,10,1,14,129904584,129970946,637,0.4496070418107513
ENSG00000153310.19,FAM49B,-,12,1,16,129912469,129970946,498,0.4278771239890183
ENSG00000153310.19,FAM49B,-,12,0,15,129970994,130016377,399,0.1300877824640811
ENSG00000153310.19,FAM49B,-,12,0,15,129970994,130016377,399,0.1300877824640811
ENSG00000153310.19,FAM49B,-,12,0,15,129970994,130016377,86,0.1301156138736648
ENSG00000153310.19,FAM49B,-,11,0,14,129970994,130016377,573,0.1302490757512556
ENSG00000121022.13,COPS5,-,0,6,9,67043300,67045813,98,0.92239659878228
ENSG00000121022.13,COPS5,-,1,5,9,67045953,67051236,127,0.7109530807179595
ENSG00000121022.13,COPS5,-,6,1,10,67059442,67061936,158,0.0756787983824378
ENSG00000169122.11,FAM110B,+,0,0,3,57994793,58145918,34,0.4939553707589838
ENSG00000169122.11,FAM110B,+,2,1,6,58031678,58043299,33,0.2797434272008992
ENSG00000169122.11,FAM110B,+,1,1,5,58031678,58075572,54,0.5094049970245539
ENSG00000169122.11,FAM110B,+,1,1,5,58031678,58075572,54,0.5094049970245539
ENSG00000169122.11,FAM110B,+,1,1,5,58031678,58075572,54,0.5094049970245539
ENSG00000169122.11,FAM110B,+,1,1,5,58031678,58075572,54,0.5094049970245539
ENSG00000169122.11,FAM110B,+,1,1,5,58031678,58075572,54,0.5094049970245539
ENSG00000169122.11,FAM110B,+,2,2,7,58075572,58198157,45,0.6283968501433158
ENSG00000147697.8,GSDMC,-,3,1,7,129750542,129752145,11,0.3452257125026003
ENSG00000120963.11,ZNF706,-,0,1,4,101178352,101201611,45,0.4974165596919127
ENSG00000120963.11,ZNF706,-,3,0,6,101201740,101205440,93,0.0736706781416276
ENSG00000120963.11,ZNF706,-,3,0,6,101201740,101205440,93,0.0736706781416276
ENSG00000181135.15,ZNF707,+,3,0,6,143684539,143690123,63,0.2618215271389144
ENSG00000181135.15,ZNF707,+,3,0,6,143684539,143690123,63,0.2618215271389144
ENSG00000181135.15,ZNF707,+,3,0,6,143684539,143690123,63,0.2618215271389144
ENSG00000221947.7,XKR9,+,0,3,6,70707151,70734192,62,0.787852031571512
ENSG00000221947.7,XKR9,+,0,2,5,70707151,70734192,30,0.7875001922101087
ENSG00000034239.10,EFCAB1,-,4,0,7,48730539,48735260,9,0.1160578199518167
ENSG00000172728.15,FUT10,-,2,1,6,33453505,33461387,59,0.1550681460512901
ENSG00000066777.8,ARFGEF1,-,37,0,40,67302464,67343173,307,0.1405717778266124
ENSG00000066777.8,ARFGEF1,-,5,0,8,67302464,67343173,104,0.366761348692862
ENSG00000076641.4,PAG1,-,7,2,12,80993171,81030014,31,0.707842487951977
ENSG00000076641.4,PAG1,-,6,0,9,80993171,81111596,60,0.4204483805739327
ENSG00000248801.6,C8orf34-AS1,-,1,0,4,68306547,68331352,5,0.4462982832618025
ENSG00000248801.6,C8orf34-AS1,-,1,0,4,68306547,68331352,9,0.4258369098712447
ENSG00000185000.11,DGAT1,-,9,0,12,144318900,144326452,239,0.3979052651443668
ENSG00000179950.13,PUF60,-,1,7,11,143817133,143817881,223,0.9127444161063452
ENSG00000179950.13,PUF60,-,6,1,10,143818522,143824324,243,0.6103162941767845
ENSG00000179950.13,PUF60,-,6,1,10,143818522,143824324,243,0.6103162941767845
ENSG00000179950.13,PUF60,-,10,0,13,143824395,143829285,371,0.1913117415165803
ENSG00000179950.13,PUF60,-,10,0,13,143824395,143829285,43,0.1913117415165803
ENSG00000179950.13,PUF60,-,10,0,13,143824396,143828988,268,0.1854660347551342
ENSG00000179950.13,PUF60,-,10,1,14,143824396,143827494,351,0.2445287192857707
ENSG00000179950.13,PUF60,-,10,1,14,143824396,143827494,351,0.2445287192857707
ENSG00000179950.13,PUF60,-,9,0,12,143824396,143828988,601,0.1855596808594676
ENSG00000179950.13,PUF60,-,9,0,12,143824396,143829285,543,0.1917697063369396
ENSG00000179950.13,PUF60,-,10,0,13,143824396,143828988,122,0.1854660347551342
ENSG00000179950.13,PUF60,-,9,0,12,143824396,143829285,543,0.1917697063369396
ENSG00000147687.18,TATDN1,-,4,0,7,124516026,124539039,127,0.3306853315012024
ENSG00000147687.18,TATDN1,-,8,0,11,124518872,124538973,94,0.2004688520049852
ENSG00000147687.18,TATDN1,-,9,0,12,124518872,124539039,122,0.2001641256846809
ENSG00000147687.18,TATDN1,-,7,0,10,124523000,124539039,245,0.230891446238406
ENSG00000157110.15,RBPMS,+,7,0,10,30385082,30474779,178,0.2426306476855312
ENSG00000157110.15,RBPMS,+,7,0,10,30385082,30474779,167,0.2422967830827937
ENSG00000157110.15,RBPMS,+,7,0,10,30385082,30474779,219,0.242610902975861
ENSG00000157110.15,RBPMS,+,7,0,10,30385082,30474779,219,0.242610902975861
ENSG00000157110.15,RBPMS,+,0,3,6,30479354,30547406,190,0.7872817815228704
ENSG00000157110.15,RBPMS,+,1,4,8,30504386,30544505,94,0.7800219277338164
ENSG00000157110.15,RBPMS,+,3,2,8,30504386,30549521,286,0.5287311184748461
ENSG00000157110.15,RBPMS,+,0,4,7,30504386,30570685,166,0.8147605708950246
ENSG00000157110.15,RBPMS,+,2,3,8,30544567,30558910,286,0.7953855919438826
ENSG00000157110.15,RBPMS,+,2,3,8,30544567,30558910,286,0.7953855919438826
ENSG00000157110.15,RBPMS,+,2,5,10,30544567,30558910,123,0.8977088767580068
ENSG00000157110.15,RBPMS,+,2,7,12,30556790,30558910,287,0.931052535980255
ENSG00000157110.15,RBPMS,+,0,1,4,30558931,30566263,367,0.6363021638330757
ENSG00000157110.15,RBPMS,+,1,6,10,30558931,30566263,52,0.9484667552410986
ENSG00000154328.15,NEIL2,+,1,0,4,11769788,11783230,3,0.3853179781017757
ENSG00000154328.15,NEIL2,+,0,0,3,11769788,11785976,79,0.4632098485278266
ENSG00000154328.15,NEIL2,+,1,0,4,11770277,11783230,63,0.3976283910595461
ENSG00000154328.15,NEIL2,+,3,1,7,11771566,11779598,110,0.3319893236413198
ENSG00000154328.15,NEIL2,+,0,1,4,11771566,11785976,136,0.5153193894855851
PB_novel_20300,PB_novel_20300,+,3,0,6,12437622,12440973,477,0.0166859300354446
PB_novel_20300,PB_novel_20300,+,4,0,7,12437622,12441001,223,0.0168085680163347
PB_novel_20300,PB_novel_20300,+,2,0,5,12437622,12444759,54,0.0296199385603359
PB_novel_20300,PB_novel_20300,+,3,0,6,12437622,12440973,477,0.0166859300354446
PB_novel_20300,PB_novel_20300,+,1,0,4,12437622,12444759,126,0.0306830103678104
PB_novel_20300,PB_novel_20300,+,3,1,7,12437622,12444785,314,0.0342582231514473
PB_novel_20300,PB_novel_20300,+,1,0,4,12437622,12530953,55,0.3624997106637759
PB_novel_20300,PB_novel_20300,+,2,1,6,12438163,12444759,509,0.0328121627039195
PB_novel_20300,PB_novel_20300,+,0,1,4,12438163,12565892,310,0.500477845686672
PB_novel_20300,PB_novel_20300,+,1,1,5,12438485,12530953,297,0.3666810617394389
PB_novel_20300,PB_novel_20300,+,0,1,4,12441005,12565892,510,0.510350441330782
PB_novel_20300,PB_novel_20300,+,1,2,6,12444868,12530953,84,0.3909814753377414
PB_novel_20300,PB_novel_20300,+,3,0,6,12444868,12480847,30,0.1478787829122585
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,888,0.4371018215988344
PB_novel_20300,PB_novel_20300,+,0,4,7,12444868,12565892,895,0.5278325637515372
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,888,0.4371018215988344
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,888,0.4371018215988344
PB_novel_20300,PB_novel_20300,+,3,0,6,12444868,12480847,30,0.1478787829122585
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,888,0.4371018215988344
PB_novel_20300,PB_novel_20300,+,0,4,7,12444868,12565892,895,0.5278325637515372
PB_novel_20300,PB_novel_20300,+,2,3,8,12444868,12497640,637,0.2924995257230567
PB_novel_20300,PB_novel_20300,+,2,4,9,12444868,12480847,243,0.411484339536995
PB_novel_20300,PB_novel_20300,+,0,4,7,12444868,12497640,318,0.5600197271083347
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,888,0.4371018215988344
PB_novel_20300,PB_novel_20300,+,0,4,7,12444868,12565892,895,0.5278325637515372
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,506,0.4455446848872338
PB_novel_20300,PB_novel_20300,+,1,3,7,12444868,12530953,506,0.4455446848872338
PB_novel_20300,PB_novel_20300,+,0,4,7,12444868,12565892,895,0.5278325637515372
PB_novel_20300,PB_novel_20300,+,0,3,6,12444868,12570807,532,0.5225010913880236
PB_novel_20300,PB_novel_20300,+,0,3,6,12444868,12565892,509,0.5256036636136553
PB_novel_20300,PB_novel_20300,+,0,3,6,12444868,12565892,509,0.5256036636136553
PB_novel_20300,PB_novel_20300,+,1,3,7,12444963,12530953,828,0.3912520528300141
PB_novel_20300,PB_novel_20300,+,1,3,7,12444963,12530953,828,0.3912520528300141
PB_novel_20300,PB_novel_20300,+,0,3,6,12444963,12565892,580,0.5262438069700962
PB_novel_20300,PB_novel_20300,+,1,5,9,12447118,12530953,439,0.4027676592611907
PB_novel_20300,PB_novel_20300,+,1,2,6,12447118,12530953,791,0.4008636629788283
PB_novel_20300,PB_novel_20300,+,0,3,6,12447118,12565892,595,0.5299751795398489
PB_novel_20300,PB_novel_20300,+,0,3,6,12447118,12565892,889,0.5301333374871491
PB_novel_20300,PB_novel_20300,+,0,1,4,12531008,12565892,379,0.7358217923772462
ENSG00000160932.10,LY6E,+,2,0,5,143018574,143020884,25,0.3094563256892553
ENSG00000160932.10,LY6E,+,2,0,5,143018574,143020891,39,0.3103581551146612
ENSG00000160932.10,LY6E,+,2,0,5,143018574,143020884,61,0.3091002835782418
ENSG00000168484.12,SFTPC,+,0,1,4,22163198,22164266,359,0.7240089753178759
ENSG00000168484.12,SFTPC,+,0,2,5,22163198,22164452,136,0.756152125279642
ENSG00000160949.16,TONSL,-,22,1,26,144443300,144444185,339,0.0428415790822865
ENSG00000155970.11,MICU3,+,10,5,18,17086989,17098348,94,0.5853194669435171
ENSG00000155970.11,MICU3,+,6,7,16,17090583,17098470,62,0.7052770088911257
ENSG00000155970.11,MICU3,+,8,7,18,17090583,17104491,95,0.6228868775873838
ENSG00000155970.11,MICU3,+,8,7,18,17090583,17104491,95,0.6228868775873838
ENSG00000164924.17,YWHAZ,-,2,0,5,100948899,100953334,124,0.0779062585780949
ENSG00000012232.8,EXTL3,+,1,0,4,28622784,28713459,95,0.475298295603348
ENSG00000012232.8,EXTL3,+,1,0,4,28622784,28713459,95,0.475298295603348
ENSG00000012232.8,EXTL3,+,1,0,4,28622784,28713459,95,0.475298295603348
ENSG00000178814.16,OPLAH,-,3,13,19,144052234,144053009,505,0.8034644057886274
ENSG00000178814.16,OPLAH,-,11,12,26,144055926,144056633,351,0.468395375967759
ENSG00000178814.16,OPLAH,-,12,9,24,144056250,144056957,895,0.3658145065398335
ENSG00000178814.16,OPLAH,-,25,0,28,144060075,144063314,636,0.144644028871391
ENSG00000178814.16,OPLAH,-,25,0,28,144060084,144063314,604,0.1441581883820151
ENSG00000173295.7,FAM86B3P,+,4,1,8,8230842,8235825,233,0.3025882799645614
ENSG00000249816.6,LINC00964,+,2,1,6,124849274,124941523,28,0.4576372547112935
ENSG00000249816.6,LINC00964,+,1,3,7,124941523,124946159,12,0.9284794694235834
ENSG00000185730.7,ZNF696,+,0,2,5,143293026,143295747,15,0.6102089627391742
ENSG00000104518.10,GSDMD,+,7,1,11,143555192,143559332,197,0.3970251716247139
ENSG00000104518.10,GSDMD,+,7,2,12,143559942,143560654,281,0.4157303370786517
ENSG00000147419.17,CCDC25,-,0,4,7,27736236,27752574,6,0.7510779877561884
ENSG00000147419.17,CCDC25,-,2,3,8,27740514,27756767,126,0.6383066556582417
ENSG00000147419.17,CCDC25,-,1,2,6,27740514,27762436,73,0.5631202277383138
ENSG00000147419.17,CCDC25,-,2,2,7,27748271,27762436,95,0.4596741994729697
ENSG00000156170.12,NDUFAF6,+,8,2,13,94958131,95032000,183,0.613182304673564
ENSG00000156170.12,NDUFAF6,+,7,1,11,94958131,95032000,350,0.6092112452955297
ENSG00000156170.12,NDUFAF6,+,5,0,8,95025189,95041570,326,0.0637120901483742
ENSG00000156170.12,NDUFAF6,+,5,1,9,95032094,95035491,255,0.1686298169003294
ENSG00000156170.12,NDUFAF6,+,6,2,11,95035507,95041570,430,0.2521573310732722
ENSG00000156170.12,NDUFAF6,+,6,2,11,95035507,95041570,430,0.2521573310732722
ENSG00000156170.12,NDUFAF6,+,5,3,11,95036475,95041570,39,0.4241488423038306
ENSG00000129422.14,MTUS1,-,6,6,15,17656044,17675220,191,0.8019050210913049
ENSG00000129422.14,MTUS1,-,6,6,15,17656044,17675220,191,0.8019050210913049
ENSG00000129422.14,MTUS1,-,6,6,15,17656044,17675220,191,0.8019050210913049
ENSG00000129422.14,MTUS1,-,6,0,9,17656044,17697477,354,0.3867459342785903
ENSG00000129422.14,MTUS1,-,9,0,12,17715899,17801078,223,0.2708671078814696
ENSG00000129422.14,MTUS1,-,9,0,12,17715899,17801078,223,0.2708671078814696
ENSG00000129422.14,MTUS1,-,9,0,12,17715899,17801078,223,0.2708671078814696
ENSG00000129422.14,MTUS1,-,9,0,12,17715899,17801078,223,0.2708671078814696
ENSG00000129422.14,MTUS1,-,13,1,17,17755958,17790342,116,0.1800114111829592
ENSG00000129422.14,MTUS1,-,9,0,12,17755958,17801078,347,0.1529414952713871
ENSG00000129422.14,MTUS1,-,9,0,12,17755958,17801078,347,0.1529414952713871
ENSG00000129422.14,MTUS1,-,13,1,17,17755958,17790342,116,0.1800114111829592
ENSG00000129422.14,MTUS1,-,9,0,12,17755958,17801078,347,0.1529414952713871
ENSG00000129422.14,MTUS1,-,10,0,13,17755958,17801078,126,0.1526355655949466
ENSG00000129422.14,MTUS1,-,10,0,13,17755958,17801078,126,0.1526355655949466
ENSG00000132294.14,EFR3A,+,12,0,15,131904299,131940501,62,0.2429469375822248
ENSG00000132294.14,EFR3A,+,12,0,15,131904299,131940501,62,0.2429469375822248
ENSG00000104365.14,IKBKB,+,14,0,17,42271468,42290176,504,0.1553563248478502
ENSG00000104365.14,IKBKB,+,11,6,20,42306425,42316215,249,0.6773334238254407
ENSG00000104388.14,RAB2A,+,1,0,4,60517247,60584210,61,0.4976937813144709
ENSG00000104388.14,RAB2A,+,4,1,8,60558904,60572051,91,0.4608534305120965
ENSG00000104388.14,RAB2A,+,0,4,7,60584813,60620684,72,0.8082773374548813
ENSG00000255052.4,FAM66D,+,0,3,6,12145684,12169703,29,0.7447476004265908
ENSG00000255052.4,FAM66D,+,0,4,7,12145947,12169703,22,0.7471746392778449
ENSG00000255052.4,FAM66D,+,0,4,7,12145947,12169703,30,0.7471070266811242
ENSG00000147679.11,UTP23,+,0,0,3,116766562,116786649,12,0.4832254972441888
ENSG00000147679.11,UTP23,+,0,0,3,116766562,116848945,11,0.4937428147154627
ENSG00000147679.11,UTP23,+,0,0,3,116766562,116848945,13,0.4937015793948248
ENSG00000147679.11,UTP23,+,0,1,4,116770354,116786649,15,0.5767767719568567
ENSG00000147535.16,PLPP5,-,2,1,6,38267390,38268364,172,0.2170465807730426
ENSG00000147535.16,PLPP5,-,0,1,4,38267390,38268885,183,0.4760289461781999
ENSG00000147535.16,PLPP5,-,2,1,6,38267390,38268885,94,0.1733784452880012
ENSG00000147813.15,NAPRT,-,0,6,9,143574876,143575431,764,0.8961093882153933
ENSG00000154589.6,LY96,+,1,0,4,73991467,74026790,23,0.4704297507498739
ENSG00000167701.13,GPT,+,6,1,10,144504456,144504998,92,0.4016695310581881
ENSG00000147416.10,ATP6V1B2,+,11,0,14,20197536,20204486,175,0.1492924140200757
ENSG00000147416.10,ATP6V1B2,+,6,1,10,20211271,20212144,253,0.100639409221902
ENSG00000147416.10,ATP6V1B2,+,2,8,13,20212838,20217221,2,0.7260479657739932
ENSG00000147416.10,ATP6V1B2,+,2,12,17,20218207,20225302,23,0.8270894838643998
ENSG00000147485.12,PXDNL,-,1,2,6,51320834,51371936,91,0.7014638721707962
ENSG00000147485.12,PXDNL,-,1,0,4,51320834,51408828,17,0.4953009197249755
ENSG00000147485.12,PXDNL,-,18,3,24,51499698,51556911,159,0.5387002414412183
ENSG00000147485.12,PXDNL,-,16,1,20,51499698,51654721,101,0.4740797520964831
ENSG00000164830.18,OXR1,+,8,3,14,106684308,106706383,118,0.3988096504478438
ENSG00000104412.7,EMC2,+,4,2,9,108455898,108469841,94,0.3409744868597736
ENSG00000156162.16,DPY19L4,+,12,0,15,94719984,94739422,154,0.1361335891660409
ENSG00000156162.16,DPY19L4,+,12,0,15,94719984,94739422,154,0.1361335891660409
ENSG00000156162.16,DPY19L4,+,13,1,17,94726363,94739422,117,0.1852745625649567
ENSG00000156162.16,DPY19L4,+,12,1,16,94726363,94739647,71,0.1824623806811076
ENSG00000156162.16,DPY19L4,+,13,1,17,94726363,94739647,156,0.1821239922157353
ENSG00000156162.16,DPY19L4,+,10,4,17,94739761,94765258,158,0.3993661218878875
ENSG00000156162.16,DPY19L4,+,9,6,18,94756104,94765738,223,0.569693005650032
ENSG00000156162.16,DPY19L4,+,8,6,17,94761814,94766685,177,0.6297020272383498
ENSG00000156162.16,DPY19L4,+,8,4,15,94761814,94766685,154,0.6164664497650232
ENSG00000156162.16,DPY19L4,+,5,10,18,94766611,94777782,255,0.726820892824869
ENSG00000129691.15,ASH2L,+,12,2,17,38107123,38110408,311,0.0947385362713253
ENSG00000129691.15,ASH2L,+,1,7,11,38128942,38138857,124,0.8302071750453561
ENSG00000104447.12,TRPS1,-,2,0,5,115620029,115668679,31,0.2919532324621733
ENSG00000134014.16,ELP3,+,11,0,14,28093223,28106735,127,0.0703298290501294
ENSG00000134014.16,ELP3,+,8,3,14,28106781,28113038,27,0.1729581154532421
ENSG00000134014.16,ELP3,+,7,5,15,28113168,28129505,30,0.2908457968024755
ENSG00000134014.16,ELP3,+,7,6,16,28113168,28129505,191,0.2905673810088837
ENSG00000205133.11,TRIQK,-,1,3,7,92892073,92916941,187,0.7625161098443541
ENSG00000205133.11,TRIQK,-,1,3,7,92892073,92916941,122,0.7469229370035773
ENSG00000205133.11,TRIQK,-,1,0,4,92892073,92966012,54,0.4491766557694636
ENSG00000205133.11,TRIQK,-,1,0,4,92892073,93017635,158,0.4682269260305839
ENSG00000205133.11,TRIQK,-,2,0,5,92917006,93017635,36,0.3757599492745515
ENSG00000205133.11,TRIQK,-,3,1,7,92917007,92954434,122,0.3684169041411508
ENSG00000205133.11,TRIQK,-,3,0,6,92917007,92966012,52,0.2982204467041947
ENSG00000205133.11,TRIQK,-,0,0,3,92917007,93017635,33,0.4934971948683746
ENSG00000205133.11,TRIQK,-,3,0,6,92921611,92966012,173,0.2761739108904762
ENSG00000205133.11,TRIQK,-,3,0,6,92954560,92966012,120,0.0718726007380439
ENSG00000164919.10,COX6C,-,0,0,3,99878254,99893646,14,0.4978742592115434
ENSG00000104529.17,EEF1D,-,1,5,9,143580200,143581055,511,0.9490840212597534
ENSG00000104529.17,EEF1D,-,3,0,6,143581146,143597349,311,0.4616928644125296
ENSG00000104529.17,EEF1D,-,4,2,9,143581326,143586224,248,0.6714819022885895
ENSG00000104529.17,EEF1D,-,4,2,9,143581326,143586224,248,0.6714819022885895
ENSG00000104529.17,EEF1D,-,6,0,9,143586848,143597349,795,0.3003336726614636
ENSG00000104529.17,EEF1D,-,5,0,8,143586849,143597349,124,0.3004636435598778
ENSG00000104529.17,EEF1D,-,6,1,10,143586849,143593922,215,0.3973481850050887
ENSG00000104529.17,EEF1D,-,5,0,8,143586849,143597349,124,0.3004636435598778
ENSG00000104529.17,EEF1D,-,5,0,8,143586849,143597349,124,0.3004636435598778
ENSG00000104529.17,EEF1D,-,5,0,8,143590079,143597349,1021,0.2124346377061425
ENSG00000104529.17,EEF1D,-,7,1,11,143590079,143593846,612,0.308181612574918
ENSG00000104529.17,EEF1D,-,7,1,11,143590079,143593877,275,0.3073573488661426
ENSG00000104529.17,EEF1D,-,7,2,12,143590079,143593922,1119,0.3060330204681669
ENSG00000104529.17,EEF1D,-,6,0,9,143590079,143596903,1215,0.2101124885215793
ENSG00000104529.17,EEF1D,-,7,2,12,143590079,143593922,1119,0.3060330204681669
ENSG00000104529.17,EEF1D,-,5,0,8,143590079,143597349,1021,0.2124346377061425
ENSG00000104529.17,EEF1D,-,8,0,11,143590733,143597349,380,0.1906592785253873
ENSG00000104529.17,EEF1D,-,8,0,11,143590733,143597349,380,0.1906592785253873
ENSG00000104529.17,EEF1D,-,8,0,11,143590735,143597349,27,0.1905569691829234
ENSG00000104529.17,EEF1D,-,8,0,11,143594067,143597349,1146,0.0963582899796425
ENSG00000164741.14,DLC1,-,0,6,9,13085922,13090301,154,0.828081304140236
ENSG00000164741.14,DLC1,-,9,1,13,13100768,13115607,63,0.8816493819400796
ENSG00000254002.1,AC012574.2,-,1,1,5,23718266,23726593,18,0.3191783737760749
ENSG00000003989.17,SLC7A2,+,9,0,12,17497231,17544471,59,0.3334271006216771
ENSG00000003989.17,SLC7A2,+,4,5,12,17551935,17558324,78,0.8075537065894924
ENSG00000104213.12,PDGFRL,+,4,1,8,17589578,17621060,31,0.3877184995102299
ENSG00000104213.12,PDGFRL,+,0,2,5,17621076,17642620,37,0.8290957664809727
ENSG00000156482.10,RPL30,-,0,0,3,98041847,98045347,30,0.4892223738062755
ENSG00000196378.11,ZNF34,-,4,0,7,144780279,144787280,123,0.2492250246583063
ENSG00000196378.11,ZNF34,-,4,0,7,144780279,144787280,123,0.2492250246583063
ENSG00000196378.11,ZNF34,-,4,0,7,144780279,144787280,123,0.2492250246583063
ENSG00000196378.11,ZNF34,-,4,0,7,144780279,144787280,123,0.2492250246583063
ENSG00000196378.11,ZNF34,-,4,0,7,144780279,144787280,123,0.2492250246583063
ENSG00000156735.10,BAG4,+,1,0,4,38177004,38209076,36,0.4823386114494519
ENSG00000048392.11,RRM2B,-,2,0,5,102214114,102224966,63,0.2651744697488026
ENSG00000048392.11,RRM2B,-,3,1,7,102218945,102225989,125,0.5194080311293975
ENSG00000048392.11,RRM2B,-,7,0,10,102232303,102238829,92,0.097638207012753
ENSG00000048392.11,RRM2B,-,7,0,10,102232303,102238829,21,0.0971667007090543
ENSG00000147573.16,TRIM55,+,1,2,6,66135140,66150239,107,0.6606004875753817
